File path,Title,AltTitle.other,Local ID,Parent ARK,Item ARK,Resource.Type,Date.normalized,Date.creation,Creator 1 Name,Creator 2 Name,Language,Copyright Status,Geographic-coverage,Genre,Repository
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_010.tif,"Livonia, vulgo Lyefland.","Livonia, commonly known as Livland.",LIVONIA,,ark:/21198/zz0017s21d,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Livonia|~|Lyefland [Livland]|~|Estonia|~|Latvia,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_011.tif,Tabula Russiæ.,Map of Russia.,MOSCOVIA,,ark:/21198/zz0017s29j,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Russia Alba|~|Russia |~|Moscovia [Muscovy/Moscow],maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_012.tif,"Russiæ, vulgo Moscovia dictae, partes septentrionalis et orientalis.","Russia, commonly called Muscovy [Moscow], northern and eastern parts.",MOSCOVIE,,ark:/21198/zz0017s2b2,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Russia |~|Moscovia [Muscovy/Moscow],maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_013.tif,"Russiæ, vulgo Moscovia, pars australis.","Russia, commonly known as Muscovy [Moscow], southern part.",RVSSIA,,ark:/21198/zz0017s2wb,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Russia |~|Moscovia [Muscovy/Moscow],maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_014.tif,Taurica Chersonesus.,Tauric [Crimean] Peninsula.,TAVRICA,,ark:/21198/zz0017s38h,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Taurica Chersonesus [Tauric/Crimean Peninsula]|~|Ukraine,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_015.tif,Prussia.,Prussia.,Prvssia29,,ark:/21198/zz0017s2p7,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Prussia|~|Germany|~|Russia|~|Poland,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_016.tif,"Polonia Regnum, et Silesia Ducatus.","Kingdom of Poland, and Duchy of Silesia.",POLONIA,,ark:/21198/zz0017s2m6,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Silesia |~|Polonia [Poland]|~|Poland,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_017.tif,Hungaria Regnum.,Kingdom of Hungary.,HVNGARIA,,ark:/21198/zz0017rrft,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Hungaria [Hungary]|~|Hungary,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_018.tif,"Transylvania, Sibenburgen.","Transylvania, Sibenburgen.",Transylvania32,,ark:/21198/zz0017s3jn,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Sibenburgen |~|Transylvania|~|Romania,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_019.tif,"Walachia, Servia, Bulgaria, Romania.","Wallachia, Serbia, Bulgaria, Rumelia.","SERVIA, WALACHIA",,ark:/21198/zz0017s31w,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Romania [Rumelia] |~|Bulgaria |~|Servia [Serbia] |~|Walachia [Wallachia]|~|Romania|~|Serbia|~|Greece|~|Turkey|~|Bulgaria,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_020.tif,"Sclavonia, Croatia, Bosnia cum Dalmatiæ parte.","Slavonia, Croatia, Bosnia and part of Dalmatia.","SCLAVONIE, CROATIA",,ark:/21198/zz0017s30c,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Bosnia |~|Croatia |~|Sclavonia [Slavonia] |~|Dalmatia|~|Croatia|~|Bosnia and Herzegovina,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_021.tif,"Karstia, Carniola, Histria et Windorum Marchia.","Karst, Carniola, Istria, and the Windisch [Slovenian] March.","KARSTIA, CARNIOLA",,ark:/21198/zz0017s1xc,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Cilia|~|Carniola |~|Histria [Istria] |~|Karstia [Karst] |~|Windorum Marchia [Windisch/Slovenian March]|~|Italy|~|Croatia|~|Slovenia,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_022.tif,Nova totius Germaniæ descriptio.,New representation of all Germany.,GERMANIA HODIERNA,,ark:/21198/zz0017rr66,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Germania [Germany]|~|Belgium|~|Czech Republic|~|Netherlands|~|Austria|~|Germany|~|Poland,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_023.tif,Austria Archiducatus.,Archduchy of Austria.,AVSTRIA,,ark:/21198/zz0017rq2n,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Austria|~|Austria,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_024.tif,"Stiria, Steyrmarck.","Styria, Steiermark.",STIRIA,,ark:/21198/zz0017s34f,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Stiria [Styria] |~|Steyermark [Steiermark]|~|Austria,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_025.tif,Bohemia.,Bohemia.,BOHEMIA,,ark:/21198/zz0017rq6q,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Bohemia|~|Czech Republic,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_026.tif,Moravia Marchionatus.,Marquisate of Moravia.,MORAVIA,,ark:/21198/zz0017s281,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Moravia |~|Oppavia|~|Czech Republic,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_027.tif,Silesia Ducatus.,Duchy of Silesia.,SILESIA D,,ark:/21198/zz0017s32d,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Silesia|~|Poland,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_028.tif,Silesia Inferior.,Lower Silesia.,SILESIA I,,ark:/21198/zz0017s33x,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Silesia|~|Poland,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_029.tif,Ducatus Silesiæ Glogani.,Duchy of Silesian Glogau [Glogów].,DVCATVS,,ark:/21198/zz0017rqvj,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Silesiæ Glogani [Silesian Glogau/Glogów] |~|Glogovia|~|Poland,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_030.tif,Comitatus Glatz.,County of Glatz [Klodzko].,COMITATVS G,,ark:/21198/zz0017rqkd,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Glacensis|~|Glatz [Klodzko]|~|Poland,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_031.tif,"Saxonia Superior, cum Lusatia et Misnia.","Upper Saxony, with Lusatia [Lausitz] and Meissen.",SAXONIA,,ark:/21198/zz0017s2zc,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Saxonia [Saxony] |~|Lusatia [Lausitz] |~|Misnia [Meissen]|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_032.tif,Lusatia Superior.,Upper Lusatia [Lausitz].,LYSATIA,,ark:/21198/zz0017s23f,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Lusatia [Lausitz]|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_033.tif,"Brandeburgum Marchionatus, cum Ducatibus Pomeraniأ¦ et Mekelenburgi.","Marquisate of Brandenburg, with the Duchies of Pomerania and Mecklenburg.",BRANDEBVRGYM,,ark:/21198/zz0017rqbs,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Mekelenburg [Mecklenburg] |~|Pomerania |~|Brandeburgum [Brandenburg]|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_034.tif,Pomeraniæ Ducatus tabula.,Map of the Duchy of Pomerania.,Promerania18,,ark:/21198/zz0017s2nq,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Pomerania|~|Germany|~|Poland,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_035.tif,Rugia Insula ac Ducatus.,Rügen Island and Duchy.,RVGIA,,ark:/21198/zz0017s2vt,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Rugia [Rügen]|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_036.tif,Meklenburg Ducatus.,Duchy of Mecklenburg.,MEKLENBVG,,ark:/21198/zz0017s260,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Mekelenburg [Mecklenburg]|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_037.tif,Ducatus Holsatiæ nova tabula.,New map of the Duchy of Holstein.,Dvcatvs Holsatiae22,,ark:/21198/zz0017rqsh,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Holsatia [Holstein] |~|Slesuicum|~|Dithmarsia|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_038.tif,Celeberrimi Fluvii Albis nova delineatio.,The very famous River Elbe newly delineated.,CELEBERRIMI,,ark:/21198/zz0017rqdt,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Albis [Elbe]|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_039.tif,Ducatus Luneburgensis adiacentium[que] regionum delineatio.,Duchy of Lüneburg and adjacent regions delineated. ,DVCATVS L,,ark:/21198/zz0017rqt1,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Lunebergensis [Lüneburg]|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_040.tif,"Archiepiscopatus Maghdeburgensis, et Anhaltinus Ducatus; cum terris adjacentibus.","Archbishopric of Magdeburg, and the Duchy of Anhalt; with adjacent lands.",ARCHIEPISCOPATVS,,ark:/21198/zz0017rpzm,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Anhaltinus [Anhalt] |~|Magdeburgum [Magdeburg]|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_041.tif,"Ducatus Brunsuicensis fere[que] Lunæburgensis, cum adjacentibus episcopatibus, comit. domin. etc.","Duchy of Brunswick [Braunschweig], most of Lüneburg, with adjacent bishoprics, counties, domains, etc. ",DUCATVS B,,ark:/21198/zz0017rqr0,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Lunæburgensis [Lüneburg] |~|Brunsuicensis [Brunswick/Braunschweig]|~|Netherlands,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_042.tif,Episcopatus Hildesiensis descriptio novissima.,"Bishopric of Hildesheim, newest representation.",EPISCOPATVS,,ark:/21198/zz0017rqw2,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Hildesiensis [Hildesheim] |~|Hildesheimensis|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_043.tif,"Circulus Westphalicus, sive Germaniæ Inferioris.","Circle of Westphalia, or Lower Germany.",CIRCVLVS,,ark:/21198/zz0017rqfb,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Westphalia |~|Germania Inferioris [Lower Germany]|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_044.tif,Oldenburg Comitatus.,County of Oldenburg.,Oldenbvrgvm30,,ark:/21198/zz0017s2fm,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Oldenburg|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_045.tif,Typus Frisiæ orientalis.,Figure of East Friesland.,TYPVLVS,,ark:/21198/zz0017s3k5,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Friesland|~|Frisia Orientalis [East Friesland]|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_046.tif,Osnaburgensis Episcopatus.,Bishopric of Osnabrück.,OSNABRVGENSIS,,ark:/21198/zz0017s2g4,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Osnaburgensis [Osnabrück]|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_047.tif,Monasteriensis Episcopatus.,Bishopric of Münster. ,MONASTERIENSIS,,ark:/21198/zz0017s27h,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Monasteriensis [Münster] |~|Lingen|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_048.tif,"Comitatus Bentheim, et Steinfurt.","County of Bentheim, and Steinfurt.",COMITATVS,,ark:/21198/zz0017rqmx,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Steinfurt|~|Bentheim [Bad Bentheim] |~|Burgsteinfurt|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_049.tif,Westphalia Ducatus.,Duchy of Westphalia.,WESTPHALIA,,ark:/21198/zz0017s3rr,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Westphalia|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_050.tif,Paderbornensis Episcopatus descriptio nova.,"Bishopric of Paderborn, new representation.",PADERBORNENSIS,,ark:/21198/zz0017s2hn,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Paderbornensis [Paderborn]|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_051.tif,Comitatus Marchia et Ravensberg.,County of Mark and Ravensburg.,Comitatvs 37,,ark:/21198/zz0017rqjw,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Marchia [Mark] |~|Ravensberg [Ravensburg]|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_052.tif,Clivia Ducatus et Ravenstein Dominium.,Duchy of Cleves [Kleve] and Ravenstein Domain.,Clivia 38,,ark:/21198/zz0017rqgv,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Ravenstein |~|Clivia [Cleves/Kleve]|~|Germany|~|Netherlands,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_053.tif,Iuliacensis et Montensis Ducatus.,Duchy of Jülich and Berg.,Ivliacensis 39,,ark:/21198/zz0017rrhv,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Montensis [Berg] |~|Iuliacensis [Jülich]|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_054.tif,Archiepiscopatus Trevirensis.,Archbishopric of Treves [Trier].,Archeipiscopatvs 40,,ark:/21198/zz0017rpx3,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Trevirensis [Treves/Trier]|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_055.tif,Coloniensis Archiepiscopatus.,Archbishopric of Cologne [Köln].,Coloniensis 41,,ark:/21198/zz0017rqhc,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Coloniensis [Cologne/Köln]|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_056.tif,Waldeck Comitatus.,County of Waldeck.,Waldeck42,,ark:/21198/zz0017s3q7,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Waldeck|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_057.tif,Territorium Abbatæ Heresfeldensis.,Territory of Hersfeld Abbey.,Territorivm 44,,ark:/21198/zz0017s391,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Heresfeldensis [Hersfeld]|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_058.tif,Mansfeldia Comitatus.,County of Mansfeld.,Mansfeldia45,,ark:/21198/zz0017s24z,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Mansfeldia [Mansfeld]|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_059.tif,Thuringia Landgraviatus.,Landgravate of Thuringia.,Thvringia 46,,ark:/21198/zz0017s3f3,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Thuringia|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_060.tif,Franconia vulgo Franckenlandt.,"Franconia, commonly called Franken.",,,ark:/21198/zz0017rr45,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Franckenlandt [Franken] |~|Franconia|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_061.tif,Nassovia Comitatus.,County of Nassau.,Nassovia 48,,ark:/21198/zz0017s2d3,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Nassovia [Nassau] |~|Catzenellebogen|~|Dietz|~|Solms|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_062.tif,Palatinatus ad Rhenum.,Palatinate of the Rhine.,Palatinatvs 49,,ark:/21198/zz0017s2j5,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Palatinatus ad Rhenum [Palatinate of the Rhine] |~|Rhenus [Rhine]|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
Masters/othermasters/nux_bruman/atlases/blaeu/bruman_blaeu_063.tif,Erpach Comitatus.,County of Erbach.,Erpach 51,,ark:/21198/zz0017rqxk,cartographic,1645,1645,"Blaeu, Joan, 1596-1673","Blaeu, Willem Janszoon, 1571-1638",lat,pd,Erpach [Erbach]|~|Germany,maps,"University of California, Los Angeles Library, Henry J. Bruman Map Collection"
