Object Type,Parent ARK (fest),Parent ARK,Item ARK,File Name,Local identifier,Title,AltTitle.translated,AltTitle.other,Name.creator,Date.created,Date.normalized,Language,Type.typeOfResource,Genre,Format.dimensions,Repository,collection.physical,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Description.note,Contents note,Subject,Subject geographic,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z14q9xdb,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0564_pos00001.tif,pos_i2_564|~|POS,Shkolla jonë,Our Schools,,New Albania Film Studio,1975,1975,alb,still image,poster,25.3 x 44.7 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Shkolla jonë"". Director Ilo Pando's doc looks at education highlighiting schools and the importance of learning. |~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Shkolla jonë"". Dokumentari i regjisorit Ilo Pando flet mbi arsimin duke theksuar shkollat dhe rëndësinë e të mësuarit.","10 copies in fair condition. Poster is printed on thin paper. All copies are torn at bottom and sides. One copy has minor tear on right side of poster. Poster is small lobby card sized notice with title, production credits and short synopsis. Poster features three production image from film.|~|10 kopje në gjendje pothuajse të mirë. Posteri është shtypur në letër të hollë. Të gjitha kopjet janë të grisura në fund dhe në anë. Njëra nga kopjet ka grisje të vogla në anën e djathë të posterit. Posteri është me përmasa të vogla, vetëm me titullin, autorët realizues dhe sinops i shkurtër. Posteri përmban tre foto produksioni të marra nga filmi.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Education. Schools|~|Village Life,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14q9xdb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14q9xdb/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z10z95sb,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0571_pos00001_1.tif,pos_i2_571_1|~|POS,Burim i pashtershëm,The Source That Never Ends,,New Albania Film Studio|~|Fisnik Pulaj,1973,1973,alb,still image,poster,50 x 35 cm (15 copies)|~|96.5 x 67 cm (1 copy),Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Burim i pashtershëm"". Director Marianthi Xhako chronicles activities during the 1973 National Folk Festival in the city of Gjirokastra.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Burim i pashtershëm"".  Dokumentari i regjisores Marianthi Xhako tregon aktivitete gjatë Festivalit Folklorik Kombëtar 1973 në qytetin e Gjirokastrës.","Another version of the poster for he same documentary ""Burim i pashtershëm"". This version was done in 1974 by Fisnik Pulaj and was donated to AQSHF by Genti Gjikola in 2017. Donated copy is in fair condtion. Poster missing paper at top of poster.  Poster has wrinkles from being folded in fourths. Poster features hand-designed drawing.|~|Një tjetër variant i posterit i bërë në vitin 1974 nga Fisnik Pulaj dhe i është dhuruar AQSHF-së nga Genti Gjikola në vitin 2017. Kopja e dhuruar është në gjendje thuajse të mirë. Posterit i mungon një copë në pjesën e sipërme. Posteri ka rrudha nga palosja në katërsh. Posteri përmban vizatime të punuara me dorë.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Folklore|~|Festivals|~|Cities|~|Gjirokastra,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10z95sb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10z95sb/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1w97cns,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0571_pos00001.tif,pos_i2_571|~|POS,Burim i pashtershëm,The Source That Never Ends,,New Albania Film Studio,1973,1973,alb,still image,poster,50 x 35 cm (15 copies)|~|96.5 x 67 cm (1 copy),Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Burim i pashtershëm"". Director Marianthi Xhako chronicles activities during the 1973 National Folk Festival in the city of Gjirokastra.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Burim i pashtershëm"".  Dokumentari i regjisores Marianthi Xhako tregon aktivitete gjatë Festivalit Folklorik Kombëtar 1973 në qytetin e Gjirokastrës.","16 copies of first version of poster in good conditon. 1973 version is printed on thin, delicate paper. Poster features three still photographic images from film.|~|16 kopje të versionit të parë të posterit në gjendje të mirë. Versioni i 1973 është shtypur në letër të hollë e delikate. Posteri përmban tre foto produksioni të marra nga filmi.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Folklore|~|Festivals|~|Cities. Gjirokastra,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w97cns,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w97cns/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1rj6n0c,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0572_pos00001.tif,pos_i2_572|~|POS,Festë e madhe,Big Festival,,New Albania Film Studio,1973,1973,alb,still image,poster,68.5 x 48 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Festë e madhe"". Director Piro Milkani's doc chronicles the touring shows throughout Albania by the national ensemble of folk song and dances.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Festë e madhe"". Dokumentari i regjisorit Piro Milkani tregon turin e shfaqjeve në të gjithë Shqipërinë nga ansambli kombëtar i këngës dhe valleve popullore.",11 copies in very good condition. 1 copy has minor tears at bottom of poster. 9 copies have some wear at bottom of poster. Poster image features still photograph taken from film. |~|11 kopje në gjendje shumë të mirë. 1 kopje ka grisje të vogla në fund të posterit. 9 kopje janë të konsumuara në fund të posterit. Posteri përmban fotografi të marra nga filmi.,20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Folklore|~|Song|~|Dance|~|Festivals|~|,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rj6n0c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rj6n0c/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1ms5w93,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0574_pos00001.tif,pos_i2_574|~|POS,Shtegëtim Montatorësh,Migrating Welders,,New Albania Film Studio,1975,1975,alb,still image,poster,42 x 30 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Shtegëtim montatorësh"". Director Marianthi Xhako's doc looks at the daily life of a steel worker.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Shtegëtim montatorësh"". Dokumentari i regjisores Marianthi Xhako vështron në jetën e përditshme të një punonjësi të çelikut.","10 copies in very good condition. Poster is printed on thin paper. Poster is small lobby card sized notice with title, production credits and short synopsis. Poster features two production stills from film. |~|10 kopje në gjendje shumë të mirë. Posteri është shtypur në letër të hollë. Posteri është me përmasa të vogla, vetëm me titullin, autorët realizues dhe sinops i shkurtër. Posteri përmban dy foto produksioni të marra nga filmi.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Industry|~|Metallurgy|~|Steel Production.,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ms5w93,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ms5w93/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1h154h5,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0576_pos00001.tif,pos_i2_576|~|POS,Gëzim në sytë e nënës,The Happy Eyes of a Mother,,New Albania Film Studio,1975,1975,alb,still image,poster,42.5 x 30 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Gëzim në sytë e nënës"". Director Endri Keko's doc chronicles the daily life of a mother of ten.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Gëzim në sytë e nënës"".  Dokumentari i  regjisorit Endri Keko tregon jetën e përditshme të një nëne me dhjetë fëmijë.","12 copies  in very good condition. Poster is printed on thin paper. Poster is small lobby card sized notice with title, production credits and short synopsis. Poster features two production stills taken from film.|~|12 kopje në gjendje shumë të mirë. Posteri është shtypur në letër të hollë. Posteri është me përmasa të vogla, vetëm me titullin, autorët realizues dhe sinops i shkurtër. Posteri përmban dy foto produksioni të marra nga filmi.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h154h5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h154h5/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1c84cr0,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0582_pos00001.tif,pos_i2_582|~|POS,"Për popullin, me popullin","For the People, With the People",,New Albania Film Studio,1975,1975,alb,still image,poster,26 x 44.5 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Për popullin, me popullin"". Director Xhanfise Keko's looks at the activities of the police force in Albania.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Për popullin, me popullin"". Dokumentari i regjisores Xhanfise Keko paraqet veprimtarinë e policisë në Shqipëri.","7 copies in good condition. All copies have vertical fold in center. All 7 copies are printed on white paper. Poster is small lobby card sized notice with title, production credits and short synopsis. Poster features two production stills taken from film.|~|7 kopje në gjendje të mirë. Posteri është shtypur në letër të hollë. Posteri është me përmasa të vogla, vetëm me titullin, autorët realizues dhe sinops i shkurtër. Posteri përmban dy foto produksioni të marra nga filmi.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Civil Authority|~|Police,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c84cr0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c84cr0/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z17h3n07,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0596_pos00001.tif,pos_i2_596|~|POS,Kënga partizane,Partisan Song,,New Albania Film Studio,1974,1974,alb,still image,poster,25.3 x 35 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Kënga partizane"". Director Endri Keko's doc chronicles patriotic music from the Second World War, highlighting the songs and instruments they were played on.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Kënga partizane"". Dokumentari i regjisorit Endri Keko paraqet një kronikë të muzikës patriotike nga Lufta e Dytë Botërore, duke vënë në pah këngët dhe instrumentet me të cilat luheshin.","6 copies in very good condition. Poster is printed on thin paper. Poster is small lobby card sized notice with title, production credits and short synopsis.|~|6 kopje në gjendje shumë të mirë. Posteri është shtypur në letër të hollë. Posteri është me përmasa të vogla, vetëm me titullin, autorët realizues dhe sinops i shkurtër. Posteri përmban tre foto produksioni të marra nga filmi.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|History|~|Second World War|~|Patriotic Music|~|Songs and Themes,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17h3n07,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17h3n07/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z13r2wbd,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0597_pos00001.tif,pos_i2_597|~|POS,Midis miqve të shtrenjtë,Among Dear Friends,,New Albania Film Studio,1974,1974,alb,still image,poster,21 x 31 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Midis miqve të shtrenjtë"". Director Rakip Zeneli's doc chronicles Albania's national ensemble of folk song and dance's artistic tour of China.|~|Afishe origjinale e krijuar për filmin dokumentar ""Midis miqve të shtrenjtë"". Dokumentari i  regjisorit Rakip Zeneli i bën kronikë ansamblit kombëtar shqiptar të këngës dhe vallëzimit popullor të turneut artistik të Kinës.","11 copies in very good condition. Poster is printed on thin paper. Poster is small lobby card sized notice with title, production credits and short synopsis.|~|11 kopje në gjendje shumë të mirë. Posteri është shtypur në letër të hollë. Posteri është me përmasa të vogla, pa punime grafike por vetëm me titullin, autorët realizues dhe sinops i shkurtër.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Albania-China Relations|~|Folk Traditions|~|Music|~|Dance,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13r2wbd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13r2wbd/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1030tzd,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0602_pos00001.tif,pos_i2_602|~|POS,Brigadierja,The Brigadier,,New Albania Film Studio,1976,1976,alb,still image,poster,30 x 38  cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Brigadierja"". Director Mark Topallaj's doc chronicles the daily life of a female unit head of a collective farm.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Brigadierja"". Dokumentari i  regjisorit Mark Topallaj tregon jetën e përditshme të një drejtuese femër e një njësie të një ferme kolektive.","9 copies in good condition. All copies have bee folded in center. Poster is printed on thin paper. Poster is small lobby card sized notice with title, production credits and short synopsis.|~|9 kopje në gjendje shumë të mirë.Të gjitha kopjet janë të palosura në qendër. Posteri është shtypur në letër të hollë. Posteri është me përmasa të vogla, pa punime grafike por vetëm me titullin, autorët realizues dhe sinops i shkurtër.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Industry|~|Agricultural Production|~|Collective Farms,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1030tzd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1030tzd/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1vb0bkv,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0603_pos00001.tif,pos_i2_603|~|POS,"Laçi, qytet industrial","Laç, Industrial City",,New Albania Film Studio,1976,1976,alb,still image,poster,31 x 38 cm (9 copies)|~|31 x 43 cm (2 copies),Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Laçi, qytet industrial"". Director Qerim Mata's doc looks at life in the industrial town of Laç, highlighting its plants and factories.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Laçi, qytet industrial"". Dokumentari i  regjisorit Qerim Mata vështron flet mbi në qytetin industrial të Laçit, duke vënë në pah uzinat dhe fabrikat e tij.","11 copies copies in fair to good condition. All copies have vertical fold in center. All 11 copies are printed on white paper. 2 copies have noticeable tears and holes on poster surface.  Poster is small lobby card sized notice with title, production credits and short synopsis.|~|11 kopje në gjendje thuajse të mirë. Të gjitha kopjet kanë palosje vertikale në qendër. Të 11 kopjet janë  shtypur në letër të bardhë. 2 kopje kanë grisje të dukshme në dhe çarje në sipërfaqen e posterit. Posteri është me përmasa të vogla, pa punime grafike por vetëm me titullin, autorët realizues dhe sinops i shkurtër.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Industrial Production|~|Cities|~|Laç,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vb0bkv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vb0bkv/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1qj9ksp,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0606_pos00001.tif,pos_i2_606|~|POS,Shqiponjat marrin lartësi,The Eagles Rise High,,New Albania Film Studio,1976,1976,alb,still image,poster,25 x 35  cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Shqiponjat marrin lartësi"". Director Marianthi Xhako's doc chronicles Albania's military air force including the training of young pilots and the maintenance of defense.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Shqiponjat marrin lartësi"". Dokumentari i  regjisores Marianthi Xhako Forca tregon forcat ajrore ushtarake e Shqipërisë duke përfshirë trajnimin e pilotëve të rinj dhe ruajtjen e mbrojtjes.","7 copies in good condition. All copies have vertical fold in center. All 7 copies are printed on white paper. Poster is small lobby card sized notice with title, production credits and short synopsis.|~|7 kopje në gjendje të mirë. Të gjitha kopjet kanë palosje vertikale në qendër. Të 7 kopjet janë  shtypur në letër të bardhë. Posteri është me përmasa të vogla, pa punime grafike por vetëm me titullin, autorët realizues dhe sinops i shkurtër.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Armed Forces|~|Air Force|~|Military Aircraft|~|,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qj9ksp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qj9ksp/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1ks8v1x,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0607_pos00001.tif,pos_i2_607|~|POS,Në gjirin e klasës,In the Class Bay,,New Albania Film Studio,1976,1976,alb,still image,poster,29.5 x 42 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Në gjirin e klasës"". Director Kujtim Gjonaj's doc looks at the accomplishments of a metal foundry worker who receives a medal from Albanian leader Enver Hoxha. |~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Në gjirin e klasës"". Dokumentari i  regjisorit Kujtim Gjonaj flet mbi arritjet e një punëtori të shkrirjes së metalit që merr medaljen nga udhëheqësi Enver Hoxha.","8 copies copies in good condition. All 8 copies have vertical fold in center. 3 copies are printed on white paper. 1 copy has minor tear in top right corner. Poster is small lobby card sized notice with title, production credits and short synopsis.|~|8 kopje në gjendje thuajse të mirë. Të gjitha kopjet kanë palosje vertikale në qendër. 3 kopje janë  shtypur në letër të bardhë. 1 kopje ka të grisura të vogla në këndin e sipërm djathtas.  Posteri është me përmasa të vogla, pa punime grafike por vetëm me titullin, autorët realizues dhe sinops i shkurtër.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Industrial Production|~|Foundry|~|Albanian Historical Personalities|~|Enver Hoxha,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ks8v1x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ks8v1x/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1g18370,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0608_pos00001.tif,pos_i2_608|~|POS,Racionalizatorët e një kombinati,Rationalizers of a Combine,,New Albania Film Studio,1976,1976,alb,still image,poster,31 x 42 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Racionalizatorët e një kombinati"". Director Liri Brahimi's doc looks at a wood factory in the northern Albanian town of Shkodra.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Racionalizatorët e një kombinati"". Dokumentari i regjisorit Lin Brahimi tregon një fabrikë druri në qytetin verior shqiptar të Shkodrës.","8 copies in good condition. All copies have vertical fold in center. All 8 copies are printed on white paper. Poster is small lobby card sized notice with title, production credits and short synopsis.|~|8 kopje në gjendje të mirë. Të gjitha kopjet kanë palosje vertikale në qendër. Të 8 kopjet janë  shtypur në letër të bardhë. Posteri është me përmasa të vogla, pa punime grafike por vetëm me titullin, autorët realizues dhe sinops i shkurtër.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Industry|~|Lumber Production|~|Shkodra,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g18370,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g18370/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z1b87bjq,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0616_pos00001.tif,pos_i2_616|~|POS,Si një trup i vetëm,As a Single Body,,New Albania Film Studio,1976,1976,alb,still image,poster,30 x 41 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Si një trup i vetëm"". Director Saimir Kumbaro's doc chronciles the mobilization of volunteers after heavy rains damage agricultural areas in the central Albanian town of Lushnja.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Si një trup i vetëm"". Dokumentari i regjisorit Saimir Kumbaro tregon mobilizimin e vullnetarëve pas reshjeve të dendura të shiut që dëmtuan zonat bujqësore në qytetin qendror shqiptar të Lushnjës.","10 copies in good condition. All copies have vertical fold in center. All 10 copies are printed on white paper. Poster is small lobby card sized notice with title, production credits and short synopsis.|~|10 kopje në gjendje të mirë. Të gjitha kopjet kanë palosje vertikale në qendër. Të 10 kopjet janë  shtypur në letër të bardhë. Posteri është me përmasa të vogla, pa punime grafike por vetëm me titullin, autorët realizues dhe sinops i shkurtër.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Natural Disasters|~|Storms|~|Lushnja,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b87bjq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b87bjq/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z16h6kww,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0622_pos00001.tif,pos_i2_622|~|POS,Fshati në mal,A Village in the Mountains,,New Albania Film Studio,1976,1976,alb,still image,poster,29.5 x 41 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Fshati në mal"". Director Muharrem Fejzo's doc looks at a water supply station that brings water to a mountainous village.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Fshati në mal"". Dokumentari i regjisorit Muharrem Fejzo tregon mbi një stacion ujësjellësi që sjell ujë në një fshat malor.","9 copies copies in good condition. All copies have vertical fold in center. All 9 copies are printed on white paper. Poster is small lobby card sized notice with title, production credits and short synopsis.|~|9 kopje në gjendje të mirë. Të gjitha kopjet kanë palosje vertikale në qendër. Të 9 kopjet janë të shtypura në letër të bardhë. Posteri është me përmasa të vogla, vetëm me titullin, autorët realizues dhe sinops i shkurtër.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Public Works|~|Water Management,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h6kww,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16h6kww/manifest
Work,ark:/21198/z1s19vm6,ark:/21198/z1s19vm6|~|ark:/21198/z13b7wpn,ark:/21198/z12v4jkw,Masters/othermasters/MEAPaqshf/images/aqshf_i2_0626_pos00001.tif,pos_i2_626|~|POS,"Kursim, kursim, kursim","Saving, Saving, Saving",,New Albania Film Studio,1975,1975,alb,still image,poster,27.7 x 45 cm,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Documentary Film Poster Collection,copyrighted,unpublished,info@aqshf.gov.al,"Original poster release created for the Albanian documentary film ""Kursim, kursim, kursim"". Director Marianthi Xhako's doc shows how industrial raw material is saved in plants and factories in Albania.|~|Afishe origjinale e krijuar për filmin dokumentar shqiptar ""Kursim, kursim, kursim"". Dokumentari i regjisores Marianthi Xhako tregon se si kursehet lënda e parë industriale në uzinat dhe fabrikat në Shqipëri.","10 copies in very good condition. Poster is printed on thin paper. Poster is small lobby card sized notice with title, production credits and short synopsis. Poster features two production stills from film.|~|10 kopje në gjendje shumë të mirë. Posteri është shtypur në letër të hollë. Posteri është me përmasa të vogla, vetëm me titullin, autorët realizues dhe sinops i shkurtër. Posteri përmban dy foto produksioni të marra nga filmi.",20th Century|~|Film|~|East European Cinema|~|Motion Picture Posters|~|Documentary|~|Industrial Waste Management,Tirana (Albania)|~|Albania,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12v4jkw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12v4jkw/manifest
