File name,Parent ARK,Item ARK,Item Status ID,Item Status,Object Type,Local ID,Original language title,English translation of title,Alternative title,Creator,Publisher,Publisher.place,Date.created,Date.created (single),Language | code,TypeOfResource,Genre,Dimensions,Institution/Repository,collection name,collection number,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Abstract,Note.content,Subject.topic,Digital Collection Title
aqshf_i4_0049_pos00001.tif,ark:/21198/z1s19vm6,ark:/21198/z1738j2n,2,Completed,Work,pos_i4_49,Qershiza Mendjelehtë,The Stupid Cherry Tree,,"""New Albania"" Film Studio|~|Suzana Varvarica",,,1983,1983,alb,still image,poster,47 x 32.5,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Animation Film Poster Collection,Collection POS,copyrighted,unpublished,info@aqshf.gov.al,"Original color poster release for Albanian animated short film ""Qershiza mendjelehtë"" (The Stupid Cherry Tree). Director Suzana Varvarica's animated film portrays a cherry tree suffering from a beautiful but troublesome butterfly and the hardworking woodpecker who cleans its trunk of caterpillars and worms that try to eat and destroy it.|~|Afishe origjinale për filmin e shkurtër vizatimor ""Qershiza mendjelehtë"". Me regji nga Suzana Varvarica filmi i shkurtër vizatimor portretizon qershizën mendjelehtë sesi vuan nga flutura ""e bukur"" dhe se si qukapiku ""i shëmtuar"", por punëtor, pastron trungun e saj nga vemjet dhe krimbat brejtës dhe shkatërrues për të.",Two copies of poster in archive collection. Both copies are in good condition.|~|Në koleksion ndodhen 2 kopje të njëjta posterash për këtë titull. Të dyja kopjet janë në gjendje të mirë.,Tirana (Albania)|~|20th Century|~|Film poster|~|Eastern Europe Animation,Albanian Photographic and Graphic Art Collection - AQSHF
aqshf_i4_0050_pos00001.tif,ark:/21198/z1s19vm6,ark:/21198/z13b7s9g,2,Completed,Work,pos_i4_34,Zemërimi,The Anger,,"""New Albania"" Film Studio|~|Josif Droboniku",,,1983,1983,alb,still image,poster,47 x 32.5,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Animation Film Poster Collection,Collection POS,copyrighted,unpublished,info@aqshf.gov.al,"Original color poster release for Albanian animated short film ""Zemërimi"" (The Anger). Director and animator Artur Dauti's short film features a messy little boy who is given an education in tidiness by two imaginary cats and his older sister.|~|Afishe origjinale për filmin e shkurtër vizatimor ""Zemërimi"". Me regji nga Artur Dauti, filmi flet për një djalë të çrregullt të cilit i jepet një mësim për pastërtinë nga dy mace imagjinare dhe nga motra e tij e madhe.",Two copies of poster in archive collection. Both copies are in very good condition.|~|Në koleksion ndodhen 2 kopje të njëjta posterash për këtë titull. Të dyja kopjet janë në gjendje shumë të mirë.,Tirana (Albania)|~|20th Century|~|Film poster|~| Eastern Europe Animation,Albanian Photographic and Graphic Art Collection - AQSHF
aqshf_i4_0052_pos00001.tif,ark:/21198/z1s19vm6,ark:/21198/z1zk78sq,2,Completed,Work,pos_i4_52,Bilbili Mendjelehtë,The Stupid Robin,,"""New Albania"" Film Studio|~|Artur Dauti",,,1983,1983,alb,still image,poster,47 x 32.5,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Animation Film Poster Collection,Collection POS,copyrighted,unpublished,info@aqshf.gov.al,"Original color poster release for Albanian animated short film ""Bilbili mendjelehtë"" (The Stupid Robin). Director and animator Artur Dauti's short animated film tells of a little nightingale who gets trapped in a cage but freed by a group of fellow birds.|~|Afishe origjinale për filmin e shkurtër vizatimor ""Bilbili mendjelehtë"". Filmi vizatimor i regjisorit dhe animatorit Artur Dauti, tregon historinë e një bilbili të vogël i cili bie në kurthin e nje kafazi por me ndihmën e shokëve të tij arrin të dalë nga kafazi.",2 copies of poster in archive collection. Posters are in very good condition.|~|Në koleksion ndodhen 2 kopje të njëjta posterash për këtë titull. Posterat janë në gjendje shumë të mirë.,Tirana (Albania)|~|20th Century|~|Film poster|~|Eastern European Animation,Albanian Photographic and Graphic Art Collection - AQSHF
aqshf_i4_0053_pos00001.tif,ark:/21198/z1s19vm6,ark:/21198/z1tt6j1z,2,Completed,Work,pos_i4_53,"Jo Kështu, Piku!","Not Like That, Piku!",,"""New Albania"" Film Studio|~|Artan Maku|~|Robert Qafzezi",,,1983,1983,alb,still image,poster,47 x 32.5,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Animation Film Poster Collection,Collection POS,copyrighted,unpublished,info@aqshf.gov.al,"Original color poster release for Albanian animated short film based on the fable ""Jo kështu, Piku!"" (Not Like That, Piku!) This short film by directors and animators Artan Maku, Robert Qafzezi tells of a greedy dog, Piku, who is taught a lesson in sharing by his canine brothers.|~|Afishe origjinale për filmin e shkurtër vizatimor ""Jo kështu, Piku"". Ky film, me regji dhe vizatime nga Artan Maku dhe Robert Qafzezi tregon historinë e qenit ziliqar Piku, i merr një mesim të mirë nga vëllezërit e tij.",One copy of poster in archive collection.  Poster is in fair condition. Minor tear in top right corner.|~|Ky titull ka vetëm një kopje. Posteri është në gjendje të mirë. Ka një grisje të vogël në cepin djathtas lart.,Tirana (Albania)|~|20th Century|~|Film poster|~|Eastern Europe Animation,Albanian Photographic and Graphic Art Collection - AQSHF
aqshf_i4_0056_pos00001.tif,ark:/21198/z1s19vm6,ark:/21198/z1q25sb0,2,Completed,Work,pos_i4_56,Të Papriturat E Bardhoshit,The Adventures of Bardhosh,,"""New Albania"" Film Studio|~|Artur Muharemi",,,1983,1983,alb,still image,poster,39 x 27,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Animation Film Poster Collection,Collection POS,copyrighted,unpublished,info@aqshf.gov.al,"Original color poster release for Albanian for animated short film ""Të Papriturat E Bardhoshit"" (The Adventures of Bardhosh). Director Bujar Kapexhiu's film finds a stubborn baby chick, Bardhoshi, almost falling prey to a whiskered cat, protected by his mother hen.|~|Afishe origjinale me ngjyra për filmin e shkurtër vizatimor ""Të Papriturat E Bardhoshit"". Me regji nga Bujar Kapexhiu, filmin tregon për Bardhoshin një zog i vogël që për pak bie pre e një maçoku mustaqemadh, por nëna e tij klloçkë e shpëton atë.",One copy of poster in archive collection. Good condition. Folded crease in the middle of poster.|~|Ky titull ka vetëm një kopje. Gjendja është e mirë. Ka rudhë nga palosja në mes.,Tirana (Albania)|~|20th Century|~|Film poster|~|Eastern Europe Animation,Albanian Photographic and Graphic Art Collection - AQSHF
aqshf_i4_0058_pos00001.tif,ark:/21198/z1s19vm6,ark:/21198/z1k951pj,2,Completed,Work,pos_i4_58,"Pipiruku Pret ""Dy Miq""","Pipiruk Receives Two ""Guests""",,"""New Albania"" Film Studio|~|Bujar Kapexhiu",,,1983,1983,alb,still image,poster,37 x 27,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Animation Film Poster Collection,Collection POS,copyrighted,unpublished,info@aqshf.gov.al,"Original color poster release for Albanian for animated short film ""Pipiruku Pret Dy 'Miq'"" (Pipiruku Receives Two ""Guests""). This animation features tiny Pipiruku, a recurring fictional character created by director Bujar Kapexhiu, mocking two tough men.|~|Afishe origjinale për filmin e shkurtër vizatimor ""Pipiruku Pret ""Dy Miq"". Ky film i shkurtër vizatimor tregon historinë e djalit të vogël Pipiruku, një personazh imagjinar i krijuar nga regjisori Bujar Kapexhiu, i cili ve në lojë dy ballistë.",Five copies in archive collection. All copies are in good condition but have folded crease in the center.|~|Në koleksion ndodhen 5 kopje të njëjta posterash për këtë titull. Të gjitha kopjet janë në gjendje të mirë por kanë rudha nga palosja në mes.,Tirana (Albania)|~|20th Century|~|Film poster|~|Eastern Europe Animation,Albanian Photographic and Graphic Art Collection - AQSHF
aqshf_i4_0059_pos00001.tif,ark:/21198/z1s19vm6,ark:/21198/z1fn309n,2,Completed,Work,pos_i4_59,"Zogu Pushbardhë, Seria I","The Fluffy White Chick, Part 1",,"""New Albania"" Film Studio|~|Vlash Droboniku",,,1983,1983,alb,still image,poster,26.5 x 38,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Animation Film Poster Collection,Collection POS,copyrighted,unpublished,info@aqshf.gov.al,"Original color poster release for Albanian animated short film ""Zogu Pushbardhë, Seria I"" (The Fluffy White Chick, Part 1) features script, direction and puppetry by Vlash Droboniku. First of what would become a popular animated series in Albania features a little fluffy bird who's saved by a helpful rabbit and other forest animals.|~|Afishe origjinale për filmin e shkurtër vizatimor ""Zogu Pushbardhë, Seria I"" me skenar, regji dhe kukulla nga Vlash Droboniku. Filmi i parë që më pas do të bëhej dhe një serial shumë popullor në Shqipëri, na tregon historinë e një zogu të vogël me gëzof i cili shpëtohet nga një lepur i gjindshëm dhe disa kafshë të tjera të pyllit.",Three copies in archive collection. All copies are in good condition. Posters have folded crease in the center. All posters have some slight surface damage.|~|Në koleksion ndodhen 3 kopje të njëjta posterash për këtë titull.  Të gjitha kopjet janë në gjendje të mirë. Posterat kanë rudha nga palosja në mes. Të gjithë posterat kanë disa dëmtime të vogla sipërfaqësore.,Tirana (Albania)|~|20th Century|~|Film poster|~|Eastern Europe Animation,Albanian Photographic and Graphic Art Collection - AQSHF
aqshf_i4_0062_pos00001.tif,ark:/21198/z1s19vm6,ark:/21198/z19w27p8,2,Completed,Work,pos_i4_62,"Zogu Pushbardhë, Seria IV","The Fluffy White Chick, Part 4",,"""New Albania"" Film Studio|~|Vlash Droboniku",,,1984,1984,alb,still image,poster,39 x 27,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Animation Film Poster Collection,Collection POS,copyrighted,unpublished,info@aqshf.gov.al,"Original color poster release for Albanian for animated short film ""Zogu Pushbardhë, Seria IV"" (The Fluffy White Chick, Part 4)  features script, direction and puppetry by Vlash Droboniku. Animated serial features some ducklings and a rabbit giving a lesson to the selfish Pushbardhi, who thinks of only of enjoying himself.|~|Afishe origjinale për filmin e shkurtër vizatimor ""Zogu Pushbardhë, Seria IV"" me skenar, regji dhe kukulla nga Vlash Droboniku. Seriali i animuar tregon për bibat dhe një lepur që i japin një mësim të mirë Pushbardhit egoist, i cili mendon vetëm e vetëm se si mund të kënaqë veten e tij.",Nine copies of poster in archive collection. Eight copies are in very good condition. One copy has front design that has ink which leaked through back of poster.|~|Në koleksion ndodhen 9 kopje të njëjta posterash për këtë titull.  Tetë kopje janë në gjendje shumë të mirë. Njëra nga kopjet ka një njollë boje e cila ka depërtuar tej për tej deri në pjesën e pasme të posterit.,Tirana (Albania)|~|20th Century|~|Film poster|~|Eastern Europe Animation,Albanian Photographic and Graphic Art Collection - AQSHF
aqshf_i4_0066_pos00001.tif,ark:/21198/z1s19vm6,ark:/21198/z1641gwz,2,Completed,Work,pos_i4_66,Gara E Milingonave,Race of the Ants,,"""New Albania"" Film Studio|~|Suzana Vavarica",,,1984,1984,alb,still image,poster,25.5 x 37.5,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Animation Film Poster Collection,Collection POS,copyrighted,unpublished,info@aqshf.gov.al,"Original color poster release for Albanian animated short film ""Gara e Milingonave"" (Race of the Arts). Pictoral director Suzana Varvarica's film follows a small ant who comes out first in a long and difficult race thanks to its will and spirit.|~|Afishe origjinale për filmin e shkurtër vizatimor ""Gara e Miligonave"". Me regji dhe piktura të Suzana Varvarica filmi ndjek historinë e një milingone të vogël, e cila edhe pse më e dobët se dy të tjerat me të cilat matet në një garë të gjatë e të vështirë, del e para në sajë të vullnetit e shpirtit të garës. .",Four copies in archive collection. Copies are in fair condition. All copies have folded crease in the center.|~|Në koleksion ndodhen 4 kopje të njëjta posterash për këtë titull. Kopjet janë në gjendje të mirë. Të gjitha kopjet kanë rudha nga palosjet në mes.,Tirana (Albania)|~|20th Century|~|Film poster|~|Eastern Europe Animation,Albanian Photographic and Graphic Art Collection - AQSHF
aqshf_i4_0068_pos00001.tif,ark:/21198/z1s19vm6,ark:/21198/z12c0r46,2,Completed,Work,pos_i4_68,"Zogu Pushbardhë, Seria V","The Fluffy White Chick, Series 5",,"""New Albania"" Film Studio|~|Vlash Droboniku",,,1984,1984,alb,still image,poster,26.5 x 38,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Animation Film Poster Collection,Collection POS,copyrighted,unpublished,info@aqshf.gov.al,"Original color poster release for Albanian animated short film ""Zogu Pushbardhë, Seria V"" (The Fluffy White Chick, Series 5) This last episode of the popular animated series features Pushbardhi who continues ignore the advice of his real friends and risks his safety again. Script, direction and puppetry by Vlash Droboniku.|~|Afishe origjinale për filmin e shkurtër vizatimor ""Zogu Pushbardhë, Seria V"". Ky është dhe episodi i fundit i serialit popullor Pushbardhi që vazhdon të injorojë këshillat e miqve të vërtetë dhe vendos veten në rrezik. Skenari, kukullat dhe regjia nga Vlash Droboniku.",Two copies of poster in archive collection. Copies are in very good condition.|~|Në koleksion ndodhen 2 kopje të njëjta posterash për këtë titull.  Kopjet janë në gjendje shumë të mirë.,Tirana (Albania)|~|20th Century|~|Film poster|~|Eastern Europe Animation,Albanian Photographic and Graphic Art Collection - AQSHF
aqshf_i4_0070_pos00001.tif,ark:/21198/z1s19vm6,ark:/21198/z1xm07mf,2,Completed,Work,pos_i4_70,Lulja Magjike,The Magic Flower,,"""New Albania"" Film Studio|~|Artan Maku",,,1984,1984,alb,still image,poster,26.5 x 36,Arkivi Qendror Shtetëror i Filmit (AQSHF),AQSHF Animation Film Poster Collection,Collection POS,copyrighted,unpublished,info@aqshf.gov.al,"Original color poster release for Albanian animated short film ""Lulja Magijke"" (The Magic Flower). Director Artan Maku's short film portrays a little chicken who's afraid to play in the grove with his friends, always staying close to his mother. This worries his mother who decides to send the little chicken to look for a magic flower on the top of the mountain that will give him courage and strength.|~|Afishe origjinale për filmin e shkurtër vizatimor ""Lulja Magijke"". Me regji nga Artan Maku filmi i shkurtër vizatimor portretizon një zog të vogël pune i cili kishte frikë të luante me miqtë e tij, por qëndronte gjithmonë pranë të ëmës. Kjo gjë e shqetësonte nënën e tij e cila vendos ta dergojë për të kërkuar në maje të malit lulen magjike që do ti japë kurajë dhe forcë.","Two copies of poster in archive collection. Both copies in good condition. Both copies have folded crease in the middle.|~|Në koleksion ndodhen 2 kopje të njëjta posterash për këtë titull.  Të dyja kopjet janë në gjendje të mirë. Të dyja kopjet kanë rudhë nga palosja në mes.
",Tirana (Albania)|~|20th Century|~|Film poster|~|Eastern Europe Animation,Albanian Photographic and Graphic Art Collection - AQSHF
