Object Type,Title,Item ARK,Parent ARK,File Name,Thumbnail,Item Sequence,Contents note,Date.created,Date.normalized,Format.extent,Genre,Language,Local identifier,Place of origin,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,viewingHint,Name.director,Name.editor,Subject,volume | issue,Contributor.administrator,IIIF Manifest URL
Work,Acción Socialista 1924-03-09,ark:/21198/z1z34m11,ark:/21198/z1ms6f4v|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j98ttp,,,9 de marzo de 1924,1924-03-09,8 pages,newspapers,spa,ihc_accionsocialista_19240309,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Baldo, Jose A.","Baldo, Jose A.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 14,"Arevalo, Juan",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z34m11/manifest
Work,Acción Socialista 1924-03-18,ark:/21198/z1tb3v8v,ark:/21198/z1ms6f4v|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hf0h24,,,18 de marzo de 1924,1924-03-18,8 pages,newspapers,spa,ihc_accionsocialista_19240318,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Arevalo, Juan","Baldo, Jose A.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 15,"Arevalo, Juan",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tb3v8v/manifest
Work,Acción Socialista 1924-03-30,ark:/21198/z1pk33jh,ark:/21198/z1ms6f4v|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gf3fxb,,,30 de marzo de 1924,1924-03-30,9 pages,newspapers,spa,ihc_accionsocialista_19240330,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Arevalo, Juan","Baldo, Jose A.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 16,"Arevalo, Juan",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pk33jh/manifest
Work,Acción Socialista 1924-04-06,ark:/21198/z1jx128z,ark:/21198/z1ms6f4v|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p5p0r,,page 1 appears four times,6 de abril de 1924,1924-04-06,4 pages,newspapers,spa,ihc_accionsocialista_19240406,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,,Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 17,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jx128z/manifest
Work,Acción Socialista 1924-05-01,ark:/21198/z1f509jj,ark:/21198/z1ms6f4v|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sr1msr,,pages 2-8 have extremely faded text,1 de mayo de 1924,1924-05-01,8 pages,newspapers,spa,ihc_accionsocialista_19240501,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Arevalo, Juan","Baldo, Jose A.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 19,"Arevalo, Juan",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f509jj/manifest
Work,Acción Socialista 1924-05-11,ark:/21198/z19c9jrc,ark:/21198/z1ms6f4v|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr4kpt,,pages 1 and 2 appear twice,11 de mayo de 1924,1924-05-11,4 pages,newspapers,spa,ihc_accionsocialista_19240511,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Arevalo, Juan","Baldo, Jose A.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 20,"Arevalo, Juan",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19c9jrc/manifest
Work,Acción Socialista 1924-05-25,ark:/21198/z15m8t12,ark:/21198/z1ms6f4v|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q1kvx,,all pages have extremely faded text,25 de mayo de 1924,1924-05-25,4 pages,newspapers,spa,ihc_accionsocialista_19240525,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Arevalo, Juan","Baldo, Jose A.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 21,"Arevalo, Juan",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15m8t12/manifest
Work,Acción Socialista 1924-06-29,ark:/21198/z11v829q,ark:/21198/z1ms6f4v|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qr7jjf,,,29 de junio de 1924,1924-06-29,4 pages,newspapers,spa,ihc_accionsocialista_19240629,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Arevalo, Juan","Baldo, Jose A.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 22,"Arevalo, Juan ",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11v829q/manifest
Work,Acción Socialista 1924-07-14,ark:/21198/z1x37jvs,ark:/21198/z1ms6f4v|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t382c,,,14 de julio de 1924,1924-07-14,8 pages,newspapers,spa,ihc_accionsocialista_19240714,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Arevalo, Juan","Baldo, Jose A.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 23,"Fernandez, Sergio",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x37jvs/manifest
Work,Acción Socialista 1924-07-21,ark:/21198/z1sb6t4g,ark:/21198/z1ms6f4v|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15t66z1,,,21 de julio de 1924,1924-07-21,4 pages,newspapers,spa,ihc_accionsocialista_19240721,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Arevalo, Juan","Baldo, Jose A.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 24,"Fernandez, Sergio",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sb6t4g/manifest
Work,Acción Socialista 1924-07-27,ark:/21198/z1np4rr5,ark:/21198/z1ms6f4v|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns3g9p,,,27 de julio de 1924,1924-07-27,4 pages,newspapers,spa,ihc_accionsocialista_19240727,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Arevalo, Juan","Baldo, Jose A.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 25,"Fernandez, Sergio",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1np4rr5/manifest
Work,Acción Socialista 1924-08-10,ark:/21198/z1hx4117,ark:/21198/z1ms6f4v|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t95tn,,,10 de agosto de 1924,1924-08-10,8 pages,newspapers,spa,ihc_accionsocialista_19240810,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Arevalo, Juan","Baldo, Jose A.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 27,"Fernandez, Sergio",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hx4117/manifest
Work,Acción Socialista 1924-08-20,ark:/21198/z1d5387x,ark:/21198/z1ms6f4v|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v24kg,,,20 de agosto de 1924,1924-08-20,8 pages,newspapers,spa,ihc_accionsocialista_19240820,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Arevalo, Juan","Baldo, Jose A.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 28,"Fernandez, Sergio",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1d5387x/manifest
Work,Acción Socialista 1924-09-01,ark:/21198/z18d2hjn,ark:/21198/z1ms6f4v|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12v53gj,,,1 de septiembre de 1924,1924-09-01,8 pages,newspapers,spa,ihc_accionsocialista_19240901,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Arevalo, Juan","Baldo, Jose A.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 29,"Fernandez, Sergio",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18d2hjn/manifest
Work,Acción Socialista 1924-09-08,ark:/21198/z14n1rwt,ark:/21198/z1ms6f4v|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11v82cm,,,8 de septiembre de 1924,1924-09-08,8 pages,newspapers,spa,ihc_accionsocialista_19240908,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Arevalo, Juan","Baldo, Jose A.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 30,"Fernandez, Sergio",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14n1rwt/manifest
Work,Acción Socialista 1924-09-15,ark:/21198/z10w114f,ark:/21198/z1ms6f4v|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10w116b,,,15 de septiembre de 1924,1924-09-15,8 pages,newspapers,spa,ihc_accionsocialista_19240915,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Arevalo, Juan","Baldo, Jose A.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 31,"Fernandez, Sergio",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10w114f/manifest
Work,Acción Socialista 1924-09-22,ark:/21198/z1w40hqz,ark:/21198/z1ms6f4v|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1002pj3,,,22 de septiembre de 1924,1924-09-22,6 pages,newspapers,spa,ihc_accionsocialista_19240922,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Arevalo, Juan","Baldo, Jose A.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 32,"Fernandez, Sergio",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w40hqz/manifest
Work,Acción Socialista 1924-10-06,ark:/21198/z1rf8gdd,ark:/21198/z1ms6f4v|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h74sj,,"page 1 appears twice, page 2 appears three times",6 de octubre de 1924,1924-10-06,12 pages,newspapers,spa,ihc_accionsocialista_19241006,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Arevalo, Juan","Baldo, Jose A.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 33,"Fernandez, Sergio",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rf8gdd/manifest
Work,Acción Socialista 1924-10-14,ark:/21198/z1mp7qn7,ark:/21198/z1ms6f4v|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ng7c18,,,14 de octubre de 1924,1924-10-14,4 pages,newspapers,spa,ihc_accionsocialista_19241014,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Arevalo, Juan","Baldo, Jose A.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 34,"Fernandez, Sergio",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mp7qn7/manifest
Work,Acción Socialista 1924-11-04,ark:/21198/z1gx6zw2,ark:/21198/z1ms6f4v|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14j32k7,,,4 de noviembre de 1924,1924-11-04,8 pages,newspapers,spa,ihc_accionsocialista_19241104,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Arevalo, Juan","Baldo, Jose A.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 37,"Fernandez, Sergio",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gx6zw2/manifest
Work,Acción Socialista 1924-11-15,ark:/21198/z1c5675f,ark:/21198/z1ms6f4v|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13j61cz,,,15 de noviembre de 1924,1924-11-15,4 pages,newspapers,spa,ihc_accionsocialista_19241115,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Arevalo, Juan","Baldo, Jose A.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 38,"Fernandez, Sergio",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c5675f/manifest
Work,Acción Socialista 1924-12-02,ark:/21198/z17d5ghm,ark:/21198/z1ms6f4v|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km2078,,,2 de diciembre de 1924,1924-12-02,8 pages,newspapers,spa,ihc_accionsocialista_19241202,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Arevalo, Juan","Baldo, Jose A.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 40,"Fernandez, Sergio",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17d5ghm/manifest
Work,Acción Socialista 1924-12-15,ark:/21198/z13n4qsw,ark:/21198/z1ms6f4v|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm4z3h,,,15 de diciembre de 1924,1924-12-15,9 pages,newspapers,spa,ihc_accionsocialista_19241215,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Arevalo, Juan","Baldo, Jose A.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 02 | no. 41,"Fernandez, Sergio",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13n4qsw/manifest
Work,Acción Socialista 1925-01-04,ark:/21198/z1002pg6,ark:/21198/z1ms6f4v|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv7530,,,4 de enero de 1925,1925-01-04,8 pages,newspapers,spa,ihc_accionsocialista_19250104,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Arevalo, Juan","Baldo, Jose A.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 03 | no. 44,"Fernandez, Sergio",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1002pg6/manifest
Work,Acción Socialista 1925-01-13,ark:/21198/z1v72609,ark:/21198/z1ms6f4v|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bw040m,,,13 de enero de 1925,1925-01-13,8 pages,newspapers,spa,ihc_accionsocialista_19250113,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Arevalo, Juan","Baldo, Jose A.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 03 | no. 45,"Fernandez, Sergio",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1v72609/manifest
Work,Acción Socialista 1925-01-27,ark:/21198/z1qg1f8k,ark:/21198/z1ms6f4v|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19w32z5,,,27 de enero de 1925,1925-01-27,8 pages,newspapers,spa,ihc_accionsocialista_19250127,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Arevalo, Juan","Baldo, Jose A.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 03 | no. 46,"Fernandez, Sergio",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qg1f8k/manifest
Work,Acción Socialista 1925-02-10,ark:/21198/z1kq0pgz,ark:/21198/z1ms6f4v|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1904r5j,,,10 de febrero de 1925,1925-02-10,8 pages,newspapers,spa,ihc_accionsocialista_19250210,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Arevalo, Juan","Baldo, Jose A.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 03 | no. 47,"Fernandez, Sergio",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kq0pgz/manifest
