Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,viewingHint,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.creatorCorporate,Subject,Name.subject,Language,Name.photographer,Name.interviewer,Name.creator,Name.interviewee,Name.contributor,Publisher.publisherName,Format.extent,Relation.isPartOf,Title,Date.creation,Description.abstract,Coverage.geographic,Description.tableOfContents,Coverage.temporal,AltTitle.uniform,Description.note,Source,Alt ID.local,Publisher.placeOfOrigin,Format.medium,Description.biographicalNote,Format.dimensions,Relation.relatedTo,Relation.hasPart
Mental Health Archive,ark:/21198/z1b29k78,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_045.tif,45,,,,,,,,,,,,,,,,,,,,,Page 45,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1b588qg,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_014.tif,14,,,,,,,,,,,,,,,,,,,,,Page 14,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1bv96jp,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_068.tif,68,,,,,,,,,,,,,,,,,,,,,Page 68,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1c26mfj,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_037.tif,37,,,,,,,,,,,,,,,,,,,,,Page 37,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1c559rh,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_006.tif,6,,,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1cv67nm,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_060.tif,60,,,,,,,,,,,,,,,,,,,,,Page 60,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1d23nkx,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_029.tif,29,,,,,,,,,,,,,,,,,,,,,Page 29,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1d52bvf,ark:/21198/zz001d390c/5j861v9g,,,Page,neuropsych\masters\21198-zz001d390c-2-master_001.tif,1,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1dn5w18,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_083.tif,83,,,,,,,,,,,,,,,,,,,,,Page 83,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1dv38vw,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_052.tif,52,,,,,,,,,,,,,,,,,,,,,Page 52,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1dz2092,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_021.tif,21,,,,,,,,,,,,,,,,,,,,,Page 21,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1fn2x46,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_075.tif,75,,,,,,,,,,,,,,,,,,,,,Page 75,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1fv0b14,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_044.tif,44,,,,,,,,,,,,,,,,,,,,,Page 44,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1fx91df,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_013.tif,13,,,,,,,,,,,,,,,,,,,,,Page 13,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1gm9z64,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_067.tif,67,,,,,,,,,,,,,,,,,,,,,Page 67,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1gt7c4h,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_036.tif,36,,,,,,,,,,,,,,,,,,,,,Page 36,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1gx62fg,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_005.tif,5,,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1hd9knn,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_090.tif,90,,,,,,,,,,,,,,,,,,,,,Page 90,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1hm70cb,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_059.tif,59,,,,,,,,,,,,,,,,,,,,,Page 59,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1hq5px2,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_028.tif,28,,,,,,,,,,,,,,,,,,,,,Page 28,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1hx33kv,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_001.tif,1,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1jd6mq4,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_082.tif,82,,,,,,,,,,,,,,,,,,,,,Page 82,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1jm41pz,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_051.tif,51,,,,,,,,,,,,,,,,,,,,,Page 51,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1jq2qxn,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_020.tif,20,,,,,,,,,,,,,,,,,,,,,Page 20,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1kd3nt2,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_074.tif,74,,,,,,,,,,,,,,,,,,,,,Page 74,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1km12sw,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_043.tif,43,,,,,,,,,,,,,,,,,,,,,Page 43,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1kp9s2w,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_012.tif,12,,,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1md0pzf,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_066.tif,66,,,,,,,,,,,,,,,,,,,,,Page 66,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1mg9dhd,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_035.tif,35,,,,,,,,,,,,,,,,,,,,,Page 35,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1mp6t5t,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_004.tif,4,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1n60b91,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_089.tif,89,,,,,,,,,,,,,,,,,,,,,Page 89,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1nc7r61,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_058.tif,58,,,,,,,,,,,,,,,,,,,,,Page 58,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1ng6fkw,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_027.tif,27,,,,,,,,,,,,,,,,,,,,,Page 27,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1p57cdd,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_081.tif,81,,,,,,,,,,,,,,,,,,,,,Page 81,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1pc4scv,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_050.tif,50,,,,,,,,,,,,,,,,,,,,,Page 50,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1pg3gmx,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_019.tif,19,,,,,,,,,,,,,,,,,,,,,Page 19,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1q54djs,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_073.tif,73,,,,,,,,,,,,,,,,,,,,,Page 73,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1q83439,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_042.tif,42,,,,,,,,,,,,,,,,,,,,,Page 42,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1qg0hsr,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_011.tif,11,,,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1r51fr2,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_065.tif,65,,,,,,,,,,,,,,,,,,,,,Page 65,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1r80567,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_034.tif,34,,,,,,,,,,,,,,,,,,,,,Page 34,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1rf7k0w,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_003.tif,3,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1rz12z4,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_088.tif,88,,,,,,,,,,,,,,,,,,,,,Page 88,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1s48gzs,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_057.tif,57,,,,,,,,,,,,,,,,,,,,,Page 57,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1s7767q,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_026.tif,26,,,,,,,,,,,,,,,,,,,,,Page 26,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1sx844t,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_080.tif,80,,,,,,,,,,,,,,,,,,,,,Page 80,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1t45j1p,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_049.tif,49,,,,,,,,,,,,,,,,,,,,,Page 49,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1t747bn,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_018.tif,18,,,,,,,,,,,,,,,,,,,,,Page 18,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1tx55cj,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_072.tif,72,,,,,,,,,,,,,,,,,,,,,Page 72,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1v13vrb,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_041.tif,41,,,,,,,,,,,,,,,,,,,,,Page 41,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1v718jx,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_010.tif,10,,,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1vx26jc,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_064.tif,64,,,,,,,,,,,,,,,,,,,,,Page 64,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1w10wtt,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_033.tif,33,,,,,,,,,,,,,,,,,,,,,Page 33,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1w689rn,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_002.tif,2,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1wq1tpg,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_087.tif,87,,,,,,,,,,,,,,,,,,,,,Page 87,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1ww97m9,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_056.tif,56,,,,,,,,,,,,,,,,,,,,,Page 56,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1x07xzn,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_025.tif,25,,,,,,,,,,,,,,,,,,,,,Page 25,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1xp8vxn,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_079.tif,79,,,,,,,,,,,,,,,,,,,,,Page 79,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1xs7kct,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_048.tif,48,,,,,,,,,,,,,,,,,,,,,Page 48,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1z0503t,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_017.tif,17,,,,,,,,,,,,,,,,,,,,,Page 17,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1zp5x4b,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_071.tif,71,,,,,,,,,,,,,,,,,,,,,Page 71,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1zs4mdv,ark:/21198/zz001d390c/hk77vz3k,,,Page,neuropsych\masters\21198-zz001d390c-5-master_040.tif,40,,,,,,,,,,,,,,,,,,,,,Page 40,,,,,,,,,,,,,,,
