File,Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Subject,Type.typeOfResource,Type.genre,Name.subject,Rights.copyrightStatus,Rights.rightsHolderContact,Coverage.geographic,Description.latitude,Name.fashionDesigner,Description.longitude,Name.photographer,Name.repository,Name.artist,Name.architect,Name.compiler,Rights.countryCreation,Rights.servicesContact,Language,Relation.hasVersion,Rights.permission,Publisher.publisherName,Relation.isPartOf,Illustrator,Alternate Identifier.local,Title,Description.caption,Date.creation,Format.extent,Format.medium,Format.dimensions,Date.normalized,Description.longitude,Description.latitude,Description.note,Description.adminnote,Description.contents,Description.abstract,Description.fundingNote,Opac url,Finding Aid URL,Alternate Identifier.oclc,Bucketeer State,IIIF Access URL,IIIF Manifest URL
latimes7_failed_completed.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002hj6jn,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/c1429_b301_103525-b_kerr_bartley_daughter_3-15-1957.tif,,,,Girls $z California $z Los Angeles|~|Men $z California $z Los Angeles|~|Premieres $z California $z Hollywood|~|Actresses $x American $z California $z Los Angeles,still image,news photographs|~|black-and-white photographs,"Chinese Theatre (Los Angeles, Calif.)|~|Kerr, Deborah, $d 1921-2007|~|Bartley, Melanie Jane|~|Bartley, Anthony, $d 1919-2001",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,C1429_b301_103525-b_Kerr_Bartley_Daughter_3-15-1957,"Deborah Kerr, Tony Bartley, and daughter Melanie Jane Bartley, Grauman's Chinese Theater, Los Angeles, 1957",,"March 14, 1957",1 photograph,,,1957-03-14,-118.34092,34.10208,"A different photograph of the family appears with the article, ""Tale of Nun and Marine on Island Unique Film."" Los Angeles Times, 15 Mar. 1957: Pg. 5.|~|Actress Deborah Kerr, husband Tony Bartley, and daughter Melanie Jane Bartley at the premiere of ""Heaven Knows, Mr. Allison"" at Grauman's Chinese Theatre in Los Angeles.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hj6jn,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hj6jn/manifest
latimes7_failed_completed.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002hj6k5,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/c1429_b301_103700_kerr_bartley_3-28-1957.tif,,,,Award presentations $z California $z Los Angeles|~|Actresses $x American $z California $z Los Angeles,still image,news photographs|~|black-and-white photographs,"Pantages Theatre (Los Angeles, Calif.)|~|Kerr, Deborah, $d 1921-2007|~|Bartley, Anthony, $d 1919-2001",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,C1429_b301_103700_Kerr_Bartley_3-28-1957,"Deborah Kerr and Tony Bartley, Academy Awards, Los Angeles, 1957","Text from negative sleeve: Deborah Kerr and Husband, Tony Bartley at Academy Awards.","March 27, 1957",1 photograph,,,1957-03-27,-118.32569533609800,34.1020631879558,"Deborah Kerr and Tony Bartley at the 29th Annual Academy Awards at the Pantages Theatre in Hollywood.|~|Possibly related to Los Angeles Times article, ""Brynner And Bergman Capture Top Oscars."" Los Angeles Times, 28 Mar. 1957: Pg. 1.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hj6k5,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hj6k5/manifest
latimes7_failed_completed.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002hj6n6,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/c1429_b324_107848_bautzer_wynter_12-19-1957.tif,,,,Actresses $x American $z California $z Los Angeles,still image,news photographs|~|black-and-white photographs,"Wynter, Dana|~|Bautzer, Greg $q (Gregson Edward)",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,C1429_b324_107848_Bautzer_Wynter_12-19-1957,"Dana Wynter and her husband Greg Bautzer, Los Angeles, 1957",,"December 19, 1957",1 photograph,b&w nitrate negative,,1957-12-19,,,Dana Wynter and her husband Greg Bautzer beneath a marquee at a reception.,,,,Access to this collection is generously supported by Haynes Foundation funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hj6n6,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hj6n6/manifest
latimes7_failed_completed.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002hj6pq,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/c1429_b336_109647-a1_price_ekberg_stoloff.tif,,,,Composers $z California $z Los Angeles|~|Academy Awards (Motion pictures)|~|Actors $x American $z California $z Los Angeles|~|Actresses $x American $z California $z Los Angeles,still image,news photographs|~|black-and-white photographs,"Pantages Theatre (Los Angeles, Calif.)|~|Price, Vincent, $d 1911-1993|~|Stoloff, Morris, $d 1898-1980|~|Ekberg, Anita, $d 1931-",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,C1429_b336_109647-A1_Price_Ekberg_Stoloff,"Morris Stoloff, Vincent Price, and Anita Ekberg, Academy Awards, Los Angeles, 1958","Text from newspaper caption: Best Music Scoring--Vincent Price, center and Anita Ekberg present Oscar for achievement in music scoring to Morris Stoloff, who accepted for Malcomb Arnold, scorer of ""Bridge on River Kwai.""","March 26, 1958",1 photograph,,,1958-03-26,-118.32569533609800,34.1020631879558,"Morris Stoloff, Vincent Price and Anita Ekberg at the 30th Annual Academy Awards at the Pantages Theatre in Los Angeles.|~|This photograph appears with the article ""Youngsters Win Oscars, but Oldsters Get Cheers,"" Los Angeles Times, 27 Mar. 1958: pg. 2.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hj6pq,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hj6pq/manifest
latimes7_failed_completed.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002hj6q7,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/c1429_b336_109647-a2_astaire_wynter_3-26-1958.tif,,,,Theaters $z California $z Los Angeles|~|Actors $x American $z California $z Los Angeles|~|Dancers $x American $z California $z Los Angeles|~|Actresses $x American $z California $z Los Angeles,still image,news photographs|~|black-and-white photographs,"Astaire, Fred|~|Pantages Theatre (Los Angeles, Calif.)|~|Wynter, Dana",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,C1429_b336_109647-A2_Astaire_Wynter_3-26-1958,"Fred Astaire and Dana Wynter, Pantages Theatre, Los Angeles, 1958",Text from newspaper caption: Study Session--Fred Astaire and Dana Wynter share rehearsal session as they scan a script for the skit they will present at telecast of Oscar show.,"March 25, 1958",1 photograph,,,1958-03-25,-118.32569533609800,34.1020631879558,"Fred Astaire and Dana Wynter rehearsing for their performance at the Academy Awards at the Pantages Theatre in Los Angeles.|~|This photograph appears with the article ""Oscars Will Be Awarded Tonight."" Los Angeles Times, 26 Mar. 1958: B1.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hj6q7,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hj6q7/manifest
latimes7_failed_completed.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002hj6rr,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/c1429_b336_109647-b1_day_novak_gable_3-27-1958.tif,,,,Academy Awards (Motion pictures)|~|Awards|~|Actors $x American $z California $z Los Angeles|~|Actresses $x American $z California $z Los Angeles,still image,news photographs|~|black-and-white photographs,"Gable, Clark, $d 1901-1960|~|Novak, Kim|~|Day, Doris, 1924-|~|Pantages Theatre (Los Angeles, Calif.)|~|Wells, George, $d 1909-2000",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,C1429_b336_109647-B1_Day_Novak_Gable_3-27-1958,"George Wells, Doris Day, Kim Novak, and Clark Gable, Academy Awards, Los Angeles, 1958","Text from newspaper caption: Writing Award--George Wells, left, receives an Oscar from Doris Day for the best story and screen-play written directly for the screen (""Designing Woman""), as Kim Novak and Clark Gable look on.","March 26, 1958",1 photograph,,,1958-03-26,-118.32569533609800,34.1020631879558,"George Wells, Doris Day, Kim Novak, and Clark Gable at the 30th Annual Academy Awards at the Pantages Theatre in Los Angeles.|~|Possibly related to Los Angeles Times article, ""Youngsters Win Oscars, but Oldsters Get Cheers,"" Los Angeles Times, 27 Mar. 1958: pg. 2.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hj6rr,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hj6rr/manifest
latimes7_failed_completed.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002hj6s8,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/c1429_b336_109647-b4_astaire_masina_wynter_3-27-1958.tif,,,,Awards $z California $z Los Angeles|~|Academy Awards (Motion pictures)|~|Actors $x American $z California $z Los Angeles|~|Actresses $x American $z California $z Los Angeles,still image,news photographs|~|black-and-white photographs,"Astaire, Fred|~|Pantages Theatre (Los Angeles, Calif.)|~|Wynter, Dana|~|Masina, Giulietta",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,C1429_b336_109647-B4_Astaire_Masina_Wynter_3-27-1958,"Fred Astaire, Giulietta Masina, and Dana Wynter, Academy Awards, Los Angeles, 1958",,"March 26, 1958",1 photograph,,,1958-03-26,,,"Fred Astaire, Giulietta Masina, and Dana Wynter at the 30th Annual Academy Awards held at the Pantages Theatre in Los Angeles.  Masina is holding her Oscar for best foreign-language picture of the year.|~|A different photograph of Astaire, Masina, and Wynter appears with the article ""Guinness, Woodward Win Top Film Oscars."" Los Angeles Times, 27 Mar. 1958: Pg. 1.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hj6s8,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hj6s8/manifest
latimes7_failed_completed.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002hj6ts,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/c1429_b336_109647-c1-5_wood_wagner_3-27-1958.tif,,,,Academy Awards (Motion pictures)|~|Kissing|~|Actors $x American $z California $z Los Angeles|~|Newlyweds $z California $z Los Angeles|~|Actresses $x American $z California $z Los Angeles,still image,news photographs|~|black-and-white photographs,"Wood, Natalie|~|Pantages Theatre (Los Angeles, Calif.)|~|Wagner, Robert, $d 1930-",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,C1429_b336_109647-C1-5_Wood_Wagner_3-27-1958,"Natalie Wood and Robert Wagner at the 30th Annual Academy Awards, Los Angeles, 1958","Text from newspaper caption: The Glamour and the Romance of Filmland In Spotlight, Too--Anita Ekberg and Anthony Steel (1) and newlyweds Natalie Wood, Bob Wagner.","March 26, 1958",1 photograph,,,1958-03-26,-118.32577043795000,34.10203653623070,"Possibly related to Los Angeles Times article, ""Guinness, Woodward Win Top Film Oscars."" Los Angeles Times, 27 Mar. 1958: Pg. 1.|~|Newlyweds Natalie Wood and Robert Wagner sharing a kiss at the 30th Annual Academy Awards at the Pantages Theatre in Los Angeles.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hj6ts,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hj6ts/manifest
latimes7_failed_completed.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002hj6v9,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/c1429_b336_109647-c2_ekberg_steel_3-27-1958.tif,,,,Award presentations $z California $z Los Angeles|~|Actors $x American $z California $z Los Angeles|~|Actresses $x American $z California $z Los Angeles,still image,news photographs|~|black-and-white photographs,"Pantages Theatre (Los Angeles, Calif.)|~|Steel, Anthony, $d 1920-2001|~|Ekberg, Anita, $d 1931-",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,C1429_b336_109647-C2_Ekberg_Steel_3-27-1958,"Anita Ekberg and Anthony Steel, Academy Awards, Los Angeles, 1956","Text from newspaper caption: ""The Glamour And The Romance Of Filmland In Spotlight, Too--Anita Ekberg and Anthony Steel...""","March 26, 1958",1 photograph,,,1958-03-26,,,"Anita Ekberg and Anthony Steel at the 30th Annual Academy Awards held at the Pantages Theatre in Los Angeles.|~|Possibly related to Los Angeles Times article, ""Guinness, Woodward Win Top Film Oscars."" Los Angeles Times, 27 Mar. 1958: Pg. 1.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hj6v9,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hj6v9/manifest
latimes7_failed_completed.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002hj6wt,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/c1429_b342_110606_adler_zanuck_wynter_bautzer_4-22-1958.tif,,,,Theaters $z California $z Los Angeles|~|Actors $x American $z California $z Los Angeles|~|Theater audiences $z California $z Los Angeles|~|Women $z California $z Los Angeles|~|Women $z California $z Los Angeles|~|Men $z California $z Los Angeles|~|Premieres $z California $z Hollywood,still image,news photographs|~|black-and-white photographs,"Louise, Anita, $d 1915-1970|~|Wynter, Dana|~|Adler, Buddy, $d 1906-1960|~|Fox, Virginia, $d 1902-1982|~|Bautzer, Greg $q (Gregson Edward)",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,C1429_b342_110606_Adler_Zanuck_Wynter_Bautzer_4-22-1958,"Anita Louise, Buddy Adler, Virginia Fox (Mrs. Darryl F. Zanuck), Dana Wynter, and Greg Bautzer, Egyptian Theater, Los Angeles, 1958","Text from newspaper caption: Celebrities--On hand for festive occasion at Egyptian Theater were (l to r)--Mrs. Buddy Adler (Anita Louise), president of UCLA Medical Center Auxiliary which benefited from the premiere; Buddy Adler, producer of the musical; Mrs. Darryl F. Zanuck; Dana Wynter and her husband, Greg Bautzer.","May 21, 1958",1 photograph,,,1958-05-21,-118.33658,34.10113,"Related to Los Angeles Times article, ""'South Pacific' Given Gala Screen Premiere. 22 May 1958: pg. 2.|~|Anita Louise, Buddy Adler, Virginia Fox, Dana Wynter, and Greg Bautzer at the Egyptian Theater in Los Angeles for the theatrical premiere of ""South Pacific.""",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hj6wt,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hj6wt/manifest
latimes7_failed_completed.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002hj72w,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/c1429_b376_115346_bautzer_wynter_2-19-1959.tif,,,,Actresses $x American $z California $z Los Angeles,still image,news photographs|~|black-and-white photographs,"Wynter, Dana|~|Bautzer, Greg $q (Gregson Edward)",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,C1429_b376_115346_Bautzer_Wynter_2-19-1959,"Dana Wynter and her husband Greg Bautzer, Los Angeles, 1959",,"February 19, 1959",1 photograph,b&w nitrate negative,,1959-02-19,,,Dana Wynter and her husband Greg Bautzer at a formal event.,,,,Access to this collection is generously supported by Haynes Foundation funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hj72w,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hj72w/manifest
latimes7_failed_completed.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002hj75f,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/c1429_b417_201341-1_wynter_baby_2-4-1960.tif,,,,Actresses $x American $z California $z Los Angeles|~|Babies $z California $z Los Angeles,still image,news photographs|~|black-and-white photographs,"Wynter, Dana|~|Bautzer, Mark Ragan, 1960-",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,C1429_b417_201341-1_Wynter_Baby_2-4-1960,"Dana Wynter holds her newborn son, Mark Bautzer, Los Angeles, 1960","Text from newspaper caption: REady for homecoming. Actress Dana Wynter cuddles little Mark Regan as they prepare to leave maternity ward at Cedars of Lebanon Hospital. Mark's father, Atty. Greg Bautzer, was busy in court and unable to accompany them. (Los Angeles Times, 4 Feb. 1960: 2.","February 4, 1960",1 photograph,b&w nitrate negative,,1960-02-04,,,,,,,Access to this collection is generously supported by Haynes Foundation funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hj75f,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hj75f/manifest
latimes7_failed_completed.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002hj76z,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/c1429_b428_203162-2_afternoon_even_wynter_4-29-1960.tif,,,,Actresses $x American $z California $z Los Angeles|~|Garden Parties $z California $z Los Angeles,still image,news photographs|~|black-and-white photographs,"Wynter, Dana",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,C1429_b428_203162-2_Afternoon_Even_Wynter_4-29-1960,"Actress Dana Wynter in the garden of Mrs. Howard Ahmanson, Los Angeles, 1960",,"April 28, 1960",1 photograph,b&w nitrate negative,,1960-04-28,,,"Dana Wynter and another woman pose on a terrace in the gardens of Mrs. Howard Ahmanson's home in Los Angeles. She was awarded one of the ten best dressed women in Los Angeles by the Mannequins of the Assistance League of Southern California at the ""Afternoon With Eve"" award ceremony.|~|Reported in ""League Salutes 10,"" Los Angeles Times, 29 Apr. 1960: A1",,,,Access to this collection is generously supported by Haynes Foundation funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hj76z,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hj76z/manifest
latimes7_failed_completed.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002hj77g,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/c1429_b428_203162-3_afternoon_even_wynter_4-29-1960.tif,,,,Actresses $x American $z California $z Los Angeles|~|Garden Parties $z California $z Los Angeles,still image,news photographs|~|black-and-white photographs,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,C1429_b428_203162-3_Afternoon_Even_Wynter_4-29-1960,"Actress Dana Wynter in the garden of Mrs. Howard Ahmanson, Los Angeles, 1960",,"April 28, 1960",1 photograph,b&w nitrate negative,,1960-04-28,,,"Dana Wynter and another woman pose on a terrace in the gardens of Mrs. Howard Ahmanson's home in Los Angeles. She was awarded one of the ten best dressed women in Los Angeles by the Mannequins of the Assistance League of Southern California at the ""Afternoon With Eve"" award ceremony.|~|Reported in ""League Salutes 10,"" Los Angeles Times, 29 Apr. 1960: A1.",,,,Access to this collection is generously supported by Haynes Foundation funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hj77g,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hj77g/manifest
latimes7_failed_completed.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002hj780,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/c1429_b428_203237-2_wynter_fountains_4-29-1960.tif,,,,Actresses $x American $z California $z Los Angeles|~|Garden Parties $z California $z Los Angeles,still image,news photographs|~|black-and-white photographs,"Wynter, Dana",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,C1429_b428_203237-2_Wynter_Fountains_4-29-1960,"Actress Dana Wynter in the gardens of Mrs. Howard Ahmanson, Los Angeles, 1960",Text from newspaper caption: Floral Fountains--Mrs. Gregson Bautzer (star Dana Wynter) on of the 10 women of fashion chose by Mannequins of the Assistance League.,"April 28, 1960",1 photograph,,,1960-04-28,-118.33314,34.06595,"Related to Los Angeles Times article, ""League Salutes 10."" 29 Apr. 1960: A1.|~|Dana Wynter posing in the gardens of Mrs. Howard Ahmanson's home in Los Angeles.  She was awarded one of the ten best dressed women in Los Angeles by the Mannequins of the Assistance League of Southern California at the ""Afternoon With Eve"" award ceremony.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hj780,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hj780/manifest
latimes7_failed_completed.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002hj7p6,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/c1429_b496_217806_frame9_auction_hal_roach_studios_dec_21_1962.tif,,,,Auctions $z California $z Culver City,still image,news photographs|~|black-and-white photographs,Hal Roach Studios,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Culver City (Calif.),,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,C1429_b496_217806_frame9_auction_Hal_Roach_Studios_Dec_21_1962,"Auction of Hal Roach Studios, Culver City, 1962",,"December 20, 1962",1 photograph,b&w nitrate negative,,1962-12-20,,,"Text from newspaper caption: Under hammer --- Bidders cluster around auctioneer's table on a sound stage at the old Hal Roach Studios in Culver City. More than 14 acres of land went along in the deal on bid of $1,326,000  (Los Angeles Times, 21 Dec. 1962: 2).",,,,Access to this collection is generously supported by Haynes Foundation funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hj7p6,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hj7p6/manifest
