"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","iiif_access_url","Type.typeOfResource","Rights.copyrightStatus","Language","Description.note","Date.normalized","Date.creation","Title","Alt ID.local","Bucketeer State","IIIF Access URL"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcdt1/4f796z5b","ark:/21198/zz002gcdt1","","","Page","satellite/image/Northern_Shanxi_DS1110-2232DF088_88_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdt1%2F4f796z5b"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcdt1/5n60vg8b","ark:/21198/zz002gcdt1","","","Page","satellite/image/Northern_Shanxi_DS1110-2232DF088_88_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdt1%2F5n60vg8b"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcdt1/9580xt3p","ark:/21198/zz002gcdt1","","","Page","satellite/image/Northern_Shanxi_DS1110-2232DF088_88_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdt1%2F9580xt3p"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcdvj/4x28q26t","ark:/21198/zz002gcdvj","","","Page","satellite/image/Northern_Shanxi_DS1116-1151DF041_41_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdvj%2F4x28q26t"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcdvj/6v08n769","ark:/21198/zz002gcdvj","","","Page","satellite/image/Northern_Shanxi_DS1116-1151DF041_41_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdvj%2F6v08n769"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcdvj/pg69rz8k","ark:/21198/zz002gcdvj","","","Page","satellite/image/Northern_Shanxi_DS1116-1151DF041_41_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdvj%2Fpg69rz8k"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcdvj/r4874x57","ark:/21198/zz002gcdvj","","","Page","satellite/image/Northern_Shanxi_DS1116-1151DF041_41_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdvj%2Fr4874x57"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcdw2/4g70p25w","ark:/21198/zz002gcdw2","","","Page","satellite/image/Quanzhou_DS1106-2070DA267_267_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdw2%2F4g70p25w"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcdw2/7n37v51w","ark:/21198/zz002gcdw2","","","Page","satellite/image/Quanzhou_DS1106-2070DA267_267_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdw2%2F7n37v51w"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcdw2/cx15p26k","ark:/21198/zz002gcdw2","","","Page","satellite/image/Quanzhou_DS1106-2070DA267_267_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdw2%2Fcx15p26k"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcdw2/t192fc9g","ark:/21198/zz002gcdw2","","","Page","satellite/image/Quanzhou_DS1106-2070DA267_267_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdw2%2Ft192fc9g"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcdxk/3v94vh60","ark:/21198/zz002gcdxk","","","Page","satellite/image/Quanzhou_DS1106-2070DA270_270_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdxk%2F3v94vh60"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcdxk/dw319m79","ark:/21198/zz002gcdxk","","","Page","satellite/image/Quanzhou_DS1106-2070DA270_270_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdxk%2Fdw319m79"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcdxk/j8117k68","ark:/21198/zz002gcdxk","","","Page","satellite/image/Quanzhou_DS1106-2070DA270_270_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdxk%2Fj8117k68"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcdxk/nx185g8p","ark:/21198/zz002gcdxk","","","Page","satellite/image/Quanzhou_DS1106-2070DA270_270_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdxk%2Fnx185g8p"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcdz3/0p42750m","ark:/21198/zz002gcdz3","","","Page","satellite/image/Quanzhou_DS1106-2070DF261_261_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdz3%2F0p42750m"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcdz3/j0608m4s","ark:/21198/zz002gcdz3","","","Page","satellite/image/Quanzhou_DS1106-2070DF261_261_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdz3%2Fj0608m4s"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcdz3/pn98c64g","ark:/21198/zz002gcdz3","","","Page","satellite/image/Quanzhou_DS1106-2070DF261_261_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdz3%2Fpn98c64g"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcdz3/zb666241","ark:/21198/zz002gcdz3","","","Page","satellite/image/Quanzhou_DS1106-2070DF261_261_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdz3%2Fzb666241"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf03/3414bc72","ark:/21198/zz002gcf03","","","Page","satellite/image/Quanzhou_DS1106-2070DF264_264_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf03%2F3414bc72"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf03/7p35gh6t","ark:/21198/zz002gcf03","","","Page","satellite/image/Quanzhou_DS1106-2070DF264_264_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf03%2F7p35gh6t"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf03/h555zn8d","ark:/21198/zz002gcf03","","","Page","satellite/image/Quanzhou_DS1106-2070DF264_264_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf03%2Fh555zn8d"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf03/jk64b73j","ark:/21198/zz002gcf03","","","Page","satellite/image/Quanzhou_DS1106-2070DF264_264_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf03%2Fjk64b73j"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf1m/7s95rr9d","ark:/21198/zz002gcf1m","","","Page","satellite/image/Qufu-Jining_Shandong_DS1115-2167DF041_41_c.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf1m%2F7s95rr9d"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf1m/vs34nk60","ark:/21198/zz002gcf1m","","","Page","satellite/image/Qufu-Jining_Shandong_DS1115-2167DF041_41_d.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf1m%2Fvs34nk60"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf24/m7014499","ark:/21198/zz002gcf24","","","Page","satellite/image/Qufu_DS1101-1069DA133_133_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf24%2Fm7014499"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf24/rg568n08","ark:/21198/zz002gcf24","","","Page","satellite/image/Qufu_DS1101-1069DA133_133_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf24%2Frg568n08"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf24/wv37nn9s","ark:/21198/zz002gcf24","","","Page","satellite/image/Qufu_DS1101-1069DA133_133_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf24%2Fwv37nn9s"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf24/x541dn1r","ark:/21198/zz002gcf24","","","Page","satellite/image/Qufu_DS1101-1069DA133_133_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf24%2Fx541dn1r"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf3n/3q510j2c","ark:/21198/zz002gcf3n","","","Page","satellite/image/Qufu_DS1101-1069DA134_134_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf3n%2F3q510j2c"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf3n/5r84895q","ark:/21198/zz002gcf3n","","","Page","satellite/image/Qufu_DS1101-1069DA134_134_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf3n%2F5r84895q"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf3n/b7237g5c","ark:/21198/zz002gcf3n","","","Page","satellite/image/Qufu_DS1101-1069DA134_134_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf3n%2Fb7237g5c"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf3n/h975n15w","ark:/21198/zz002gcf3n","","","Page","satellite/image/Qufu_DS1101-1069DA134_134_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf3n%2Fh975n15w"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf45/hn257t52","ark:/21198/zz002gcf45","","","Page","satellite/image/Qufu_DS1101-1069DA135_135_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf45%2Fhn257t52"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf45/nx85946j","ark:/21198/zz002gcf45","","","Page","satellite/image/Qufu_DS1101-1069DA135_135_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf45%2Fnx85946j"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf45/p0656d0s","ark:/21198/zz002gcf45","","","Page","satellite/image/Qufu_DS1101-1069DA135_135_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf45%2Fp0656d0s"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf45/v777sw02","ark:/21198/zz002gcf45","","","Page","satellite/image/Qufu_DS1101-1069DA135_135_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf45%2Fv777sw02"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf5p/4q24nj2z","ark:/21198/zz002gcf5p","","","Page","satellite/image/Qufu_DS1101-1069DA136_136_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf5p%2F4q24nj2z"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf5p/sn74j060","ark:/21198/zz002gcf5p","","","Page","satellite/image/Qufu_DS1101-1069DA136_136_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf5p%2Fsn74j060"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf5p/v332xw5z","ark:/21198/zz002gcf5p","","","Page","satellite/image/Qufu_DS1101-1069DA136_136_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf5p%2Fv332xw5z"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf5p/w8812q9z","ark:/21198/zz002gcf5p","","","Page","satellite/image/Qufu_DS1101-1069DA136_136_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf5p%2Fw8812q9z"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf66/4670ct94","ark:/21198/zz002gcf66","","","Page","satellite/image/Qufu_DS1101-1069DA137_137_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf66%2F4670ct94"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf66/hz72x985","ark:/21198/zz002gcf66","","","Page","satellite/image/Qufu_DS1101-1069DA137_137_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf66%2Fhz72x985"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf66/jw12b56x","ark:/21198/zz002gcf66","","","Page","satellite/image/Qufu_DS1101-1069DA137_137_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf66%2Fjw12b56x"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf66/sk67x076","ark:/21198/zz002gcf66","","","Page","satellite/image/Qufu_DS1101-1069DA137_137_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf66%2Fsk67x076"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf7q/7631tx4b","ark:/21198/zz002gcf7q","","","Page","satellite/image/Qufu_DS1101-1069DA138_138_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf7q%2F7631tx4b"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf7q/d219h17v","ark:/21198/zz002gcf7q","","","Page","satellite/image/Qufu_DS1101-1069DA138_138_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf7q%2Fd219h17v"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf7q/dt02s05c","ark:/21198/zz002gcf7q","","","Page","satellite/image/Qufu_DS1101-1069DA138_138_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf7q%2Fdt02s05c"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf7q/n518z15d","ark:/21198/zz002gcf7q","","","Page","satellite/image/Qufu_DS1101-1069DA138_138_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf7q%2Fn518z15d"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf87/45842c55","ark:/21198/zz002gcf87","","","Page","satellite/image/Qufu_DS1101-1069DF127_127_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf87%2F45842c55"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf87/8496bj5h","ark:/21198/zz002gcf87","","","Page","satellite/image/Qufu_DS1101-1069DF127_127_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf87%2F8496bj5h"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf87/jp42ss77","ark:/21198/zz002gcf87","","","Page","satellite/image/Qufu_DS1101-1069DF127_127_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf87%2Fjp42ss77"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf87/qs662x02","ark:/21198/zz002gcf87","","","Page","satellite/image/Qufu_DS1101-1069DF127_127_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf87%2Fqs662x02"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf9r/3g54028r","ark:/21198/zz002gcf9r","","","Page","satellite/image/Qufu_DS1101-1069DF128_128_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf9r%2F3g54028r"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf9r/5720vk70","ark:/21198/zz002gcf9r","","","Page","satellite/image/Qufu_DS1101-1069DF128_128_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf9r%2F5720vk70"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf9r/fr04j50q","ark:/21198/zz002gcf9r","","","Page","satellite/image/Qufu_DS1101-1069DF128_128_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf9r%2Ffr04j50q"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcf9r/qw199p6p","ark:/21198/zz002gcf9r","","","Page","satellite/image/Qufu_DS1101-1069DF128_128_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcf9r%2Fqw199p6p"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfb8/5g85bs7q","ark:/21198/zz002gcfb8","","","Page","satellite/image/Qufu_DS1101-1069DF129_129_d.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfb8%2F5g85bs7q"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfb8/dx69gg8j","ark:/21198/zz002gcfb8","","","Page","satellite/image/Qufu_DS1101-1069DF129_129_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfb8%2Fdx69gg8j"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfft/2f81gr0m","ark:/21198/zz002gcfft","","","Page","satellite/image/Rizhao_Qingdao_Shandong_DS1114-2167DA034_34_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfft%2F2f81gr0m"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfft/4426046h","ark:/21198/zz002gcfft","","","Page","satellite/image/Rizhao_Qingdao_Shandong_DS1114-2167DA034_34_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfft%2F4426046h"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfft/fn443v5k","ark:/21198/zz002gcfft","","","Page","satellite/image/Rizhao_Qingdao_Shandong_DS1114-2167DA034_34_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfft%2Ffn443v5k"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfft/pm33h95p","ark:/21198/zz002gcfft","","","Page","satellite/image/Rizhao_Qingdao_Shandong_DS1114-2167DA034_34_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfft%2Fpm33h95p"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfgb/4z628q57","ark:/21198/zz002gcfgb","","","Page","satellite/image/Shaanxi_Guanzhong_DS1102-2135DF087_87_d.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfgb%2F4z628q57"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfgb/j541sq1n","ark:/21198/zz002gcfgb","","","Page","satellite/image/Shaanxi_Guanzhong_DS1102-2135DF087_87_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfgb%2Fj541sq1n"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfgb/vc07m10m","ark:/21198/zz002gcfgb","","","Page","satellite/image/Shaanxi_Guanzhong_DS1102-2135DF087_87_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfgb%2Fvc07m10m"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfhv/1f00nz4k","ark:/21198/zz002gcfhv","","","Page","satellite/image/Shaanxi_Guanzhong_DS1102-2135DF112_112_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfhv%2F1f00nz4k"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfhv/g7280c22","ark:/21198/zz002gcfhv","","","Page","satellite/image/Shaanxi_Guanzhong_DS1102-2135DF112_112_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfhv%2Fg7280c22"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfhv/kr863h16","ark:/21198/zz002gcfhv","","","Page","satellite/image/Shaanxi_Guanzhong_DS1102-2135DF112_112_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfhv%2Fkr863h16"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfhv/mr86kn2m","ark:/21198/zz002gcfhv","","","Page","satellite/image/Shaanxi_Guanzhong_DS1102-2135DF112_112_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfhv%2Fmr86kn2m"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfjc/r716gz49","ark:/21198/zz002gcfjc","","","Page","satellite/image/Shaanxi_Guanzhong_DS1108-2135DA028_28_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfjc%2Fr716gz49"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfjc/tq776w1c","ark:/21198/zz002gcfjc","","","Page","satellite/image/Shaanxi_Guanzhong_DS1108-2135DA028_28_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfjc%2Ftq776w1c"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfjc/w626dz5k","ark:/21198/zz002gcfjc","","","Page","satellite/image/Shaanxi_Guanzhong_DS1108-2135DA028_28_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfjc%2Fw626dz5k"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcfjc/w6747292","ark:/21198/zz002gcfjc","","","Page","satellite/image/Shaanxi_Guanzhong_DS1108-2135DA028_28_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcfjc%2Fw6747292"
