"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","Type.typeOfResource","Rights.copyrightStatus","Language","Description.note","Date.normalized","Date.creation","Title","Alt ID.local"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjz1","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjz1%2Fx0839t15","still image","pd_usfed","","","","","Southern_Shanxi_DS1108-2135DF022_22_a","Southern_Shanxi_DS1108-2135DF022_22_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck01","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck01%2F5f634b24","still image","pd_usfed","","","","","Southern_Shanxi_DS1108-2135DF023_23_a","Southern_Shanxi_DS1108-2135DF023_23_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck1j","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck1j%2Frh81vn3k","still image","pd_usfed","","","","","Southern_Shanxi_DS1108-2135DF028_28_a","Southern_Shanxi_DS1108-2135DF028_28_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck22","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck22%2Fjr742829","still image","pd_usfed","","","","","Southern_Shanxi_DS1110-2232DF099_99_a","Southern_Shanxi_DS1110-2232DF099_99_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck3k","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck3k%2Fwm744t4q","still image","pd_usfed","","","","","Southern_Shanxi_DS1111-1063AA024_24_a","Southern_Shanxi_DS1111-1063AA024_24_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck43","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck43%2Fqn24wt64","still image","pd_usfed","","","","","Southern_Shanxi_DS1111-1063AF017_17_a","Southern_Shanxi_DS1111-1063AF017_17_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck5m","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck5m%2Fgq06t09f","still image","pd_usfed","","","","","Southern_Shanxi_DS1111-1063AF019_19_a","Southern_Shanxi_DS1111-1063AF019_19_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck64","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck64%2Fwr00c911","still image","pd_usfed","","","","","Southern_Shanxi_DS1116-2248DF013_13_a","Southern_Shanxi_DS1116-2248DF013_13_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck7n","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck7n%2Fks65hb6p","still image","pd_usfed","","","","","Southern_Shanxi_DS1116-2248DF014_14_a","Southern_Shanxi_DS1116-2248DF014_14_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck85","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gck85%2F5b93xc7s","still image","pd_usfed","","","","","Southern_Shanxi_DS1116-2248DF018_18_a","Southern_Shanxi_DS1116-2248DF018_18_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gck9p","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","satellite/image/Southern_Shanxi_Salt_Lake_DS1108-2135DF028_28_d.tif","","","","","still image","pd_usfed","","","","","Southern_Shanxi_Salt_Lake_DS1108-2135DF028_28_d","Southern_Shanxi_Salt_Lake_DS1108-2135DF028_28_d"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckb6","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckb6%2F8w83ng7x","still image","pd_usfed","","","","","Suzhou_DS1105-2231DA085_85_a","Suzhou_DS1105-2231DA085_85_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckcq","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckcq%2F1z72vh3m","still image","pd_usfed","","","","","Tai'an_Feicheng_Shandong_DS1115-2264DF037_37_a","Tai'an_Feicheng_Shandong_DS1115-2264DF037_37_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckd7","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckd7%2F6c45m390","still image","pd_usfed","","","","","Xi'an_DS1052-2151DA058_58_a","Xi'an_DS1052-2151DA058_58_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckfr","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckfr%2Fqn532r00","still image","pd_usfed","","","","","Xi'an_DS1102-1022DA194_194_a","Xi'an_DS1102-1022DA194_194_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckg8","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckg8%2Fjq664p93","still image","pd_usfed","","","","","Xi'an_DS1102-1022DF186_186_a","Xi'an_DS1102-1022DF186_186_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckhs","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckhs%2F3b47f09d","still image","pd_usfed","","","","","Xi'an_DS1102-2119DA074_74_a","Xi'an_DS1102-2119DA074_74_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckj9","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckj9%2Fpg14b18k","still image","pd_usfed","","","","","Xi'an_DS1102-2119DF067_67_a","Xi'an_DS1102-2119DF067_67_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckkt","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckkt%2Fq8771c78","still image","pd_usfed","","","","","Xi'an_DS1108-2119DA021_21_a","Xi'an_DS1108-2119DA021_21_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckmb","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckmb%2Ffh96r088","still image","pd_usfed","","","","","Xi'an_DS1114-1022DA053_53_a","Xi'an_DS1114-1022DA053_53_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcknv","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcknv%2Fzr524w9d","still image","pd_usfed","","","","","Xi'an_DS1114-1022DA056_56_a","Xi'an_DS1114-1022DA056_56_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckpc","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckpc%2Fdp50wv3x","still image","pd_usfed","","","","","Xi'an_Weishui_Valley_DS1114-1022DA057_57_a","Xi'an_Weishui_Valley_DS1114-1022DA057_57_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckqw","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckqw%2F7p95hp18","still image","pd_usfed","","","","","Xiaoshuangqiao_DS1111-1063AF023_23_a","Xiaoshuangqiao_DS1111-1063AF023_23_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckrd","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckrd%2Fhp44kc14","still image","pd_usfed","","","","","Xue_QZD_Shandong_DS1115-2167DF045_45_a","Xue_QZD_Shandong_DS1115-2167DF045_45_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcksx","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcksx%2Ffn779x4n","still image","pd_usfed","","","","","Yanggu_Pingyin_Shandong_DS1115-2264DF036_36_a","Yanggu_Pingyin_Shandong_DS1115-2264DF036_36_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcktf","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcktf%2F7104gr2w","still image","pd_usfed","","","","","Yantai_DS1103-2183DA022_22_a","Yantai_DS1103-2183DA022_22_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckvz","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","satellite/image/Yanzhou_DS1101-1069DF129_129_c.tif","","","","","still image","pd_usfed","","","","","Yanzhou_DS1101-1069DF129_129_c","Yanzhou_DS1101-1069DF129_129_c"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckwg","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckwg%2F32752t78","still image","pd_usfed","","","","","Yaoqiang_to_Linqu_Shandong_DS1117-2070DF019_19_a","Yaoqiang_to_Linqu_Shandong_DS1117-2070DF019_19_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckx0","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","satellite/image/Yishan_DS1101-1069DF131_131_b.tif","","","","","still image","pd_usfed","","","","","Yishan_DS1101-1069DF131_131_b","Yishan_DS1101-1069DF131_131_b"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckzh","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckzh%2F8490mn8r","still image","pd_usfed","","","","","Zhangqiu_Zibo_Fangzi_Gaomi_Shandong_DS1117-2070DA025_25_a","Zhangqiu_Zibo_Fangzi_Gaomi_Shandong_DS1117-2070DA025_25_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcm0h","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcm0h%2Fdj084n2t","still image","pd_usfed","","","","","Zouxian-Yishan_Shandong_DS1115-2167DF042_42_a","Zouxian-Yishan_Shandong_DS1115-2167DF042_42_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcm11","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcm11%2F0r51388q","still image","pd_usfed","","","","","Chifeng_DS1112-1070DA115_115_a","Chifeng_DS1112-1070DA115_115_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcm2j","ark:/21198/zz002gcbkf","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcm2j%2Fhq29b54x","still image","pd_usfed","","","","","Chifeng_DS1112-1070DA116_116_a","Chifeng_DS1112-1070DA116_116_a"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcbvk/1238sf10","ark:/21198/zz002gcbvk","","","Page","satellite/image/Best_of_Qufu_Shandong_DS1115-2167DF040_40_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcbvk/7x63vs9s","ark:/21198/zz002gcbvk","","","Page","satellite/image/Best_of_Qufu_Shandong_DS1115-2167DF040_40_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcbvk/rd42qp13","ark:/21198/zz002gcbvk","","","Page","satellite/image/Best_of_Qufu_Shandong_DS1115-2167DF040_40_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcbvk/s8520856","ark:/21198/zz002gcbvk","","","Page","satellite/image/Best_of_Qufu_Shandong_DS1115-2167DF040_40_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcbw3/8825vv6d","ark:/21198/zz002gcbw3","","","Page","satellite/image/Chaoshuizhen_DS1103-2183DA020_20_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcbw3/8j96z67h","ark:/21198/zz002gcbw3","","","Page","satellite/image/Chaoshuizhen_DS1103-2183DA020_20_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcbw3/r521mh1f","ark:/21198/zz002gcbw3","","","Page","satellite/image/Chaoshuizhen_DS1103-2183DA020_20_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcbw3/vx05981v","ark:/21198/zz002gcbw3","","","Page","satellite/image/Chaoshuizhen_DS1103-2183DA020_20_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcbxm/bn75rt4m","ark:/21198/zz002gcbxm","","","Page","satellite/image/Chifeng_DS1112-1070DA114_114_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcbxm/bv10zv7t","ark:/21198/zz002gcbxm","","","Page","satellite/image/Chifeng_DS1112-1070DA114_114_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcbxm/g309nn45","ark:/21198/zz002gcbxm","","","Page","satellite/image/Chifeng_DS1112-1070DA114_114_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcbxm/p910qp79","ark:/21198/zz002gcbxm","","","Page","satellite/image/Chifeng_DS1112-1070DA114_114_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcc5q/0q17x866","ark:/21198/zz002gcc5q","","","Page","satellite/image/Dajijia_DS1103-2183DF014_14_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcc5q/2q479h1x","ark:/21198/zz002gcc5q","","","Page","satellite/image/Dajijia_DS1103-2183DF014_14_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcc5q/3q30z63b","ark:/21198/zz002gcc5q","","","Page","satellite/image/Dajijia_DS1103-2183DF014_14_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcc5q/cw306q3h","ark:/21198/zz002gcc5q","","","Page","satellite/image/Dajijia_DS1103-2183DF014_14_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcc67/5r874k09","ark:/21198/zz002gcc67","","","Page","satellite/image/Dongdacheng_North_of_Qufu_Shandong_DS1115-2167DF039_39_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcc67/8z890499","ark:/21198/zz002gcc67","","","Page","satellite/image/Dongdacheng_North_of_Qufu_Shandong_DS1115-2167DF039_39_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcc67/dc84t925","ark:/21198/zz002gcc67","","","Page","satellite/image/Dongdacheng_North_of_Qufu_Shandong_DS1115-2167DF039_39_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcc67/m9255g18","ark:/21198/zz002gcc67","","","Page","satellite/image/Dongdacheng_North_of_Qufu_Shandong_DS1115-2167DF039_39_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcc7r/4x075x7b","ark:/21198/zz002gcc7r","","","Page","satellite/image/Feicheng_Shangdong_DS1117-2070DF021_21_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcc7r/4x185f3w","ark:/21198/zz002gcc7r","","","Page","satellite/image/Feicheng_Shangdong_DS1117-2070DF021_21_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcc7r/7h71pm65","ark:/21198/zz002gcc7r","","","Page","satellite/image/Feicheng_Shangdong_DS1117-2070DF021_21_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcc7r/92158s40","ark:/21198/zz002gcc7r","","","Page","satellite/image/Feicheng_Shangdong_DS1117-2070DF021_21_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcc88/8z38r38c","ark:/21198/zz002gcc88","","","Page","satellite/image/Feixian_Tengzhou_Shandong_DS1115-2167DF044_44_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcc88/c621g47c","ark:/21198/zz002gcc88","","","Page","satellite/image/Feixian_Tengzhou_Shandong_DS1115-2167DF044_44_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcc88/fk34g70q","ark:/21198/zz002gcc88","","","Page","satellite/image/Feixian_Tengzhou_Shandong_DS1115-2167DF044_44_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcc88/sk26b62h","ark:/21198/zz002gcc88","","","Page","satellite/image/Feixian_Tengzhou_Shandong_DS1115-2167DF044_44_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcc9s/hv025b59","ark:/21198/zz002gcc9s","","","Page","satellite/image/Gaomi_to_Boshan_Shandong_DS1117-2070DF020_20_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcc9s/ng01219s","ark:/21198/zz002gcc9s","","","Page","satellite/image/Gaomi_to_Boshan_Shandong_DS1117-2070DF020_20_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcc9s/qk67f76s","ark:/21198/zz002gcc9s","","","Page","satellite/image/Gaomi_to_Boshan_Shandong_DS1117-2070DF020_20_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcc9s/x664b85n","ark:/21198/zz002gcc9s","","","Page","satellite/image/Gaomi_to_Boshan_Shandong_DS1117-2070DF020_20_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gccb9/6982h948","ark:/21198/zz002gccb9","","","Page","satellite/image/Gaoqing_Shandong_DS1117-2070DF017_17_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gccb9/cx71kz0m","ark:/21198/zz002gccb9","","","Page","satellite/image/Gaoqing_Shandong_DS1117-2070DF017_17_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gccb9/dx55kn0f","ark:/21198/zz002gccb9","","","Page","satellite/image/Gaoqing_Shandong_DS1117-2070DF017_17_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gccb9/j384tk7s","ark:/21198/zz002gccb9","","","Page","satellite/image/Gaoqing_Shandong_DS1117-2070DF017_17_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gccct/0w96023z","ark:/21198/zz002gccct","","","Page","satellite/image/Gates_of_Lu_Shandong_DS1115-2167DF043_43_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gccct/8919gx51","ark:/21198/zz002gccct","","","Page","satellite/image/Gates_of_Lu_Shandong_DS1115-2167DF043_43_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gccct/hn607p84","ark:/21198/zz002gccct","","","Page","satellite/image/Gates_of_Lu_Shandong_DS1115-2167DF043_43_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gccct/j102t785","ark:/21198/zz002gccct","","","Page","satellite/image/Gates_of_Lu_Shandong_DS1115-2167DF043_43_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gccdb/78718z51","ark:/21198/zz002gccdb","","","Page","satellite/image/Hangzhou_DZB1211-500049L006001_6_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gccdb/sg80jf25","ark:/21198/zz002gccdb","","","Page","satellite/image/Hangzhou_DZB1211-500049L006001_6_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gccgc/0n637t5z","ark:/21198/zz002gccgc","","","Page","satellite/image/Jiaodong_DS1103-2183DA018_18_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gccgc/5p87z648","ark:/21198/zz002gccgc","","","Page","satellite/image/Jiaodong_DS1103-2183DA018_18_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gccgc/6629046g","ark:/21198/zz002gccgc","","","Page","satellite/image/Jiaodong_DS1103-2183DA018_18_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gccgc/gj17r45z","ark:/21198/zz002gccgc","","","Page","satellite/image/Jiaodong_DS1103-2183DA018_18_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcchw/8t95gn1c","ark:/21198/zz002gcchw","","","Page","satellite/image/Jiaodong_DS1103-2183DA019_19_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcchw/9v19d358","ark:/21198/zz002gcchw","","","Page","satellite/image/Jiaodong_DS1103-2183DA019_19_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcchw/rj086g13","ark:/21198/zz002gcchw","","","Page","satellite/image/Jiaodong_DS1103-2183DA019_19_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gccjd/8811sp2q","ark:/21198/zz002gccjd","","","Page","satellite/image/Jiaodong_DS1103-2183DA021_21_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gccjd/f5082z77","ark:/21198/zz002gccjd","","","Page","satellite/image/Jiaodong_DS1103-2183DA021_21_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gccjd/h2352f9g","ark:/21198/zz002gccjd","","","Page","satellite/image/Jiaodong_DS1103-2183DA021_21_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gccjd/z6035f07","ark:/21198/zz002gccjd","","","Page","satellite/image/Jiaodong_DS1103-2183DA021_21_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcckx/4v17986p","ark:/21198/zz002gcckx","","","Page","satellite/image/Jiaodong_DS1103-2183DA022_22_d.tif","4","","","","","","","","","","Page 4",""
