Object Type,Item ARK,Parent ARK (festerize),Parent ARK,Title,STAGE URL,Local identifier,File Name,Thumbnail,Item Sequence,AltTitle.translated,collection.physical,Date.created,Date.normalized,Summary,Format.dimensions,Format.extent,Format.medium,Genre,Language,Name.creator,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Subject geographic,viewingHint,Subject,volume/year,issue,IIIF Manifest URL
Work,ark:/21198/z1pg4850,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Carta Informativa Nº 21,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1pg4850,AR-SERPAJ-H-SPJAL-CI-0011,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nk5xs1,,Newsletter,Hemeroteca,June - July 1992,1992-06-01/1992-07-31,"Carta Informativa is a newsletter published by Servicio Paz y Justicia Latinoamérica, containing issues between 1989 and 1996. It centers around news from Latin America as a whole, primarily concerned with issues of human rights and human rights violations, social unrest, poverty, economic and social development and democratization processes, from nonviolent, secular Christian approach. It also informs of the activities from Servicio Paz y Justicia's branches in various Latinamerican countries, including Argentina, Ecuador, Uruguay and Mexico, among others.|~|Carta Informativa es una publicación periódica del Servicio Paz y Justicia América Latina. Contiene números de entre los años 1989 y 1996. Se centra en noticias de Latinomámerica en su conjunto, ocupándose fundamentalmente de cuestiones relativas a los derechos humanos, conflicto social, pobreza, desarrollo social y económico y procesos de democratización, desde una perspectiva basada en la noviolencia y el cristianismo secular. También informa sobre las actividades de las ramas del Servicio Paz y Justicia en diversos países latinoamericanos, incluyendo Argentina, Ecuador, Uruguay y Mexico, entre otros",28.5 x 20 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia América Latina,Buenos Aires (Argentina),Servicio Paz y Justicia América Latina,SERPAJ,text,public domain,Venezuela|~|Paraguay|~|Nicaragua|~|Latin America,paged,Human Rights|~|Newsletters|~|Ecology|~|Democratization|~|Nobel Prizes,,no. 21,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pg4850/manifest
Work,ark:/21198/z1jq3hgq,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Carta Informativa Nº 23,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1jq3hgq,AR-SERPAJ-H-SPJAL-CI-0012,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mk8wnn,,Newsletter,Hemeroteca,October - November 1992,1992-10-01/1992-11-30,"Carta Informativa is a newsletter published by Servicio Paz y Justicia Latinoamérica, containing issues between 1989 and 1996. It centers around news from Latin America as a whole, primarily concerned with issues of human rights and human rights violations, social unrest, poverty, economic and social development and democratization processes, from nonviolent, secular Christian approach. It also informs of the activities from Servicio Paz y Justicia's branches in various Latinamerican countries, including Argentina, Ecuador, Uruguay and Mexico, among others.|~|Carta Informativa es una publicación periódica del Servicio Paz y Justicia América Latina. Contiene números de entre los años 1989 y 1996. Se centra en noticias de Latinomámerica en su conjunto, ocupándose fundamentalmente de cuestiones relativas a los derechos humanos, conflicto social, pobreza, desarrollo social y económico y procesos de democratización, desde una perspectiva basada en la noviolencia y el cristianismo secular. También informa sobre las actividades de las ramas del Servicio Paz y Justicia en diversos países latinoamericanos, incluyendo Argentina, Ecuador, Uruguay y Mexico, entre otros",27.5 x 19.5 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia América Latina,Buenos Aires (Argentina),Servicio Paz y Justicia América Latina,SERPAJ,text,public domain,Panama|~|El Salvador|~|Ecuador|~|Latin America,paged,"Human Rights|~|Newsletters|~|Nobel Prizes|~|Women Nobel Prize winners|~|Nonviolence|~|Poverty|~|Indigenous Peoples|~|Panama Canal (Panama)--History|~|Referendum|~|El Salvador--History--Civil War, 1979-1992|~|Peace|~|Catholicism|~|Episcopal conferences (Catholic)",,no. 23,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jq3hgq/manifest
Work,ark:/21198/z1dz2rtw,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Carta Informativa Nº 24,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dz2rtw,AR-SERPAJ-H-SPJAL-CI-0013,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km1vkq,,Newsletter,Hemeroteca,December 1992 - January 1993,1992-12-01/1993-01-31,"Carta Informativa is a newsletter published by Servicio Paz y Justicia Latinoamérica, containing issues between 1989 and 1996. It centers around news from Latin America as a whole, primarily concerned with issues of human rights and human rights violations, social unrest, poverty, economic and social development and democratization processes, from nonviolent, secular Christian approach. It also informs of the activities from Servicio Paz y Justicia's branches in various Latinamerican countries, including Argentina, Ecuador, Uruguay and Mexico, among others.|~|Carta Informativa es una publicación periódica del Servicio Paz y Justicia América Latina. Contiene números de entre los años 1989 y 1996. Se centra en noticias de Latinomámerica en su conjunto, ocupándose fundamentalmente de cuestiones relativas a los derechos humanos, conflicto social, pobreza, desarrollo social y económico y procesos de democratización, desde una perspectiva basada en la noviolencia y el cristianismo secular. También informa sobre las actividades de las ramas del Servicio Paz y Justicia en diversos países latinoamericanos, incluyendo Argentina, Ecuador, Uruguay y Mexico, entre otros",28 x 19.5 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia América Latina,Buenos Aires (Argentina),Servicio Paz y Justicia América Latina,SERPAJ,text,public domain,Ecuador|~|Latin America,paged,Human Rights|~|Newsletters|~|Impunity|~|Human rights--Latin America--Congresses|~|Non-governmental organizations|~|Social rights,,no. 24,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dz2rtw/manifest
Work,ark:/21198/z196211c,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Carta Informativa Nº 25,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z196211c,AR-SERPAJ-H-SPJAL-CI-0014,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm4tfb,,Newsletter,Hemeroteca,February - March 1993,1993-02-01/1993-03-31,"Carta Informativa is a newsletter published by Servicio Paz y Justicia Latinoamérica, containing issues between 1989 and 1996. It centers around news from Latin America as a whole, primarily concerned with issues of human rights and human rights violations, social unrest, poverty, economic and social development and democratization processes, from nonviolent, secular Christian approach. It also informs of the activities from Servicio Paz y Justicia's branches in various Latinamerican countries, including Argentina, Ecuador, Uruguay and Mexico, among others.|~|Carta Informativa es una publicación periódica del Servicio Paz y Justicia América Latina. Contiene números de entre los años 1989 y 1996. Se centra en noticias de Latinomámerica en su conjunto, ocupándose fundamentalmente de cuestiones relativas a los derechos humanos, conflicto social, pobreza, desarrollo social y económico y procesos de democratización, desde una perspectiva basada en la noviolencia y el cristianismo secular. También informa sobre las actividades de las ramas del Servicio Paz y Justicia en diversos países latinoamericanos, incluyendo Argentina, Ecuador, Uruguay y Mexico, entre otros",28 x 19.5 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia América Latina,Buenos Aires (Argentina),Servicio Paz y Justicia América Latina,SERPAJ,text,public domain,Colombia|~|Haiti|~|Mexico|~|Latin America,paged,Human Rights|~|Newsletters|~|Impunity|~|Political persecution|~|Dictators,,no. 25,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz196211c/manifest
Work,ark:/21198/z15f189n,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Carta Informativa Nº 26,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z15f189n,AR-SERPAJ-H-SPJAL-CI-0015,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq6gq8,,Newsletter,Hemeroteca,April - May 1993,1993-04-01/1993-05-31,"Carta Informativa is a newsletter published by Servicio Paz y Justicia Latinoamérica, containing issues between 1989 and 1996. It centers around news from Latin America as a whole, primarily concerned with issues of human rights and human rights violations, social unrest, poverty, economic and social development and democratization processes, from nonviolent, secular Christian approach. It also informs of the activities from Servicio Paz y Justicia's branches in various Latinamerican countries, including Argentina, Ecuador, Uruguay and Mexico, among others.|~|Carta Informativa es una publicación periódica del Servicio Paz y Justicia América Latina. Contiene números de entre los años 1989 y 1996. Se centra en noticias de Latinomámerica en su conjunto, ocupándose fundamentalmente de cuestiones relativas a los derechos humanos, conflicto social, pobreza, desarrollo social y económico y procesos de democratización, desde una perspectiva basada en la noviolencia y el cristianismo secular. También informa sobre las actividades de las ramas del Servicio Paz y Justicia en diversos países latinoamericanos, incluyendo Argentina, Ecuador, Uruguay y Mexico, entre otros",28 x 20.5 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia América Latina,Buenos Aires (Argentina),Servicio Paz y Justicia América Latina,SERPAJ,text,public domain,Bolivia|~|Paraguay|~|Peru|~|Latin America,paged,Human Rights|~|Newsletters|~|Dictators|~|Trials|~|Democratization|~|Communication|~|Christianity|~|State-sponsored terrorism|~|Free trade--Social aspects|~|Elections|~|Armed Forces,,no. 26,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15f189n/manifest
Work,ark:/21198/z11p0hjg,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Carta Informativa Nº 28,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z11p0hjg,AR-SERPAJ-H-SPJAL-CI-0016,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gq9fkw,,Newsletter,Hemeroteca,August - September 1993,1993-08-01/1993-09-30,"Carta Informativa is a newsletter published by Servicio Paz y Justicia Latinoamérica, containing issues between 1989 and 1996. It centers around news from Latin America as a whole, primarily concerned with issues of human rights and human rights violations, social unrest, poverty, economic and social development and democratization processes, from nonviolent, secular Christian approach. It also informs of the activities from Servicio Paz y Justicia's branches in various Latinamerican countries, including Argentina, Ecuador, Uruguay and Mexico, among others.|~|Carta Informativa es una publicación periódica del Servicio Paz y Justicia América Latina. Contiene números de entre los años 1989 y 1996. Se centra en noticias de Latinomámerica en su conjunto, ocupándose fundamentalmente de cuestiones relativas a los derechos humanos, conflicto social, pobreza, desarrollo social y económico y procesos de democratización, desde una perspectiva basada en la noviolencia y el cristianismo secular. También informa sobre las actividades de las ramas del Servicio Paz y Justicia en diversos países latinoamericanos, incluyendo Argentina, Ecuador, Uruguay y Mexico, entre otros",28 x 21.5 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia América Latina,Buenos Aires (Argentina),Servicio Paz y Justicia América Latina,SERPAJ,text,public domain,Argentina|~|Peru|~|Latin America,paged,Human Rights|~|Newsletters|~|Democracy|~|Christianity|~|Corruption|~|Threats of violence|~|Youth|~|Violence--Peru,,no. 28,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11p0hjg/manifest
Work,ark:/21198/z1x08qg8,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Carta Informativa Nº 29,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1x08qg8,AR-SERPAJ-H-SPJAL-CI-0017,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fr2ddm,,Newsletter,Hemeroteca,October - November 1993,1993-10-01/1993-11-30,"Carta Informativa is a newsletter published by Servicio Paz y Justicia Latinoamérica, containing issues between 1989 and 1996. It centers around news from Latin America as a whole, primarily concerned with issues of human rights and human rights violations, social unrest, poverty, economic and social development and democratization processes, from nonviolent, secular Christian approach. It also informs of the activities from Servicio Paz y Justicia's branches in various Latinamerican countries, including Argentina, Ecuador, Uruguay and Mexico, among others.|~|Carta Informativa es una publicación periódica del Servicio Paz y Justicia América Latina. Contiene números de entre los años 1989 y 1996. Se centra en noticias de Latinomámerica en su conjunto, ocupándose fundamentalmente de cuestiones relativas a los derechos humanos, conflicto social, pobreza, desarrollo social y económico y procesos de democratización, desde una perspectiva basada en la noviolencia y el cristianismo secular. También informa sobre las actividades de las ramas del Servicio Paz y Justicia en diversos países latinoamericanos, incluyendo Argentina, Ecuador, Uruguay y Mexico, entre otros",28 x 21.5 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia América Latina,Buenos Aires (Argentina),Servicio Paz y Justicia América Latina,SERPAJ,text,public domain,Brazil|~|Paraguay|~|Mexico|~|Haiti|~|Latin America,paged,"Human Rights|~|Newsletters|~|Nonviolence|~|Development Banks|~|Violence|~|Armed Forces|~|Conscientious objection|~|Militarism|~|Bishops|~|Poverty--Latin America|~|Haiti--History--Coup d'état, 1991",,no. 29,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x08qg8/manifest
Work,ark:/21198/z1s77zrj,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Carta Informativa Nº 30,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1s77zrj,AR-SERPAJ-H-SPJAL-CI-0018,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dr5c7s,,Newsletter,Hemeroteca,December 1993 - January 1994,1993-12-01/1994-01-31,"Carta Informativa is a newsletter published by Servicio Paz y Justicia Latinoamérica, containing issues between 1989 and 1996. It centers around news from Latin America as a whole, primarily concerned with issues of human rights and human rights violations, social unrest, poverty, economic and social development and democratization processes, from nonviolent, secular Christian approach. It also informs of the activities from Servicio Paz y Justicia's branches in various Latinamerican countries, including Argentina, Ecuador, Uruguay and Mexico, among others.|~|Carta Informativa es una publicación periódica del Servicio Paz y Justicia América Latina. Contiene números de entre los años 1989 y 1996. Se centra en noticias de Latinomámerica en su conjunto, ocupándose fundamentalmente de cuestiones relativas a los derechos humanos, conflicto social, pobreza, desarrollo social y económico y procesos de democratización, desde una perspectiva basada en la noviolencia y el cristianismo secular. También informa sobre las actividades de las ramas del Servicio Paz y Justicia en diversos países latinoamericanos, incluyendo Argentina, Ecuador, Uruguay y Mexico, entre otros",29.5 x 21 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia América Latina,Buenos Aires (Argentina),Servicio Paz y Justicia América Latina,SERPAJ,text,public domain,Mexico|~|Venezuela|~|Peru|~|Paraguay|~|El Salvador|~|Uruguay|~|Latin America,paged,"Human Rights|~|Newsletters|~|Chiapas (Mexico)--History--Peasant Uprising, 1994-|~|Prisons--Overcrowding|~|Torture|~|Non-governmental organizations|~|Political persecution|~|Democratization|~|International agencies",,no. 30,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s77zrj/manifest
Work,ark:/21198/z1ng773h,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Carta Informativa Nº 31,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1ng773h,AR-SERPAJ-H-SPJAL-CI-0019,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xm0z93,,Newsletter,Hemeroteca,February - March 1994,1994-02-01/1994-03-31,"Carta Informativa is a newsletter published by Servicio Paz y Justicia Latinoamérica, containing issues between 1989 and 1996. It centers around news from Latin America as a whole, primarily concerned with issues of human rights and human rights violations, social unrest, poverty, economic and social development and democratization processes, from nonviolent, secular Christian approach. It also informs of the activities from Servicio Paz y Justicia's branches in various Latinamerican countries, including Argentina, Ecuador, Uruguay and Mexico, among others.|~|Carta Informativa es una publicación periódica del Servicio Paz y Justicia América Latina. Contiene números de entre los años 1989 y 1996. Se centra en noticias de Latinomámerica en su conjunto, ocupándose fundamentalmente de cuestiones relativas a los derechos humanos, conflicto social, pobreza, desarrollo social y económico y procesos de democratización, desde una perspectiva basada en la noviolencia y el cristianismo secular. También informa sobre las actividades de las ramas del Servicio Paz y Justicia en diversos países latinoamericanos, incluyendo Argentina, Ecuador, Uruguay y Mexico, entre otros",27 x 21 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia América Latina,Buenos Aires (Argentina),Servicio Paz y Justicia América Latina,SERPAJ,text,public domain,Mexico|~|Chile|~|Honduras|~|Latin America,paged,Human Rights|~|Newsletters|~|Assassination|~|Economic development--Social aspects--Congresses|~|Armed Forces|~|Militarism|~|Democracy,,no. 31,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ng773h/manifest
Work,ark:/21198/z1hq6gd7,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Carta Informativa Nº 32,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1hq6gd7,AR-SERPAJ-H-SPJAL-CI-0020,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wm3x5q,,Newsletter,Hemeroteca,April - May 1994,1994-04-01/1994-05-31,"Carta Informativa is a newsletter published by Servicio Paz y Justicia Latinoamérica, containing issues between 1989 and 1996. It centers around news from Latin America as a whole, primarily concerned with issues of human rights and human rights violations, social unrest, poverty, economic and social development and democratization processes, from nonviolent, secular Christian approach. It also informs of the activities from Servicio Paz y Justicia's branches in various Latinamerican countries, including Argentina, Ecuador, Uruguay and Mexico, among others.|~|Carta Informativa es una publicación periódica del Servicio Paz y Justicia América Latina. Contiene números de entre los años 1989 y 1996. Se centra en noticias de Latinomámerica en su conjunto, ocupándose fundamentalmente de cuestiones relativas a los derechos humanos, conflicto social, pobreza, desarrollo social y económico y procesos de democratización, desde una perspectiva basada en la noviolencia y el cristianismo secular. También informa sobre las actividades de las ramas del Servicio Paz y Justicia en diversos países latinoamericanos, incluyendo Argentina, Ecuador, Uruguay y Mexico, entre otros",28 x 21.5 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia América Latina,Buenos Aires (Argentina),Servicio Paz y Justicia América Latina,SERPAJ,text,public domain,Mexico|~|Ecuador|~|Latin America,paged,"Human Rights|~|Newsletters|~|Democracy|~|Panama|~|Military base closures|~|Military bases, American|~|Chiapas (Mexico)--History--Peasant Uprising, 1994-|~|Nonviolence",,no. 32,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hq6gd7/manifest
Work,ark:/21198/z1cz5qn2,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Carta Informativa Nº 33,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1cz5qn2,AR-SERPAJ-H-SPJAL-CI-0021,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vm6w2s,,Newsletter,Hemeroteca,June - July 1994,1994-06-01/1994-07-31,"Carta Informativa is a newsletter published by Servicio Paz y Justicia Latinoamérica, containing issues between 1989 and 1996. It centers around news from Latin America as a whole, primarily concerned with issues of human rights and human rights violations, social unrest, poverty, economic and social development and democratization processes, from nonviolent, secular Christian approach. It also informs of the activities from Servicio Paz y Justicia's branches in various Latinamerican countries, including Argentina, Ecuador, Uruguay and Mexico, among others.|~|Carta Informativa es una publicación periódica del Servicio Paz y Justicia América Latina. Contiene números de entre los años 1989 y 1996. Se centra en noticias de Latinomámerica en su conjunto, ocupándose fundamentalmente de cuestiones relativas a los derechos humanos, conflicto social, pobreza, desarrollo social y económico y procesos de democratización, desde una perspectiva basada en la noviolencia y el cristianismo secular. También informa sobre las actividades de las ramas del Servicio Paz y Justicia en diversos países latinoamericanos, incluyendo Argentina, Ecuador, Uruguay y Mexico, entre otros",27. 5 x 20.5 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia América Latina,Buenos Aires (Argentina),Servicio Paz y Justicia América Latina,SERPAJ,text,public domain,Colombia|~|Argentina|~|Haiti|~|Latin America,paged,Human Rights|~|Newsletters|~|Nonviolence|~|Truth commissions|~|Terrorism|~|Coups d'état,,no. 33,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cz5qn2/manifest
Work,ark:/21198/z1864zw6,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Carta Informativa Nº 35,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1864zw6,AR-SERPAJ-H-SPJAL-CI-0022,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tm9tzf,,Newsletter,Hemeroteca,October - November 1994,1994-10-01/1994-11-30,"Carta Informativa is a newsletter published by Servicio Paz y Justicia Latinoamérica, containing issues between 1989 and 1996. It centers around news from Latin America as a whole, primarily concerned with issues of human rights and human rights violations, social unrest, poverty, economic and social development and democratization processes, from nonviolent, secular Christian approach. It also informs of the activities from Servicio Paz y Justicia's branches in various Latinamerican countries, including Argentina, Ecuador, Uruguay and Mexico, among others.|~|Carta Informativa es una publicación periódica del Servicio Paz y Justicia América Latina. Contiene números de entre los años 1989 y 1996. Se centra en noticias de Latinomámerica en su conjunto, ocupándose fundamentalmente de cuestiones relativas a los derechos humanos, conflicto social, pobreza, desarrollo social y económico y procesos de democratización, desde una perspectiva basada en la noviolencia y el cristianismo secular. También informa sobre las actividades de las ramas del Servicio Paz y Justicia en diversos países latinoamericanos, incluyendo Argentina, Ecuador, Uruguay y Mexico, entre otros",28 x 21.5 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia América Latina,Guayaquil (Ecuador),Servicio Paz y Justicia América Latina,SERPAJ,text,public domain,Nicaragua|~|Argentina|~|Latin America,paged,Human Rights|~|Newsletters|~|Economic rights|~|Social Rights|~|United Nations|~|Economic development--Social aspects--Congresses|~|Armed Forces,,no. 35,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1864zw6/manifest
Work,ark:/21198/z14f474t,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Carta Informativa Nº 37,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z14f474t,AR-SERPAJ-H-SPJAL-CI-0023,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sr1h7b,,Newsletter,Hemeroteca,February - March 1995,1995-02-01/1995-03-31,"Carta Informativa is a newsletter published by Servicio Paz y Justicia Latinoamérica, containing issues between 1989 and 1996. It centers around news from Latin America as a whole, primarily concerned with issues of human rights and human rights violations, social unrest, poverty, economic and social development and democratization processes, from nonviolent, secular Christian approach. It also informs of the activities from Servicio Paz y Justicia's branches in various Latinamerican countries, including Argentina, Ecuador, Uruguay and Mexico, among others.|~|Carta Informativa es una publicación periódica del Servicio Paz y Justicia América Latina. Contiene números de entre los años 1989 y 1996. Se centra en noticias de Latinomámerica en su conjunto, ocupándose fundamentalmente de cuestiones relativas a los derechos humanos, conflicto social, pobreza, desarrollo social y económico y procesos de democratización, desde una perspectiva basada en la noviolencia y el cristianismo secular. También informa sobre las actividades de las ramas del Servicio Paz y Justicia en diversos países latinoamericanos, incluyendo Argentina, Ecuador, Uruguay y Mexico, entre otros",27 x 21.5 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia América Latina,Guayaquil (Ecuador),Servicio Paz y Justicia América Latina,SERPAJ,text,public domain,Chile|~|Latin America,paged,Human Rights|~|Newsletters|~|United Nations|~|Economic development--Social aspects--Congresses|~|Economic rights|~|Social Rights|~|Social work with HIV-positive persons|~|HIV-positive women,,no. 37,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14f474t/manifest
Work,ark:/21198/z10s25vv,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Carta Informativa Nº 38,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z10s25vv,AR-SERPAJ-H-SPJAL-CI-0024,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr4g2h,,Newsletter,Hemeroteca,April - May 1995,1995-04-01/1995-05-31,"Carta Informativa is a newsletter published by Servicio Paz y Justicia Latinoamérica, containing issues between 1989 and 1996. It centers around news from Latin America as a whole, primarily concerned with issues of human rights and human rights violations, social unrest, poverty, economic and social development and democratization processes, from nonviolent, secular Christian approach. It also informs of the activities from Servicio Paz y Justicia's branches in various Latinamerican countries, including Argentina, Ecuador, Uruguay and Mexico, among others.|~|Carta Informativa es una publicación periódica del Servicio Paz y Justicia América Latina. Contiene números de entre los años 1989 y 1996. Se centra en noticias de Latinomámerica en su conjunto, ocupándose fundamentalmente de cuestiones relativas a los derechos humanos, conflicto social, pobreza, desarrollo social y económico y procesos de democratización, desde una perspectiva basada en la noviolencia y el cristianismo secular. También informa sobre las actividades de las ramas del Servicio Paz y Justicia en diversos países latinoamericanos, incluyendo Argentina, Ecuador, Uruguay y Mexico, entre otros",28 x 21 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia América Latina,Guayaquil (Ecuador),Servicio Paz y Justicia América Latina,SERPAJ,text,public domain,Chile|~|Mexico|~|Argentina|~|Guatemala|~|Latin America,paged,Human Rights|~|Newsletters|~|Trials|~|State-sponsored terrorism|~|United Nations|~|Economic development--Social aspects--Congresses|~|Impunity|~|Conscientious objection,,no. 38,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10s25vv/manifest
Work,ark:/21198/z1w11pbf,ark:/21198/z17d5bnr,ark:/21198/z17d5bnr|~|ark:/21198/z13b7wpn,Carta Informativa Nº 39,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1w11pbf,AR-SERPAJ-H-SPJAL-CI-0025,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qr7dw8,,Newsletter,Hemeroteca,June - July 1995,1995-06-01/1995-07-31,"Carta Informativa is a newsletter published by Servicio Paz y Justicia Latinoamérica, containing issues between 1989 and 1996. It centers around news from Latin America as a whole, primarily concerned with issues of human rights and human rights violations, social unrest, poverty, economic and social development and democratization processes, from nonviolent, secular Christian approach. It also informs of the activities from Servicio Paz y Justicia's branches in various Latinamerican countries, including Argentina, Ecuador, Uruguay and Mexico, among others.|~|Carta Informativa es una publicación periódica del Servicio Paz y Justicia América Latina. Contiene números de entre los años 1989 y 1996. Se centra en noticias de Latinomámerica en su conjunto, ocupándose fundamentalmente de cuestiones relativas a los derechos humanos, conflicto social, pobreza, desarrollo social y económico y procesos de democratización, desde una perspectiva basada en la noviolencia y el cristianismo secular. También informa sobre las actividades de las ramas del Servicio Paz y Justicia en diversos países latinoamericanos, incluyendo Argentina, Ecuador, Uruguay y Mexico, entre otros",28.5 x 21 cm.,8 pages,ink on paper,newspapers,spa,Servicio Paz y Justicia América Latina,Guayaquil (Ecuador),Servicio Paz y Justicia América Latina,SERPAJ,text,public domain,Ecuador|~|Mexico|~|Costa Rica|~|Latin America,paged,"Human Rights|~|Newsletters|~|Political corruption|~|Pacifism|~|Chiapas (Mexico)--History--Peasant Uprising, 1994-|~|Nonviolence|~|Free trade--Social aspects|~|Privatization|~|Labor Movement|~|Employee Rights",,no. 39,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w11pbf/manifest
