File Name,Parent ARK,Parent ARK - ingest,Item ARK,Object Type,Item Sequence,Title,Visibility,AltTitle.other,Type.typeOfResource,Date.creation,Date.normalized,Name.architect,Artist,Author,Name.creator,Name.photographer,Photocopier,Creator 1 Source|~|Creator 2 Source,Description.note,Description.abstract,Format.extent,Description.caption,Rights.copyrightStatus,Copyright Statement,Rights.rightsHolderName,Copyright Holder 1 Source,Rights.servicesContact,Series,Sub-series,Name.subject,Subject.name Role,Subject.name Source,Subject topic,Subject.topic Source,Subject place,Place Source,Description.latitude,Description.longitude,Type.genre,Genre Source,Source?,Physical Location,Thumbnail,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Masters/othermasters/dl_miriammatthews/box07/uclalsc_1889_b07_f12_003a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1qn7qvh,Work,,"Ezekiel Cooper, San Francisco (?), circa 1880",,Cooper/Bright families,still image,[circa 1880],1880,,,,,,,,"Studio portrait of Ezekiel Cooper. |~|Ezekiel Cooper was a janitor in San Francisco who acquired $10,000 worth of lots in the 1800s.",,1 photograph,,public domain,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",,"Cooper, Ezekiel, b. 1819 or 20",,local,African American businesspeople,lcsh,San Francisco (Calif.),lcsh,,,photographs,aat,"Cooper/Bright families ; Duplicates of Daily Life, ; Churches, Ministers","Box 7, Folder 12",,,,
Masters/othermasters/dl_miriammatthews/box07/uclalsc_1889_b07_f12_004a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1kw704k,Work,,"Jonas W. Bright, 1885-1905",,Cooper/Bright families,still image,[1885-1905],,,,,,,,,Studio portrait of Jonas Bright. |~|Jonas W. Bright was born in Texas and moved to California in 1887. He married Birdie L. Cooper in Los Angeles in 1900.,,1 photograph,,public domain,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",,"Bright, Jonas W., 1864-1917",,local,African American men,lcsh,,,,,Portrait photographs,tgm,Cooper/Bright families,"Box 7, Folder 12",,,,
Masters/othermasters/dl_miriammatthews/box07/uclalsc_1889_b07_f12_005a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1g467cq,Work,,"Birdie L. Cooper Bright, circa 1900",,Cooper/Bright families,still image,[circa 1900],,,,,,,,,Studio portrait of Birdie L. Cooper Bright. |~|Birdie L. Cooper Bright was born in Texas and came to California in 1891.  She married Jonas W. Bright in Los Angeles in 1900.,,1 photograph,,public domain,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",,"Bright, Birdie L., 1877-1919",,local,African American women,lcsh,,,,,Portrait photographs,tgm,Cooper/Bright families,"Box 7, Folder 12",,,,
Masters/othermasters/dl_miriammatthews/box07/uclalsc_1889_b07_f12_006a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1bc5gjn,Work,,"Pearl Cooper Johnson, circa 1895",,Cooper/Bright families,still image,[circa 1895],1895,,,,,,,,"Studio portrait of Pearl Cooper. |~|Pearl Cooper Johnson was chosen to ride in the Los Angeles Fiesta de Los Angeles parade in 1900 on a float submitted by the California Eagle newspaper (a black newspaper founded in 1891). She married Shadrick Johnson and was the mother of Cornelius Cooper Johnson, who won the Olympic gold medal in high jump in 1936.",,1 photograph,,public domain,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",,"Johnson, Pearl Cooper, 1875-1970",,local,African American women,lcsh,,,,,Portrait photographs,tgm,Cooper/Bright families,"Box 7, Folder 12",,,,
Masters/othermasters/dl_miriammatthews/box07/uclalsc_1889_b07_f12_007a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z16m4qtx,Work,,"Cornelius Cooper Johnson executing a high jump at the Olympic stadium, Berlin, 1936",,Cooper/Bright families,still image,"August, 1936",1936-08,,,,,,,,"Cornelius Cooper Johnson executing a high jump in the stadium at the 1936 Olympic games in Berlin. |~|Cornelius Cooper Johnson was the son of Pearl Cooper Johnson and Shadrick Johnson. He was one of four African American track and field athletes at the 1932 Olympics in Los Angeles. Finishing the high jump in a four-way tie for first place, a jump-off was held to determine the gold, silver, and bronze medalists. Johnson finished in fourth place. One of 19 African American athletes sent to the 1932 Olympics in Berlin, Johnson won the gold medal in the high jump, setting an Olympic record performance of 6' 8'.",,1 photograph,,unknown,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",,"Johnson, Cornelius Cooper, 1913-1946|~|Olympic Games (11th : 1936 : Berlin, Germany)",,local|~|naf,Olympic athletes|~|Track and field athletes,lcsh|~|lcsh,Berlin (Germany),lcsh,52.514697,13.239499,photographs,aat,Cooper/Bright families,"Box 7, Folder 12",,,,
Masters/othermasters/dl_miriammatthews/box07/uclalsc_1889_b07_f13_001a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z12v405w,Work,,"Floyd Covington when he was about 17 years old, 1918",,Floyd C. Covington as a child,still image,"June 16, 1918",1918-06-16,,,,,,,,"Floyd Covington as a young man, age 17, wearing a suit, a plaid necktie and straw boater, standing on a street in South Central Los Angeles. A billboard advertising the April 29 and 30 showing of the movie ""Humdrum Brown"" staring Henry B. Walthall, playing at the Rosebud Theatre on 1940 South Central Avenue, is visible on a vacant lot across the street on the right.|~|Floyd Covington was a leader of the Los Angeles black community for five decades. He earned a BA in sociology from Washburn College (1923), and an MA in sociology and economics from the University of Pittsburgh (1928). He moved to Los Angeles and held the position of industrial secretary of the Los Angeles branch of the National Urban League, became the executive director in 1931 and stayed with the Urban League until 1950. He was a racial relations advisor with the Federal Housing Administration. He worked for the FHA from 1950 to  1975.",,1 photograph,,public domain,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",,"Covington, Floyd C., 1901-1989",,naf,African American civic leaders|~|African American civil rights workers,lcsh|~|lcsh,Los Angeles (Calif.),lcsh,,,photographs,aat,"Floyd C. Covington ; Social clubs, Greek societies, Community Organizations, ; Floyd Covington, Los Angeles Urban League","Box 7, Folder 13",,,,
Masters/othermasters/dl_miriammatthews/box07/uclalsc_1889_b07_f14_001.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1z6262s,Work,,"Children of Harold Crowe, 1960s",,"Harold Crowe, children of",still image,[1960s],1960/1970,,,,,,,,"Children of Harold Crowe, a boy, a girl and a baby, at a living room sofa. ",,1 photograph,,unknown,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",,,,,African American children,lcsh,,,,,Portrait photographs,tgm,Crowe family,"Box 7, Folder 14",,,,
Masters/othermasters/dl_miriammatthews/box07/uclalsc_1889_b07_f15_001.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1tf1fdz,Work,,"Daniel James Cunningham, (copy photo made 1930-1989)",,Daniel James Cunningham,still image,[1930-1989],1930/1989,,,,,,,,of Daniel James Cunningham,,1 photograph,,unknown,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",,"Cunningham, Daniel James ",,local,African American children,lcsh,,,,,Portrait photographs,tgm,Daniel James Cunningham,"Box 7, Folder 15",,,,
Masters/othermasters/dl_miriammatthews/box08/uclalsc_1889_b08_f01_001a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1pp0pr4,Work,,"Six charter members of the Kappa Alpha Psi fraternity in the UCLA Yearbook, 1924",,Edgar Johnson,still image,1924,1924,,,,,,,,"Page in the 1924 UCLA Yearbook with oval photo portraits of six members of the Upsilon Chapter of the Kappa Alpha PSI fraternity, (top): Wendell P. Gladden, (2nd row, l-r): Jefferson Brown, Leon Whitaker, (3rd row): Edgar Johnson, (4th row, l-r): William Rux, Jr., Lorenz Graham.      |~|Jefferson Maze Brown worked as an agent at Golden State Mutual before his early death. Wendell P. Gladden was a member of a prominent African American community family in Los Angeles. Leon L. Whitaker was the first black deputy district attorney in Los Angeles before his early death. Edgar J. Johnson worked for Golden State Mutual Life Insurance Company for 45 years, rising to President of the company. Lorenz Graham (1902-1989) was a novelist, short story writer, folklorist, educator, lecturer, and award-winning children's and young adult's author.|~|The Kappa Alpha Psi Fraternity was established on the campus of UCLA in 1924.",,1 photograph,Signed: Sincerely your friend Edgar Johnson / 26 [i.e. class of 1926],unknown,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",,"Johnson, Edgar J. (Edgar James), 1904-2001|~|Gladden, Wendell P., Jr., 1901-1964|~|Brown, Jefferson Maze, 1904-1931|~|Whitaker, Leon L., 1904-1931|~|Rux, William, Jr.|~|Graham, Lorenz",,local|~|local|~|local|~|local|~|local|~|naf,African American businesspeople|~|African American lawyers|~|African American authors,lcsh|~|lcsh|~|lcsh,Los Angeles (Calif.),lcsh,,,Portrait photographs,tgm,"Danley/Johnson/Saunders families ; Social clubs, Greek societies, Community Organizations, ; Kappa Alpha Psi fraternity, UCLA","Box 8, Folder 1",,,,
Masters/othermasters/dl_miriammatthews/box08/uclalsc_1889_b08_f02_001a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1jw9xxh,Work,,"Margaret Danley when she received her M.A. degree at Howard University, Washington, D.C., 1953",,"Margaret Danley, graduation photo",still image,1953,,,,,,,,,"Studio portrait of Margaret Helena Danley in her cap and gown when he completed her Masters Degree at Howard University. |~|Margaret Danley received her B.A. from the University of Hawaii (1948) and her M.A. degree in social work from Howard University (1953). Her father, Samuel Boba Danley, was a  Department of Labor employment specialist.",,1 photograph,,unknown,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",,"Danley, Margaret Helena, born 1928 or 29",,local,African American college graduates,lcsh,Washington (D.C.),lcsh,,,Portrait photographs,tgm,Danley/Johnson/Saunders families ; Unidentified individuals and groups ; Unidentified individuals and groups (2 of 2),"Box 8, Folder 2",,,,
Masters/othermasters/dl_miriammatthews/box08/uclalsc_1889_b08_f02_002a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1f49640,Work,,[duplicate of :   uclalsc_1889_b08_f03_015],Private,"Margaret Danley, graduation photo",still image,,1885/1980,,,,,,,,Margaret Danley received M.A. degree from Howard University.,,1 photograph,,copyrighted,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",,,,,,,,,,,photographs,aat,Danley/Johnson/Saunders families,"Box 8, Folder 2",,,,
Masters/othermasters/dl_miriammatthews/box08/uclalsc_1889_b08_f03_001a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z19c8fd8,Work,,"Calvin B. Harper in military uniform during WWII, 1941-1945",,"Danley family, original small photos",still image,[1941-1945],1941/1945,,,,,,,,"Portrait of Calvin B. Harper in uniform during World War II. |~|Calvin Harper was the son of Carilous P. Harper and Helena Theresa Johnson Harper, brother of Bel Virginia Harper Danley and Helena Harper Coates. ",,1 photograph,,unknown,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",,"Harper, Calvin B. (Calvin Butler), 1908-1977",,local,African American soldiers,lcsh,,,,,Portrait photographs,tgm,Danley/Johnson/Saunders families,"Box 8, Folder 3",,,,
Masters/othermasters/dl_miriammatthews/box08/uclalsc_1889_b08_f03_002a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z15m7prf,Work,,"Danley family at Samuel Boba Danley Jr.'s graduation from U.S.C., Los Angeles, 1923",,"Danley family, original small photos",still image,1923,1923,,,,,,,,"Portrait of the Danley family at the University of Southern California on the day of Samuel Jr.'s graduation. Left to right: Margie Danley, Mary Danley (mother), Samuel B. Danley, Jr., Samuel B. Danley (father), and Homer V. Danley. |~|Samuel Boba Danley and Theresa Bel Virginia Harper Danley were the parents of Margaret Helena Danley. ",,1 photograph,"Written below photo: Margie, Mother, S. B. Jr., Father, Homer",unknown,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",,"Smith, Margie Danley, 1894-1945|~|Danley, Mary B., 1873-1959|~|Danley, Samuel B. (Samuel Bober), 1897-1989|~|Danley, Samuel B. (Samuel Boba), 1850-1940|~|Danley, Homer V. (Homer Vincent), 1901-1969",,local|~|local|~|local|~|local|~|local,African American families|~|African American college graduates,lcsh|~|lcsh,Los Angeles (Calif.),lcsh,,,Portrait photographs,tgm,Danley/Johnson/Saunders families,"Box 8, Folder 3",,,,
Masters/othermasters/dl_miriammatthews/box08/uclalsc_1889_b08_f03_003a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z11z5nd0,Work,,"Theresa Bel Virginia Harper (Danley), University of California graduation, Berkeley (?), 1925",,"Danley family, original small photos",still image,1925,1925,,,,,,,,Studio portrait of Theresa Bel Virginia Harper Danley in her cap and gown when she completed her BA at the University of California. |~|Theresa Bel Virginia Harper Danley was the sister of Helena H. Harper Coates and Calvin B. Harper. Her daughter was Margaret Helena Danley.,,1 photograph,,unknown,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",,"Danley, Theresa Bel Virginia Harper, 1902-1998",,local,African American college graduates,lcsh,Berkeley (Calif.),lcsh,,,Portrait photographs,tgm,Danley/Johnson/Saunders families,"Box 8, Folder 3",,,,
,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1x65509,Work,,"Envelope addressed to E. H. Johnson, 1892",,"Danley family, original small photos",still image,July 1892,1892-07,,,,,,,,"Envelope addressed to E. H. Johnson (Ernest Houston Johnson), #600, d St., Sacramento, Cal. |~|Ernest Houston Johnson, was the first Black graduate of Stanford University in the class of 1895. He was the brother of Helena and Belle Johnson.",,2 pp.,,public domain,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",,"Johnson, E. H. (Ernest Houston), 1871-1898",,local,African American men,lcsh,Sacramento (Calif.),lcsh,,,envelopes,aat,Danley/Johnson/Saunders families,"Box 8, Folder 3",,,,
Masters/othermasters/dl_miriammatthews/box08/uclalsc_1889_b08_f03_004a.tif,ark:/21198/z1x65509,ark:/21198/z1x65509,ark:/21198/z15q6dpw,Page,1,"Envelope front, with address",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masters/othermasters/dl_miriammatthews/box08/uclalsc_1889_b08_f03_004b.tif,ark:/21198/z1x65509,ark:/21198/z1x65509,ark:/21198/z1224cbr,Page,2,"Envelope back, with postmark",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masters/othermasters/dl_miriammatthews/box08/uclalsc_1889_b08_f03_005a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1sf4d8k,Work,,"Ruth Bork (?), Belle Johnson, Helena Johnson and Ione Murrels, Sacramento, circa 1895",,"Danley family, original small photos",still image,[circa 1895],1895,,,,,"Hodson, Burton M. (Burton Mark), 1875-1949",,local,"Studio portrait of four young women (order of images unknown): Ruth Bork (?), Belle Johnson, Helena Johnson, and Ione Murrels.   |~|These young women lived in Sacramento (with the possible exception of Ruth). Belle and Helena were sisters. |~|Burton M. Hodson had a studio in Sacramento at 813 K Street in 1902 and later on 9th Street between J and K Streets. His father, John R. Hodson, was also a photographer working in Sacramento and San Francisco.",,1 photograph,"Written on back of photo: Ruth Bork [?], Belle Johnson, Lena Johnson, Ione Murrels / 432-17530 Buck[...] 2643-1 15th St NW, Wash. D C.  On photo  mat: Hodson's Ideal Panel / Burton M. Houston, 813 K St., Sacramento, Cal.",public domain,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",,"Butler, Belle Johnson, b. 1879|~|Harper, Helena Theresa Johnson, 1877-1927|~|Francis, Ione I. Murrels, 1871 or 2-1971",,local|~|local|~|local,African American women,lcsh,Sacramento (Calif.),lcsh,38.579969,-121.495882,group portraits,aat,Danley/Johnson/Saunders families,"Box 8, Folder 3",,,,
Masters/othermasters/dl_miriammatthews/box08/uclalsc_1889_b08_f03_006a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1np3nfh,Work,,"McCard children, Oakland, circa 1910",,"Danley family, original small photos",still image,[circa 1910],1910,,,,,,,,"The McCard children (tallest to shortest): Beverly, Owen, Lois and Miriam, standing in front of a house.  |~|Their mother, Louise V. Johnson McCard was sisters with Belle Johnson Butler and Helen Theresa Johnson Harper. ",,1 photograph,,public domain,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",,"McCard, Beverly S. (Beverly Scott), 1897-1947|~|McCard, Owen J., 1903-1962|~|McCard, Lois Maria, 1906-1911|~|McCard, Miriam Rachel, 1911-1982",,local|~|local|~|local|~|local,African American children,lcsh,Oakland (Calif.),lcsh,,,photographs,aat,Danley/Johnson/Saunders families,"Box 8, Folder 3",,,,
Masters/othermasters/dl_miriammatthews/box08/uclalsc_1889_b08_f03_007a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1hx2wnw,Work,,"Calvin ""Connie"" Harper as a toddler, Sacramento, circa 1910",,"Danley family, original small photos",still image,[circa 1910],1910,,,,,"Hodson, Burton M. (Burton Mark), 1875-1949",,local,"Studio portrait of Calvin B. Harper as a toddler, standing on the seat of a carved wooden chair. |~|Calvin Harper was the son of Carilous P. Harper and Helena Theresa Johnson Harper, brother of Bel Virginia Harper Danley and Helena Harper Coates. |~|Burton M. Hodson had a studio in Sacramento at 813 K Street in 1902 and later on 9th Street between J and K Streets. His father, John R. Hodson, was also a photographer working in Sacramento and San Francisco.",,1 photograph,"Hello! Uncle Harry / This is me ""Connie"" / ""Two O'Clock""",public domain,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",,"Harper, Calvin B. (Calvin Butler), 1908-1977",,local,African American pioneers,lcsh,Sacramento (Calif.),lcsh,,,Portrait photographs,tgm,Danley/Johnson/Saunders families,"Box 8, Folder 3",,,,
Masters/othermasters/dl_miriammatthews/box08/uclalsc_1889_b08_f03_008a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1d524xv,Work,,"Theresa Bel Virginia Harper, Sacramento, 1921",,"Danley family, original small photos",still image,1921,1912,,,,,,,,Studio portrait of Theresa Bel Virginia Harper (later Theresa Bel Virginia Harper Danley) at the time of her graduation from Sacramento High School. |~|Theresa Bel Virginia Harper Danley was the sister of Helena H. Harper Coates and Calvin B. Harper. She married Samuel Bober Danley and her daughter was Margaret Helena Danley.,,1 photograph,,public domain,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",,"Danley, Theresa Bel Virginia Harper, 1902-1998",,local,African American women,lcsh,Sacramento (Calif.),lcsh,,,Portrait photographs,tgm,Danley/Johnson/Saunders families ; Danley/Johnson/Saunders families ; Samuel and Theresa Harper Danley,"Box 8, Folder 3",,,,
Masters/othermasters/dl_miriammatthews/box08/uclalsc_1889_b08_f03_009a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z18d1d8f,Work,,"Edwin Coates, music teacher and husband of Helena Harper Coates, 1940-1950",,"Danley family, original small photos; Edwin and Helena Harper Coates",still image,[1940-1950],1940/1950,,,,,,,,"Studio portrait of Edwin Coates. |~|Edwin Coates (Charles Edwin Coates) was a pianist, composer and faculty member of the Martin-Smith School of Music in New York. In 1917, he graduated from the Institute of Musical Art, which was founded and directed by Frank Heino Damrosch, and which later merged with the Juilliard Graduate School to form the Juilliard School. In 1938 he married social worker Helena Hester Harper, the Executive Secretary of the West Harlem Council of Social Agencies.",,1 photograph,Written on back of photo: He is not really this ugly but you know he is your loving Uncle Eddie.,unknown,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",Danley/Johnson/Saunders families,"Coates, Edwin, 1895-1989|~|Martin-Smith School of Music (New York, N.Y.)|~|Juilliard School",,local|~|local |~|naf,African American music teachers,lcsh,,,,,Portrait photographs,tgm,"Danley family, original small photos ; Coates family ; Edwin and Helena Harper Coates ; Unidentified individuals and groups","Box 8, Folder 3",,,,
Masters/othermasters/dl_miriammatthews/box08/uclalsc_1889_b08_f03_010a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z14q9c0b,Work,,"Belle Johnson Butler, Sacramento, circa 1900",,"Danley family, original small photos",still image,[circa 1900],1900,,,,,"Varney Photographer (Sacramento, Calif.)",,local,"Studio portrait of Belle Johnson Butler. |~|Belle Johnson Butler, Helena Theresa Johnson Harper and Louise V. Johnson McCard were sisters.  ",,1 photograph,"Photographer seal: Varney Photographer, frames & mouldings, 418 K. St., Sacramento. Written back of photo: Belle Johnson Butler, Aunt of Theresa Danley",public domain,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",,"Butler, Belle Johnson, b. 1879",,local,African American women,lcsh,Sacramento (Calif.),lcsh,,,Portrait photographs,tgm,Danley/Johnson/Saunders families,"Box 8, Folder 3",,,,
Masters/othermasters/dl_miriammatthews/box08/uclalsc_1889_b08_f03_011.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z10z8mcz,Work,,"Belle Johnson Butler and Helena Theresa Johnson Harper, circa 1896",,"Danley family, original small photos",still image,[circa 1896],1896,,,,,,,,"Studio portrait of sisters Belle Johnson Butler and Helena Theresa Johnson Harper standing in front of a painted garden backdrop. |~|Belle Johnson Butler, Helena Theresa Johnson Harper and Louise V. Johnson McCard were sisters.  ",,1 photograph,,public domain,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",,"Butler, Belle Johnson, b. 1879|~|Harper, Helena Theresa Johnson, 1877-1927",,local|~|local,African American sisters,lcsh,Sacramento (Calif.),lcsh,,,Portrait photographs,tgm,"Danley/Johnson/Saunders families ; Other Individuals and Families in Early California, ; Other early California families","Box 8, Folder 3",,,,
Masters/othermasters/dl_miriammatthews/box08/uclalsc_1889_b08_f03_012.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1w683vh,Work,,"Belle Johnson Butler, circa 1896",,"Danley family, original small photos",still image,[circa 1896],1896,,,,,,,,"Studio portrait of Belle Johnson Butler in front of a painted garden backdrop. |~|Belle Johnson Butler, Helena Theresa Johnson Harper and Louise V. Johnson McCard were sisters.  ",,1 photograph,,public domain,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",,"Butler, Belle Johnson, b. 1879",,local,African American women,lcsh,Sacramento (Calif.),lcsh,,,Portrait photographs,tgm,Danley/Johnson/Saunders families,"Box 8, Folder 3",,,,
Masters/othermasters/dl_miriammatthews/box08/uclalsc_1889_b08_f03_013.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1rf7c29,Work,,"Belle Johnson Butler, circa 1896",,"Danley family, original small photos",still image,[circa 1896],1896,,,,,,,,"Studio portrait of Belle Johnson Butler in front of a painted garden backdrop. |~|Belle Johnson Butler, Helena Theresa Johnson Harper and Louise V. Johnson McCard were sisters.  ",,1 photograph,,public domain,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",,"Butler, Belle Johnson, b. 1879",,local,African American women,lcsh,Sacramento (Calif.),lcsh,,,Portrait photographs,tgm,Danley/Johnson/Saunders families,"Box 8, Folder 3",,,,
Masters/othermasters/dl_miriammatthews/box08/uclalsc_1889_b08_f03_014a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1mp6m8p,Work,,"Belle Johnson Butler and Helena Theresa Johnson Harper, circa 1896",,"Danley family, original small photos",still image,[circa 1896],1896,,,,,,,,"Studio portrait of sisters Belle Johnson Butler and Helena Theresa Johnson Harper standing in front of a painted garden backdrop. |~|Belle Johnson Butler, Helena Theresa Johnson Harper and Louise V. Johnson McCard were sisters.  ",,1 photograph,,public domain,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",Danley/Johnson/Saunders families,"Butler, Belle Johnson, b. 1879|~|Harper, Helena Theresa Johnson, 1877-1927",,local|~|local,African American sisters,lcsh,Sacramento (Calif.),lcsh,,,Portrait photographs,tgm,"Danley family, original small photos ; Danley/Johnson/Saunders families ; Margaret Danley, graduation photo ; Other Individuals and Families in Early California, ; Other early California families","Box 8, Folder 3",,,,
Masters/othermasters/dl_miriammatthews/box08/uclalsc_1889_b08_f03_015a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1gx5vkd,Work,,"Margie Danley, 1925-1930",,"Danley family, original small photos",still image,[1925-1930],1925/1930,,,,,,,,"Studio portrait of Margie Danley. |~|Marjorie Danley Smith was the sister of Samuel Bober Danley and the aunt of Margaret Danley. She is identified as Margie Danley on the back of the photograph, suggesting that it was taken before her marriage to Napoleon Smith in 1939.",,1 photograph,,unknown,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",Danley/Johnson/Saunders families,"Smith, Margie Danley, 1894-1945",,local,African American women,lcsh,,,,,Portrait photographs,tgm,"Danley family, original small photos ; Danley/Johnson/Saunders families ; Margaret Danley, graduation photo ; Unidentified individuals and groups","Box 8, Folder 3",,,,
Masters/othermasters/dl_miriammatthews/box08/uclalsc_1889_b08_f03_016.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1c553x8,Work,,"Miriam McCard, Oakland, circa 1929",,"Danley family, original small photos",still image,[circa 1929],1929,,,,,,,,"Studio portrait of Miriam McCard. |~|Miriam's mother, Louise V. Johnson McCard was sisters with Belle Johnson Butler and Helen Theresa Johnson Harper. ",,1 photograph,,unknown,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",,"Rogers, Miriam Rachel McCard, 1911-1982",,local,African American women,lcsh,Oakland (Calif.),lcsh,,,Portrait photographs,tgm,Danley/Johnson/Saunders families ; McCard family ; McCard family,"Box 8, Folder 3",,,,
Masters/othermasters/dl_miriammatthews/box08/uclalsc_1889_b08_f03_017a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z17h32kt,Work,,[duplicate of :   uclalsc_1889_b08_f06_004],Private,"Danley family, original small photos",still image,[circa 1930-1940],1930/1940,,,,,,,,"Studio portrait of Calvin ""Connie"" Harper. |~|Calvin Harper was the son of Carilous P. Harper and Helena Theresa Johnson Harper, brother of Bel Virginia Harper Danley and Helena Harper Coates. ",,1 photograph,,unknown,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",,"Harper, Calvin B. (Calvin Butler), 1908-1977",,local,,,,,,,Portrait photographs,tgm,Danley/Johnson/Saunders families,"Box 8, Folder 3",,,,
