"File Name","Parent ARK","Parent ARK (ingest)","Item ARK","Object Type","Item Sequence","Title","Visibility","AltTitle.other","Type.typeOfResource","Date.creation","Date.normalized","Name.architect","Artist","Author","Name.creator","Name.photographer","Photocopier","Creator 1 Source|~|Creator 2 Source","Description.note","Description.abstract","Format.extent","Description.caption","Rights.copyrightStatus","Copyright Statement","Rights.rightsHolderName","Copyright Holder 1 Source","Rights.servicesContact","Series","Sub-series","Name.subject","Subject.name Role","Subject.name Source","Subject topic","Subject.topic Source","Subject place","Place Source","Description.latitude","Description.longitude","Type.genre","Genre Source","Source?","Physical Location","Thumbnail","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/dl_miriammatthews/box02/uclalsc_1889_b02_f02_007.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z15m7ppj","Work","","Anna Dugged Owens as a child, 1880-1890","","Robert Curry Owens, wife Anna Dugger, her Dugger family","still image","[1880-1890]","1880/1890","","","","","","","","Studio portrait of Anna Dugged Owens as a girl, standing beside a potted plant with a landscape backdrop in the background.|~|Anna Dugged Owens married Robert Curry Owens who was the grandson of Robert Owens, Sr., and Biddy Mason, early African American pioneers and Los Angeles landowners.","","1 photograph","","public domain","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Early Settlers Within Los Angeles, 1800-1880","Owens, Anna Dugged, 1872-1932","","local","African American pioneers","lcsh","","","","","Portrait photographs","tgm","Robert Curry Owens, wife Anna Dugger, her Dugger family","Box 2, Folder 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15m7ppj","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15m7ppj/manifest"
"Masters/othermasters/dl_miriammatthews/box02/uclalsc_1889_b02_f02_008.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z11v6z0p","Work","","James Dugged, father of Anna Dugged Owens, 1870-1880","","Robert Curry Owens, wife Anna Dugger, her Dugger family","still image","[1870-1880]","1870/1880","","","","","","","","Studio portrait of James Dugged, father of Anna Dugged Owens.","","1 photograph","","public domain","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Early Settlers Within Los Angeles, 1800-1880","Dugged, James","","local","African American pioneers","lcsh","","","","","Portrait photographs","tgm","Robert Curry Owens, wife Anna Dugger, her Dugger family","Box 2, Folder 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11v6z0p","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11v6z0p/manifest"
"Masters/othermasters/dl_miriammatthews/box02/uclalsc_1889_b02_f02_009a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1x654x0","Work","","Anna Dugged Owens as a child, 1880-1890","","Robert Curry Owens, wife Anna Dugger, her Dugger family","still image","[1880-1890]","1880/1890","","","","","","","local","Studio portrait of Anna Dugged Owens as a girl, standing beside a chaise.|~|Anna Dugged Owens married Robert Curry Owens who was the grandson of Robert Owens, Sr., and Biddy Mason, early African American pioneers and Los Angeles landowners.  |~|On the back is a biographical note about Robert Owens, Sr., written by Robert Curry Owens, his grandson, p. 4|~|Robert Owens, Sr., came to Los Angeles in 1850 and established himself as a horse and mule trader, and stable owner. His son, Charles Owens, married Ellen Mason, an ex-slave and the daughter of Bridget “Biddy” Mason.","","1 photograph","Written on back of photo: (4) corner of Main & First St. He stated the object of his visit and offered his note. Mr. Rowan promptly replied ""Bob"" if your word is no good, your note is worthless. With that they started for Temple Block the only place in town to leave your money. He handed my grandfather $1500 with this remark, now Bob you pay me just as soon as you can. This Rowan the Baker was the father of Tom Rowan at one time mayor of L.A. and held other important offices.","public domain","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Early Settlers Within Los Angeles, 1800-1880","Owens, Anna Dugged, 1872-1932|~|Owens, Robert, Sr., d. 1865","","local|~|local","African American pioneers","lcsh","","","","","Portrait photographs|~|biographies (documents)","tgm|~|aat","Robert Curry Owens, wife Anna Dugger, her Dugger family","Box 2, Folder 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x654x0","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x654x0/manifest"
"","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1087pw7","Work","","Biographical note about Robert Owens, Sr., written by his grandchild, Robert Curry Owens","","Robert Curry Owens, wife Anna Dugger, her Dugger family","still image","[1900-1932]","1900/1931","","","Owens, Robert Curry, 1859-1932","","","","local","Robert Owens, Sr., came to Los Angeles in 1850 and established himself as a horse and mule trader, and stable owner. His son, Charles Owens, married Ellen Mason, an ex-slave and the daughter of Bridget “Biddy” Mason.","","4 pp.","Text: (1) My Grandfather. In the year 1850 my grandfather arrived in L.A. crossing the plains by team in six months. Shortly after my grandfather (Bob Owens) arrived he became very  popular with all classes. Among his most intimate friends were J. G. Downey afterwards Governor Downey, Judge Drowns, Col. Ker[...], Judge Dryden, J. G. Howard, Doctor Griffin, Gen. Hancock, and Gen. Johnston, and Gen. Banning. He was a trader, principally in horses and mules. He made many trips to the large ranches in San Diego.|~|Text: (2) and returned with two & three hundred animals mostly for saddle & pack purposes, these animals were all wild. When they arrived at ""Bob Owens Corral"" on San Pedro St. they were met by ten Vaqu[...] with saddles and the fun was on. When the steamer [...] arrived from San Francisco it seemed that everybody headed for old Bob stable. Buying an outfit and off for Arizona, many a mule half broken to the saddle, returned to the ranch after dumping its rider. When the war came on my grandfather established a stable on Main Street, the site of the old L. A. theatre. It extended to what's known [...]Text: (2) and returned with two & three hundred animals mostly for saddle & pack purposes, these animals were all wild. When they arrived at ""Bob Owens Corral"" on San Pedro St. they were met by ten Vaqu[...] with saddles and the fun was on. When the steamer [...] arrived from San Francisco it seemed that everybody headed for old Bob stable. Buying an outfit and off for Arizona, many a mule half broken to the saddle, returned to the ranch after dumping its rider. When the war came on my grandfather established a stable on Main Street, the site of the old L. A. theatre. It extended to what's known [...]|~|Text: (3) as L. A. Street at that time. It was the property of my father Chas. Owens where I was born. When war was declared, my grandfather signed a contract to furnish Hay at San Pedro for the Government's use. His Main St. Stable was known as ""Government Corral."" as his contract called for the care of all animals belonging to the Government while in the city. Shortly after my grandfather arrived in L.A. he became interested in a strip of property on San Pedro St. but had no capital. He went to a friend then known as ""Rowa the Baker"" at the [...]|~|Text: (4) corner of Main and First St. He stated the object of his visit and offered his note. Mr. Rowan promptly replied “Bob” if your word is no good, your note is worth less. With that they started for Temple Block the only place in town to leave your money. He handed my grandfather $1500 with this remark, now Bob you pay me just as soon as you can. This Rowan the Baker was the father of Tom Rowan at one time mayor of L. A. and held other important offices.","public domain","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Early Settlers Within Los Angeles, 1800-1880","Owens, Robert, Sr., d. 1865","","local","African American pioneers","lcsh","","","","","biographies (documents)","aat","Robert Curry Owens, wife Anna Dugger, her Dugger family","Box 2, Folder 2","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mp6m77","missing","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1087pw7/manifest"
"Masters/othermasters/dl_miriammatthews/box02/uclalsc_1889_b02_f02_018.tif","ark:/21198/z1087pw7","ark:/21198/z1087pw7","ark:/21198/z1mp6m77","Page","1","Biographical note about Robert Owens, Sr., p. 1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mp6m77",""
"Masters/othermasters/dl_miriammatthews/box02/uclalsc_1889_b02_f02_019.tif","ark:/21198/z1087pw7","ark:/21198/z1087pw7","ark:/21198/z1gx5vhh","Page","2","Biographical note about Robert Owens, Sr., p. 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gx5vhh",""
"Masters/othermasters/dl_miriammatthews/box02/uclalsc_1889_b02_f02_020.tif","ark:/21198/z1087pw7","ark:/21198/z1087pw7","ark:/21198/z1c553vc","Page","3","Biographical note about Robert Owens, Sr., p. 3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c553vc",""
"Masters/othermasters/dl_miriammatthews/box02/uclalsc_1889_b02_f02_009b.tif","ark:/21198/z1087pw7","ark:/21198/z1087pw7","ark:/21198/z1sf4d74","Page","4","Biographical note about Robert Owens, Sr., p. 4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sf4d74",""
"Masters/othermasters/dl_miriammatthews/box02/uclalsc_1889_b02_f02_010.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1np3nd2","Work","","Louisa Dugged Lee, mother of Anna Dugged Owens, circa 1880","","Robert Curry Owens, wife Anna Dugger, her Dugger family","still image","[circa 1880]","1880","","","","","","","","Text of the plaque: This plaque marks the location of the original southeast corner of El Pueblo Nuestra Señora La Reina De Los Angeles De Porciuncula as established in 1781. The greater Boyle Heights Bicentennial Committee, The Los Angeles Historical Society, June 28, 1980. Tom Bradley -- Mayor, Arthur K. Snyder -- Councilman 14th District.  |~|Louisa Dugged Lee (Feb. 1 1852-Jan. 15, 1927) was the mother of Anna Dugged Owens. She came to California from Missouri. In 1920 she lived on S. Albany St. in Los Angeles with her son, Ebberhart Lee.","","1 photograph","","public domain","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Early Settlers Within Los Angeles, 1800-1880","Lee, Louisa Dugged, 1852-1927","","local","African American pioneers","lcsh","","","","","Portrait photographs","tgm","Robert Curry Owens, wife Anna Dugger, her Dugger family","Box 2, Folder 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1np3nd2","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1np3nd2/manifest"
"Masters/othermasters/dl_miriammatthews/box02/uclalsc_1889_b02_f02_011a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1hx2wmf","Work","","Robert Curry Owens, 1880-1900","","Robert Curry Owens, wife Anna Dugger, her Dugger family","still image","[1880-1900]","1880/1900","","","","","","","","Studio portrait of Robert Curry Owens.|~|Robert Curry Owens was the grandson of Robert Owens, Sr., and Biddy Mason, early African American pioneers and Los Angeles landowners.","","1 photograph","Written on back of photo: Robert Curry Owens, grandson of Biddy Mason, son of Mr. & Mrs. Charles Owens. Please credit Miriam Matthews.","public domain","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Early Settlers Within Los Angeles, 1800-1880","Owens, Robert Curry, 1859-1932","","local","African American pioneers","lcsh","","","","","Portrait photographs","tgm","Robert Curry Owens, wife Anna Dugger, her Dugger family","Box 2, Folder 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hx2wmf","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hx2wmf/manifest"
"Masters/othermasters/dl_miriammatthews/box02/uclalsc_1889_b02_f02_012a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z1d524wd","Work","","Robert Curry Owens, circa 1890","","Robert Curry Owens, wife Anna Dugger, her Dugger family","still image","[circa 1890]","1890","","","","","","","","Studio portrait of Robert Curry Owens at age 30.|~|Robert Curry Owens was the grandson of Robert Owens, Sr., and Biddy Mason, early African American pioneers and Los Angeles landowners.","","1 photograph","","public domain","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Early Settlers Within Los Angeles, 1800-1880","Owens, Robert Curry, 1859-1932","","local","African American pioneers","lcsh","","","","","Portrait photographs","tgm","Robert Curry Owens, wife Anna Dugger, her Dugger family","Box 2, Folder 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d524wd","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1d524wd/manifest"
"Masters/othermasters/dl_miriammatthews/box02/uclalsc_1889_b02_f02_013.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z18d1d6j","Work","","Robert Curry Owens, circa 1900","","Robert Curry Owens, wife Anna Dugger, her Dugger family","still image","[circa 1900]","1900","","","","","","","","Studio portrait of Robert Curry Owens.|~|Robert Curry Owens was the grandson of Robert Owens, Sr., and Biddy Mason, early African American pioneers and Los Angeles landowners.","","1 photograph","","public domain","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Early Settlers Within Los Angeles, 1800-1880","Owens, Robert Curry, 1859-1932","","local","African American pioneers","lcsh","","","","","Portrait photographs","tgm","Robert Curry Owens, wife Anna Dugger, her Dugger family","Box 2, Folder 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18d1d6j","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18d1d6j/manifest"
"Masters/othermasters/dl_miriammatthews/box02/uclalsc_1889_b02_f02_014a.tif","ark:/21198/z1418fnd","ark:/21198/z1418fnd|~|ark:/21198/n11s67","ark:/21198/z14n0nk5","Work","","Robert Curry Owens, circa 1900","","Robert Curry Owens, wife Anna Dugger, her Dugger family","still image","[circa 1900]","1900","","","","","","","","Robert Curry Owens, seated in a parlor holding a newspaper or book.|~|Robert Curry Owens was the grandson of Robert Owens, Sr., and Biddy Mason, early African American pioneers and Los Angeles landowners.","","1 photograph","Written on back of photo: Bob Owens - Gladys' father","public domain","","","","spec-coll@library.ucla.edu","Early California, 1781-1920","Early Settlers Within Los Angeles, 1800-1880","Owens, Robert Curry, 1859-1932","","local","African American pioneers","lcsh","","","","","Portrait photographs","tgm","Robert Curry Owens, wife Anna Dugger, her Dugger family","Box 2, Folder 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14n0nk5","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14n0nk5/manifest"
