File Name,Title,Object Type,Item Sequence,viewingHint,AltIdentifier.local,Thumbnail,Finding Aid URL,Alt ID.url,Item ARK,Parent ARK (fester),Parent ARK,Opac url,Date.creation,Date.normalized,Summary,Description.caption,Description.note,Description.fundingNote,Language,Name.repository,Rights.servicesContact,Type.genre,Name.subject,Subject geographic,Text direction,IIIF Range,Representative image,Masthead,Featured image,Rights.copyrightStatus,Type.typeOfResource,IIIF Manifest URL
,"Address. Dillon S. Myer. ""One Thousandth of A Nation"" ",Work,,individuals,"Collection 131, Box 2, Folder 2",https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc1sm5,https://oac.cdlib.org/findaid/ark:/13030/tf867nb5b5/,,ark:/21198/z1gf2gzt,ark:/21198/z1wm32vb,ark:/21198/z1wm32vb|~|ark:/21198/n11s67,http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232768,1944 March 23,1944-03-23,,,"Address by the Director of the WRA, before a joint meeting of civic organizations in Salt Lake City, UT. Includes descriptions of life in the incarceration camps, and argues for the resettlement of Japanese Americans.",Digitization of these materials has been generously supported as part of the OpenUCLA Centennial Initiative.,eng,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",speeches (documents),,,,,,,,copyrighted,text,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gf2gzt/manifest
,"Address. Dillon S. Myer. ""Problems of Evacuee Resettlement in California"" ",Work,,individuals,"Collection 131, Box 2, Folder 3",https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc4rh7,https://oac.cdlib.org/findaid/ark:/13030/tf867nb5b5/,,ark:/21198/z1bp1r7h,ark:/21198/z1wm32vb,ark:/21198/z1wm32vb|~|ark:/21198/n11s67,http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232768,1945 June 19,1945-06-19,,,"Address by the Director of the WRA in Eagle Rock, CA. Provides brief overview of forced removal process after 1943 and argues for resettlement of Japanese Americans.",Digitization of these materials has been generously supported as part of the OpenUCLA Centennial Initiative.,eng,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",speeches (documents),,,,,,,,copyrighted,text,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bp1r7h/manifest
,"Address. Dillon S. Myer. ""Relocation Problems and Policies"" ",Work,,individuals,"Collection 131, Box 2, Folder 4",https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx25q6,https://oac.cdlib.org/findaid/ark:/13030/tf867nb5b5/,,ark:/21198/z16x10h5,ark:/21198/z1wm32vb,ark:/21198/z1wm32vb|~|ark:/21198/n11s67,http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232768,1944 March 14,1944-03-14,,,"Address by the Director of the WRA, before the Tuesday Evening Club in Pasadena, CA. Details the operations of the incarceration centers in response to Hearst newspapers' claims that incarcerees were coddled; Meyer also contends that Japanese Americans must be protected and allowed to resettle.",Digitization of these materials has been generously supported as part of the OpenUCLA Centennial Initiative.,eng,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",speeches (documents),,,,,,,,copyrighted,text,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16x10h5/manifest
,"Address. Dillon S. Myer. ""The Facts About the War Relocation Authority"" ",Work,,individuals,"Collection 131, Box 2, Folder 5",https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b00v0b,https://oac.cdlib.org/findaid/ark:/13030/tf867nb5b5/,,ark:/21198/z13507t6,ark:/21198/z1wm32vb,ark:/21198/z1wm32vb|~|ark:/21198/n11s67,http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232768,1944 January 21,1944-01-21,,,"Address by the Director of the WRA, before a luncheon meeting of the Los Angeles Town Hall, Los Angeles, CA.",Digitization of these materials has been generously supported as part of the OpenUCLA Centennial Initiative.,eng,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",speeches (documents),,,,,,,,copyrighted,text,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13507t6/manifest
,Community Government in War Relocation Centers ,Work,,individuals,"Collection 131, Box 2, Folder 6",https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s19rmz,https://oac.cdlib.org/findaid/ark:/13030/tf867nb5b5/,,ark:/21198/z1zc9rct,ark:/21198/z1wm32vb,ark:/21198/z1wm32vb|~|ark:/21198/n11s67,http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232768,1946,1946,,,"Report on the development of internal governments run by incarcerees. Subjects include the problems and confusion surrounding the Poston Strike and Manzanar Riot, community organization, and the future of Japanese American communities.",Digitization of these materials has been generously supported as part of the OpenUCLA Centennial Initiative.,eng,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",reports,,,,,,,,copyrighted,text,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zc9rct/manifest
,The Evacuated People: A Quantitative Description ,Work,,individuals,"Collection 131, Box 2, Folder 7",https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8mj4,https://oac.cdlib.org/findaid/ark:/13030/tf867nb5b5/,,ark:/21198/z1tm90m1,ark:/21198/z1wm32vb,ark:/21198/z1wm32vb|~|ark:/21198/n11s67,http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232768,1946,1946,,,"Report on the experiences of incarcerees at incarceration camps, moving, segregation, settling into camps, and resettlement.",Digitization of these materials has been generously supported as part of the OpenUCLA Centennial Initiative.,eng,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",reports,,,,,,,,copyrighted,text,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tm90m1/manifest
,Impounded People: Japanese Americans in the Relocation Centers ,Work,,individuals,"Collection 131, Box 2, Folder 8",https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mk8312,https://oac.cdlib.org/findaid/ark:/13030/tf867nb5b5/,,ark:/21198/z1pz6z9n,ark:/21198/z1wm32vb,ark:/21198/z1wm32vb|~|ark:/21198/n11s67,http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232768,1946,1946,,,"Report on constitutional issues involved in the forced removal process, the WRA's legal framework, and the organization of the Office of the Solicitor.",Digitization of these materials has been generously supported as part of the OpenUCLA Centennial Initiative.,eng,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",reports,,,,,,,,copyrighted,text,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pz6z9n/manifest
,Legal and Constitutional Phases of the WRA Program ,Work,,individuals,"Collection 131, Box 2, Folder 9",https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd3n26,https://oac.cdlib.org/findaid/ark:/13030/tf867nb5b5/,,ark:/21198/z1k666km,ark:/21198/z1wm32vb,ark:/21198/z1wm32vb|~|ark:/21198/n11s67,http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232768,1945,1945,,,"Pamphlet designed to ease agitation and anti-Japanese American sentiment. Questions addressed include: Japanese religion and ties to emperor, Japanese Language Schools, Nisei (a person born in the US or Canada whose parents were immigrants from Japan) in the Army, honesty of the Japanese as a race, assimilability of the Japanese, agricultural Competition, and coddling by the WRA.",Digitization of these materials has been generously supported as part of the OpenUCLA Centennial Initiative.,eng,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",pamphlets,,,,,,,,copyrighted,text,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k666km/manifest
,"""Message from the National Director to the Residents of Relocation Centers"" ",Work,,individuals,"Collection 131, Box 2, Folder 10",https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sn205k,https://oac.cdlib.org/findaid/ark:/13030/tf867nb5b5/,,ark:/21198/z1ff5fs0,ark:/21198/z1wm32vb,ark:/21198/z1wm32vb|~|ark:/21198/n11s67,http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232768,1945 July 12,1945-07-12,,,"Open letter instructing incarcerees about resettlement, including timely departure from incarceration camps and camp closing dates.",Digitization of these materials has been generously supported as part of the OpenUCLA Centennial Initiative.,eng,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",announcements,,,,,,,,copyrighted,text,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ff5fs0/manifest
,Myths and Facts About the Japanese Americans: Answering Common Misconceptions Regarding Americans of Japanese Ancestry ,Work,,individuals,"Collection 131, Box 2, Folder 11",https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j40gqf,https://oac.cdlib.org/findaid/ark:/13030/tf867nb5b5/,,ark:/21198/z19p4q2p,ark:/21198/z1wm32vb,ark:/21198/z1wm32vb|~|ark:/21198/n11s67,http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232768,1945,1945,,,"Reprinted newspaper articles on the bravery and sacrifices of Japanese American soldiers in World War II. Newspapers include Los Angeles Times, Tacoma News-Times, Chicago Tribune, and Omaha World Herald.",Digitization of these materials has been generously supported as part of the OpenUCLA Centennial Initiative.,eng,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",newspaper clippings,,,,,,,,copyrighted,text,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19p4q2p/manifest
,Nisei in the War Against Japan,Work,,individuals,"Collection 131, Box 2, Folder 12",https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b86z9n,https://oac.cdlib.org/findaid/ark:/13030/tf867nb5b5/,,ark:/21198/z15x3zcd,ark:/21198/z1wm32vb,ark:/21198/z1wm32vb|~|ark:/21198/n11s67,http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232768,1944,1944,,,"Illustrated pamphlet on Japanese Americans in the 442nd Regimental Combat Team and 100th Battalion. Includes an article about Ben Kuroki, the only American of Japanese descent in the United States Army Air Forces to serve in combat operations in the Pacific theater of World War II.",Digitization of these materials has been generously supported as part of the OpenUCLA Centennial Initiative.,eng,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",pamphlets,,,,,,,,copyrighted,text,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15x3zcd/manifest
,Nisei in Uniform ,Work,,individuals,"Collection 131, Box 2, Folder 13",https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10k3zvp,https://oac.cdlib.org/findaid/ark:/13030/tf867nb5b5/,,ark:/21198/z12536pt,ark:/21198/z1wm32vb,ark:/21198/z1wm32vb|~|ark:/21198/n11s67,http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232768,1945,1945,,,"Pamphlet on the segregation of Tule Lake incarcerees, including living conditions, improvement in public attitudes, and the records of Japanese American soldiers.",Digitization of these materials has been generously supported as part of the OpenUCLA Centennial Initiative.,eng,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",pamphlets,,,,,,,,copyrighted,text,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12536pt/manifest
,Press releases ,Work,,individuals,"Collection 131, Box 2, Folder 14",https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t87kz,https://oac.cdlib.org/findaid/ark:/13030/tf867nb5b5/,,ark:/21198/z1xd2q53,ark:/21198/z1wm32vb,ark:/21198/z1wm32vb|~|ark:/21198/n11s67,http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232768,1944,1944,,,"WRA press releases on subjects related to incarcerees. Two items commemorate the military service of Japanese Americans, including the 110th Battalion and the 442nd Regimental Combat Team.",Digitization of these materials has been generously supported as part of the OpenUCLA Centennial Initiative.,eng,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",press releases,,,,,,,,copyrighted,text,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xd2q53/manifest
,Relocating Japanese Americans ,Work,,individuals,"Collection 131, Box 2, Folder 15",https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v16dp,https://oac.cdlib.org/findaid/ark:/13030/tf867nb5b5/,,ark:/21198/z1sr0nxk,ark:/21198/z1wm32vb,ark:/21198/z1wm32vb|~|ark:/21198/n11s67,http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232768,1946,1946,,,"Statistics on incarcerees, including marriage and divorce rates, numbers of renunciants, population at Tule Lake, and age composition of incarceration camp populations. Gift of Bradford Smith.",Digitization of these materials has been generously supported as part of the OpenUCLA Centennial Initiative.,eng,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",reports,,,,,,,,copyrighted,text,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sr0nxk/manifest
,The Relocation Program ,Work,,individuals,"Collection 131, Box 2, Folder 16",https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jx0452,https://oac.cdlib.org/findaid/ark:/13030/tf867nb5b5/,,ark:/21198/z1nz9x4t,ark:/21198/z1wm32vb,ark:/21198/z1wm32vb|~|ark:/21198/n11s67,http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232768,1946,1946,,,"Historic overview of the WRA and events leading to its creation. Includes early incarceration policies, forced removal processes, and resettlement. Gift of Bradford Smith.",Digitization of these materials has been generously supported as part of the OpenUCLA Centennial Initiative.,eng,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",reports,,,,,,,,copyrighted,text,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nz9x4t/manifest
,The War Relocation Work Corps: A Circular of Information for Enlistees and Their Families ,Work,,individuals,"Collection 131, Box 2, Folder 17",https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k94xs8,https://oac.cdlib.org/findaid/ark:/13030/tf867nb5b5/,,ark:/21198/z1j695cb,ark:/21198/z1wm32vb,ark:/21198/z1wm32vb|~|ark:/21198/n11s67,http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232768,1942,1942,,,"Pamphlet for Japanese Americans about incarceration camps, including family life, health, education, household effects, and the War Relocation Work Corps.",Digitization of these materials has been generously supported as part of the OpenUCLA Centennial Initiative.,eng,"University of California, Los Angeles. Library. Department of Special Collections","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",pamphlets,,,,,,,,copyrighted,text,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j695cb/manifest
