Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,viewingHint,Visibility,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Name.artist,Name.photographer,Relation.isPartOf,Title,Date,Format.dimensions,Format.medium,Description,Description.note,Description.abstract
Art Department Digital Image Collection,ark:/21198/zz00097713,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097713-1-master.tif,,,private,,,,,,copyrighted,"Af Klint, Hilma",,Painting and Drawing Collection,"De Stora Figurmalningarna, NR 5. Nyckeln Till Hittillsvarande Arbete",1907,150 x 115,,,,
Art Department Digital Image Collection,ark:/21198/zz0009772m,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz0009772m-1-master.tif,,,private,,,,,,copyrighted,"Af Klint, Hilma",,Painting and Drawing Collection,"Svanen, NR 9. Grupp IX, serie SUW",1914-15,150 x 150,,,,
Art Department Digital Image Collection,ark:/21198/zz00097734,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097734-1-master.tif,,,private,,,,,,copyrighted,"Af Klint, Hilma",,Painting and Drawing Collection,"Sjustjarnan, NR 1. Grupp VI, Serie Wus",1908,104 x 134,,,,
Art Department Digital Image Collection,ark:/21198/zz0009774n,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz0009774n-1-master.tif,,,private,,,,,,copyrighted,"Af Klint, Hilma",,Painting and Drawing Collection,"De Stora Figurmalningarna, NR 7A Karlek . Grupp III, serie WU",1907,164 x 148,,,,
Art Department Digital Image Collection,ark:/21198/zz00097755,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097755-1-master.tif,,,private,,,,,,copyrighted,"Af Klint, Hilma",,Painting and Drawing Collection,Buddhaportrait,1920,,,,,
Art Department Digital Image Collection,ark:/21198/zz0009776p,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz0009776p-1-master.tif,,,private,,,,,,copyrighted,"Af Klint, Hilma",,Painting and Drawing Collection,afklint_h_pd007.tif,1908,,,,,
Art Department Digital Image Collection,ark:/21198/zz00097776,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097776-1-master.tif,,,private,,,,,,copyrighted,"Alberola, Jean Michel",,Painting and Drawing Collection,Dromas,1981,156 cm x 119 cm,Pastel|~|Pad,,,
Art Department Digital Image Collection,ark:/21198/zz00097797,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097797-1-master.tif,,,private,,,,,,copyrighted,"Albright, Ivan",,Painting and Drawing Collection,Into the World There Came a Soul,1927,"56 1/4"" x 47""",Oil,Art Institute of Chicago,,
Art Department Digital Image Collection,ark:/21198/zz000977br,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz000977br-1-master.tif,,,private,,,,,,copyrighted,"Alighiero, Boetti",,Painting and Drawing Collection,Zig Zag,1966,"21"" x 21"" x 21""",Aluminum|~|Fabric,,,
Art Department Digital Image Collection,ark:/21198/zz000977c8,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz000977c8-1-master.tif,,,private,,,,,,copyrighted,"Alighiero, Boetti",,Painting and Drawing Collection,Self Portrait,1993,"66"" high",Heat Element|~|Bronze|~|Fountain,,,
Art Department Digital Image Collection,ark:/21198/zz000977ds,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz000977ds-1-master.tif,,,private,,,,,,copyrighted,"Alexander, Peter",,Painting and Drawing Collection,Loleta,1984,"36"" x 40""",Acrylic on canvas,,,
Art Department Digital Image Collection,ark:/21198/zz000977f9,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz000977f9-1-master.tif,,,private,,,,,,copyrighted,"Adler, Amy",,Painting and Drawing Collection,"from ""Problem Child""",1994,"38"" x 50""",B & W Photograph,,,
Art Department Digital Image Collection,ark:/21198/zz000977gt,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz000977gt-1-master.tif,,,private,,,,,,copyrighted,"Albers, Josef",,Painting and Drawing Collection,Ascension,1942,,Lithograph,MOMA,,
Art Department Digital Image Collection,ark:/21198/zz000977hb,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz000977hb-1-master.tif,,,private,,,,,,copyrighted,"Alighiero, Boetti",,Painting and Drawing Collection,Mappa del Mundo,1989,"46"" x 87""",Embroidered Cloth,,,
Art Department Digital Image Collection,ark:/21198/zz000977jv,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz000977jv-1-master.tif,,,private,,,,,,copyrighted,"Adler, Amy",,Painting and Drawing Collection,"from ""Problem Child""",1994,"38"" x 50""",B & W Photograph,,,
Art Department Digital Image Collection,ark:/21198/zz000977kc,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz000977kc-1-master.tif,,,private,,,,,,copyrighted,"Alighiero, Boetti",,Painting and Drawing Collection,Tutto,1989,"44"" x 63""",Embroidery on Cloth,,,
Art Department Digital Image Collection,ark:/21198/zz000977mw,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz000977mw-1-master.tif,,,private,,,,,,copyrighted,"Albers, Josef",,Painting and Drawing Collection,Aquarium,1934,"7 1/4"" x 10 1/4 """,Woodcut,Phila. Mus.,,
Art Department Digital Image Collection,ark:/21198/zz000978pd,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz000978pd-1-master.tif,,,private,,,,,,copyrighted,"Allen, Rodney",,Painting and Drawing Collection,Green Blat,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00097cpv,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097cpv-1-master.tif,,,private,,,,,,copyrighted,"Amico, David",,Painting and Drawing Collection,Blue Magic,1989,"122"" x 122""",Oil on Canvas,,,
Art Department Digital Image Collection,ark:/21198/zz00097crw,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097crw-1-master.tif,,,private,,,,,,copyrighted,"Amico, David",,Painting and Drawing Collection,Hatch,1992,"122"" x 108""",Oil on Canvas,,,
Art Department Digital Image Collection,ark:/21198/zz00097csd,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097csd-1-master.tif,,,private,,,,,,copyrighted,"Amico, David",,Painting and Drawing Collection,Ooney,1993,"90"" x 72""",Oil on Canvas,,,
Art Department Digital Image Collection,ark:/21198/zz00097cvf,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097cvf-1-master.tif,,,private,,,,,,copyrighted,"Alys, Francis",,Painting and Drawing Collection,Untitled,1996,"10"" x 8""",Oil on Canvas,,,
Art Department Digital Image Collection,ark:/21198/zz00097cwz,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097cwz-1-master.tif,,,private,,,,,,copyrighted,"Alys, Francis",,Painting and Drawing Collection,alys_f_pd001.tif,1996,,,,,
Art Department Digital Image Collection,ark:/21198/zz00097cz0,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097cz0-1-master.tif,,,private,,,,,,copyrighted,"Amico, David",,Painting and Drawing Collection,Chess and Checkers,1993,"96"" x 72""",Oil and Acrylic on Canvas,,,
Art Department Digital Image Collection,ark:/21198/zz00097d00,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097d00-1-master.tif,,,private,,,,,,copyrighted,"Amico, David",,Painting and Drawing Collection,Ceno,1994,"96"" x 72""",Oil on Canvas,,,
Art Department Digital Image Collection,ark:/21198/zz00097d1h,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097d1h-1-master.tif,,,private,,,,,,copyrighted,"Amico, David",,Painting and Drawing Collection,Chocolatte,1994,"97 1/2"" x 65 1/2""",Oil on Canvas,,,
Art Department Digital Image Collection,ark:/21198/zz00097d3j,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097d3j-1-master.tif,,,private,,,,,,copyrighted,"Amico, David",,Painting and Drawing Collection,Astro,1995,"88 1/2"" x 66 1/2""",Oil on Canvas,,,
Art Department Digital Image Collection,ark:/21198/zz00097d42,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097d42-1-master.tif,,,private,,,,,,copyrighted,"Amico, David",,Painting and Drawing Collection,Milk,1995,"160"" x 120""",Oil on Canvas,,,
Art Department Digital Image Collection,ark:/21198/zz00097dd6,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097dd6-1-master.tif,,,private,,,,,,copyrighted,"Andre, Carl",,Painting and Drawing Collection,andre_c_pd005a.tif,1964 /1966,,,,,
Art Department Digital Image Collection,ark:/21198/zz00097dfq,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097dfq-1-master.tif,,,private,,,,,,copyrighted,"Amico, David",,Painting and Drawing Collection,White,1995,"84"" x 84""",Oil on Canvas,,,
Art Department Digital Image Collection,ark:/21198/zz00097dg7,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097dg7-1-master.tif,,,private,,,,,,copyrighted,"Amico, David",,Painting and Drawing Collection,Red Cross,1995,"60"" x 48""",Oil on Canvas,,,
Art Department Digital Image Collection,ark:/21198/zz00097dhr,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097dhr-1-master.tif,,,private,,,,,,copyrighted,"Andre, Carl",,Painting and Drawing Collection,andre_c_pd003a.tif,1960,,,,,
Art Department Digital Image Collection,ark:/21198/zz00097dj8,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097dj8-1-master.tif,,,private,,,,,,copyrighted,"Anderson, Laurie",,Painting and Drawing Collection,anderson_l_pd003.tif,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00097dks,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097dks-1-master.tif,,,private,,,,,,copyrighted,"Andre, Carl",,Painting and Drawing Collection,andre_c_pd001a.tif,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00097dm9,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097dm9-1-master.tif,,,private,,,,,,copyrighted,"Anderson, Laurie",,Painting and Drawing Collection,anderson_l_pd001.tif,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00097dnt,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097dnt-1-master.tif,,,private,,,,,,copyrighted,"Anderson, Laurie",,Painting and Drawing Collection,anderson_l_pd002.tif,,,,,,
Art Department Digital Image Collection,ark:/21198/zz00097dpb,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097dpb-1-master.tif,,,private,,,,,,copyrighted,"Andre, Carl",,Painting and Drawing Collection,Steel Piece,1961,,,,,
Art Department Digital Image Collection,ark:/21198/zz00097dqv,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097dqv-1-master.tif,,,private,,,,,,copyrighted,"Andre, Carl",,Painting and Drawing Collection,Timber Piece,1964,,,(reconstructed 1970),,
Art Department Digital Image Collection,ark:/21198/zz00097drc,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097drc-1-master.tif,,,private,,,,,,copyrighted,"Andre, Carl",,Painting and Drawing Collection,144 Steel Plates,1967,,,,,
Art Department Digital Image Collection,ark:/21198/zz00097dsw,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097dsw-1-master.tif,,,private,,,,,,copyrighted,"Andre, Carl",,Painting and Drawing Collection,Untitled,1965,,,,,
Art Department Digital Image Collection,ark:/21198/zz00097dtd,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097dtd-1-master.tif,,,private,,,,,,copyrighted,"Andre, Carl",,Painting and Drawing Collection,64 Pieces of Copper,Spring 1969,,,,,
Art Department Digital Image Collection,ark:/21198/zz00097dvx,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097dvx-1-master.tif,,,private,,,,,,copyrighted,"Andre, Carl",,Painting and Drawing Collection,Cuts,1967,,,,,
Art Department Digital Image Collection,ark:/21198/zz00097dwf,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097dwf-1-master.tif,,,private,,,,,,copyrighted,"Andre, Carl",,Painting and Drawing Collection,Equivalent,1966,,,(reconstructed 1969)Tiber De Nagu,,
Art Department Digital Image Collection,ark:/21198/zz00097dxz,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097dxz-1-master.tif,,,private,,,,,,copyrighted,,,Painting and Drawing Collection,Wide White Space,1968,,,,,
Art Department Digital Image Collection,ark:/21198/zz00097dzg,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097dzg-1-master.tif,,,private,,,,,,copyrighted,"Andre, Carl",,Painting and Drawing Collection,144 Zinc Plates,1967,,,,,
Art Department Digital Image Collection,ark:/21198/zz00097f0g,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097f0g-1-master.tif,,,private,,,,,,copyrighted,"Andre, Carl",,Painting and Drawing Collection,Five Corners,1970,,,,,
Art Department Digital Image Collection,ark:/21198/zz00097f10,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097f10-1-master.tif,,,private,,,,,,copyrighted,"Andre, Carl",,Painting and Drawing Collection,Equivalents,1966,,,Owan Gallery,,
Art Department Digital Image Collection,ark:/21198/zz00097f2h,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097f2h-1-master.tif,,,private,,,,,,copyrighted,"Andre, Carl",,Painting and Drawing Collection,17 Steel Rod Run,Summer 1969,,,,,
Art Department Digital Image Collection,ark:/21198/zz00097f31,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097f31-1-master.tif,,,private,,,,,,copyrighted,"Andre, Carl",,Painting and Drawing Collection,144 Copper Plates,1969,,,,,
Art Department Digital Image Collection,ark:/21198/zz00097f4j,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097f4j-1-master.tif,,,private,,,,,,copyrighted,"Andre, Carl",,Painting and Drawing Collection,Alloy Square,Fall 1969,,,,,
Art Department Digital Image Collection,ark:/21198/zz00097f52,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097f52-1-master.tif,,,private,,,,,,copyrighted,"Andre, Carl",,Painting and Drawing Collection,144 Magnesium Plates,Spring 1969,,,,,
Art Department Digital Image Collection,ark:/21198/zz00097f6k,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097f6k-1-master.tif,,,private,,,,,,copyrighted,"Andre, Carl",,Painting and Drawing Collection,12 Pieces of Steel,1967,,,,,
Art Department Digital Image Collection,ark:/21198/zz00097f73,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097f73-1-master.tif,,,private,,,,,,copyrighted,"Anuskiewicz, Richard",,Painting and Drawing Collection,Union of the Four,1961,"52 1/2"" x 50""",oil on canvas,"The Contemporaries, NY",,
Art Department Digital Image Collection,ark:/21198/zz00097f8m,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097f8m-1-master.tif,,,private,,,,,,copyrighted,Anonymous,,Painting and Drawing Collection,The Quilting Party,,,oil on wood,,,
Art Department Digital Image Collection,ark:/21198/zz00097f94,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097f94-1-master.tif,,,private,,,,,,copyrighted,"Apfelbaum, Polly",,Painting and Drawing Collection,Compulsory Figures,1996,20 Separate Sections Dimensions Vary  Apprx: 30' x 20',Velvet,,,
Art Department Digital Image Collection,ark:/21198/zz00097fbn,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097fbn-1-master.tif,,,private,,,,,,copyrighted,"Antin, Eleanor",,Painting and Drawing Collection,El Desdichado,1983,various,mixed media,,,
Art Department Digital Image Collection,ark:/21198/zz00097fgq,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097fgq-1-master.tif,,,private,,,,,,copyrighted,"Apfelbaum, Polly",,Painting and Drawing Collection,The Enigma Machine,1993-95,Dimensions Vary,Crushed Stretched Velvet and Fabric Dye,,,
Art Department Digital Image Collection,ark:/21198/zz00097fh7,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097fh7-1-master.tif,,,private,,,,,,copyrighted,"Antin, Eleanor",,Painting and Drawing Collection,The Angel of Mercy,1977,"30"" x 22""",Black and White Photograph,,,
Art Department Digital Image Collection,ark:/21198/zz00097fms,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097fms-1-master.tif,,,private,,,,,,copyrighted,,,Painting and Drawing Collection,144 Aluminum plates,1967,,,,,
Art Department Digital Image Collection,ark:/21198/zz00097fn9,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097fn9-1-master.tif,,,private,,,,,,copyrighted,"Apfelbaum, Polly",,Painting and Drawing Collection,Bouquet,1992,"18"" x 15"" x 15""",Crushed Stretched Velvet and Fabric Dye,,,
Art Department Digital Image Collection,ark:/21198/zz00097fqb,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097fqb-1-master.tif,,,private,,,,,,copyrighted,"Apfelbaum, Polly",,Painting and Drawing Collection,Zabriskie Point,1997,18' x 20',Synthetic Velvet,,,
Art Department Digital Image Collection,ark:/21198/zz00097frv,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097frv-1-master.tif,,,private,,,,,,copyrighted,"Antin, Eleanor",,Painting and Drawing Collection,Minetta Lane,1994,,video installation,Rockefeller Collections,,
Art Department Digital Image Collection,ark:/21198/zz00097fsc,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097fsc-1-master.tif,,,private,,,,,,copyrighted,"Andre, Carl",,Painting and Drawing Collection,andre_c_pd021.tif,1974,,,,,
Art Department Digital Image Collection,ark:/21198/zz00097ftw,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097ftw-1-master.tif,,,private,,,,,,copyrighted,"Anvelemann, Kathy",,Painting and Drawing Collection,Belladonna,1981-83,,Oil on Canvas,,,
Art Department Digital Image Collection,ark:/21198/zz00097fvd,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097fvd-1-master.tif,,,private,,,,,,copyrighted,Anonymous,,Painting and Drawing Collection,Girl in the Garden,1840,,oil,,,
Art Department Digital Image Collection,ark:/21198/zz00097fxf,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097fxf-1-master.tif,,,private,,,,,,copyrighted,"Appel, Kevin",,Painting and Drawing Collection,House: North View Through Court,1999,"80"" x 162 3/4""",Acrylic on Canvas Over Wood Panel,,,
Art Department Digital Image Collection,ark:/21198/zz00097fzz,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097fzz-1-master.tif,,,private,,,,,,copyrighted,"Appel, Kevin",,Painting and Drawing Collection,Bookcase With Paper Lamps,1998,"36""x30""",Oil and Acrylic on Canvas over Panel,,,
Art Department Digital Image Collection,ark:/21198/zz00097g0z,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097g0z-1-master.tif,,,private,,,,,,copyrighted,"Apfelbaum, Polly",,Painting and Drawing Collection,Buttercup,2000,"APPROX: 12' 3"" in diameter",Velvet +Dye,,,
Art Department Digital Image Collection,ark:/21198/zz00097g1g,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097g1g-1-master.tif,,,private,,,,,,copyrighted,"Appel, Kevin",,Painting and Drawing Collection,House: West View Out,1999,"80"" x 70""",Acrylic on Canvas Over Wood Panel,,,
Art Department Digital Image Collection,ark:/21198/zz00097g20,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097g20-1-master.tif,,,private,,,,,,copyrighted,"Appel, Kevin",,Painting and Drawing Collection,Swing Door Cabinet,1998,"35"" x 31""",Acrylic on Canvas Over Wood panel,,,
Art Department Digital Image Collection,ark:/21198/zz00097g3h,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097g3h-1-master.tif,,,private,,,,,,copyrighted,"Appel, Kevin",,Painting and Drawing Collection,House: Southview From Court,1999,"80"" x 162 3/4""",Acrylic on Canvas Over Wood Panel,,,
Art Department Digital Image Collection,ark:/21198/zz00097g5j,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097g5j-1-master.tif,,,private,,,,,,copyrighted,"Apfelbaum, Polly",,Painting and Drawing Collection,Bubbles,2000,"Approx: 12'5"" in Diameter",Velvet +Dye,,,
Art Department Digital Image Collection,ark:/21198/zz00097g62,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097g62-1-master.tif,,,private,,,,,,copyrighted,"Appel, Kevin",,Painting and Drawing Collection,House: Exterior View Southwest,1999,"80"" x 150""",Acrylic on Canvas Over Wood panel,,,
Art Department Digital Image Collection,ark:/21198/zz00097g7k,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097g7k-1-master.tif,,,private,,,,,,copyrighted,"Appel, Kevin",,Painting and Drawing Collection,GardenView,1998,"83 1/2"" x 131""",Acrylic on Canvas Over Wood panel,,,
Art Department Digital Image Collection,ark:/21198/zz00097g83,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097g83-1-master.tif,,,private,,,,,,copyrighted,"Applebroog, Ida",,Painting and Drawing Collection,Hillcrest State/Tweedle Animal Hospital,1983-84,"72"" x 60"", 14"" x 60""",Oil on Canvas,,,
Art Department Digital Image Collection,ark:/21198/zz00097g9m,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097g9m-1-master.tif,,,private,,,,,,copyrighted,"Appel, Kevin",,Painting and Drawing Collection,House Revision 4,2000-01,"80"" x 94""",Acrylic on Canvas Over Wood panel,,,
Art Department Digital Image Collection,ark:/21198/zz00097gb4,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097gb4-1-master.tif,,,private,,,,,,copyrighted,"Applebroog, Ida",,Painting and Drawing Collection,Lovelace Clinic/untitled (Dog),1983-84,"72"" x 60"", 14"" x 60"", 100"" x 100""",Oil on Canvas,,,
Art Department Digital Image Collection,ark:/21198/zz00097gcn,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097gcn-1-master.tif,,,private,,,,,,copyrighted,"Appel, Kevin",,Painting and Drawing Collection,House Revision 3,2000-01,"80"" x 94""",Acrylic on Canvas Over Wood panel,,,
Art Department Digital Image Collection,ark:/21198/zz00097gd5,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097gd5-1-master.tif,,,private,,,,,,copyrighted,"Appel, Kevin",,Painting and Drawing Collection,Pavillion Dusk,2000,"77"" x 80"" + 77"" x 65""",Acrylic on Canvas Over Wood panel 2 panels,,,
Art Department Digital Image Collection,ark:/21198/zz00097gfp,ark:/21198/zz0002wfnx,2,Completed,Work,art/image/21198-zz00097gfp-1-master.tif,,,private,,,,,,copyrighted,"Applebroog, Ida",,Painting and Drawing Collection,I Was Beautiful Once Like  Movie Star,1982,"2"" x 9"" x 14""",Oil on Canvas,,,
