File,Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Subject,Type.typeOfResource,Type.genre,Name.subject,Rights.copyrightStatus,Rights.rightsHolderContact,Coverage.geographic,Name.fashionDesigner,Name.photographer,Name.repository,Name.artist,Name.architect,Name.compiler,Rights.countryCreation,Rights.servicesContact,Language,Relation.hasVersion,Rights.permission,Publisher.publisherName,Relation.isPartOf,Illustrator,Alternate Identifier.local,Title,Description.caption,Date.creation,Format.extent,Format.medium,Format.dimensions,Date.normalized,Description.longitude,Description.latitude,Description.note,Description.adminnote,Description.contents,Description.abstract,Description.fundingNote,Opac url,Finding Aid URL,Alternate Identifier.oclc,License,Bucketeer State,IIIF Access URL,IIIF Manifest URL
latimes2-10_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cmtf1,ark:/21198/zz0002np7z,5,Needs Review,Work,latimes/masters/uclamss_1429_3117i.tif,,,,Events|~|Legal,still image,news photographs|~|cellulose nitrate film,"Shuler, Robert P. $q (Robert Pierce), $d b. 1880|~|Montgomery, Samuel Thomas, $d 1860 or 61-1938|~|Smith, Herbert Booth, $d 1883-1967|~|Stearns, Dora A. Smith, $d 1882-1942|~|MacCormack, William, $d 1866-1926|~|Daugherty, Edgar Fay, $d 1874-1957|~|Francis, James Allan, $d 1864-1928|~|Harker, Ray Clarkson, $d 1866-1952|~|Briegleb, Gustav Armenius, $d 1881-1926|~|Woolwine, Thomas Lee, $d 1874-1925",copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2206",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,3117i|~|uclamss_1429_3117i,"zzz- Printed caption describing photograph of members of clergy and community leaders gathered regarding recall of District Attorney Thomas Woolwine, 1922","Text from nitrate negative sleeve: Shuler, Bob, 1929",1922,1 photograph,b&w nitrate negative,,1922,,,"Related to Los Angeles Times article, November 16, 1922, “See Mighty Host Advancing, Satan Leading On,” Pastors Sing to Grand Jury While Awaiting Call in Inquiry Started by Dist.-Atty Woolwine, with caption: Left to right seated, Rev. R.P. Shuler, Mrs. Dora A. Stearns and Dr. Gustav A. Briegleb; standing, Edgar F. Daugherty, Executive Secretary Montgomery of the Anti-Saloon League, Dr. Herbert Booth Smith, Dean MacCormack, Dr. James A. Francis and Dr. Ray C. Harker|~|Photograph of small slip of newsprint, pieced together from five torn segments, right end missing|~|Text reads: Pastors Sing to Grand Jury While Awaiting Call in Inquiry Started by Dist.-A [paper torn].  Left to right, seated, Rev. R.P. (Bob) Shuler, Mrs. Dora A. Stearns and Dr. Gustav A. Briegleb; stand [paper torn) ... Executive Secretary Montgomery of the Anti-Saloon League, Dr. Herbert Booth Smith, Dean MacC [paper torn] ...  Dr. Ray C. Harker.",,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cmtf1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cmtf1/manifest
latimes2-10_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cmvqn,ark:/21198/zz0002np7z,5,Needs Review,Work,latimes/masters/uclamss_1429_3127i.tif,,,,Lifestyle|~|Media,still image,news photographs|~|cellulose nitrate film,"Story, Margaret McGovern, $d 1899-1954|~|Garner, Mary L., $d b. 1912|~|Leighter, Lola Pertson, $d 1911-1982|~|Story, Lorenza, $d 1896-1969",copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2196",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,3127i|~|uclamss_1429_3127i,"zzz - Typewritten caption (incomplete) for photograph of women at fashion show, 1936","Text from nitrate negative sleeve: Storey, Walter P. Mrs.",1936,1 photograph,b&w nitrate negative,,1936,,,"Probably related to Los Angeles Times article, September 6, 1936, Assistance League Will Stage Gala Style Show, Wedding Ensemble Climax of Event, Mrs. Walter Perry Story Working With Mrs. Hans Koebig to Arrange Charity Functions … The tea room committee … will include Miss Lola Pertson … assisted by Mmes. … Russell Garner …|~|Text reads: Mrs. Walter Perry Story, Mrs. Byron Story, Mrs. Russell D. Garner, and Miss Lola Pertson as they watched the fashion show at the Junior Workers' party last Wednesday at the opening of",,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cmvqn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cmvqn/manifest
latimes2-10_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cn1vk,ark:/21198/zz0002np7z,5,Needs Review,Work,latimes/masters/uclamss_1429_3167i.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2156",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_3167i,uclamss_1429_3167i   -   cited in record uclamss_1429_3166,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cn1vk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cn1vk/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czx9w,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czx9w_2109355_master.tif,,TRUE,,Science|~|Lifestyle,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B4_n43212-1A,zzz - duplicate of 21198/zz002hj492,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czx9w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czx9w/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czxbd,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czxbd_2109285_master.tif,,TRUE,,Activism,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B1_n42537-001,zzz - duplicate of 21198/zz002hj471,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czxbd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czxbd/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czxcx,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czxcx_2109358_master.tif,,TRUE,,Science|~|People,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B4_n43212-1B,zzz - duplicate of 21198/zz002hj4bk,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czxcx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czxcx/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czxdf,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czxdf_2109352_master.tif,,TRUE,,Activism|~|Business,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B1_n42537-002,zzz - duplicate of 21198/zz002hj48j,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czxdf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czxdf/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czxfz,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czxfz_2109361_master.tif,,TRUE,,People,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B4_n43212-1C,zzz - duplicate of 21198/zz002hj4c3,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czxfz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czxfz/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czxgg,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czxgg_2109370_master.tif,,TRUE,,People|~|Animals,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B5_n43485-1C,zzz - duplicate of 21198/zz002hj4gn,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czxgg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czxgg/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czxh0,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czxh0_2109367_master.tif,,TRUE,,Lifestyle|~|Animals,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B5_n43485-1B,zzz - duplicate of 21198/zz002hj4f4,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czxh0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czxh0/manifest
latimes4_needs_review.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002czxjh,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz002czxjh_2109364_master.tif,,TRUE,,People|~|Animals,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,zxx,,,,,,uclamss_1429_B5_n43485-1A,zzz - duplicate of 21198/zz002hj4dm,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czxjh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czxjh/manifest
