Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Last Edit Date,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,iiif_access_url,Subject,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Name.subject,Coverage.geographic,Name.artist,Name.illustrator,Name.photographer,Name.compiler,Name.repository,Rights.countryCreation,Rights.rightsHolderContact,Name.architect,Name.fashionDesigner,Language,Relation.hasVersion,Rights.permission,Publisher.publisherName,Relation.isPartOf,Description.caption,Description.adminnote,Description.latitude,Format.dimensions,Description.contents,Date.normalized,Description.note,Date.creation,Description.fundingNote,Alternate Identifier.local,Format.extent,Format.medium,Description.abstract,Description.longitude,Title,License,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Los Angeles Times Photographic Archive,ark:/21198/zz002cxm30,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2020-02-03 12:53:18,Work,latimes/masters/uclamss_1429_7235.tif,,,,,Telephones|~|Business people $x American $z California $z Los Angeles,still image,copyrighted,news photographs|~|cellulose nitrate film,"Powley, Ned R., $d 1885 or 1886-1956",Los Angeles (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: Powley, N. R. S.C. Tele. Co 1923 [sic]",,34.046096,,,1927-02-26,"Similar photo ran with story, ""Now It's Voices Instead of Hands Across the Seas,"" Los Angeles Times, Feb. 27, 1927: 3.|~|Southern California Telephone Company vice-president and general manager N. R. Powley sits at the head of a table with an old-fashioned ""candlestick"" telephone. He is accompanied by ten other seated men, some of whom are wearing headphones. Photograph was taken on the occasion of a 10-minute phone call between Powley and H. E. Shreve, assistant to the vice-president of the American Telegraph Company, in his office in London. At that time, the call set a world record for long distance transmission of a human voice.|~|Related to story, “Pacific Coast Holds Phone Conversation With London,” Los Angeles Times, Feb. 27, 1927: 3.","[February 26, 1927]",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_7235,1 photograph,b&w nitrate negative,,-118.256640,"Ned R. Powley and other officials of the Southern California Telephone Company on the occasion of a historic transatlantic phone call, 1927",https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxm30,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxm30/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002cxm0f,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2020-02-03 12:53:42,Work,latimes/masters/uclamss_1429_7232.tif,,,,,Telephones|~|Business people $x American $z California $z Los Angeles,still image,copyrighted,news photographs|~|cellulose nitrate film,"Powley, Ned R., $d 1885 or 1886-1956",Los Angeles (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: Powley, N. R. S.C. Tele. Co 1923 [sic]",,34.046096,,,1927-02-26,"Southern California Telephone Company vice-president and general manager N. R. Powley sits at the head of a table with an old-fashioned ""candlestick"" telephone. He is accompanied by nine other seated men, some of whom are wearing headphones. Photograph was taken on the occasion of a 10-minute phone call between Powley and H. E. Shreve, assistant to the vice-president of the American Telegraph Company, in his office in London. At that time, the call set a world record for long distance transmission of a human voice.|~|Similar photo ran with story, ""Now It's Voices Instead of Hands Across the Seas,"" Los Angeles Times, Feb. 27, 1927: 3.|~|Related to story, “Pacific Coast Holds Phone Conversation With London,” Los Angeles Times, Feb. 27, 1927: 3.","[February 26, 1927]",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_7232,1 photograph,b&w nitrate negative,,-118.256640,"Ned R. Powley and other officials of the Southern California Telephone Company on the occasion of a historic transatlantic phone call, 1927",https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxm0f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxm0f/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002cxm2g,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2020-02-03 12:54:08,Work,latimes/masters/uclamss_1429_7234.tif,,,,,Telephones|~|Business people $x American $z California $z Los Angeles,still image,copyrighted,news photographs|~|cellulose nitrate film,,Los Angeles (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: Powley, N. R. S.C. Tele. Co 1923 [sic]|~|Handwritten on negative: 1st telephone to London",,34.046096,,,1927-02-26,"Similar photo ran with story, ""Now It's Voices Instead of Hands Across the Seas,"" Los Angeles Times, Feb. 27, 1927: 3.|~|Related to story, “Pacific Coast Holds Phone Conversation With London,” Los Angeles Times, Feb. 27, 1927: 3.|~|Unidentified officials of the Southern California Telephone Company sit at a table wearing headphones. Photograph was taken on the occasion of a 10-minute phone call between N. R. Powley of SCTC and H. E. Shreve, assistant to the vice-president of the American Telegraph Company, in his office in London. At that time, the call set a world record for long distance transmission of a human voice.","[February 26, 1927]",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_7234,1 photograph,b&w nitrate negative,,-118.256640,"Officials of the Southern California Telephone Company on the occasion of a historic transatlantic phone call, 1927",https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxm2g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxm2g/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002dfqhs,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2020-02-03 12:54:29,Work,latimes/masters/uclamss_1429_7936.tif,,,,,Physicians $x American $z California $z Los Angeles|~|Drowning victims $z California $z Los Angeles,still image,copyrighted,news photographs|~|cellulose nitrate film,"Wilkes, Alfred L., $d 1889-1935",Los Angeles (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Caption on photograph: Alfred L. Wilkes, '19. President Alumni Association, '32|~|Text from negative sleeve: Dr. Alfred L. Wilkes, dentist drowned, 7-26-35",,,,,1932/1935,"Portrait of Alfred L. Wilkes, dentist, who drowned when his boat overturned while he was sailing with his son, Huston (Barney) Wilkes, from San Pedro to Santa Catalina Island. Huston was rescued the next morning after clinging to both the boat and his father's body for many hours.",[between 1932 and 1935],Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_7936,1 photograph,b&w nitrate negative,,,"Portrait of Dr. Alfred L. Wilkes, taken before he drowned while sailing to Catalina Island in 1935",https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dfqhs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dfqhs/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002dfbqk,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2020-02-03 12:54:57,Work,latimes/masters/uclamss_1429_7623.tif,,,,,Sheriffs $z California $z Los Angeles,still image,copyrighted,news photographs|~|cellulose nitrate film,"Biscailuz, Eugene W., $d 1883-1969",Los Angeles (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: Sheriff Biscailuz & kids, 7/13/35. [Stamped] Jul 22 1935|~|Handwritten on negative: Sheriff Biscailuz & kids, 7/13/35",,,,,1935-07-13,"Los Angeles Sheriff Eugene Biscailuz is seated in an office, getting a shoe shine from a young boy as 6 other boys and an adult man stand and watch.","[July 13, 1935]",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_7623,1 photograph,b&w nitrate negative,,,"Sheriff Biscailuz getting a shoe shine from a boy, Los Angeles, 1935",https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dfbqk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dfbqk/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002dgt82,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2020-02-03 12:55:22,Work,latimes/masters/uclamss_1429_8857.tif,,,,,Depressions $z California $z Los Angeles|~|Assistance $z California $z Los Angeles|~|Military personnel $x American $z California $z Los Angeles|~|Coffee tables,still image,copyrighted,news photographs|~|cellulose nitrate film,"Hinckley, Robert Henry, $d 1891-1988|~|McLaughlin, Frank Y. $q (Frank Yonc), $d 1883-1945|~|Connolly, Donald H. (Donald Hilary), $d 1886-1969|~|United States. $b National Recovery Administration|~|Westbrook, Lawrence, $d 1889-1964",Los Angeles (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from newspaper caption: Highest relief officials met here yesterday to discuss the local relief crisis. Here they are, left to right: Robert H. Hinckley of Salt Lake City, Federal relief administrator for the Western States; Col. Lawrence Westbrook of Washington, D. C., assistant national relief administrator; Frank Y. McLaughlin of San Francisco, Federal and State relief administrator in California; Col. Donald H. Connolly, Federal Works Progress Administrator in Los Angeles county.|~|Text from negative sleeve: 2420 - Robert Hinckley Lawrence Westbrook Frank Y. Mc Laughlin Col. Donald H. Connolly 12/20/35|~|Text from insert in negative sleeve: 12/18/35. L-R Robert H. Hinckley, Salt Lake City, Regional director for F.E.R.A. [Federal Emergency Relief Administration] and W.P.A. [Works Progress Administration]; Col. Lawrence Westbrook, Washington, D.C., assistant national relief administrator; Frank Y. McLaughlin, San Francisco, California state administrator for F.E.R.A., S.E.R.A. [State Emergency Relief Administration] and W.P.A.; Col. Donald H. Connolly, W.P.A. director in Los Angeles County.",,,,,1935-12-18,"The relief officials are unsure whether the Federal Relief program will work to improve conditions in California during the Great Depression, but are optimistic and express the ability to revamp it if it doesn't work.|~|The four men sit on sofas surrounding a large open book.|~|Photograph appears with the article, ""Aid Program Under Test,"" Los Angeles Times, 19 Dec 1935: A1.","December 18, 1935",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_8857,1 photograph,b&w nitrate negative,,,"State and Federal Relief officials confer in Los Angeles, 1935",https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dgt82,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dgt82/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002df42v,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2020-02-03 12:55:48,Work,latimes/masters/uclamss_1429_7430.tif,,,,,Athletes $x American $z Maryland $z Baltimore|~|Lacrosse $z Maryland $z Baltimore,still image,copyrighted,news photographs|~|cellulose nitrate film,"Ellinger, Charles Forrest, $d1914-1970",Baltimore (Md.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: Charles Forest [sic] Ellinger (athlete). Rumored engaged to June Rose Werner. 7/7/35. [Stamped] July 17, 1935|~|Handwritten on negative: Charles Forest [sic] Ellinger.",,,,,1935,"A photograph of June Rose Werner appears with the article ""Calls Engagement Secret: Girl Denies Story She's Bride of Lacrosse Star,"" Los Angeles Times, Jul 6 1935: 2.|~|Charles Forrest Ellinger, University of Maryland lacrosse star, is pictured wearing his athletic uniform and gear. A Los Angeles Times story in July, 1935, reported a rumor that June Werner had married Ellinger in Vancouver as he was touring Canada with his team. Later it was confirmed that they had in fact gotten married, but at the time of this story June Werner denied it.",[1935?],Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_7430,1 photograph,b&w nitrate negative,,,"University of Maryland lacrosse star, Charles Forrest Ellinger, in full athletic gear, circa 1935",https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002df42v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002df42v/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002cx17v,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2020-02-03 12:56:11,Work,latimes/masters/uclamss_1429_6746.tif,,,,,Medical equipment & supplies|~|Dogs $z California $z Los Angeles|~|Veterinarians $z California $z Los Angeles|~|Veterinary Hospitals $z California $z Los Angeles,still image,copyrighted,news photographs|~|cellulose nitrate film,"Moxley, Alexander, $d 1888-1951",Los Angeles (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",Handwritten on negative: Dr. Moxley's dog hospital.,,34.088361,,,1930/1939,"Two men in white lab coats, one of them presumably Dr. Alexander (Alex) Moxley, stand over an operating table with a sedated dog on its back, legs restrained by ropes. Surgical instruments on a tray, towels, and a container of ether are also visible. Moxley opened a veterinary hospital at 940 N. Highland Avenue, and it is likely this photograph was taken there.|~|Negative was misfiled with photographs 1429_6747 and 1429_6748, which are photos of the pilot C. C. Moseby.",[1930s],Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_6746,1 photograph,b&w nitrate negative,,-118.338282,"Veterinarian Alexander Moxley and another man performing a medical procedure on a dog, Los Angeles, 1930s",https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cx17v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cx17v/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002df4j3,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2020-02-03 12:57:12,Work,latimes/masters/uclamss_1429_7444.tif,,,,,Post office buildings $z California $z Los Angeles $x Design and construction|~|Railroad stations $z California $z Los Angeles $x Design and construction,still image,copyrighted,news photographs|~|renderings (drawings)|~|cellulose nitrate film,"Union Passenger Terminal (Los Angeles, Calif.)",,,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Handwritten on negative: [illegible] Depot-drawing|~|Handwritten on negative sleeve: 1142. L.A. New Depot. - ""Drawing"" [stamped:] Jul 17 1935|~|Text accompanying photograph in article: This sketch illustrates the general character of the new union passenger station east of the Plaza and the $2,600,000 working postoffice, as suggested by government architects. The station, surmounted by a tower, is on the right. A public concourse with an arcade surrounding a garden separate the station and the postoffice.",,,,,1935-07-12,"The sketch was sent by Admiral C. J. Peoples, director of the procurement division, Treasury Department to Mayor Frank Shaw. The post office is on the left, the train station on the right. In between is a concourse and garden that can double as an outdoor waiting room if benches are added.|~|A photograph of a drawing of the new post office and Union Passenger Terminal. Three paper clips are on the top edge.|~|This photograph appears in ""Preliminary Government Drawing of New Union Station and Working Postoffice"" and is related to ""New Postoffice Sketch Sent From Washington,"" Los Angeles Times, 13 Jul 1935: A1.","[circa July 12, 1935]",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_7444,1 photograph,b&w nitrate negative,,,"Drawing of the planned post office and new Union Station, Los Angeles, 1935",https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002df4j3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002df4j3/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002df7f0,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2020-02-03 12:58:06,Work,latimes/masters/uclamss_1429_7528.tif,,,,,Criminal investigations $z California $z Los Angeles|~|Detectives $z California $z Los Angeles|~|Homicides $z California $z Los Angeles|~|Fugitives from justice $z California $z Los Angeles|~|Police $z California $z Los Angeles,still image,copyrighted,news photographs|~|cellulose nitrate film,"Ledbetter, Miles, $d 1893-1972|~|Wallis, Bert, $d 1880-1959|~|Los Angeles (Calif.). $b Police Department|~|Stevens, C. P. $q (Charles Parker), $d 1889-1955",Los Angeles (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",Handwritten on negative sleeve: 1205. Jno Ed Healey; C P Stevens; Det Lt. ^Miles Ledbetter; Capt Bert Wallis [two lines drawn under Capt Bert Wallis] [upside down:] Stevens- C. P.; Ledbetter- Dt. Lt. - Wallis-- Capt Bert|~|Handwritten on negative: C. P. Stevens; Dt. Lt. Ledbetter; Capt Bert Wallis,,,,,1935-04-16,"Captain Bert Wallis (left), Detective Lieutenant Miles H. Ledbetter (center), and Charles P. Stevens sit in front of a desk. The desk has wire inboxes with stacks of paper in them. A check spindle with a sheet of paper impaled on it is also on the desk. Wallis and Ledbetter wear three piece suits. Stevens wears a suit jacket, but no tie, and his shirt top button is undone. He is pointing at Wallis with his right hand. A window is behind them, and on the wall is a photograph with fifteen men posing for a picture.|~|John Edward Healey (John E. Healey) is not in this negative. He appears with Ledbetter and Wallis in negative 7527.|~|C. P. Stevens was an ex-Los Angeles policeman and a wanted fugitive for the murder of Mike Mucich in 1921. He was recaptured in Sacramento on April 11, 1935. He was found guilty and sentenced to death, but his sentence was later commuted to a life sentence by Governor Merriam. He was paroled in 1949.|~|Related to ""Old Murder Hunt Closes: Ex-Officer Held as Suspect,"" Los Angeles Times, 12 Apr 1935: 11 and ""Gang 'Ride' Case Sped,"" Los Angeles Times, 16 Apr 1935: A5.","[circa April 16, 1935]",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_7528,1 photograph,b&w nitrate negative,,,"Captain Bert Wallis (left), Detective Lieutenant Miles Ledbetter (center), and C. P. Stevens, recaptured fugitive, Los Angeles, 1935",https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002df7f0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002df7f0/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002df7dg,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2020-02-03 12:58:33,Work,latimes/masters/uclamss_1429_7527.tif,,,,,Detectives $z California $z Los Angeles|~|Homicides $z California $z Los Angeles|~|Fugitives from justice $z California $z Los Angeles|~|Police $z California $z Los Angeles|~|Murder $x Investigation $z California $z Los Angeles,still image,copyrighted,news photographs|~|cellulose nitrate film,"Ledbetter, Miles, $d 1893-1972|~|Wallis, Bert, $d 1880-1959|~|Los Angeles (Calif.). $b Police Department|~|Healey, John Edward, $d 1906-1988",Los Angeles (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Handwritten on negative sleeve: 1202. Mrs. Thacher Taylor & Baby [stamped:] July 18 1935|~|Handwritten on negative: Capt. Bert Wallace, Juo. Edward Healey, Miles H. Ledbetter",,,,,1935-03-27/1935-07-13,"Name misspelled on negative: Capt. Bert Wallace is Captain Bert Wallis.|~|Three men sit in chairs in front of a desk. Captain Bert Wallis (left) holds a pipe in both hands and is looking at John Edward Healey (center). Healey has his left hand in his pants pocket. Miles H. Ledbetter also faces Healey, left arm bent, hand on his hip. The desk has a photograph of a man behind bars, possibly Healey, papers, and portfolios.|~|Bert Wallis (left) was a captain of the homicide detail for the Los Angeles Police Department. Miles H. Ledbetter (right) was a detective lieutenant. Center man is John Edward Healey (John E. Healey) who was a fugitive wanted for the murder of Danski Kubo in 1930. He was recaptured March 1935 in Massachusetts and convicted for second degree murder, due to cutting a deal. He was released in 1940.|~|Negative sleeve does not match negative. Negative might be for envelope 1205 with negative 7528.","[between March 27 and July 13, 1935]",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_7527,1 photograph,b&w nitrate negative,,,"Captain Bert Wallis, LAPD homicide (left), John Edward Healey, recaptured fugitive (center), and Miles H. Ledbetter, detective lieutenant, Los Angeles, 1935",https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002df7dg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002df7dg/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002dfgdv,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2020-02-03 12:59:01,Work,latimes/masters/uclamss_1429_7730.tif,,,,,Criminals $z California $z Los Angeles|~|Smuggling $z California $z Los Angeles|~|Identification photographs|~|Piracy $z California $z Long Beach,still image,copyrighted,news photographs|~|cellulose nitrate film,"Carrillo, Carl, $d 1902-1982",,,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Handwritten on paper slip: Carl Carrillo.|~|Text on negative sleeve: 1303. John Janss, M.D. Mary C. Janss. Carl Carrillo [stamped:] Jul 31 1935|~|Mugshot identification number: 177755",,,,,1935-07-31,"Mugshot photographs of Carl Carrillo. The profile photo has an X through it. The forward facing photo has crop marks around it.|~|Related to several articles about several pirates who boarded the gambling ship Monte Carlo and stole $26,000. Carrillo was found to be one of the pirates (the driver of the high-speed boat) and sentenced to eight years in prison (he later got another two years added for alcohol smuggling). The stories ran in 1935-1936.|~|Carl Carrillo's name was occasionally spelt Carl Carillo in articles.|~|Copy photo",[circa Jul 31 1935],Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_7730,1 photograph,b&w nitrate negative,,,"Carl Carrillo, convicted pirate and smuggler, 1935 (copy photo)",https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dfgdv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dfgdv/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002df3rq,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2020-02-03 12:59:23,Work,latimes/masters/uclamss_1429_7421.tif,,,,,Fireworks $z California $z Los Angeles|~|Fire prevention $z California $z Los Angeles|~|Fireworks $x Safety measures,still image,copyrighted,news photographs|~|cellulose nitrate film,"Pierret, V. E. $q (Victor Eugene), $d 1889-1967",Los Angeles (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Handwritten on negative: 132 132 Chief V.E. Pierret 7/2/35|~|Text accompanying photograph in article: Dangers in Amateur Fireworks Illustrated: Viewing the remains of a home-made Fourth of July bomb that brought critical wonds to its creator, Chiel [i.e. Chief] V. E. Pierret, fire-prevention expert, tells Polly Jackson (left,) Teresa Cleary and Renee Bennett the rules for a safe, sane and legal Independence Day celebration.|~|Handwritten on negative sleeve: 1112. Chief V.E. Pierret. Fire Prevention 7/2/35 [stamped:] Jul 17 1935",,,,,1935-07-02,"A different photograph of V. E. Pierret taken on the same occasion appears with the article ""City Ready for Fourth,"" Los Angeles Times, 03 July 1935: A1.|~|Chief V. E. Pierret, sitting behind a table wearing a shirt and tie, holds the remains of a homemade bomb that blew off the hand of Pearce Clark during a demonstration and lecture of fireworks safety.","July 2, 1935",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_7421,1 photograph,b&w nitrate negative,,,"Chief V. E. Pierret, holding the remains of a homemade bomb, Los Angeles, 1935",https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002df3rq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002df3rq/manifest
