"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Last Edit Date","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","iiif_access_url","Subject","Type.typeOfResource","Rights.copyrightStatus","Type.genre","Name.subject","Coverage.geographic","Coverage.spatialLatitude","Coverage.spatialLongitude","Name.artist","Name.illustrator","Name.photographer","Name.compiler","Name.repository","Rights.countryCreation","Rights.rightsHolderContact","Name.architect","Name.fashionDesigner","Language","Relation.hasVersion","Rights.permission","Publisher.publisherName","Relation.isPartOf","Description.caption","Description.adminnote","Description.latitude","Format.dimensions","Description.contents","Date.normalized","Description.note","Date.creation","Description.fundingNote","Alternate Identifier.local","Format.extent","Format.medium","Description.abstract","Description.longitude","Title","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Los Angeles Times Photographic Archive","ark:/21198/zz002hjbdh","ark:/21198/zz0002np7z","2","Completed","2020-09-18 13:45:04","Work","latimes/masters/srgb/C1429_b934_f287589_frame26.tif","","","","","Boxes|~|Politicians $z California $z Los Angeles|~|Petitions $x American $z California $z Los Angeles","still image","copyrighted","news photographs|~|black-and-white photographs","California. Legislature. Senate.|~|Robbins, Alan, $d 1943-|~|Los Angeles County (Calif.). $b Department of Registrar-Recorder","Los Angeles (Calif.)","","","","","","","University of California, Los Angeles. Library. Department of Special Collections","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","","","zxx","","Y","Los Angeles Times","Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: Senator Alan Robbins with boxes filled with busing petitions that were brought to the County Registrar-Recorder's office for verification.","","34.040268","","","1978-06-06","State Senator Alan Robbins going through boxes filled with petitions at the County Registrar-Recorder's office in Los Angeles. In the background are workers doing the same.|~|Related to Los Angeles Times article, ""Antibusing Initiative Can't Meet Deadline,"" 6 Jun. 1978: C1.","[circa June 6, 1978]","","C1429_b934_f287589_frame26","1 photograph","","","-118.164274","Senator Alan Robbins, Los Angeles, 1978","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hjbdh","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hjbdh/manifest"
"Los Angeles Times Photographic Archive","ark:/21198/zz002hjb3v","ark:/21198/zz0002np7z","2","Completed","2020-09-29 14:21:37","Work","latimes/masters/srgb/C1429_b934_287589_frame17.tif","","","","","Referendums $z California|~|Busing (School integration) $z California $z Los Angeles County","still image","copyrighted","news photographs|~|black-and-white photographs","Robbins, Alan, $d 1943-|~|Jackson, W. C. $q (William C.), $c Reverend","Los Angeles County (Calif.)","","","","","","","University of California, Los Angeles. Library. Department of Special Collections","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","","","zxx","","Y","Los Angeles Times","Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: Senator Alan Robbins with boxes filled with busing petitions that were brought to the County Registrar-Recorder's office for verification.|~|Text from negative sleeve: Alan Robbins & petitions|~|Text from negative sleeve: Rev. W. C. Jackson and Senator Alan Robbins wheel in cart loaded with boxes filled with busing petitions that were brought to the County Registrar-Recorder's office for verification.","","34.040069","","","1978-06-06","Related to Los Angeles Times article, ""Antibusing Initiative Can't Meet Deadline."" 6 June 1978: C1.","[June 6, 1978]","","C1429_b934_287589_frame17","1 photograph","b&w negative","","-118.164310","Reverend W.C. Jackson, State Senator Alan Robbins, and a third man unload antibusing initiative petitions at the Los Angeles County Registrar-Recorder's office, 1978","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hjb3v","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hjb3v/manifest"
"Los Angeles Times Photographic Archive","ark:/21198/zz002hjdv6","ark:/21198/zz0002np7z","2","Completed","2020-09-29 14:32:43","Work","latimes/masters/srgb/c1429_b3198_32016-2A_D1_2-16-1944.tif","","","","","Naval hospitals $z California $z Long Beach|~|Nurses $x American $z California $z Long Beach","still image","copyrighted","news photographs|~|black-and-white photographs","Allen, Mary Ada $c (Nurse)|~|Naval Hospital Long Beach|~|Olson, Dorothy $c (Nurse)","Long Beach (Calif.)","","","","","","","University of California, Los Angeles. Library. Department of Special Collections","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","","","zxx","","Y","Los Angeles Times","Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: Lieut. Mary Ada Allen, chief nurse at Long Beach Navy Hospital gets report from Ensign Dorothy Olson, nurse, as she starts the day's work.","","33.808365","","","1943-05-10","Possibly related to Los Angeles Times article ""Trained Nurses of Navy Long for 'Action Duty',"" Los Angeles Times, 25 May 1943: A1.|~|Dorothy Olson (Naval nurse) delivering a report to Lieutenant Mary Ada Allen (chief nurse) at Long Beach Navy Hospital.","[circa May 10, 1943]","","c1429_b3198_32016-2A_D1_2-16-1944","1 photograph","","","-118.187270","Ensign Dorothy Olson and Lieutenant Mary Ada Allen at Long Beach Navy Hospital, 1943","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hjdv6","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hjdv6/manifest"
"Los Angeles Times Photographic Archive","ark:/21198/zz002hjfp3","ark:/21198/zz0002np7z","2","Completed","2021-07-30 12:59:54","Work","latimes/masters/srgb/c1429_b3720_G3555.tif","","","","","Art deco (Architecture) $z California $z Los Angeles|~|Penthouses $z California $z Los Angeles","still image","copyrighted","news photographs|~|black-and-white photographs","Oviatt Building (Los Angeles, Calif.)","Los Angeles (Calif.)","","","","","","","University of California, Los Angeles. Library. Department of Special Collections","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","","","","","Y","Los Angeles Times","Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Handwritten on negative: James Oviatt House|~|Photo caption: Comforts at high level; exterior and interior of living-room of James Oviatt home atop the height-limit building of Alexander & Oviatt (""Castle in air houses Oviatt,"" Los Angeles Times, 30 Mar. 1930: A3).|~|Handwritten on negative: James Oviatt Home|~|Text from negative sleeve: Oviatt, James.","","34.047733","","","1930-03-30","The Oviatt Building (617 South Olive St; constructed 1927-1928) was designed for the clothier, James Zera Oviatt, a partner in the establishment, Alexander and Oviatt. The penthouse was decorated by the Paris interior design firm, Saddler et fils.|~|View of a sitting room in the penthouse of the Oviatt Building with a sofa, chairs, tables, paintings, decorative objects, carpets and silk or velvet curtains. A man is seated on the right.","[circa March 30, 1930]","Access to this collection is generously supported by Haynes Foundation funds.","c1429_b3720_G3555","1 photograph","b&w nitrate negative","","-118.254701","Sitting room in the penthouse of the Oviatt Building, Los Angeles, 1930","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hjfp3","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hjfp3/manifest"
"Los Angeles Times Photographic Archive","ark:/21198/zz002hjfqm","ark:/21198/zz0002np7z","2","Completed","2021-07-30 13:01:54","Work","latimes/masters/srgb/c1429_b3720_G3556.tif","","","","","Art deco (Architecture) $z California $z Los Angeles|~|Penthouses $z California $z Los Angeles","still image","copyrighted","news photographs|~|black-and-white photographs","Oviatt Building (Los Angeles, Calif.)","Los Angeles (Calif.)","","","","","","","University of California, Los Angeles. Library. Department of Special Collections","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","","","","","Y","Los Angeles Times","Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Handwritten on negative: James Oviatt Home|~|Text from negative sleeve: Oviatt, James.","","34.047733","","","1930-03-30","The Oviatt Building (constructed 1927-1928) was designed for the clothier, James Zera Oviatt, a partner in the establishment, Alexander and Oviatt. The penthouse was decorated by the Paris interior design firm, Saddler et fils.|~|View of a bedroom in the penthouse of the Oviatt Building with a bed, bedside tables, ornate throw pillows and velvet curtains.","[circa March 30, 1930]","Access to this collection is generously supported by Haynes Foundation funds.|~|-118.254701","c1429_b3720_G3556","1 photograph","b&w nitrate negative","","","Bedroom in the penthouse of the Oviatt Building, Los Angeles, 1930","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hjfqm","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hjfqm/manifest"
"Los Angeles Times Photographic Archive","ark:/21198/zz002hjfsn","ark:/21198/zz0002np7z","2","Completed","2021-07-30 13:02:56","Work","latimes/masters/srgb/c1429_b3720_G3558.tif","","","","","Art deco (Architecture) $z California $z Los Angeles|~|Penthouses $z California $z Los Angeles","still image","copyrighted","news photographs|~|black-and-white photographs","Oviatt Building (Los Angeles, Calif.)","Los Angeles (Calif.)","","","","","","","University of California, Los Angeles. Library. Department of Special Collections","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","","","","","Y","Los Angeles Times","Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Handwritten on negative: James Oviatt home atop Alexander & Oviatt Bldg.|~|Photo caption: Comforts at high level; exterior and interior of living-room of James Oviatt home atop the height-limit building of Alexander & Oviatt (""Castle in air houses Oviatt,"" Los Angeles Times, 30 Mar. 1930: A3).","","34.047733","","","1930-03-30","View of a patio at the penthouse atop the Oviatt Building. A man and a woman are seated on the stairs.|~|The Oviatt Building (617 South Olive St; constructed 1927-1928) was designed for the clothier, James Zera Oviatt, a partner in the establishment, Alexander and Oviatt. The penthouse was decorated by the Paris interior design firm, Saddler et fils.|~|Text from negative sleeve: Oviatt, James.","[circa March 30, 1930]","Access to this collection is generously supported by Haynes Foundation funds.","c1429_b3720_G3558","1 photograph","b&w nitrate negative","","-118.254701","Oviatt Building penthouse patio, Los Angeles, 1930","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hjfsn","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hjfsn/manifest"
"Los Angeles Times Photographic Archive","ark:/21198/zz002hjft5","ark:/21198/zz0002np7z","2","Completed","2021-07-30 13:03:27","Work","latimes/masters/srgb/c1429_b3720_G3559.tif","","","","","Art deco (Architecture) $z California $z Los Angeles|~|Penthouses $z California $z Los Angeles","still image","copyrighted","news photographs|~|black-and-white photographs","Oviatt Building (Los Angeles, Calif.)","","","","","","","","University of California, Los Angeles. Library. Department of Special Collections","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","","","","","Y","Los Angeles Times","Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Handwritten on negative: James Oviatt Home atop Alexander & Oviatt Bldg.|~|Reported in ""Castle in air houses Oviatt,"" Los Angeles Times, 30 Mar. 1930: A3.|~|Text from negative sleeve: Oviatt, James.","","34.047733","","","1930-03-30","Room in the penthouse of the Oviatt Building with a decorative chest with relief carvings and burl veneer.|~|Reported in ""Castle in air houses Oviatt,"" Los Angeles Times, 30 Mar. 1930: A3.|~|The Oviatt Building (617 South Olive St; constructed 1927-1928) was designed for the clothier, James Zera Oviatt, a partner in the establishment, Alexander and Oviatt. The penthouse was decorated by the Paris interior design firm, Saddler et fils.","[circa March 30, 1930]","Access to this collection is generously supported by Haynes Foundation funds.","c1429_b3720_G3559","1 photograph","b&w nitrate negative","","-118.254701","Carved chest in the penthouse of the Oviatt Building, Los Angeles, 1930","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hjft5","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hjft5/manifest"
"Los Angeles Times Photographic Archive","ark:/21198/zz002hjfvp","ark:/21198/zz0002np7z","2","Completed","2021-07-30 15:33:37","Work","latimes/masters/srgb/C1429_b3723_neg_G3844.tif","","","","","","still image","copyrighted","news photographs|~|black-and-white photographs","Phillips, Clara, $d 1894-1969","","","","","","","","University of California, Los Angeles. Library. Department of Special Collections","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","","","zxx","","Y","Los Angeles Times","Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: Philips, Clara.","","","","","1915/1922","Stock photo of convicted murderess Clara Phillips from her days as a chorus girl.","[between 1915-1922?]","","C1429_b3723_neg_G3844","1 photograph","","","","Clara Phillips, between 1915-1922","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hjfvp","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hjfvp/manifest"
"Los Angeles Times Photographic Archive","ark:/21198/zz002hjfxq","ark:/21198/zz0002np7z","2","Completed","2021-07-30 15:37:05","Work","latimes/masters/srgb/C1429_b3723_neg_G3862.tif","","","","","Judicial proceedings $z California $z Los Angeles","still image","copyrighted","news photographs|~|black-and-white photographs","Phillips, Clara, $d 1894-1969|~|Los Angeles County Courthouse (Los Angeles, Calif.)|~|Phillips, A. L. $q (Armour L.), $d 1893-1972","Los Angeles (Calif.)","","","","","","","University of California, Los Angeles. Library. Department of Special Collections","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","","","zxx","","Y","Los Angeles Times","Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: Collection 1429. Los Angeles Times. Glass negatives. Philips, Clara.|~|Text from negative sleeve: Philips, Clara.","","","","","1922/1923","Infamous murderess Clara Philips the ""Tiger Woman"" (named for brutally murdering husband's mistress with a hammer) sitting in a Los Angeles Courthouse with two unknown men.","[between 1922-1923]","","C1429_b3723_neg_G3862","1 photograph","","","","Clara Phillips with A. L. Philips and another man in a courtroom, Los Angeles, 1922/1923","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hjfxq","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hjfxq/manifest"
"Los Angeles Times Photographic Archive","ark:/21198/zz002hjg07","ark:/21198/zz0002np7z","2","Completed","2021-07-30 15:39:27","Work","latimes/masters/srgb/C1429_b3723_neg_G3872.tif","","","","","Judicial proceedings $z California $z Los Angeles","still image","copyrighted","news photographs|~|black-and-white photographs","Phillips, Clara, $d 1894-1969|~|Los Angeles County Courthouse (Los Angeles, Calif.)","Los Angeles (Calif.)","","","","","","","University of California, Los Angeles. Library. Department of Special Collections","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","","","zxx","","Y","Los Angeles Times","Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: Philips, Clara.","","","","","1922","Infamous murderess Clara Philips the ""Tiger Woman"" (named for brutally murdering husband's mistress with a hammer) in a Courtroom.","[between 1922-1935?]","","C1429_b3723_neg_G3872","1 photograph","","","","Clara Phillips in a Los Angeles Coutroom, Los Angeles, 1922","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hjg07","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hjg07/manifest"
"Los Angeles Times Photographic Archive","ark:/21198/zz002hjfz7","ark:/21198/zz0002np7z","2","Completed","2021-07-30 15:39:57","Work","latimes/masters/srgb/C1429_b3723_neg_G3871.tif","","","","","Jurors $z California $z Los Angeles|~|Judicial proceedings $z California $z Los Angeles","still image","copyrighted","news photographs|~|black-and-white photographs","Phillips, Clara, $d 1894-1969|~|Los Angeles County Courthouse (Los Angeles, Calif.)","Los Angeles (Calif.)","","","","","","","University of California, Los Angeles. Library. Department of Special Collections","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","","","zxx","","Y","Los Angeles Times","Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Twelve jurors (9 men and 3 women) sitting at the Clara Phillips murder trial in Los Angeles in the jury box.|~|Text from negative sleeve: Text from negative sleeve: Philips, Clara.","","","","","1922","","1922","","C1429_b3723_neg_G3871","1 photograph","","","","Jury for Clara Phillips trial sitting in a Los Angeles Courtroom, Los Angeles, 1922","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hjfz7","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hjfz7/manifest"
"Los Angeles Times Photographic Archive","ark:/21198/zz002hjfnk","ark:/21198/zz0002np7z","2","Completed","2021-08-16 13:14:17","Work","latimes/masters/srgb/C1429_G1095_William_1923.tif","","","","","Philanthropists","still image","copyrighted","news photographs|~|black-and-white photographs","Clark, William Andrews, 1839-1925","California","","","","","","","University of California, Los Angeles. Library. Department of Special Collections","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","","","zxx","","Y","Los Angeles Times","Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: Clark, William A. - Ex. State Senator - 1923","","","","","1923","","1923","","C1429_G1095_William_1923","1 photograph","b&w negative","","","Courtroom hearing related to William A. Clark, [California?], 1923","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hjfnk","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hjfnk/manifest"
"Los Angeles Times Photographic Archive","ark:/21198/zz002hjfr4","ark:/21198/zz0002np7z","2","Completed","2021-08-18 14:56:04","Work","latimes/masters/srgb/c1429_b3720_G3557.tif","","","","","Art deco (Architecture) $z California $z Los Angeles|~|Penthouses $z California $z Los Angeles","still image","copyrighted","news photographs|~|black-and-white photographs","Oviatt Building (Los Angeles, Calif.)","Los Angeles (Calif.)","","","","","","","University of California, Los Angeles. Library. Department of Special Collections","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","","","","","Y","Los Angeles Times","Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Handwritten on negative: James Oviatt House|~|Text from negative sleeve: Oviatt, James.","","34.047733","","","","View of a sitting room in the penthouse of the Oviatt Building with chairs, a table, a chest, a painting, wall paper, sculpture, a carpet and silk or velvet curtain.|~|Reported in ""Castle in air houses Oviatt,"" Los Angeles Times, 30 Mar. 1930: A3.|~|The Oviatt Building (617 South Olive St; constructed 1927-1928) was designed for the clothier, James Zera Oviatt, a partner in the establishment, Alexander and Oviatt. The penthouse was decorated by the Paris interior design firm, Saddler et fils.","[circa March 30, 1930]","Access to this collection is generously supported by Haynes Foundation funds.","c1429_b3720_G3557","1 photograph","b&w nitrate negative","","-118.254701","Sitting room in the penthouse of the Oviatt Building, Los Angeles, 1930","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hjfr4","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hjfr4/manifest"
"Los Angeles Times Photographic Archive","ark:/21198/zz002hjfw6","ark:/21198/zz0002np7z","2","Completed","2021-08-18 15:14:56","Work","latimes/masters/srgb/C1429_b3723_neg_G3858.tif","","","","","","still image","copyrighted","news photographs|~|black-and-white photographs","Phillips, Clara, $d 1894-1969","California","","","","","","","University of California, Los Angeles. Library. Department of Special Collections","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","","","zxx","","Y","Los Angeles Times","Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: Philips, Clara.","","","","","1915/1922","Childhood photo of Clara Phillips posing with two unknown people.|~|Clara Philips was convicted of murdering her husband's mistress in 1923.","[between 1915-1922 (?)]","Access to this collection is generously supported by Haynes Foundation funds.","C1429_b3723_neg_G3858","1 photograph","b&w nitrate negative","","","Clara Phillips standing with unidentified man and woman, California, between 1915-1922 (?)","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hjfw6","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hjfw6/manifest"
"Los Angeles Times Photographic Archive","ark:/21198/zz002hjg28","ark:/21198/zz0002np7z","2","Completed","2021-08-18 15:20:08","Work","latimes/masters/srgb/C1429_b3723_neg_G3888.tif","","","","","Women","still image","copyrighted","news photographs|~|black-and-white photographs","Phillips, Clara, $d 1894-1969","","","","","","","","University of California, Los Angeles. Library. Department of Special Collections","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","","","zxx","","Y","Los Angeles Times","Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: Philips, Clara.","","","","","1905/1910","Two childhood photos of convicted murderess Clara Phillips.  Top photo she is posing with another woman, bottom photo she is sitting by herself on a fence.","[between 1905-1910 (?)]","","C1429_b3723_neg_G3888","1 photograph","","","","Clara Phillips childhood photos, between 1905-1910 (?)","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hjg28","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hjg28/manifest"
"Los Angeles Times Photographic Archive","ark:/21198/zz002hjg3s","ark:/21198/zz0002np7z","2","Completed","2021-08-18 15:20:40","Work","latimes/masters/srgb/C1429_b3723_neg_G3892.tif","","","","","Trials (Murder) $z California $z Los Angeles","still image","copyrighted","news photographs|~|black-and-white photographs","Phillips, Clara, $d 1894-1969","Los Angeles (Calif.)","","","","","","","University of California, Los Angeles. Library. Department of Special Collections","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","","","","","Y","Los Angeles Times","Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Handwritten on negative: Crowd at Phillips trial|~|Text from negative sleeve: Philips, Clara.","","","","","1922","Crowd of men in the hallway of the Los Angeles courthouse during the murder trial of Clara Phillips.","1922","Access to this collection is generously supported by Haynes Foundation funds.","C1429_b3723_neg_G3892","1 photograph","b&w nitrate negative","","","Crowd at the murder trial of Clara Phillips, Los Angeles, 1922","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hjg3s","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hjg3s/manifest"
"Los Angeles Times Photographic Archive","ark:/21198/zz002hjg49","ark:/21198/zz0002np7z","2","Completed","2021-08-18 15:21:31","Work","latimes/masters/srgb/C1429_b3723_neg_G3895.tif","","","","","Automobiles","still image","copyrighted","news photographs|~|black-and-white photographs","Phillips, Clara, $d 1894-1969","California, Southern","","","","","","","University of California, Los Angeles. Library. Department of Special Collections","US","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","","","zxx","","Y","Los Angeles Times","Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: Philips, Clara.","","","","","1915/1922","Photo of Clara Phillips (left) and unidentified woman holding a bouquet oaf flowers sit against a car on the side of the road.","[between 1915-1922?]","","C1429_b3723_neg_G3895","1 photograph","","","","Clara Phillips and unidentified woman sitting against a car, Southern California, 1915-1922","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hjg49","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hjg49/manifest"
