File,Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Subject,Type.typeOfResource,Type.genre,Name.subject,Rights.copyrightStatus,Rights.rightsHolderContact,Coverage.geographic,Name.fashionDesigner,Name.photographer,Name.repository,Name.artist,Name.architect,Name.compiler,Rights.countryCreation,Rights.servicesContact,Language,Relation.hasVersion,Rights.permission,Publisher.publisherName,Relation.isPartOf,Illustrator,Alternate Identifier.local,Title,Description.caption,Date.creation,Format.extent,Format.medium,Format.dimensions,Date.normalized,Description.longitude,Description.latitude,Description.note,Description.adminnote,Description.contents,Description.abstract,Description.fundingNote,Opac url,Finding Aid URL,Alternate Identifier.oclc,License,Bucketeer State,IIIF Access URL,IIIF Manifest URL,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988"
latimes3_imported.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cpdxc,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_3757.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_3757,zz -- DO NOT CATALOG uclamss_1429_3757,,,1 photograph,b&w nitrate negative,,,,,"Safety neg that is too warped. The woman’s face is not damaged, but so much of the rest is that it’s not worth cataloging. There may be other pictures out there, because she married Max Reinhardt.",,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cpdxc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cpdxc/manifest,
latimes3_imported.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cpdzw,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_3758.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_3758,uclamss_1429_3758,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cpdzw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cpdzw/manifest,
latimes3_imported.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cpf1d,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_3760.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_3760,uclamss_1429_3760,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cpf1d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cpf1d/manifest,
latimes3_imported.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cpf2x,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_3761.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_3761,uclamss_1429_3761,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cpf2x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cpf2x/manifest,
latimes3_imported.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cpf4z,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_3763.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_3763,uclamss_1429_3763,"Handwritten on negative: Samuel Emory Thomason|~|Text from negative sleeve: THOMASON, SAMUEL EMERY [sic] PUBLISHER, 1933",,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cpf4z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cpf4z/manifest,
latimes3_imported.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cpf81,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_3767.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_3767,uclamss_1429_3767,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cpf81,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cpf81/manifest,
latimes3_imported.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cpfck,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_3770.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_3770,uclamss_1429_3770,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cpfck,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cpfck/manifest,
latimes3_imported.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cpfp7,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_3779.tif,,,,,still image,news photographs|~|cellulose nitrate film,"Thompson, Carmi A.",copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_3779,uclamss_1429_3779,"Text from negative sleeve: THOMPSON, CARMI A. & MRS ? 1928",,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cpfp7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cpfp7/manifest,
latimes3_imported.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cph2w,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_3819.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_3819,uclamss_1429_3819,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cph2w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cph2w/manifest,
latimes3_imported.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cph3d,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_3820.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_3820,uclamss_1429_3820,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cph3d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cph3d/manifest,
latimes3_imported.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cph4x,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_3821.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_3821,uclamss_1429_3821,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cph4x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cph4x/manifest,
latimes3_imported.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cph5f,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_3822.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_3822,uclamss_1429_3822,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cph5f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cph5f/manifest,
latimes3_imported.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cph6z,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_3823.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_3823,uclamss_1429_3823,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cph6z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cph6z/manifest,
latimes3_imported.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cph7g,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_3824.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_3824,uclamss_1429_3824,"Handwritten on negative: E. M. Torchia, E. T. Von Buelow|~|Text from negative sleeve: TORCHIA, ERNEST M.",,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cph7g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cph7g/manifest,
latimes3_imported.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cphd2,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_3829.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_3829,uclamss_1429_3829,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cphd2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cphd2/manifest,
