Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Last Edit Date,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,iiif_access_url,Subject,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Name.subject,Coverage.geographic,Name.artist,Name.illustrator,Name.photographer,Name.compiler,Name.repository,Rights.countryCreation,Rights.rightsHolderContact,Name.architect,Name.fashionDesigner,Language,Relation.hasVersion,Rights.permission,Publisher.publisherName,Relation.isPartOf,Description.caption,Description.adminnote,Description.latitude,Format.dimensions,Description.contents,Date.normalized,Description.note,Date.creation,Description.fundingNote,Alternate Identifier.local,Format.extent,Format.medium,Description.abstract,Description.longitude,Title,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Los Angeles Times Photographic Archive,ark:/21198/zz002cwvdk,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2019-11-05 16:30:14,Work,latimes/masters/uclamss_1429_6606.tif,,,,,Government facilities $x Mexican $z Baja California $z Mexicali,still image,copyrighted,news photographs|~|cellulose nitrate film,,Mexicali (Mexico),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: Mexicale [sic], Mexico",,32.663326,,,1927,"A similar photograph appears with the article, ""Mexicali Thriving Under rule of Gov. Rodriguez,"" Los Angeles Times, 6 Feb 1927: B10.|~|A newly constructed two-story roman-style building sits alone, surrounded by young trees.|~|The capitol building, or governor's palace, was likely built in the 1920s and housed the State executive departments.",[circa 1927],Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_6606,1 photograph,b&w nitrate negative,,-115.469736,"Capitol building of Mexicali, Mexico, circa 1927",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cwvdk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cwvdk/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz0002sg9w,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2019-11-06 08:19:47,Work,latimes/masters/clusc_8_1_00340285a.tif,,,,,Automobile racing--California--Los Angeles County|~|Transportation|~|Entertainment,still image,copyrighted,news photographs,"Mines Field (Los Angeles, Calif.)",Los Angeles (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,,33.9432887422715,9.5 x 13 cm.,,1934,,1934,,uclalat_1429_b18_N26,1 photograph,b&w nitrate negative,,-118.410129547119,"Automobile race at Mines Field, Los Angeles, 1934",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002sg9w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002sg9w/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002cwvc2,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2019-11-06 11:38:09,Work,latimes/masters/uclamss_1429_6605.tif,,,,,,still image,copyrighted,news photographs|~|cellulose nitrate film,,Mexicali (Mexico),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: Mexicale [sic], Mexico.",,32.663109,,,1927,"A view of the street leading up to the capitol building, or governor's palace, of Mexicali. An automobile drives past a row of houses.|~|Related to: ""Mexicali Thriving Under Rule of Gov. Rodriguez,"" Los Angeles Times, 6 Feb 1927: B10.",[circa 1927],Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_6605,1 photograph,b&w nitrate negative,,-115.472160,"Street leading to capitol building in Mexicali, Mexico, circa 1927",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cwvc2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cwvc2/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002h9g7q,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2019-11-07 09:19:52,Work,latimes/masters/uclamss_1429_11429.tif,,,,,Government officials $x American $z California $z Los Angeles|~|Reporters $x American $z California $z Los Angeles,still image,copyrighted,news photographs|~|cellulose nitrate film,"Roosevelt, Henry L. ",Los Angeles (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: Roosevelt, Henry L., Asst Sec Navy, 1933",,,,,1933,"Henry L. Roosevelt, Assistant secretary of the Navy, interviewed by five reporters during a visit, probably in a hotel room.",1933,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_11429,1 photograph,b&w nitrate negative,,,"Henry L. Roosevelt, Assistant Secretary of the Navy, with reporters, Los Angeles, 1933",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h9g7q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h9g7q/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002h9g87,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2019-11-07 09:20:20,Work,latimes/masters/uclamss_1429_11430.tif,,,,,Luncheons $z California $z Los Angeles|~|Public speaking $z California $z Los Angeles,still image,copyrighted,news photographs|~|cellulose nitrate film,"United States. $b Navy|~|Roosevelt, Henry L. ",,,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Handwritten on negative: Roosevelt, Henry L.|~|Text from newspaper caption: He Kills Rumors of Fleet's Transfer Henry L. Roosevelt, assistant Secretary of the Navy, speaking at the Chamber of Commerce luncheon.|~|Text from negative sleeve: ROOSEVELT, HENRY L. ASST SEC NAVY 1933",,34.038156,,,1933-08,"Roosevelt stands speaking to an audience that is off-camera. Portraits hang along the wall behind him and two unidentified men are seen sitting in the far corner. The Chamber of Commerce was located at 12th St. and Broadway.|~|Photograph appears with the article, in “NEED OF MIGHTY NAVY STRESSED: Col. Roosevelt Applauded on Luncheon Speech Assistant Secretary Makes Harbor Inspection No Transfer of Fleet Due, Official Reriterates,” Los Angeles Times, 19 Aug. 1933: A1.|~|Assistant Secretary of the Navy Henry L. Roosevelt tours the Pacific Coast.",August 1933,Access to this collection is generously supported by Arcadia funds.,uclamss_1429_11430,1 photograph,b&w nitrate negative,,-118.260289,"Henry L. Roosevelt, Assistant Secretary of the Navy, speaking at the Chamber of Commerce luncheon, Los Angeles, 1933",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h9g87,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h9g87/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002h8prx,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2019-11-07 12:20:08,Work,latimes/masters/uclamss_1429_11849.tif,,,,,Socialites $z California $z Los Angeles,still image,copyrighted,news photographs|~|cellulose nitrate film,"Dougher, Aileen M., $d 1906-1998|~|Kraft, Edwin, $c (Mrs.)|~|Murphy, Sigurd, $c (Mrs.)","Bel Air (Los Angeles, Calif.)",,,"Terrell, Maurice",,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: 15138 - Mrs. Edwin Kraft, Mrs. Sigurd Murphy, Mrs. Harold Dougher, Society [stamped:] Maurice Terrell photographer.|~|Handwritten on negative: Mmes Edwin Kraft, Sigurd Murphy, Harold Dougher, 33",,,,,1938-12-07,"Possibly related to the article, ""Christmas Season Fetes Inspire Hostesses,"" Los Angeles Times, 2 Dec. 1938: A11.|~|From left to right, Los Angeles socialites Mrs. Edwin Kraft, Mrs. Sigurd Murphy, and Mrs. Harold Dougher. Mrs. Kraft is seated on a table. Behind the group is a window with ironwork and an archway. This photograph may have been taken at a bridge luncheon hosted by Mrs. Murphy at The Sycamores in Bel Air on December 7, 1938.","[December 7, 1938?]",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_11849,1 photograph,b&w nitrate negative,,,"Los Angeles socialites Mrs. Edwin Kraft, Mrs. Sigurd Murphy, and Mrs. Harold Dougher, Bel Air, 1938",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h8prx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h8prx/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002j8v6g,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2019-11-07 14:42:29,Work,latimes/masters/uclamss_1429_15128.tif,,,,,Daughters $x American $z California $z Glendale|~|Fathers $z California $z Glendale,still image,copyrighted,news photographs|~|cellulose nitrate film,"Robles, June Cecilia, $d 1927-2014|~|Robles, Fernando A., $d 1904-1993",Glendale (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from newspaper caption: June Robles Frolicking With Father June Robles, Arizona kidnap victim, proved, when she arrived in Glendale yesterday to visit her grandmother and other relatives, that despite her harrowing desert experience she still enjoys riding piggy-back on the shoulders of her father, Ferdinand Robles.|~|Text from negative sleeve: Robles, June kidnap case 1934 (belong to env. in Box 28-BATCH #7)",,,,,1934-05-25,"Photograph appears with the article, ""Robles Girl Visits Here,"" Los Angeles Times, 26 May 1934: A1.|~|June rides her father's back as he sits on the stoop, both smiling.|~|Brian Foy claims a contract for three months' was signed for the child. The family traveled by train to Glendale to visit Mrs. Robles' relatives. Robles denies that he agreed to sign June. Fernando also claims that June is doing very well since her rescue from the shallow pit she had been imprisoned in in the desert, having gained eight pounds. All questions June was asked concerning the kidnapping she replied with ""I don't know.""|~|June Robles (2nd from right) sits with three other girls on a step in front of a door. An unidentified blonde woman kneels behind them, and another young child is visible inside the building.","May 25, 1934",Access to this collection is generously supported by Arcadia funds.,uclamss_1429_15128,1 photograph,b&w nitrate negative,,,"June Robles puts her arms around her father Fernando, Glendale, 1934",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j8v6g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j8v6g/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002dg2n4,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2019-11-08 11:28:03,Work,latimes/masters/uclamss_1429_8230.tif,,,,,Horses $z California $z Los Angeles|~|Clubwomen $z California $z Los Angeles|~|Horse shows $z California $z Los Angeles,still image,copyrighted,news photographs|~|cellulose nitrate film,"Dubrock, Melba, $d 1901-1991",Los Angeles (Calif.)|~|San Fernando Valley (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",Text from negative sleeve: 1915- / [stamped:] Sep 4 / Brock Horse Show / Melba Du Brock|~|Handwritten on negative: Melba Du Brock,,34.114070,,,1935-09,"Melba Du Brock standing next to a horse posed in a sitting position. This photo was most likely taken at the DuBrock Riding Academy.|~|Related to the article, ""HORSE SHOW PARADE HELD: San Fernando Valley's First Night Event Will Be in North Hollywood,"" Los Angeles Times, 05 Sep 1935: 6.","[September, 1935?]",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_8230,1 photograph,b&w nitrate negative,,-118.269991,"Melba Du Brock poses with her horse, Los Angeles, 1935",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dg2n4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dg2n4/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002df76c,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2019-11-08 11:35:46,Work,latimes/masters/uclamss_1429_7521.tif,,,,,Veterans $x American|~|War wounds,still image,copyrighted,news photographs|~|Portrait photographs|~|cellulose nitrate film,"Eromenske, Charles, $d 1897-1969",Los Angeles (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Handwritten on negative: 131--Chas. Eromensky|~|Handwritten on negative sleeve: 1198--Chas Eromensky, World War Vet|~|Text from negative sleeve: JULY 18 1935",,,,,1935-07-18,Right eye missing due to war injury in World War I. Charles was originally from Russia.,"July 18, 1935",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_7521,1 photograph,b&w nitrate negative,,,"Charles Eromenske, WWI veteran, Los Angeles, 1935",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002df76c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002df76c/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002dg2mm,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2019-11-08 11:36:23,Work,latimes/masters/uclamss_1429_8229.tif,,,,,Horses $z California $z Los Angeles|~|Clubwomen $z California $z Los Angeles|~|Horse shows $z California $z Los Angeles,still image,copyrighted,news photographs|~|cellulose nitrate film,"Rice, George, $c (Mrs.)|~|Runyon, C. L., $c (Mrs.)",Los Angeles (Calif.)|~|San Fernando Valley (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: 1915- / [stamped: Sep 4 193?] / Brock Horse Show (old fashioned rig) Mmes. C. L. Runyon, Wom Brk Cl / George Rice.|~|Mrs. C. L. Runyon / Mrs. Geo. Rice",,34.114070,,,1935-09,"Related to the article, ""HORSE SHOW PARADE HELD: San Fernando Valley's First Night Event Will Be in North Hollywood,"" Los Angeles Times, 05 Sep 1935: 6.|~|(L to R) Mrs. C. L. Runyon (associated with the Women's Breakfast Club) and Mrs. George Rice sit in a horse-drawn carriage on an open field. There is a dog standing on its hind-legs and reaching toward the carriage. A watchtower is in the background. This photo was most likely taken at the DuBrock Riding Academy.","[September, 1935?]",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_8229,1 photograph,b&w nitrate negative,,-118.269991,"Mrs. C. L. Runyon and Mrs. George Rice ride in a carriage, Los Angeles, 1935",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dg2mm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dg2mm/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002dg2pn,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2019-11-08 11:36:39,Work,latimes/masters/uclamss_1429_8231.tif,,,,,Horses $z California $z Los Angeles|~|Horse shows $z California $z Los Angeles,still image,copyrighted,news photographs|~|cellulose nitrate film,"Runyon, C. L., $c (Mrs.)",Los Angeles (Calif.)|~|San Fernando Valley (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",Text from negative sleeve: 1915- / [stamped: Sep 4] / Brock (Horse) House Show / Mrs. C. L. Runyon with horse holding bridle.|~|Handwritten on negative: Mrs. C. L. Runyon,,,,,1935-09,"Related to the article, ""HORSE SHOW PARADE HELD: San Fernando Valley's First Night Event Will Be in North Hollywood,"" Los Angeles Times, 05 Sep 1935: 6.|~|Mrs. C. L. Runyon stands beside a horse. She is holding on to the horse's bridle. This photo was most likely taken at the DuBrock Riding Academy.","[September, 1935?]",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_8231,1 photograph,b&w nitrate negative,,,"Mrs. C. L. Runyon stands with a horse, Los Angeles, 1935",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dg2pn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dg2pn/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002df7pm,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2019-11-08 11:38:49,Work,latimes/masters/uclamss_1429_7535.tif,,,,,Newspapers $x Ownership,still image,copyrighted,news photographs|~|cellulose nitrate film,"Chandler, Harry, $d 1864-1944",Los Angeles (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Handwritten on negative: Harry Chandler-- To Jake with affectionate regards, Harry Chandler|~|Handwritten on negative sleeve: 1210-7-15-35Harry Chandler--copy of pix with signature removed--7-7-35",,,,,1935-07-07,Harry Chandler was President of the Los Angeles Times from 1917-1944. He was responsible for erecting the Hollywoodland sign as well.,"July 7, 1935",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_7535,1 photograph,b&w nitrate negative,,,"Harry Chandler in a signed photograph, Los Angeles, 1935",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002df7pm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002df7pm/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002dg4q4,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2019-11-08 11:50:57,Work,latimes/masters/uclamss_1429_8290.tif,,,,,Suicides $z California $z Los Angeles,still image,copyrighted,news photographs|~|cellulose nitrate film,"Schiffman, Rudolph, $c Jr., $d 1911 or 12-1935",Los Angeles (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: SEP 4-1935|~|Handwritten on negative: Schiffman notes|~|Handwritten on negative sleeve: 1953--Rudolph Schiffman Jr. (suicide notes)--suicide-2 1/2 years after girl he loved committed suicide, 8/31/35",,,,,1935-08-31,"Related to article, ""Young Heir Kills Self: Schiffman Jr., in Suicide, Son of Wealthy Drug Man Ends Life Due to Grief Over Girl's Death,"" Los Angeles Times, 2 Sept. 1935: A1.|~|From letter: ""Sat., Aug 17.""Dear Mom and Sis, This is just to say good-bye and good luck. Please don't feel badly as I have been living on borrowed time for the past 2 1/2 years. It almost happened then and many times since...""","August 31, 1935",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_8290,1 photograph,b&w nitrate negative,,,"Page 1 of Rudolph Schiffman Jr. suicide note to mother and sister, Los Angeles, 1935",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dg4q4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dg4q4/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002dg4s5,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2019-11-08 11:51:30,Work,latimes/masters/uclamss_1429_8292.tif,,,,,Suicides $z California $z Los Angeles,still image,copyrighted,news photographs|~|cellulose nitrate film,"Schiffman, Rudolph, $c Jr., $d 1911 or 12-1935",Los Angeles (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: SEP 4-1935|~|Handwritten on negative: Schiffman notes|~|Handwritten on negative sleeve:  1953--Rudolph Schiffman Jr. (suicide notes)--suicide-2 1/2 years after girl he loved committed suicide, 8/31/35",,,,,1935-08-31,"Related to article, ""Young Heir Kills Self: Schiffman Jr., in Suicide, Son of Wealthy Drug Man Ends Life Due to Grief Over Girl's Death,"" Los Angeles Times, 2 Sept. 1935: A1.|~|From letter: Dear Pop, Lots of luck and happiness. Sorry to leave you like this and I guess expect too much from Life. I'm just a spoiled child...""","August 31, 1935",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_8292,1 photograph,b&w nitrate negative,,,"Page 1 of Rudolph Schiffman Jr.'s 2nd suicide note to father, Los Angeles, 1935",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dg4s5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dg4s5/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002dg4tp,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2019-11-08 11:52:05,Work,latimes/masters/uclamss_1429_8293.tif,,,,,Suicides $z California $z Los Angeles,still image,copyrighted,news photographs|~|cellulose nitrate film,"Schiffman, Rudolph, $c Jr., $d 1911 or 12-1935",Los Angeles (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Handwritten on negative: Schiffman notes|~|Handwritten on negative sleeve: 1953--Rudolph Schiffman Jr. (suicide notes)--suicide-2 1/2 years after girl he loved committed suicide, 8/31/35|~|Text from negative sleeve: SEP 4-1935",,,,,1935-08-31,"From letter: ""sure the world will get along fine without me--I think everything is in order.--Please see that these other notes are delivered to John...""|~|Related to article, ""Young Heir Kills Self: Schiffman Jr., in Suicide, Son of Wealthy Drug Man Ends Life Due to Grief Over Girl's Death,"" Los Angeles Times, 2 Sept. 1935: A1.","August 31, 1935",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_8293,1 photograph,b&w nitrate negative,,,"Page 2 of Rudolph Schiffman Jr.'s 2nd suicide note to father, Los Angeles, 1935",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dg4tp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dg4tp/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002dg4n3,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,2019-11-08 11:52:29,Work,latimes/masters/uclamss_1429_8288.tif,,,,,Suicides $z California $z Los Angeles,still image,copyrighted,news photographs|~|cellulose nitrate film,"Schiffman, Rudolph, $c Jr., $d 1911 or 12-1935",Los Angeles (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Handwritten on negative: Schiffman notes|~|Text from negative sleeve: SEP 4-1935|~|Handwritten on negative sleeve: 1953--Rudolph Schiffman Jr. (suicide notes)--suicide-2 1/2 years after girl he loved committed suicide, 8/31/35",,,,,1935-08-31,"Related to article, ""Young Heir Kills Self: Schiffman Jr., in Suicide, Son of Wealthy Drug Man Ends Life Due to Grief Over Girl's Death,"" Los Angeles Times, 2 Sept. 1935: A1.|~|From letter: ""Sat., Aug 24, 1935,""-- ""Dear Pop, I am sorry to leave like this without even asking you if I could stay on but you will have to forgive me. You are now rid of your lazy lout boozer, tramp, and jail-bird....""","August 31, 1935",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_8288,1 photograph,b&w nitrate negative,,,"Pages 1 and 4 of Rudolph Schiffman Jr. suicide note to father, Los Angeles, 1935",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dg4n3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dg4n3/manifest
