Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Visibility,viewingHint,Delete in Title,Subject topic,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Coverage.geographic,Name.photographer,Author,Name.subject,Subject,Subject.conceptTopic,Language,Rights.permissionNote,Name.creator,Rights.publicationNote,Text direction,IIIF Range,Name.repository,Title,Date.creation,Description.note,Description.caption,Date.normalized,Description.abstract,Description.creation,AltTitle.other,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qwj1,ark:/21198/zz0015qw4t,2,Completed,Page,scwu/images/masters/21198-zz0015qwj1-1-master.tif,9,,,,,,,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,failed,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qwkj,ark:/21198/zz0015qw4t,2,Completed,Page,scwu/images/masters/21198-zz0015qwkj-1-master.tif,7,,,,,,,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,failed,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qwm2,ark:/21198/zz0015qw4t,2,Completed,Page,scwu/images/masters/21198-zz0015qwm2-1-master.tif,8,,,,,,,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,failed,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qwr4,ark:/21198/zz0015qw4t,2,Completed,Page,scwu/images/masters/21198-zz0015qwr4-1-master.tif,10,,,,,,,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,failed,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qwt5,ark:/21198/zz0015qw4t,2,Completed,Page,scwu/images/masters/21198-zz0015qwt5-1-master.tif,11,,,,,,,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,failed,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qww6,ark:/21198/zz0015qw4t,2,Completed,Page,scwu/images/masters/21198-zz0015qww6-1-master.tif,14,,,,,,,,,,,,,,,,,,,,,,,,,Page 14,,,,,,,,,,failed,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qwxq,ark:/21198/zz0015qw4t,2,Completed,Page,scwu/images/masters/21198-zz0015qwxq-1-master.tif,12,,,,,,,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,failed,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qwz7,ark:/21198/zz0015qw4t,2,Completed,Page,scwu/images/masters/21198-zz0015qwz7-1-master.tif,13,,,,,,,,,,,,,,,,,,,,,,,,,Page 13,,,,,,,,,,failed,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qx07,ark:/21198/zz0015qw4t,2,Completed,Page,scwu/images/masters/21198-zz0015qx07-1-master.tif,15,,,,,,,,,,,,,,,,,,,,,,,,,Page 15,,,,,,,,,,failed,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qx5t,ark:/21198/zz0015qw4t,2,Completed,Page,scwu/images/masters/21198-zz0015qx5t-1-master.tif,16,,,,,,,,,,,,,,,,,,,,,,,,,Page 16,,,,,,,,,,failed,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qx6b,ark:/21198/zz0015qw4t,2,Completed,Page,scwu/images/masters/21198-zz0015qx6b-1-master.tif,18,,,,,,,,,,,,,,,,,,,,,,,,,Page 18,,,,,,,,,,failed,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qx7v,ark:/21198/zz0015qw4t,2,Completed,Page,scwu/images/masters/21198-zz0015qx7v-1-master.tif,17,,,,,,,,,,,,,,,,,,,,,,,,,Page 17,,,,,,,,,,failed,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qxh0,ark:/21198/zz0015qw4t,2,Completed,Page,scwu/images/masters/21198-zz0015qxh0-1-master.tif,19,,,,,,,,,,,,,,,,,,,,,,,,,Page 19,,,,,,,,,,failed,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qxjh,ark:/21198/zz0015qw4t,2,Completed,Page,scwu/images/masters/21198-zz0015qxjh-1-master.tif,20,,,,,,,,,,,,,,,,,,,,,,,,,Page 20,,,,,,,,,,failed,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qxmj,ark:/21198/zz0015qxk1,2,Completed,Page,scwu/images/masters/21198-zz0015qxmj-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,failed,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qxn2,ark:/21198/zz0015qxk1,2,Completed,Page,scwu/images/masters/21198-zz0015qxn2-1-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,failed,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qxpk,ark:/21198/zz0015qxk1,2,Completed,Page,scwu/images/masters/21198-zz0015qxpk-1-master.tif,3,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,failed,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qxq3,ark:/21198/zz0015qxk1,2,Completed,Page,scwu/images/masters/21198-zz0015qxq3-1-master.tif,4,,,,,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,failed,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qxrm,ark:/21198/zz0015qxk1,2,Completed,Page,scwu/images/masters/21198-zz0015qxrm-1-master.tif,5,,,,,,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,failed,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qxs4,ark:/21198/zz0015qxk1,2,Completed,Page,scwu/images/masters/21198-zz0015qxs4-1-master.tif,6,,,,,,,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,failed,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qxtn,ark:/21198/zz0015qxk1,2,Completed,Page,scwu/images/masters/21198-zz0015qxtn-1-master.tif,7,,,,,,,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,failed,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qxv5,ark:/21198/zz0015qxk1,2,Completed,Page,scwu/images/masters/21198-zz0015qxv5-1-master.tif,8,,,,,,,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,failed,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qxwp,ark:/21198/zz0015qxk1,2,Completed,Page,scwu/images/masters/21198-zz0015qxwp-1-master.tif,9,,,,,,,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,failed,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qxx6,ark:/21198/zz0015qxk1,2,Completed,Page,scwu/images/masters/21198-zz0015qxx6-1-master.tif,10,,,,,,,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,failed,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qxzq,ark:/21198/zz0015qxk1,2,Completed,Page,scwu/images/masters/21198-zz0015qxzq-1-master.tif,11,,,,,,,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,failed,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qz0q,ark:/21198/zz0015qxk1,2,Completed,Page,,12,,,,,,,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,missing,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qz17,ark:/21198/zz0015qxk1,2,Completed,Page,,13,,,,,,,,,,,,,,,,,,,,,,,,,Page 13,,,,,,,,,,missing,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015qz2r,ark:/21198/zz0015qxk1,2,Completed,Page,,14,,,,,,,,,,,,,,,,,,,,,,,,,Page 14,,,,,,,,,,missing,
