"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.creator","Author","Rights.servicesContact","Language","Type.genre","Subject","Name.subject","Name.repository","Name.contributor","viewingHint","Text direction","Visibility","IIIF Range","Title","Date.normalized","Date.creation","Description.note","Description.inscription","Description.abstract","IIIF Manifest URL"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bmv9n","ark:/21198/zz000s2z8d","2","Completed","Work","","11","","","","text","copyrighted","N","unpublished","United States","","Phillips, Liz","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Cruikshank, Margaret|~|Feminist Press","","","individuals","","private","","Letter Regarding Proposal for Lesbian Studies","1980-03-24","March 24, 1980","Rights.generalNote: Need to obtain permission to publish from original author.","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bmv9n/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bmvcp","ark:/21198/zz000s2z8d","2","Completed","Work","","13","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Phillips, Liz|~|Feminist Press","","","individuals","","","","Response to Letter Regarding Proposal for Lesbian Studies","1980-04-01","April 1, 9180","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bmvcp/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bmvfq","ark:/21198/zz000s2z8d","2","Completed","Work","","15","","","","text","copyrighted","N","unpublished","United States","","Phillips, Liz","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Cruikshank, Margaret|~|Feminist Press","","","individuals","","private","","Letter Regarding Contract and Royalties","1980-04-04","April 4, 1980","Rights.generalNote: Need to obtain permission to publish from original author.","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bmvfq/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bmx83","ark:/21198/zz000s2z8d","2","Completed","Work","","16","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Phillips, Liz|~|Feminist Press","","","individuals","","","","Response to Letter Regarding Contract and Royalties","1980-04-10","April 10, 1980","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bmx83/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bmxb4","ark:/21198/zz000s2z8d","2","Completed","Work","","17","","","","text","copyrighted","N","unpublished","United States","","Phillips, Liz","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Cruikshank, Margaret|~|Feminist Press","","","individuals","","private","","Letter Offering Contract for Lesbian Studies","1980-04-23","April 23, 1980","Rights.generalNote: Need to obtain permission to publish from original author.","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bmxb4/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bmxd5","ark:/21198/zz000s2z8d","2","Completed","Work","","18","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Phillips, Liz|~|Feminist Press","","","individuals","","","","Reponse to Letter Offering Contract for Lesbian Studies","1980-04-29","April 29, 1980","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bmxd5/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bmxg6","ark:/21198/zz000s2z8d","2","Completed","Work","","19","","","","text","copyrighted","N","unpublished","United States","","Phillips, Liz","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Cruikshank, Margaret|~|Feminist Press","","","individuals","","private","","Letter Regarding Meeting and Editorial Comments","1980-05-05","May 5, 1980","Rights.generalNote: Need to obtain permission to publish from original author.","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bmxg6/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bmxj7","ark:/21198/zz000s2z8d","2","Completed","Work","","20","","","","text","copyrighted","N","unpublished","United States","","Phillips, Liz","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Cruikshank, Margaret|~|Feminist Press","","","individuals","","private","","Letter Regarding Submission Deadlines","1980-06-02","July 2, 1980","Rights.generalNote: Need to obtain permission to publish from original author.","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bmxj7/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bmxm8","ark:/21198/zz000s2z8d","2","Completed","Work","","21","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Phillips, Liz|~|Feminist Press|~|Angel Press","","","individuals","","","","Letter Regarding Publisher for Lesbian Path and Contracts","1980-09-12","September 12, 1980","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bmxm8/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bmxp9","ark:/21198/zz000s2z8d","2","Completed","Work","","12","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Feminist Press","","","individuals","","","","Letter Regarding Inclusion of Black Lesbian Feminist Writers","1980-03-24","March 24, 1980","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bmxp9/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bnsk8","ark:/21198/zz000s2z8d","2","Completed","Work","","22","","","","text","copyrighted","N","unpublished","United States","","Howe, Florence","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret|~|Dixler, Elsa","","","individuals","","private","","Letter Regarding Editor for Book","1981-01-20","January 20, 1981","Rights.generalNote: Need to obtain permission to publish from original author.","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bnsk8/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bnsn9","ark:/21198/zz000s2z8d","2","Completed","Work","","25","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Howe, Florence|~|Feminist Press","","","individuals","","","","Letter Regarding Contacts","1981-02-10","February 10, 1981","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bnsn9/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bnsqb","ark:/21198/zz000s2z8d","2","Completed","Work","","29","","","","text","copyrighted","N","unpublished","United States","","Dixler, Elsa","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret|~|Howe, Florence","","","individuals","","private","","Letter Regarding Table of Contents and Publicity","1981-03-17","March 17, 1981","Rights.generalNote: Need to obtain permission to publish from original author.","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bnsqb/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bntg6","ark:/21198/zz000s2z8d","2","Completed","Work","","30","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Feminist Press","","","individuals","","","","Response to Letter Regarding Table of Contents and Publicity","1981-03-20","March 20, 1981","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bntg6/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bntj7","ark:/21198/zz000s2z8d","2","Completed","Work","","28","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Feminist Press","","","individuals","","","","Letter Regarding Questions About Publication and Bibliography","1981-03-06","March 6, 1981","Rights.generalNote: Item contains author's phone number.","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bntj7/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bntm8","ark:/21198/zz000s2z8d","2","Completed","Work","","31","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Feminist Press","","","individuals","","","","Letter Regarding Revised Table of Contents and Deadlines","1981-04-02","April 2, 1981","Rights.generalNote: Item contains author's phone number.","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bntm8/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bntp9","ark:/21198/zz000s2z8d","2","Completed","Work","","32","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Feminist Press","","","individuals","","","","Letter Regarding Progress of Book","1981-04-24","April 24, 1981","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bntp9/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bntrb","ark:/21198/zz000s2z8d","2","Completed","Work","","34","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Feminist Press","","","individuals","","","","Letter Regarding Deadlines and Revisions","1981-05-06","May 06, 1981","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bntrb/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bnttc","ark:/21198/zz000s2z8d","2","Completed","Work","","33","","","","text","copyrighted","N","unpublished","United States","","Dixler, Elsa","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret|~|Howe, Florence","","","individuals","","private","","Response to Letter Regarding Deadlines and Revisions","1981-05-04","May 4, 1981","Rights.generalNote: Need to obtain permission to publish from original author.","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bnttc/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bntwd","ark:/21198/zz000s2z8d","2","Completed","Work","","35","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Feminist Press","","","individuals","","","","Letter Regarding Description of a Section in Book","1981-05-20","May 20, 1981","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bntwd/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bntzf","ark:/21198/zz000s2z8d","2","Completed","Work","","23","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Dixler, Elsa|~|Howe, Florence|~|Feminist Press","","","individuals","","","","Letter Regarding Table of Contents and Inclusion of Women of Color","1981-02-25","February 25, 1981","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bntzf/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bnv1z","ark:/21198/zz000s2z8d","2","Completed","Work","","24","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Howe, Florence|~|Phillips, Liz|~|Feminist Press","","","individuals","","","","Letter Regarding Contract and Deadlines","1981-02-16","February 16, 1981","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bnv1z/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bnv30","ark:/21198/zz000s2z8d","2","Completed","Work","","37","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Moraga, Cherrie|~|Zimmerman, Bonnie|~|Dixler, Elsa|~|Smith, Barbara, 1946-|~|Howe, Florence|~|Phillips, Liz|~|Feminist Press","","","individuals","","","","Letter Regarding Progress and Revisions","1981-07-10","July 10, 1981","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bnv30/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bnv51","ark:/21198/zz000s2z8d","2","Completed","Work","","42","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Feminist Press","","","individuals","","","","Letter Regarding Format of Bibliography","1981-08-18","August 18, 1981","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bnv51/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bnv8k","ark:/21198/zz000s2z8d","2","Completed","Work","","43","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Feminist Press","","","individuals","","","","Letter Regarding Payment to Contributors","1981-09-02","September 2, 1981","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bnv8k/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bnvc4","ark:/21198/zz000s2z8d","2","Completed","Work","","38","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Feminist Press","","","individuals","","","","Letter Regarding Photographs for Book","1981-07-31","July 31, 1981","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bnvc4/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bnvgp","ark:/21198/zz000s2z8d","2","Completed","Work","","50","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Moraga, Cherrie|~|Dixler, Elsa|~|Smith, Barbara, 1946-|~|Feminist Press","","","individuals","","","","Letter Regarding Corrections","1981-12-21","December 21, 1981","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bnvgp/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bp2z8","ark:/21198/zz000s2z8d","2","Completed","Work","","49","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Moraga, Cherrie|~|Dixler, Elsa|~|Smith, Barbara, 1946-|~|Feminist Press|~|Koolish, Lynda","","","individuals","","","","Letter Regarding Corrections","1981-11-23","November 23, 1981","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bp2z8/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bp31s","ark:/21198/zz000s2z8d","2","Completed","Work","","36","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","Lesbian Studies - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Zimmerman, Bonnie|~|Dixler, Elsa|~|Howe, Florence|~|Feminist Press","","","individuals","","","","Letter Regarding Deadlines and Photographs","1981-07-07","July 7, 1981","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bp31s/manifest"
