Object Type,Title,Item ARK,Parent ARK (fest),Parent ARK,File Name,Item Sequence,Date.created,Thumbnail,Date.normalized,Format.extent,Genre,Language,Local identifier,Place of origin,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,viewingHint,Name.director,Subject,volume | issue,IIIF Manifest URL
Work,El Tipógrafo 1901-05-12,ark:/21198/z1tf2k69,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,12 de Mayo de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19w33dd,1901-05-12,4 pages,newspapers,spa,ihc_tipografo_19010512,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 14,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tf2k69/manifest
Work,El Tipógrafo 1901-05-19,ark:/21198/z1pp1tkx,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,19 de Mayo de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sv0bn9,1901-05-19,4 pages,newspapers,spa,ihc_tipografo_19010519,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 15,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pp1tkx/manifest
Work,El Tipógrafo 1901-05-26,ark:/21198/z1k09s4w,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,26 de Mayo de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18w6281,1901-05-26,4 pages,newspapers,spa,ihc_tipografo_19010526,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 16,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k09s4w/manifest
Work,El Tipógrafo 1901-06-02,ark:/21198/z1f791f0,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,2 de Junio de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rv39nq,1901-06-02,4 pages,newspapers,spa,ihc_tipografo_19010602,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 17,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f791f0/manifest
Work,El Tipógrafo 1901-06-16,ark:/21198/z19g88rq,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,16 de Junio de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17w9136,1901-06-16,4 pages,newspapers,spa,ihc_tipografo_19010616,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 19,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19g88rq/manifest
Work,El Tipógrafo 1901-06-23,ark:/21198/z15q7j0z,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,23 de Junio de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz4ztx,1901-06-23,4 pages,newspapers,spa,ihc_tipografo_19010623,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 20,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15q7j0z/manifest
Work,El Tipógrafo 1901-06-30,ark:/21198/z11z6s87,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,30 de Junio de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16x1zx4,1901-06-30,4 pages,newspapers,spa,ihc_tipografo_19010630,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 21,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11z6s87/manifest
Work,El Tipógrafo 1901-07-14,ark:/21198/z1x668s7,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,14 de Julio de 1901 ,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz7xrf,1901-07-14,4 pages,newspapers,spa,ihc_tipografo_19010714,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 23,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x668s7/manifest
Work,El Tipógrafo 1901-07-21,ark:/21198/z1sf5j3c,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,21 de Julio de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x4xsr,1901-07-21,4 pages,newspapers,spa,ihc_tipografo_19010721,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 24,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sf5j3c/manifest
Work,El Tipógrafo 1901-07-28,ark:/21198/z1ns3gsz,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,28 de Julio de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p00wkg,1901-07-28,5 pages,newspapers,spa,ihc_tipografo_19010728,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 25,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ns3gsz/manifest
Work,El Tipógrafo 1901-08-04,ark:/21198/z1j12r3d,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,4 de Agosto de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1185vdk,1901-08-04,4 pages,newspapers,spa,ihc_tipografo_19010804,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 26 ,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j12r3d/manifest
Work,El Tipógrafo 1901-08-11,ark:/21198/z1d820bm,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,11 de Agosto de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h733nv,1901-08-11,4 pages,newspapers,spa,ihc_tipografo_19010811,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 27,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1d820bm/manifest
Work,El Tipógrafo 1901-08-18,ark:/21198/z18h17kf,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,18 de Agosto de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1088t7r,1901-08-18,4 pages,newspapers,spa,ihc_tipografo_19010818,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 28,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18h17kf/manifest
Work,El Tipógrafo 1901-08-25,ark:/21198/z14r0gst,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,25 de Agosto de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g762mt,1901-08-25,4 pages,newspapers,spa,ihc_tipografo_19010825,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 29,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14r0gst/manifest
Work,El Tipógrafo 1901-09-01,ark:/21198/z10z9r4v,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,1 de Septiembre de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z921bb,1901-09-01,4 pages,newspapers,spa,ihc_tipografo_19010901,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 30,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10z9r4v/manifest
Work,El Tipógrafo 1901-09-08,ark:/21198/z1w697nv,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,8 de Septiembre de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f791gf,1901-09-08,4 pages,newspapers,spa,ihc_tipografo_19010908,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 31,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w697nv/manifest
Work,El Tipógrafo 1901-09-15,ark:/21198/z1rj76c9,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,15 de Septiembre de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x9506z,1901-09-15,4 pages,newspapers,spa,ihc_tipografo_19010915,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 32,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rj76c9/manifest
Work,El Tipógrafo 1901-09-29,ark:/21198/z1ms6fqg,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,29 de Septiembre de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dc0ps0,1901-09-29,4 pages,newspapers,spa,ihc_tipografo_19010929,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 34,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ms6fqg/manifest
Work,El Tipógrafo 1901-10-06,ark:/21198/z1h15px5,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,6 de Octubre de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w97z26,1901-10-06,4 pages,newspapers,spa,ihc_tipografo_19011006,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 35,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h15px5/manifest
Work,El Tipógrafo 1901-10-13,ark:/21198/z1c84z6v,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,13 de Octubre de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cc3nnm,1901-10-13,14 pages,newspapers,spa,ihc_tipografo_19011013,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 36,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c84z6v/manifest
Work,El Tipógrafo 1901-10-20,ark:/21198/z17h46dm,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,20 de Octubre de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jx12vk,1901-10-20,5 pages,newspapers,spa,ihc_tipografo_19011020,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 37,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17h46dm/manifest
Work,El Tipógrafo 1901-10-27,ark:/21198/z13r3fqb,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,27 de Octubre de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x668tp,1901-10-27,4 pages,newspapers,spa,ihc_tipografo_19011027,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 38,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13r3fqb/manifest
Work,El Tipógrafo 1901-11-03,ark:/21198/z1002q1s,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,3 de Noviembre de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d538s3,1901-11-03,4 pages,newspapers,spa,ihc_tipografo_19011103,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 39,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1002q1s/manifest
Work,El Tipógrafo 1901-11-10,ark:/21198/z1vb0wzd,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,10 de Noviembre de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w697p9,1901-11-10,4 pages,newspapers,spa,ihc_tipografo_19011110,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 40,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vb0wzd/manifest
Work,El Tipógrafo 1901-11-17,ark:/21198/z1qk0561,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,17 de Noviembre de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c567p5,1901-11-17,4 pages,newspapers,spa,ihc_tipografo_19011117,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 41,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qk0561/manifest
Work,El Tipógrafo 1901-11-24,ark:/21198/z1ks9dgr,ark:/21198/z1cc3nm5,ark:/21198/z1cc3nm5|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,24 de Noviembre de 1901,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v726jg,1901-11-24,4 pages,newspapers,spa,ihc_tipografo_19011124,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Peña y Delgado, Juan|~|Avalòs, Ramon",Cuba--Politics and government--1899-1902|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 42,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ks9dgr/manifest
