Project Name,Item ARK,Parent ARK,Object Type,File Name,Item Sequence,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,Title,AltIdentifier.local,Description.note,Place of origin,Format.dimensions,Date.creation,Date.normalized,Summary,AltTitle.uniform,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Hathaway Manuscripts,ark:/21198/zz000bjj6g,ark:/21198/zz000bjfm7,Page,hathaway/masters/21198-zz000bjj6g-1-master.tif,1,text,Manuscripts,pd,,lat,,Hathaway 6 recto,170 / 768 v.1|~|Hathaway collection of music manuscript leaves,"Missal.|~|Written in the Alemannic region, Switzerland or southern Germany.|~|Parchment, 1 leaf.  30 long lines; single bounding lines; hard point ruling.  Ordinary minuscule of liturgical style, showing minims often ending in a serif; brown ink.  1 and 2-line plain capital initials in red; initials in the text red or slashed with red; rubrics in mixed majuscule in red; neumes of St. Gall type.|~|Used for binding; stained on the recto; an erased note on the top margin of the recto, which was the outer side of the binding.",Switzerland ?,303 x 230 mm.,12th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjj6g,
Hathaway Manuscripts,ark:/21198/zz000bjj70,ark:/21198/zz000bjfm7,Page,hathaway/masters/21198-zz000bjj70-1-master.tif,2,text,Manuscripts,pd,,lat,,Hathaway 6 verso,170/ 768 v.1|~|Hathaway collection of musci manuscript leaves,"Missal.|~|Written in the Alemannic region, Switzerland or southern Germany.|~|Parchment, 1 leaf.  30 long lines; single bounding lines; hard point ruling.  Ordinary minuscule of liturgical style, showing minims often ending in a serif; brown ink.  1 and 2-line plain capital initials in red; initials in the text red or slashed with red; rubrics in mixed majuscule in red; neumes of St. Gall type.|~|Used for binding; stained on the recto; an erased note on the top margin of the recto, which was the outer side of the binding.",Switzerland ?,303 x 230 mm.,12th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjj70,
Hathaway Manuscripts,ark:/21198/zz000bjj8h,ark:/21198/zz000bjfnr,Page,hathaway/masters/21198-zz000bjj8h-1-master.tif,1,text,Manuscripts,pd,,lat,,Hathaway 7 recto,170/ 768 v.1|~|Hathaway collection of music manuscript leaves,"Missal.|~|Written in the Rhineland.|~|Parchment, lower outer portion of 1 leaf.  2 columns (the inner cropped), of which 24 incomplete lines survive; single bounding lines; ruling in lead.  Ordinary minuscule script verging on gothic; brown ink.  2-and 3-line initials in red, at times flourished with green; initials in the text in red; rubrics in red minuscule; German neumes transitional to gothic on staves of 4 lines, 3 in brown ink, the line of F in red; C also is marked.|~|Used as a pastedown in binding; the verso, which was pasted, is stained.",Germany (Rhineland),205 x 155 mm.,12th-13th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjj8h,
Hathaway Manuscripts,ark:/21198/zz000bjj91,ark:/21198/zz000bjfnr,Page,hathaway/masters/21198-zz000bjj91-1-master.tif,2,text,Manuscripts,pd,,lat,,Hathaway 7 verso,170/768 v.1|~|Hathaway collection of music manuscript leaves,"Missal.|~|Written in the Rhineland.|~|Parchment, lower outer portion of 1 leaf.  2 columns (the inner cropped), of which 24 incomplete lines survive; single bounding lines; ruling in lead.  Ordinary minuscule script verging on gothic; brown ink.  2-and 3-line initials in red, at times flourished with green; initials in the text in red; rubrics in red minuscule; German neumes transitional to gothic on staves of 4 lines, 3 in brown ink, the line of F in red; C also is marked.|~|Used as a pastedown in binding; the verso, which was pasted, is stained.",Germany (Rhineland),205 x 155 mm.,12th-13th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjj91,
Hathaway Manuscripts,ark:/21198/zz000bjr08,ark:/21198/zz000bjfp8,Page,hathaway/masters/21198-zz000bjr08-1-master.tif,1,text,Manuscripts,pd,,ger|~|lat,,Hathaway 8 recto,170/ 768 v.1|~|Hathway collection of music manuscript leaves,"Missal.|~|Parchment, 1 leaf.  29 long lines; drypoint ruling.  Late upright Caroline minuscule script, showing the insular abbreviation for ""enim"" and a waving horizontal stroke for abbreviation mark; the tironian note for ""et"" often rises above the other letters; majuscule letters are mixed with minuscule to emphasize given words; brown ink.  12-line illuminated intitial on the verso, with green vine stem outlined in red on parted blue and yellow backgrounds; the first lines of text beside the initial are written in alternately red and brown majuscule; 1- and 2- line red initials; rubrics in red minuscule; neumes of St. Gall type on the introit.  A prayer in running twelth-century ordinary minuscule verging on gothic is entered in the outer margin of the verso.|~|Used as a pastedown in binding; the recto was pasted.  While the leaf was a pastedown, a gothic cursive hand, using grayish ink, entered a text in German between the lines, on the verso, 15th century.",Switzerland,275 x 182 mm.,11th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjr08,
Hathaway Manuscripts,ark:/21198/zz000bjr1s,ark:/21198/zz000bjfp8,Page,hathaway/masters/21198-zz000bjr1s-1-master.tif,2,text,Manuscripts,pd,,ger|~|lat,,Hathaway 8 verso,170/ 768 v.1|~|Hathaway collection of music manuscript leaves,"Missal.|~|Parchment, 1 leaf.  29 long lines; drypoint ruling.  Late upright Caroline minuscule script, showing the insular abbreviation for ""enim"" and a waving horizontal stroke for abbreviation mark; the tironian note for ""et"" often rises above the other letters; majuscule letters are mixed with minuscule to emphasize given words; brown ink.  12-line illuminated intitial on the verso, with green vine stem outlined in red on parted blue and yellow backgrounds; the first lines of text beside the initial are written in alternately red and brown majuscule; 1- and 2- line red initials; rubrics in red minuscule; neumes of St. Gall type on the introit.  A prayer in running twelth-century ordinary minuscule verging on gothic is entered in the outer margin of the verso.|~|Used as a pastedown in binding; the recto was pasted.  While the leaf was a pastedown, a gothic cursive hand, using grayish ink, entered a text in German between the lines, on the verso, 15th century.",Switzerland,275 x 182 mm.,11th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjr1s,
Hathaway Manuscripts,ark:/21198/zz000bjr3t,ark:/21198/zz000bjfqs,Page,hathaway/masters/21198-zz000bjr3t-1-master.tif,1,text,Manuscripts,pd,,lat,,Hathaway 9 recto,170/ 768 v.1|~|Hathaway collection of music manuscript leaves,"Antiphonal.|~|Parchment, lower half of 1 leaf.  9 long lines survive; drypoint ruling barely discernible.  Late Caroline minuscule script: ""d"" appears in two forms; both ampersand and the tironian note 7 for ""et"" are found; ascenders and descenders often end in a serif; brown ink.  8-line initial in red pen-and-ink vine stem pattern; rubric in red minuscule; neumes of St. Gall type.|~|Written in the Alemannic area, presumably in Switzerland.  Used as a pastedown in binding; the recto is stained.",Switzerland (?),152 x205 mm.,11th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjr3t,
Hathaway Manuscripts,ark:/21198/zz000bjr4b,ark:/21198/zz000bjfqs,Page,hathaway/masters/21198-zz000bjr4b-1-master.tif,2,text,Manuscripts,pd,,lat,,Hathaway 9 verso,170/ 768 v.1|~|Hathaway collection of music manuscript leaves,"Antiphonal.|~|Parchment, lower half of 1 leaf.  9 long lines survive; drypoint ruling barely discernible.  Late Caroline minuscule script: ""d"" appears in two forms; both ampersand and the tironian note 7 for ""et"" are found; ascenders and descenders often end in a serif; brown ink.  8-line initial in red pen-and-ink vine stem pattern; rubric in red minuscule; neumes of St. Gall type.|~|Written in the Alemannic area, presumably in Switzerland.  Used as a pastedown in binding; the recto is stained.",Switzerland (?),152 x 205 mm.,11th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjr4b,
Hathaway Manuscripts,ark:/21198/zz000bjrbf,ark:/21198/zz000bjfr9,Page,hathaway/masters/21198-zz000bjrbf-1-master.tif,1,text,Manuscripts,pd,,lat,,Hathaway 10 recto,170/ 768 v.1|~|Hathaway collection of music manuscript leaves,"Missal.|~|Written presumably in the Rhineland:  Switzerland or Germany.|~|Parchment, 1 leaf cropped at the upper and lower margins.  30 long lines; ruled in lead.  Early gothic bookhand in liturgical style (littera textualis formata); dark brown ink.  Primary initials, 2- line or placed outside the written space, in red; rubrics in red minuscule; German neumes transitional to gothic.  On the outer margin of the recto, ""XLI"" in red belongs to the original foliation.|~|Used as a pastedown in binding: the verso is stained and rubbed.",Germany or Switzerland,230 x 170 mm.,13th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjrbf,
Hathaway Manuscripts,ark:/21198/zz000bjrcz,ark:/21198/zz000bjfr9,Page,hathaway/masters/21198-zz000bjrcz-1-master.tif,2,text,Manuscripts,pd,,lat,,Hathaway 10 verso,170/ 768 v.1|~|Hathaway collection of music manuscript leaves,"Missal.|~|Written presumably in the Rhineland:  Switzerland or Germany.|~|Parchment, 1 leaf cropped at the upper and lower margins.  30 long lines; ruled in lead.  Early gothic bookhand in liturgical style (littera textualis formata); dark brown ink.  Primary initials, 2- line or placed outside the written space, in red; rubrics in red minuscule; German neumes transitional to gothic.  On the outer margin of the recto, ""XLI"" in red belongs to the original foliation.|~|Used as a pastedown in binding: the verso is stained and rubbed.",Germany or Switzerland,230 x 170 mm.,13th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjrcz,
Hathaway Manuscripts,ark:/21198/zz000bjrdg,ark:/21198/zz000bjfst,Page,hathaway/masters/21198-zz000bjrdg-1-master.tif,1,text,Manuscripts,pd,,lat,,Hathaway 11 recto,170/ 768 v.1|~|Hathaway collection of music manuscript leaves,"Breviary.|~|Used in binding, f. 1 as a pastedown, f. 2 as a flyleaf;in the outer margin of f. 2, vertically in black ink in a cursive italic influenced by gothic ""Wilhelmus Wismeers (?) est libri possessor; si quis (invenit, cancell) reperit illum.  Anno 1572 die XV....""|~|Parchment, 1 bifolium cropped at the margins.  Presumably the second and seventh leaves of a quire of 8.2 columns of 40 lines; ruled in lead.  Ff. 1r-v and 2r-v in two different hands; (i) early gothic bookhand; (ii) late conservative Caroline minuscule script; brown ink.  2-line in initials in the text in red; rubrics in red minuscule; neumes of St. Gall type.",Germany or Switzerland,200 x 140 mm.,12th Century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjrdg,
Hathaway Manuscripts,ark:/21198/zz000bjrf0,ark:/21198/zz000bjfst,Page,hathaway/masters/21198-zz000bjrf0-1-master.tif,2,text,Manuscripts,pd,,lat,,Hathaway 11 verso,170/ 768 v.1|~|Hathaway collection of music manuscript leaves,"Breviary.|~|Used in binding, f. 1 as a pastedown, f. 2 as a flyleaf;in the outer margin of f. 2, vertically in black ink in a cursive italic influenced by gothic ""Wilhelmus Wismeers (?) est libri possessor; si quis (invenit, cancell) reperit illum.  Anno 1572 die XV....""|~|Parchment, 1 bifolium cropped at the margins.  Presumably the second and seventh leaves of a quire of 8.2 columns of 40 lines; ruled in lead.  Ff. 1r-v and 2r-v in two different hands; (i) early gothic bookhand; (ii) late conservative Caroline minuscule script; brown ink.  2-line in initials in the text in red; rubrics in red minuscule; neumes of St. Gall type.",Germany or Switzerland,200 x 140 mm.,12th Century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjrf0,
Hathaway Manuscripts,ark:/21198/zz000bjs0r,ark:/21198/zz000bjftb,Page,hathaway/masters/21198-zz000bjs0r-1-master.tif,1,text,Manuscripts,pd,,lat,,Hathaway 12 recto,170/ 768 v.1|~|Hathaway collection of music manuscript leaves,"Missal.|~|Parchment, 1 leaf.  2 columns of 32 lines; ruled in ink.  Calligraphic gothic bookhand in liturgical style (littera textualis formata); dark brown ink.  2-line initials alternately red and blue on penwork of the opposite color; initials in the text slashed with red; initials in the lines of text with music at times with elaborate flourishes in brown; on the outer margin of the verso ""LVII"" in red belongs to a contemporary foliation; music on staves of 4 brown lines; F and C are marked; German gothic notes.  A contemporary correction of the text by a different hand in lighter ink on the lower margin of the recto.|~|Used for binding: traces of sewing.",Low Countries,330 x 235 mm.,14th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjs0r,
Hathaway Manuscripts,ark:/21198/zz000bjs18,ark:/21198/zz000bjftb,Page,hathaway/masters/21198-zz000bjs18-1-master.tif,2,text,Manuscripts,pd,,lat,,Hathaway 12 verso,170/ 768 v.1|~|Hathaway collection of music manuscript leaves,"Missal.|~|Parchment, 1 leaf.  2 columns of 32 lines; ruled in ink.  Calligraphic gothic bookhand in liturgical style (littera textualis formata); dark brown ink.  2-line initials alternately red and blue on penwork of the opposite color; initials in the text slashed with red; initials in the lines of text with music at times with elaborate flourishes in brown; on the outer margin of the verso ""LVII"" in red belongs to a contemporary foliation; music on staves of 4 brown lines; F and C are marked; German gothic notes.  A contemporary correction of the text by a different hand in lighter ink on the lower margin of the recto.|~|Used for binding: traces of sewing.",Low Countries,330 x 235 mm.,14th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjs18,
Hathaway Manuscripts,ark:/21198/zz000bjs2s,ark:/21198/zz000bjfvv,Page,hathaway/masters/21198-zz000bjs2s-1-master.tif,1,text,Manuscripts,pd,,lat,,Hathaway 13 recto,170/768 v.2|~|Hathaway collection of music manuscript leaves,"Breviary.|~|Parchment, 1 leaf cropped at bottom.  2 columns of which 30 lines survive; ruled in ink.  Ordinary German minuscule script; brown ink.  3-line initials in red with green flourishes on recto and verso; 2- and 1-line plain red initials; rubrics in red minuscule; neumes of St. Gall type.|~|Used as pastedown in binding; the recto, which was pasted, is damaged.",Germany,275 x 195 mm.,12th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjs2s,
Hathaway Manuscripts,ark:/21198/zz000bjs39,ark:/21198/zz000bjfvv,Page,hathaway/masters/21198-zz000bjs39-1-master.tif,2,text,Manuscripts,pd,,lat,,Hathaway 13 verso,170/ 768 v.2|~|Hathaway collection of music manuscript leaves,"Used as pastedown in binding; the recto, which was pasted, is damaged.|~|Breviary.|~|Parchment, 1 leaf cropped at bottom.  2 columns of which 30 lines survive; ruled in ink.  Ordinary German minuscule script; brown ink.  3-line initials in red with green flourishes on recto and verso; 2- and 1-line plain red initials; rubrics in red minuscule; neumes of St. Gall type.",Germany,275 x 195 mm.,12th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjs39,
Hathaway Manuscripts,ark:/21198/zz000bjtv5,ark:/21198/zz000bjfwc,Page,hathaway/masters/21198-zz000bjtv5-1-master.tif,1,text,Manuscripts,pd,,ger|~|lat,,Hathaway 14 recto,170/ 768 v.2|~|Hathaway collection of music manuscript leaves,"Antiphonal.|~|Parchment, top portion of 1 leaf.  6 lines of text with music survive; no ruling except the staves, ruled in ink.  German gothic bookhand in liturgical style (littera textualis formata); brown ink.  1-line initials alternately red and blue; German gothic notes on staves of 4 brown lines; C is marked; ""LXIX"" entered in brown ink on the outer margin of the verso belongs to a contemporary foliation.|~|Used for binding, much rubbed and stained on the verso.  A note by a German gothic cursive hand is entered upside down on the verso.",Germany,,14th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjtv5,
Hathaway Manuscripts,ark:/21198/zz000bjtwp,ark:/21198/zz000bjfwc,Page,hathaway/masters/21198-zz000bjtwp-1-master.tif,2,text,Manuscripts,pd,,ger|~|lat,,Hathaway 14 verso,170/768 v.2|~|Hathaway collection of music manuscript leaves,"Parchment, top portion of 1 leaf.  6 lines of text with music survive; no ruling except the staves, ruled in ink.  German gothic bookhand in liturgical style (littera textualis formata); brown ink.  1-line initials alternately red and blue; German gothic notes on staves of 4 brown lines; C is marked; ""LXIX"" entered in brown ink on the outer margin of the verso belongs to a contemporary foliation.|~|Used for binding, much rubbed and stained on the verso.  A note by a German gothic cursive hand is entered upside down on the verso.|~|Antiphonal.",Germany,105 x 160 mm.,14th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bjtwp,
Hathaway Manuscripts,ark:/21198/zz000bk1w1,ark:/21198/zz000bjfxw,Page,hathaway/masters/21198-zz000bk1w1-1-master.tif,1,text,Manuscripts,pd,,lat,,Hathaway 15 recto,170/ 768 v.2|~|Hathaway collection of music manuscript leaves,"Parchment, inner lower portion of 1 leaf.  3 incomplete lines with music; ruling not discernable.  Gothic bookhand in liturgical style (littera textualis formata); dark brown ink.  Part of an initial in red and blue on red and blue penwork, extending in the lower margin in the shape of a cascade, survives on the recto; German gothic notes on the staves of 4 red lines; F and C are marked.|~|Used as a pastedown in binding.|~|Antiphonal.",Germany (Rhineland?),65 x 170 mm.,14th-15th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bk1w1,
Hathaway Manuscripts,ark:/21198/zz000bk1xj,ark:/21198/zz000bjfxw,Page,hathaway/masters/21198-zz000bk1xj-1-master.tif,2,text,Manuscripts,pd,,lat,,Hathaway 15 verso,170/ 768 v.2|~|Hathaway collection of music manuscript leaves,"Parchment, inner lower portion of 1 leaf.  3 incomplete lines with music; ruling not discernable.  Gothic bookhand in liturgical style (littera textualis formata); dark brown ink.  Part of an initial in red and blue on red and blue penwork, extending in the lower margin in the shape of a cascade, survives on the recto; German gothic notes on the staves of 4 red lines; F and C are marked.|~|Used as a pastedown in binding.|~|Antiphonal.",Germany (Rhineland?),65 x 170 mm.,14th-15th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bk1xj,
Hathaway Manuscripts,ark:/21198/zz000bk1z2,ark:/21198/zz000bjfzd,Page,hathaway/masters/21198-zz000bk1z2-1-master.tif,1,text,Manuscripts,pd,,lat,,Hathaway 16 recto,170/ 768 v.2|~|Hathaway collection of music manuscript leaves,"Probably used as binding.|~|Hymnal.|~|Parchment, lower portion of 1 leaf.  3 lines with music survive; ruling in ink.  Late upright German gothic bookhand in liturgical style (littera textualis formata); black ink.  Initials in red with blue flourishes; German gothic notes on staves of 4 lines: 3 green and that of F in red; C is seldom marked.  In the outer margin of the verso remains of a contemporary foliation in red are visable.",Germany,98 x 160 mm.,15th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bk1z2,
Hathaway Manuscripts,ark:/21198/zz000bk202,ark:/21198/zz000bjfzd,Page,hathaway/masters/21198-zz000bk202-1-master.tif,2,text,Manuscripts,pd,,lat,,Hathaway 16 verso,170/ 768 v.2|~|Hathaway collection of music manuscript leaves,"Probably used as binding.|~|Hymnal.|~|Parchment, lower portion of 1 leaf.  3 lines with music survive; ruling in ink.  Late upright German gothic bookhand in liturgical style (littera textualis formata); black ink.  Initials in red with blue flourishes; German gothic notes on staves of 4 lines: 3 green and that of F in red; C is seldom marked.  In the outer margin of the verso remains of a contemporary foliation in red are visable.",Germany,98 x 160 mm.,15th century,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000bk202,
