Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,viewingHint,Thumbnail,Subject.descriptiveTopic,Type.typeOfResource,Subject.conceptTopic,Rights.copyrightStatus,Language,Coverage.geographic,Rights.publicationStatus,Name.repository,Publisher.publisherName,Subject.corporateName,Type.genre,Name.manufacturer,Name.subject,Name.printer,Name.retailer,Name.designer,Rights.rightsHolderContact,Name.artist,Name.creator,Name.sponsor,AltTitle.uniform,Title,Format.dimensions,Description.caption,Publisher.placeOfOrigin,Date.normalized,Date.creation,Description.note,AltTitle.other,Format.extent,AltTitle.descriptive,Alternate Title.former,AltTitle.translated,Opac url,Description.abstract,IIIF Manifest URL
Patent Medicine Cards,ark:/21198/zz0002hdr2,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hdr2%2Fqz94zz4t,Flowers|~|Birds,still image,"Pain--Treatment|~|Back Pain--drug therapy--Advertisements|~|Drugs, Non-Prescription--Advertisements|~|Pharyngitis--drug therapy--Advertisements |~|Toothache--drug therapy--Advertisements |~|Hoarseness--drug therapy--Advertisements |~|Medicine, Popular|~|Deafness--drug therapy--Advertisements |~|Earache--drug therapy--Advertisements|~|Cold (Disease)--Treatment|~|Croup--drug therapy--Advertisements |~|Burns, Chemical--drug therapy--Advertisements|~|Patent medicines",pd,eng,United States,published,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,"Foster, Milburn & Co.",,trade cards,"Thomas, S. N., Dr.",,,,,,,,,,Dr. Thomas' Eclectric Oil [inscribed],13.6 x 9 cm.,"...It will positively cure Toothache, Earache, Backache, Lameness, Coughs, Hoarseness, Colds, Sore Throat, Deafness, Pain of Burn, Pain of Scald. Croup it will cease in 5 minutes, and positively cure any case when used at the outset...",Buffalo (N.Y.),1850/1899,[between 1850-1899?],"The front page of the card depicts 3 birds 2 of which are facing each other with red flowers in the view.|~|Original trade card forms part of: Collection no. 311, History & Special Collections for the Sciences, Louise M. Darling Biomedical Library, UCLA.",,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hdr2/manifest
Patent Medicine Cards,ark:/21198/zz0002hdsk,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hdsk%2F6m67t30x,Trees|~|Forests|~|Snow|~|Winter,still image,"Phytotherapy--Advertisements|~|Pharmaceutical Solutions--Advertisements|~|Drugs, Non-Prescription--Advertisements|~|Patent medicines",pd,eng,United States,published,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,Bissell's Mfg. Company,,trade cards,"Bissell, M.A.|~|Bissell, L.W.",,,,,,,,,,Winter landscape [descriptive],12.8 x 9 cm.,"Additional text from back of card: Bissell's Mfg. Company. Dealers in drugs and medicines. Prop'rs of White's Army Stimulant, Bissell's celebrated Liniment, Bissell's Dandelion Bitters, Bissell's Syrup Tulu for coughs and colds, Bissell's Jamaica Ginger, Bissell's Condition Powders, Bissell's Great Indian Remedy, Tooth Powders, Bay Rum, Magic Hemlock Plasters, Extracts of all kinds, Essences of all kinds, Vanilla a Specialty, Bissell's Oil Polish Water Proof Blacking, also very choice Florida Water, Perfumes, Etc.",Keene (N.H.),1874,ca. 1874,"Additional portret of a man at the back of the card.|~|Original trade card forms part of: Collection no. 311, History & Special Collections for the Sciences, Louise M. Darling Biomedical Library, UCLA.|~|Front of card depicts winter landscape: bared trees, snow-covered mountains and house, and iced up river.",Bissell's Manufacturing Company,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hdsk/manifest
Patent Medicine Cards,ark:/21198/zz0002hdt3,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hdt3%2Fkw099848,Girls|~|Fish|~|Standing|~|Stools|~|Bow ties|~|Electronic apparatus & appliances|~|Dresses|~|Pails|~|Fish tanks,still image,Pain--Treatment|~|Pain--prevention & control--Advertisements.|~|Neuralgia--Treatment|~|Neuralgia--therapy--Advertisements|~|Electrotherapeutics--Instruments|~|Electric Stimulation Therapy--instrumentation--Advertisements|~|Patent medicines,pd,eng,United States,published,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,trade cards,"Carter, C. E.",,,,,,,,,,Electric Nerve Pencil! [inscribed],11 x 7.7 cm.,"Pain ceases immediately!...The great Japanese remedy. Absolutely annihilates the severest forms of Headache, Neuralgia, Toothache, Rheumatism, and every kind of Nerve pain in a few moments...W. Roxford, June 24, 1884. C. E. Carter, Dear Sir: It is with great deal of pleasure that I can inform you of the benefit I have derived from the use of your wonderful ""Electric Nerve Pencil.""  I have been troubled with Nervous Headache for my whole life of fifty-four years, and have never found any true relief until I used the Electric Nerve Pencil, it never fails to drive away the headache in less than 5) minutes. I believe they are the only cure for this terrible malady, Nervous Headache...Yours, N. K. Fowler.|~|Additional card text: Antrim, N. II., Aug. 5, 1884. C. E. Carter.- I have suffered with headache ever since I was a child, but I have found relief in using your Electric Nerve Pencil.  I would advise any suffering with Nervous Headache to try it as it is humbug. Mrs. Geo. W. Shattuck.If you cannot get it in your Town, Send 25 cts for a Sample, to C. E. Carter, Sole Proprietor, - - Lowell, Mass.|~|Additional card text:  Kittery, Me., Aug. 11, 1884.  C. E. Carter.  I have used your Electric Nerve Pencil for the toothache and headache, and I pronounce it the best thing out.  It will cure every time.  I would not take five dollars for mine if I could not get another.  Yours, Geo. O. Wilson.|~|Additional card text: The electric nerve pencil!",Lowell (Mass.),1884,[1884?],"Original trade card forms part of:  Collection no. 311, History & Special Collections for the Sciences, Louise M. Darling Biomedical Library, UCLA.|~|Front of the card depicts a girl standing on a stool leaning on a fish tank.  The fish tank is on a stand and the girl has a pail on her left hand and with her right hand she seems to be trying to catch one of the three fishes in the tank.|~|Back of the card advertises the electric nerve pencil as a fast cure to every kind of severe nerve pain.  It has an image of what seems to be an electric device. It also gives detailed accounts of people that have used it and how it's relieved their pains.  They all claim that it's extremely effective.",,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hdt3/manifest
Patent Medicine Cards,ark:/21198/zz0002hdvm,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hdvm%2F2s00k01b,Windows|~|Women|~|Flowers|~|Butterflies|~|Trees|~|Plants|~|Shrubs,still image,"Pain--Treatment|~|Back Pain--prevention & control--Advertisements|~|Pain--drug therapy--Advertisements.|~|Pain--prevention & control--Advertisements.|~|Back Pain--drug therapy--Advertisements|~|Drugs, Non-Prescription--Advertisements|~|Patent medicines|~|Analgesics--therapeutic use--Advertisements",pd,eng,United States,published,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,Carter Medicine Co.,,trade cards,,,,Bowen & Packard  ,,,,,,,Carter's Backache Plasters [descriptive],12.7 x 8.2 cm.,"On back of card: ...Our Backache Plaster is one of these old fashioned affairs. It is made from those old fashioned medicines: Hemlock Gum, Burgundy Pitch, Galbaum, &c., which all old fashioned people know are good, and to those ingredients are added the Extract of Smart Weed and the Extract of Belladonna...It is sure to give relief, and pain cannot exist where it is applied. Carter's Smart Weed and Belladonna Backache Plasters are used for Weak or Lame Back, Backache, Rheumatism, Neuralgia, Soreness of the Chest and Lungs, Asthma, Pleurisy, Kidney Troubles, Crick in the back, Stiffness of the joints, and for all pains and aches and wherever a plaster can be used. They do no contain Red Pepper or Mustard, but, while acting with the promptness of those burning medicines, are free from their objectionable qualities, and may be worn for weeks if desired, the same as an ordinary Plaster...",New York (N.Y.),1880/1906,[between 1880 and 1906?],"Additional text from front of card: Presented by the makers of Carter's Little Liver Pills.|~|Front of card depicts a woman wearing a dress and hat, apparently standing in a garden with a wall, two trees and shrubs behind her. There are two plants on either side of her and she is holding flowers and there are two butterflies flying nearby.|~|Original trade card forms part of: Collection no. 311, History & Special Collections for the Sciences, Louise M. Darling Biomedical Library, UCLA.",,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hdvm/manifest
Patent Medicine Cards,ark:/21198/zz0002hdxn,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hdxn%2Ffc25t70r,Dogs|~|Chairs|~|Cradles,still image,"Pain--Treatment|~|Pharmaceutical Solutions--Advertisements|~|Pain--drug therapy--Advertisements.|~|Headache--drug therapy--Advertisements|~|Pain--prevention & control--Advertisements.|~|Headache--prevention & control--Advertisements.|~|Drugs, Non-Prescription--Advertisements|~|Patent medicines",pd,eng,United States,published,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,Brown Chemical Company.,,trade cards,,,,,,,,,,,Dr. Mettaur's Headache Pills [inscribed],11.6 x 7.7 cm.,"Back: Dr. Mettaur's Headache Pills are a certain relief for the three most annoying disorders of the system, Headache, Constipation and Biliousness. Headache, either nervous or from a sick stomach, is relieved in a few hours...To effect a permanent cure for this disease, that is so very troublesome to ladies and all persons who are obliged to lead a sedentary life, a week's trial should be given...when the bowels will become regular. Biliousness, the cure from this trouble can only be temporary; because, what produces bile one time in excess will do it again, if the system is not most closely watched and cleansed often... They are thorough, do not gripe, or leave bad effects, such as Piles, etc...|~|Front: Headache cured.  A certain relief.  Twenty five cents.",Baltimore (Md.),1870/1906,[between 1870 and 1906?],"Front of card depicts an image of a shaggy dog sitting on a chair beside a sleeping baby in a cradle.  Picture implies that one will ""sleep like a baby"" after taking the advertised headache pills.|~|Back of card describes the pill's uses for headaches, constipation, and biliousness as well as directions on how to take the pills for said ilnesses.|~|Original trade card forms part of: Collection no. 311, History & Special Collections for the Sciences, Louise M. Darling Biomedical Library, UCLA.",,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hdxn/manifest
Patent Medicine Cards,ark:/21198/zz0002hdz5,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hdz5%2Fq5938p2c,Girls|~|Children|~|Grandparents,still image,Pain--Treatment|~|Back Pain--therapy--Advertisements|~|Bandages and bandaging|~|Backache--Treatment|~|Patent medicines,pd,eng,United States,published,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,trade cards,,,,,,,,,,,Carter's Backache Plasters [inscribed],10.6 x 7.2 cm.,"Backache quickly cured by Carter's Smart Weed and Belladona Backache Plasters. These plasters contain Smart Weed and Belladonna, both wonderful pain relievers, in addition to the usual gums, balsams, &c., used in other porous plasters, and are consequently superior to all others for Weak or Lame Back, Backache, Rheumatism, Neuralgia, Soreness of the chest or lungs, Asthma, Pleurisy, Kidney Troubles, Crick in the back, Stiffness of the joints, and for all pains and aches, and wherever a Plaster can be used. If you have any need for a Porous Strengthening Plaster, we know this one will please you...|~|Carter's Backache Plasters.Dran'pa o'o' ought to put on one of Carters Bakache Plasters.",Auburn (Me.),,,"Description: A man wearing an overcoat to his knee is bending over, holding his back, while his little grandson below speaks to him. The little boy is pointing up at his grandfather telling him to try “Carter’s Backache Plasters” however “plasters” is misspelled in the boy’s quote. The title “Carter’s Backache Plasters” is written below the scene.",,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hdz5/manifest
Patent Medicine Cards,ark:/21198/zz0002hf1p,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hf1p%2Fv8389x5j,Clothing|~|Men,still image,"Phytotherapy--Advertisements|~|Pharmaceutical Solutions--Advertisements|~|Drugs, Non-Prescription--Advertisements|~|Callosities--drug therapy--Advertisements|~|Patent medicines",pd,eng,United States,published,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,Bowen & Packard  ,,trade cards,,,,,,,,,,,Bowen's Corn Eradicator [descriptive],8.6 x 13 cm.,"Additional text from back of card: “Sure Pop,” For Corns. If there is anything positively destructive to human happiness, it is corns. Men and Women suffer untold misery, and break the commandments by quoting scripture backwards from year to year because of corns. Now all this misery and breaking of the commandments can be squelched by using Bowen’s Corn Eradicator… Just use it according to directions, and you can knock any corn higher than a kite…|~|Additional card text: Compliments of Bowen & Packard.",Brockton (Mass.),1870/1906,[between 1870 and 1906?],"Original trade card forms part of: Collection no. 311, History & Special Collections for the Sciences, Louise M. Darling Biomedical Library, UCLA.|~|Front of card depicts a bad-dressed man standing in some sort of clinic or barber-shop. He is holding two coats in his hands. One coat is clean and fancy; another one is ragged and dirty. The citation at the bottom of the card says: “I wonder which is mine!”",,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hf1p/manifest
Patent Medicine Cards,ark:/21198/zz0002hf26,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hf26%2F3379w74m,Bulls|~|Women,still image,"Pharmaceutical Solutions--Advertisements|~|Drugs, Non-Prescription--Advertisements|~|Fatigue--drug therapy--Advertisements|~|Fatigue--Treatment|~|Patent medicines",pd,eng,United States,published,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,J.P. Bush Mfg. Co.,,trade cards,,,,,,,,,,,My life was saved by Bovinine [inscribed],8.8 x 12.6 cm.,"Additional text from front of card: Hold this card to the light.Additional text from back of card: For overworked and insufficiently nourished people; overtaxed professional and laboring men; exhausted mothers; sickly and feeble infants and children. Old age is rendered comfortable and enjoyable by its daily use. Prescribed by physicians all over the Union. The J.P. Bush Mfg. Co., Chicago and New York.",Chicago (Ill.),1870/1906,[between 1870 and 1906?],"Front of card depicts a young woman resting in an arm chair by a window wearing a red robe.  There is a table next to the chair with a bottle of Bovinine and two glasses, one filled with Bovinine and one with water.  When the card is held to the light her eyes appear to open and a bull appears in the window with the words: My life was saved by Bovinine.|~|Original trade card forms part of: Collection no. 311, History & Special Collections for the Sciences, Louise M. Darling Biomedical Library, UCLA.",Bovinine,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hf26/manifest
Patent Medicine Cards,ark:/21198/zz0002hf3q,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hf3q%2Fn262jv04,Boxes|~|Children|~|Pills|~|Bottles,still image,"Drugs, Non-Prescription--Advertisements|~|Cathartics--therapeutic use--Advertisements |~|Laxatives|~|Patent medicines",pd,eng,United States,published,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,Dr. J.C. Ayer & Co.,,trade cards,,,,,,,,,,,"Ayer's Cathartic Pills, a safe pleasant and reliable family medicine [inscribed]",6.6 x 11.9 cm.,"Additional card text: Ayer's Pills are the result of years of chemical research and practical experiment.  They are compounded from the extracted and concentrated virtues of purely vegetable substances, and combine the choicest cathartic principles in medicine, in proportions accurately adjusted to secure the best curative effects.  They are entirely free from croton oil, calomel, or other dangerous substances; they are sugar coated and pleasant to take, and while sufficiently powerful to act upon the most robust, are the safest physic to employ for children and weakened constitutions, where a gentle yet efficient cathartic is required. They purify, invigorate and enrich the blood, stimulate it to healthy circulation, and, if taken occasionally, keep the system in perfect order. Mild, searching, and effectual, Ayer's Pills are specially adapted to the needs of the stomach, liver, and bowels, whose derangements they prevent and cure. They are a sure remedy for Costiveness, Jaundice, Indigestion, Headache, Dizziness, transient attacks of Numbness, Biliousness and all other diseases resulting from a disordered state of the Digestive Apparatus.  As a dinner pill they have no equal.  Their extensive use by physicians and by the people of all civilized nations, for all the purposes of a family physic, proves their value as a reliable medicine for professional and family use.  Ayer's pills are usually put up in oval wooden boxes, as represented on the face of this card; but for hot or damp climates, and for export, in sealed glass vials, as above.",Lowell (Mass.),1870/1906,[between 1870 and 1906?],"Original trade card forms part of: Collection no. 311, History & Special Collections for the Sciences, Louise M. Darling Biomedical Library, UCLA.|~|Image on front of card depicts seven nude cherub looking children packing boxes of pills.",Ayer's pills,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hf3q/manifest
Patent Medicine Cards,ark:/21198/zz0002hf47,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hf47%2Fzn31dc2m,,still image,,,,,,,,,,,,,,,,,,,,Dr. Mettaur's Headache Pills,11.4 x 7.7 cm.,"Dr. Mettaur's Headache Pills are a certain relief for the three most annoying disorders of the system, Headache, Constipation and Biliousness. Headache, either nervous or from a sick stomach, is relieved in a few hours...To effect a permanent cure for this disease, that is so very troublesome to ladies and all persons who are obliged to lead a sedentary life, a week's trial should be given...when the bowels will become regular. Biliousness, the cure from this trouble can only be temporary; because, what produces bile one time in excess will do it again, if the system is not most closely watched and cleansed often... They are thorough, do not gripe, or leave bad effects, such as Piles, etc...",,,,,,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hf47/manifest
Patent Medicine Cards,ark:/21198/zz0002hf5r,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hf5r%2F9k12cp9s,Birds|~|Kidney Diseases--drug therapy--Advertisements|~|Snow,still image,"Drugs, Non-Prescription--Advertisements|~|Liver Diseases--drug therapy--Advertisements|~|Dyspepsia--drug therapy--Advertisements|~|Blood purifier|~|Patent medicines",pd,eng,United States,published,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,"Coffin, Erastus",,trade cards,,,,,,,,,,,Dr. Coffin's California Medicines,13.4 x 8.8 cm.,"...Dr. Coffin's California Tonic, the great blood purifier. For the blood, liver, kidneys, and all Serofulous diseases and Dyspepsia. Dr. Coffin's California Liniment. Purely vegetable, in the form of an ointment. Cures Rheumatism, Neuralgia, Hip Disease, Spinal Disease, Sciatic Pains, Bruises or Sprains, Toothache, Headache, Weak or Lame Back, and local pains...",Cincinnati (Ohio),1885,[ca. 1885?],"Image on front of card shows a bird on a limb of a tree, with a beautiful snow covered winter scene in the background.  Part of a snowed-in house is shown.|~|Original trade card forms part of: Collection 311, History & Special Collections for the Sciences, Louise M. Darling Biomedical Library, UCLA.",,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hf5r/manifest
Patent Medicine Cards,ark:/21198/zz0002hf68,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hf68%2F5p469645,Girls|~|Birds|~|Standing|~|Electronic apparatus & appliances|~|Dresses|~|Capes (Clothing)|~|Baskets,still image,Pain--prevention & control--Advertisements.|~|Neuralgia--Treatment|~|Neuralgia--therapy--Advertisements|~|Electrotherapeutics--Instruments|~|Electric Stimulation Therapy--instrumentation--Advertisements|~|Patent medicines,pd,eng,United States,published,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,trade cards,"Carter, C. E.",,,,,,,,,,Electric Nerve Pencil! [inscribed],11 x 7.6 cm.,"Pain ceases immediately!...The great Japanese remedy. Absolutely annihilates the severest forms of Headache, Neuralgia, Toothache, Rheumatism, and every kind of Nerve pain in a few moments...W. Roxford, June 24, 1884. C. E. Carter, Dear Sir: It is with great deal of pleasure that I can inform you of the benefit I have derived from the use of your wonderful ""Electric Nerve Pencil.""  I have been troubled with Nervous Headache for my whole life of fifty-four years, and have never found any true relief until I used the Electric Nerve Pencil, it never fails to drive away the headache in less than 5) minutes. I believe they are the only cure for this terrible malady, Nervous Headache...Yours, N. K. Fowler|~|Additional card text:  Kittery, Me., Aug. 11, 1884.  C. E. Carter.  I have used your Electric Nerve Pencil for the toothache and headache, and I pronounce it the best thing out.  It will cure every time.  I would not take five dollars for mine if I could not get another.  Yours, Geo. O. Wilson.|~|Additional card text: Antrim, N. II., Aug. 5, 1884. C. E. Carter.- I have suffered with headache ever since I was a child, but I have found relief in using your Electric Nerve Pencil.  I would advise any suffering with Nervous Headache to try it as it is humbug. Mrs. Geo. W. Shattuck.If you cannot get it in your Town, Send 25 cts for a Sample, to C. E. Carter, Sole Proprietor, - - Lowell, Mass.|~|Additional card text: The electric nerve pencil!",Lowell (Mass.),1884,[1884?],"Original trade card forms part of:  Collection no. 311, History & Special Collections for the Sciences, Louise M. Darling Biomedical Library, UCLA.|~|Back of the card advertises the electric nerve pencil as a fast cure to every kind of severe nerve pain.  It has an image of what seems to be an electric device. It also gives detailed accounts of people that have used it and how it's relieved their pains.  They all claim that it's extremely effective.|~|Front of card depicts a girl wearing a dress and cape.  She holds a basket with her left arm and a bird is standing on her right index finger as she extends her arm.",,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hf68/manifest
Patent Medicine Cards,ark:/21198/zz0002hf89,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hf89%2Fp328rm7n,Rivers|~|Water mills|~|Snow|~|Winter,still image,"Phytotherapy--Advertisements|~|Drugs, Non-Prescription--Advertisements|~|Liver Diseases--drug therapy--Advertisements|~|Plant Preparations--Advertisements|~|Hematologic Diseases--drug therapy--Advertisements|~|Menopause--Advertisements|~|Women--Diseases--Treatment|~|Blood--Diseases--Treatment|~|Dysmenorrhea--drug therapy--Advertisements|~|Liver--Diseases--Treatment|~|Dysmenorrhea--Treatment|~|Menopause--Alternative treatment|~|Patent medicines",pd,eng,United States,published,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,trade cards,,"Pinkham, Lydia Estes, 1819-1883",,,,,J.H. Bufford & Co.,,,,Lydia E. Pinkham's Vegetable Compound [inscribed],11.5 x 8.1 cm.,"Lydia E. Pinkham's Vegetable Compound is a positive cure for all those painful Complaints and Weaknesses so common to our best female population. It will cure entirely the worst form of Female Complaints, all Ovarian troubles, Inflammation, Ulceration, Falling and Displacements of the Womb, and the consequent Spinal Weakness, and is particularly adapted to the Change of Life. It will dissolve and expel Tumors from the uterus in an early stage of development. The tendency to cancerous humors there is checked very speedily by its use. It removes faintness, flatulency, destroys all craving for stimulants, and relieves weakness of the stomach. It cures Bloating, Headaches, Nervous Prostration, General Debility, Sleeplessness, Depression and Indigestion. That feeling of bearing down, causing pain, weight and backache is always permanently cured by its use. It will at all times and under all circumstances act in harmony with the laws that govern the female system. For the cure of Kidney Complaints of either sex, this Compound is unsurpassed. Lydia E. Pinkham's Vegetable Compound is prepared at Lynn, Mass. Price, $1.00; six bottles for $5.00. Sent by mail in the form of Pills, also in the form of Lozenges, on receipt of price, $1.00 per box, for either. Send for pamphlet. All letters of inquiry promptly answered. Address as above. No family should be without Lydia E. Pinkham's Liver Pills. They cure Constipation, Biliousness, and torpidity of the Liver. 25 cents per box. Lydia E. Pinkham's Blood Purifier. This preparation will eradicate every vestige of Humors from the Blood, and at the same time will give tone and strength to the system. It is far superior to any other known remedy for the cure of all diseases arising from impurities of the blood, such as Scrofula, Rheumatism, Cancerous Humors, Erysipelas, Canker, Salt Rheum, and Skin Diseases. Sold by all druggists.|~|Additional card text: Compliments of Allen T. Horn, Druggist, Lewisburg, Ohio [name and address rubber stamped on the card].",,1884/1889,[between 1884 and 1889?],"Original trade card forms part of: Collection no. 311, History & Special Collections for the Sciences, Louise M. Darling Biomedical Library, UCLA.|~|One side of the card contains a color illustration of a wooden water mill on a riverbank in a snowy winter scene. The main colors are brown and white, with a greenish tint over all to suggest darkness. The windows of the mill reveal light from within the building.  In the sky is the moon, obscured within a misty, cloudy sky.",Lydia E. Pinkham's Blood Purifier,"1 print (trade card, color)",,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hf89/manifest
Patent Medicine Cards,ark:/21198/zz0002hf9t,ark:/21198/zz0002gwzg|~|ark:/21198/z14f2v0q ,2,Completed,Work,,,,,,individuals,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hf9t%2Ffj090f5b,Girls,still image,"Drugs, Non-Prescription--Advertisements|~|Constipation--drug therapy--Advertisements|~|Nausea--drug therapy--Advertisements|~|Liver Diseases--drug therapy--Advertisements|~|Stomach--Diseases--Treatment.|~|Digestive System Diseases--drug therapy--Advertisements|~|Laxatives--therapeutic use--Advertisements|~|Digestive organs--Diseases--Treatment|~|Liver--Diseases--Treatment|~|Patent medicines",pd,eng,United States,published,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,"C.I. Hood & Co. (Lowell, Mass.)",,trade cards,,,,,,,,,,,Hood's Pills [inscribed],7.8 x 7.8 cm.,"Hood's Pills cure Liver ills. Hood's Pills cure Liver ills. The general tendency of Hood's Sarsaparilla is laxative, but in many cases it is not sufficiently so. And in response to numerous demands for some laxative preparation we have compounded Hood's Vegetable Pills, which are meeting with marked favor. These pills are mild yet efficient, do not cause pain, or gripe, and act with certainty upon the liver, removing all obstructions from the alimentary canal, and preventing all diseases arising from derangements of the liver and bowels. They are especially valuable as after-dinner pills, and readily cure constipation and costiveness, nausea, distress in the stomach, etc. They are purely vegetable, and contain no calomel, mercury, or mineral substance of any kind...",Lowell (Mass.),1891/1910,[between 1891 and 1910?],"Original trade card forms part of: Collection no. 311, History & Special Collections for the Sciences, Louise M. Darling Biomedical Library, UCLA.|~|The front page of the card has a colored picture of little healthy girl with head in her hands, wearing a blue dress and a bonnet. It reads ""Hood's Pills, Cure Liver Ills"".",Hood's Vegetable Pills|~|Hood's Sarsaparilla,1 print (trade card),,,,https://search.library.ucla.edu/permalink/01UCS_LAL/17p22dp/alma9960994033606533,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002hf9t/manifest
