Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,AltTitle.uniform,Title,viewingHint,Text direction,Visibility,Description.note,Summary,IIIF Range,Opac url,Finding Aid URL,Alt ID.local,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001nxjtt,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001nxjtt_1453958_master.tif,19,,,,,C644_b1_f(Yueksel Arslan)_# 11-1_piece 2,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nxjtt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nxjtt/manifest
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001nxjvb,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001nxjvb_1454377_master.tif,20,,,,,C644_b1_f(Yueksel Arslan)_# 11-2_piece 2,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nxjvb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nxjvb/manifest
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001nxjwv,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001nxjwv_1454380_master.tif,21,,,,,C644_b1_f(Yueksel Arslan)_# 12-1,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nxjwv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nxjwv/manifest
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001nxjxc,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001nxjxc_1454383_master.tif,22,,,,,C644_b1_f(Yueksel Arslan)_# 12-2,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nxjxc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nxjxc/manifest
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001nxjzw,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001nxjzw_1454386_master.tif,23,,,,,C644_b1_f(Yueksel Arslan)_# 13-1,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nxjzw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nxjzw/manifest
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001nxk0w,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001nxk0w_1454389_master.tif,24,,,,,C644_b1_f(Yueksel Arslan)_# 13-2,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nxk0w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nxk0w/manifest
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001p5dcq,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001p5dcq_1454392_master.tif,27,,,,,C644_b167_f(Arslan Yueksel)_# 1-1,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001p5dcq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001p5dcq/manifest
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001p5dd7,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001p5dd7_1454395_master.tif,28,,,,,C644_b167_f(Arslan Yueksel)_# 1-2,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001p5dd7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001p5dd7/manifest
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001p5dfr,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001p5dfr_1454398_master.tif,25,,,,,C644_b9_f(Else Lasker-Schueler)_item # 003_page 1,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001p5dfr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001p5dfr/manifest
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001p5dg8,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001p5dg8_1454401_master.tif,26,,,,,C644_b9_f(Else Lasker-Schueler)_item # 003_page 2,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001p5dg8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001p5dg8/manifest
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz002kkk20,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz002kkk20_2414601_master.tif,29,,,,,"C644_b2_f(Bronowski, Jacob)",,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kkk20,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kkk20/manifest
