Object Type,Title,Local identifier,Item ARK,Parent ARK,File Name,Thumbnail,Item Sequence,Contents note,Date.normalized,Format.extent,Genre,Language,Place of origin,Publisher.publisherName,Repository,Rights.copyrightStatus,Rights.rightsHolderContact,viewingHint,Subject topic,volume | issue,IIIF Manifest URL
Work,Cuba y América 1897-09-01,bncjm_cubayamerica_18970901,ark:/21198/z16m5mmc,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k387m6,,,1897-09-01,24 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 01 | no. 11,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16m5mmc/manifest
Work,Cuba y América 1897-09-15,bncjm_cubayamerica_18970915,ark:/21198/z1fn3m02,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g75trb,,,1897-09-15,24 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 01 | no. 12,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fn3m02/manifest
Work,Cuba y América 1897-10-01,bncjm_cubayamerica_18971001,ark:/21198/z16423j9,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c84q8v,,,1897-10-01,24 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 02 | no. 13,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16423j9/manifest
Work,Cuba y América 1897-10-15,bncjm_cubayamerica_18971015,ark:/21198/z1xm0v9v,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18d2974,,,1897-10-15,24 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 02 | no. 14,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xm0v9v/manifest
Work,Cuba y América 1897-11-01,bncjm_cubayamerica_18971101,ark:/21198/z1p58288,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f15w1,,,1897-11-01,24 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 02 | no. 15,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p58288/manifest
Work,Cuba y América 1897-11-15,bncjm_cubayamerica_18971115,ark:/21198/z1dn6jwq,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12j8rtx,,,1897-11-15,24 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 02 | no. 16,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dn6jwq/manifest
Work,Cuba y América 1897-12-01,bncjm_cubayamerica_18971201,ark:/21198/z15452dx,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zk7wrq,,,1897-12-01,24 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 02 | no. 17,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15452dx/manifest
Work,Cuba y América 1897-12-15,bncjm_cubayamerica_18971215,ark:/21198/z1wq2hm7,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vq5gn3,,,1897-12-15,24 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 02 | no. 18,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wq2hm7/manifest
Work,Cuba y América 1989-01-08,bncjm_cubayamerica_18980108,ark:/21198/z144818j,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr4c8z,,,1989-01-08,16 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 02 | no. 20,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz144818j/manifest
Work,Cuba y América 1898-01-22,bncjm_cubayamerica_18980122,ark:/21198/z1vq5gfd,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ps090r,,,1898-01-22,16 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 02 | no. 22,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vq5gfd/manifest
Work,Cuba y América 1898-01-29,bncjm_cubayamerica_18980129,ark:/21198/z1m6404v,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mw4x6t,,,1898-01-29,16 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 02 | no. 23,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m6404v/manifest
Work,Cuba y América 1898-02-05,bncjm_cubayamerica_18980205,ark:/21198/z1bp2gmh,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jx0tzn,,,1898-02-05,16 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 02 | no. 24,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bp2gmh/manifest
Work,Cuba y América 1898-02-12,bncjm_cubayamerica_18980212,ark:/21198/z1379phn,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gx6rj3,,,1898-02-12,16 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 02 | no. 25,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1379phn/manifest
Work,Cuba y América 1898-02-19,bncjm_cubayamerica_18980219,ark:/21198/z1tq8fcx,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f21cqz,,,1898-02-19,16 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 02 | no. 26,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tq8fcx/manifest
Work,Cuba y América 1898-02-26,bncjm_cubayamerica_18980226,ark:/21198/z1k66xxs,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c279jj,,,1898-02-26,16 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 02 | no. 27,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k66xxs/manifest
Work,Cuba y América 1898-03-05,bncjm_cubayamerica_18980305,ark:/21198/z19p5ffp,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1933750,,,1898-03-05,16 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 02 | no. 28,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19p5ffp/manifest
Work,Cuba y América 1898-03-12,bncjm_cubayamerica_18980312,ark:/21198/z1j69wqh,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1767v95,,,1898-03-12,16 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 02 | no. 29,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j69wqh/manifest
Work,Cuba y América 1898-03-19,bncjm_cubayamerica_18980319,ark:/21198/z18s73qm,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1573s49,,,1898-03-19,16 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 02 | no. 30,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18s73qm/manifest
Work,Cuba y América 1898-03-26,bncjm_cubayamerica_18980326,ark:/21198/z1185mbs,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1379pqb,,,1898-03-26,16 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 02 | no. 31,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1185mbs/manifest
Work,Cuba y América 1898-04-09,bncjm_cubayamerica_18980409,ark:/21198/z1rr4c28,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11c49ww,,,1898-04-09,8 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 03 | no. 33,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rr4c28/manifest
Work,Cuba y América 1898-04-16,bncjm_cubayamerica_18980416,ark:/21198/z1h72vkp,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10c78td,,,1898-04-16,10 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 03 | no. 34,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h72vkp/manifest
Work,Cuba y América 1898-04-23,bncjm_cubayamerica_18980423,ark:/21198/z17t02ks,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pv90fz,,,1898-04-23,8 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 03 | no. 35,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17t02ks/manifest
Work,Cuba y América 1898-04-30,bncjm_cubayamerica_18980430,ark:/21198/z1088k5z,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nw1z89,,,1898-04-30,8 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 03 | no. 36,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1088k5z/manifest
Work,Cuba y América 1898-05-07,bncjm_cubayamerica_18980507,ark:/21198/z1qr79xg,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n03mk0,,,1898-05-07,8 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 03 | no. 37,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qr79xg/manifest
Work,Cuba y América 1898-05-14,bncjm_cubayamerica_18980514,ark:/21198/z1gb4hvm,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m06kg2,,,1898-05-14,8 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 03 | no. 38,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gb4hvm/manifest
Work,Cuba y América 1898-05-21,bncjm_cubayamerica_18980521,ark:/21198/z19k6r2t,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k09jc4,,,1898-05-21,8 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 03 | no. 39,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19k6r2t/manifest
Work,Cuba y América 1898-05-28,bncjm_cubayamerica_18980528,ark:/21198/z12257km,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j12h8r,,,1898-05-28,8 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 03 | no. 40,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12257km/manifest
Work,Cuba y América 1898-06-04,bncjm_cubayamerica_18980604,ark:/21198/z1x94r3b,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h15g2g,,,1898-06-04,12 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 03 | no. 41,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x94r3b/manifest
Work,Cuba y América 1898-06-11,bncjm_cubayamerica_18980611,ark:/21198/z1j416c1,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z34crj,,,1898-06-11,12 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 03 | no. 42,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j416c1/manifest
Work,Cuba y América 1898-06-18,bncjm_cubayamerica_18980618,ark:/21198/z18k9px1,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d531zf,,,1898-06-18,12 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 03 | no. 43,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18k9px1/manifest
Work,Cuba y América 1898-06-25,bncjm_cubayamerica_18980625,ark:/21198/z11286gp,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v4387m,,,1898-06-25,12 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 03 | no. 44,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11286gp/manifest
Work,Cuba y América 1898-07-02,bncjm_cubayamerica_18980702,ark:/21198/z1rn5np0,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1961xnt,,,1898-07-02,10 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 03 | no. 45,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rn5np0/manifest
Work,Cuba y América 1898-07-11,bncjm_cubayamerica_18980711,ark:/21198/z1h445b0,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s23g3,,,1898-07-11,12 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 03 | no. 46,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h445b0/manifest
Work,Cuba y América 1898-07-16,bncjm_cubayamerica_18980716,ark:/21198/z17m2ns6,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fr29pz,,,1898-07-16,12 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 03 | no. 47,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17m2ns6/manifest
Work,Cuba y América 1898-07-23,bncjm_cubayamerica_18980723,ark:/21198/z13v1x1f,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wt179j,,,1898-07-23,12 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 03 | no. 48,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13v1x1f/manifest
Work,Cuba y América 1898-07-30,bncjm_cubayamerica_18980730,ark:/21198/z1059vr7,ark:/21198/z1pp1kgp|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bv9wq6,,,1898-07-30,12 pages,newspapers,spa,New York (USA),"Montero, Manuel",Biblioteca Nacional de Cuba José Martí,unknown,"http://www.bnjm.cu, portal@bnjm.cu",paged,Cuban literature--Periodicals,vol. 03 | no. 49,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1059vr7/manifest
