Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Rights.copyrightStatus,Rights.publicationStatus,Language,Type.typeOfResource,Type.genre,Subject.conceptTopic,Subject geographic,Name.creator,Name.repository,Note,Title,Alt ID.local,Date.creation,Date.normalized,Description.fundingNote,Publisher.publisherName,Format.extent,Publisher.placeOfOrigin,Description.note,Coverage.geographic,AltTitle.translated,AltTitle.descriptive,Alt ID.lccn,Alt ID.oclc,Alt ID.url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdt1s,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7821_P1_4M_USACECT_1945_EDTheat.tif,424,,,pd_usfed,,eng,cartographic,map,,China--Maps|~|中國--地圖,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1000000|~|easternmost:E1220000|~|northernmost:N0420000|~|southernmost:N0180000,China,G7821_P1_4M_USACECT_1945_EDTheat|~|Monograph_Maps,"Apr, 1945",1945-04,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,Theater ed.,China,中國,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdt1s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdt1s/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdt29,ark:/21198/zz002hc63p,2,Completed,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7821_P1_73M_OSS_1942_EDProv.tif,425,,,pd_usfed,,eng,cartographic,map,Xinjiang Uygur Zizhiqu (China)--Road maps|~|Communication--China--Xinjiang Uygur Zizhiqu--Maps|~|新疆維吾爾自治區 (中國) - 道路地圖|~|通訊--中國--新疆維吾爾自治區--地圖,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",northernmost:N0500000|~|southernmost:N0340000|~|westernmost:E0720000|~|easternmost:E0980000,Roads and communications of Sinkiang,G7821_P1_7.3M_OSS_1942_EDProv|~|Monograph_Maps,1942,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,O.S.S.,1 map ; 28 x 32 cm.,"[Washington, D.C.?]|~|dcu","Provisional ed.|~|""Map no. 726.""|~|drawn in Geography Division, O.S.S.|~|Provisional ed.",Xinjiang Uygur Zizhiqu|~|China|~|Xinjiang Uygur Zizhiqu (China)|~|7200000,新疆的道路和交通設施,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdt29,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdt29/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdt3t,ark:/21198/zz002hc63p,2,Completed,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7821_P1_95M_COI_1942_EDProv.tif,426,,,pd_usfed,,eng,cartographic,map|~|Road maps.,"Roads--China--Maps|~|Sino-Japanese War, 1937-1945--Maps|~|Railroads--China--Maps|~|鐵路--中國--地圖|~|中日戰爭, 1937-1945--地圖|~|公路--中國--地圖",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost:E1200000|~|northernmost:N0440000|~|westernmost:E0960000|~|southernmost:N0200000,Land communications of China,G7821_P1_9.5M_COI_1942_EDProv|~|Monograph_Maps,1942,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,OSS Repro. Section,1 map ; 32 x 28 cm.,"dcu|~|[Washington, D.C.]","Provisional ed.|~|""Reproduced by the OSS Repro. Section.""|~|Drawn in the Geography Division, C.O.I.|~|Shows also limit of Japanese penetration.|~|""Map no. 553, June 5, 1942.""|~|Provisional ed.",China|~|9700000,中國的陸路交通,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdt3t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdt3t/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdt4b,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7821_P1_c_55M_OSS_1944_EDProv.tif,427,,,pd_usfed,,eng,cartographic,map,,China--Maps|~|中國--地圖,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E0980000|~|easternmost:E1200000|~|northernmost:N0440000|~|southernmost:N0200000,China,G7821_P1_c.5.5M_OSS_1944_EDProv|~|Monograph_Maps,31 May 1944,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,Provisional ed.,China,中國,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdt4b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdt4b/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdt5v,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7822S_H1_1944_EDProv.tif,428,,,pd_usfed,,eng,cartographic,map,,East China--Maps.|~|中國東部--地圖,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost:E1250000|~|northernmost:N0340000|~|southernmost:N0230000|~|westernmost:E1130000,"China, East Coast: Mineral Resources",G7822S_H1_1944_EDProv|~|Monograph_Maps,26 October 1944,1944-10-26,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,Provisional ed.,East China,中國東海岸: 礦產資源,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdt5v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdt5v/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdt6c,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7822s_H1_24M_OSS_1945_EDProv.tif,429,,,pd_usfed,,eng,cartographic,map,,China--Maps|~|中國--地圖,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1080000|~|easternmost:E1170000|~|northernmost:N0250000|~|southernmost:N0200000,"China, South Coast: Minerals And Building Materials",G7822s_H1_2.4M_OSS_1945_EDProv|~|Monograph_Maps,22 January 1945,1945-01-22,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,Provisional ed.,China,中國南海岸: 礦產和建材,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdt6c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdt6c/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdt7w,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7822S_N6_1944_EDProv.tif,430,,,pd_usfed,,eng,cartographic,map,Water-supply--China--Maps.|~|水供應--中國--地圖,China--Maps|~|中國--地圖,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1130000|~|easternmost:E1250000|~|northernmost:N0340000|~|southernmost:N0230000,"China, East Coast: Water Supply",G7822S_N6_1944_EDProv|~|Monograph_Maps,21 October 1944,1944-10-21,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,Provisional ed.,China,中國東海岸: 水供應,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdt7w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdt7w/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdt8d,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7822s_N6_24_OSS_1945_EDProv.tif,431,,,pd_usfed,,eng,cartographic,map,Water-supply--China--Maps.|~|水供應--中國--地圖,China--Maps|~|中國--地圖,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1080000|~|easternmost:E1170000|~|northernmost:N0250000|~|southernmost:N0200000,"China, South Coast: Water Supply",G7822s_N6_2.4_OSS_1945_EDProv|~|Monograph_Maps,13 January 1945,1945-01-13,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,Provisional ed.,China,"中國, 南海岸: 水供應",,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdt8d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdt8d/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdt9x,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7822_32M_OSS_1944_EDProv.tif,432,,,pd_usfed,,eng,cartographic,map,Korea--Maps,Korea--Maps|~|East China--Maps.,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1120000|~|easternmost:E1280000|~|northernmost:N0400000|~|southernmost:N0220000,Eastern China And Korea,G7822_3.2M_OSS_1944_EDProv|~|Monograph_Maps,13 November 1944,1944-11-13,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,Provisional ed.,East China|~|Korea,中國東部和韓國,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdt9x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdt9x/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdtcz,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7822_5M_OSS_1945.tif,434,,,pd_usfed,,eng,cartographic,map,,China--Maps|~|中國--地圖,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",northernmost:N0400000|~|westernmost:E0960000|~|southernmost:N0200000|~|easternmost:E1220000,China,G7822_5M_OSS_1945|~|Monograph_Maps,9 March 1945,1945-03-09,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,,China,中國,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdtcz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdtcz/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdtdg,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7822_5M_P1_1944_EDProv.tif,435,,,pd_usfed,,eng,cartographic,map,Transportation--China--Maps|~|運輸--中國--地圖,East China--Maps.|~|中國東部--地圖,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",southernmost:N0230000|~|easternmost:E1250000|~|westernmost:E1130000|~|northernmost:N0340000,"China, East Coast Motor Roads And Railroads",G7822_5M_P1_1944_EDProv|~|Monograph_Maps,20 October 1944,1944-10-20,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,Provisional ed.,East China,"中國, 東海岸汽車公路和鐵路",,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdtdg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdtdg/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdtgh,ark:/21198/zz002hc63p,1,In progress,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7822_C2_75M_OSS_1943.tif,437,,,pd_usfed,,eng,cartographic,map,,China--Maps,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,[NA],G7822_C2_7.5M_OSS_1943|~|Monograph_Maps,24 June 1943,1943-06-24,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,,China,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdtgh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdtgh/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdth1,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7822_C3_1945_EDProv.tif,438,,,pd_usfed,,eng,cartographic,map,,China--Maps|~|中國--地圖,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost:E1230000|~|westernmost:E1140000|~|northernmost:N0400000|~|southernmost:N0340000,North China Natural Availability Of Water,G7822_C3_1945_EDProv|~|Monograph_Maps,26 July 1945,1945-07-26,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,Provisional ed.,China,中國北方水的天然可用性,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdth1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdth1/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdtjj,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7822_C8_C20M_COI_1942.tif,439,,,pd_usfed,,eng,cartographic,map,China--Climate--Maps.|~|中國--氣候--地圖,China--Maps|~|中國--地圖,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",northernmost:N0400000|~|westernmost:E1000000|~|southernmost:N0240000|~|easternmost:E1240000,China Climatic Regions,G7822_C8_C.20M_COI_1942|~|Monograph_Maps,June 5 1942,1942-06-05,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,,China,中國氣候區,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdtjj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdtjj/manifest
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdtk2,ark:/21198/zz002hc63p,10,Completed with minimal metadata,Work,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7822_E2_24M_OSS_1945_GROUP_EDProv.tif,440,,,pd_usfed,,eng,cartographic,map,Ethnology--China--Maps|~|民族--中國--地圖,China--Maps|~|中國--地圖,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",northernmost:N0250000|~|westernmost:E1080000|~|southernmost:N0200000|~|easternmost:E1170000,"China, South Coast Principal Ethnic Groups And Dialects",G7822_E2_2.4M_OSS_1945_GROUP_EDProv|~|Monograph_Maps,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,Provisional ed.,China,"中國, 南海岸的主要民族和方言",,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdtk2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdtk2/manifest
