"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Rights.copyrightStatus","Rights.publicationStatus","Language","Type.typeOfResource","Type.genre","Subject.conceptTopic","Subject geographic","Name.creator","Name.repository","Note","Title","Alt ID.local","Date.creation","Date.normalized","Description.fundingNote","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Description.note","Coverage.geographic","AltTitle.translated","AltTitle.descriptive","Alt ID.lccn","Alt ID.oclc","Alt ID.url","Bucketeer State","IIIF Access URL"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgfnp","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7810_A2_12M_1R1S_1945.tif","951","","","pd","","eng","cartographic","map","","China--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","northernmost:N0400000|~|westernmost:E0900000|~|easternmost:E1300000|~|southernmost:N0200000","Index Map H420 Greater China","G7810_A2_12M_1R1S_1945|~|Monograph_Maps","1945","1945","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","China","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgfnp"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgfp6","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7810_c_15M_OSS_1944_EDProv.tif","952","","","pd","","eng","cartographic","map","Landforms--East Asia--Maps|~|Landforms--China--Maps|~|Boundaries--East Asia--Maps|~|Boundaries--China--Maps|~|Roads--East Asia--Maps|~|Roads--China--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost:E0850000|~|southernmost:N0150000|~|westernmost:E0700000|~|northernmost:N0600000|~|easternmost:E1500000|~|northernmost:N0550000","China","G7810_c_15M_OSS_1944_EDProv|~|Monograph_Maps","1944","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","Reproduction Branch, OSS","1 map : col. ; 32 x 39 cm.","[Washington, D.C.?]|~|dcu","Provisional ed.|~|Covers most of East Asia.|~|drawn in the Branch of Research and Analysis, OSS.|~|""19 June 1944.""|~|Shows landforms, boundaries, and roads.|~|Provisional ed.","China|~|East Asia|~|15000000","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgfp6"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgfqq","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7811_C2_P1_c_5M_OSS_1944.tif","953","","","pd","","eng","cartographic","map|~|Topographic maps.","China--Maps|~|Topographic maps|~|Transportation--China--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","easternmost:E1300000|~|westernmost:E0900000|~|easternmost:E1400000|~|northernmost:N0420000|~|westernmost:E0800000|~|southernmost:N0180000","China, terrain and transportation","G7811_C2_P1_c_5M_OSS_1944|~|Monograph_Maps","1944","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","OSS Research and Analysis Branch","1 map : col. ; 52 x 86 cm.","Washington, D.C|~|dcu","Provisional ed.|~|compiled and drawn in the Branch of Research and Analysis, OSS.|~|""Reliability code: 2B-2B-2.""|~|""27 March 1944.""|~|""Restricted.""|~|""No. 2495, supersedes no. 2194.""|~|Relief represented by shading.","China|~|5500000","","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgfr7","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7811_E424_8_5M_SVMFM_1912.tif","954","","","pd","","","cartographic","map","","China--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost:E1000000|~|easternmost:E1250000|~|northernmost:N0400000|~|southernmost:N0200000","Missionary Map Of China","G7811_E424_8_5M_SVMFM_1912|~|Monograph_Maps","1912","1912","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","China","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgfr7"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgfsr","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7811_F7_5M_NP_1935.tif","955","","","pd","","chi","cartographic","map","","China--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","southernmost:N0200000|~|westernmost:E0850000|~|easternmost:E1400000|~|northernmost:N0450000","China Political Regions And Cities Map","G7811_F7_5M_NP_1935|~|Monograph_Maps","中華民國二十四年五月","1935-05","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","China","中國政區都市圖","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgft8","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7811_F7_c_7M_USTC_1942.tif","956","","","pd","","eng","cartographic","map","","China--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Provinces And Dependencies Of China","G7811_F7_c_7M_USTC_1942|~|Monograph_Maps","1942","1942","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","China","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgft8"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgfvs","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7811_J1_c_14M_OSS_1942.tif","957","","","pd","","eng","cartographic","map","China--Maps|~|Agricultural geography--China--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","easternmost:E1300000|~|westernmost:E0700000|~|westernmost:E0800000|~|northernmost:N0450000|~|southernmost:N0200000|~|southernmost:N0250000","China : agricultural statistical areas","G7811_J1_c_14M_OSS_1942|~|Monograph_Maps","1942|~|[1942]","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","OSS","1 map ; 24 x 36 cm.","[Washington, D.C.]|~|dcu","Provisional ed.|~|drawn in the Geography Div., OSS.|~|In upper left corner: free.|~|""Map no. 1153, October 23, 1942.""|~|Shows only agricultural regions. Does not show crop distribution.","China|~|14000000","","","2007627216","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgfvs"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgfw9","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7811_P1_10M_USDS_1932.tif","958","","","pd","","eng","cartographic","map","Caravans--China--Maps|~|Railroads--China--Maps","","United States. Department of State. Office of the Geographer.","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","northernmost:N0500000|~|easternmost:E1350000|~|southernmost:N0150000|~|westernmost:E0850000","Map of China : and adjacent regions, showing railways and principal caravan routes","G7811_P1_10M_USDS_1932|~|Monograph_Maps","1932","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","Dept. of State","1 map : color ; 47 x 63 cm.","dcu|~|Washington, D.C","Includes index, transliteration table, and list of sources.|~|compiled in the Office of the Geographer, Department of State.|~|""December, 1932.""|~|ca","China|~|1000000|~|10000000","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgfw9"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgfxt","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7811_P1_10M_USGS_1922.tif","959","","","pd","","eng","cartographic","map","Harbors--China--Maps|~|Railroads--East Asia--Maps|~|Railroads--China--Maps","","Geological Survey (U.S.). Topographic Branch.","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost:E0700000|~|northernmost:N0600000|~|southernmost:N0200000|~|westernmost:E0900000|~|easternmost:E1500000|~|northernmost:N0500000","General map of China and adjacent regions, showing treaty ports and railways","G7811_P1_10M_USGS_1922|~|Monograph_Maps","[1922]","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","The Branch","1 map : col. ; 49 x 62 cm.","[Washington, D.C.]|~|dcu","Rev. Jan. 1922.|~|cc|~|""Compiled from China Inland Mission map of the Chinese Empire (1911), Stanford's Map of the Siberian Railway (1919), Imperial Geological Survey map of Japan (1911) ...""|~|Also shows railways in Japan, Korea, northeastern Vietnam, and Siberia, USSR.|~|prepared for the Department of State, by the Topographic Branch, U.S. Geological Survey.","East Asia|~|China|~|10000000","","","89695311|~|2006629429","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgfxt"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgfzb","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7811_P3_9_5M_NP_1914.tif","960","","","pd","","eng","cartographic","map","Railroads--China--Maps","China--Maps|~|Manchuria (China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","northernmost:N0520000|~|easternmost:E1320000|~|southernmost:N0200000|~|westernmost:E0960000","Railways In China And Manchuria","G7811_P3_9_5M_NP_1914|~|Monograph_Maps","1914","1914","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Manchuria (China)","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgfzb"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgg0b","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7812_2M_ND.tif","961","","","pd","","fre","cartographic","map","","Manchuria (China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","northernmost:N0410000|~|southernmost:N0310000|~|westernmost:|~|easternmost:","Partie De La Tartarie","G7812_2M_ND|~|Monograph_Maps","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Manchuria (China)","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgg0b"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgg1v","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7812_400_JP_1876.tif","962","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","southernmost:N0400000|~|northernmost:N0300000|~|westernmost:E1153000|~|easternmost:E1170000","Originalkarte Der Ebene Von Peking","G7812_400_JP_1876|~|Monograph_Maps","1876","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgg1v"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgg2c","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7812_S1_2M_1879_1924.tif","963","","","pd","","eng","cartographic","map","","China--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Map Of The Routes Of Russian Explorers In China And Eastern Thilet","G7812_S1_2M_1879_1924|~|Monograph_Maps","1924","1924","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","China","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgg2c"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgg3w","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7822_1M_JLSD_1937.tif","964","","","pd","","eng","cartographic","map","","China--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","easternmost:E1230000|~|westernmost:E1130000|~|northernmost:N0410000|~|southernmost:N0390000","North China","G7822_1M_JLSD_1937|~|Monograph_Maps","昭和十二年八月十五日","1937-08-15","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","China|~|1000000","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgg3w"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgg4d","ark:/21198/zz002hc63p","1","In progress","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7822_1M_NP_ND_Misc.tif","965","","","pd","","","cartographic","map","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","southernmost:N0200000|~|westernmost:E1000000|~|easternmost:E1090000|~|northernmost:","[Na]","G7822_1M_NP _ND_Misc|~|Monograph_Maps","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","","","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgg5x","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7822_1M_NP_ND.tif","966","","","pd","","eng","cartographic","map","","Hong Kong--Maps|~|Canton--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost:E1130000|~|easternmost:E1150000|~|northernmost:N0230000|~|southernmost:N0220000","Key Map Of Hong Kong Relative To Canton And Macao","G7822_1M_NP_ND|~|Monograph_Maps","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Hong Kong|~|Canton|~|1000000","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgg5x"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgg6f","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7822_1_65MN_M_I_D_1900.tif","967","","","pd","","eng","cartographic","map","","China--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","easternmost:E1240000|~|northernmost:N0420000|~|southernmost:N0300000|~|westernmost:E1120000","Map Of North Eastern China","G7822_1_65MN_M_I_D_1900|~|Monograph_Maps","1900","1900","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","China","","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgg7z","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7822_250_GSGS_1927_ED1.tif","968","","","pd","","eng","cartographic","map","","Nanjing (Jiangsu Sheng, China)--Maps|~|Nanking--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost:E1162141|~|easternmost:E1203545|~|northernmost:N0322645|~|southernmost:N0310009","Nanking","G7822_250_GSGS_1927_ED1|~|Monograph_Maps","1927","1927","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","Nanking|~|Nanjing (Jiangsu Sheng, China)|~|250000","","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgg8g","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7822_250_GSGS_1944_ED1_SHEET1.tif","969","","","pd","","eng","cartographic","map","","Hong Kong--Maps|~|Canton--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","northernmost:N0240000|~|westernmost:E1130000|~|easternmost:E1144500|~|southernmost:N0230000","Hong-Kong Canton Area","G7822_250_GSGS_1944_ED1_SHEET1|~|Monograph_Maps","1944","1944","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","Canton|~|Hong Kong|~|250000","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgg8g"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgg90","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7822_300_SGA_ND.tif","970","","","pd","","fre","cartographic","map","","China--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost:E1130000|~|easternmost:E1160000|~|northernmost:N0400000|~|southernmost:N0390000","Theartre Des Operations En Chine","G7822_300_SGA_ND|~|Monograph_Maps","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","China","","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hggbh","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7822_50_NP_ND.tif","971","","","pd","","eng","cartographic","map","","Lushan (China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Map Of Lushan","G7822_50_NP_ND|~|Monograph_Maps","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Lushan|~|50000","廬山全圖","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hggbh"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hggc1","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7822_C3_1_9M_NFRC_1931.tif","972","","","pd","","chi|~|eng","cartographic","map","","China--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","northernmost:N0340000|~|southernmost:N0300000|~|westernmost:E1150000|~|easternmost:E1200000","Map Prepared From Aerial Surveys Showing Flooded Areas Along Yangtse River, Hwai River & Grand Canal. China.","G7822_C3_1_9M_NFRC_1931|~|Monograph_Maps","1931","1931","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","China","揚子江淮河運河流域災區啚","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hggc1"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hggf2","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7822_P5_VAR_RODGERS_EXP_1854.tif","974","","","pd","","eng","cartographic","map","","China--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","northernmost:N0392000|~|southernmost:N0383000|~|easternmost:E1184000|~|westernmost:E1174000","Mouth Of The Teen-Tsin-Ho And Approach To The Sha-Lui-Tien Banks","G7822_P5_VAR_RODGERS_EXP_1854|~|Monograph_Maps","October 1854","1854-10","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","China","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hggf2"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgggk","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7822_P6_2_3M_USAAF_1944.tif","975","","","pd","","eng","cartographic","map","","Hainan Sheng (China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost:E1060000|~|northernmost:N0273100|~|easternmost:E1180000|~|southernmost:N0182500","Hainan Navigation Chart","G7822_P6_2_3M_USAAF_1944|~|Monograph_Maps","1944","1944","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Hainan Sheng (China)|~|2135000","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgggk"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hggjm","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7823_1M_GSGS_1906.tif","977","","","pd","","eng","cartographic","map","","Zhejiang Sheng (China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost:E1180000|~|easternmost:E1230000|~|northernmost:N0313000|~|southernmost:N0270000","Province Of Che-Chiang","G7823_1M_GSGS_1906|~|Monograph_Maps","1906","1906","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Zhejiang Sheng (China)|~|1000000","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hggjm"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hggk4","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7823_1M_JGS_1941.tif","978","","","pd","","eng","cartographic","map","","Yunnan Sheng (China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost:E0960000|~|easternmost:E1040000|~|northernmost:N0270000|~|southernmost:N0220000","Yunnan","G7823_1M_JGS_1941|~|Monograph_Maps","1941","1941","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Yunnan Sheng (China)","雲南","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hggmn","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7823_253_SI_1945_ED1.tif","979","","","pd","","eng","cartographic","map","","Yunnan Sheng (China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","easternmost:E1010000|~|northernmost:N0240000|~|westernmost:E1000000|~|southernmost:N0230000","Wei-Yuan (Ching-Ku)","G7823_253_SI_1945_ED1|~|Monograph_Maps","1945","1945","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","1st ed.","Yunnan Sheng (China)|~|253440","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hggmn"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hggpp","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7823_C5_1942_U55.tif","981","","","pd","","eng","cartographic","map","Zhejiang Sheng (China)--Maps","","United States. Board of Economic Warfare.","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost:E1200000|~|northernmost:N0320000|~|easternmost:E1220000|~|southernmost:N0280000","Chekiang Province","G7823_C5_1942_U55|~|Monograph_Maps","1942","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","OSS]","1 map ; 21 x 16 cm.","dcu|~|[Washington, D.C.?","Board of Economic Warfare ; drawn in the R. and A., OSS.|~|""Map no. 1329.""","Zhejiang Sheng (China)|~|3300000","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hggpp"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hggq6","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7823_C5_P1_1945_U55.tif","982","","","pd","","eng","cartographic","map|~|Road maps.","Railroads--China--Zhejiang Sheng--Maps|~|Roads--China--Jiangsu Sheng--Maps|~|Roads--China--Zhejiang Sheng--Maps|~|Railroads--China--Shanghai--Maps|~|Railroads--China--Jiangsu Sheng--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","easternmost:E1230000|~|westernmost:E1200000|~|northernmost:N0310000|~|southernmost:N0280000","Shang-Hai--Yung-Chia roads and railroads","G7823_C5_P1_1945_U55|~|Monograph_Maps","1945","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","Reproduction Branch, OSS","1 map : col. ; 30 x 29 cm.","[Washington, D.C.]|~|dcu","Provisional ed.|~|""No. 6499.""|~|R & A, OSS.|~|""22 May 1945.""","Zhejiang Sheng|~|Jiangsu Sheng|~|Shanghai|~|China|~|1400000","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hggq6"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hggrq","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7823_CS_P1_1944_U55.tif","983","","","pd","","eng","cartographic","map","Transportation--China--Zhejiang Sheng--Maps|~|Transportation--China--Jiangsu Sheng--Maps|~|Transportation--China--Shanghai","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","northernmost:N0310000|~|southernmost:N0280000|~|westernmost:E1200000|~|easternmost:E1230000","China, transportation routes between Shang-Hai and Chekiang","G7823_CS_P1_1944_U55|~|Monograph_Maps","1944","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","Reproduction Branch, OSS","1 map : col. ; 28 x 27 cm.","dcu|~|[Washington, D.C.]","Provisional ed.|~|""No. 3953.""|~|""14 August 1944.""|~|R & A, OSS.","China|~|Zhejiang Sheng|~|Jiangsu Sheng|~|Shanghai|~|1500000","","China, transportation routes between Shanghai and Zhejiang","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hggrq"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hggs7","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7823_H4_1942_U55.tif","984","","","pd","","eng","cartographic","map","Henan Sheng (China)--Maps","","United States. Board of Economic Warfare.","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","southernmost:N0320000|~|westernmost:E1100000|~|easternmost:E1160000|~|northernmost:N0360000","Honan Province","G7823_H4_1942_U55|~|Monograph_Maps","1942","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","OSS]","1 map ; 22 x 24 cm.","dcu|~|[Washington, D.C.?","Board of Economic Warfare ; Drawn in R. and A., OSS.|~|""Map no. 1323.""","Henan Sheng (China)|~|3000000","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hggs7"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hggtr","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7823_H5_1942_U55.tif","985","","","pd","","eng","cartographic","map","Hebei Sheng (China)--Maps|~|Shanxi Sheng (China)--Maps","","United States. Board of Economic Warfare.","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","easternmost:E1200000|~|southernmost:N0360000|~|northernmost:N0400000|~|westernmost:E1100000","Hopei and Shansi provinces","G7823_H5_1942_U55|~|Monograph_Maps","1942","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","OSS]","1 map ; 24 x 35 cm.","dcu|~|[Washington, D.C.?","1st ed.|~|""Map no. 1317.""|~|Board of Economic Warfare ; Drawn in R. and A., OSS.","Shanxi Sheng (China)|~|Hebei Sheng (China)|~|3000000","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hggtr"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hggv8","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7823_H5_C88_1945_U54.tif","986","","","pd","","eng","cartographic","map","","Hebei Sheng (China)--Maps|~|Shandong Sheng (China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","easternmost:E1220000|~|westernmost:E1140000|~|northernmost:N0400000|~|southernmost:N0360000","Sketch Map Average Precipitation In Summer (May - October) In Hopeh And Shantung China","G7823_H5_C88_1945_U54|~|Monograph_Maps","1945","1945","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Hebei Sheng (China)|~|Shandong Sheng (China)","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hggv8"
