Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Visibility,Thumbnail,Subject.conceptTopic,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Type.genre,Name.subject,Subject,Subject.descriptiveTopic,Name.repository,Rights.servicesContact,Language,Name.photographer,Name.donor,Name.correspondent,Subject geographic,Name.recipient,Rights.rightsHolderContact,Name.creator,Local identifier,Title,Description.abstract,Description.note,Alt ID.local,Summary,Date.normalized,Date.creation,Format.extent,Coverage.geographic,Description.caption,Description.latitude,Description.longitude,Alt ID.url,AltTitle.other,Note,Relation.isPartOf,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p5qd,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0140.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,"Hawkins, Erskine, $d 1914-1993|~|Hampton, Lionel|~|Morris, Joseph Lee, $d 1922-1958|~|Orpheum Theatre (Los Angeles, Calif.)",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 5,"Jazz musicians Erskine Hawkins, Joe Morris, and Lionel Hampton backstage at the Orpheum, Los Angeles, 1940s",,"L to R: Hawkins, Morris, Hampton.|~|All information concerning the content and description of the image was provided by Walter Gordon.",140|~|YRLSC_gordonphotos_0140,"Erskine Hawkins was an American bandleader and trumpet player.|~|Joe Morris was an American rhythm and blues trumpeter, writer, arranger and bandleader. He managed, at various times, the Congo Club and Club Alabam.|~|Lionel Leo Hampton was an American jazz vibraphonist, pianist, percussionist, bandleader and actor.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,34.0426662,-118.255703,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p5qd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p5qd/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p5rx,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0141.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,"Terrell, Pha, $d 1910-1945|~|Green, Eddie, $d 1901-1950|~|Green, Norma Ann Amato, $d 1923-2010",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 5,"Pha Terrel with Eddie and Norma Green, Los Angeles, 1940s",,"Singer Pha Terrell is at the far left, actor Eddie Green is at the microphone and his wife Norma is to the right of him. The others in the photograph are unidentified.|~|All information concerning the content and description of the image was provided by Walter Gordon.",141|~|YRLSC_gordonphotos_0141,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,"The photograph is signed ""Charles""",,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p5rx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p5rx/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p5tz,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0144.tif,,,,,,,Real estate business $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Porter, E. J., $d 1886-1965|~|Gordon, Walter L. $q (Walter Lear), $c Sr., $d 1883-1949",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 5,"Walter L. Gordon, Sr., and E. J. Porter in Gordon's real estate office, 1920s",,"Walter L. Gordon, Sr., is in the very back of the photo, and E. J. Porter is in the front. The woman and other two men in the photo are unidentified.|~|Walter L. Gordon, Jr.: ""My father took a succession of jobs, each job seemed to be better than the previous one. He first started a shoeshine parlor in Santa Monica, 1906. Then he ended up becoming a mounted postal carrier in Pasadena and also a letter carrier in South Pasadena. But he was a very young man when he started and he was in his 20s. To retire from the Post Office in those days you had to go to a certain age. He was still in his 20s and he'd been with them a gang of years. It was regarded as a good job because he was a mounted carrier, had to take care of his horse and all that. But he then went into the real estate business, and he also started peddling those papers I told you about. Along the way, he finally got himself an office at Adams and Central (Adams and Central would be 26th and Central). There's a lovely shack of a building there, and he moved in there. He's sitting in this old office back there, these in the 20s. And that's my father's original first office. That's him in the back.This man's name is E. J. Porter. E. J. Porter became a pretty well fixed guy, and this is their office originally. And that's the beginning.""|~|All information concerning the content and description of the image was provided by Walter Gordon.",144|~|YRLSC_gordonphotos_0144,,1920/1929,[1920s?],1 photograph : b&w,California--Los Angeles,"Handwritten note on photo: ""My Dad, in rear.""",,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p5tz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p5tz/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p5vg,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0145.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,"Hayes, Chuck",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 5,"Chuck ""Chick"" Hayes, an old friend from Ohio State, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_0145,Chuck Hayes was a friend of Walter Gordon during Mr. Gordon's time as a student at Ohio State. The two men reunited years later.,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p5vg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p5vg/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p5w0,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0146.tif,,,,,,,African American actors $z California $z Los Angeles|~|African American businesspeople $z California $z Los Angeles|~|African American singers $z California $z Los Angeles|~|African American composers $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Anderson, Eddie, $d 1905-1977|~|Sissle, Noble, $d 1889-1975|~|Miles, Mitchell Bruce, $d 1903-1997|~|Browning, Ivan, $d 1891-1978",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 5,"Noble Sissle and Eddie ""Rochester"" Anderson, Los Angeles, 1940s.",,"Noble Sissle is working at an adding machine, and Eddie ""Rochester"" Anderson is standing directly to his left. Mitchell Miles is seated, 2nd from the left. Ivan Harold Browning is standing at the far right.|~|All information concerning the content and description of the image was provided by Walter Gordon.",146|~|YRLSC_gordonphotos_0146,"Mitchell Miles was a wealthy man from Buffalo, NY. He and his brother ran a gambling business, but they were pushed out of Buffalo by the mob. They eventually moved to Los Angeles.|~|Noble Sissle was a jazz composer, bandleader and playwright.|~|Eddie Anderson was best known for playing Rochester on the Jack Benny Program.|~|Ivan Harold Browning was a noted tenor.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p5w0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p5w0/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p5xh,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0147.tif,,,,,,,African American women singers $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Brown, Thelma",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 5,"Singer Thelma Brown, Los Angeles, 1930s",,All information concerning the content and description of the image was provided by Walter Gordon.,147|~|YRLSC_gordonphotos_0147,Thelma Brown was a singer who had some early success (with Thelma Brown and her Brownies) on the radio and on stage.,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,"Handwritten note: With loads of love, Thel.",,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p5xh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p5xh/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p5z1,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0148.tif,,,,,,,Real estate business $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Duncan, George|~|Bruce, $c Mr.|~|Gordon, Walter L., $c Jr., $d 1908-2012|~|Gordon, Walter L. $q (Walter Lear), $c Sr., $d 1883-1949|~|Gordon, Vertner Lewis, $d 1886-1949",People,,"University of California, Los Angeles. $b Library Special Collections",,eng,,,,,,,,Collection 1867 Box 1 Folder 5,"Walter L. Gordon Co. Real Estate office, Los Angeles, March 1939",,"L to R: George Duncan, an unidentified woman, Walter L. Gordon, Jr., Vertner Gordon, Walter L. Gordon, Sr. and Mr. Bruce (first name unknown). Taken in front of  the family's real estate office, located at 4065 Central Avenue.|~|All information concerning the content and description of the image was provided by Walter Gordon.",148|~|YRLSC_gordonphotos_0148,,1939-03,"March, 1939",1 photograph : b&w,California--Los Angeles,,34.00952747927115,-118.25659990310669,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p5z1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p5z1/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p61j,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0150.tif,,,,,,,African American women $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Terry, Ruby",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 5,"Ruby Terry, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,150|~|YRLSC_gordonphotos_0150,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p61j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p61j/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p622,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0151.tif,,,,,,,African American musicians|~|Musicians--United States,still image,copyrighted,unknown,Black-and-white photographs,"Anderson, Marian, $d 1897-1993|~|Garner, George, $d 1892-1971|~|Garner, Netta Paullyn, $d b. 1906 or 07",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 5,"Netta Paullyn Garner, George Garner and Marian Anderson, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Left to right: Netta Paullyn Garner, George Garner, and Marian Anderson.",151|~|YRLSC_gordonphotos_0151,"Netta Paullyn (aka Pauline) Garner was a concert pianist, married to George Garner.|~|George Garner was a tenor vocalist (and first African American to sing with the Chicago Symphony Orchestry) and conductor.|~|Marian Anderson was a well-known American contralto.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p622,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p622/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p63k,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0152.tif,,,,,,,African American businesspeople $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Dones, Sydney P. (Sydney Preston), $d 1892-1947",Lifestyle|~|People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 5,"Sydney Dones, perennial ladies' man, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.|~|Sydney P. Dones stands with an unidentified woman.,152|~|YRLSC_gordonphotos_0152,"According to Walter L. Gordon, Jr., Dones was a successful businessman with a ""certain finesse"" with women. He was the first black graduate of LaSalle Extension School, a school that put out legal course materials for people to study at home.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,"Sidney Dones, perienal [i.e. perennial] ladies man",,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p63k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p63k/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p643,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0153.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,,Business,Law offices $z California $z Los Angeles,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 5,"Hallway at Walter L. Gordon, Jr.'s legal office on Central Avenue, Los Angeles, 1940s",,Walter L. Gordon's busy legal office was located at 4104 S. Central Ave. in Los Angeles|~|All information concerning the content and description of the image was provided by Walter Gordon.,153|~|YRLSC_gordonphotos_0153,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,34.0092507,-118.2564814,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p643,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p643/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p65m,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0154.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,"Green, Madeline",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 5,"Singer Madeline Green, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,154|~|YRLSC_gordonphotos_0154,"Madeline Green was a ""songbird,"" a singer who worked with Earl 'Fatha' Hines, Count Basie, and Lionel Hampto",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,"In handwriting: ""real name (Samantha)""",,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p65m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p65m/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p664,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0155.tif,,,,,,,African American women $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,,Events|~|Lifestyle|~|Culture,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 5,"Formal event for women, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_0155,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p664,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p664/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p67n,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0156.tif,,,,,,,African American women $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,,Entertainment|~|Events|~|Lifestyle|~|Culture,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 5,"Formal event for women, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_0156,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p67n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p67n/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p685,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0157.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,"Williams, Al, $c Mrs.",,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 5,"Mrs. Al Williams and friend, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|L to R: unidentified woman, Mrs. Al Williams (of the Stepbrothers)",YRLSC_gordonphotos_0157,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p685,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p685/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p69p,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0158.tif,,,,,,,African American lawyers--California--Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"MacBeth, Hugh, $d d. 1956.|~|Elks (Fraternal order). $b Lodge No. 86 (Los Angeles, Calif.)",Culture,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 5,"Elks Lodge (Golden West Lodge No. 86, BPOE) event, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.|~|Hugh MacBeth is in the center of the three seated gentlemen in front of the stage. The other individuals in the photograph are unidentified.,YRLSC_gordonphotos_0158,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,34.011598,-118.256511,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p69p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p69p/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p6b6,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0159.tif,,,,,,,African American women $x Societies and clubs,still image,copyrighted,unknown,Black-and-white photographs,"Wilfandel Club (Los Angeles, Calif.)",Lifestyle|~|Culture,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 6,"Gathering at the Wilfandel Club in the West Adams district, Los Angeles, 1940s",,"The Wilfandel Club of Los Angeles was established on November 21, 1945 by African American women who were active in the community. It is the oldest African American women's club in the city, promoting civic improvement, and cultural and philanthropic endeavors. It is located at 3425 West Adams Blvd. http://wilfandelclub.com|~|All information concerning the content and description of the image was provided by Walter Gordon.",159|~|YRLSC_gordonphotos_0159,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,34.0329989,-118.32216,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p6b6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p6b6/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p6d7,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0161.tif,,,,,,,Beauty contests--California--Los Angeles|~|African American women $x Societies and clubs,still image,copyrighted,unknown,Black-and-white photographs,,Events|~|Culture,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 6,"Bathing beauty contest at the Elks Lodge, Los Angeles, 1940s",,"African American women lined up wearing swimsuits and sashes in front of an audience at the Elks Lodge in Los Angeles. One sash says ""Digby Hotel.""|~|All information concerning the content and description of the image was provided by Walter Gordon.",161|~|YRLSC_gordonphotos_0161,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p6d7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p6d7/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p6fr,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0162.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,,Lifestyle,Fashion shows $z California $z Los Angeles,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 6,"Unidentified women at fashion show, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_0162,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p6fr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p6fr/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p6g8,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0163.tif,,,,,,,African American actors,still image,copyrighted,unknown,Black-and-white photographs,"Hawley, Monte",Lifestyle|~|People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 6,"Actor Monte Hawley at a garden party, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.|~|Monte Hawley is pictured at left. The woman and the other man in the photograph are unidentified.,YRLSC_gordonphotos_0163,"Monte Hawley was one of the most successful African American actors of his time. He got his start in Chicago with the Lafayette Players. From there he moved to New York, where he was a successful stage actor before moving to Hollywood where he found work in motion pictures. Hawley was born in Chicago in 1901, and died in New York City in 1950.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p6g8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p6g8/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p6hs,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0164.tif,,,,,,,African American motion picture actors and actresses--California--Los Angeles|~|African American actors $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Lampkin, Charles, $d 1913-1989",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 6,"Signed publicity photo of Charlie Lampkin at a piano, 1950s",,All information concerning the content and description of the image was provided by Walter Gordon.,164|~|YRLSC_gordonphotos_0164,"Charles (Charlie) Lampkin was an African American character stage and movie actor. He is said to have eloped with Dorothy Razaf, the wife of composer and lyricist Andy Razaf. He was also a talented piano player.",1950/1959,[1950s?],1 photograph : b&w,California--Los Angeles,"Inscription: ""Life has loveliness to sell. For Walter. Sincerely, Charles Lampkin""",,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p6hs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p6hs/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p6j9,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0165.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,"Murphy, Honey|~|Smith, Judy|~|Last Chance (Restaurant : Los Angeles, Calif.)",Lifestyle,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 6,"Honey Murphy's Last Chance cafe on Central Avenue, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Honey Murphy is standing, 3rd from the left. To the right of him, in a flowered dress, is Judy Smith.|~|Honey Murphy's Last Chance cafe on Central Avenue at 93rd Street was raided by vice squad officers on December 7, 1947. The cafe was believed that Mr. Murphy was running a brothel within the cafe. Officers used crowbars, sledgehammers and axes to demolish the fixtures and equipment. After the squad reportedly told Murphy he would not be allowed to operate a cafe at the address, he decided to convert the space into apartments.",YRLSC_gordonphotos_0165,Judy Smith was the girlfriend of Sydney Dones' younger brother.,1940/1947,[between 1940 and 1947?],1 photograph : b&w,California--Los Angeles,,33.95183,-118.25544,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p6j9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p6j9/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p6kt,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0166.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,"Biscailuz, Eugene W., $d 1883-1969|~|Hill, Herman, $d 1906-1991|~|Abbott, Bud, $d 1895-1974",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 6,"Herman Hill, Bud Abbott, Eugene Biscailuz and Mr. Fowler, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|L to R: Bud Abbott (of Abbott and Costello), Mr. Fowler (local man active in politics), Sheriff Biscailuz, and Herman Hill.",YRLSC_gordonphotos_0166,"Herman Hill was a newspaper reporter and helped to establish the Pittsburg Courier in Los Angeles.|~|Eugene Biscailuz was a perennial sheriff year after year in Los Angeles county. He was a very popular person. He rode down the street on a beautiful white horse; he raised horses. He had a son, too, who went into politics.|~|Bud Abbott, was an American actor of burlesque, radio, stage, television and film, producer, and comedian. He is best remembered as the straight man of the comedy duo Abbott and Costello, with Lou Costello. (Wikipedia)",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p6kt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p6kt/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p6nv,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0168.tif,,,,,,,Nightclubs $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Jack's Basket Room (Nightclub)|~|Jackson, Jack",Lifestyle,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 6,"Jack's Basket Room on Central Avenue, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.|~|Jack Johnson is at the far left.|~|Jack's Basket Room at 3219 Central Avenue was one of the few spots in Los Angeles that stayed open past 2 am for dining and music.,YRLSC_gordonphotos_0168,Jack Jackson was the owner and proprietor of Jack's Basket Room on Central Avenue.,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,34.01420,-118.25654,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p6nv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p6nv/manifest
