Object Type,Item ARK,Parent ARK,File Name,Local identifier,Title,Creator,Publisher.publisherName,Place of origin,Date.created,Date.normalized,Language,Type.typeOfResource,Genre,Format.extent,Format.medium,Repository,collection.physical,Rights.copyrightStatus,Rights.publicationStatus,Rights.rightsHolderContact,Subject name,Subject geographic,Subject topic,Summary,Contents note,IIIF Access URL,Waveform,media.width,media.height,media.duration,media.format,IIIF Manifest URL
Work,ark:/21198/z1cr7txk,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700914.mp4,2700914,"El Mundo al Día, 1966-01",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"January 10, 1966 - January 14, 1966",1966-01-10/1966-01-14,spa,moving image,broadcasts,00h 21m 46s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Pérez, Eliseo Antonio, Ellis|~|Bunker, Ellsworth F.|~|Bennett, William Tapley Jr.",Santo Domingo,"America's Guard of Honor, Airborne Division|~|Guardia de Honor de Estados Unidos, División Aerotransportada|~|Policital activies|~|International relations|~|Military|~|Decorations","News program El Mundo al Día: Children's birthdays. Distribution of toys to children by the Catholic Church. Employees of the Industrial Development Corporation and the Agricultural Bank at their place of work. Radio Televisión Dominicana building. Workers remove merchandise from boats on the dock. Soldiers of the US Army receive officer. Decoration of officers by American soldiers in the presence of Ambassador William Tapley Benett and Ellsworth Bunker, United States Ambassador to the OAS. Interview with the [Minister of Health and Social Welfare].|~|Noticiario El Mundo al Día: Cumpleaños de niños. Repartición de juguetes a niños por la Iglesia católica. Empleados de la Corporación de Fomento Industrial y del Banco Agrícola trabajando. Edificio de Radio Televisión Dominicana. Obreros retiran mercancía de embarcaciones en el muelle. Soldados del US Army reciben funcionario. Condecoración de oficiales por soldados norteamericanos en presencia del embajador William Tapley Benett y de Ellsworth Bunker embajador de los Estados Unidos ante la OEA. Entrevista al [Ministro de Salud y Previsión Social].",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/cr/7t/xk/21198=z1cr7txk/ark%2B=21198=z1cr7txk.mp4{},,2044,1563,1306.08,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cr7txk/manifest
Work,ark:/21198/z1835skf,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700916.mp4,2700916,"El Mundo al Día, 1966-04",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"April 18, 1966 - April 22, 1966",1966-04-18/1966-04-22,spa,moving image,broadcasts,00h 25m 09s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Nuñez Fernández, José Antonio|~|Aristy Pereyra, Héctor Emigdio",Santo Domingo,Education|~|schools|~|International cooperation|~|Military|~|Donations|~|Vehicles,News program El Mundo al Día: Graduation of high school students. Party reception attended by General Enrique Pérez y Pérez and Héctor Aristy. Meetings and interviews. View of Radio Televisión Dominicana (Dominican Radio Television) building. Arrival at the airport of the broadcaster José Antonio Núñez Fernández. Usfordomrep Education Center Library. Delivery of Chevrolet vehicles to the National Police.|~|Noticiario El Mundo al Día: graduación de estudiantes de colegio. Recepción a la que asisten el general Enrique Pérez y Pérez y Héctor Aristy. Reuniones y entrevistas. Edificio de Radio Televisión Dominicana. Llegada al aeropuerto del locutor José Antonio Núñez Fernández. Biblioteca Usfordomrep Education Center. Entrega de vehículos Chevrolet a la Policía Nacional.,Héctor Aristy was a revolutionary leader who fought in the Dominican Civil Revolution of 1965.|~|Héctor Aristy fue un líder revolucionario que luchó en la Revolución de Abril de 1965.,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/83/5s/kf/21198=z1835skf/ark%2B=21198=z1835skf.mp4{},,2048,1531,1509.0,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1835skf/manifest
Work,ark:/21198/z14b51x0,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700917.mp4,2700917,"El Mundo al Día, 1966-04",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),April 1966,1966-04,spa,moving image,broadcasts,00h 15m 42s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do",,Santo Domingo,Cani Products|~|Productos Cani|~|Education|~|Schools|~|Military|~|Sports,"News Program El Mundo al Día: Parade of the National Police Music Band. [Honorary] football game [between Spain and the Dominican Republic]. Chess game. Journalists meeting. Young people doing physical activity.|~|Noticiario El Mundo al Día: Desfile de la Banda de Música de la Policía Nacional, juego de futbol [honorífico entre España y República Dominicana]. Juego de ajedrez. Reunión de periodistas. Jóvenes haciendo ejercicios.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/4b/51/x0/21198=z14b51x0/ark%2B=21198=z14b51x0.mp4{},,2046,1561,942.12,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14b51x0/manifest
Work,ark:/21198/z10k496p,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700918.mp4,2700918,"El Mundo al Día, 1966-06",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"June 13, 1966 - June 20, 1966",1966-06-13/1966-06-20,spa,moving image,broadcasts,00h 18m 45s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Núñez Collado, Agripino |~|Polanco Brito, Hugo Eduardo|~|Pérez Sánchez, Eliseo|~|Pepén y Solimán, Juan Félix|~|Santana, Juan Antonio",Santo Domingo|~|La Vega,Catholic church|~|Schools|~|Tribute|~|Education,"News Program El Mundo al Día: Photographic exhibition and award ceremony. Crowd attends the ordination of [Juan Antonio Santana as bishop of La Vega], Monsignor Eliseo Pérez Sánchez, Monsignor Hugo Eduardo Polanco Brito, Monsignor Juan Félix Pepén y Solimán among others. Report about the National Weather Service. Floral tribute at the National Pantheon. Taxidermy study of the nightingale. Graduation.|~|Noticiario El Mundo al Día: Exposición fotográfica y entrega de trofeos. Muchedumbre acude a ordenación de [Juan Antonio Santana como obispo de La Vega], aparecen monseñor Eliseo Pérez Sánchez, monseñor Hugo Eduardo Polanco Brito, monseñor Juan Félix Pepén y Solimán y otros. Reportaje sobre el Servicio Meteorológico Nacional. Ofrenda floral en el Panteón de la Patria. Estudio taxidermia del ruiseñor. Graduación.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/0k/49/6p/21198=z10k496p/ark%2B=21198=z10k496p.mp4{},,720,480,1125.397333,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10k496p/manifest
Work,ark:/21198/z1vt3sn3,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700922.mp4,2700922,"El Mundo al Día, 1966-07",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),July 1966,1966-07,spa,moving image,broadcasts,00h 21m 51s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Pérez y Pérez, Enrique|~|Herrera Báez, Gilberto|~|Polanco Brito, Hugo Eduardo|~|Lora González, Francisco Augusto|~|Nivar Seijas, Neit Rafael|~|Balaguer Ricardo, Joaquín Antonio",Santo Domingo,Celebrations|~|Weapons|~|Elections|~|Catholic church|~|Education,"News Program El Mundo al Día: Foreign Minister, Gilberto Herrera Báez, receives diplomats at the National Palace. Meeting at the Lions Club International. Women working. President Joaquín Balaguer and Vice President Francisco Augusto Lora meet with a group of women. Party reception at the National Palace. People on the beach. Address by Bishop Hugo Eduardo Polanco Brito in a talk on literacy. Crowd celebrates the electoral victory of Joaquín Balaguer outside the National Palace.|~|Noticiario El Mundo al Día: Canciller, Gilberto Herrera Báez, recibe [diplomáticos] en el Palacio Nacional. Encuentro en el Club de Leones Internacional. Mujeres trabajando. Presidente Joaquín Balaguer y el vicepresidente Francisco Augusto Lora se reúnen con grupo de mujeres. Recepción en el Palacio Nacional. Personas en la playa. Alocución del obispo Hugo Eduardo Polanco Brito en charla sobre alfabetización. Muchedumbre celebra en triunfo electoral de Joaquín Balaguer en las afueras del Palacio Nacional.","On July 1, 1966, Joaquín Balaguer took office as President of the Republic.|~|El 01 de julio de 1966 Joaquín Balaguer tomó posesión como presidente de la República.",https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/vt/3s/n3/21198=z1vt3sn3/ark%2B=21198=z1vt3sn3.mp4{},,2046,1547,1311.76,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vt3sn3/manifest
Work,ark:/21198/z1r231wm,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700924.mp4,2700924,"El Mundo al Día, 1966-09",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"September 1, 1966",1966-09-01,spa,moving image,broadcasts,00h 30m 27s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Imbert Barrera, Antonio Cosme|~|Hernández, Fernando A.",Santo Domingo|~|San Cristóbal|~|Azua,Celebrations|~|Catholic church|~|Education|~|Houses,"News Program El Mundo al Día: Meeting of workers with political leaders. Mass attended by Antonio Imbert Barrera. Tour of the municipality of Las Charcas, Azua, partial view of the John F. Kennedy School. View of the Urbana Estebanía Primary School in San Cristóbal province. Houses construction. Tourists visits the General Directorate of Tourism. Party at Club Santa Rosa. IV World Congress of Filmed Press. View of Duarte Avenue and the Colonial Zone. Delivery of first aid certificates by the Dominican Red Cross.|~|Noticiario El Mundo al Día: Reunión de trabajadores con dirigentes políticos. Misa a la que asisten Antonio Imbert Barreras. Recorrido por el municipio Las Charcas, Azua, vista parcial de la Escuela John F. Kennedy. Vista de la Escuela Primaria Urbana Estebanía en la provincia San Cristóbal. Construcción de viviendas. Turistas acuden a la Dirección General de Turismo. Fiesta en el Club Santa Rosa. IV Congreso Mundial de la Prensa Filmada. Recorrido por la Avenida Duarte y la Zona Colonial. Entrega de certificados de primeros auxilios por la Cruz Roja Dominicana.",Antonio Imbert Barrera was involved in the execution of dictator Rafael Leónidas Trujillo Molina in 1961.|~|Antonio Imbert Barrera estuvo implicado en el ajusticiamiento del dictador Rafael Leónidas Trujillo Molina en el 1961.,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/r2/31/wm/21198=z1r231wm/ark%2B=21198=z1r231wm.mp4{},,2048,1531,1827.64,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r231wm/manifest
Work,ark:/21198/z1m92959,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700926.mp4,2700926,"El Mundo al Día, 1971-06",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"June 08, 1971",1971-06-08,spa,moving image,broadcasts,00h 17s 58s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Jiménez Reyes, Ramón Emilio, Milo|~|Perdomo Rosario, Elio Osiris|~|Amiama Tió, Fernando A.|~|Bautista de Suárez, Altagracia|~|Polanco Brito, Hugo Eduardo|~|Fernández González, Jaime Manuel|~|Gómez Bergés, Víctor|~|Balaguer Ricardo, Joaquín Antonio",Higüey|~|San Pedro de Macorís,Inaugurations|~|Public works|~|Education|~|Schools|~|Agriculture|~|Diplomacy,"News Program El Mundo al Día: Speech by President Joaquín Balaguer at the National Palace. The Dominican Agrarian Institute delivers certificates to farmers for temporary allotment of lands in the municipality Higüey, La Altagracia. Vice President Carlos Rafael Goico Morales visits dam construction works. President Joaquín Balaguer attends the inauguration of the new building of the Etheinsen shipping company, on George Washington Avenue. View of the dairy company CODAL, S.A. (Nestlé Dominicana) at San Francisco de Macorís. Speech by the Minister of Education, Víctor Gómez Bergés, at the inauguration of the Osvaldo García de la Concha Secondary School. Balaguer delivers house titles. Presentation of credentials by an Ambassador. Inauguration of the National Housing Bank.|~|Noticiario El Mundo al Día: Alocución del presidente Joaquín Balaguer en el Palacio Nacional. Entrega de certificados de asignación provisional de parcelas a campesinos en el municipio de Higüey, La Altagracia, por el Instituto Agrario Dominicano. Vicepresidente Carlos Rafael Goico Morales visita trabajos de construcción de presa. Presidente Joaquín Balaguer asiste a la inauguración del nuevo edificio de la compañía naviera Etheinsen, en la avenida George Washington. Vista de la empresa lechera CODAL, S.A. (Nestlé Dominicana) en San Francisco de Macorís. Alocución del ministro de Educación, Víctor Gómez Bergés, en la inauguración del Liceo Secundario Osvaldo García de la Concha. Balaguer entrega títulos de viviendas. Presentación de credenciales por Embajadora. Inauguración del Banco Nacional de la Vivienda.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/m9/29/59/21198=z1m92959/ark%2B=21198=z1m92959.mp4{},,2048,1531,1078.8,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m92959/manifest
Work,ark:/21198/z1gj1jjx,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700928.mp4,2700928,"El Mundo al Día, 1967-06",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"June 09, 1967- June 22, 1967",1967-06-09/1967-06-22,spa,moving image,broadcasts,00h 12m 32s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Hidalgo Justo, Víctor Antonio|~|Amiama Tió, Fernando A.|~|Beras Rojas, Octavio Antonio|~|Polanco Brito, Hugo Eduardo",Santo Domingo,Decorations|~|Education|~|Political activities|~|International relations|~|Diplomacy|~|Catholic church|~|Sugar mills,"News Program El Mundo al Día: Minister of State for Education, Víctor Hidalgo Justo, decorates a [teacher] with the Juan Pablo Duarte Order of Merit. Foreign Minister Fernando Amiama Tió at a party. Political meeting. Activity at the Pedro Henríquez Ureña University (UNPHU). Workers of the Ozama Sugar Mill. Foreign Minister Amiama Tió receives personalities from the church, diplomats and officials at a party reception. Meeting at Naco's Lions Club.|~|Noticiario El Mundo al Día: Condecoración a [maestra] con la orden del mérito Juan Pablo Duarte por el ministro de Educación, Víctor Hidalgo Justo. Canciller Fernando Amiama Tió en una fiesta. Reunión política. Actividad en la Universidad Pedro Henríquez Ureña (UNPHU). Trabajadores del Ingenio Ozama. Canciller Amiama Tió recibe personalidades de la iglesia, diplomáticos y funcionarios en fiesta. Reunión del Club de Leones, Naco.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/gj/1j/jx/21198=z1gj1jjx/ark%2B=21198=z1gj1jjx.mp4{},,2048,1531,752.68,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gj1jjx/manifest
Work,ark:/21198/z1bv9h5g,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700929.mp4,2700929,"El Mundo al Día, 1967-06",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"June 25, 1967",1967-06-25,spa,moving image,broadcasts,00h 13m 26s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Pérez y Pérez, Enrique|~|Balaguer Ricardo, Joaquín Antonio|~|Álvarez Bogaert, Fernando",Constanza|~|San Pedro de Macorís,Agriculture|~|International relations|~|Sugar mills|~|Catholic church|~|Diplomacy|~|Celebrations|~|Plots,"News Program El Mundo al Día: President Joaquín Balaguer delivers [plots] titles together with the Minister of Agriculture, Fernando Álvarez Bogaert. Parade of floats at San Pedro de Macoris patron saint festivities. Balaguer visits Constanza, attends mass at Nuestra Señora de Las Mercedes Parish and visits the plant of the Dominican Electricity Corporation (Corporación Dominicana de Electricidad) and the Municipal Committee of the Reformist Party.|~|Noticiario El Mundo al Día: Presidente Joaquín Balaguer entrega títulos de [parcelas] junto al ministro de Agricultura, Fernando Álvarez Bogaert. Desfile de carrosas en fiestas patronales de San Pedro de Macorís. Recorrido de Balaguer en Constanza, asiste a misa en la Parroquia Nuestra Señora de Las Mercedes y visita la planta de la Corporación Dominicana de Electricidad y el Comité Municipal del Partido Reformista.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/bv/9h/5g/21198=z1bv9h5g/ark%2B=21198=z1bv9h5g.mp4{},,2048,1531,806.88,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bv9h5g/manifest
Work,ark:/21198/z1738rhz,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700930.mp4,2700930,"El Mundo al Día, 1967-06",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"June 28, 1967",1967-06-28,spa,moving image,broadcasts,00h 09m 40s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Balaguer Ricardo, Joaquín Antonio",Santo Domingo,Reform Party|~|Partido Reformista|~|Houses|~|Education|~|Water|~|Military|~|Poverty|~|Political activities,"News Program El Mundo al Día: President Joaquín Balaguer visits a town and delivers home titles, visits sick people and talks with the residents. Talk at university. Military meeting. Activity at the Rotary Club of Santo Domingo. Chess competition. Men and children asking for water in a poor community.|~|Noticiario El Mundo al Día: Presidente Joaquín Balaguer visita pueblo y entrega títulos de viviendas, visita enfermos y conversa con los moradores. Charla en universidad. Reunión de militares. Actividad en el Club Rotario de Santo Domingo. Competencia de ajedrez. Hombres y niños piden agua en zona de escasos recursos.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/73/8r/hz/21198=z1738rhz/ark%2B=21198=z1738rhz.mp4{},,2048,1596,580.6,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1738rhz/manifest
Work,ark:/21198/z13b80r5,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700932.mp4,2700932,"El Mundo al Día, 1967-07",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),June 1967,1967-06,spa,moving image,broadcasts,00h 15m 07s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Pérez y Pérez, Enrique|~|Balaguer Ricardo, Joaquín Antonio|~|Beras Rojas, Octavio Antonio|~|Polanco Brito, Hugo Eduardo|~|Valerio Gil, Fernando",Santo Domingo,Catholic church|~|Public works|~|Tribute|~|Donation|~|Political activities|~|Hotels,"News Program El Mundo al Día: Meeting between Carlos Rafael Goico Morales, [Minister of Interior and Police] and Víctor Gómez Bergés, [General Secretary of the Dominican Municipal League] with the press. Act of the Fervent Society of Our Lady of Altagracia, with the presence of Bishop Hugo Polanco Brito and Monsignor Eliseo Pérez Sánchez. Members of the Armed Forces carry out civic action, distribute food and sheets to poor people. Arrival at the airport of the a cappella choir of the University of Minnesota. Journalists interview President Joaquín Balaguer. Floral tribute to General Fernando Valerio, dominican independence soldier. Remodeling works of the Jaragua hotel.|~|Noticiario El Mundo al Día: Reunión de Carlos Rafael Goico Morales, [ministro de Interior y Policía] y Víctor Gómez Bergés, [secretario general de la Liga Municipal Dominicana] con la prensa. Acto de la Sociedad Fervorosa de Nuestra Señora de la Altagracia, con la participación del obispo Hugo Polanco Brito y monseñor Eliseo Pérez Sánchez. Miembros de las Fuerzas Armadas realizan acción cívica, distribuyen alimentos y sábanas a personas pobres. Llegada al aeropuerto del coro a capella de la Universidad de Minnesota. Periodistas entrevistan al presidente Joaquín Balaguer. Ofrenda floral al general Fernando Valerio Gil, militar independentista. Trabajos de remodelación del hotel Jaragua.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/3b/80/r5/21198=z13b80r5/ark%2B=21198=z13b80r5.mp4{},,2048,1530,907.88,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13b80r5/manifest
Work,ark:/21198/z1zk7h7f,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700937.mp4,2700937,"El Mundo al Día, 1967-11",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),November 1967,1967-11,spa,moving image,broadcasts,00h 25m 40s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Gómez Bergés, Víctor|~|Polanco Brito, Hugo Eduardo|~|García Seso, Abelardo|~|Antonio|~|Balaguer Ricardo, Joaquín Antonio|~|Álvarez Bogaert, Fernando|~|Nivar Seijas, Neit Rafael",Santo Domingo,Catholic church|~|Public works|~|Houses|~|Cars|~|Political activities|~|Sports|~|Art,"News Program El Mundo al Día: President Joaquín Balaguer visits cattle with Minister of Agriculture Fernando Álvarez Bogaert. President Balaguer inaugurates multi-family houses. Delivery of certificates by the National Education Service. Minister of the Interior and Police, Carlos Rafael Goico Morales, attends mass and floral tribute to the Fathers of the Nation. President Balaguer and Vice President Francisco Augusto Lora González attend a party reception. Car racing. Santo Domingo firefighters deliver water. Cándido Bidó art exhibition. Baseball game between Leones del Escogido and Los Tigres del Licey. Joaquín Balaguer gives a speech at the Central Bank.|~|Noticiario El Mundo al Día: Presidente Joaquín Balaguer visita ganado junto al ministro de Agricultura Fernando Álvarez Bogaert. Presidente Balaguer inaugura viviendas multi-familiares. Entrega de certificados por el Servicio Nacional de Educación. Ministro de Interior y Policía, Carlos Rafael Goico Morales, asiste a misa y ofrenda floral a los Padres de la Patria. Presidente Balaguer y vicepresidente Francisco Augusto Lora González, asisten a fiesta. Carrera de vehículos. Bomberos de Santo Domingo entregan agua. Exposición de pintura de Cándido Bidó. Juego del baseball entre Leones del Escogido y Los Tigres del Licey. Discurso de Joaquín Balaguer en el Banco Central.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/zk/7h/7f/21198=z1zk7h7f/ark%2B=21198=z1zk7h7f.mp4{},,2048,1597,1540.84,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zk7h7f/manifest
Work,ark:/21198/z1tt6rft,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2700939.mp4,2700939,"El Mundo al Día, 1967-06",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"June 12, 1967",1967-06-12,spa,moving image,broadcasts,00h 14m 57s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Gómez Bergés, Víctor|~|Polanco Brito, Hugo Eduardo|~|Balaguer Ricardo, Joaquín Antonio|~|Pérez y Pérez, Enrique|~|Beras Rojas, Octavio Antonio|~|Hidalgo Justo, Víctor Antonio",Saona Island|~|Santiago de los Caballeros,Education|~|Public works|~|Donation|~|Political activities,"News Program El Mundo al Día: President Joaquín Balaguer visits [Saona Island] with General Enrique Pérez y Pérez, [General Secretary of the Dominican Municipal League], Víctor Gómez Bergés and other officials. Balaguer greets and talks with the locals, donation of household goods, clothing and food. Book fair. Lions Club event in Santiago, selection of the 1967-1968 Bride of Lionism. President Balaguer attends an activity at the Palace of Fine Arts where the Minister of Education, Víctor Hidalgo Justo, Monsignor Octavio Antonio Beras, Monsignor Hugo Eduardo Polanco Brito and other officials participate. Meeting between President Balaguer and Víctor Gómez Bergés at the National Palace with several people.|~|Noticiario El Mundo al Día: Presidente Joaquín Balaguer visita [isla Saona] acompañado del general Enrique Pérez y Pérez, el [secretario general de la Liga Municipal Dominicana], Víctor Gómez Bergés y otros funcionarios. Balaguer saluda y conversa con los lugareños, se hace donación de enseres del hogar, ropa y alimentos. Feria de libros. Evento del Club de Leones en Santiago. Selección de la Novia del Leonismo 1967-1968. Presidente Balaguer asiste a actividad en el Palacio de Bellas Artes donde participa el ministro de Educación, Víctor Hidalgo Justo, monseñor Octavio Antonio Beras, monseñor Hugo Eduardo Polanco Brito y otros funcionarios. Reunión del presidente Balaguer y Víctor Gómez Bergés en el Palacio Nacional con varias personas.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/tt/6r/ft/21198=z1tt6rft/ark%2B=21198=z1tt6rft.mp4{},,2048,1530,897.4,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tt6rft/manifest
