Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Type.genre,Rights.countryCreation,Rights.rightsHolderContact,Rights.servicesContact,Name.subject,Subject,Relation.isPartOf,Name.repository,Name.creator,Name.photographer,Alt ID.local,Format.dimensions,Title,Date.creation,Format.extent,Description.note,Date.normalized,AltTitle.other,Finding Aid URL,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090cn6,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090cn6-1-master.tif,10,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_10,30 x 25 cm. (12 x 10 in.),"Construction of diffusing stage at Universal City, Calif., circa 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090cn6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090cn6/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090cpq,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090cpq-1-master.tif,11,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_11,30 x 25 cm. (12 x 10 in.),"White stucco building at Universal City, Calif., circa 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090cpq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090cpq/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090cq7,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090cq7-1-master.tif,12,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_12,30 x 25 cm. (12 x 10 in.),"Opening day of Universal City, Calif., 1915","March 15, 1915",1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090cq7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090cq7/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090crr,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090crr-1-master.tif,13,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_14,30 x 25 cm. (12 x 10 in.),"Opening day seen from plaza of Universal City, Calif., 1915","March 15, 1915",1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090crr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090crr/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090cs8,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090cs8-1-master.tif,14,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Laemmle, Carl, 1867-1939|~|Universal Pictures Company",Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_14,30 x 25 cm. (12 x 10 in.),"Carl Laemmle and Isador Bernstein parading to gates as crowd watches at opening of Universal City, Calif., 1915","March 15, 1915",1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090cs8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090cs8/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090cts,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090cts-1-master.tif,15,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_15,30 x 25 cm. (12 x 10 in.),"Men in prop shop[?] and truck with dynamite in Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090cts,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090cts/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090cv9,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090cv9-1-master.tif,16,,,still image,unknown,unknown,Black-and-white photographs,,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_16,30 x 25 cm. (12 x 10 in.),"Handler with elephant outside barn at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090cv9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090cv9/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090cwt,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090cwt-1-master.tif,17,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_17,30 x 25 cm. (12 x 10 in.),"Grass roof cottages at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090cwt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090cwt/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090cxb,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090cxb-1-master.tif,18,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_18,30 x 25 cm. (12 x 10 in.),"Hospital surgery room at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090cxb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090cxb/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090czv,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090czv-1-master.tif,19,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_19,30 x 25 cm. (12 x 10 in.),"Hospital ward at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090czv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090czv/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090d0v,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090d0v-1-master.tif,20,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_20,30 x 25 cm. (12 x 10 in.),"Facade of small white stacco building at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090d0v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090d0v/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090d1c,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090d1c-1-master.tif,21,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_21,30 x 25 cm. (12 x 10 in.),"Dining room at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090d1c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090d1c/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090d2w,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090d2w-1-master.tif,22,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_22,30 x 25 cm. (12 x 10 in.),"Rabbit cages at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090d2w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090d2w/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090d3d,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090d3d-1-master.tif,23,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_23,30 x 25 cm. (12 x 10 in.),"Crowd watching flood scene on western town set at Universal City, Calif., 1915","March 15, 1915",1 photographic print on mount,"From official Universal City Opening Day program: Flood Scene, Henry McRae's ""101' Bison.",,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090d3d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090d3d/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090d4x,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090d4x-1-master.tif,24,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_24,30 x 25 cm. (12 x 10 in.),"Raid scene with cowboys and indians on western town set at Universal City, Calif., 1915","March 15, 1915",1 photographic print on mount,"From official Universal City Opening Day program: Battle Scenes, Francis Ford's ""Broken Coin"" Co.",,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090d4x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090d4x/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090d5f,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090d5f-1-master.tif,25,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_25,30 x 25 cm. (12 x 10 in.),"Actors in flood scene on western town set at Universal City, Calif., 1915","March 15, 1915",1 photographic print on mount,"From official Universal City Opening Day program: Flood Scene, Henry McRae's ""101' Bison Company""",,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090d5f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090d5f/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090d6z,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090d6z-1-master.tif,26,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_26,30 x 25 cm. (12 x 10 in.),"Tiger and leopard cages at Universal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090d6z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090d6z/manifest
Horsley (William) Papers.  Collection 540  ,ark:/21198/zz00090d7g,ark:/21198/zz0008hj3n,2,Completed,Work,horsley/masters/21198-zz00090d7g-1-master.tif,27,,,still image,unknown,unknown,Black-and-white photographs,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Universal Pictures Company,Motion picture industry--United States--Archival resources,"William Horsley Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,clus_540_b1_fephemera_27,30 x 25 cm. (12 x 10 in.),"Man with deer at Unverisal City, Calif., 1915",circa 1915,1 photographic print on mount,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00090d7g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00090d7g/manifest
