Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Visibility,Delete in Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.statementLocal,Rights.servicesContact,Publisher.publisherName,Name.repository,Name.creator,Rights.permission,Subject.conceptTopic,Subject geographic,Name.photographer,Subject.descriptiveTopic,Date.creation,Coverage.geographic,Format.extent,Format.dimensions,Alt ID.local,Description.note,Date.normalized,Format.medium,Title,Language,Description.abstract,Relation.isPartOf,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b2863,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b2863_1981790_master.tif,10,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f1_s6_3-1,,,,clus_434_b1_f1_s6_3-1,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b2863,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b2863/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b29dp,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b29dp_1981793_master.tif,11,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f1_s6_3-7,,,,clus_434_b1_f1_s6_3-7,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b29dp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b29dp/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b29f6,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b29f6_1981796_master.tif,12,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f1_s6_3-26,,,,clus_434_b1_f1_s6_3-26,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b29f6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b29f6/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b29gq,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b29gq_1981799_master.tif,13,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f1_s6_3-36,,,,clus_434_b1_f1_s6_3-36,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b29gq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b29gq/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b29h7,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b29h7_1981802_master.tif,14,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f1_s6_4-1,,,,clus_434_b1_f1_s6_4-1,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b29h7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b29h7/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b29jr,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b29jr_1981806_master.tif,15,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f1_s8_4-3,,,,clus_434_b1_f1_s8_4-3,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b29jr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b29jr/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b29k8,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b29k8_1981805_master.tif,16,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f1_s6_4_2,,,,clus_434_b1_f1_s6_4_2,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b29k8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b29k8/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b29ms,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b29ms_1981811_master.tif,17,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f1_s8_4_13,,,,clus_434_b1_f1_s8_4_13,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b29ms,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b29ms/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b29n9,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b29n9_1981814_master.tif,18,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f1_s9_4-35,,,,clus_434_b1_f1_s9_4-35,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b29n9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b29n9/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b29pt,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b29pt_1981815_master.tif,19,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f1_s10_5-10,,,,clus_434_b1_f1_s10_5-10,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b29pt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b29pt/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b29qb,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b29qb_1981820_master.tif,20,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f1_s11_6-1,,,,clus_434_b1_f1_s11_6-1,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b29qb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b29qb/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b29rv,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b29rv_1981823_master.tif,21,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f1_s12_6-22,,,,clus_434_b1_f1_s12_6-22,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b29rv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b29rv/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b29sc,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b29sc_1981824_master.tif,22,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f1_s11_6-5,,,,clus_434_b1_f1_s11_6-5,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b29sc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b29sc/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b29tw,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b29tw_1981829_master.tif,23,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f1_s11_6-9,,,,clus_434_b1_f1_s11_6-9,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b29tw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b29tw/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b29vd,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b29vd_1981830_master.tif,24,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f1_s12_6-19,,,,clus_434_b1_f1_s12_6-19,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b29vd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b29vd/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b29wx,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b29wx_1981835_master.tif,25,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f1_s12_6-29,,,,clus_434_b1_f1_s12_6-29,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b29wx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b29wx/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b29xf,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b29xf_1981836_master.tif,26,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f1_s12_6-30,,,,clus_434_b1_f1_s12_6-30,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b29xf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b29xf/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b29zz,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b29zz_1981841_master.tif,27,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f1_s18_10-11,,,,clus_434_b1_f1_s18_10-11,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b29zz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b29zz/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b2b0z,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b2b0z_1981842_master.tif,28,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f2_s13_6-36,,,,clus_434_b1_f2_s13_6-36,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b2b0z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b2b0z/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b2b1g,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b2b1g_1981847_master.tif,29,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f2_s13_7-4,,,,clus_434_b1_f2_s13_7-4,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b2b1g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b2b1g/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b2b20,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b2b20_1981848_master.tif,30,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f2_s13_7-10,,,,clus_434_b1_f2_s13_7-10,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b2b20,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b2b20/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b2b3h,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b2b3h_1981851_master.tif,31,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f2_s14_7-18,,,,clus_434_b1_f2_s14_7-18,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b2b3h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b2b3h/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b2b41,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b2b41_1981854_master.tif,32,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f2_s14_7-21,,,,clus_434_b1_f2_s14_7-21,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b2b41,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b2b41/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b2b5j,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b2b5j_1981859_master.tif,33,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f2_s14_7-28,,,,clus_434_b1_f2_s14_7-28,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b2b5j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b2b5j/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b2b62,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b2b62_1981860_master.tif,34,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f2_s14_8-2,,,,clus_434_b1_f2_s14_8-2,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b2b62,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b2b62/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b2b7k,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b2b7k_1981865_master.tif,35,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f2_s16_8-29,,,,clus_434_b1_f2_s16_8-29,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b2b7k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b2b7k/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b2b83,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b2b83_1981866_master.tif,36,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f2_s16_9-5,,,,clus_434_b1_f2_s16_9-5,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b2b83,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b2b83/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b2b9m,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b2b9m_1981869_master.tif,37,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f2_s16_9-9,,,,clus_434_b1_f2_s16_9-9,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b2b9m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b2b9m/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b2bb4,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b2bb4_1981874_master.tif,38,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f2_s17_9-32,,,,clus_434_b1_f2_s17_9-32,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b2bb4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b2bb4/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b2bcn,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b2bcn_1981877_master.tif,39,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f2_s18_10-1,,,,clus_434_b1_f2_s18_10-1,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b2bcn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b2bcn/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b2bd5,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b2bd5_1981880_master.tif,40,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f2_s18_10-7,,,,clus_434_b1_f2_s18_10-7,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b2bd5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b2bd5/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b2bfp,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b2bfp_1981883_master.tif,41,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f2_s19_10-21,,,,clus_434_b1_f2_s19_10-21,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b2bfp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b2bfp/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b2bg6,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b2bg6_1981886_master.tif,42,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f2_s20_11-4,,,,clus_434_b1_f2_s20_11-4,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b2bg6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b2bg6/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b2bhq,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b2bhq_1981889_master.tif,43,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f2_s20_11-14,,,,clus_434_b1_f2_s20_11-14,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b2bhq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b2bhq/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b2bj7,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b2bj7_1981892_master.tif,44,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f2_s20_11-20,,,,clus_434_b1_f2_s20_11-20,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b2bj7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b2bj7/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b2bkr,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b2bkr_1981895_master.tif,45,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f2_s20_13-1,,,,clus_434_b1_f2_s20_13-1,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b2bkr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b2bkr/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b2bm8,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b2bm8_1981898_master.tif,46,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f2_s21_12-6,,,,clus_434_b1_f2_s21_12-6,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b2bm8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b2bm8/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b2bns,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b2bns_1981901_master.tif,47,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f2_s24_13-13,,,,clus_434_b1_f2_s24_13-13,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b2bns,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b2bns/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b2bp9,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b2bp9_1981904_master.tif,48,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f2_s24_13-18,,,,clus_434_b1_f2_s24_13-18,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b2bp9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b2bp9/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b2bqt,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b2bqt_1981905_master.tif,49,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f3_s25_13-22,,,,clus_434_b1_f3_s25_13-22,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b2bqt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b2bqt/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b2brb,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b2brb_1981910_master.tif,50,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f3_s25_13-42,,,,clus_434_b1_f3_s25_13-42,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b2brb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b2brb/manifest
Colburn (Tara) Photographs. Collection 434,ark:/21198/zz002b2bsv,ark:/21198/zz00089x0q,1,In progress,Work,colburn/masters/21198-zz002b2bsv_1981913_master.tif,51,,private,,still image,,,,,,,,,,,,,,,,,clus_434_b1_f3_s26_14-5,,,,clus_434_b1_f3_s26_14-5,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b2bsv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b2bsv/manifest
