Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Duplicate,Delete in Title,Type.genre,Subject,Rights.copyrightStatus,Name.repository,Name.creator,Title,Date.normalized,Relation.isPartOf,Date.creation,Alt ID.local,AltTitle.descriptive,Bucketeer State,IIIF Access URL,IIIF Manifest URL
America en la Mira Digital Image Collection,ark:/21198/zz001gq1tt,ark:/21198/zz0017r44g,1,In progress,Work,lamira/masters/21198-zz001gq1tt_1272119_master.tif,,private,,,photographs,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,Political Posters,1970/1978,America en la Mira Poster Collection,1970s,CSRC_MIRA_Box01_006.tif,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gq1tt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gq1tt/manifest
America en la Mira Digital Image Collection,ark:/21198/zz001gq36g,ark:/21198/zz0017r44g,1,In progress,Work,lamira/masters/21198-zz001gq36g_1272208_master.tif,,private,,,photographs,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,World,1970/1978,America en la Mira Poster Collection,1970s,CSRC_MIRA_Box02_004.tif,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gq36g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gq36g/manifest
America en la Mira Digital Image Collection,ark:/21198/zz001gq370,ark:/21198/zz0017r44g,1,In progress,Work,lamira/masters/21198-zz001gq370_1272143_master.tif,,private,,,photographs,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,Untitled,1970/1978,America en la Mira Poster Collection,1970s,CSRC_MIRA_Box01_010.tif,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gq370,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gq370/manifest
America en la Mira Digital Image Collection,ark:/21198/zz001gq38h,ark:/21198/zz0017r44g,1,In progress,Work,lamira/masters/21198-zz001gq38h_1272226_master.tif,,private,,,photographs,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,Libertad,1970/1978,America en la Mira Poster Collection,1970s,CSRC_MIRA_Box02_006.tif,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gq38h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gq38h/manifest
America en la Mira Digital Image Collection,ark:/21198/zz001gq391,ark:/21198/zz0017r44g,1,In progress,Work,lamira/masters/21198-zz001gq391_1272113_master.tif,,private,,,photographs,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,Untitled,1970/1978,America en la Mira Poster Collection,1970s,CSRC_MIRA_Box01_005.tif,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gq391,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gq391/manifest
America en la Mira Digital Image Collection,ark:/21198/zz001gq3bj,ark:/21198/zz0017r44g,1,In progress,Work,lamira/masters/21198-zz001gq3bj_1273589_master.tif,,private,,,photographs,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,This is a hold up!,1970/1978,America en la Mira Poster Collection,1970s,CSRC_MIRA_Box03_016.tif,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gq3bj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gq3bj/manifest
America en la Mira Digital Image Collection,ark:/21198/zz001gq3c2,ark:/21198/zz0017r44g,1,In progress,Work,lamira/masters/21198-zz001gq3c2_1272906_master.tif,,private,,,photographs,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,Untitled,1970/1978,America en la Mira Poster Collection,1970s,CSRC_MIRA_Box03_001.tif,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gq3c2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gq3c2/manifest
America en la Mira Digital Image Collection,ark:/21198/zz001gq3f3,ark:/21198/zz0017r44g,1,In progress,Work,lamira/masters/21198-zz001gq3f3_1272193_master.tif,,private,,,photographs,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,Untitled,1970/1978,America en la Mira Poster Collection,1970s,CSRC_MIRA_Box02_002.tif,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gq3f3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gq3f3/manifest
America en la Mira Digital Image Collection,ark:/21198/zz001gq3gm,ark:/21198/zz0017r44g,1,In progress,Work,lamira/masters/21198-zz001gq3gm_1273598_master.tif,,private,,,photographs,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,Panama,1970/1978,America en la Mira Poster Collection,1970s,CSRC_MIRA_Box04_003.tif,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gq3gm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gq3gm/manifest
America en la Mira Digital Image Collection,ark:/21198/zz001gq3h4,ark:/21198/zz0017r44g,1,In progress,Work,lamira/masters/21198-zz001gq3h4_1272217_master.tif,,private,,,photographs,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,Untitled,1970/1978,America en la Mira Poster Collection,1970s,CSRC_MIRA_Box02_005.tif,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gq3h4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gq3h4/manifest
America en la Mira Digital Image Collection,ark:/21198/zz001gq3jn,ark:/21198/zz0017r44g,1,In progress,Work,lamira/masters/21198-zz001gq3jn_1272249_master.tif,,private,,,photographs,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,Around my read-y mades,1970/1978,America en la Mira Poster Collection,1970s,CSRC_MIRA_Box02_008.tif,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gq3jn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gq3jn/manifest
America en la Mira Digital Image Collection,ark:/21198/zz001gq3k5,ark:/21198/zz0017r44g,1,In progress,Work,lamira/masters/21198-zz001gq3k5_1272912_master.tif,,private,,,photographs,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,Executivas,1970/1978,America en la Mira Poster Collection,1970s,CSRC_MIRA_Box03_002.tif,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gq3k5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gq3k5/manifest
America en la Mira Digital Image Collection,ark:/21198/zz001gq3mp,ark:/21198/zz0017r44g,1,In progress,Work,lamira/masters/21198-zz001gq3mp_1272175_master.tif,,private,,,photographs,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,M.A.O,1970/1978,America en la Mira Poster Collection,1970s,CSRC_MIRA_Box01_012.tif,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gq3mp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gq3mp/manifest
America en la Mira Digital Image Collection,ark:/21198/zz001gq3n6,ark:/21198/zz0017r44g,1,In progress,Work,lamira/masters/21198-zz001gq3n6_1272166_master.tif,,private,,,photographs,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,Recuerdo de hoy,1970/1978,America en la Mira Poster Collection,1970s,CSRC_MIRA_Box01_011.tif,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gq3n6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gq3n6/manifest
America en la Mira Digital Image Collection,ark:/21198/zz001gq3pq,ark:/21198/zz0017r44g,1,In progress,Work,lamira/masters/21198-zz001gq3pq_1272298_master.tif,,private,,,photographs,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,Made in USA,1970/1978,America en la Mira Poster Collection,1970s,CSRC_MIRA_Box02_011.tif,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gq3pq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gq3pq/manifest
America en la Mira Digital Image Collection,ark:/21198/zz001gq76d,ark:/21198/zz0017r44g,1,In progress,Work,lamira/masters/21198-zz001gq76d_1273595_master.tif,,private,,,photographs,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,Countries of the world,1970/1978,America en la Mira Poster Collection,1970s,CSRC_MIRA_Box04_002.tif,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gq76d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gq76d/manifest
America en la Mira Digital Image Collection,ark:/21198/zz001gq77x,ark:/21198/zz0017r44g,1,In progress,Work,lamira/masters/21198-zz001gq77x_1272237_master.tif,,private,,,photographs,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,Deporte nacional,1970/1978,America en la Mira Poster Collection,1970s,CSRC_MIRA_Box02_007.tif,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gq77x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gq77x/manifest
America en la Mira Digital Image Collection,ark:/21198/zz001gq78f,ark:/21198/zz0017r44g,1,In progress,Work,lamira/masters/21198-zz001gq78f_1272858_master.tif,,private,,,photographs,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,Untitled,1970/1978,America en la Mira Poster Collection,1970s,CSRC_MIRA_Box02_013.tif,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gq78f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gq78f/manifest
America en la Mira Digital Image Collection,ark:/21198/zz001gq79z,ark:/21198/zz0017r44g,1,In progress,Work,lamira/masters/21198-zz001gq79z_1272855_master.tif,,private,,,photographs,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,CSRC_MIRA_Box02_012.tif,1970/1978,America en la Mira Poster Collection,1970s,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gq79z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gq79z/manifest
America en la Mira Digital Image Collection,ark:/21198/zz001gq7bg,ark:/21198/zz0017r44g,1,In progress,Work,lamira/masters/21198-zz001gq7bg_1274289_master.tif,,private,,,photographs,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,Try is life,1970/1978,America en la Mira Poster Collection,1970s,CSRC_MIRA_Box05_009.tif,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gq7bg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gq7bg/manifest
America en la Mira Digital Image Collection,ark:/21198/zz001gq7c0,ark:/21198/zz0017r44g,1,In progress,Work,lamira/masters/21198-zz001gq7c0_1272861_master.tif,,private,,,photographs,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,Untitled,1970/1978,America en la Mira Poster Collection,1970s,CSRC_MIRA_Box02_014.tif,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gq7c0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gq7c0/manifest
America en la Mira Digital Image Collection,ark:/21198/zz001gq7dh,ark:/21198/zz0017r44g,1,In progress,Work,lamira/masters/21198-zz001gq7dh_1272865_master.tif,,private,,,photographs,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,America en la pera,1970/1978,America en la Mira Poster Collection,1970s,CSRC_MIRA_Box02_015.tif,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gq7dh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gq7dh/manifest
America en la Mira Digital Image Collection,ark:/21198/zz001gq7f1,ark:/21198/zz0017r44g,1,In progress,Work,lamira/masters/21198-zz001gq7f1_1272964_master.tif,,private,,,photographs,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,A ganar,1970/1978,America en la Mira Poster Collection,1970s,CSRC_MIRA_Box03_008.tif,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gq7f1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gq7f1/manifest
America en la Mira Digital Image Collection,ark:/21198/zz001gq7gj,ark:/21198/zz0017r44g,1,In progress,Work,lamira/masters/21198-zz001gq7gj_1272255_master.tif,,private,,,photographs,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,Algunas maneras de llegar a la prostitucion,1970/1978,America en la Mira Poster Collection,1970s,CSRC_MIRA_Box02_010.tif,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gq7gj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gq7gj/manifest
America en la Mira Digital Image Collection,ark:/21198/zz001gq7h2,ark:/21198/zz0017r44g,1,In progress,Work,lamira/masters/21198-zz001gq7h2_1272933_master.tif,,private,,,photographs,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,Representaciones de una misma Realidad,1970/1978,America en la Mira Poster Collection,1970s,CSRC_MIRA_Box03_006.tif,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gq7h2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gq7h2/manifest
America en la Mira Digital Image Collection,ark:/21198/zz001gqmbs,ark:/21198/zz0017r44g,1,In progress,Work,lamira/masters/21198-zz001gqmbs_1272925_master.tif,,private,,,photographs,,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,Conozca Mexico,1970/1978,America en la Mira Poster Collection,1970s,CSRC_MIRA_Box03_004.tif,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqmbs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gqmbs/manifest
