[folder],File Name,Item Sequence,Parent ARK,Item ARK,Object Type,Text direction,viewingHint,opac,Title,IIIF Access URL,AltTitle.other,AltTitle.uniform,AltIdentifier.local,Type.typeOfResource,Type.genre,Date.creation,Date.normalized,Place of origin,Author,Illustrator,Editor,Engraver,Description.abstract,Page layout,Form,[Binding note],Note (Suzuki subjects),References,Provenance,Features,Additions,Colophon,Illustrations,Condition,Contents note,Printing method?,Description.adminNote,Format.extent,Language,Writing system ,Subject topic,Subject.place,Rights.copyrightStatus,Rights.servicesContact,Name.repository,IIIF Manifest URL
uclaeal_wahon_B02_bib2997886_vol05,,,ark:/21198/n15d0d,ark:/21198/z173860m,Work,right-to-left,individuals,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2997886,Bussetsu Zen'aku ingakyō jikige : kan 5 | 佛說善惡因果經直解 : 巻 5,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz173860m%2Fsw43zc5x,善惡因果經直解 | Zen'aku ingakyō jikige|~|直解卷 | Jikigekan|~|善惡因果經 | Shan e yin guo jing. Japanese & Chinese. [Container of (expression)],,BQ8518.A74 1667,text,,[1667],1667,"[Kyoto] : 西村九郎右衛門, 寬文7 [Nishimura Kurōemon, Kanbun 7]","浅井了意, 1612?-1691? [Asai, Ryōi, 1612?-1691?]",,,,,"Within double border (20.3 x 16.3 cm.), text in 10 vertical lines.",,Fukurotoji (pouch binding).,,,,Marginalia,,,,,,,,6 volumes ; 28 cm,,,Pure Land Buddhism--Doctrines--Early works to 1800,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4806,"Richard C. Rudolph East Asian Library, UCLA",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz173860m/manifest
uclaeal_wahon_B02_bib2997886_vol06,,,ark:/21198/n15d0d,ark:/21198/z13b7f7f,Work,right-to-left,individuals,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1782231,Bussetsu Zen'aku ingakyō jikige : kan 6 | 佛說善惡因果經直解 : 巻 6,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b7f7f%2Fsw43zc5x,善惡因果經直解 | Zen'aku ingakyō jikige|~|直解卷 | Jikigekan|~|善惡因果經 | Shan e yin guo jing. Japanese & Chinese. [Container of (expression)],,BQ8518.A74 1667,text,,[1667],1667,"[Kyoto] : 西村九郎右衛門, 寬文7 [Nishimura Kurōemon, Kanbun 7]","浅井了意, 1612?-1691? [Asai, Ryōi, 1612?-1691?]",,,,,"Within double border (20.3 x 16.3 cm.), text in 10 vertical lines.",,Fukurotoji (pouch binding).,,,,Marginalia,,,,,,,,6 volumes ; 28 cm,,,Pure Land Buddhism--Doctrines--Early works to 1800,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4805,"Richard C. Rudolph East Asian Library, UCLA",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13b7f7f/manifest
uclaeal_wahon_B03_bib1782231_vol01,,,ark:/21198/n15d0d,ark:/21198/z1zk6xq9,Work,right-to-left,individuals,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1782231,Hyappō mondō sho : kan 1̄ | 百法問答鈔 : 巻 1,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zk6xq9%2Fsw43zc5x,,,BQ8118.H83 1648,text,,[1648],1648,"[Kyoto] 堤六左衛門, 慶安元 [Tsutsumi Rokuzaemon, Keian gen]",,,,,,Within double borders (21.7 x 15.8 cm.); text in 9 vertical lines.,,,,,,Marginalia,Red markings on text.,,,,,,,9 volumes ; 26 cm,jpn,,Hossō (Sect)--Doctrines,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4804,"Richard C. Rudolph East Asian Library, UCLA",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zk6xq9/manifest
uclaeal_wahon_B03_bib1782231_vol02,,,ark:/21198/n15d0d,ark:/21198/z1tt65zh,Work,right-to-left,individuals,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1782231,Hyappō mondō shō : kan 2 | 百法問答鈔 : 巻 2,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt65zh%2Fsw43zc5x,,,BQ8118.H83 1648,text,,[1648],1648,"[Kyoto] 堤六左衛門, 慶安元 [Tsutsumi Rokuzaemon, Keian gen]",,,,,,Within double borders (21.7 x 15.8 cm.); text in 9 vertical lines.,,,,,,Marginalia,Red markings on text.,,,,,,,9 volumes ; 26 cm,jpn,,Hossō (Sect)--Doctrines,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4803,"Richard C. Rudolph East Asian Library, UCLA",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tt65zh/manifest
uclaeal_wahon_B03_bib1782231_vol03,,,ark:/21198/n15d0d,ark:/21198/z1q25f8z,Work,right-to-left,individuals,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1782231,Hyappō mondō shō : kan 3 | 百法問答鈔 : 巻 3,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25f8z%2Fsw43zc5x,,,BQ8118.H83 1648,text,,[1648],1648,"[Kyoto] 堤六左衛門, 慶安元 [Tsutsumi Rokuzaemon, Keian gen]",,,,,,Within double borders (21.7 x 15.8 cm.); text in 9 vertical lines.,,,,,,Marginalia,Red markings on text.,,,,,,,9 volumes ; 26 cm,jpn,,Hossō (Sect)--Doctrines,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4802,"Richard C. Rudolph East Asian Library, UCLA",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q25f8z/manifest
uclaeal_wahon_B03_bib1782231_vol04,,,ark:/21198/n15d0d,ark:/21198/z1k94pkp,Work,right-to-left,individuals,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1782231,Hyappō mondō shō : kan 4 | 百法問答鈔 : 巻 4,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k94pkp%2Fsw43zc5x,,,BQ8118.H83 1648,text,,[1648],1648,"[Kyoto] 堤六左衛門, 慶安元 [Tsutsumi Rokuzaemon, Keian gen]",,,,,,Within double borders (21.7 x 15.8 cm.); text in 9 vertical lines.,,,,,,Marginalia,Red markings on text.,,,,,,,9 volumes ; 26 cm,jpn,,Hossō (Sect)--Doctrines,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4801,"Richard C. Rudolph East Asian Library, UCLA",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k94pkp/manifest
uclaeal_wahon_B03_bib1782231_vol05,,,ark:/21198/n15d0d,ark:/21198/z1fj3xvz,Work,right-to-left,individuals,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1782231,Hyappō mondō shō : kan 5 | 百法問答鈔 : 巻 5,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj3xvz%2Fsw43zc5x,,,BQ8118.H83 1648,text,,[1648],1648,"[Kyoto] 堤六左衛門, 慶安元 [Tsutsumi Rokuzaemon, Keian gen]",,,,,,Within double borders (21.7 x 15.8 cm.); text in 9 vertical lines.,,,,,,Marginalia,Red markings on text.,,,,,,,9 volumes ; 26 cm,jpn,,Hossō (Sect)--Doctrines,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4800,"Richard C. Rudolph East Asian Library, UCLA",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fj3xvz/manifest
uclaeal_wahon_B03_bib1782231_vol06,,,ark:/21198/n15d0d,ark:/21198/z19w1wmv,Work,right-to-left,individuals,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1782231,Hyappō mondō shō : kan 6 | 百法問答鈔 : 巻 6,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19w1wmv%2Fsw43zc5x,,,BQ8118.H83 1648,text,,[1648],1648,"[Kyoto] 堤六左衛門, 慶安元 [Tsutsumi Rokuzaemon, Keian gen]",,,,,,Within double borders (21.7 x 15.8 cm.); text in 9 vertical lines.,,,,,,Marginalia,Red markings on text.,,,,,,,9 volumes ; 26 cm,jpn,,Hossō (Sect)--Doctrines,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4799,"Richard C. Rudolph East Asian Library, UCLA",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19w1wmv/manifest
uclaeal_wahon_B03_bib1782231_vol07,,,ark:/21198/n15d0d,ark:/21198/z16414tx,Work,right-to-left,individuals,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1782231,Hyappō mondō shō : kan 7 | 百法問答鈔 : 巻 7,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16414tx%2Fsw43zc5x,,,BQ8118.H83 1648,text,,[1648],1648,"[Kyoto] 堤六左衛門, 慶安元 [Tsutsumi Rokuzaemon, Keian gen]",,,,,,Within double borders (21.7 x 15.8 cm.); text in 9 vertical lines.,,,,,,Marginalia,Red markings on text.,,,,,,,9 volumes ; 26 cm,jpn,,Hossō (Sect)--Doctrines,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4798,"Richard C. Rudolph East Asian Library, UCLA",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16414tx/manifest
uclaeal_wahon_B03_bib1782231_vol08,,,ark:/21198/n15d0d,ark:/21198/z12c0d25,Work,right-to-left,individuals,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1782231,Hyappō mondō shō : kan 8 | 百法問答鈔 : 巻 8,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12c0d25%2Fsw43zc5x,,,BQ8118.H83 1648,text,,[1648],1648,"[Kyoto] 堤六左衛門, 慶安元 [Tsutsumi Rokuzaemon, Keian gen]",,,,,,Within double borders (21.7 x 15.8 cm.); text in 9 vertical lines.,,,,,,Marginalia,Red markings on text.,,,,,,,9 volumes ; 26 cm,jpn,,Hossō (Sect)--Doctrines,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4797,"Richard C. Rudolph East Asian Library, UCLA",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12c0d25/manifest
uclaeal_wahon_B03_bib1782231_vol09,,,ark:/21198/n15d0d,ark:/21198/z1xk9wkx,Work,right-to-left,individuals,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1240880,Hyappō mondō shō : kan 9 | 百法問答鈔 : 巻 9,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xk9wkx%2Fsw43zc5x,,,BQ8118.H83 1648,text,,[1648],1648,"[Kyoto] 堤六左衛門, 慶安元 [Tsutsumi Rokuzaemon, Keian gen]",,,,,,Within double borders (21.7 x 15.8 cm.); text in 9 vertical lines.,,,,,,Marginalia,Red markings on text.,,,,,,,9 volumes ; 26 cm,jpn,,Hossō (Sect)--Doctrines,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4796,"Richard C. Rudolph East Asian Library, UCLA",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xk9wkx/manifest
uclaeal_wahon_B04_bib1240880,,,ark:/21198/n15d0d,ark:/21198/z1st94vk,Work,right-to-left,individuals,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3320008,Shoshin tongaku shō | 初心頓覺抄,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1st94vk%2Fsw43zc5x,頓覺抄 | Tongaku shō,,BQ8968.D64 1649,text,Early works,[1649],1649,"高野山 : [publisher not identified], 慶安 2 [1649] [Kōyasan : Keian 2]","道範, 1184-1252 [Dōhan, 1184-1252]",,,,,Within single border (20.2 x 15.6 cm.); text in 8 vertical lines.,,Fukurotoji (pouch binding).,,,"Toganoo collection; Purchase; 1962; 7269.|~|""豫洲桑村郡實報寺宝蔵"" [""Yoshū Kuwamura-gun Jippōji hōzō""] stamped. ",,,,,,,,,"24, 6, 24 leaves ; 27 cm",jpn,,Shingon (Sect)--Doctrines--Early works to 1800,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4795,"Richard C. Rudolph East Asian Library, UCLA",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1st94vk/manifest
