[folder],File Name,Item Sequence,Parent ARK,Item ARK,Object Type,Text direction,viewingHint,opac,Title,IIIF Access URL,AltTitle.other,AltTitle.uniform,AltIdentifier.local,Type.typeOfResource,Type.genre,Date.creation,Date.normalized,Place of origin,Author,Illustrator,Editor,Engraver,Description.abstract,Page layout,Form,[Binding note],Note (Suzuki subjects),References,Provenance,Features,Additions,Colophon,Illustrations,Condition,Contents note,Printing method?,Description.adminNote,Format.extent,Language,Writing system ,Subject topic,Subject.place,Rights.copyrightStatus,Rights.servicesContact,Name.repository,IIIF Manifest URL
uclaeal_wahon_B05_bib3320008_vol11,,,ark:/21198/n15d0d|~|ark:/21198/n11s67,ark:/21198/z1cn8jz2,Work,right-to-left,individuals,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3320008,Tiantai san da bu bu zhu : kan 11 | 天台三大部補注 : 巻 11,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cn8jz2%2Fm8574s4q,Tendai sandaibu hochū|~|Daibu hochū|~|法華三大部補注 | Fa hua san ta pu pu chu|~|Hokke sandaibu hochū|~|大部補注 | Ta pu pu chu. [Title in postscript],,BQ9118.T78 1627,text,,[1627],1627,"洛陽 [Kyoto] : 河面半衛門, 寬永4 | Rakuyō [Kyoto] : Kawatsura Hanʼemon, Kanʼei 4","從義, 1042-1091 [Congyi, 1042-1091]",,,,,Within double border (22.3 x 15.2 cm.); text between 9-18 vertical lines.,,Fukurotoji (pouch binding). ,,,,Marginalia,Red marking on text.,,,"Slightly wormed, with no loss of text. ",卷第 [Juan di] 1-3. 妙玄 ; 釋籤 -- 卷第 [Miao xuan ; Shi qian -- juan di] 4-10.  妙經文句 ; 文句記 -- 卷第 [Miao jing wen ju ; Wen ju ji -- juan di] 11-14. 止観 ; 輔行 [Zhi guan ; Fu xing].,"""古活字版."" [""Gu hao zi ban.""]",,14 volumes ; 29 cm,jpn,,Tripiṭaka. Sūtrapiṭaka. Saddharmapuṇḍarīkasūtra--Commentaries--Early works to 1800|~|Tiantai Buddhism--Doctrines--Early works to 1800,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4784,"Richard C. Rudolph East Asian Library, UCLA",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cn8jz2/manifest
uclaeal_wahon_B05_bib3320008_vol12,,,ark:/21198/n15d0d|~|ark:/21198/n11s67,ark:/21198/z17w7t69,Work,right-to-left,individuals,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3320008,Tiantai san da bu bu zhu : kan 12 | 天台三大部補注 : 巻 12,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17w7t69%2Fsm13n143,Tendai sandaibu hochū|~|Daibu hochū|~|法華三大部補注 | Fa hua san ta pu pu chu|~|Hokke sandaibu hochū|~|大部補注 | Ta pu pu chu. [Title in postscript],,BQ9118.T78 1627,text,,[1627],1627,"洛陽 [Kyoto] : 河面半衛門, 寬永4 | Rakuyō [Kyoto] : Kawatsura Hanʼemon, Kanʼei 4","從義, 1042-1091 [Congyi, 1042-1091]",,,,,Within double border (22.3 x 15.2 cm.); text between 9-18 vertical lines.,,Fukurotoji (pouch binding). ,,,,Marginalia,Red marking on text.,,,"Slightly wormed, with no loss of text. ",卷第 [Juan di] 1-3. 妙玄 ; 釋籤 -- 卷第 [Miao xuan ; Shi qian -- juan di] 4-10.  妙經文句 ; 文句記 -- 卷第 [Miao jing wen ju ; Wen ju ji -- juan di] 11-14. 止観 ; 輔行 [Zhi guan ; Fu xing].,"""古活字版."" [""Gu hao zi ban.""]",,14 volumes ; 29 cm,jpn,,Tripiṭaka. Sūtrapiṭaka. Saddharmapuṇḍarīkasūtra--Commentaries--Early works to 1800|~|Tiantai Buddhism--Doctrines--Early works to 1800,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4783,"Richard C. Rudolph East Asian Library, UCLA",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17w7t69/manifest
uclaeal_wahon_B05_bib3320008_vol13,,,ark:/21198/n15d0d|~|ark:/21198/n11s67,ark:/21198/z14472g8,Work,right-to-left,individuals,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3320008,Tiantai san da bu bu zhu : kan 13 | 天台三大部補注 : 巻 13,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14472g8%2F5c072v0v,Tendai sandaibu hochū|~|Daibu hochū|~|法華三大部補注 | Fa hua san ta pu pu chu|~|Hokke sandaibu hochū|~|大部補注 | Ta pu pu chu. [Title in postscript],,BQ9118.T78 1627,text,,[1627],1627,"洛陽 [Kyoto] : 河面半衛門, 寬永4 | Rakuyō [Kyoto] : Kawatsura Hanʼemon, Kanʼei 4","從義, 1042-1091 [Congyi, 1042-1091]",,,,,Within double border (22.3 x 15.2 cm.); text between 9-18 vertical lines.,,Fukurotoji (pouch binding). ,,,,Marginalia,Red marking on text.,,,"Slightly wormed, with no loss of text. ",卷第 [Juan di] 1-3. 妙玄 ; 釋籤 -- 卷第 [Miao xuan ; Shi qian -- juan di] 4-10.  妙經文句 ; 文句記 -- 卷第 [Miao jing wen ju ; Wen ju ji -- juan di] 11-14. 止観 ; 輔行 [Zhi guan ; Fu xing].,"""古活字版."" [""Gu hao zi ban.""]",,14 volumes ; 29 cm,jpn,,Tripiṭaka. Sūtrapiṭaka. Saddharmapuṇḍarīkasūtra--Commentaries--Early works to 1800|~|Tiantai Buddhism--Doctrines--Early works to 1800,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4782,"Richard C. Rudolph East Asian Library, UCLA",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14472g8/manifest
uclaeal_wahon_B05_bib3320008_vol14,,,ark:/21198/n15d0d|~|ark:/21198/n11s67,ark:/21198/z10c69s0,Work,right-to-left,individuals,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2507972,Tiantai san da bu bu zhu : kan 14 | 天台三大部補注 : 巻 14,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10c69s0%2F6322kf8x,Tendai sandaibu hochū|~|Daibu hochū|~|法華三大部補注 | Fa hua san ta pu pu chu|~|Hokke sandaibu hochū|~|大部補注 | Ta pu pu chu. [Title in postscript],,BQ9118.T78 1627,text,,[1627],1627,"洛陽 [Kyoto] : 河面半衛門, 寬永4 | Rakuyō [Kyoto] : Kawatsura Hanʼemon, Kanʼei 4","從義, 1042-1091 [Congyi, 1042-1091]",,,,,Within double border (22.3 x 15.2 cm.); text between 9-18 vertical lines.,,Fukurotoji (pouch binding). ,,,,Marginalia,Red marking on text.,,,"Slightly wormed, with no loss of text. ",卷第 [Juan di] 1-3. 妙玄 ; 釋籤 -- 卷第 [Miao xuan ; Shi qian -- juan di] 4-10.  妙經文句 ; 文句記 -- 卷第 [Miao jing wen ju ; Wen ju ji -- juan di] 11-14. 止観 ; 輔行 [Zhi guan ; Fu xing].,"""古活字版."" [""Gu hao zi ban.""]",,14 volumes ; 29 cm,jpn,,Tiantai Buddhism--Doctrines--Early works to 1800,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4781,"Richard C. Rudolph East Asian Library, UCLA",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10c69s0/manifest
uclaeal_wahon_B06_bib2507972,,,ark:/21198/n15d0d|~|ark:/21198/n11s67,ark:/21198/z1vm5tb5,Work,right-to-left,individuals,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3044932,Nanbanji kōhaiki | 南蠻寺興廢記,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vm5tb5%2Fp2610p18,南蠻寺記 | Nanbanji ki. [Title in center column of preface]|~|重刻南蠻寺興廢記 | Jūkoku Nanbanji kōhaiki [Title from postscript],,BX1668.N36 1868,text,Church history|~|Controversial literature|~|Early works,[1868],1868,"[Japan] : 杞憂道人[養鸕徹定]校刻, 慶應4 | [Japan] : Kiyū Dōjin [Ukai Tetsujō] kōkoku, Keiō 4",,,,"養鸕徹定, 1814-1891 [Ukai, Tetsujō, 1814-1891]",,"Within single border, except outside double (18.6 x 11.5 cm); text in 10 vertical lines.",,Fukurotoji (pouch binding).,,,,,,,,,Publisher's catalog on the last leaf.,木活字本 [Mokukatsujibon],,"1, 47, [1] leaves ; 26 cm",jpn,,Catholic Church--Japan--History|~|Christianity Controversial literature--Early works to 1800.|~|Japan--Church history--To 1868,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4780,"Richard C. Rudolph East Asian Library, UCLA",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vm5tb5/manifest
uclaeal_wahon_B07_bib3044932_vol01,,,ark:/21198/n15d0d|~|ark:/21198/n11s67,ark:/21198/z1qv52mt,Work,right-to-left,individuals,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3044932,Senjūshō : kan 1 | 撰集抄 : 巻 1,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qv52mt%2Fb6006w3s,,,PL790.S4 1650,text,,[1650],1650,"[Kyoto] : 澤田庄左衛門, 慶安3 | [Kyoto] : Sawada Shōzaemon, Keian 3",,,,"西行, 1118-1190 [Saigyō, 1118-1190]",,"Within single border, except inside no border (21.0 x 16.6 cm); text in 11 vertical lines.",,Fukurotoji (pouch binding). ,,,"""Mitsui-ke"" and three other stamps on first page of each volume.",,,,,,,,,9 volumes in 5 ; 26 cm,jpn,,,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4779,"Richard C. Rudolph East Asian Library, UCLA",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qv52mt/manifest
uclaeal_wahon_B07_bib3044932_vol02,,,ark:/21198/n15d0d|~|ark:/21198/n11s67,ark:/21198/z1m631c1,Work,right-to-left,individuals,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3044932,Senjūshō : kan 2 | 撰集抄 : 巻 2,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m631c1%2Fs443cg78,,,PL790.S4 1650,text,,[1650],1650,"[Kyoto] : 澤田庄左衛門, 慶安3 | [Kyoto] : Sawada Shōzaemon, Keian 3",,,,"西行, 1118-1190 [Saigyō, 1118-1190]",,"Within single border, except inside no border (21.0 x 16.6 cm); text in 11 vertical lines.",,Fukurotoji (pouch binding). ,,,"""Mitsui-ke"" and three other stamps on first page of each volume.",,,,,,,,,9 volumes in 5 ; 26 cm,jpn,,,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4778,"Richard C. Rudolph East Asian Library, UCLA",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m631c1/manifest
uclaeal_wahon_B07_bib3044932_vol03,,,ark:/21198/n15d0d|~|ark:/21198/n11s67,ark:/21198/z1gf28kd,Work,right-to-left,individuals,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3044932,Senjūshō : kan 3 | 撰集抄 : 巻 3,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gf28kd%2Fjm63x35t,,,PL790.S4 1650,text,,[1650],1650,"[Kyoto] : 澤田庄左衛門, 慶安3 | [Kyoto] : Sawada Shōzaemon, Keian 3",,,,"西行, 1118-1190 [Saigyō, 1118-1190]",,"Within single border, except inside no border (21.0 x 16.6 cm); text in 11 vertical lines.",,Fukurotoji (pouch binding). ,,,"""Mitsui-ke"" and three other stamps on first page of each volume.",,,,,,,,,9 volumes in 5 ; 26 cm,jpn,,,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4777,"Richard C. Rudolph East Asian Library, UCLA",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gf28kd/manifest
uclaeal_wahon_B07_bib3044932_vol04,,,ark:/21198/n15d0d|~|ark:/21198/n11s67,ark:/21198/z1bp1ht7,Work,right-to-left,individuals,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3044932,Senjūshō : kan 4 | 撰集抄 : 巻 4,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1vw3k%2F5c072v0v,,,PL790.S4 1650,text,,[1650],1650,"[Kyoto] : 澤田庄左衛門, 慶安3 | [Kyoto] : Sawada Shōzaemon, Keian 3",,,,"西行, 1118-1190 [Saigyō, 1118-1190]",,"Within single border, except inside no border (21.0 x 16.6 cm); text in 11 vertical lines.",,Fukurotoji (pouch binding). ,,,"""Mitsui-ke"" and three other stamps on first page of each volume.",,,,,,,,,9 volumes in 5 ; 26 cm,jpn,,,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4776,"Richard C. Rudolph East Asian Library, UCLA",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bp1ht7/manifest
uclaeal_wahon_B07_bib3044932_vol05,,,ark:/21198/n15d0d|~|ark:/21198/n11s67,ark:/21198/z16x0s3x,Work,right-to-left,individuals,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1728441,Senjūshō : kan 5 | 撰集抄 : 巻 5,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16x0s3x%2Fbd72978m,,,PL790.S4 1650,text,,[1650],1650,"[Kyoto] : 澤田庄左衛門, 慶安3 | [Kyoto] : Sawada Shōzaemon, Keian 3",,,,"西行, 1118-1190 [Saigyō, 1118-1190]",,"Within single border, except inside no border (21.0 x 16.6 cm); text in 11 vertical lines.",,Fukurotoji (pouch binding). ,,,"""Mitsui-ke"" and three other stamps on first page of each volume.",,,,,,,,,9 volumes in 5 ; 26 cm,jpn,,,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4775,"Richard C. Rudolph East Asian Library, UCLA",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16x0s3x/manifest
uclaeal_wahon_B08_bib1728441_vol04,,,ark:/21198/n15d0d|~|ark:/21198/n11s67,ark:/21198/n1vw3k,Work,right-to-left,individuals,,Tamakushige : kan 4 | 玉くしけ : 巻 4,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fn1vw3k%2F6322kf8x,玉櫛笥 | Tamakushige [Title from postscript]|~|玉くしげ | Tamakushige.  [end title of v. 4],,PL795.H39 T35,text,,[1695],1695,"京[都] : 西村市郎右衛門 : 林九兵衛 ; 江戶 : 西村九左衛門 : 同半兵衛, 元禄乙亥 | Kyō[to] : Nishimura Ichirōemon : Hayashi Kyūbē ; Edo : Nishimura Kuzaemon : dō Hanbē, Genroku otsugai","林義端, -1711 [Hayashi, Gitan, -1711]",,,,,Within single border (21.3 x 15.3 cm.); text in 11 vertical lines.,,Fukurotoji (pouch binding).,,,"""三井家"" [""Mitsui-ke""] stamped on each volume.",,,,,Lacks vols. 1-3.,,,,7 volumes : illustrations ; 25 cm,,,,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4773,"Richard C. Rudolph East Asian Library, UCLA",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fn1vw3k/manifest
uclaeal_wahon_B08_bib1728441_vol05,,,ark:/21198/n15d0d|~|ark:/21198/n11s67,ark:/21198/z13501db,Work,right-to-left,individuals,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1728441,Tamakushige : kan 5 | 玉くしけ : 巻 5,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13501db%2Ft782tc9s,玉櫛笥 | Tamakushige [Title from postscript]|~|玉くしげ | Tamakushige.  [end title of v. 4],,PL795.H39 T36,text,,[1695],1695,"京[都] : 西村市郎右衛門 : 林九兵衛 ; 江戶 : 西村九左衛門 : 同半兵衛, 元禄乙亥 | Kyō[to] : Nishimura Ichirōemon : Hayashi Kyūbē ; Edo : Nishimura Kuzaemon : dō Hanbē, Genroku otsugai","林義端, -1711 [Hayashi, Gitan, -1711]",,,,,Within single border (21.3 x 15.3 cm.); text in 11 vertical lines.,,Fukurotoji (pouch binding).,,,"""三井家"" [""Mitsui-ke""] stamped on each volume.",,,,,Lacks vols. 1-3.,,,,7 volumes : illustrations ; 25 cm,jpn,,,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4774,"Richard C. Rudolph East Asian Library, UCLA",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13501db/manifest
uclaeal_wahon_B08_bib1728441_vol06,,,ark:/21198/n15d0d|~|ark:/21198/n11s67,ark:/21198/z1zc9j0d,Work,right-to-left,individuals,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1728441,Tamakushige : kan 6 | 玉くしけ : 巻 6,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zc9j0d%2Fs771nv2w,玉櫛笥 | Tamakushige [Title from postscript]|~|玉くしげ | Tamakushige.  [end title of v. 4],,PL795.H39 T36,text,,[1695],1695,"京[都] : 西村市郎右衛門 : 林九兵衛 ; 江戶 : 西村九左衛門 : 同半兵衛, 元禄乙亥 | Kyō[to] : Nishimura Ichirōemon : Hayashi Kyūbē ; Edo : Nishimura Kuzaemon : dō Hanbē, Genroku otsugai","林義端, -1711 [Hayashi, Gitan, -1711]",,,,,Within single border (21.3 x 15.3 cm.); text in 11 vertical lines.,,Fukurotoji (pouch binding).,,,"""三井家"" [""Mitsui-ke""] stamped on each volume.",,,,,Lacks vols. 1-3.,,,,7 volumes : illustrations ; 25 cm,jpn,,,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4773,"Richard C. Rudolph East Asian Library, UCLA",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zc9j0d/manifest
uclaeal_wahon_B08_bib1728441_vol07,,,ark:/21198/n15d0d|~|ark:/21198/n11s67,ark:/21198/z1tq7gm3,Work,right-to-left,individuals,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1561056,Tamakushige : kan 7 | 玉くしけ : 巻 7,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq7gm3%2Fs771nv2w,玉櫛笥 | Tamakushige [Title from postscript]|~|玉くしげ | Tamakushige.  [end title of v. 4],,PL795.H39 T36,text,,[1695],1695,"京[都] : 西村市郎右衛門 : 林九兵衛 ; 江戶 : 西村九左衛門 : 同半兵衛, 元禄乙亥 | Kyō[to] : Nishimura Ichirōemon : Hayashi Kyūbē ; Edo : Nishimura Kuzaemon : dō Hanbē, Genroku otsugai","林義端, -1711 [Hayashi, Gitan, -1711]",,,,,Within single border (21.3 x 15.3 cm.); text in 11 vertical lines.,,Fukurotoji (pouch binding).,,,"""三井家"" [""Mitsui-ke""] stamped on each volume.",,,,,Lacks vols. 1-3.,,,,7 volumes : illustrations ; 25 cm,jpn,,,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4772,"Richard C. Rudolph East Asian Library, UCLA",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tq7gm3/manifest
uclaeal_wahon_B09_bib1561056_vol03-05,,,ark:/21198/n15d0d|~|ark:/21198/n11s67,ark:/21198/z1pz6qxt,Work,right-to-left,individuals,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3013228,Hachiman Tarō ichidaiki : kan 3-5 | 八幡太郎一代記 : 巻 3-5,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz6qxt%2Ft782tc9s,黄表紙八幡太郎一代記 | Kibyōshi Hachiman Tarō ichidaiki [Title piece from cover],,PL793.H33,text,黒本 [Kurohon],[between 1716 and 1780?],1716/1780,[Japan] : [publisher not identified],,,,,,Within single border (16.0 x 11.9 cm.).,,Fukurotoji (pouch binding). ,,,,,Titles pieces (hand-written) mounted at later time.,,,Lacks vols. 1-2.,Vols. 3-5 bound together.,,,5 volumes : illustrations ; 18 cm,jpn,,,,pd,http://www.library.ucla.edu/eastasian; (310) 825-4771,"Richard C. Rudolph East Asian Library, UCLA",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pz6qxt/manifest
