Project Name,Item Ark,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,viewingHint,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.creatorCorporate,Subject,Name.subject,Language,Name.photographer,Name.interviewer,Name.creator,Name.interviewee,Name.contributor,Publisher.publisherName,Format.extent,Relation.isPartOf,Title,Date.creation,Description.abstract,Coverage.geographic,Description.tableOfContents,Coverage.temporal,AltTitle.uniform,Description.note,Source,Alt ID.local,Publisher.placeOfOrigin,Format.medium,Description.biographicalNote,Format.dimensions,Relation.relatedTo,Relation.hasPart
Mental Health Archive,ark:/21198/z1kw768v,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_046.tif,50,,,,,,,,,,,,,,,,,,,,,Page 50,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1g46fh0,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_047.tif,51,,,,,,,,,,,,,,,,,,,,,Page 51,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1bc5ppx,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_048.tif,52,,,,,,,,,,,,,,,,,,,,,Page 52,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z16m4xz6,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_049.tif,53,,,,,,,,,,,,,,,,,,,,,Page 53,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z12v468q,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_050.tif,54,,,,,,,,,,,,,,,,,,,,,Page 54,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1z33pwp,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_051.tif,55,,,,,,,,,,,,,,,,,,,,,Page 55,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1tf1nj7,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_052.tif,56,,,,,,,,,,,,,,,,,,,,,Page 56,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1pp0wxv,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_053.tif,57,,,,,,,,,,,,,,,,,,,,,Page 57,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1jx0541,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_054.tif,58,,,,,,,,,,,,,,,,,,,,,Page 58,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1f49db5,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_055.tif,59,,,,,,,,,,,,,,,,,,,,,Page 59,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z19c8nk0,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_056.tif,60,,,,,,,,,,,,,,,,,,,,,Page 60,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z15m7wwq,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_057.tif,61,,,,,,,,,,,,,,,,,,,,,Page 61,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z11v7567,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_058.tif,62,,,,,,,,,,,,,,,,,,,,,Page 62,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1x65c4k,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_059.tif,63,,,,,,,,,,,,,,,,,,,,,Page 63,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1sf4mf9,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_060.tif,64,,,,,,,,,,,,,,,,,,,,,Page 64,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1np3vm7,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_061.tif,65,,,,,,,,,,,,,,,,,,,,,Page 65,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1hx33t0,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_062.tif,66,,,,,,,,,,,,,,,,,,,,,Page 66,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1d52c30,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_063.tif,67,,,,,,,,,,,,,,,,,,,,,Page 67,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z18d1mdq,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_064.tif,68,,,,,,,,,,,,,,,,,,,,,Page 68,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z14n0vsb,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_065.tif,69,,,,,,,,,,,,,,,,,,,,,Page 69,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z10z8tgs,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_066.tif,70,,,,,,,,,,,,,,,,,,,,,Page 70,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1w68b06,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_067.tif,71,,,,,,,,,,,,,,,,,,,,,Page 71,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1rf7k71,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_068.tif,72,,,,,,,,,,,,,,,,,,,,,Page 72,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1mp6tdz,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_069.tif,73,,,,,,,,,,,,,,,,,,,,,Page 73,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1gx62pm,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_070.tif,74,,,,,,,,,,,,,,,,,,,,,Page 74,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1c55b02,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_071.tif,75,,,,,,,,,,,,,,,,,,,,,Page 75,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z17d4kcp,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_072.tif,76,,,,,,,,,,,,,,,,,,,,,Page 76,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z13r2j2p,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_073.tif,77,,,,,,,,,,,,,,,,,,,,,Page 77,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1001scq,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_074.tif,78,,,,,,,,,,,,,,,,,,,,,Page 78,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1v718s2,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_075.tif,79,,,,,,,,,,,,,,,,,,,,,Page 79,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1qg0j19,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_076.tif,80,,,,,,,,,,,,,,,,,,,,,Page 80,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1kp9s91,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_077.tif,81,,,,,,,,,,,,,,,,,,,,,Page 81,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1fx91p1,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_078.tif,82,,,,,,,,,,,,,,,,,,,,,Page 82,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1b5890g,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_079.tif,83,,,,,,,,,,,,,,,,,,,,,Page 83,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z16h67m5,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_080.tif,84,,,,,,,,,,,,,,,,,,,,,Page 84,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z12r5gxw,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_081.tif,85,,,,,,,,,,,,,,,,,,,,,Page 85,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1z050bz,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_082.tif,86,,,,,,,,,,,,,,,,,,,,,Page 86,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1t747ks,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_083.tif,87,,,,,,,,,,,,,,,,,,,,,Page 87,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1pg3gv2,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_084.tif,88,,,,,,,,,,,,,,,,,,,,,Page 88,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1jq2r6n,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_085.tif,89,,,,,,,,,,,,,,,,,,,,,Page 89,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1dz20kn,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_086.tif,90,,,,,,,,,,,,,,,,,,,,,Page 90,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1989z64,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_087.tif,91,,,,,,,,,,,,,,,,,,,,,Page 91,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z15h96gs,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_088.tif,92,,,,,,,,,,,,,,,,,,,,,Page 92,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z11r8fqm,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_089.tif,93,,,,,,,,,,,,,,,,,,,,,Page 93,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1x07z66,ark:/21198/zz001d390c,,,Page,neuropsych\masters\21198-zz001d390c-5-master_090.tif,94,,,,,,,,,,,,,,,,,,,,,Page 94,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1s776gv,ark:/21198/zz001d392d,,,Page,neuropsych\masters\21198-zz001d392d-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1ng6fvg,ark:/21198/zz001d392d,,,Page,neuropsych\masters\21198-zz001d392d-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1ht4dh1,ark:/21198/zz001d392d,,,Page,neuropsych\masters\21198-zz001d392d-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1d23nvh,ark:/21198/zz001d392d,,,Page,neuropsych\masters\21198-zz001d392d-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1892x5n,ark:/21198/zz001d3c0b,,,Page,neuropsych\masters\21198-zz001d3c0b-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z14j25bz,ark:/21198/zz001d3c0b,,,Page,neuropsych\masters\21198-zz001d3c0b-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z10s1dks,ark:/21198/zz001d3c0b,,,Page,neuropsych\masters\21198-zz001d3c0b-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1w10x3t,ark:/21198/zz001d3c0b,,,Page,neuropsych\masters\21198-zz001d3c0b-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1r805gt,ark:/21198/zz001d3c0b,,,Page,neuropsych\masters\21198-zz001d3c0b-1-master_005.tif,5,,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1mk842x,ark:/21198/zz001d3c0b,,,Page,neuropsych\masters\21198-zz001d3c0b-1-master_006.tif,6,,,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1gt7cd3,ark:/21198/zz001d3c0b,,,Page,neuropsych\masters\21198-zz001d3c0b-1-master_007.tif,7,,,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1c26mq4,ark:/21198/zz001d3c0b,,,Page,neuropsych\masters\21198-zz001d3c0b-1-master_008.tif,8,,,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1795vw2,ark:/21198/zz001d3c0b,,,Page,neuropsych\masters\21198-zz001d3c0b-1-master_009.tif,9,,,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z13j544p,ark:/21198/zz001d3c0b,,,Page,neuropsych\masters\21198-zz001d3c0b-1-master_010.tif,10,,,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1zs4mpf,ark:/21198/zz001d3c0b,,,Page,neuropsych\masters\21198-zz001d3c0b-1-master_011.tif,11,,,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1v13w1b,ark:/21198/zz001d3c0b,,,Page,neuropsych\masters\21198-zz001d3c0b-1-master_012.tif,12,,,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1qc1tpg,ark:/21198/zz001d3c0b,,,Page,neuropsych\masters\21198-zz001d3c0b-1-master_013.tif,13,,,,,,,,,,,,,,,,,,,,,Page 13,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1km132w,ark:/21198/zz001d3c0b,,,Page,neuropsych\masters\21198-zz001d3c0b-1-master_014.tif,14,,,,,,,,,,,,,,,,,,,,,Page 14,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1fv0b88,ark:/21198/zz001d3c0b,,,Page,neuropsych\masters\21198-zz001d3c0b-1-master_015.tif,15,,,,,,,,,,,,,,,,,,,,,Page 15,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1b29kgd,ark:/21198/zz001d3c0b,,,Page,neuropsych\masters\21198-zz001d3c0b-1-master_016.tif,16,,,,,,,,,,,,,,,,,,,,,Page 16,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1698tq7,ark:/21198/zz001d3c0b,,,Page,neuropsych\masters\21198-zz001d3c0b-1-master_017.tif,17,,,,,,,,,,,,,,,,,,,,,Page 17,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z12j8309,ark:/21198/zz001d3c0b,,,Page,neuropsych\masters\21198-zz001d3c0b-1-master_018.tif,18,,,,,,,,,,,,,,,,,,,,,Page 18,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1xs7kmz,ark:/21198/zz001d3c0b,,,Page,neuropsych\masters\21198-zz001d3c0b-1-master_019.tif,19,,,,,,,,,,,,,,,,,,,,,Page 19,,,,,,,,,,,,,,,
