Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,viewingHint,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.creatorCorporate,Subject,Name.subject,Language,Name.photographer,Name.interviewer,Name.creator,Name.interviewee,Name.contributor,Publisher.publisherName,Format.extent,Relation.isPartOf,Title,Date.creation,Description.abstract,Coverage.geographic,Description.tableOfContents,Coverage.temporal,AltTitle.uniform,Description.note,Source,Alt ID.local,Publisher.placeOfOrigin,Format.medium,Description.biographicalNote,Format.dimensions,Relation.relatedTo,Relation.hasPart
Mental Health Archive,ark:/21198/zz001njcb7,ark:/21198/zz001d36st,1,In progress,Work,,13,,,private,,,,,,,Mental Health Archive,,,,,,,,,,,"Mental Health Archive (LB, 425 West Anaheim Street Subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njcpd,ark:/21198/zz001d36st,1,In progress,Work,,14,,,private,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, 1989 MHA Integrated Service Agency Proposal Subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njd8p,ark:/21198/zz001d36st,1,In progress,Work,,15,,,private,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, 2004 Advocacy Day subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njdf8,ark:/21198/zz001d36st,2,Completed,Work,,16,,,,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, AB 2034 Transition Subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njf7n,ark:/21198/zz001d36st,1,In progress,Work,,19,,,private,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, Adult System Redesign Subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njfd7,ark:/21198/zz001d36st,1,In progress,Work,,20,,,private,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, AFH Wellness Center Subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njfmb,ark:/21198/zz001d36st,1,In progress,Work,,21,,,private,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, Bill Compton Subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njfvz,ark:/21198/zz001d36st,1,In progress,Work,,22,,,private,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, Campaign for MH Yes on 63 Subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njg32,ark:/21198/zz001d36st,1,In progress,Work,,23,,,private,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, CCHA 11-19-2003 Meeting Subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njg4k,ark:/21198/zz001d36st,1,In progress,Work,,24,,,private,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, Confid Strategic Planning Initative Notebook Subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njg53,ark:/21198/zz001d36st,1,In progress,Work,,25,,,private,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, Discovery Center Long Beach Subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njg6m,ark:/21198/zz001d36st,1,In progress,Work,,26,,,private,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, DMH FSP Subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njg74,ark:/21198/zz001d36st,1,In progress,Work,,27,,,private,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, Evaluation Report Draft Subfolder Date Unknown)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njg8n,ark:/21198/zz001d36st,1,In progress,Work,,28,,,private,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, GI System Planning Subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njg95,ark:/21198/zz001d36st,1,In progress,Work,,29,,,private,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, House Party Kit Subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njgbp,ark:/21198/zz001d36st,1,In progress,Work,,30,,,private,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, L.A. Stakeholder Service Area 8 Subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njgc6,ark:/21198/zz001d36st,1,In progress,Work,,31,,,private,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, LB Nuisance NIMBY Subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njgdq,ark:/21198/zz001d36st,1,In progress,Work,,32,,,private,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, Mental Health Advocacy Day 2004 Subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njgf7,ark:/21198/zz001d36st,1,In progress,Work,,33,,,private,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, MHA Wellness Center Binder Subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njggr,ark:/21198/zz001d36st,1,In progress,Work,,34,,,private,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, MHSA Campaign Loose Subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njgh8,ark:/21198/zz001d36st,1,In progress,Work,,36,,,private,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, My Front Door Subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njgjs,ark:/21198/zz001d36st,1,In progress,Work,,37,,,private,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, Peer Support Training Subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njgk9,ark:/21198/zz001d36st,1,In progress,Work,,38,,,private,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, PEJ Wellness Subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njgmt,ark:/21198/zz001d36st,1,In progress,Work,,39,,,private,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, Prop 63 Subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njgnb,ark:/21198/zz001d36st,1,In progress,Work,,40,,,private,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, Prop 63 Village Interests Subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njgpv,ark:/21198/zz001d36st,1,In progress,Work,,41,,,private,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, RentPlus Subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njgqc,ark:/21198/zz001d36st,1,In progress,Work,,42,,,private,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, System Of Care Subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njgrw,ark:/21198/zz001d36st,1,In progress,Work,,35,,,private,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, MHSA Loose Subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz001njpwv,ark:/21198/zz001d36st,1,In progress,Work,,17,,,private,,,,,,,,,,,,,,,,,,"Mental Health Archive (LB, Adult System Subfolder)",,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz00255d1q,ark:/21198/zz001d36st,1,In progress,Work,,43,,,private,,,text,,pd_holder,,Mental health services--California--Los Angeles County|~|Mentally ill--Advocacy--California--Los Angeles County|~|Mental Health America Los Angeles MHA-LA|~|Mentally ill--Recovery--California--Los Angeles County|~|Mentally ill--Peer Support|~|Mentally ill--Stigma and discrimination,,eng,,"Padwa, Howard",,"Bond, Catherine",,UCLA Center for the Study of Public Mental Health,24 p.,History of Public Mental Health Archive,Interview of Catherine Bond,2009,,,Career as a Therapist; Personal Experience with Mental Illness; Experience with the Mental Health System; Recovery and Peer Support; On Stigma; Working in Self-Help and Peer Support; Alternatives to Hospitalization; Experiences with the Client Coalition; Thoughts on the MHSA; Recovery and a Recovery-Based Mental Health System,1975-2009,Oral History Interview with Catherine Bond,,History of Public Mental Health Archive,,,,"Catherine Bond, MFT, is one of the leading consumer advocates in California.  She has worked as a therapist and an English instructor, and also spent time teaching in South Korea and Thailand, before becoming involved in peer support and training.  Among her many accomplishments in the mental health field, she has served as the Training Coordinator for the Project Return Peer Support Network and as a Training Director for Mental Health America of Los Angeles.  In addition, she has worked extensively with the California Network of Mental Health Clients.  She is currently the Vice-Chair of the Los Angeles County Client Coalition, and she is serving as a strategic planning consultant for the Los Angeles County Department of Mental Health.",,,
Mental Health Archive,ark:/21198/zz00255dq2,ark:/21198/zz001d36st,1,In progress,Work,,44,,,private,,,letter,,pd_holder,,Mental health services--California--Los Angeles County--Budget|~|Mentally ill--Data--California--Los Angeles County,,eng,,,"Chappal, Harry J.",,,UCLA Center for the Study of Public Mental Health,3 p.,History of Public Mental Health Archive,Psychopathic Situation in the State of California 1928,1928,Letter from LA County Civil Service Commission Secretary Harry Chappal to LA County Board of Supervisors.  Details procedures for commitment of mentally ill to state hospitals and notes that LA County is the only County that employs a psychopathic parole officer to oversee this process.  Recommends enlarging hospital capacity in southern CA and amending state law to demarcate State and County responsibilities for the mentally ill.,California,,July 1928,LA County Civil Service Commission Document,,LA County Board of Supervisors Archive,,,,,,,
Mental Health Archive,ark:/21198/zz00255nhb,ark:/21198/zz001d36st,1,In progress,Work,,45,,,private,,,newsletter,,copyrighted,,Mentally ill--Care--California--Los Angeles County|~|Mentally ill--Advocacy--California--Los Angeles County|~|Mental Health Services--California--Los Angeles County--DMH Clinics,"Enzer, Rosemary",eng,,,"McCraven, Eva",,"May-Davis, Robin",Hillview Mental Health Center,4 p.,History of Public Mental Health Archive,2007 Hillview Newsletter,2007,,Pacoima CA,"The Virtues of Hillview; Meet Rosemary Enzer, Hillview Board Member and Community Advocate; Client-Volunteers Learn Skills, Keep Hillview Functioning; Cooking Up Support for a Stronger, Healthier Community; photographs from Dr. Robin May-Davis, staff psychiatrist",Winter 2007,Hillview Mental Health Center Newsletter,,Hillview Mental Health Center Files,,,,,,,
Mental Health Archive,ark:/21198/zz00255nt0,ark:/21198/zz001d36st,1,In progress,Work,,46,,,private,,,position paper,,pd_holder,,Mental Health Services--Law and Legislation--California|~|Mentally ill--Advocacy--California--Los Angeles County|~|Mentally ill--Peer Support,,eng,,,"Mahler, Jay|~|O'Brien, Mary Jo|~|Zinman, Sally|~|Bond, Catherine",,"Brody, Delphine|~|Curran, Michelle",California Network of Mental Health Clients,12 p.,History of Public Mental Health Archive,Position Paper on the Implementation of the California Mental Health Services Act,2004,"CNMHC Position Paper on MHSA, addressed to state mental health community, with specific recommendations for client involvement at every level, stating that “The devil is not in the details of the Mental Health Services Act; the devil will be in its implementation,” and warning that the Act should not be used to “support the ‘same old, same old’ that hasn’t worked and has disempowered clients.”",California,,September 2004,California Network of Mental Health Clients Document,,California Network of Mental Health Clients,,,,,,,
Mental Health Archive,ark:/21198/zz00255nvh,ark:/21198/zz001d36st,1,In progress,Work,,47,,,private,,,report,,pd_holder,,Mental Health Services--Law and Legislation--California|~|State Bar -- California|~|Mentally ill--Commitment and Detention--California,,eng,,,"Longaway, Russell",,"Preis, James",Mental Health Advocacy Services,40 p.,History of Public Mental Health Archive,California 1979 Involuntary Detention Report,1979,"Draft Report, ca. 1979, from California State Bar Mental Health Services Committee on Involuntary Detention of Mentally Ill.  Details legal history of current policy, and presents proposal, with flow chart, for revised policy.  Includes index of cases cited.",California,Involuntary Detention in California; Dangerousness Predictions as Criteria for Involuntary Detention; Competence; Treatability; Proper Role of the Legal System in the Area of Treatability; Expert Witnesses; Informed Consent and the Right to Refuse Treatment; Proposal; Exhibit A (flow chart); Narrative; Other Considerations; Index of Cases Cited.,1939-1979,Mental Health Advocacy Services Document,,Mental Health Advocacy Services MHA v. Brown Files,,,,,,,
Mental Health Archive,ark:/21198/zz0025hfs2,ark:/21198/zz001d36st,1,In progress,Work,,48,,,private,,,,,,,,,,,,,,,,,,Project Return,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz0025hmgt,ark:/21198/zz001d36st,1,In progress,Work,,49,,,private,,,,,,,,,,,,,,,,,,Bill Compton,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz0025hmxj,ark:/21198/zz001d36st,1,In progress,Work,,50,,,private,,,,,,,,,,,,,,,,,,Peer Support Training,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz0025hp33,ark:/21198/zz001d36st,1,In progress,Work,,51,,,private,,,,,,,,,,,,,,,,,,PEJ Wellness,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz0025hpf8,ark:/21198/zz001d36st,1,In progress,Work,,52,,,private,,,,,,,,,,,,,,,,,,Project Return 2004 Peer Support Training,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz0025hq5m,ark:/21198/zz001d36st,1,In progress,Work,,53,,,private,,,,,,,,,,,,,,,,,,Project Return Antelope Valley Discovery Center,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz0025hq85,ark:/21198/zz001d36st,1,In progress,Work,,54,,,private,,,,,,,,,,,,,,,,,,Project Return Club Rosters,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz0025hqd7,ark:/21198/zz001d36st,1,In progress,Work,,55,,,private,,,,,,,,,,,,,,,,,,Project Return May 2004,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz0025hqhs,ark:/21198/zz001d36st,1,In progress,Work,,56,,,private,,,,,,,,,,,,,,,,,,Project Return Report Card,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz0026hzch,ark:/21198/zz001d36st,1,In progress,Work,,57,,,private,,,,,,,,,,,,,,,,,,Mental Health Advocacy Services,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz0026vsqr,ark:/21198/zz001d36st,1,In progress,Work,,58,,,private,,,,,,,,,,,,,,,,,,LA Times Photos,,,,,,,,Los Angeles Times Photo Archive at UCLA Library,,,,,,,
Mental Health Archive,ark:/21198/zz002cxq2x,ark:/21198/zz001d36st,1,In progress,Work,,59,,,private,,,,,,,,,,,,,,,,,,AMI-ABLE,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/zz002djj9m,ark:/21198/zz001d36st,1,In progress,Work,,60,,,private,,,pamphlet,,copyrighted,,Mentally ill--Advocacy--California--Los Angeles County|~|National Alliance for the Mentally Ill NAMI,,spa|~|eng,,,,,,UCLA,,UCLA Mental Health Archive,NAMI Los Angeles,2010-12,,LA County,,,,NAMI LA activities and programs 2012,Sharon Dunas NAMI-LA,,,,,,,
