Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Rights.copyrightStatus,Subject,Type.genre,Rights.statementLocal,Name.repository,Rights.permission,Rights.rightsHolderName,Name.photographer,Rights.servicesContact,Date.creation,Date.normalized,Coverage.geographic,Relation.isPartOf,Alt ID.local,Format.extent,Title,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vj95,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vj95_1791731_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw22.tif,1 Photograph,Garment Workers,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vj95,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vj95/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vjc6,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vjc6_1791746_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw26.tif,1 Photograph,Garment Workers,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vjc6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vjc6/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vjk9,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vjk9_1791905_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Economy|~|Business|~|Environment,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June26_gw36.tif,1 Photograph,"Garment Industry Buildings, Los Angeles",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vjk9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vjk9/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vjvf,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vjvf_1791809_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw48.tif,1 Photograph,Garment Worker Sewing,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vjvf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vjvf/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vk42,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vk42_1791776_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw36.tif,1 Photograph,Garment Workers Outside Garment Industry Building,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vk42,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vk42/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vk5k,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vk5k_1791806_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw47.tif,1 Photograph,Garment Worker,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vk5k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vk5k/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vk7m,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vk7m_1791818_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw51.tif,1 Photograph,Garment Worker Engrossed in Thought,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vk7m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vk7m/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vk84,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vk84_1791821_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw52.tif,1 Photograph,Garment Worker at Work,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vk84,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vk84/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vk9n,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vk9n_1791824_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw53.tif,1 Photograph,Garment Worker Hands,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vk9n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vk9n/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vkcp,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vkcp_1791791_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw42.tif,1 Photograph,Garment Industry Building,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vkcp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vkcp/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vkd6,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vkd6_1791827_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw54.tif,1 Photograph,Garment Workers at Work,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vkd6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vkd6/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vkg7,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vkg7_1791836_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw57.tif,1 Photograph,Garment Workers,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vkg7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vkg7/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vkhr,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vkhr_1791923_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June26_gw101.tif,1 Photograph,Garment Factory,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vkhr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vkhr/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vkpb,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vkpb_1791908_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Economy|~|Business|~|Environment,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June26_gw35.tif,1 Photograph,"Garment Industry Buildings, Los Angeles",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vkpb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vkpb/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vksw,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vksw_1791860_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw64.tif,1 Photograph,Garment Workers at Work,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vksw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vksw/manifest
Garment Workers of Los Angeles Photograph Collection,ark:/21198/zz0026vm2h,ark:/21198/zz001d0frb,2,Completed,Work,garment/masters/21198-zz0026vm2h_1791839_master.tif,,,,still image,copyrighted,Clothing workers--California--Los Angeles County|~|Laborers--California--Los Angeles County|~|chicano archives|~|documentary photography|~|Business,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,Y,"Hauge, Chelsy","Hauge, Chelsy",,circa 2004-2005,2004/2005,,Garment Workers of Los Angeles Collection,CSRC_GarmentWorkersofLosAngeles_June25_gw58.tif,1 Photograph,Garment Workers at Work,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026vm2h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026vm2h/manifest
