Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.genre,Type.typeOfResource,Rights.copyrightStatus,Subject,Rights.statementLocal,Name.repository,Rights.rightsHolderContact,Rights.permission,Language,Name.donor,viewingHint,Text direction,Visibility,IIIF Range,AltTitle.uniform,Title,Date.normalized,Alt ID.local,Format.extent,Relation.isPartOf,Date.creation,Opac url,IIIF Manifest URL
La Gente de Aztlan Collection,ark:/21198/zz002c3qdb,ark:/21198/zz0025h6p4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g46gcm,newspapers,text,copyrighted,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,eng|~|spa,,paged,,private,,,"Vol. 6, No. 3, January-February 1976",02/1976,v1975-1976_n3_Jan_Feb_1976-1,16 pages,La Gente de Aztlan Papers,February 1976,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c3qdb/manifest
La Gente de Aztlan Collection,ark:/21198/zz002c3qjd,ark:/21198/zz0025h6p4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bc5qk0,newspapers,text,copyrighted,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,eng|~|spa,,paged,,private,,,"Vol. 6, No. 4, March 1976",03/1976,v1975-1976_n4_Mar_1976-1,24 pages,La Gente de Aztlan Papers,March 1976,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c3qjd/manifest
La Gente de Aztlan Collection,ark:/21198/zz002c3qq0,ark:/21198/zz0025h6p4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16m4zv8,newspapers,text,copyrighted,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Student Media,UCLA Student Media,Y,eng|~|spa,,paged,,private,,,"Vol. 6, No. 5, May 1976",05/1976,v1975-1976_n5_May_1976-1,20 pages,La Gente de Aztlan Papers,May 1976,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c3qq0/manifest
La Gente de Aztlan Collection,ark:/21198/zz002c3qx3,ark:/21198/zz0025h6p4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12v475s,newspapers,text,copyrighted,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,eng|~|spa,,paged,,private,,,"Vol. 6, No. 6, June 1976",06/1976,v1975-1976_n6_Jun_1976-1,16 pages,La Gente de Aztlan Papers,June 1976,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c3qx3/manifest
La Gente de Aztlan Collection,ark:/21198/zz002c3r4p,ark:/21198/zz0025h6p4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z33qr9,newspapers,text,copyrighted,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,eng|~|spa,,paged,,private,,,"Vol. 7, No. 1, October 1976",10/1976,v1976-1977_n1_Oct_1976-1,20 pages,La Gente de Aztlan Papers,October 1976,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c3r4p/manifest
La Gente de Aztlan Collection,ark:/21198/zz002c3r98,ark:/21198/zz0025h6p4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tb300x,newspapers,text,copyrighted,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,eng|~|spa,,paged,,private,,,"Vol. 7, No. 2, November 1976",11/1976,v1976-1977_n2_Nov_1976-1,20 pages,La Gente de Aztlan Papers,November 1976,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c3r98/manifest
La Gente de Aztlan Collection,ark:/21198/zz002c3rdt,ark:/21198/zz0025h6p4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pk2769,newspapers,text,copyrighted,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,eng|~|spa,,paged,,private,,,"Vol. 7, No. 3, February 1977",02/1977,v1976-1977_n3_Feb_1977-1,20 pages,La Gente de Aztlan Papers,February 1977,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c3rdt/manifest
La Gente de Aztlan Collection,ark:/21198/zz002c3rnf,ark:/21198/zz0025h6p4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jx05zs,newspapers,text,copyrighted,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,eng|~|spa,,paged,,private,,,"Vol. 7, No. 4, March 1977",03/1977,v1976-1977_n4_Mar_1977-1,20 pages,La Gente de Aztlan Papers,March 1977,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c3rnf/manifest
La Gente de Aztlan Collection,ark:/21198/zz002c3rpz,ark:/21198/zz0025h6p4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f49f6s,newspapers,text,copyrighted,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,eng|~|spa,,paged,,private,,,"Vol. 7, No. 5, May 1977",05/1977,v1976-1977_n5_May_1977-1,20 pages,La Gente de Aztlan Papers,May 1977,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c3rpz/manifest
La Gente de Aztlan Collection,ark:/21198/zz002c3rvj,ark:/21198/zz0025h6p4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8pfm,newspapers,text,copyrighted,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,eng|~|spa,,paged,,private,,,"Vol. 7, No. 6, June 1977",06/1977,v1976-1977_n6_Jun_1977-1,20 pages,La Gente de Aztlan Papers,June 1977,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c3rvj/manifest
La Gente de Aztlan Collection,ark:/21198/zz002c3x22,ark:/21198/zz0025h6p4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15m7xrb,newspapers,text,copyrighted,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,eng|~|spa,,paged,,private,,,"Vol. 12, No. 2, November 1981",11/1981,v1981-1982_n2_Nov_1981-1,12 pages,La Gente de Aztlan Papers,November 1981,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c3x22/manifest
La Gente de Aztlan Collection,ark:/21198/zz002c3x43,ark:/21198/zz0025h6p4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11v761d,newspapers,text,copyrighted,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,eng|~|spa,,paged,,private,,,"Vol. 12, No. 3, February 1982",02/1982,v1981-1982_n3_Feb_1982-1,12 pages,La Gente de Aztlan Papers,February 1982,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c3x43/manifest
La Gente de Aztlan Collection,ark:/21198/zz002c3x64,ark:/21198/zz0025h6p4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x36pj1,newspapers,text,copyrighted,"College students--California--Political activity|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|University of California, Los Angeles|~|College student newspapers and periodicals|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,eng|~|spa,,paged,,private,,,"Vol. 12, No. 4, March-April 1982",04/1982,v1981-1982_n4_Mar_Apr_1982-1,12 pages,La Gente de Aztlan Papers,April 1982,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c3x64/manifest
La Gente de Aztlan Collection,ark:/21198/zz002c3x85,ark:/21198/zz0025h6p4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sb5xsv,newspapers,text,copyrighted,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|University of California, Los Angeles|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,eng|~|spa,,paged,,private,,,"Vol. 12, No. 5, May 1982",05/1982,v1981-1982_n5_May_1982-1,12 pages,La Gente de Aztlan Papers,May 1982,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c3x85/manifest
La Gente de Aztlan Collection,ark:/21198/zz002c3x9p,ark:/21198/zz0025h6p4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1np3wgv,newspapers,text,copyrighted,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,eng|~|spa,,paged,,private,,,"Vol. 12, No. 6, June 1982",06/1982,v1981-1982_n6_Jun_1982-1,8 pages,La Gente de Aztlan Papers,June 1982,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c3x9p/manifest
La Gente de Aztlan Collection,ark:/21198/zz002c3xb6,ark:/21198/zz0025h6p4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hx34q2,newspapers,text,copyrighted,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|University of California, Los Angeles|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,eng|~|spa,,paged,,private,,,"Vol. 13, No. 1, October 1982",10/1982,v1982-1983_n1_Oct_1982-1,12 pages,La Gente de Aztlan Papers,October 1982,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c3xb6/manifest
La Gente de Aztlan Collection,ark:/21198/zz002c3xcq,ark:/21198/zz0025h6p4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d52d02,newspapers,text,copyrighted,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,eng|~|spa,,paged,,private,,,"Vol. 13, No. 2, November 1982",11/1982,v1982-1983_n2_Nov_1982-1,8 pages,La Gente de Aztlan Papers,November 1982,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c3xcq/manifest
La Gente de Aztlan Collection,ark:/21198/zz002c3xd7,ark:/21198/zz0025h6p4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18d1n9s,newspapers,text,copyrighted,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,eng|~|spa,,paged,,private,,,"Vol. 13, No. 3, January 1983",01/1983,v1982-1983_n3_Jan_1983-1,16 pages,La Gente de Aztlan Papers,January 1983,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c3xd7/manifest
