Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,viewingHint,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.creatorCorporate,Subject,Name.subject,Language,Name.photographer,Name.interviewer,Name.creator,Name.interviewee,Name.contributor,Publisher.publisherName,Format.extent,Relation.isPartOf,Title,Date.creation,Description.abstract,Coverage.geographic,Description.tableOfContents,Coverage.temporal,AltTitle.uniform,Description.note,Source,Alt ID.local,Publisher.placeOfOrigin,Format.medium,Description.biographicalNote,Format.dimensions,Relation.relatedTo,Relation.hasPart
Mental Health Archive,ark:/21198/z1ns2jwr,ark:/21198/zz001d4mgd,,,Page,21198-zz001d4mgd-1-master_036.tif,36,,,,,,,,,,,,,,,,,,,,,Page 36,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1j11t66,ark:/21198/zz001d4mgd,,,Page,21198-zz001d4mgd-1-master_037.tif,37,,,,,,,,,,,,,,,,,,,,,Page 37,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1d812ch,ark:/21198/zz001d4mgd,,,Page,21198-zz001d4mgd-1-master_038.tif,38,,,,,,,,,,,,,,,,,,,,,Page 38,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z18h09mb,ark:/21198/zz001d4mgd,,,Page,21198-zz001d4mgd-1-master_039.tif,39,,,,,,,,,,,,,,,,,,,,,Page 39,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z14q9jw2,ark:/21198/zz001d4mgd,,,Page,21198-zz001d4mgd-1-master_040.tif,40,,,,,,,,,,,,,,,,,,,,,Page 40,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z10z8t83,ark:/21198/zz001d4mgd,,,Page,21198-zz001d4mgd-1-master_041.tif,41,,,,,,,,,,,,,,,,,,,,,Page 41,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1w9714x,ark:/21198/zz001d4mgd,,,Page,21198-zz001d4mgd-1-master_042.tif,42,,,,,,,,,,,,,,,,,,,,,Page 42,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1rj68g3,ark:/21198/zz001d4mgd,,,Page,21198-zz001d4mgd-1-master_043.tif,43,,,,,,,,,,,,,,,,,,,,,Page 43,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1ms5ht8,ark:/21198/zz001d4mgd,,,Page,21198-zz001d4mgd-1-master_044.tif,44,,,,,,,,,,,,,,,,,,,,,Page 44,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1h14s0x,ark:/21198/zz001d4mgd,,,Page,21198-zz001d4mgd-1-master_045.tif,45,,,,,,,,,,,,,,,,,,,,,Page 45,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1c84174,ark:/21198/zz001d4mgd,,,Page,21198-zz001d4mgd-1-master_046.tif,46,,,,,,,,,,,,,,,,,,,,,Page 46,,,,,,,,,,,,,,,
