Object Type,Parent ARK,Item ARK,Title,Item Status ID,Item Status,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Access URL,IIIF Range,Rights.copyrightStatus,Rights.servicesContact,Language,Rights.publicationStatus,Name.repository,Subject.conceptTopic,Name.contributor,Type.genre,Date.creation,Date.normalized,AltTitle.uniform,OPAC URL,Format.extent,Relation.isPartOf,IIIF Manifest URL
Collection,,ark:/21198/zz0028tdsv,Acción Socialista (La) : Periódico sindicalista revolucionario,2,Completed,,,,,text,,,,,,pd,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",spa,published,"University of California, Los Angeles. $b Library Special Collections",Socialism $z Argentina $v Periodicals|~|Working class $z Argentina $v Periodicals|~|Labor unions $z Argentina $v Periodicals,Unión General de Trabajadores (Argentina)|~|Federación Obrera Regional Argentina,newspapers,"1, no.11 (11 ene 1905) - no.12 (21 ene 1905); no.17 (16 abr 1906); 2, no.22 (1 jul 1906) - no.38 (1 mar 1907); no.42 (1 may 1907) - no.43 (16 may 1907); 5, no.111 (12 feb 1910) - no.112 (19 feb 1910); no.118 (18 abr 1910); no.128 (30 ago 1910).",1900/9999,"Acción Socialista, La (Buenos Aires)",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4431495,v.,"Latin American Newspapers: Socialist, Anarchist, Communist|~|Collection of Newspapers Published by Latin American Labor Movements (Collection 1425).",https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fzz0028tdsv
Collection,,ark:/21198/z1m05mg3,Collection of Newspapers Published by Latin American Labor Movements (Collection 1425),2,Completed,,,,,text,,,,,,pd,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",spa,published,"University of California, Los Angeles. $b Library Special Collections",Socialism $z Argentina $v Periodicals|~|Working class $z Argentina $v Periodicals|~|Labor unions $z Argentina $v Periodicals,,newspapers,,,,,v.,"Latin American Newspapers: Socialist, Anarchist, Communist",https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fz1m05mg3
Work,ark:/21198/zz0028tdsv|~|ark:/21198/z1m05mg3,ark:/21198/zz0028v8h7,"Año 2, número 29. 16 octubre 1906",10,Completed with minimal metadata,,,,,text,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v8jr,,pd,,spa,published,,,,newspapers,16 octubre 1906,1906-10-16,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028v8h7/manifest
Work,ark:/21198/zz0028tdsv|~|ark:/21198/z1m05mg3,ark:/21198/zz0028v8pt,"Año 2, número 30. 1 noviembre 1906",10,Completed with minimal metadata,,,,,text,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v8qb,,pd,,spa,published,,,,newspapers,1 noviembre 1906,1906-11-01,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028v8pt/manifest
Work,ark:/21198/zz0028tdsv|~|ark:/21198/z1m05mg3,ark:/21198/zz0028v8wx,"Año 2, número 31. 16 noviembre 1906",10,Completed with minimal metadata,,,,,text,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028v8xf,,pd,,spa,published,,,,newspapers,16 noviembre 1906,1906-11-16,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028v8wx/manifest
Work,ark:/21198/zz0028tdsv|~|ark:/21198/z1m05mg3,ark:/21198/zz0028vb30,"Año 2, número 32. 1 diciembre 1906",10,Completed with minimal metadata,,,,,text,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vb4h,,pd,,spa,published,,,,newspapers,1 diciembre 1906,1906-12-01,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028vb30/manifest
Work,ark:/21198/zz0028tdsv|~|ark:/21198/z1m05mg3,ark:/21198/zz0028vb8k,"Año 2, número 33. 16 diciembre 1906",10,Completed with minimal metadata,,,,,text,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vbbm,,pd,,spa,published,,,,newspapers,16 diciembre 1906,1906-12-16,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028vb8k/manifest
Work,ark:/21198/zz0028tdsv|~|ark:/21198/z1m05mg3,ark:/21198/zz0028vbgp,"Año 2, número 34. 1 enero 1907",10,Completed with minimal metadata,,,,,text,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vbh6,,pd,,spa,published,,,,newspapers,1 enero 1907,1907-01-01,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028vbgp/manifest
Work,ark:/21198/zz0028tdsv|~|ark:/21198/z1m05mg3,ark:/21198/zz0028vbn8,"Año 2, número 35. 16 enero 1907",10,Completed with minimal metadata,,,,,text,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vbps,,pd,,spa,published,,,,newspapers,16 enero 1907,1907-01-16,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028vbn8/manifest
Work,ark:/21198/zz0028tdsv|~|ark:/21198/z1m05mg3,ark:/21198/zz0028vbtv,"Año 2, número 36. 1 febrero 1906",10,Completed with minimal metadata,,,,,text,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vbvc,,pd,,spa,published,,,,newspapers,1 febrero 1906,1906-02-01,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028vbtv/manifest
Work,ark:/21198/zz0028tdsv|~|ark:/21198/z1m05mg3,ark:/21198/zz0028vc0x,"Año 2, número 37. 16 febrero 1907",10,Completed with minimal metadata,,,,,text,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vc1f,,pd,,spa,published,,,,newspapers,16 febrero 1907,1907-02-16,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028vc0x/manifest
Work,ark:/21198/zz0028tdsv|~|ark:/21198/z1m05mg3,ark:/21198/zz0028vc5h,"Año 2, número 38. 1 marzo 1907",10,Completed with minimal metadata,,,,,text,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vc61,,pd,,spa,published,,,,newspapers,1 marzo 1907,1907-03-01,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028vc5h/manifest
Work,ark:/21198/zz0028tdsv|~|ark:/21198/z1m05mg3,ark:/21198/zz0028vd50,"Año 2, número 42. 1 mayo 1907",10,Completed with minimal metadata,,,,,text,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vd6h,,pd,,spa,published,,,,newspapers,1 mayo 1907,1907-05-01,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028vd50/manifest
Work,ark:/21198/zz0028tdsv|~|ark:/21198/z1m05mg3,ark:/21198/zz0028vdbk,"Año 2, número 43. 16 mayo 1907",10,Completed with minimal metadata,,,,,text,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vdc3,,pd,,spa,published,,,,newspapers,16 mayo 1907,1907-05-16,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028vdbk/manifest
Work,ark:/21198/zz0028tdsv|~|ark:/21198/z1m05mg3,ark:/21198/zz0028vdh5,"Año 5, número 111. 12 febrero 1910",10,Completed with minimal metadata,,,,,text,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vdjp,,pd,,spa,published,,,,newspapers,12 febrero 1910,1910-02-12,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028vdh5/manifest
Work,ark:/21198/zz0028tdsv|~|ark:/21198/z1m05mg3,ark:/21198/zz0028vdxc,"Año 5, número 112. 19 febrero 1910",10,Completed with minimal metadata,,,,,text,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vdzw,,pd,,spa,published,,,,newspapers,19 febrero 1910,1910-02-19,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028vdxc/manifest
Work,ark:/21198/zz0028tdsv|~|ark:/21198/z1m05mg3,ark:/21198/zz0028vf7h,"Año 5, número 118. 2 abril 1910",10,Completed with minimal metadata,,,,,text,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vf81,,pd,,spa,published,,,,newspapers,2 abril 1910,1910-04-02,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028vf7h/manifest
Work,ark:/21198/zz0028tdsv|~|ark:/21198/z1m05mg3,ark:/21198/zz0028vfd3,"Año 5, número 128. 30 agosto 1910",10,Completed with minimal metadata,,,,,text,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028vffm,,pd,,spa,published,,,,newspapers,30 agosto 1910,1910-08-10,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028vfd3/manifest
