Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Subject,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Name.repository,Language,Title,Description.abstract,Description.note,Publisher.placeOfOrigin,Date,Source,Relation.isPartOf,Relation.reproducedIn,Format.dimensions,Relation.describedIn,Relation.isVersionOf,Date.creation,AltTitle.descriptive,AltTitle.other,Format.extent,Date.normalized,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Index of Medieval Medical Images,ark:/21198/zz0000zsb5,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f10v.tif,11,,,,,,,,"Marginalia - England - 1400|~|Plants, Medicinal|~|Compositae|~|Ranunculaceae|~|Flowers",still image,illuminated manuscripts,pd,,,,"Materia medica, probably herb Nigella.","In the upper l. margin, rudimentary sketch of a medical simple apparently intended to treat stones: a four-petalled flower at the top of a slender stem, with two linear leaves and one pendent opening bud growing from the lower leaf axil. The sketch is probably intended to represent a species of Nigella (family Ranunculaceae).  It might possibly be intended to represent a species of Conyza (family Compositae). Adjacent text: John Arderne's excerpted works.",Heading preceding image: Lapis in vesica ...|~|Text to the right of image: Coniza stranguriam ... cioniza ... Nigello ... Nigella ...,England,1400,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 50v [i.e. 10v],"Arderne, John, fl. 1307-1370. Opera chirurgica.",,25 x 20 mm.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zsb5,
Index of Medieval Medical Images,ark:/21198/zz0000zsd6,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f12.tif,12,,,,,,,,Marginalia - England - 1400|~|Blood Vessels|~|Blood Coagulation,still image,illuminated manuscripts,pd,,,,Blood vessels.,"In center r. margin, a heart-shaped bag with an unfastened tube on top, another tube dangling; at the top of the lower tube, a valve-like structure.  It is apparently meant to represent an anatomical structure, possibly part of the blood system, or a vesicle, perhaps the seminal vesicle.  Adjacent text: John Arderne's excerpted works.","England, ca. 1400.|~|Text preceding image: Sanguis coagulatur in vesica si in aliquis partibus hunc dabis pulverem qui liquefacit sanguinem ...|~|Text in margin above image: stiptica et restrictiva.|~|Text to immediate left of image: cum lacto ... ut potest modo fieri emplastrum ...",England,1400,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 52 [i.e. fol. 12],"Arderne, John, fl. 1307-1370. Opera chirurgica.",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zsd6,
Index of Medieval Medical Images,ark:/21198/zz0000zsg7,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f13v.tif,13,,,,,,,,"Marginalia - England - 1400|~|Leaves|~|Oxalidaceae|~|Plants, Medicinal",still image,illuminated manuscripts,pd,,,,Corosona herba.,"In upper l. margin, the outline of a trifoliate compound leaf with two lobes on each leaf, representing ""Corosona"" (family Oxalidaceae), probably Oxalis sp., perhaps O. acetosella (Common Wood Sorrel), used to cleanse dead or excess flesh around ulcers. Adjacent text: John Arderne's excerpted works.",Text to right of image: Corosona prima ad mundificandi[sic] carnem mortuum vel superfluam in ulcere ... hec herba non habet nisi tria folia in singulis ... et habet radices rubeas et est herba valde acida ...,England,1400,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica]. fol. 53v [i.e. 13v],"Arderne, John, fl. 1307-1370. Opera chirurgica.",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zsg7,
Index of Medieval Medical Images,ark:/21198/zz0000zt0g,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f56.tif,14,,,,,,,,"Marginalia - England - 1400|~|Plants, Medicinal",still image,illuminated manuscripts,pd,,,,Materia medica.,"In the upper r. margin, a plant with a curving stem and with elliptic, widely dentate leaves opposite each other, and ending with a leaf at the top of the stem. Adjecent text: John Arderne's excerpted works.","Chapter heading preceding image, on fol. 55: Extracta emoroidarum secundum lanfrancum ...",England,1400,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 56,"Arderne, John, fl. 1307-1370. Opera chirurgica.",,55 x 30 mm.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zt0g,
Index of Medieval Medical Images,ark:/21198/zz0000zsks,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f28.tif,15,,,,,,,,"Marginalia - England - 1400|~|Liliaceae|~|Plants, Medicinal",still image,illuminated manuscripts,pd,,,,"Materia medica, aloe.","In low r. margin, rudimentary sketch of a plant, used for making wound unguent, with leaves that are arranged oppositely on a single stem. The leaves are all three-lobed and end in sharp points. The stem ends in a three-pointed structure at the top. It is apparently intended to represent aloe (family Liliaceae), Aloe sp., perhaps A. vera (Medicinal Aloe, Barbados Aloe). Adjacent text: John of Arderne's excerpted works. Dimensions of image 30 x 35 mm.",Chapter heading preceding image: Unguentum viride valens ad plagas veteras ...|~|Text to l. of image: de pulvere aloes subtilissimo ... aloes in dicto unguento ...,England,1400,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 68 [i.e. fol. 28],"Arderne, John, fl. 1307-1370. Opera chirurgica.",,30 x 35 mm.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zsks,
Index of Medieval Medical Images,ark:/21198/zz0000zsqv,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f35.tif,16,,,,,,,,Marginalia - England - 1400|~|Bandages,still image,illuminated manuscripts,pd,,,,Bandaging for a wound.,"In the middle r. margin: a faint rudimentary sketch apparently intended to demonstrate bandaging techniques. Parallel lines in a criss-cross pattern form a rough cylinder, with two strips emerging from the top, forming a ""V"" shape. Adjacent text: John Arderne's excerpted works.",Text to immediate left of image: drapella linea ... in latitudine septum vel octo ... in longitudine tandem ut plaga ad modum sicut hic depingitur ...,England,1400,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 75 [i.e. fol. 35],"Arderne, John, fl. 1307-1370. Opera chirurgica.",,30 x 30 mm.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zsqv,
Index of Medieval Medical Images,ark:/21198/zz0000zssw,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f38v.tif,17,,,,,,,,"Marginalia - England - 1400|~|Rectal Fistula|~|Plants, Medicinal|~|Compositae|~|Leg",still image,illuminated manuscripts,pd,,,,Materia medica. Fistula in ano.,"One medicinal plant in margin, upper l., one partial human figure in a space between blocks of text, center r., both sketches very rudimentary.  An outline of a plant with odd-pinnate leaves, intended to represent a materia medica used in a recipe for the treatment of multiple fistulas, perhaps Artemisia absinthium (Wormwood, family Compositae).  One pair of legs extending to the r. from a torso. Representation of a large swollen fistula in the lower r. buttock.  Adjacent text: John Arderne's excerpted works.","Text immediately preceding image: Si fuerint vero plura foramina sicut hic depingitur ad invice in perforatur tunc debet medicus ...|~|Text to right of first image: Recepit Ari, Absinchii, Capsiniobusae, ebuli ...",England,,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 78v [i.e. fol. 38v],"Arderne, John, fl. 1307-1370. Opera chirurgica.",,60 x 30 mm.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zssw,
Index of Medieval Medical Images,ark:/21198/zz0000zsvx,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f39v.tif,18,,,,,,,,Rectal Fistula|~|Illustrations - England - 1400,still image,illuminated manuscripts,pd,,,,Partial figures showing legs with fistulae. Similar figure.,"Two rudimentary sketches in spaces between blocks of text, upper and lower r.: two figures showing torso with legs and feet extending to the right. Representation of a fistula on r. buttock of both figures. Adjacent text: John of Arderne's Treatises of fistula in ano. For the text in Middle English translation, see Power, EETS no. 139, 1910, p. 33. Dimensions of both images: 30 x 60 mm.",Caption: ... duo foramina; ... octo foramina.|~|Text preceding first image: Sed quia orificium ulceris fuerat minis strictum primum supraposui de unguento ruptorio de calce viva et sapone ad orificium fistule enlargandum ...,England,1400,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 79v [i.e. fol. 39v],"Arderne, John, fl. 1307-1370. Opera chirurgica.",,30 x 60 mm.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zsvx,
Index of Medieval Medical Images,ark:/21198/zz0000zswf,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f41.tif,19,,,,,,,,Marginalia - England - 1400|~|Distillation apparatus,still image,illuminated manuscripts,pd,,,,"Apparatus, perhaps a still.","Rudimentary sketch of an apparatus, perhaps a still; a circle with parallel lines extending straight above to the left, straight down, just to the right and with lower branching at perpendicular angles. Adjacent text: John Arderne's excerpted works.",,England,1400,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 81 [i.e. 41],"Arderne, John, fl. 1307-1370. Opera chirurgica.",,50 x 15 mm.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zswf,
Index of Medieval Medical Images,ark:/21198/zz0000zszg,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f44v.tif,20,,,,,,,,Rectal Fistula|~|Illustrations - England - 1400,still image,illuminated manuscripts,pd,,,,Figure showing torso and legs.  Similar figure showing eight deep fistulae.,"Two rudimentary sketches of human figures in spaces between blocks of text, upper right, lower right, with legs and feet extending to the right from a section of torso. The lower sketch shows five very deep fistulae in the nates, two in the left buttock and three in the right buttock. The penis hangs between the legs. Adjacent text: John Arderne's excerpted works.",Chapter heading above second image: Quondam habuit super nates ficum ... sanquinem emittentem.,England,1400,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 84v [i.e. fol. 44v],"Arderne, John, fl. 1307-1370. Opera chirurgica.",,70 x 30 mm.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zszg,
Index of Medieval Medical Images,ark:/21198/zz0000zt10,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f58v.tif,21,,,,,,,,Marginalia - England - 1400|~|Leg|~|Drainage,still image,illuminated manuscripts,pd,,,,"Draining lesion, wound or incision in ankle.",In the lower l. margin: Rudimentary sketch of a lower leg (calf to feet) with fluid (perhaps blood) draining into a bowl from an incision near the joint between the foot and the ankle. JOhn of Arderne's excerpted works.,"Chapter heading above image: Contingenti ... superfluo expediet ...|~|Text in margin, perhaps a later hand: Modus purgandi.",England,1400,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 102v [i.e. fol. 58v],"Arderne, John, fl. 1307-1370. Opera chirurgica.",,25 x 50 mm.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zt10,
Index of Medieval Medical Images,ark:/21198/zz0000zt2h,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f60v.tif,22,,,,,,,,Marginalia - England - 1400|~|Syringes|~|Surgical Instruments|~|Cautery - instrumentation,still image,illuminated manuscripts,pd,,,,"Cauterizing instrument, an iron or syringe.","In center l. margin: a tube or rod with  a slightly bulbous top and a somewhat flared bottom.  A thinner rod (plunger or handle?) emerges from the flared base, ending in a ring or a disk with a concave depression. Dimensions of image: 50 x 10 mm. Adjacent text: John Arderne's excerpted works.","Caption in margn above image, perhaps in a later hand: Cauterizantio sive corrosiva ...|~|Text preceding image: Medicina cauterizante ut est urticolum combustum ... vel cum calce vina mixtum in casu magno hoc est in magna corrosione longaonis ...",England,1400,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 104v [i.e. fol. 60v],"Arderne, John, fl. 1307-1370. Opera chirurgica.",,50 x 10 mm.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zt2h,
