Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Subject,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Name.repository,Language,Title,Description.abstract,Description.note,Publisher.placeOfOrigin,Date,Source,Relation.isPartOf,Relation.reproducedIn,Format.dimensions,Relation.describedIn,Relation.isVersionOf,Date.creation,AltTitle.descriptive,AltTitle.other,Format.extent,Date.normalized,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Index of Medieval Medical Images,ark:/21198/zz000105dc,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f80v.tif,11,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Plantaginaceae",still image,illuminated manuscripts,pd,,,,Arnoglossos.,"Plant, ""arnoglossos"" (family Plantaginaceae), probably Plantago major, Common plantain, White-man's foot, Cart-track plant, with large elliptical acuminate  basal leaves bunched closely and two long flower spikes extending from the top and curving to the sides.  (Cf. Riddle, J.M. ""Pseudo-Dioscorides"" in Journal of the history of biology, v.14, no.1 (Spring 1981), p. 79.)","Lombardy, ca. 1400.|~|Rubricated text immediately below image: li nomen herbe arnoglossos vel ...",Italy-Lombardy,1400,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [80v],Pseudo-Dioscorides. De herbis femininis.,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000105dc,
Index of Medieval Medical Images,ark:/21198/zz000100sn,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f13.tif,12,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Compositae|~|Herbs|~|Flowers",still image,illuminated manuscripts,pd,,,,Artemisia major.,"One plant, top, ""artemisia maior"" (family Compositae, Anthemis tribe) probably Artemisia sp., has three stems bearing pinnate, finely divided leaves in green, yellow-brown, and red-brown with a five-branched panicle of very small tan flowers at top of center stem.  (Cf. Corpus medicorum Latinorum, v. 4, p. 45-46.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text immediately below image: xii nomen herbe artemisia maior...prima cura eius ad vessice dolorem constringendum ...",Italy-Lombardy,1400,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [13],"Apuleius, Barbarus. Herbarium.",,image 270 x 210 mm.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000100sn,
Index of Medieval Medical Images,ark:/21198/zz000100t5,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f13v.tif,13,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Compositae|~|Polygonaceae|~|Roots (Botany)|~|Herbs|~|Flowers",still image,illuminated manuscripts,pd,,,,Artemisia minor. Lapatium.,"Two plants. Top, ""artemisia minor"" (family Compositae, Anthemis Tribe) probably Artemisia sp., has alternate deeply-incised leaves, bottom two branches yellow-brown, with five open daisy-like composite flowers at the top. Bottom plant, ""lapatium"" (family Polygonaceae) probably Rumex acetosella (Sheep Sorrel) has seven leaves, some green and some dark olive-green, each on a different stem, gathered close, with spindle-like yellow root.  (Cf. Corpus medicorum Latinorum, v. 4, p. 44,46.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text immediately below upper image: Xiii nom[en] herbe artemisia minor quae [?unclear] leptafilos dicitur...prima cura ad stomaci dolorem.|~|Rubricated text immediately above lower image: Xiiii nomen herbe sequentis lapatium.  Alii rumicem dicunt...[on fol. 14] prima cura eius ad panniculas quae in igne nascuntur.|~|Rubricated caption to the left of lower image: Nomen herbe ...  dicitur pumicem.",Italy-Lombardy,1400,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [13v],"Apuleius, Barbarus. Herbarium.",,image 260 x 140 mm.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000100t5,
Index of Medieval Medical Images,ark:/21198/zz000100r4,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f12v.tif,14,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Compositae|~|Herbs|~|Flowers",still image,illuminated manuscripts,pd,,,,Artemisia monoclonos.,"One plant, center, ""artemisia monoclonos"" (family Compositae, Anthemis Tribe) probably Artemisia sp., has one major stem with finely divided leaves, lower ones brown, upper green.  Stem terminates in an umbel-like cluster of small yellow buds or disk flowers.  (Cf. Corpus medicorum Latinorum, v. 4, p. 42-43.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text immediately above image: xi nomen herbe artemisia monoclonos..prima cura eius ad item.",Italy-Lombardy,1400,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [12v],"Apuleius, Barbarus. Herbarium.",,image 270 x 210 mm.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000100r4,
Index of Medieval Medical Images,ark:/21198/zz0001018c,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f20.tif,15,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Liliaceae|~|Plants, Medicinal|~|Bulbs (Botany)|~|Polygonaceae|~|Flowers",still image,illuminated manuscripts,pd,,,,Asfodilus. Oxilapatium.,"Two plants: top one, ""asfodillus"" (family Liliaceae) probably Asphodelus sp., perhaps A. albus (Asphodel) above a bulb with pronounced scales long linear basal leaves separate into two clusters, one bending l., one r., and a very thin scape rises from the center ending in a cluster of small pear-shaped buds.  Bottom plant, ""oxilapatium"" (family Polygonaceae) probably Rumex acetosa (Sorrel) bears apparently opposite ovate leaves on tow raditating stems that each terminate in three clusters of very small roundd flwoers.  (Cf. Corpus medicorum Latinorum, v. 4, p. 75-76.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text to the left of upper image: Xxxiii nomen herbe asfodillus.|~|Rubricated text to the left of lower image: Xxxiiii nomen herbe Oxilapatium.",Italy-Lombardy,1400,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [20],"Apuleius, Barbarus. Herbarium.",,Image 270 x 210 mm.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001018c,
Index of Medieval Medical Images,ark:/21198/zz000102p2,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f40.tif,16,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Compositae|~|Herbs|~|Lamiaceae",still image,illuminated manuscripts,pd,,,,Assinthium. Salvia.,"Two plants: top plant, ""assinthium"" (family Compositae, Anthemis Tribe) probably Artemisia absinthium (Absinthe), has thin spreading branches bearing finely divided leaves off a central stem terminating in a umbel of rounded buds.  Bottom plant, ""salvia"" (family Lamiaceae, formerly Labiatae) probably Salvia officinalis (Commom Sage, Garden Sage) a vertical stem bearing branches of dark ovate acuminate leaves terminatng in a spike of small flowers.  (Cf. Corpus medicorum Latinorum, v. 4, p. 182-184.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text to the left of upper image: C nomen herbe assinthium.|~|Rubricated text to the right of lower image: Ci nomen herbe salvia...prima cura eius ad pruriginem veretur.",Italy-Lombardy,1400,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [40],"Apuleius, Barbarus. Herbarium.",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000102p2,
Index of Medieval Medical Images,ark:/21198/zz000101n2,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f25v.tif,17,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Papaveraceae|~|Plants, Medicinal|~|Flowers",still image,illuminated manuscripts,pd,,,,Astula regia. Papaver salvaticum.,"Two plants: Top plant, ""astula regia,"" unidentified, bears opposite sheathing linear leaves on two radiating stems terminating in ribbed oval buds or seed pods.  Bottom plant in shadow, ""Papaver salvaticum"" (family Papaveraceae) Papaver, probably P. Rhoeas (Corn Poppy, Field Poppy) or P. somniferum (Opium poppy) from two clusters of near-basal leaves, one emerging from within the other, eleven scapes rise, three bearing open rounded flowers with large petals subtended by bracts, and eight bearnig slender seed pods or buds.  (Cf. Corpus medicorum Latinorum, v. 4, p. 103-105.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text surrounding upper image: Lii nomen herbe astula regia. Prima cura eius ad ea quae nascuntur in ore.|~|Rubricated text surrounding lower image: Liii nomen herbe papaver salvaticum.",Italy-Lombardy,1400,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [25v],"Apuleius, Barbarus. Herbarium.",,Image 270 x 210 mm.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000101n2,
Index of Medieval Medical Images,ark:/21198/zz0001037t,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f48.tif,18,,,,,,,,"Cross, Sign of the|~|Herbs - Harvesting|~|Herb Gatherers|~|Illustrations - Italy - Lombardy - 1400|~|Fountains|~|Purity, Ritual",still image,illuminated manuscripts,pd,,,,"At fountain, man ritually prepares self to gather herb basilica.","Purification ritual: Man, l., using oak leaves to purify himself prior to gathering ""herb basilica"" by sprinkling his body with water from in ornate fountain wears red robe, cap and leggings, holds oak leaves (not easily indentifiable), in right hand under spout of water.  Fountain, r., hexagon-shaped with two levels for holding water, emits water in three visible spouts from a tower which has a cross at the top.  Building with door, far l., stands behind the man and a green hill with a spring in the middle rises to r.  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text immediately following image: Cxxix nomen herbe basilica.|~|Additional text following image: Herba predicta sic coligi debet.  Nam qui eam colligere voluerit prius consideret salutem anime sue.  Postmodum vadat mundus ab omnibus. Et qui habeat vestes intactas et mundas. Et etiam cum vadit caveat ne mulier eum contingat ... primo habeas folia quercus in manua tua et de aqua fontane ex tribus nimphis tecum.  Insuper et de eadem aqua cum predicto ramulo quercus purificabis te si aspergas te totum ...",Italy-Lombardy,1400,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [48],"Apuleius, Barbarus. Herbarium.",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001037t,
Index of Medieval Medical Images,ark:/21198/zz000104xn,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f74.tif,19,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Succulent plants|~|Plants, Medicinal|~|Crassulaceae",still image,illuminated manuscripts,pd,,,,Ayzos vel ayzon.,"Plant, ""ayzos vel ayzon"" (family Crassulaceae), not Sempervivum tectorum, Common houseleek, Roof houseleek, Hen-and-Chickens, but (family Crassulaceae) Sedum sp., probably S. album, Stonecrop, all in green, with small narrow obovate leaves borne erectly on three radiating stems.  (Cf. Riddle, J.M. ""Pseudo-Dioscorides"" in Journal of the history of biology, v.14, no.1 (Spring 1981), p. 77.)","Lombardy, ca. 1400.|~|Rubricated text to the right of image: xxxiii nomen herbe ayzos vel ayzon vel semperviva minor vel vermicularis.",Italy-Lombardy,1400,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [74],Pseudo-Dioscorides. De herbis femininis.,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000104xn,
Index of Medieval Medical Images,ark:/21198/zz000100qm,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f12.tif,20,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Plumbaginaceae|~|Flowers|~|Tubers",still image,illuminated manuscripts,pd,,,,Botracion. Botracion staticen.,"Two plants on this page.  Top plant, ""botracion"" (family Ranunculaceae) probably Ranunculus sceleratus (Banewort, Butterwort, Marsh Crowfoot) has one major stem with many other stems growing from the opposite nodes at 45 degree angles from it.  Curved stipules mark each leaf axil.  Leaves are three-lobed, acuminate lealet tips, and crenate edges.  Main stem terminates in three yellow flowers.  Bottom plant, ""botracion staticen"" (family Plumbaginaceae) probably Limonium sp., perhaps L. sinuatum or L. vulgare (Sea Lavender, Statice), though picture resembles an Oxalis sp., with three-lobed or trifoliate leaves arising directly from a reddish-brown tuber, leaflets triangular with dentate outer edges.  (Cf. Corpus medicorum Latinorum, v. 4, p. 39-41.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text surrounding upper image: Nonum nomen herbe botracion...prima cura eius ad ulcera chiroma.|~|Rubricated text above lower image: Nomen herbe botracion staticen, x...[on fol. 12v] prima cura eius ad lunaticos.",Italy-Lombardy,1400,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [12],"Apuleius, Barbarus. Herbarium.",,image 270 x 210 mm.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000100qm,
Index of Medieval Medical Images,ark:/21198/zz00010369,ark:/21198/zz000100hh,2,Completed,Page,immi/masters/ym18f47v.tif,21,,,,,,,,"Herbal illustrations - Italy - Lombardy - 1400|~|Plants, Medicinal|~|Orchidaceae|~|Cruciferae|~|Flowers",still image,illuminated manuscripts,pd,,,,Brassica. Basilica.,"Two plants, stylized: top plant, ""brasica"" (family Cruciferae), probably Brassica oleracea or B. juncea, (Wild Cabbage or Mustard Greens), a single vertical stem covered with long thin tapering and termintating in three flowers, three petals visible on each.  Bottom plant, ""basilica,"" (family Orchidaceae), possibly Habenaria conopsea, (Fringed Orchis, Rein Orchis, Long Tails), bears a dense covering of long thin leaves on a single erect stem terminating in an umbel-like formation of five apparently globular flowers, white, tinged with red on top.  (Cf. Corpus medicorum Latinorum, v. 4, p. 217-219.)  Adjacent text: Herbarium Apuleii.","Lombardy, ca. 1400.|~|Rubricated text surrounding upper image: cxxviii nomen herbe brasica prima cura eius ad omnes tumores.|~|Rubricated text on facing page (fol. 48): cxxix nomen herbe basilica.",Italy-Lombardy,1400,Yale Medical Library. Manuscript. 18 [Herbarium Apuleii and other works]. [ca. 1400] MS 18 fol. [47v],"Apuleius, Barbarus. Herbarium.",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010369,
