Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Subject,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Name.repository,Language,Title,Description.abstract,Description.note,Publisher.placeOfOrigin,Date,Source,Relation.isPartOf,Relation.reproducedIn,Format.dimensions,Relation.describedIn,Relation.isVersionOf,Date.creation,AltTitle.descriptive,AltTitle.other,Format.extent,Date.normalized,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Index of Medieval Medical Images,ark:/21198/zz0000zz8j,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f63.tif,11,,,,,,,,"Plants, Medicinal|~|Herbal illustrations - Italy - 1500|~|Gramineae|~|Roots (Botany)|~|Boraginaceae|~|Herbs|~|Malvaceae",still image,illuminated manuscripts,pd,,,,Arundine vel canna. Cantrialis vel Caneralis. Conflexanas vel conflexana. Gus vel eron (?) vel amoron siron vel lingua cervina.,"Four plants: Plant, top l., ""Arundine"" (family Gramineae) Arundo donax, Giant Reed, Carrizo, sprouts or stems arising from a rhizome or stout runner in a vertical row, green with gray roots. Plant, top r., ""Cantrialis"" perhaps (family Malvaceae) Althea cannabina, three straight, radiating stems, with alternating circular leaves, green with red roots. Plant, bottom l., ""Conflexanas"" arising from a large rhizome or stout runner, a single vertical stem bears clasping pointed leaves terminates in a pale flower with dark edges, green with brown roots and red flower. Plant, bottom r., ""Lingua cervina,"" perhaps (family Boraginaceae), Anchusa officinalis, Garden Bugloss, a basal rosette of thick pointed leaves from which a flower stem arises, dividing into three branches, green with brown roots and red flowers.  Adjacent text: Italian herbal.","(Italy), ca. 1500.",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 63,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zz8j,
Index of Medieval Medical Images,ark:/21198/zz0000zzs9,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f79.tif,12,,,,,,,,"Plants, Medicinal|~|Herbal illustrations - Italy - 1500|~|Roots (Botany)|~|Herbs",still image,illuminated manuscripts,pd,,,,Aualarchas romana. Allrolla.,"Two plants: Plant, top, ""Aualarchas romana"" a central vertical stem with three tiers of three-lobed leaves and a large flower at top, green with white flowers and brown root, which is shaped like the head of a hawk. Plant, bottom, ""Allrolla"" a central vertical stem with two tiers of branches which bear pointed acuminate leaves and three flowers at each end, green with brown flowers and brown roots. Figures associated with plant, ""Aualarchas romana"":  root in the form of a brown head of a hawk or eagle.  Adjacent text: Italian herbal.","(Italy), ca. 1500",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 79,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zzs9,
Index of Medieval Medical Images,ark:/21198/zz0000zzc3,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f67.tif,13,,,,,,,,"Plants, Medicinal|~|Herbal illustrations - Italy - 1500|~|Roots (Botany)|~|Boraginaceae|~|Herbs|~|Cucurbitaceae",still image,illuminated manuscripts,pd,,,,Borrace. Oliris.,"Two plants: Plant, center, ""Borrace"" (family Boraginaceae) Borago officinalis, Borage, bears radiating basal leaves with pronounced hairs, and a carrot-like green root, green with blue flowers. Plant, bottom, ""Oliris"" (family Cucurbitae) Bryonia alba, White Bryony, a central vertical stem with one tier of branches bearing three-lobed leaves, with each lobe bearing three smaller lobes, and an apical leaf cluster, green with brown roots.  Adjacent text: Italian herbal.","(Italy), ca. 1500.|~|Text beginning to l. of first image ... ysaach in libro de dictis partis e calda et humida in primo grado ...",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 67,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zzc3,
Index of Medieval Medical Images,ark:/21198/zz0000zvd5,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f109.tif,14,,,,,,,,"Plants, Medicinal|~|Herbal illustrations - Italy - 1500|~|Herbs",still image,illuminated manuscripts,pd,,,,Caro amalditignia regli. Leansihama.,"Two plants: Plant, top, ""Caro amalditignia regli"" three straight, radiating stems bearing pointed ovate leaves, with peduncle bearing a white circular structure emerging from the central stem, green with brown bulbous root and one white pod. Plant, bottom, ""Leansihama"" an unbranched vertical stem with large linear clasping leaves extending horizontally, green with brownish red roots.  Adjacent text: Italian herbal.","(Italy), ca. 1500.",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 109,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zvd5,
Index of Medieval Medical Images,ark:/21198/zz0000zvg6,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f110.tif,15,,,,,,,,"Plants, Medicinal|~|Herbal illustrations - Italy - 1500|~|Herbs",still image,illuminated manuscripts,pd,,,,Chapalanes laqua. Riacha.,"Two plants: Plant, top, ""Chapalanes laqua"" an unbranched vertical stem bearing small pointed elliptical leaves, curving 180 degrees at the top and terminating in a large funnel-shaped flower facing downward, growing from a bulb, brown with white flower. Plant, bottom, ""Riacha"" a central vertical stem with large pointed ovate leaves at base and on a central stem, smaller leaves or stipules and three tiers of infloresences terminating in a single flower, green with brown roots and white flowers.  Adjacent text: Italian herbal.","(Italy), ca. 1500.",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 110,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zvg6,
Index of Medieval Medical Images,ark:/21198/zz0000zwdn,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f135.tif,16,,,,,,,,"Plants, Medicinal|~|Herbal illustrations - Italy - 1500|~|Herbs",still image,illuminated manuscripts,pd,,,,Chapalios. Sequdario.,"Two plants: Plant, top, ""Chapalios,"" a central vertical stem with three tiers of branches bearing flowers or berries,, with small pointed elliptical leaves or stipules on the central stem and two ring-like structures, perhaps tubers, at the base, green with white flowers and white roots. Plant, bottom, ""Sequdario,"" three radiating branches bearing alternate lanceolate leaves emerge from a thick vase-shaped stem or tuber, and root-like structures spread from the top of the vase-like structure, green with gray roots.  Adjacent text: Italian herbal.","(Italy), ca. 1500.",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 135,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zwdn,
Index of Medieval Medical Images,ark:/21198/zz0000zwjq,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f139.tif,17,,,,,,,,"Plants, Medicinal|~|Herbal illustrations - Italy - 1500|~|Pinaceae|~|Herbs",still image,illuminated manuscripts,pd,,,,Choagulus vel aplona. Pino.,"Two plants: Plant, top, ""Choagulus vel aplona"" three radiating stems, the central one vertical and the other two curving upwards, all deeply segmented or jointed, perhaps succulent, and two of them terminating in clusters of three roughly conical flowers in deep calyxes, green with white flowers and red roots. Plant, bottom, ""Pino,"" perhaps a distorted portrayal of (family Pinaceae) Pinus sp., Pine, or Abies sp. Fir, an unbranched vertical stem with small opposite pointed acuminate leaves, bearing a large flower or cone at top, green with white flower and red roots.  Adjacent text: Italian herbal.","(Italy), ca. 1500.",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 139,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zwjq,
Index of Medieval Medical Images,ark:/21198/zz000100cf,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f96.tif,18,,,,,,,,"Plants, Medicinal|~|Ranunculaceae|~|Herbal illustrations - Italy - 1500|~|Herbs",still image,illuminated manuscripts,pd,,,,Cindonia.,"One plant, top, ""Cindonia,"" probably (family Ranunculaceae) Chelidonium majus, Greater Celandine, sometimes known as Siidonia in Genoese Italian, central vertical stem with one tier of large lobed leaves and one tier of small leaves bearing flowers near top, green with white flowers and dark green roots. No further text on page. Cf. Penzig, 2, p. 517.  Adjacent text: Italian herbal.","(Italy), ca. 1500.|~|Caption to r. of image: Cindonia.",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 96,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000100cf,
Index of Medieval Medical Images,ark:/21198/zz0000zvrb,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f118.tif,19,,,,,,,,"Plants, Medicinal|~|Umbelliferae|~|Bulbs (Botany)|~|Herbal illustrations - Italy - 1500|~|Herbs",still image,illuminated manuscripts,pd,,,,Cipollo ganino. Custoforis sponso solis alitropeo. Two types of Galbino.,"Four plants, two individual plants, and one pair: Plant, upper l., ""Cipollo ganino"" emerging from a rounded bulb, pointed clasping leaves surround a stem terminating in a round flower. Plant, upper r., ""Custoforis sponso solis,"" a single vertical stem with one tier of branches bears deeply incised three-lobed leaves and pale elliptical pods. Two plants, alternate forms of ""Galbino,"" perhaps attempt to represent (family Umbelliferae) Ferulago campestris, formerly Ferula galbanifera or Ferula ferulago, Galbanum Plant, Giant Fennel, the first, lower l., emerging from a squat elliptical tuber or corm, dentate or pinnate, nearly vertical leaves with pale central spines and two taller peduncles bearing crescent-like inflorescences, and lower r.  a second, ""Galbino,"" very similar except the inflorescences are clusters of pointed stipules atop thicker peduncles. Figure associated with plant, ""Custoforis sponso solis"": roots grow inside a man's head, placed on its l. side, plant growing out of its r. ear.  Adjacent text: Italian herbal.","(Italy), ca. 1500.",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 118,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zvrb,
Index of Medieval Medical Images,ark:/21198/zz0000zv3h,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f100.tif,20,,,,,,,,"Liliaceae|~|Verbenaceae|~|Plants, Medicinal|~|Bulbs (Botany)|~|Herbal illustrations - Italy - 1500|~|Iridaceae|~|Roots (Botany)|~|Herbs|~|Cyperaceae|~|Flowers",still image,illuminated manuscripts,pd,,,,Ciporo vel gioncho. Lilio. Berbena. Ermodattolo.,"Four plants: Plant, top l., ""Ciporo vel gioncho"" (family Cyperaceae) Cyperus sp. perhaps C. esculentus or C. longus, Chufa, Galingale, Earth Nut, three fanlike clusters of linear leaves growing from a rhizome or stout runner in a vertical row, green with brown root. Plant, top r., ""Lilio"" (family Liliaceae) probably Lilium candidum, Madonna Lily, an unbranched vertical stem with pointed clasping  large leaves, protruding from a bulbous, scaly base and bearing funnel-shaped flowers and elliptical buds at top, green with white flowers and light brown bulb. Plant, bottom l., ""Berbena"" (family Verbenaceae) probably Verbena officinalis, Ashthroat, Columbine, Vervain, a central vertical stem with tiers of long elliptical dentate leaves, larger leaves at the base, and terminating in flowers emerging from urceolate calyxes, green with blue flowers. Plant, bottom r., ""Ermodattolo,"" perhaps (family Iridaceae) Hermodactylus tuberosus, Finger of Hermes, growing from a large tuberous root, an unbranched vertical stem bearing pointed clasping leaves and terminating in a large inflorescence, green with red and white flowers, and light brown root.  Adjacent text: Italian herbal.","(Italy), ca. 1500.",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 100,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zv3h,
Index of Medieval Medical Images,ark:/21198/zz0000zwvc,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f2.tif,21,,,,,,,,"Plants, Medicinal|~|Pods (Botany)|~|Herbal illustrations - Italy - 1500|~|Herbs|~|Cruciferae|~|Flowers",still image,illuminated manuscripts,pd,,,,Colixoge.,"One plant, center, occupying most of page, ""Colixoge"" (family Cruciferae) Brassica oleracea, Cabbage, probably of the Acephala group, Collards, with three compound branchings (flower-bearing structures) from a vertical stem carrying large leaves, green with purple markings on stem. Bears white seed pods and white flowers with purple markings.  Adjacent text: Italian herbal.","(Italy), ca. 1500.|~|Text beginning to l. of image: Colixoge ganolo idem est ...",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 2,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zwvc,
Index of Medieval Medical Images,ark:/21198/zz0000zz3z,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f58.tif,22,,,,,,,,"Plants, Medicinal|~|Bulbs (Botany)|~|Herbal illustrations - Italy - 1500|~|Herbs|~|Lamiaceae",still image,illuminated manuscripts,pd,,,,Consolida mezana. Consolida minora vel morello.,"Two plants: Plant, top, ""Consolida mezana"" (family Lamiaceae, formerly Labiatae) Ajuga reptans, Bugle, Middle Woundwort, an unbranched vertical stem with small leaves or stipules bearing flowers above a basal cluster of larger leaves, green with white flowers and brown roots. Plant, bottom, ""Consolida minora"" (family Lamiaceae, formerly Labiatae) Prunella Vulgaris, All-heal, Lesser Woundwort, a rosette of leaves, as if viewed from above, with central vertical stem and two curved stems protruding out bearing urceolate flower heads, green with red flowers.  The identities of these two plants with similar characteristics and uses were sometimes exchanged. Cf. Penzig, 2, p. 140 and Bedevian, p. 30 item 173 and pp. 485-486 item 2833.  Adjacent text: Italian herbal.","(Italy), ca. 1500.",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 58,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zz3z,
Index of Medieval Medical Images,ark:/21198/zz0000zvtc,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f119.tif,23,,,,,,,,"Plants, Medicinal|~|Herbal illustrations - Italy - 1500|~|Herbs",still image,illuminated manuscripts,pd,,,,Contispendona. Unidentified plant.,"Two plants: Plant, top, ""Contispendona"" bears five-lobed leaves and flowers on a stem with a double or ""S"" curve, green with red flowers. Plant, center, not labelled three straight, radiating peduncles bearing leaves, and two straight, radiating peduncles each bearing a round flower or fruit, green flower stems, white leaf stems, red flowers, and red and brown roots.  Adjacent text: Italian herbal.","(Italy), ca. 1500.",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 119,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zvtc,
Index of Medieval Medical Images,ark:/21198/zz0000zxwc,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f5.tif,24,,,,,,,,"Plants, Medicinal|~|Boys|~|Herbal illustrations - Italy - 1500|~|Roots (Botany)|~|Dragons|~|Rutaceae|~|Herbs|~|Flowers",still image,illuminated manuscripts,pd,,,,Dictamo.,"One plant, top center, ""Dictamo"" (family Rutaceae) Dictamnus albus, sometimes called D. fraxinella, Dittany, Fraxinella, Gas Plant, Burning Bush, five compound branchings (mostly compound leaves, but the terminal structure bearing white funnelform flowers) from a vertical stem. Thick white roots extend below. Figure associated with plant, ""Dictamo,"" apparently to indicate its association with demonic activity:  nude boy, being bitten by a green and brown dragon on l. shoulder and by a snake on r. thigh, holds hands over his mouth and nose. Adjacent text: Italian herbal.","(Italy), ca. 1500.|~|Text beginning to l. of image: ... questa erba stormo volontieri edemonii apresso et edemoniosa herba et quando lavas acoressia acompagnato perche molte volte fa adombrare altrui et e erba pericolosa ...",Italy,1500,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 5,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zxwc,
