File Name,Parent ARK (fester),Parent ARK,Item ARK,Object Type,Item Sequence,Title,Visibility,AltTitle.other,Type.typeOfResource,Date.creation,Date.normalized,Name.architect,Artist,Author,Name.creator,Name.photographer,Photocopier,Creator 1 Source|~|Creator 2 Source,Description.note,Description.abstract,Format.extent,Description.caption,Rights.copyrightStatus,Copyright Statement,Rights.rightsHolderName,Copyright Holder 1 Source,Rights.servicesContact,Series,Sub-series,Name.subject,Subject.name Role,Subject.name Source,Subject topic,Subject.topic Source,Subject place,Place Source,Description.latitude,Description.longitude,Type.genre,Genre Source,Source?,Physical Location,Thumbnail,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Masters/othermasters/dl_miriammatthews/box16/uclalsc_1889_b16_f01_012a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z14n0nph,Work,,"Man standing in front of a house, 1920-1940",,Small portraits and snapshots of African American families,still image,[1920-1940],1920/1940,,,,,,,,View of an African American man wearing a three-piece suite and smoking a cigar in front of a house with wood siding and a deep front porch.,,1 photograph,,unknown,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",Small Portraits and Snapshots,,,,African American men,lcsh,,,,,photographs,aat,Small portraits and snapshots of African American families,"Box 16, Folder 1",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14n0nph,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14n0nph/manifest
Masters/othermasters/dl_miriammatthews/box16/uclalsc_1889_b16_f01_013a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z10v9wwb,Work,,"Young man and two women swimming, 1920s",,Small portraits and snapshots of African American families,still image,[1920s],1920/1930,,,,,,,,View of an African American man with each arm wrapped around and two women dressed in swimsuits. They are standing knee-deep in a lake or stream.,,1 photograph,Written on back of photo: 359,unknown,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",Small Portraits and Snapshots,,,,African American men|~|African American women,lcsh|~|lcsh,,,,,photographs,aat,Small portraits and snapshots of African American families,"Box 16, Folder 1",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10v9wwb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10v9wwb/manifest
Masters/othermasters/dl_miriammatthews/box16/uclalsc_1889_b16_f01_014a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1w39ddr,Work,,"Mrs. Mitchell in Palisades Park, Santa Monica, 1900-1920",,Small portraits and snapshots of African American families,still image,[1900-1920],1900/1920,,,,,,,,"Mrs. Mitchell standing next to rustic eucalyptus branch fence, wearing a long checked skirt and a white top at Palisades Park. Houses on Ocean Avenue are visible in the distance. .|~|Unable to determine if this person is the same as, or related to Cynthiabelle Gordon Smith. ",,1 photograph,Written on back of photo: Mrs. Mitchell,unknown,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",Small Portraits and Snapshots,,,,"African American women|~|Palisades Park (Santa Monica, Calif.)",lcsh|~|local,Santa Monica (Calif.),lcsh,,,photographs,aat,Small portraits and snapshots of African American families,"Box 16, Folder 1",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w39ddr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w39ddr/manifest
Masters/othermasters/dl_miriammatthews/box16/uclalsc_1889_b16_f01_015a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1rf7c46,Work,,"Mrs. Mitchell in Palisades Park, Santa Monica, 1900-1920",,Small portraits and snapshots of African American families,still image,[1900-1920],1900/1920,,,,,,,,"Mrs. Mitchell standing next to plants, wearing a long checked skirt and a white top.|~|Unable to determine if this person is the same as, or related to Cynthiabelle Gordon Smith. ",,1 photograph,Written on back of photo: Mrs. Mitchell,unknown,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",Small Portraits and Snapshots,,,,"African American women|~|Palisades Park (Santa Monica, Calif.)",lcsh|~|local,Santa Monica (Calif.),lcsh,,,photographs,tgm,Small portraits and snapshots of African American families,"Box 16, Folder 1",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rf7c46,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rf7c46/manifest
Masters/othermasters/dl_miriammatthews/box16/uclalsc_1889_b16_f01_016a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1mp6mc1,Work,,"Mrs. Mitchell  in Palisades Park, Santa Monica, 1900-1920",,Small portraits and snapshots of African American families,still image,[1900-1920],1900/1920,,,,"Kepler, Edgar A. ",,,,"Mrs. Mitchell sitting on a rustic eucalyptus branch bench wearing a white top and a checked long skirt.|~|Unable to determine if this person is the same as, or related to Cynthiabelle Gordon Smith. ",,1 photograph,Written on back of photo: Mrs. Mitchell,unknown,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",Small Portraits and Snapshots,,,,"African American women|~|Palisades Park (Santa Monica, Calif.)",lcsh|~|local,Santa Monica (Calif.),lcsh,,,photographs,aat,Small portraits and snapshots of African American families,"Box 16, Folder 1",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mp6mc1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mp6mc1/manifest
Masters/othermasters/dl_miriammatthews/box16/uclalsc_1889_b16_f01_017a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1gx5vpr,Work,,"Young woman, Detroit, 1895-1900",,Small portraits and snapshots of African American families,still image,[1895-1900],1895/1900,,,,,"E. A. Kepler & Co. (Detroit, Mich.)",,local,"Studio Portrait of a young African American woman wearing a high collar and a large bow in her hair.|~|Edgar A. Kepler's photography studio, ""E. A. Kepler & Co.,"" is documented in Detroit from 1896 to 1899.",,1 photograph,Photographer's log on frame: E. A. Kepler & Co. 286 Woodward Ave. Detroit,public domain,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",Small Portraits and Snapshots,,,,African American women,lcsh,Detroit (Mich.),lcsh,,,Portrait photographs,tgm,Small portraits and snapshots of African American families,"Box 16, Folder 1",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gx5vpr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gx5vpr/manifest
Masters/othermasters/dl_miriammatthews/box16/uclalsc_1889_b16_f01_018a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1c5540k,Work,,"Woman standing in front of a building, 1940s",,Small portraits and snapshots of African American families,still image,[1940s],1940/1950,,,,,,,,"African American woman wearing a suit and hat, standing in front of a Spanish style building.",,1 photograph,,unknown,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",Small Portraits and Snapshots,,,,African American women,lcsh,,,,,photographs,aat,Small portraits and snapshots of African American families,"Box 16, Folder 1",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c5540k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c5540k/manifest
Masters/othermasters/dl_miriammatthews/box16/uclalsc_1889_b16_f01_019a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z17d4cbr,Work,,"Man wearing a suit and glasses, Brooklyn, 1880-1910",,Small portraits and snapshots of African American families,still image,[1900-1930],1900/1930,,,,,"Otis, A.E. ",,local,"Studio portrait of an older African American man in a suit wearing glasses.|~|A. E. Otis  was a photography studio that operated on Fulton Street, Brooklyn, New York between 1900 and 1930.",,1 photograph,"Written on back of photo: Tol. Main 8877, A. E. Otis, 457-59 Fulton St., Bklyn [Brooklyn], Open Sundays & holidays",unknown,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",Small Portraits and Snapshots,,,,African American men,lcsh,"Brooklyn (New York, N.Y.)",lcsh,,,Portrait photographs,tgm,Small portraits and snapshots of African American families,"Box 16, Folder 1",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17d4cbr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17d4cbr/manifest
Masters/othermasters/dl_miriammatthews/box16/uclalsc_1889_b16_f01_020.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z13n3mj4,Work,,"Woman standing in front of a building, 1940s",,Small portraits and snapshots of African American families,still image,[1940s],1940/1950,,,,,,,,"African American woman  standing in front of a Spanish style house or apartment building wearing a white top, striped skirt, and a corsage.",,1 photograph,,unknown,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",Small Portraits and Snapshots,,,,African American women,lcsh,,,,,photographs,aat,Small portraits and snapshots of African American families,"Box 16, Folder 1",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13n3mj4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13n3mj4/manifest
Masters/othermasters/dl_miriammatthews/box16/uclalsc_1889_b16_f01_021.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1zw341s,Work,,"Woman wearing a hat and broach, 1940s-1960s",,Small portraits and snapshots of African American families,still image,[1940s-1960s],1940/1970,,,,,,,,Studio portrait of an African American woman wearing a light-colored suit and hat with a broach on the lapel.,,1 photograph,,unknown,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",Small Portraits and Snapshots,,,,African American women,lcsh,,,,,Portrait photographs,tgm,Small portraits and snapshots of African American families,"Box 16, Folder 1",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zw341s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zw341s/manifest
Masters/othermasters/dl_miriammatthews/box16/uclalsc_1889_b16_f01_022.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1v712p7,Work,,"Young man wearing a suit and holding a diploma, 1890-1920",,Small portraits and snapshots of African American families,still image,[1890-1920],1890/1920,,,,,,,,"Studio portrait of an African American boy seating on a wooden chair wearing a suit, and holding a scrolled document, perhaps a diploma.",,1 photograph,,public domain,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",Small Portraits and Snapshots,,,,African American youth,lcsh,,,,,Portrait photographs,tgm,Small portraits and snapshots of African American families,"Box 16, Folder 1",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v712p7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1v712p7/manifest
Masters/othermasters/dl_miriammatthews/box16/uclalsc_1889_b16_f01_023.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1qg09zh,Work,,"Woman wearing a suit with a necklace and broach, 1940s-1960s",,Small portraits and snapshots of African American families,still image,[1940s-1960s],1940/1970,,,,,,,,Studio portrait of an older African American woman wearing a dark-colored suit jacket with a necklace and broach.,,1 photograph,,unknown,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",Small Portraits and Snapshots,,,,African American women,lcsh,,,,,Portrait photographs,tgm,Small portraits and snapshots of African American families,"Box 16, Folder 1",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qg09zh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qg09zh/manifest
Masters/othermasters/dl_miriammatthews/box16/uclalsc_1889_b16_f01_024.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1kp9k83,Work,,"Woman posing with a toddler boy, 1940-1960",,Small portraits and snapshots of African American families,still image,[1940-1960],1940/1960,,,,,,,,Young African American woman seated with young child in the living room of a house. Behind them are a lamp on a table and a mantle with family photographs.,,1 photograph,,unknown,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",Small Portraits and Snapshots,,,,African American families,lcsh,,,,,Portrait photographs,tgm,Small portraits and snapshots of African American families,"Box 16, Folder 1",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kp9k83,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kp9k83/manifest
Masters/othermasters/dl_miriammatthews/box16/uclalsc_1889_b16_f01_025.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1fx8tm8,Work,,"Man wearing a suit, 1900-1920",,Small portraits and snapshots of African American families,still image,[1900-1920],1900/1920,,,,,,,,Studio portrait of a large African American man wearing a suit with a pocket watch.,,1 photograph,,public domain,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",Small Portraits and Snapshots,,,,African American men,lcsh,,,,,Portrait photographs,tgm,Small portraits and snapshots of African American families,"Box 16, Folder 1",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fx8tm8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fx8tm8/manifest
Masters/othermasters/dl_miriammatthews/box16/uclalsc_1889_b16_f01_026.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z1b582w7,Work,,"Clyde & Mildred Tomkies on a Christmas card, circa 1948",,Small portraits and snapshots of African American families,still image,[circa 1948],1948,,,,,,,,"Christmas greeting card containing a picture of Clyde and Mildred Tomkies seated together in their living room on a sofa behind a coffee table.|~|In 1940, Mildred Dunlap (Tomkins) was living in New Orleans and Clyde Tomkins was living in Shreveport. They were married in California in 1948 and lived in the Los Angeles area afterwards.",,1 photograph,"Printed on front of photo: Merry Christmas, Happy New Year, Clyde & Mildred Tombier",unknown,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",Small Portraits and Snapshots,"Tomkies, Clyde, 1916-2000|~|Tomkies, Mildred Dunlap, 1921-1997",,local|~|local,African American men|~|African American families,lcsh|~|lcsh,,,,,Christmas cards,aat,Small portraits and snapshots of African American families,"Box 16, Folder 1",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b582w7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b582w7/manifest
Masters/othermasters/dl_miriammatthews/box16/uclalsc_1889_b16_f01_027a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z16d7b4g,Work,,"Alla Shaffer, Kenton (Ohio), 1860-1900",,Small portraits and snapshots of African American families,still image,[1860-1900],1860/1900,,,,,,,,"Studio portrait of Alla Shaffer wearing an elaborate hat, high neck coat and feather scarf.",,1 photograph,"Written on back of photo: [Al]la Shaffer / Glendail St. / Kenton, Ohio / My sister Alla / aged 22 years / Towns",public domain,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",Small Portraits and Snapshots,"Shaffer, Alla",,local,African American women,lcsh,,,,,photographs,aat,Small portraits and snapshots of African American families,"Box 16, Folder 1",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16d7b4g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16d7b4g/manifest
Masters/othermasters/dl_miriammatthews/box16/uclalsc_1889_b16_f01_028a.tif,ark:/21198/z1418fnd,ark:/21198/z1418fnd|~|ark:/21198/n11s67,ark:/21198/z12n6kc9,Work,,"Portrait of a girl, 1926",,Small portraits and snapshots of African American families,still image,1926,1926,,,,,,,,Studio portrait of an African American girl wearing a light-colored dress and a flower headband.,,1 photograph,Written on back of photo: 1926,unknown,,,,spec-coll@library.ucla.edu,"Prominent Individuals and Families, 1885-1980",Small Portraits and Snapshots,,,,African American youth|~|African American girls,lcsh|~|lcsh,,,,,Portrait photographs,tgm,Small portraits and snapshots of African American families,"Box 16, Folder 1",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12n6kc9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12n6kc9/manifest
