File name,local ID,Parent ARK,Item ARK,Item Status ID,Item Status,Object Type,Title,Creator,Date.created,Date.created (single),TypeOfResource,Genre,Extent,Dimensions,Medium,Insitution/Repository,collection name,collection number,box number,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Subject.topic,Subject.place,Digital Collection Title
0002kh00077_DC01M.pdf,0002kh00077,ark:/21198/z1cg1h7v,ark:/21198/z1tj0drp,2,Completed,Work,Group portrait of workers on site 3,,1923,1923,still image,black-and-white photographs,1 photograph,8.4 cm x 11.5 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,construction|~|labor|~|physical labor|~|traditional attire|~|collective work|~|community|~|gender norms|~|childhood|~|drinking|~|working class,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00078_DC01M.pdf,0002kh00078,ark:/21198/z1cg1h7v,ark:/21198/z1pr9p1t,2,Completed,Work,Group portrait of workers on site 4,,1923,1923,still image,black-and-white photographs,1 photograph,8.4 cm x 11.5 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,construction|~|labor|~|physical labor|~|traditional attire|~|collective work|~|community|~|gender norms|~|childhood|~|drinking|~|working class,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00079_DC01M.pdf,0002kh00079,ark:/21198/z1cg1h7v,ark:/21198/z1k08xdr,2,Completed,Work,"Group portrait of Daughters of Charity, accompanied by a man and a child 1",,1923,1923,still image,black-and-white photographs,1 photograph,8.5 cm x 11.8 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,community|~|religion|~|christianity|~|catholicism|~|gender norms|~|gender roles|~|religious attire|~|church|~|catholic church|~|roman catholicism|~|women community|~|religious community|~|female community|~|roman catholic church|~|faith|~|nature,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00080_DC01M.pdf,0002kh00080,ark:/21198/z1cg1h7v,ark:/21198/z1fb6w29,2,Completed,Work,"Group portrait of Daughters of Charity, accompanied by a man",,1923,1923,still image,black-and-white photographs,1 photograph,8.5 cm x 11.9 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,community|~|religion|~|christianity|~|catholicism|~|gender norms|~|gender roles|~|religious attire|~|church|~|catholic church|~|roman catholic church|~|roman catholicism|~|women community|~|religious community|~|female community|~|faith|~|nature,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00081_DC01M.pdf,0002kh00081,ark:/21198/z1cg1h7v,ark:/21198/z19k64dv,2,Completed,Work,"Group portrait of Daughters of Charity, accompanied by a man and a child 2",,1923,1923,still image,black-and-white photographs,1 photograph,8.5 cm x 11.7 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,community|~|religion|~|christianity|~|catholicism|~|gender norms|~|gender roles|~|religious attire|~|church|~|catholic church|~|roman catholicism|~|roman catholic church|~|women community|~|religious community|~|female community|~|faith|~|nature,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00082_DC01M.pdf,0002kh00082,ark:/21198/z1cg1h7v,ark:/21198/z15t5cp4,2,Completed,Work,Group snapshot by the Saint Vincent de Paul statue,,1923,1923,still image,black-and-white photographs,1 photograph,8.5 cm x 11.8 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,community|~|religion|~|priesthood|~|sainthood|~|religious attire|~|church|~|catholic church|~|roman catholic church|~|catholicism|~|roman catholicism,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00083_DC01M.pdf,0002kh00083,ark:/21198/z1cg1h7v,ark:/21198/z1224mwt,2,Completed,Work,Group snapshot of Daughters of Charity and other dwellers in front of a facility 1,,1923,1923,still image,black-and-white photographs,1 photograph,8.5 cm x 12.3 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,community|~|women community|~|female community|~|religious community,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00084_DC01M.pdf,0002kh00084,ark:/21198/z1cg1h7v,ark:/21198/z1x944cg,2,Completed,Work,Group snapshot of Daughters of Charity and other dwellers in front of a facility 2,,1923,1923,still image,black-and-white photographs,1 photograph,8.5 cm x 11.6 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,community|~|women community|~|female community|~|religious community,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00085_DC01M.pdf,0002kh00085,ark:/21198/z1cg1h7v,ark:/21198/z1sj3cp6,2,Completed,Work,Group snapshot of construction workers and other dwellers,,1923,1923,still image,black-and-white photographs,1 photograph,8.7 cm x 11.8 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,construction|~|labor|~|traditional attire|~|collective work|~|mountain countryside|~|community|~|gender roles|~|gender norms|~|social hierarchy|~|roman catholicism|~|catholicism|~|christianity|~|faith|~|nature|~|physical labor,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00086_DC01M.pdf,0002kh00086,ark:/21198/z1cg1h7v,ark:/21198/z1ns2n27,2,Completed,Work,General view of the Bhannes Sanatorium's chapel 2,,1923,1923,still image,black-and-white photographs,1 photograph,11.2 cm x 8.4 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,modern architecture|~|construction|~|religion|~|christianity|~|catholicism|~|roman catholicism|~|church|~|catholic church|~|roman catholic church|~|labor|~|working class|~|faith|~|faith|~|physical labor,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00087_DC01M.pdf,0002kh00087,ark:/21198/z1cg1h7v,ark:/21198/z1j40kns,2,Completed,Work,General view of the Bhannes Sanatorium's chapel 3,,1923,1923,still image,black-and-white photographs,1 photograph,11.5 cm x 8.4 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,modern architecture|~|construction|~|religion|~|christianity|~|catholicism|~|roman catholicism|~|church|~|catholic church|~|roman catholic church|~|labor|~|working class|~|faith|~|faith|~|physical labor,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00088_DC01M.pdf,0002kh00088,ark:/21198/z1cg1h7v,ark:/21198/z1db9v18,2,Completed,Work,Snapshot of construction workers,,1923,1923,still image,black-and-white photographs,1 photograph,11.5 cm x 8.4 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,modern architecture|~|construction|~|labor|~|working class|~|nature|~|masculinity|~|physical labor,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00089_DC01M.pdf,0002kh00089,ark:/21198/z1cg1h7v,ark:/21198/z18k9371,2,Completed,Work,Group portrait of Daughters of Charity with two priests near a statue of the Virgin,,1923,1923,still image,black-and-white photographs,1 photograph,8.3 cm x 11.8 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,community|~|religious community|~|christian community|~|female community|~|women community|~|gender roles|~|gender norms|~|priesthood|~|sisterhood|~|christianity|~|catholicism|~|roman catholicism|~|church|~|catholic church|~|roman catholic church,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00090_DC01M.pdf,0002kh00090,ark:/21198/z1cg1h7v,ark:/21198/z14t8bgv,2,Completed,Work,"Group portrait of Daughters of Charity, two priests, and two other women",,1923,1923,still image,black-and-white photographs,1 photograph,8.3 cm x 11.8 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,community|~|religious community|~|christian community|~|female community|~|women community|~|gender roles|~|gender norms|~|priesthood|~|sisterhood|~|christianity|~|catholicism|~|roman catholicism|~|church|~|catholic church|~|roman catholic church,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00091_DC01M.pdf,0002kh00091,ark:/21198/z1cg1h7v,ark:/21198/z1127kq0,2,Completed,Work,"Group portrait of female residents of the Bhannes Sanatorium with three Daughters of Charity, two priests, and other women",,1923,1923,still image,black-and-white photographs,1 photograph,8.6 cm x 11.8 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,community|~|female community|~|women community|~|christian community|~|religious community|~|social hierarchy|~|disability|~|mental health|~|mental care,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00092_DC01M.pdf,0002kh00092,ark:/21198/z1cg1h7v,ark:/21198/z1w9738j,2,Completed,Work,Group portrait of construction workers at the entrance of a facility 1,Fouad el Khoury,1923,1923,still image,black-and-white photographs,1 photograph,11.3 cm x 8.4 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,labor|~|physical labor|~|working class|~|nationalism|~|french mandate|~|masculinity|~|hierarchy|~|religion|~|christianity|~|gender roles|~|gender norms|~|colonialism,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00093_DC01M.pdf,0002kh00093,ark:/21198/z1cg1h7v,ark:/21198/z1rj6bmq,2,Completed,Work,Group portrait of construction workers at the entrance of a facility 2,Fouad el Khoury,1923,1923,still image,black-and-white photographs,1 photograph,11.9 cm x 8.4 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,labor|~|physical labor|~|working class|~|nationalism|~|french mandate|~|masculinity|~|smoking|~|drinking|~|gender roles|~|gender norms|~|colonialism,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00094_DC01M.pdf,0002kh00094,ark:/21198/z1cg1h7v,ark:/21198/z1mw497t,2,Completed,Work,Portrait of a woman holding a flower arrangement,Fouad el Khoury,1923,1923,still image,black-and-white photographs,1 photograph,11.8 cm x 8.8 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,femininity|~|nature|~|womanhood|~|gender stereotypes,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00095_DC01M.pdf,0002kh00095,ark:/21198/z1cg1h7v,ark:/21198/z1h43jmr,2,Completed,Work,Group portrait of workers on site 1,Fouad el Khoury,1923,1923,still image,black-and-white photographs,1 photograph,8.4 cm x 11.6 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,construction|~|labor|~|physical labor|~|traditional attire|~|collective work|~|community|~|gender norms|~|childhood|~|drinking|~|working class|~|gender roles,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00096_DC01M.pdf,0002kh00096,ark:/21198/z1cg1h7v,ark:/21198/z1cc2svk,2,Completed,Work,General view of the construction of the Bhannes Sanatorium sick ward 1,Fouad el Khoury,1923,1923,still image,black-and-white photographs,1 photograph,8.4 cm x 11.6 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,construction|~|modern architecture|~|labor|~|physical labor|~|working class|~|collective work|~|gender norms|~|gender roles|~|traditional attire,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00097_DC01M.pdf,0002kh00097,ark:/21198/z1cg1h7v,ark:/21198/z17m2219,2,Completed,Work,General view of the construction of the Bhannes Sanatorium sick ward 2,Fouad el Khoury,1923,1923,still image,black-and-white photographs,1 photograph,8.4 cm x 11.7 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,construction|~|modern architecture|~|labor|~|physical labor|~|working class|~|collective work|~|gender norms|~|gender roles|~|traditional attire,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00098_DC01M.pdf,0002kh00098,ark:/21198/z1cg1h7v,ark:/21198/z13v1984,2,Completed,Work,General view of the sick ward at the Bhannes Sanatorium,Fouad el Khoury,1923,1923,still image,black-and-white photographs,1 photograph,8.5 cm x 11.5 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,modern architecture|~|construction|~|mental health asylum|~|mental health|~|mental health facility|~|hospital|~|nature,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00099_DC01M.pdf,0002kh00099,ark:/21198/z1cg1h7v,ark:/21198/z1030jk5,2,Completed,Work,General view of the construction of the Bhannes Sanatorium sick ward 3,Fouad el Khoury,1923,1923,still image,black-and-white photographs,1 photograph,8.4 cm x 11.4 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,modern architecture|~|construction|~|mental health asylum|~|mental health|~|mental health facility|~|hospital|~|nature,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00100_DC01M.pdf,0002kh00100,ark:/21198/z1cg1h7v,ark:/21198/z1vb026m,2,Completed,Work,General view of the construction of the Bhannes Sanatorium sick ward 4,Fouad el Khoury,1923,1923,still image,black-and-white photographs,1 photograph,8.5 cm x 11.7 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,modern architecture|~|construction|~|mental health asylum|~|mental health|~|mental health facility|~|hospital|~|nature,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00101_DC01M.pdf,0002kh00101,ark:/21198/z1cg1h7v,ark:/21198/z1qn80wn,2,Completed,Work,Snapshot of construction workers on site 1,Fouad el Khoury,1920-1931,1920/1931,still image,black-and-white photographs,1 photograph,6.9 cm x 11.4 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,construction|~|labor|~|physical labor|~|collective labor|~|gender roles|~|gender norms|~|working class|~|traditional attire,Iraq,Arab Image Foundation Photo Negatives
0002kh00102_DC01M.pdf,0002kh00102,ark:/21198/z1cg1h7v,ark:/21198/z1kw786s,2,Completed,Work,General view of the construction of the Bhannes Sanatorium sick ward 5,Fouad el Khoury,1923,1923,still image,black-and-white photographs,1 photograph,11.7 cm x 8.4 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,modern architecture|~|construction|~|mental health asylum|~|mental health|~|mental health facility|~|hospital|~|nature,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00103_DC01M.pdf,0002kh00103,ark:/21198/z1cg1h7v,ark:/21198/z1g46hfx,2,Completed,Work,General view of the construction of the Bhannes Sanatorium sick ward 6,Fouad el Khoury,1923,1923,still image,black-and-white photographs,1 photograph,12 cm x 8.4 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,modern architecture|~|construction|~|mental health asylum|~|mental health|~|mental health facility|~|hospital|~|nature,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00104_DC01M.pdf,0002kh00104,ark:/21198/z1cg1h7v,ark:/21198/z1bc5rmv,2,Completed,Work,General view of the construction of the Bhannes Sanatorium sick ward 7,Fouad el Khoury,1923,1923,still image,black-and-white photographs,1 photograph,11.8 cm x 8.4 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,modern architecture|~|construction|~|mental health asylum|~|mental health|~|mental health facility|~|hospital|~|nature|~|hierarchy|~|nationalism|~|french mandate,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00105_DC01M.pdf,0002kh00105,ark:/21198/z1cg1h7v,ark:/21198/z16m50wh,2,Completed,Work,General view of the construction of the Bhannes Sanatorium sick ward 8,Fouad el Khoury,1923,1923,still image,black-and-white photographs,1 photograph,1.5 cm x 8.4 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,modern architecture|~|construction|~|mental health asylum|~|mental health|~|mental health facility|~|hospital|~|nature,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00106_DC01M.pdf,0002kh00106,ark:/21198/z1cg1h7v,ark:/21198/z12v4873,2,Completed,Work,Group snapshot of formal dwellers,Fouad el Khoury,1923,1923,still image,black-and-white photographs,1 photograph,8.5 cm x 11.2 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,community|~|christian community|~|religion|~|catholicism|~|roman catholicism|~|religious attire|~|formal attire|~|gender norms|~|gender roles,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00107_DC01M.pdf,0002kh00107,ark:/21198/z1cg1h7v,ark:/21198/z1z33rv2,2,Completed,Work,Snapshot of construction workers on site 2,Fouad el Khoury,1920-1931,1920/1931,still image,black-and-white photographs,1 photograph,6.9 cm x 11.8 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,construction|~|labor|~|physical labor|~|collective labor|~|gender roles|~|gender norms|~|working class|~|traditional attire,Iraq,Arab Image Foundation Photo Negatives
0002kh00108_DC01M.pdf,0002kh00108,ark:/21198/z1cg1h7v,ark:/21198/z1tf1qfq,2,Completed,Work,General view of construction works of a road,Fouad el Khoury,1920-1931,1920/1931,still image,black-and-white photographs,1 photograph,6.9 cm x 11.6 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,construction|~|urbanism,Iraq,Arab Image Foundation Photo Negatives
0002kh00109_DC01M.pdf,0002kh00109,ark:/21198/z1cg1h7v,ark:/21198/z1pp0ztb,2,Completed,Work,Snapshot of construction workers on site 3,Fouad el Khoury,1920-1931,1920/1931,still image,black-and-white photographs,1 photograph,6.9 cm x 11.8 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,construction|~|labor|~|physical labor|~|collective labor|~|gender roles|~|gender norms|~|working class|~|traditional attire,Iraq,Arab Image Foundation Photo Negatives
0002kh00110_DC01M.pdf,0002kh00110,ark:/21198/z1cg1h7v,ark:/21198/z1jx071h,2,Completed,Work,Snapshot of the installation of the statue of Saint Vincent de Paul at the Bhannes Sanatorium,Fouad el Khoury,1923,1923,still image,black-and-white photographs,1 photograph,11.8 cm x 8.7 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,construction|~|labor|~|physical labor|~|sainthood|~|christianity|~|catholicism|~|roman catholicism|~|formal attire,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
