"Project Name","Parent ARK","Item ARK","Object Type","File Name","viewingHint","Text direction","AltIdentifier.local","Item Sequence","Title","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Name.repository","AltTitle.other","AltTitle.translated","AltTitle.uniform","Place of origin","Date.creation","Date.normalized","Format.extent","Format.dimensions","Support","Relation.rectoVerso","Description.note","Description.history","Description.condition","Coverage.temporal","Description.collation","Description.binding","Description.tableOfContents","Description.contents","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Ethiopic Manuscripts","ark:/21198/zz0009k8z1","ark:/21198/zz0009kjbk","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kjbk-1-master.tif","","","Ms. 31_9","13","Page 9","text","","pd","","amh|~|gez","","አዕማደ ምሥጢር|~|Amistu A'emada Misetir","The Pillars of Mystery","Catechism of the Ethiopian Church|~|dogma (doctrine) of the church","Ethiopia","20th c.","1900/1999","1 Page","194 mm x 123 mm","Vellum","","Introduction on Faith and Work ;  ""'In the name of the Father... I believe and stand firmly by the saying that the Father is the one who begets, I believe and stand firmly by the saying that the Son is the one who is begotten, I believe and stand firmly by the saying that the Holy Spirit is the one who proceeds [from the Father]. Even though I have spelled out three names  for  persons of the trinity, I believe in three persons, one God,' says the Christian person.""|~|The Pillars of Mystery አዕማደ ምሥጢር ; The Mystery of the Trinity ምሥጢረ ሥላሴ ; ""If someone asks which are  the Pillars of Mystery, they are the Mystery of Trinity, the Mystery of Incarnation, the Mystery of Baptism, the Mystery of Holy Communion (qurban), the Mystery of the Resurrection of the Dead...""","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kjbk",""
"Ethiopic Manuscripts","ark:/21198/zz0009k8z1","ark:/21198/zz0009kjc3","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kjc3-1-master.tif","","","Ms. 31_10","14","Page 10","text","","pd","","amh|~|gez","","አዕማደ ምሥጢር|~|Amistu A'emada Misetir","The Pillars of Mystery","Catechism of the Ethiopian Church|~|Dogma (doctrine) of the church","Ethiopia","20th c.","1900/1999","1 Page","194 mm x 123 mm","Vellum","","The Pillars of Mystery አዕማደ ምሥጢር ; The Mystery of the Trinity ምሥጢረ ሥላሴ ; ""If someone asks which are  the Pillars of Mystery, they are the Mystery of Trinity, the Mystery of Incarnation, the Mystery of Baptism, the Mystery of Holy Communion (qurban), the Mystery of the Resurrection of the Dead...""","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kjc3",""
"Ethiopic Manuscripts","ark:/21198/zz0009k8z1","ark:/21198/zz0009kjdm","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kjdm-1-master.tif","","","Ms. 31_11","15","Page 11","text","","pd","","amh|~|gez","","Amistu A'emada Misetir|~|አዕማደ ምሥጢር","The Pillars of Mystery","Catechism of the Ethiopian Church|~|Dogma (doctrine) of the church","Ethiopia","20th c.","1900/1999","1 Page","194 mm x 123 mm","Vellum","","The Pillars of Mystery አዕማደ ምሥጢር ; The Mystery of the Trinity ምሥጢረ ሥላሴ ; ""If someone asks which are  the Pillars of Mystery, they are the Mystery of Trinity, the Mystery of Incarnation, the Mystery of Baptism, the Mystery of Holy Communion (qurban), the Mystery of the Resurrection of the Dead...""","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kjdm",""
"Ethiopic Manuscripts","ark:/21198/zz0009k8z1","ark:/21198/zz0009kjf4","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kjf4-1-master.tif","","","Ms. 31_12","16","Page 12","text","","pd","","amh|~|gez","","አዕማደ ምሥጢር|~|Amistu A'emada Misetir","The Pillars of Mystery","Dogma (doctrine) of the church|~|Catechism of the Ethiopian Church","Ethiopia","20th c.","1900/1999","1 Page","194 mm x 123 mm","Vellum","","The Pillars of Mystery አዕማደ ምሥጢር ; The Mystery of the Trinity ምሥጢረ ሥላሴ ; ""If someone asks which are  the Pillars of Mystery, they are the Mystery of Trinity, the Mystery of Incarnation, the Mystery of Baptism, the Mystery of Holy Communion (qurban), the Mystery of the Resurrection of the Dead...""","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kjf4",""
"Ethiopic Manuscripts","ark:/21198/zz0009k8z1","ark:/21198/zz0009kjgn","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kjgn-1-master.tif","","","Ms. 31_13","17","Page 13","text","","pd","","amh|~|gez","","Amistu A'emada Misetir|~|አዕማደ ምሥጢር","The Pillars of Mystery","Catechism of the Ethiopian Church|~|Dogma (doctrine) of the church","Ethiopia","20th c.","1900/1999","1 Page","194 mm x 123 mm","Vellum","","The Pillars of Mystery አዕማደ ምሥጢር ; The Mystery of the Trinity ምሥጢረ ሥላሴ ; ""If someone asks which are  the Pillars of Mystery, they are the Mystery of Trinity, the Mystery of Incarnation, the Mystery of Baptism, the Mystery of Holy Communion (qurban), the Mystery of the Resurrection of the Dead...""","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kjgn",""
"Ethiopic Manuscripts","ark:/21198/zz0009k8z1","ark:/21198/zz0009kjh5","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kjh5-1-master.tif","","","Ms. 31_14","18","Page 14","text","","pd","","amh|~|gez","","Amistu A'emada Misetir|~|አዕማደ ምሥጢር","The Pillars of Mystery","Catechism of the Ethiopian Church|~|Dogma (doctrine) of the church","Ethiopia","20th c.","1900/1999","1 Page","194 mm x 123 mm","Vellum","","The Pillars of Mystery አዕማደ ምሥጢር ; The Mystery of the Trinity ምሥጢረ ሥላሴ ; ""If someone asks which are  the Pillars of Mystery, they are the Mystery of Trinity, the Mystery of Incarnation, the Mystery of Baptism, the Mystery of Holy Communion (qurban), the Mystery of the Resurrection of the Dead...""","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kjh5",""
"Ethiopic Manuscripts","ark:/21198/zz0009k8z1","ark:/21198/zz0009kjjp","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kjjp-1-master.tif","","","Ms. 31_15","19","Page 15","text","","pd","","amh|~|gez","","አዕማደ ምሥጢር|~|Amistu A'emada Misetir","The Pillars of Mystery","Catechism of the Ethiopian Church|~|Dogma (doctrine) of the church","Ethiopia","20th c.","1900/1999","1 Page","194 mm x 123 mm","Vellum","","The Pillars of Mystery አዕማደ ምሥጢር ; The Mystery of the Trinity ምሥጢረ ሥላሴ ; ""If someone asks which are  the Pillars of Mystery, they are the Mystery of Trinity, the Mystery of Incarnation, the Mystery of Baptism, the Mystery of Holy Communion (qurban), the Mystery of the Resurrection of the Dead...""","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kjjp",""
"Ethiopic Manuscripts","ark:/21198/zz0009k8z1","ark:/21198/zz0009kjk6","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kjk6-1-master.tif","","","Ms. 31_16","20","Page 16","text","","pd","","amh|~|gez","","Amistu A'emada Misetir|~|አዕማደ ምሥጢር","The Pillars of Mystery","Dogma (doctrine) of the church|~|Catechism of the Ethiopian Church","Ethiopia","20th c.","1900/1999","1 Page","194 mm x 123 mm","Vellum","","The Pillars of Mystery አዕማደ ምሥጢር ; The Mystery of the Trinity ምሥጢረ ሥላሴ ; ""If someone asks which are  the Pillars of Mystery, they are the Mystery of Trinity, the Mystery of Incarnation, the Mystery of Baptism, the Mystery of Holy Communion (qurban), the Mystery of the Resurrection of the Dead...""","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kjk6",""
"Ethiopic Manuscripts","ark:/21198/zz0009k8z1","ark:/21198/zz0009kjmq","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kjmq-1-master.tif","","","Ms. 31_17","21","Page 17","text","","pd","","amh|~|gez","","አዕማደ ምሥጢር|~|Amistu A'emada Misetir","The Pillars of Mystery","Dogma (doctrine) of the church|~|Catechism of the Ethiopian Church","Ethiopia","20th c.","1900/1999","1 Page","194 mm x 123 mm","Vellum","","The Pillars of Mystery አዕማደ ምሥጢር ; The Mystery of the Trinity ምሥጢረ ሥላሴ ; ""If someone asks which are  the Pillars of Mystery, they are the Mystery of Trinity, the Mystery of Incarnation, the Mystery of Baptism, the Mystery of Holy Communion (qurban), the Mystery of the Resurrection of the Dead...""","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kjmq",""
"Ethiopic Manuscripts","ark:/21198/zz0009k8z1","ark:/21198/zz0009kjn7","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kjn7-1-master.tif","","","Ms. 31_18","22","Page 18","text","","pd","","amh|~|gez","","Amistu A'emada Misetir|~|አዕማደ ምሥጢር","The Pillars of Mystery","Dogma (doctrine) of the church|~|Catechism of the Ethiopian Church","Ethiopia","20th c.","1900/1999","1 Page","194 mm x 123 mm","Vellum","","The Pillars of Mystery አዕማደ ምሥጢር ; The Mystery of the Trinity ምሥጢረ ሥላሴ ; ""If someone asks which are  the Pillars of Mystery, they are the Mystery of Trinity, the Mystery of Incarnation, the Mystery of Baptism, the Mystery of Holy Communion (qurban), the Mystery of the Resurrection of the Dead...""","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kjn7",""
"Ethiopic Manuscripts","ark:/21198/zz0009k8z1","ark:/21198/zz0009kjpr","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kjpr-1-master.tif","","","Ms. 31_19","23","Page 19","text","","pd","","amh|~|gez","","አዕማደ ምሥጢር|~|Amistu A'emada Misetir","The Pillars of Mystery","Dogma (doctrine) of the church|~|Catechism of the Ethiopian Church","Ethiopia","20th c.","1900/1999","1 Page","194 mm x 123 mm","Vellum","","The Pillars of Mystery አዕማደ ምሥጢር ; The Mystery of the Trinity ምሥጢረ ሥላሴ ; ""If someone asks which are  the Pillars of Mystery, they are the Mystery of Trinity, the Mystery of Incarnation, the Mystery of Baptism, the Mystery of Holy Communion (qurban), the Mystery of the Resurrection of the Dead...""","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kjpr",""
"Ethiopic Manuscripts","ark:/21198/zz0009k8z1","ark:/21198/zz0009kjq8","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kjq8-1-master.tif","","","Ms. 31_20","24","Page 20","text","","pd","","amh|~|gez","","አዕማደ ምሥጢር|~|Amistu A'emada Misetir","The Pillars of Mystery","Catechism of the Ethiopian Church|~|Dogma (doctrine) of the church","Ethiopia","20th c.","1900/1999","1 Page","194 mm x 123 mm","Vellum","","The Pillars of Mystery አዕማደ ምሥጢር ; The Mystery of the Trinity ምሥጢረ ሥላሴ ; ""If someone asks which are  the Pillars of Mystery, they are the Mystery of Trinity, the Mystery of Incarnation, the Mystery of Baptism, the Mystery of Holy Communion (qurban), the Mystery of the Resurrection of the Dead...""","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kjq8",""
"Ethiopic Manuscripts","ark:/21198/zz0009k8z1","ark:/21198/zz0009kjrs","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kjrs-1-master.tif","","","Ms. 31_21","25","Page 21","text","","pd","","amh|~|gez","","አዕማደ ምሥጢር|~|Amistu A'emada Misetir","The Pillars of Mystery","Catechism of the Ethiopian Church|~|Dogma (doctrine) of the church","Ethiopia","20th c.","1900/1999","1 Page","194 mm x 123 mm","Vellum","","The Pillars of Mystery አዕማደ ምሥጢር ; The Mystery of the Trinity ምሥጢረ ሥላሴ ; ""If someone asks which are  the Pillars of Mystery, they are the Mystery of Trinity, the Mystery of Incarnation, the Mystery of Baptism, the Mystery of Holy Communion (qurban), the Mystery of the Resurrection of the Dead...""","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kjrs",""
"Ethiopic Manuscripts","ark:/21198/zz0009k8z1","ark:/21198/zz0009kjs9","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kjs9-1-master.tif","","","Ms. 31_22","26","Page 22","text","","pd","","amh|~|gez","","አዕማደ ምሥጢር|~|Amistu A'emada Misetir","The Pillars of Mystery","Dogma (doctrine) of the church|~|Catechism of the Ethiopian Church","Ethiopia","20th c.","1900/1999","1 Page","194 mm x 123 mm","Vellum","","The Pillars of Mystery አዕማደ ምሥጢር ; The Mystery of the Trinity ምሥጢረ ሥላሴ ; ""If someone asks which are  the Pillars of Mystery, they are the Mystery of Trinity, the Mystery of Incarnation, the Mystery of Baptism, the Mystery of Holy Communion (qurban), the Mystery of the Resurrection of the Dead...""","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kjs9",""
"Ethiopic Manuscripts","ark:/21198/zz0009k8z1","ark:/21198/zz0009kjtt","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kjtt-1-master.tif","","","Ms. 31_23","27","Page 23","text","","pd","","amh|~|gez","","Amistu A'emada Misetir|~|አዕማደ ምሥጢር","The Pillars of Mystery","Dogma (doctrine) of the church|~|Catechism of the Ethiopian Church","Ethiopia","20th c.","1900/1999","1 Page","194 mm x 123 mm","Vellum","","The Pillars of Mystery አዕማደ ምሥጢር ; The Mystery of the Trinity ምሥጢረ ሥላሴ ; ""If someone asks which are  the Pillars of Mystery, they are the Mystery of Trinity, the Mystery of Incarnation, the Mystery of Baptism, the Mystery of Holy Communion (qurban), the Mystery of the Resurrection of the Dead...""","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kjtt",""
"Ethiopic Manuscripts","ark:/21198/zz0009k8z1","ark:/21198/zz0009kjvb","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kjvb-1-master.tif","","","Ms. 31_24","28","Page 24","text","","pd","","amh|~|gez","","አዕማደ ምሥጢር|~|Amistu A'emada Misetir","The Pillars of Mystery","Dogma (doctrine) of the church|~|Catechism of the Ethiopian Church","Ethiopia","20th c.","1900/1999","1 Page","194 mm x 123 mm","Vellum","","The Pillars of Mystery አዕማደ ምሥጢር ; The Mystery of the Trinity ምሥጢረ ሥላሴ ; ""If someone asks which are  the Pillars of Mystery, they are the Mystery of Trinity, the Mystery of Incarnation, the Mystery of Baptism, the Mystery of Holy Communion (qurban), the Mystery of the Resurrection of the Dead...""","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kjvb",""
"Ethiopic Manuscripts","ark:/21198/zz0009k8z1","ark:/21198/zz0009kjwv","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kjwv-1-master.tif","","","Ms. 31_25","29","Page 25","text","","pd","","amh|~|gez","","Amistu A'emada Misetir|~|አዕማደ ምሥጢር","The Pillars of Mystery","Dogma (doctrine) of the church|~|Catechism of the Ethiopian Church","Ethiopia","20th c.","1900/1999","1 Page","194 mm x 123 mm","Vellum","","The Pillars of Mystery አዕማደ ምሥጢር ; The Mystery of the Trinity ምሥጢረ ሥላሴ ; ""If someone asks which are  the Pillars of Mystery, they are the Mystery of Trinity, the Mystery of Incarnation, the Mystery of Baptism, the Mystery of Holy Communion (qurban), the Mystery of the Resurrection of the Dead...""","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kjwv",""
"Ethiopic Manuscripts","ark:/21198/zz0009k8z1","ark:/21198/zz0009kjxc","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kjxc-1-master.tif","","","Ms. 31_26","30","Page 26","text","","pd","","amh|~|gez","","Amistu A'emada Misetir|~|አዕማደ ምሥጢር","The Pillars of Mystery","Dogma (doctrine) of the church|~|Catechism of the Ethiopian Church","Ethiopia","20th c.","1900/1999","1 Page","194 mm x 123 mm","Vellum","","The Pillars of Mystery አዕማደ ምሥጢር ; The Mystery of the Trinity ምሥጢረ ሥላሴ ; ""If someone asks which are  the Pillars of Mystery, they are the Mystery of Trinity, the Mystery of Incarnation, the Mystery of Baptism, the Mystery of Holy Communion (qurban), the Mystery of the Resurrection of the Dead...""","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kjxc",""
"Ethiopic Manuscripts","ark:/21198/zz0009k8z1","ark:/21198/zz0009kjzw","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kjzw-1-master.tif","","","Ms. 31_27","31","Page 27","text","","pd","","amh|~|gez","","Amistu A'emada Misetir|~|አዕማደ ምሥጢር","The Pillars of Mystery","Dogma (doctrine) of the church|~|Catechism of the Ethiopian Church","Ethiopia","20th c.","1900/1999","1 Page","194 mm x 123 mm","Vellum","","The Pillars of Mystery አዕማደ ምሥጢር ; The Mystery of the Trinity ምሥጢረ ሥላሴ ; ""If someone asks which are  the Pillars of Mystery, they are the Mystery of Trinity, the Mystery of Incarnation, the Mystery of Baptism, the Mystery of Holy Communion (qurban), the Mystery of the Resurrection of the Dead...""","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kjzw",""
"Ethiopic Manuscripts","ark:/21198/zz0009k8z1","ark:/21198/zz0009kk0w","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kk0w-1-master.tif","","","Ms. 31_28","32","Page 28","text","","pd","","amh|~|gez","","Amistu A'emada Misetir|~|አዕማደ ምሥጢር","The Pillars of Mystery","Dogma (doctrine) of the church|~|Catechism of the Ethiopian Church","Ethiopia","20th c.","1900/1999","1 Page","194 mm x 123 mm","Vellum","","The Pillars of Mystery አዕማደ ምሥጢር ; The Mystery of the Trinity ምሥጢረ ሥላሴ ; ""If someone asks which are  the Pillars of Mystery, they are the Mystery of Trinity, the Mystery of Incarnation, the Mystery of Baptism, the Mystery of Holy Communion (qurban), the Mystery of the Resurrection of the Dead...""","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kk0w",""
"Ethiopic Manuscripts","ark:/21198/zz0009k8z1","ark:/21198/zz0009kk1d","Page","Masters/dlmasters/ethiopian/masters/21198-zz0009kk1d-1-master.tif","","","Ms. 31_29","33","Page 29","text","","pd","","amh|~|gez","","አዕማደ ምሥጢር|~|Amistu A'emada Misetir","The Pillars of Mystery","Dogma (doctrine) of the church|~|Catechism of the Ethiopian Church","Ethiopia","20th c.","1900/1999","1 Page","194 mm x 123 mm","Vellum","","The Pillars of Mystery አዕማደ ምሥጢር ; The Mystery of the Trinity ምሥጢረ ሥላሴ ; ""If someone asks which are  the Pillars of Mystery, they are the Mystery of Trinity, the Mystery of Incarnation, the Mystery of Baptism, the Mystery of Holy Communion (qurban), the Mystery of the Resurrection of the Dead...""","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009kk1d",""
