Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Title,Rights.copyrightStatus,Name.subject,Rights.countryCreation,Language,Subject,Rights.servicesContact,Name.repository,Rights.creatorCorporate,Type.genre,Rights.rightsHolderContact,Type.typeOfResource,Name.producer,Name.creator,Name.director,Alt ID.local,Opac url,Date.creation,Format.extent,Description.holdings,Relation.isPartOf,Date.normalized,Description.tableOfContents,AltTitle.uniform,IIIF Access URL,Waveform,media.width,media.height,media.duration,media.format,IIIF Manifest URL
UCLA Preserved Silent Animation,ark:/21198/z1j11vbd,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/reencode/Indoor_Sports_S.mp4,Indoor Sports with Musical Score,pd,,United States,,,,UCLA Film and Television Archive,,,,moving image,International News Corp.,Paul D. Robinson (animator),,,,1920,02m 18s,,,1920,"Based on the newspaper comic panels of Thomas &quot;Tad&quot; Dorgan, this animated cartoon is one of a short series produced in 1920 by William Randolph Hearst&#39;s International Film Service. Tad&#39;s comic strips alternated between <span class='notes-film-title'>Indoor Sports</span> (gags inside the office, drugstore, or pool hall) and Outdoor Sports (taking shots at sports figures and their fans). Dorgan himself is credited with creating the many popular slang expressions used in his comic strips, many of which are still in use today (phrases like &quot;hardboiled,&quot; &quot;dumbbell,&quot; and &quot;drugstore cowboy,&quot; to name but a few). His other comic strips included <span class='notes-film-title'>Johnny Wise</span>, <span class='notes-film-title'>Daffydills</span>, and <span class='notes-film-title'>Judge Rummy</span>. The <span class='notes-film-title'>Indoor Sports</span> strips were published by Hearst&#39;s International Feature Syndicate, which led to their being adapted to the movie screen by Hearst&#39;s own animation studio. Dorgan himself had little to do with the screen adaptations. This particular short was animated by Paul D. Robinson, a budding cartoonist who would go on to fame and fortune as the creator of <span class='notes-film-title'>Etta Kett</span>, a popular comic strip for Hearst&#39;s King Features which ran almost 50 years, from 1925 to 1974.  —Jerry Beck, Senior Film Preservationist, UCLA Film & Television Archive<br><br>""Both subjects were preserved in the early 1980s from nitrate prints which remain in good, if today more shrunken, condition.  UCLA has preserved two additional """"Indoor Sports"""" subjects; this is the only one of the three that is a relatively complete subject, with main and end titles intact.  For its more recent preservation efforts, UCLA frequently restores missing title cards by copying them from other sources, when a title is generic, or re-creating them to a semblance of what they should have looked like originally."" —Jere Guldin, Senior Film Preservationist, UCLA Film & Television Archive",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:fata/pairtree_root/21/19/8=/z1/j1/1v/bd/21198=z1j11vbd/ark%2B=21198=z1j11vbd.mp4{},,272,180,138.112,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j11vbd/manifest
UCLA Preserved Silent Animation,ark:/21198/z1db9t0d,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/reencode/Indoor_Sports_VO.mp4,Indoor Sports with Preservationists' Voiceover,pd,,United States,,,,UCLA Film and Television Archive,,,,moving image,International News Corp.,Paul D. Robinson (animator),,,,1920,02m 18s,,,1920,"Based on the newspaper comic panels of Thomas &quot;Tad&quot; Dorgan, this animated cartoon is one of a short series produced in 1920 by William Randolph Hearst&#39;s International Film Service. Tad&#39;s comic strips alternated between <span class='notes-film-title'>Indoor Sports</span> (gags inside the office, drugstore, or pool hall) and Outdoor Sports (taking shots at sports figures and their fans). Dorgan himself is credited with creating the many popular slang expressions used in his comic strips, many of which are still in use today (phrases like &quot;hardboiled,&quot; &quot;dumbbell,&quot; and &quot;drugstore cowboy,&quot; to name but a few). His other comic strips included <span class='notes-film-title'>Johnny Wise</span>, <span class='notes-film-title'>Daffydills</span>, and <span class='notes-film-title'>Judge Rummy</span>. The <span class='notes-film-title'>Indoor Sports</span> strips were published by Hearst&#39;s International Feature Syndicate, which led to their being adapted to the movie screen by Hearst&#39;s own animation studio. Dorgan himself had little to do with the screen adaptations. This particular short was animated by Paul D. Robinson, a budding cartoonist who would go on to fame and fortune as the creator of <span class='notes-film-title'>Etta Kett</span>, a popular comic strip for Hearst&#39;s King Features which ran almost 50 years, from 1925 to 1974.  —Jerry Beck, Senior Film Preservationist, UCLA Film & Television Archive<br><br>""Both subjects were preserved in the early 1980s from nitrate prints which remain in good, if today more shrunken, condition.  UCLA has preserved two additional """"Indoor Sports"""" subjects; this is the only one of the three that is a relatively complete subject, with main and end titles intact.  For its more recent preservation efforts, UCLA frequently restores missing title cards by copying them from other sources, when a title is generic, or re-creating them to a semblance of what they should have looked like originally."" —Jere Guldin, Senior Film Preservationist, UCLA Film & Television Archive",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:fata/pairtree_root/21/19/8=/z1/db/9t/0d/21198=z1db9t0d/ark%2B=21198=z1db9t0d.mp4{},,272,180,138.112,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1db9t0d/manifest
UCLA Preserved Silent Animation,ark:/21198/z18k927m,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/reencode/Joy_And_Glooms_NFPF.mp4,Joys and Glooms (Original Silent),pd,,United States,,,,UCLA Film and Television Archive,,,,moving image,International News Corp.,John C. Terry (animator),,,,1921,02m 37s,,,1921,"""Thomas E. Powers (1870-1937) was one of the most popular cartoonists of the early 20th Century. Beloved by U.S. presidents for his editorial cartoons, he was one of the earliest to draw a color newspaper comic strip. One of the trademarks of his print cartoons was the appearance of several little elves, seen along the borders and on the sides of the panels, labeled &quot;Joys&quot; and &quot;Glooms.&quot; """"Glooms"""" were dour imps with black beards, and the round-shaped """"Joys"""" always wore happy grins. If optimism was in order, """"Joy"""" chased """"Gloom,"""" and vice versa. The shorts based on Powers&#39; comics were just as innovative as his print panels. This film, <span class='notes-film-title'>Her Minute</span> (1921), proves that over eighty years later, some habits and attitudes never change. Animator John Terry (Paul&#39;s brother) makes creative use of the screen by dividing it into sections and using black screens that provide humorous commentary or indicate the characters&#39; inner feelings to the audience. The &quot;Joys and Glooms&quot; were a regular component in Hearst&#39;s International Newsreel, distributed to theatres in the 1920s by Universal Pictures.""  —Jerry Beck, Senior Film Preservationist, UCLA Film & Television Archive<br><br>""Both subjects were preserved in the early 1980s from nitrate prints which remain in good, if today more shrunken, condition.  UCLA has preserved two additional """"Indoor Sports"""" subjects; this is the only one of the three that is a relatively complete subject, with main and end titles intact.  For its more recent preservation efforts, UCLA frequently restores missing title cards by copying them from other sources, when a title is generic, or re-creating them to a semblance of what they should have looked like originally."" —Jere Guldin, Senior Film Preservationist, UCLA Film & Television Archive",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:fata/pairtree_root/21/19/8=/z1/8k/92/7m/21198=z18k927m/ark%2B=21198=z18k927m.mp4{},,318,240,157.846,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18k927m/manifest
UCLA Preserved Silent Animation,ark:/21198/z14t89gf,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/reencode/Joy_And_Glooms_P.mp4,Joys and Glooms with Piano Accompaniment,pd,,United States,,,,UCLA Film and Television Archive,,,,moving image,International News Corp.,John C. Terry (animator),,,,1921,02m 41s,,,1921,"""Thomas E. Powers (1870-1937) was one of the most popular cartoonists of the early 20th Century. Beloved by U.S. presidents for his editorial cartoons, he was one of the earliest to draw a color newspaper comic strip. One of the trademarks of his print cartoons was the appearance of several little elves, seen along the borders and on the sides of the panels, labeled &quot;Joys&quot; and &quot;Glooms.&quot; """"Glooms"""" were dour imps with black beards, and the round-shaped """"Joys"""" always wore happy grins. If optimism was in order, """"Joy"""" chased """"Gloom,"""" and vice versa. The shorts based on Powers&#39; comics were just as innovative as his print panels. This film, <span class='notes-film-title'>Her Minute</span> (1921), proves that over eighty years later, some habits and attitudes never change. Animator John Terry (Paul&#39;s brother) makes creative use of the screen by dividing it into sections and using black screens that provide humorous commentary or indicate the characters&#39; inner feelings to the audience. The &quot;Joys and Glooms&quot; were a regular component in Hearst&#39;s International Newsreel, distributed to theatres in the 1920s by Universal Pictures.""  —Jerry Beck, Senior Film Preservationist, UCLA Film & Television Archive<br><br>""Both subjects were preserved in the early 1980s from nitrate prints which remain in good, if today more shrunken, condition.  UCLA has preserved two additional """"Indoor Sports"""" subjects; this is the only one of the three that is a relatively complete subject, with main and end titles intact.  For its more recent preservation efforts, UCLA frequently restores missing title cards by copying them from other sources, when a title is generic, or re-creating them to a semblance of what they should have looked like originally."" —Jere Guldin, Senior Film Preservationist, UCLA Film & Television Archive",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:fata/pairtree_root/21/19/8=/z1/4t/89/gf/21198=z14t89gf/ark%2B=21198=z14t89gf.mp4{},,320,240,161.707,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14t89gf/manifest
UCLA Preserved Silent Animation,ark:/21198/z1127jqk,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/reencode/Joy_And_Glooms_S.mp4,Joys and Glooms with Musical Score,pd,,United States,,,,UCLA Film and Television Archive,,,,moving image,International News Corp.,John C. Terry (animator),,,,1921,02m 41s,,,1921,"""Thomas E. Powers (1870-1937) was one of the most popular cartoonists of the early 20th Century. Beloved by U.S. presidents for his editorial cartoons, he was one of the earliest to draw a color newspaper comic strip. One of the trademarks of his print cartoons was the appearance of several little elves, seen along the borders and on the sides of the panels, labeled &quot;Joys&quot; and &quot;Glooms.&quot; """"Glooms"""" were dour imps with black beards, and the round-shaped """"Joys"""" always wore happy grins. If optimism was in order, """"Joy"""" chased """"Gloom,"""" and vice versa. The shorts based on Powers&#39; comics were just as innovative as his print panels. This film, <span class='notes-film-title'>Her Minute</span> (1921), proves that over eighty years later, some habits and attitudes never change. Animator John Terry (Paul&#39;s brother) makes creative use of the screen by dividing it into sections and using black screens that provide humorous commentary or indicate the characters&#39; inner feelings to the audience. The &quot;Joys and Glooms&quot; were a regular component in Hearst&#39;s International Newsreel, distributed to theatres in the 1920s by Universal Pictures.""  —Jerry Beck, Senior Film Preservationist, UCLA Film & Television Archive<br><br>""Both subjects were preserved in the early 1980s from nitrate prints which remain in good, if today more shrunken, condition.  UCLA has preserved two additional """"Indoor Sports"""" subjects; this is the only one of the three that is a relatively complete subject, with main and end titles intact.  For its more recent preservation efforts, UCLA frequently restores missing title cards by copying them from other sources, when a title is generic, or re-creating them to a semblance of what they should have looked like originally."" —Jere Guldin, Senior Film Preservationist, UCLA Film & Television Archive",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:fata/pairtree_root/21/19/8=/z1/12/7j/qk/21198=z1127jqk/ark%2B=21198=z1127jqk.mp4{},,320,240,161.707,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1127jqk/manifest
UCLA Preserved Silent Animation,ark:/21198/z1w97284,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/reencode/Joy_And_Glooms_VO.mp4,Joys and Glooms with Preservationists' Voiceover,pd,,United States,,,,UCLA Film and Television Archive,,,,moving image,International News Corp.,John C. Terry (animator),,,,1921,02m 41s,,,1921,"""Thomas E. Powers (1870-1937) was one of the most popular cartoonists of the early 20th Century. Beloved by U.S. presidents for his editorial cartoons, he was one of the earliest to draw a color newspaper comic strip. One of the trademarks of his print cartoons was the appearance of several little elves, seen along the borders and on the sides of the panels, labeled &quot;Joys&quot; and &quot;Glooms.&quot; """"Glooms"""" were dour imps with black beards, and the round-shaped """"Joys"""" always wore happy grins. If optimism was in order, """"Joy"""" chased """"Gloom,"""" and vice versa. The shorts based on Powers&#39; comics were just as innovative as his print panels. This film, <span class='notes-film-title'>Her Minute</span> (1921), proves that over eighty years later, some habits and attitudes never change. Animator John Terry (Paul&#39;s brother) makes creative use of the screen by dividing it into sections and using black screens that provide humorous commentary or indicate the characters&#39; inner feelings to the audience. The &quot;Joys and Glooms&quot; were a regular component in Hearst&#39;s International Newsreel, distributed to theatres in the 1920s by Universal Pictures.""  —Jerry Beck, Senior Film Preservationist, UCLA Film & Television Archive<br><br>""Both subjects were preserved in the early 1980s from nitrate prints which remain in good, if today more shrunken, condition.  UCLA has preserved two additional """"Indoor Sports"""" subjects; this is the only one of the three that is a relatively complete subject, with main and end titles intact.  For its more recent preservation efforts, UCLA frequently restores missing title cards by copying them from other sources, when a title is generic, or re-creating them to a semblance of what they should have looked like originally."" —Jere Guldin, Senior Film Preservationist, UCLA Film & Television Archive",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:fata/pairtree_root/21/19/8=/z1/w9/72/84/21198=z1w97284/ark%2B=21198=z1w97284.mp4{},,320,240,161.707,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w97284/manifest
UCLA Preserved Silent Animation,ark:/21198/z1030hm6,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/reencode/The_Enchanted_Drawing_NFPF.mp4,The Enchanted Drawing (Original Silent),pd,"Blackton, James Stuart, 1875-1941",United States,,,,UCLA Film and Television Archive,,,,moving image,Edison,,,,,1900,01m 36s,,,1900,"Cartoonist J. Stuart Blackton (1875-1941) was born in England and immigrated to the United States at the age of ten. In 1895, after a brief stint in vaudeville, Blackton became a reporter and cartoonist for the <span class='notes-film-title'>New York Evening World</span>. A year later, Blackton was working for Thomas Edison&#39;s film company, where he appeared on screen (as he does here) doing &quot;Lightning Sketches&quot; -- drawing at a rapid speed to the delight of onlookers. Inspired by Edison&#39;s motion pictures, Blackton co-founded the Vitagraph studio to create films and distribute them to early nickelodeons. Blackton&#39;s <span class='notes-film-title'>The Enchanted Drawing</span>, released in 1900, is considered one of the forerunners of animated films to come. It&#39;s more appropriately a &quot;trick film,&quot; employing stop-action techniques pioneered by Georges Melies to make a sketched face, cigars, a bottle of wine, and a hat appear as real objects after being drawn. Blackton&#39;s animated chalk talk, <span class='notes-film-title'>Humorous Phases of Funny Faces</span> (1906), was a more significant contribution to the art of animation, but <span class='notes-film-title'>The Enchanted Drawing</span> is an important step in the right direction. Blackton went on to pioneer hand-drawn animation (<span class='notes-film-title'>Humorous Phases of Funny Faces</span>) and stop motion (<span class='notes-film-title'>The Haunted Hotel</span>, 1907), and has been rightly dubbed the Father of American Animation.  —Jerry Beck, Senior Film Preservationist, UCLA Film & Television Archive<br><br>""In the early days of the motion picture, the only way a film could be copyrighted was by treating it as if it were an item of print, like a book. Many of the films made prior to 1915 exist today only because they were copied frame-by-frame onto rolls of photographic paper which were then deposited with the Library of Congress for copyright purposes.  In the 1950s, the Library instituted a program to re-photograph these """"paper print"""" rolls back to film.  To economize, most were shot only on smaller-gauge 16mm negative rather than their original 35mm format.  In the 1980s, the Library contracted UCLA to copy again the paper prints--this time to 35mm film--on one of the two original machines constructed three decades earlier for this purpose, which the Archive had acquired.  The quality of the re-photographed paper prints depends on their storage condition over the years and how well the prints were copied to paper originally, some being soft and unsteady, others crisp and appearing practically pristine."" —Jere Guldin, Senior Film Preservationist, UCLA Film & Television Archive",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:fata/pairtree_root/21/19/8=/z1/03/0h/m6/21198=z1030hm6/ark%2B=21198=z1030hm6.mp4{},,310,240,96.064,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1030hm6/manifest
UCLA Preserved Silent Animation,ark:/21198/z1vb0166,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/reencode/The_Enchanted_Drawing_P.mp4,The Enchanted Drawing with Piano Accompaniment,pd,"Blackton, James Stuart, 1875-1941",United States,,,,UCLA Film and Television Archive,,,,moving image,Edison,,,,,1900,01m 39s,,,1900,"Cartoonist J. Stuart Blackton (1875-1941) was born in England and immigrated to the United States at the age of ten. In 1895, after a brief stint in vaudeville, Blackton became a reporter and cartoonist for the <span class='notes-film-title'>New York Evening World</span>. A year later, Blackton was working for Thomas Edison&#39;s film company, where he appeared on screen (as he does here) doing &quot;Lightning Sketches&quot; -- drawing at a rapid speed to the delight of onlookers. Inspired by Edison&#39;s motion pictures, Blackton co-founded the Vitagraph studio to create films and distribute them to early nickelodeons. Blackton&#39;s <span class='notes-film-title'>The Enchanted Drawing</span>, released in 1900, is considered one of the forerunners of animated films to come. It&#39;s more appropriately a &quot;trick film,&quot; employing stop-action techniques pioneered by Georges Melies to make a sketched face, cigars, a bottle of wine, and a hat appear as real objects after being drawn. Blackton&#39;s animated chalk talk, <span class='notes-film-title'>Humorous Phases of Funny Faces</span> (1906), was a more significant contribution to the art of animation, but <span class='notes-film-title'>The Enchanted Drawing</span> is an important step in the right direction. Blackton went on to pioneer hand-drawn animation (<span class='notes-film-title'>Humorous Phases of Funny Faces</span>) and stop motion (<span class='notes-film-title'>The Haunted Hotel</span>, 1907), and has been rightly dubbed the Father of American Animation.  —Jerry Beck, Senior Film Preservationist, UCLA Film & Television Archive<br><br>""In the early days of the motion picture, the only way a film could be copyrighted was by treating it as if it were an item of print, like a book. Many of the films made prior to 1915 exist today only because they were copied frame-by-frame onto rolls of photographic paper which were then deposited with the Library of Congress for copyright purposes.  In the 1950s, the Library instituted a program to re-photograph these """"paper print"""" rolls back to film.  To economize, most were shot only on smaller-gauge 16mm negative rather than their original 35mm format.  In the 1980s, the Library contracted UCLA to copy again the paper prints--this time to 35mm film--on one of the two original machines constructed three decades earlier for this purpose, which the Archive had acquired.  The quality of the re-photographed paper prints depends on their storage condition over the years and how well the prints were copied to paper originally, some being soft and unsteady, others crisp and appearing practically pristine."" —Jere Guldin, Senior Film Preservationist, UCLA Film & Television Archive",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:fata/pairtree_root/21/19/8=/z1/vb/01/66/21198=z1vb0166/ark%2B=21198=z1vb0166.mp4{},,310,240,99.072,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vb0166/manifest
UCLA Preserved Silent Animation,ark:/21198/z1qj98fg,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/reencode/The_Enchanted_Drawing_S.mp4,The Enchanted Drawing with Musical Score,pd,"Blackton, James Stuart, 1875-1941",United States,,,,UCLA Film and Television Archive,,,,moving image,Edison,,,,,1900,01m 39s,,,1900,"Cartoonist J. Stuart Blackton (1875-1941) was born in England and immigrated to the United States at the age of ten. In 1895, after a brief stint in vaudeville, Blackton became a reporter and cartoonist for the <span class='notes-film-title'>New York Evening World</span>. A year later, Blackton was working for Thomas Edison&#39;s film company, where he appeared on screen (as he does here) doing &quot;Lightning Sketches&quot; -- drawing at a rapid speed to the delight of onlookers. Inspired by Edison&#39;s motion pictures, Blackton co-founded the Vitagraph studio to create films and distribute them to early nickelodeons. Blackton&#39;s <span class='notes-film-title'>The Enchanted Drawing</span>, released in 1900, is considered one of the forerunners of animated films to come. It&#39;s more appropriately a &quot;trick film,&quot; employing stop-action techniques pioneered by Georges Melies to make a sketched face, cigars, a bottle of wine, and a hat appear as real objects after being drawn. Blackton&#39;s animated chalk talk, <span class='notes-film-title'>Humorous Phases of Funny Faces</span> (1906), was a more significant contribution to the art of animation, but <span class='notes-film-title'>The Enchanted Drawing</span> is an important step in the right direction. Blackton went on to pioneer hand-drawn animation (<span class='notes-film-title'>Humorous Phases of Funny Faces</span>) and stop motion (<span class='notes-film-title'>The Haunted Hotel</span>, 1907), and has been rightly dubbed the Father of American Animation.  —Jerry Beck, Senior Film Preservationist, UCLA Film & Television Archive<br><br>""In the early days of the motion picture, the only way a film could be copyrighted was by treating it as if it were an item of print, like a book. Many of the films made prior to 1915 exist today only because they were copied frame-by-frame onto rolls of photographic paper which were then deposited with the Library of Congress for copyright purposes.  In the 1950s, the Library instituted a program to re-photograph these """"paper print"""" rolls back to film.  To economize, most were shot only on smaller-gauge 16mm negative rather than their original 35mm format.  In the 1980s, the Library contracted UCLA to copy again the paper prints--this time to 35mm film--on one of the two original machines constructed three decades earlier for this purpose, which the Archive had acquired.  The quality of the re-photographed paper prints depends on their storage condition over the years and how well the prints were copied to paper originally, some being soft and unsteady, others crisp and appearing practically pristine."" —Jere Guldin, Senior Film Preservationist, UCLA Film & Television Archive",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:fata/pairtree_root/21/19/8=/z1/qj/98/fg/21198=z1qj98fg/ark%2B=21198=z1qj98fg.mp4{},,310,240,99.072,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qj98fg/manifest
UCLA Preserved Silent Animation,ark:/21198/z1kw775x,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/reencode/The_Enchanted_Drawing_VO.mp4,The Enchanted Drawing with Preservationists' Voiceover,pd,"Blackton, James Stuart, 1875-1941",United States,,,,UCLA Film and Television Archive,,,,moving image,Edison,,,,,1900,01m 39s,,,1900,"Cartoonist J. Stuart Blackton (1875-1941) was born in England and immigrated to the United States at the age of ten. In 1895, after a brief stint in vaudeville, Blackton became a reporter and cartoonist for the <span class='notes-film-title'>New York Evening World</span>. A year later, Blackton was working for Thomas Edison&#39;s film company, where he appeared on screen (as he does here) doing &quot;Lightning Sketches&quot; -- drawing at a rapid speed to the delight of onlookers. Inspired by Edison&#39;s motion pictures, Blackton co-founded the Vitagraph studio to create films and distribute them to early nickelodeons. Blackton&#39;s <span class='notes-film-title'>The Enchanted Drawing</span>, released in 1900, is considered one of the forerunners of animated films to come. It&#39;s more appropriately a &quot;trick film,&quot; employing stop-action techniques pioneered by Georges Melies to make a sketched face, cigars, a bottle of wine, and a hat appear as real objects after being drawn. Blackton&#39;s animated chalk talk, <span class='notes-film-title'>Humorous Phases of Funny Faces</span> (1906), was a more significant contribution to the art of animation, but <span class='notes-film-title'>The Enchanted Drawing</span> is an important step in the right direction. Blackton went on to pioneer hand-drawn animation (<span class='notes-film-title'>Humorous Phases of Funny Faces</span>) and stop motion (<span class='notes-film-title'>The Haunted Hotel</span>, 1907), and has been rightly dubbed the Father of American Animation.  —Jerry Beck, Senior Film Preservationist, UCLA Film & Television Archive<br><br>""In the early days of the motion picture, the only way a film could be copyrighted was by treating it as if it were an item of print, like a book. Many of the films made prior to 1915 exist today only because they were copied frame-by-frame onto rolls of photographic paper which were then deposited with the Library of Congress for copyright purposes.  In the 1950s, the Library instituted a program to re-photograph these """"paper print"""" rolls back to film.  To economize, most were shot only on smaller-gauge 16mm negative rather than their original 35mm format.  In the 1980s, the Library contracted UCLA to copy again the paper prints--this time to 35mm film--on one of the two original machines constructed three decades earlier for this purpose, which the Archive had acquired.  The quality of the re-photographed paper prints depends on their storage condition over the years and how well the prints were copied to paper originally, some being soft and unsteady, others crisp and appearing practically pristine."" —Jere Guldin, Senior Film Preservationist, UCLA Film & Television Archive",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:fata/pairtree_root/21/19/8=/z1/kw/77/5x/21198=z1kw775x/ark%2B=21198=z1kw775x.mp4{},,310,240,99.072,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kw775x/manifest
UCLA Preserved Silent Animation,ark:/21198/z1g46gfh,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/reencode/The_Lost_World_Promo_NFPF.mp4,The Lost World - Promotional Film (Original Silent),pd,,United States,,,,UCLA Film and Television Archive,,,,moving image,,,,,,1925,03m 13s,,,1925,"If you thought <span class='notes-film-title'>Star Wars</span> was the first fantasy film to be exploited via toy and game merchandise, think again! The producers of <span class='notes-film-title'>The Lost World</span> (1925) knew they had a truly unique film on their hands &#45; and did everything they could to trumpet its release. The year 1925 also happened to be the height of a word puzzle craze in the United States, and plans were quickly drawn up to unite the two. This rare short promotional film features <span class='notes-film-title'>The Lost World</span> star Bessie Love, then at the height of her popularity, as well as cinema personalities and First National Pictures contractees, actor Milton Sills and director Lambert Hillyer, attempting to solve <span class='notes-film-title'>The Lost World</span> Puzzle, a product tie-in created specifically to hype the movie. In a clever twist, the puzzle&#39;s inventor, Bob Sherman, demonstrates the solution via stop-motion animation. The frame-by-frame technique shows how the pieces correctly fit together. Considering how <span class='notes-film-title'>The Lost World</span> was a pioneering stop-motion classic, it&#39;s quite appropriate that the promo employed this bit of movie magic. —Jerry Beck, Senior Film Preservationist, UCLA Film & Television Archive<br><br>For many years, <span class='notes-film-title'>The Lost World</span> could be seen only in abbreviated five-reel version 16mm prints, half the feature's original ten-reel length.  When UCLA Film & Television Archive preserved the trailer from a nitrate print, it was assumed these snippets of action were all that remained in 35mm from the film.  But it turned out that the film archive at George Eastman House held nitrate dupe negatives on three of the five reels; later, a battered, but more complete, nitrate print was discovered in an eastern European archive. Even so, the eventual restoration of <span class='notes-film-title'>The Lost World</span> (which is still missing some footage) made use of a couple of shots from the trailer which survived in no other form.  The nitrate prints of both the trailer and the promotional short for <span class='notes-film-title'>The Lost World</span> are now decomposed. —Jere Guldin, Senior Film Preservationist, UCLA Film & Television Archive",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:fata/pairtree_root/21/19/8=/z1/g4/6g/fh/21198=z1g46gfh/ark%2B=21198=z1g46gfh.mp4{},,316,240,193.003,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g46gfh/manifest
UCLA Preserved Silent Animation,ark:/21198/z1bc5qmf,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/reencode/The_Lost_World_Promo_P.mp4,The Lost World - Promotional Film with Piano Accompaniment,pd,,United States,,,,UCLA Film and Television Archive,,,,moving image,,,,,,1925,03m 18s,,,1925,"If you thought <span class='notes-film-title'>Star Wars</span> was the first fantasy film to be exploited via toy and game merchandise, think again! The producers of <span class='notes-film-title'>The Lost World</span> (1925) knew they had a truly unique film on their hands &#45; and did everything they could to trumpet its release. The year 1925 also happened to be the height of a word puzzle craze in the United States, and plans were quickly drawn up to unite the two. This rare short promotional film features <span class='notes-film-title'>The Lost World</span> star Bessie Love, then at the height of her popularity, as well as cinema personalities and First National Pictures contractees, actor Milton Sills and director Lambert Hillyer, attempting to solve <span class='notes-film-title'>The Lost World</span> Puzzle, a product tie-in created specifically to hype the movie. In a clever twist, the puzzle&#39;s inventor, Bob Sherman, demonstrates the solution via stop-motion animation. The frame-by-frame technique shows how the pieces correctly fit together. Considering how <span class='notes-film-title'>The Lost World</span> was a pioneering stop-motion classic, it&#39;s quite appropriate that the promo employed this bit of movie magic. —Jerry Beck, Senior Film Preservationist, UCLA Film & Television Archive<br><br>For many years, <span class='notes-film-title'>The Lost World</span> could be seen only in abbreviated five-reel version 16mm prints, half the feature's original ten-reel length.  When UCLA Film & Television Archive preserved the trailer from a nitrate print, it was assumed these snippets of action were all that remained in 35mm from the film.  But it turned out that the film archive at George Eastman House held nitrate dupe negatives on three of the five reels; later, a battered, but more complete, nitrate print was discovered in an eastern European archive. Even so, the eventual restoration of <span class='notes-film-title'>The Lost World</span> (which is still missing some footage) made use of a couple of shots from the trailer which survived in no other form.  The nitrate prints of both the trailer and the promotional short for <span class='notes-film-title'>The Lost World</span> are now decomposed. —Jere Guldin, Senior Film Preservationist, UCLA Film & Television Archive",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:fata/pairtree_root/21/19/8=/z1/bc/5q/mf/21198=z1bc5qmf/ark%2B=21198=z1bc5qmf.mp4{},,320,240,198.016,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bc5qmf/manifest
