File name,Item ARK,Parent ARK,Title,Object Type,Contributor.editor,Publisher.place,Date.issued (single),Language | code,TypeOfResource,Genre,Extent,Institution/Repository,Note.content,Rights.copyrightStatus,Rights.URI,Rights.publicationStatus,Rights.servicesContact,Subject.topic
catc_kwongwahpo_19751011.pdf,ark:/21198/z1932pd4,ark:/21198/z1f787wx,"Kwong Wah Po, 1975-10-11",Work,,"Havana, (Cuba)",1975-10-11,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19751013.pdf,ark:/21198/z15b1xr9,ark:/21198/z1f787wx,"Kwong Wah Po, 1975-10-13",Work,,"Havana, (Cuba)",1975-10-13,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19751014.pdf,ark:/21198/z11n9wcv,ark:/21198/z1f787wx,"Kwong Wah Po, 1975-10-14",Work,,"Havana, (Cuba)",1975-10-14,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19751015.pdf,ark:/21198/z1ww9d09,ark:/21198/z1f787wx,"Kwong Wah Po, 1975-10-15",Work,,"Havana, (Cuba)",1975-10-15,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19751016.pdf,ark:/21198/z1s48n9b,ark:/21198/z1f787wx,"Kwong Wah Po, 1975-10-16",Work,,"Havana, (Cuba)",1975-10-16,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19751017.pdf,ark:/21198/z1nc7wj5,ark:/21198/z1f787wx,"Kwong Wah Po, 1975-10-17",Work,,"Havana, (Cuba)",1975-10-17,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19751018.pdf,ark:/21198/z1hm74qg,ark:/21198/z1f787wx,"Kwong Wah Po, 1975-10-18",Work,,"Havana, (Cuba)",1975-10-18,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19751020.pdf,ark:/21198/z1cv6d05,ark:/21198/z1f787wx,"Kwong Wah Po, 1975-10-20",Work,,"Havana, (Cuba)",1975-10-20,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19751021.pdf,ark:/21198/z1835nbn,ark:/21198/z1f787wx,"Kwong Wah Po, 1975-10-21",Work,,"Havana, (Cuba)",1975-10-21,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19751022.pdf,ark:/21198/z14f3m06,ark:/21198/z1f787wx,"Kwong Wah Po, 1975-10-22",Work,,"Havana, (Cuba)",1975-10-22,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19751023.pdf,ark:/21198/z10p2vbc,ark:/21198/z1f787wx,"Kwong Wah Po, 1975-10-23",Work,,"Havana, (Cuba)",1975-10-23,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19751024.pdf,ark:/21198/z1vx2bwh,ark:/21198/z1f787wx,"Kwong Wah Po, 1975-10-24",Work,,"Havana, (Cuba)",1975-10-24,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19751025.pdf,ark:/21198/z1r51m3m,ark:/21198/z1f787wx,"Kwong Wah Po, 1975-10-25",Work,,"Havana, (Cuba)",1975-10-25,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19751027.pdf,ark:/21198/z1md0v90,ark:/21198/z1f787wx,"Kwong Wah Po, 1975-10-27",Work,,"Havana, (Cuba)",1975-10-27,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19751028.pdf,ark:/21198/z1gn03kn,ark:/21198/z1f787wx,"Kwong Wah Po, 1975-10-28",Work,,"Havana, (Cuba)",1975-10-28,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19751029.pdf,ark:/21198/z1bv9bzq,ark:/21198/z1f787wx,"Kwong Wah Po, 1975-10-29",Work,,"Havana, (Cuba)",1975-10-29,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19751030.pdf,ark:/21198/z17679k4,ark:/21198/z1f787wx,"Kwong Wah Po, 1975-10-30",Work,,"Havana, (Cuba)",1975-10-30,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19751031.pdf,ark:/21198/z13f6jzr,ark:/21198/z1f787wx,"Kwong Wah Po, 1975-10-31",Work,,"Havana, (Cuba)",1975-10-31,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19761002.pdf,ark:/21198/z1zp62fd,ark:/21198/z1f787wx,"Kwong Wah Po, 1976-10-02",Work,,"Havana, (Cuba)",1976-10-02,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19761004.pdf,ark:/21198/z1tx59qp,ark:/21198/z1f787wx,"Kwong Wah Po, 1976-10-04",Work,,"Havana, (Cuba)",1976-10-04,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19761005.pdf,ark:/21198/z1q54jwx,ark:/21198/z1f787wx,"Kwong Wah Po, 1976-10-05",Work,,"Havana, (Cuba)",1976-10-05,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19761006.pdf,ark:/21198/z1kd3t5m,ark:/21198/z1f787wx,"Kwong Wah Po, 1976-10-06",Work,,"Havana, (Cuba)",1976-10-06,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19761007.pdf,ark:/21198/z1fn32h5,ark:/21198/z1f787wx,"Kwong Wah Po, 1976-10-07",Work,,"Havana, (Cuba)",1976-10-07,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19761008.pdf,ark:/21198/z1b01151,ark:/21198/z1f787wx,"Kwong Wah Po, 1976-10-08",Work,,"Havana, (Cuba)",1976-10-08,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19761011.pdf,ark:/21198/z16708jn,ark:/21198/z1f787wx,"Kwong Wah Po, 1976-10-11",Work,,"Havana, (Cuba)",1976-10-11,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19761012.pdf,ark:/21198/z12f9htc,ark:/21198/z1f787wx,"Kwong Wah Po, 1976-10-12",Work,,"Havana, (Cuba)",1976-10-12,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19761013.pdf,ark:/21198/z1xp918k,ark:/21198/z1f787wx,"Kwong Wah Po, 1976-10-13",Work,,"Havana, (Cuba)",1976-10-13,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19761014.pdf,ark:/21198/z1sx88gz,ark:/21198/z1f787wx,"Kwong Wah Po, 1976-10-14",Work,,"Havana, (Cuba)",1976-10-14,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19761015.pdf,ark:/21198/z1p57hs0,ark:/21198/z1f787wx,"Kwong Wah Po, 1976-10-15",Work,,"Havana, (Cuba)",1976-10-15,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19761016.pdf,ark:/21198/z1jh5gfj,ark:/21198/z1f787wx,"Kwong Wah Po, 1976-10-16",Work,,"Havana, (Cuba)",1976-10-16,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19761018.pdf,ark:/21198/z1dr4qsq,ark:/21198/z1f787wx,"Kwong Wah Po, 1976-10-18",Work,,"Havana, (Cuba)",1976-10-18,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19761019.pdf,ark:/21198/z1904040,ark:/21198/z1f787wx,"Kwong Wah Po, 1976-10-19",Work,,"Havana, (Cuba)",1976-10-19,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,Incorrectly dated as 1976-10-13 on title page,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19761020.pdf,ark:/21198/z15737d8,ark:/21198/z1f787wx,"Kwong Wah Po, 1976-10-20",Work,,"Havana, (Cuba)",1976-10-20,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19761021.pdf,ark:/21198/z11g2gmn,ark:/21198/z1f787wx,"Kwong Wah Po, 1976-10-21",Work,,"Havana, (Cuba)",1976-10-21,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19761022.pdf,ark:/21198/z1wq2039,ark:/21198/z1f787wx,"Kwong Wah Po, 1976-10-22",Work,,"Havana, (Cuba)",1976-10-22,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19761023.pdf,ark:/21198/z1rz17ck,ark:/21198/z1f787wx,"Kwong Wah Po, 1976-10-23",Work,,"Havana, (Cuba)",1976-10-23,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19761025.pdf,ark:/21198/z1n8961w,ark:/21198/z1f787wx,"Kwong Wah Po, 1976-10-25",Work,,"Havana, (Cuba)",1976-10-25,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19761026.pdf,ark:/21198/z1hh8fbm,ark:/21198/z1f787wx,"Kwong Wah Po, 1976-10-26",Work,,"Havana, (Cuba)",1976-10-26,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19761027.pdf,ark:/21198/z1cr7pq7,ark:/21198/z1f787wx,"Kwong Wah Po, 1976-10-27",Work,,"Havana, (Cuba)",1976-10-27,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19761028.pdf,ark:/21198/z1806z07,ark:/21198/z1f787wx,"Kwong Wah Po, 1976-10-28",Work,,"Havana, (Cuba)",1976-10-28,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19761029.pdf,ark:/21198/z1476660,ark:/21198/z1f787wx,"Kwong Wah Po, 1976-10-29",Work,,"Havana, (Cuba)",1976-10-29,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19761030.pdf,ark:/21198/z10g5fdc,ark:/21198/z1f787wx,"Kwong Wah Po, 1976-10-30",Work,,"Havana, (Cuba)",1976-10-30,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19771206.pdf,ark:/21198/z1vq4xz4,ark:/21198/z1f787wx,"Kwong Wah Po, 1977-12-06",Work,,"Havana, (Cuba)",1977-12-06,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19771208.pdf,ark:/21198/z1r22wnf,ark:/21198/z1f787wx,"Kwong Wah Po, 1977-12-08",Work,,"Havana, (Cuba)",1977-12-08,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19771209.pdf,ark:/21198/z1m924zj,ark:/21198/z1f787wx,"Kwong Wah Po, 1977-12-09",Work,,"Havana, (Cuba)",1977-12-09,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19771210.pdf,ark:/21198/z1gj1d94,ark:/21198/z1f787wx,"Kwong Wah Po, 1977-12-10",Work,,"Havana, (Cuba)",1977-12-10,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19771212.pdf,ark:/21198/z1bs0nhh,ark:/21198/z1f787wx,"Kwong Wah Po, 1977-12-12",Work,,"Havana, (Cuba)",1977-12-12,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19771213.pdf,ark:/21198/z1709wr3,ark:/21198/z1f787wx,"Kwong Wah Po, 1977-12-13",Work,,"Havana, (Cuba)",1977-12-13,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19771215.pdf,ark:/21198/z13794zv,ark:/21198/z1f787wx,"Kwong Wah Po, 1977-12-15",Work,,"Havana, (Cuba)",1977-12-15,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19771216.pdf,ark:/21198/z1zg8nh1,ark:/21198/z1f787wx,"Kwong Wah Po, 1977-12-16",Work,,"Havana, (Cuba)",1977-12-16,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19771217.pdf,ark:/21198/z1tt6m7g,ark:/21198/z1f787wx,"Kwong Wah Po, 1977-12-17",Work,,"Havana, (Cuba)",1977-12-17,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19771219.pdf,ark:/21198/z1q25vkz,ark:/21198/z1f787wx,"Kwong Wah Po, 1977-12-19",Work,,"Havana, (Cuba)",1977-12-19,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19771220.pdf,ark:/21198/z1k953w2,ark:/21198/z1f787wx,"Kwong Wah Po, 1977-12-20",Work,,"Havana, (Cuba)",1977-12-20,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19771222.pdf,ark:/21198/z1fj4c5r,ark:/21198/z1f787wx,"Kwong Wah Po, 1977-12-22",Work,,"Havana, (Cuba)",1977-12-22,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
catc_kwongwahpo_19771223.pdf,ark:/21198/z19s3mbp,ark:/21198/z1f787wx,"Kwong Wah Po, 1977-12-23",Work,,"Havana, (Cuba)",1977-12-23,chi,text,newspapers,4 pages,Casa de Artes y Tradiciones Chinas,,,,published,"mantonia@patrimonio.ohc.cu, barriochino@patrimonio.ohc.cu",Chinese--Cuba|~|Chinese newspapers--Cuba
