File name,local ID,Streaming URL,Original language title,English translation of title,Alternative title,Creator,Contributor,Publisher,Publisher.place,volume/year,issue,Date.created,Date.created (single),Date.created (start),Date.created (end),Language | code,Language | code,Language | code,TypeOfResource,Genre,Extent,Dimensions,Medium,Insitution/Repository,collection name,collection number,box number,folder number,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Abstract | eng,Abstract,Note.content | eng,Note,Note.content,Subject.topic,Subject.temporal,Note.Keywords,Subject.place,Digital Collection Title,Latitude/longitude
arcers0212_b.mp3,RS1174,https://wowza.library.ucla.edu/dlp/definst/mp3:rajasthanmusic/arcers0212_b.mp3/playlist.m3u8,श्रीमाली महिला के गीत - जच्चा गीत - 8,"Songs related to childbirth and child rearing, also known as Jaccha songs, sung by a group of women from the Shrimali community of Rajasthan. ",,"Kothari, Komal",,,,,,"May 31, 2000",2000-05-31,,,Marwari | mwr,,,sound recording,sound recordings,47 min. 7 sec. ,,audio cassette,Rupayan Sansthan,Rupayan Audio-Visual Archive,,,,unknown,unpublished,"Rupayan Sansthan, rupayansansthan@gmail.com",Field recording of Jachcha songs sung by a group of women of the Shrimali community of Rajasthan. 'Jachcha' is a colloquial word referring to a pregnant woman. Jachcha songs are therefore sung for the woman who is expecting a child and are about pregnancy. ,,"1. In gaon me sunga gehu', a song related to pregnancy, sung by a group of women of the Shrimali community. 2. 'Anganiya me ub kul', a song related to pregnancy, sung by a group of women of the Shrimali community. 3. 'Dura desha pappu bai avsa', a song related to pregnancy, sung by a group of women of the Shrimali community. 4. 'Tamba keri taulari', a song related to pregnancy, sung by a group of women of the Shrimali community. 5. 'Jai ne badai dhesa', a song related to pregnancy, sung by a group of women of the Shrimali community. 6. 'Sun sun mhari sasaradi', a song related to pregnancy, sung by a group of women of the Shrimali community. 7. 'Vau vau ajma jeera', a song related to pregnancy, sung by a group of women of the Shrimali community. 8. 'Rupiyo mhara sasuro ji kamave, a song related to pregnancy, sung by a group of women of the Shrimali community. 9. 'Ashok kumar ji vali ladli', a song related to pregnancy, sung by a group of women of the Shrimali community. 10. 'Ashok kumar ji ri nar', a song related to pregnancy, sung by a group of women of the Shrimali community.",,,"Folk songs, Rajasthani--India--Rajasthan| Oral tradition| Lullabies, Indian",,Jachcha | Halaria | Shrimali | Wome's songs,"District Jodhpur, Rajasthan (India)",Recordings of Hereditary Musicians of Western Rajasthan,"26.2389° N, 73.0243° E"
arcers0213_a.mp3,RS1175,https://wowza.library.ucla.edu/dlp/definst/mp3:rajasthanmusic/arcers0213_a.mp3/playlist.m3u8,श्रीमाली महिला के गीत - विवाह गीत - 9,Wedding songs sung by a group of women from the Shrimali community of Rajasthan. ,,"Kothari, Komal",,,,,,"June 01, 2000",2000-06-01,,,Marwari | mwr,,,sound recording,sound recordings,47 min. 31 sec.,,audio cassette,Rupayan Sansthan,Rupayan Audio-Visual Archive,,,,unknown,unpublished,"Rupayan Sansthan, rupayansansthan@gmail.com",Field recording of wedding songs sung by a group of women belonging to the Shrimali community of Rajasthan. ,,"1. 'Ek pratham vinayak ji', a devotional song dedicated to Ganesh, usually sung as a prayer during a wedding, sung by a group of women of the Shrimali community. 2. 'Sarsat Ganpat re pava lagu re', a devotional song dedicated to Ganesh and Saraswati, usually sung as a prayer during a wedding, sung by a group of women of the Shrimali community.",,,"Folk songs, Rajasthani--India--Rajasthan| Oral tradition| Devotional poetry| Ritual",,Women's songs | Devotional music | Shrimali | Local deities,"District Jodhpur, Rajasthan (India)",Recordings of Hereditary Musicians of Western Rajasthan,"26.2389° N, 73.0243° E"
arcers0213_b.mp3,RS1175,https://wowza.library.ucla.edu/dlp/definst/mp3:rajasthanmusic/arcers0213_b.mp3/playlist.m3u8,श्रीमाली महिला के गीत - विवाह गीत - 9,Wedding songs sung by a group of women from the Shrimali community of Rajasthan. ,,"Kothari, Komal",,,,,,"June 01, 2000",2000-06-01,,,Marwari | mwr,,,sound recording,sound recordings,46 min. 25 sec.,,audio cassette,Rupayan Sansthan,Rupayan Audio-Visual Archive,,,,unknown,unpublished,"Rupayan Sansthan, rupayansansthan@gmail.com",Field recording of wedding songs sung by a group of women belonging to the Shrimali community of Rajasthan. ,,"1. 'Sarasati same ne dhoye re', a devotional wedding song dedicated to Saraswati, sung by a group of women of the Shrimali community. 2. 'Sarasati sami ne vinam', a devotional wedding song dedicated to Saraswati, sung by a group of women of the Shrimali community. 3. 'Lakshmi val chaturbhuj sundar, a devotional wedding song dedicated to Laxmi, sung by a group of women of the Shrimali community. 4. 'Sita velari re', a wedding song sung by a group of women of the Shrimali community. 5. 'Mhare tinku sayar beti', a wedding song sung by a group of women of the Shrimali community. 6. 'Kuku ghol', a wedding song sung by a group of women of the Shrimali community. 7. 'Todarmalya', a wedding song sung by a group of women of the Shrimali community. 8. 'Nayle ladla nayle re', a wedding song sung by a group of women of the Shrimali community. 9. 'Juye ramiya', a wedding song sung by a group of women of the Shrimali community. 10. 'Tame pero suraj ji', a wedding song sung by a group of women of the Shrimali community. 11. 'Ey vavaira', a wedding song sung by a group of women of the Shrimali community. 12. 'Panch Badhavo', a wedding song sung by a group of women of the Shrimali community. 13. 'Page lagano malum hove', a wedding song sung by a group of women of the Shrimali community.",,,"Folk songs, Rajasthani--India--Rajasthan| Oral tradition| Devotional poetry| Ritual| Wedding music",,Women's songs | Badhavo | Shrimali | Local deities,"District Jodhpur, Rajasthan (India)",Recordings of Hereditary Musicians of Western Rajasthan,"26.2389° N, 73.0243° E"
arcers0214_a.mp3,RS1176,https://wowza.library.ucla.edu/dlp/definst/mp3:rajasthanmusic/arcers0214_a.mp3/playlist.m3u8,श्रीमाली महिला के गीत - गाल गीत - 10,"Abusive wedding songs also known as Gal or Gali, sung by a group of women from the Shrimali community of Rajasthan. ",,"Kothari, Komal",,,,,,"June 01, 2000",2000-06-01,,,Marwari | mwr,,,sound recording,sound recordings,45 min. 28 sec.,,audio cassette,Rupayan Sansthan,Rupayan Audio-Visual Archive,,,,unknown,unpublished,"Rupayan Sansthan, rupayansansthan@gmail.com","Field recording of a genre of wedding songs known as Gal or Gali, sung by a group of women of the Shrimali community of Rajasthan. Gali are abusive songs sung in jest at weddings, sung by both sides of the family about the in-laws",,"1. 'Ye to arvind kumar ji wali', a Gali wedding song sung by a group of women of the Shrimali community. 2. 'Pati ne parmeshwar karne', a Gali wedding song sung by a group of women of the Shrimali community.3. 'Omprakash ji wali nakhrali', a Gali wedding song sung by a group of women of the Shrimali community. 4. 'Ashok kumar ji ne mharo sandeso', a Gali wedding song sung by a group of women of the Shrimali community. 5. 'Omprakash ji wali dil jane', a Gali wedding song sung by a group of women of the Shrimali community. 6. 'Ashok kumar ji wali ro salu jheeno', a Gali wedding song sung by a group of women of the Shrimali community. 7. 'Panch baras ra mukano ji', a Gali wedding song sung by a group of women of the Shrimali community. 8. 'Omprakash ji wali boli piya', a Gali wedding song sung by a group of women of the Shrimali community. 9. 'Omprakash ji wali nakhrali', a Gali wedding song sung by a group of women of the Shrimali community. ",,Clicks and pops from 10:46 to 15:01. Intermittent audio fluctuation on the entire source recording. Could not be corrected.,"Folk songs, Rajasthani--India--Rajasthan| Oral tradition| Wedding music",,Women's songs | Gali | Shrimali,"District Jodhpur, Rajasthan (India)",Recordings of Hereditary Musicians of Western Rajasthan,"26.2389° N, 73.0243° E"
arcers0214_b.mp3,RS1176,https://wowza.library.ucla.edu/dlp/definst/mp3:rajasthanmusic/arcers0214_b.mp3/playlist.m3u8,श्रीमाली महिला के गीत - गाल गीत - 10,"Abusive wedding songs also known as Gal or Gali, sung by a group of women from the Shrimali community of Rajasthan. ",,"Kothari, Komal",,,,,,"June 01, 2000",2000-06-01,,,Marwari | mwr,,,sound recording,sound recordings,47 min. 16 sec.,,audio cassette,Rupayan Sansthan,Rupayan Audio-Visual Archive,,,,unknown,unpublished,"Rupayan Sansthan, rupayansansthan@gmail.com","Field recording of a genre of wedding songs known as Gal or Gali, sung by a group of women of the Shrimali community of Rajasthan. Gali are abusive songs sung in jest at weddings, sung by both sides of the family about the in-laws",,"1. 'Suvo paliyo', a Gali wedding song sung by a group of women of the Shrimali community. 2. 'Dhirander ji wali', a Gali wedding song sung by a group of women of the Shrimali community. 3. 'Ramesh kumar ji wali', a Gali wedding song sung by a group of women of the Shrimali community. 4. 'Tu to sun sun ye', a Gali wedding song sung by a group of women of the Shrimali community. 5. 'Tu to sun mukunji wali', a Gali wedding song sung by a group of women of the Shrimali community. 6. 'Bhayali karo to chhola', a Gali wedding song sung by a group of women of the Shrimali community. 7. 'Gajab kiyo e', a Gali wedding song sung by a group of women of the Shrimali community. 8. 'Arvind kumar ji wali nar', a Gali wedding song sung by a group of women of the Shrimali community.",,Silence from 00:00 to 01:00 on the source recording has been edited.,"Folk songs, Rajasthani--India--Rajasthan| Oral tradition| Wedding music",,Women's songs | Gali | Shrimali,"District Jodhpur, Rajasthan (India)",Recordings of Hereditary Musicians of Western Rajasthan,"26.2389° N, 73.0243° E"
arcers0215_a.mp3,RS1177,https://wowza.library.ucla.edu/dlp/definst/mp3:rajasthanmusic/arcers0215_a.mp3/playlist.m3u8,श्रीमाली महिला के गीत - सावन माह के गीत - 11,"Song related to the month of monsoon, sung by a group of women from the Shrimali community of Rajasthan. ",,"Kothari, Komal",,,,,,"June 01, 2000",2000-06-01,,,Marwari | mwr,,,sound recording,sound recordings,45 min.,,audio cassette,Rupayan Sansthan,Rupayan Audio-Visual Archive,,,,unknown,unpublished,"Rupayan Sansthan, rupayansansthan@gmail.com",Field recording of women's songs sung by a group of women of the Shrimali community of Rajasthan. ,,"1. 'Pinhari ji loye', a song related to the month of shravan sung by a group of women of the Shrimali community. 2. 'Papaiya boliyo ji', a song related to the month of shravan sung by a group of women of the Shrimali community. 3. 'Runjhuniyo', a song related to the month of shravan sung by a group of women of the Shrimali community. 4. 'Mehendi re rata pan', a wedding song sung by a group of women of the Shrimali community. 5. 'Baba re baba', a song sung by a group of women of the Shrimali community. 6. 'Chang kahi ko', a song sung by a group of women of the Shrimali community. 7. 'Shitala mata ajo pavana', a song dedicated to the female deity Shitala, sung by a group of women of the Shrimali community. 8. 'Mata re mandir chadhta', a devotional song dedicated to a female deity, sung by a group of women of the Shrimali community.",,,"Folk songs, Rajasthani--India--Rajasthan| Oral tradition| Devotional poetry| Ritual",,Women's songs | Monsoon | Seasonal songs | Shrimali,"District Jodhpur, Rajasthan (India)",Recordings of Hereditary Musicians of Western Rajasthan,"26.2389° N, 73.0243° E"
arcers0215_b.mp3,RS1177,https://wowza.library.ucla.edu/dlp/definst/mp3:rajasthanmusic/arcers0215_b.mp3/playlist.m3u8,श्रीमाली महिला के गीत - सावन माह के गीत - 11,"Song related to the month of monsoon, sung by a group of women from the Shrimali community of Rajasthan. ",,"Kothari, Komal",,,,,,"June 01, 2000",2000-06-01,,,Marwari | mwr,,,sound recording,sound recordings,45 min.,,audio cassette,Rupayan Sansthan,Rupayan Audio-Visual Archive,,,,unknown,unpublished,"Rupayan Sansthan, rupayansansthan@gmail.com",Field recording of women's songs sung by a group of women of the Shrimali community of Rajasthan. ,,"1. 'Ab kai karna halariya ro bap', a Halaria or a lullaby, sung by a group of women of the Shrimali community. 2. 'Ghudlo kun mulayo re', a song sung by a group of women of the Shrimali community. 3. 'Ghudla re bandho sut', a song sung by a group of women of the Shrimali community. 4. 'Dharmendra ji re sath beta', a devotional song sung by a group of women of the Shrimali community. 5. 'Gaur e gingaur', a devotional song related to the festival of Gangaur sung by a group of women of the Shrimali community. 6. 'Pehli arti', a devotional prayer sung by a group of women of the Shrimali community. 7. 'Gavarade tu', a song sung by a group of women of the Shrimali community.  8. 'Hoji van khand me', a song sung by a group of women of the Shrimali community. 9. 'Vari baroli', a song sung by a group of women of the Shrimali community. 10. 'Gaur gaur gomati', a devotional song related to the festival of Gangaur sung by a group of women of the Shrimali community. 11. 'Matha me maimand lavjo', a devotional song sung by a group of women of the Shrimali community. 12. 'Matha me maimand idak viraje', a devotional song sung by a group of women of the Shrimali community. 13. 'Jala re mhai toh', a wedding song sung by a group of women of the Shrimali community. 14. 'Dal badal beech chamke tara', a song sung by a group of women of the Shrimali community.",,,"Folk songs, Rajasthani--India--Rajasthan| Oral tradition| Devotional poetry| Ritual",,Women's songs | Monsoon | Seasonal songs | Shrimali,"District Jodhpur, Rajasthan (India)",Recordings of Hereditary Musicians of Western Rajasthan,"26.2389° N, 73.0243° E"
arcers0216_a.mp3,RS1178,https://wowza.library.ucla.edu/dlp/definst/mp3:rajasthanmusic/arcers0216_a.mp3/playlist.m3u8,कबीर वाणी,Vani of Kabir sung by Ugamraj Jogi. ,,"Kothari, Komal","Jogi, Ugamnath| Jogi, Gangaram| Mali, Govindram",,,,,"February 24, 1999",1999-02-24,,,Marwari | mwr,,,sound recording,sound recordings,45 min. 23 sec. ,,audio cassette,Rupayan Sansthan,Rupayan Audio-Visual Archive,,,,unknown,unpublished,"Rupayan Sansthan, rupayansansthan@gmail.com",Recording of Kabir vani sung by Ugamnath and other male singers fo the Jogi community with Harmonium and Dholak accompaniment. Vani are devotional songs that are related to gurus or saints and often include their teachings. These Vani are of the saint poet Kabir. ,,"1. 'Aj mhare deva', a Kabir vani sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment. 2. 'Nirgun sirgun char vani', a Kabir vani sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment, followed by recitation and explanation of the lyrics by the singer. 3. 'Bhaya pank dal ras laya re', a Kabir vani sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment.",,,"Folk songs, Rajasthani--India--Rajasthan| Oral tradition| Devotional poetry",,Jogi | Vani | Bhajan | Kabir | Devotional music | Harmonium | Dholak | Manjira,Rajasthan (India),Recordings of Hereditary Musicians of Western Rajasthan,
arcers0216_b.mp3,RS1178,https://wowza.library.ucla.edu/dlp/definst/mp3:rajasthanmusic/arcers0216_b.mp3/playlist.m3u8,कबीर वाणी,Vani of Kabir sung by Ugamraj Jogi. ,,"Kothari, Komal","Jogi, Ugamnath| Jogi, Gangaram| Mali, Govindram",,,,,"February 24, 1999",1999-02-24,,,Marwari | mwr,,,sound recording,sound recordings,47 min. 14 sec.,,audio cassette,Rupayan Sansthan,Rupayan Audio-Visual Archive,,,,unknown,unpublished,"Rupayan Sansthan, rupayansansthan@gmail.com",Recording of Kabir vani sung by Ugamnath and other male singers fo the Jogi community with Harmonium and Dholak accompaniment. Vani are devotional songs that are related to gurus or saints and often include their teachings. These Vani are of the saint poet Kabir. ,,"1. A casual conversation among the musicians. 2. 'Sun mhara kesar jyu', a Kabir vani sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment. 3. 'Nand bhaupari nand navra', a Kabir vani sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment, followed by a recitation and explanation of the lyrics by the singer. 4. 'Kahe kabir mandap nahi hota', a Kabir vani sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment, , followed by a recitation and explanation of the lyrics by the singer. 5. 'Prabhat ke karane charo dham', a Kabir vani sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment. 6. 'Panch saat nau din re', a Kabir vani sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment.",,Tape skips from 36:00 till the end of the recording. Could not be corrected. ,"Folk songs, Rajasthani--India--Rajasthan| Oral tradition| Devotional poetry",,Jogi | Vani | Bhajan | Kabir | Devotional music | Harmonium | Dholak | Manjira,Rajasthan (India),Recordings of Hereditary Musicians of Western Rajasthan,
arcers0217_a.mp3,RS1179,https://wowza.library.ucla.edu/dlp/definst/mp3:rajasthanmusic/arcers0217_a.mp3/playlist.m3u8,Nirguni Bhajan,Nirgun Bhajan sung by Ugamraj Jogi,,"Kothari, Komal","Jogi, Ugamnath| Jogi, Gangaram| Mali, Govindram",,,,,"February 24, 1999",1999-02-24,,,Marwari | mwr,,,sound recording,sound recordings,46 min. 35 sec. ,,audio cassette,Rupayan Sansthan,Rupayan Audio-Visual Archive,,,,unknown,unpublished,"Rupayan Sansthan, rupayansansthan@gmail.com","Recording of Nirgun Bhajans sung by Ugamanath and other musicians of the Jogi community. Nirgun Bhajans are spritual songs, not addressed to a particular deity, but are more spiritual and philosophical in nature.",,"1. 'Sola sukh hai gun pyara hai', a Nirgun heli bhajan, sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment. 2. 'Un nagari chor kadai nahi ave', a Nirgun heli bhajan, sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment. 3. 'Heli bhajan', a Nirgun heli bhajan, sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment. 4. 'Unchi chadhu to heli gir padu', a Nirgun heli bhajan, sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment. 5. 'Akha teej ko samrath ayo', a Nirgun bhajan, sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment.",,,"Folk songs, Rajasthani--India--Rajasthan| Oral tradition| Devotional poetry",,Jogi | Vani | Bhajan | Nirgun | Devotional music | Harmonium | Dholak | Manjira,Rajasthan (India),Recordings of Hereditary Musicians of Western Rajasthan,
arcers0217_b.mp3,RS1179,https://wowza.library.ucla.edu/dlp/definst/mp3:rajasthanmusic/arcers0217_b.mp3/playlist.m3u8,Nirguni Bhajan,Nirgun Bhajan sung by Ugamraj Jogi,,"Kothari, Komal","Jogi, Ugamnath| Jogi, Gangaram| Mali, Govindram",,,,,"February 25, 1999",1999-02-24,,,Marwari | mwr,,,sound recording,sound recordings,30 min. ,,audio cassette,Rupayan Sansthan,Rupayan Audio-Visual Archive,,,,unknown,unpublished,"Rupayan Sansthan, rupayansansthan@gmail.com","Recording of Ramdev Bhajans sung by Ugamanath and other musicians of the Jogi community. Ramdev Bhajans are devotional songs dedicated to Ramdevji or Ramapir, a local deity.",,"1. 'Badi kari ajmal ji ra kavara', a Ramdev Bhajan, sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment. 2. 'Ajmal lala ri hove arti', a prayer song dedicated to Ramdevji sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment. 3. A conversation among the musicians Ugamnath Jogi and other members of the team. ",,Silence from 00:00 to 01:49 on the source recording has been edited. ,"Folk songs, Rajasthani--India--Rajasthan| Oral tradition| Devotional poetry",,Jogi | Vani | Bhajan | Nirgun | Devotional music | Harmonium | Dholak | Manjira,Rajasthan (India),Recordings of Hereditary Musicians of Western Rajasthan,
arcers0218_a.mp3,RS1180,https://wowza.library.ucla.edu/dlp/definst/mp3:rajasthanmusic/arcers0218_a.mp3/playlist.m3u8,Nirguni Bhajan,Nirgun Bhajan sung by Ugamraj Jogi,,"Kothari, Komal","Jogi, Ugamnath| Jogi, Gangaram| Mali, Govindram",,,,,"February 25, 1999",1999-02-24,,,Marwari | mwr,,,sound recording,sound recordings,48 min. 13 sec. ,,audio cassette,Rupayan Sansthan,Rupayan Audio-Visual Archive,,,,unknown,unpublished,"Rupayan Sansthan, rupayansansthan@gmail.com","Recording of Nirgun Bhajans sung by Ugamanath and other musicians of the Jogi community. Nirgun Bhajans are spritual songs, not addressed to a particular deity, but are more spiritual and philosophical in nature.",,"1. 'Bhaya bhaya ne dekh mat', a Nirgun Bhajan, sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment. 2. 'Jiv padyo jad jal me', a Nirgun Bhajan, sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment. 3. 'Garv kai ko hota', a Nirgun Bhajan, sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment. 4. 'Mai seecha rang bari', a Nirgun Bhajan, sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment. 5. 'Mhara raibhar manara raji', a Nirgun Bhajan, sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment. 6. 'Mhare man ka raja avjo', a Nirgun Bhajan, sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment. 7. 'Budhopo shabd buro', a Nirgun Bhajan, sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment. 8. 'Man ka tan dino ramji, a Nirgun Duha, sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment.",,,"Folk songs, Rajasthani--India--Rajasthan| Oral tradition| Devotional poetry",,Jogi | Vani | Bhajan | Nirgun | Devotional music | Harmonium | Dholak | Manjira,Rajasthan (India),Recordings of Hereditary Musicians of Western Rajasthan,
arcers0218_b.mp3,RS1180,https://wowza.library.ucla.edu/dlp/definst/mp3:rajasthanmusic/arcers0218_b.mp3/playlist.m3u8,Nirguni Bhajan,Nirgun Bhajan sung by Ugamraj Jogi,,"Kothari, Komal","Jogi, Ugamnath| Jogi, Gangaram| Mali, Govindram",,,,,"February 25, 1999",1999-02-24,,,Marwari | mwr,,,sound recording,sound recordings,46 min. 21 sec. ,,audio cassette,Rupayan Sansthan,Rupayan Audio-Visual Archive,,,,unknown,unpublished,"Rupayan Sansthan, rupayansansthan@gmail.com","Recording of Nirgun Bhajans sung by Ugamanath and other musicians of the Jogi community. Nirgun Bhajans are spritual songs, not addressed to a particular deity, but are more spiritual and philosophical in nature.",,"1. 'Bhala bhagwan bhajiya', a Nirgun Bhajan, sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment. 2. 'Unchi alak jagayi re', a Nirgun Bhajan, sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment. 3. 'Hiro ret me kiyo gamave', a Nirgun Bhajan, sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment. 4. 'Mharo sayab raja jane', a Nirgun Bhajan, sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment. 5. 'Japiya jap jako nar', a Nirgun Bhajan, sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment. 6. 'Angal anth pawan tatva', a Nirgun Bhajan, sung by Ugamnath and another male singer with Harmonium, Dholak and Manjira accompaniment.",,,"Folk songs, Rajasthani--India--Rajasthan| Oral tradition| Devotional poetry",,Jogi | Vani | Bhajan | Nirgun | Devotional music | Harmonium | Dholak | Manjira,Rajasthan (India),Recordings of Hereditary Musicians of Western Rajasthan,
arcers0219_a.mp3,RS1181,https://wowza.library.ucla.edu/dlp/definst/mp3:rajasthanmusic/arcers0219_a.mp3/playlist.m3u8,नागजी नागवंती कथा,The ballad of Nagji Nagwanti,,"Kothari, Komal","Shravani| Lila| Jogi, Ugamnath| Kothari, Komal",,,,,"March 03, 2000",2000-03-03,,,Marwari | mwr,,,sound recording,sound recordings,46 min. 10 sec.,,audio cassette,Rupayan Sansthan,Rupayan Audio-Visual Archive,,,,unknown,unpublished,"Rupayan Sansthan, rupayansansthan@gmail.com",Recording of the Ballad of Nagji-Nagwanti sung and narrated by two female narrators Lila and Shravani. The narration alternates between sung couplets known as 'Gav' and spoken elaboration of it known as 'Arthav'.,,"1. Self introduction of the musicians to Komal Kothari. 2. The ballad of Nagji Nagwanti narrated and sung by Shravani and Lila. Shravani, sixty years old, leads the sung part of the performance and narrates the 'Arthav as well.   ",,,"Folk songs, Rajasthani--India--Rajasthan| Oral tradition| Storytelling| Tales--India--Rajasthan| Folklore| Ballads, Rajasthani| Folk literature, Rajasthani",,Katha | Gatha | Nagji-Nagwanti,Rajasthan (India),Recordings of Hereditary Musicians of Western Rajasthan,
arcers0219_b.mp3,RS1181,https://wowza.library.ucla.edu/dlp/definst/mp3:rajasthanmusic/arcers0219_b.mp3/playlist.m3u8,भीजा भाणजा का क़िस्सा,The story of Bhinja Sorath followed by devotional songs. ,,"Kothari, Komal",,,,,,"March 03, 2000",2000-03-03,,,Marwari | mwr,,,sound recording,sound recordings,48 min. 13 sec. ,,audio cassette,Rupayan Sansthan,Rupayan Audio-Visual Archive,,,,unknown,unpublished,"Rupayan Sansthan, rupayansansthan@gmail.com","Recording of a sung narrative, 'Bhija bhanja ka kissa', also known as 'Sorath ki katha' narrated by Shravani and Lila, followed by Bhajans and devotional songs sung by Ugamnath Jogi with Tandura and Manjira accompaniment. ",,"1. 'Bhija bhanja ka kissa', also known as 'Sorath ki katha', a story sung and narrated by Shravani and Lila. The narration alternates between sung couplets known as 'Gav' and spoken elaboration of it known as 'Arthav'. 2. 'Ramdev Bhajan', a devotional song dedicated to Ramdev, sung by Ugamnath Jogi with Tandura and Manjira accompaniment. 3. 'Gagan mandal me sunsun kar', a devotional narrative song based on the legend of Bhagirath and Ganga, sung by Ugamanth Jogi with Tandura and Manjira accompaniment, followed by recitation and explanation of the lyrics by the singer. 4. 'Allah khuda pise pisna', a devotional song sung by Ugamnath Jogi with Tandura and Manjira accompaniment, followed by recitation and explanation of the lyrics by the singer. 5. 'Mhara janam maran ka sathi re', a devotional song sung by Ugamnath Jogi with Tandura and Manjira accompaniment, followed by recitation and explanation of the lyrics by the singer.",,,"Folk songs, Rajasthani--India--Rajasthan| Oral tradition| Storytelling| Tales--India--Rajasthan| Folklore| Ballads, Rajasthani| Folk literature, Rajasthani| Devotional poetry",,Katha | Gatha | Sorath ri katha | Devotional music | Ramdev Bhajan | Jogi | Tandura | Manjira,Rajasthan (India),Recordings of Hereditary Musicians of Western Rajasthan,
arcers0220_a.mp3,RS1182,https://wowza.library.ucla.edu/dlp/definst/mp3:rajasthanmusic/arcers0220_a.mp3/playlist.m3u8,Nirguni Bhajan,Nirgun Bhajan sung by Ugamraj Jogi,,"Kothari, Komal","Jogi, Ugamnath| Jogi, Gangaram| Mali, Govindram",,,,,"March 07, 2000",2000-03-07,,,Marwari | mwr,,,sound recording,sound recordings,47 min. 17 sec.,,audio cassette,Rupayan Sansthan,Rupayan Audio-Visual Archive,,,,unknown,unpublished,"Rupayan Sansthan, rupayansansthan@gmail.com","Recording of Nirgun Bhajans sung by Ugamanath and other musicians of the Jogi community. Nirgun Bhajans are spritual songs, not addressed to a particular deity, but are more spiritual and philosophical in nature. ",,"1. 'Pandava', a Nirgun Bhajan, sung by Ugamnath and another male singer with Tandura and Manjira accompaniment, followed by recitation and explanation of the lyrics by the singer. 2. 'Mhari kaya ri jhanjir', a Nirgun Bhajan, sung by Ugamnath and another male singer with Tandura and Manjira accompaniment. 3. An Arti or a prayer song, sung by Ugamnath and another male singer with Tandura and Manjira accompaniment. 5. A Krishna Bhajan dedicated to Krishna, sung by Ugamnath and another male singer with Tandura and Manjira accompaniment. 6. 'Guru Mahima', a devotional song dedicated to the guru or the teacher, sung by Ugamnath and another male singer with Tandura and Manjira accompaniment. 7. A Kabir Bhajan, sung by Ugamnath and another male singer with Tandura and Manjira accompaniment",,No signal on the left channel till 2:27. Side B of this tape is blank.,"Folk songs, Rajasthani--India--Rajasthan| Oral tradition| Devotional poetry| Krishna (Hindu deity)--In the performing arts",,Jogi | Vani | Bhajan | Nirgun | Kabir Devotional music | Tandura | Manjira,Rajasthan (India),Recordings of Hereditary Musicians of Western Rajasthan,
