Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Visibility,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Rights.copyrightStatus,Rights.servicesContact,Subject,Type.genre,Coverage.geographic,Name.photographer,Name.creator,Author,Name.repository,Format.medium,Format.dimensions,Format.extent,Title,Alt ID.local,Description.note,Date.normalized,Date.publication,Alt ID.oclc,Publisher.publisherName,Date.creation,Publisher.placeOfOrigin,Note,Description.abstract,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009rjqh,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009rjqh-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,54.006,54.006,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009rjqh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009rjqh/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s2c1,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s2c1-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,54.014,54.014,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s2c1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s2c1/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s2dj,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s2dj-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,54.013,54.013,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s2dj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s2dj/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s2f2,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s2f2-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,54.012,54.012,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s2f2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s2f2/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s2gk,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s2gk-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,54.011,54.011,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s2gk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s2gk/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s2ws,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s2ws-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,55.002,55.002,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s2ws,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s2ws/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s2x9,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s2x9-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,55.003,55.003,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s2x9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s2x9/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s2zt,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s2zt-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,54.015,54.015,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s2zt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s2zt/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s30t,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s30t-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,54.016,54.016,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s30t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s30t/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s31b,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s31b-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,54.017,54.017,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s31b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s31b/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s32v,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s32v-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,55.001,55.001,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s32v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s32v/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s33c,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s33c-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,55.004,55.004,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s33c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s33c/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s34w,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s34w-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,56.002,56.002,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s34w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s34w/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s35d,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s35d-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,56.001,56.001,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s35d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s35d/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s36x,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s36x-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,55.005,55.005,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s36x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s36x/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s37f,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s37f-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,56.007,56.007,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s37f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s37f/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s38z,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s38z-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,56.005,56.005,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s38z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s38z/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s39g,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s39g-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,56.004,56.004,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s39g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s39g/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s3b0,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s3b0-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,56.003,56.003,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s3b0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s3b0/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s3ch,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s3ch-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,56.006,56.006,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s3ch,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s3ch/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s3d1,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s3d1-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,56.012,56.012,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s3d1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s3d1/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s3fj,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s3fj-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,56.009,56.009,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s3fj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s3fj/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s3g2,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s3g2-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,56.008,56.008,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s3g2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s3g2/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s3hk,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s3hk-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,56.011,56.011,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s3hk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s3hk/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s3j3,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s3j3-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,56.010,56.010,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s3j3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s3j3/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s3km,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s3km-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,56.013,56.013,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s3km,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s3km/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s3m4,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s3m4-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,56.014,56.014,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s3m4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s3m4/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s3nn,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s3nn-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,56.015,56.015,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s3nn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s3nn/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s3p5,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s3p5-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,56.016,56.016,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s3p5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s3p5/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s3qp,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s3qp-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,56.017,56.017,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s3qp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s3qp/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s3r6,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s3r6-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,56.020,56.020,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s3r6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s3r6/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s3sq,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s3sq-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,56.021,56.021,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s3sq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s3sq/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s3t7,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s3t7-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,56.019,56.019,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s3t7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s3t7/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s3vr,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s3vr-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,56.018,56.018,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s3vr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s3vr/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s3w8,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s3w8-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,56.022,56.022,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s3w8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s3w8/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s3xs,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s3xs-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,56.023,56.023,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s3xs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s3xs/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s3z9,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s3z9-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,56.024,56.024,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s3z9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s3z9/manifest
Friedlander (Jonathan) Collection of Middle Eastern Americana,ark:/21198/zz0009s409,ark:/21198/zz0009rghf,2,Completed,Work,orientalism/masters/21198-zz0009s409-1-master.tif,,,,,still image,,,Indio (Calif.)--Parades,documentary photographs,,"Friedlander, Jonathan",,,,color print,4 x 6 in.,1 photograph,56.025,56.025,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009s409,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009s409/manifest
