Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.subject,Coverage.geographic,Name.creator,Subject,Rights.publicationNote,Language,Type.genre,Author,Name.contributor,Name.correspondent,Name.repository,Rights.permissionNote,Name.photographer,Title,Date.creation,Date.publication,Description.note,Date.normalized,Description.caption,Description.abstract,IIIF Manifest URL
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177tws,ark:/21198/zz000s2z4b,2,Completed,Work,,12,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00177tx9,individuals,,,,text,copyrighted,unpublished,Y,National Organization of Women,Los Angeles (Calif.),Women Against Violence Against Women ,Testimony to ICCR (WAVAW)|~|Boycotts--California--Los Angeles|~|Boycotts--United States|~|Violence in mass media|~|Violence in mass media--Psychological aspects|~|Rape|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising,,eng,,,,,,,,Exhibit 10 - Violence in the Media,"June, 1977",,,1977-06,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00177tws/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177v5d,ark:/21198/zz000s2z4b,2,Completed,Work,,14,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00177v6x,individuals,,,,text,copyrighted,unpublished,Y,,Los Angeles (Calif.),Women Against Violence Against Women ,Testimony to ICCR (WAVAW)|~|Violence in mass media|~|Violence in mass media--Psychological aspects|~|Rape|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Pornography--Psychological Aspects|~|Pornography in popular culture--Social aspects--United States,,eng,,,,,,,,Exhibit 12 - Marketing in Music Industry,"June, 1977",,,1977-06,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00177v5d/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177vch,ark:/21198/zz000s2z4b,2,Completed,Work,,15,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00177vhk,individuals,,,,text,copyrighted,unpublished,Y,,Los Angeles (Calif.),Women Against Violence Against Women ,Testimony to ICCR (WAVAW)|~|Popular music--United States--Statistics|~|Music--Marketing,,eng,,,,,,,,Exhibit 13 - Statistics on Record Buying in US,"June, 1977",,,1977-06,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00177vch/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177vqp,ark:/21198/zz000s2z4b,2,Completed,Work,,16,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00177vsq,individuals,,private,,text,copyrighted,unpublished,N,,Los Angeles (Calif.),Women Against Violence Against Women ,Testimony to ICCR (WAVAW)|~|Boycotts--California--Los Angeles|~|Boycotts--United States|~|Violence in mass media|~|Violence in mass media--Psychological aspects|~|Rape|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Mass media and music|~|Pornography--Psychological Aspects|~|Pornography in popular culture--Social aspects--United States,,eng,,,,,,Rights.generalNote: Item contains letters. Need to obtain permission to publish from original author.,,Exhibit 14 - Requests to WAVAW for Information and Resources,"June, 1977",,,1977-06,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00177vqp/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177wn4,ark:/21198/zz000s2z4b,2,Completed,Work,,17,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00177wpn,individuals,,,,text,copyrighted,unpublished,Y,Women Against Violence Against Women ,Los Angeles (Calif.),Women Against Violence Against Women ,Testimony to ICCR (WAVAW),,eng,,,,,,,,Exhibit 15 - Partial List of WAVAW Supporters,"June, 1977",,,1977-06,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00177wn4/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177wrp,ark:/21198/zz000s2z4b,2,Completed,Work,,18,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00177ws6,individuals,,,,text,copyrighted,unpublished,Y,,Los Angeles (Calif.),Women Against Violence Against Women ,Testimony to ICCR (WAVAW)|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Mass media and music|~|Music--Marketing,,eng,,,,,,,,Exhibit 16 - Example of Offensive Music Advertising,"June, 1977",,,1977-06,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00177wrp/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177wv7,ark:/21198/zz000s2z4b,2,Completed,Work,,19,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00177wwr,individuals,,private,,text,copyrighted,unpublished,N,National Organization of Women,Los Angeles (Calif.),Women Against Violence Against Women ,Testimony to ICCR (WAVAW)|~|Racism|~|Violence in mass media|~|Violence in mass media--Psychological aspects|~|Rape|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Mass media and music|~|Music--Marketing,,eng,,,,,,Rights.generalNote: Item contains letters. Need to obtain permission to publish from original author.,,Exhibit 17 - Letter to MCA and MCA Response Regarding Album Art,"June, 1977",,,1977-06,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00177wv7/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177x19,ark:/21198/zz000s2z4b,2,Completed,Work,,20,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00177x5c,individuals,,private,,text,copyrighted,unpublished,N,,Los Angeles (Calif.),Women Against Violence Against Women ,Testimony to ICCR (WAVAW)|~|Violence in mass media|~|Violence in mass media--Psychological aspects|~|Sex in mass media|~|Sex role in advertising,,eng,,,,,,"Rights.generalNote: Item contains advertisement from Psychology Today, excerpt from the book Battered Wives, and an unpublished letter. Need to obtain permission to publish from original authors.",,Exhibit 18 - Example of Violence Against Women in Advertising,Between 1976 and 1977,,,1976/1977,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00177x19/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177x2t,ark:/21198/zz000s2z4b,2,Completed,Work,,21,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00177xcg,individuals,,private,,text,copyrighted,unpublished,N,"Hustler Magazine, Inc.",Los Angeles (Calif.),Women Against Violence Against Women ,Testimony to ICCR (WAVAW)|~|Rape|~|Sex in mass media|~|Pornography--Psychological Aspects|~|Pornography--Political aspects|~|Pornography in popular culture--Social aspects--United States,,eng,,,,,,Rights.generalNote: Item contains clippings from Hustler magazine.,,Exhibit 19 - Examples of Offensive Material in Hustler Magazine,Between 1976 and 1977,,,1976/1977,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00177x2t/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177x3b,ark:/21198/zz000s2z4b,2,Completed,Work,,22,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00177xxr,individuals,,private,,text,copyrighted,unpublished,N,"Hustler Magazine, Inc.",Los Angeles (Calif.),Women Against Violence Against Women ,Testimony to ICCR (WAVAW)|~|Violence in mass media|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising,,eng,,,,,,Rights.generalNote: Item contains clippings from Los Angeles Magazine.,,Exhibit 20 - Women and Power,Between 1976 and 1977,,,1976/1977,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00177x3b/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177x4v,ark:/21198/zz000s2z4b,2,Completed,Work,,23,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00177z4b,individuals,,private,,text,copyrighted,unpublished,N,,Los Angeles (Calif.),Women Against Violence Against Women ,Testimony to ICCR (WAVAW)|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising,,eng,,,,,,Rights.generalNote: Item contains clippings from Newsweek.,,Exhibit 21 - Advertising in Newsweek,Between 1976 and 1977,,,1976/1977,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00177x4v/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00177z7w,ark:/21198/zz000s2z4b,2,Completed,Work,,24,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00177z9x,individuals,,,,text,copyrighted,unpublished,Y,,Los Angeles (Calif.),Women Against Violence Against Women ,Testimony to ICCR (WAVAW)|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Mass media and music|~|Music--Marketing,,eng,,,,,,,,Exhibit 22 - Examples of Sex Exploitation in Music Industry,1977,,Remainder of exhibit appears to be missing from files.,1977-06,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00177z7w/manifest
