File name,Parent ARK,Item ARK,Item Status ID,Item Status,Object Type,local ID,Original language title,English translation of title,Alternative title,Creator,Contributor,Date.created,Date.created (single),Language | code,TypeOfResource,Genre,Extent,Dimensions,Insitution/Repository,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Abstract,Abstract | por,Note.content,Note.content | por,Subject.topic,Subject.temporal,Digital Collection Title,Description.latitude,Description.longitude
ibicaba_0037_livroponto_1909_1911.pdf,ark:/21198/z15t5c4z,ark:/21198/z1mw48qp,2,Completed,Work,Livro 0037 |~| Ledger 0037,Livro ponto de trabalhadores. Livro #37 (1909-1911),Daily workers' timesheet. Ledger #37 (1909-1911),Ponto de Camaradas,"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1909-1911),From November 1909 to September 1911,1909-11/1911-09,por,text,ledgers (account books),96 pages,38 x 27 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,"Timesheet of daily workers (i.e. ""camaradas"" [also per piece rate]) and other types of laborers. Various labor categories: daily & piece rate laborers (camaradas), monthly workers, skilled laborers/artisans (artistas) etc. Period: from November 1909 to September 1911. Detailed information about laborers' names, professions, number of worked days per month (from 1st to 31st), daily remuneration (""ordenado""), total labor income, and observations. Eventual indications of the weekdays worked.","Livro de ponto dos camaradas e outros trabalhadores. Diversas categorias de trabalhadores: camaradas, trabalhadores mensais, artesãos etc. Período: de novembro de 1909 a setembro de 1911. Detalhamento por nome, profissão, dias trabalhados por mês (de 1 a 31), remuneração diária (""ordenado""), renda total do trabalho e observações. Eventuais indicações dos dias da semana trabalhados.","(1) Stamp of typography ""Casa Livro Azul"" in the cover sheet. (2) Entries and corrections in the timesheets ticked/made by the farm's administration in red and blue pencils and with a light purple pen.","(1) Carimbo da tipografia ""Casa Livro Azul"" na folha de rosto. (2) Entradas e correções no livro ponto conferidas pela administração da fazenda a lápis vermelho e azul e caneta roxa clara.",coffee plantation workers |~| agricultural laborers |~| farm management |~| records and correspondence,First Brazilian Republic (1889-1930),Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0039_contacorrente_trabalhadores_1910_1912.pdf,ark:/21198/z15t5c4z,ark:/21198/z1h43j2k,2,Completed,Work,Livro 0039 |~| Ledger 0039,Contas correntes dos trabalhadores. Livro #39 (1910-1912),Workers' checking accounts. Ledger #39 (1910-1912),,"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1910-1912),From February 1910 to August 1912,1910-02/1912-08,por,text,ledgers (account books),606 pages,44.5 x 29.5 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,"Workers' checking accounts. Various labor categories: colonists (colonos), daily & piece rate laborers (camaradas e empreiteiros), skilled laborers/artisans (artistas) etc. Limited mentioning of a specific colony: Saltinho. Period: from February 1910 to August 1912.","Conta corrente de trabalhadores. Diversas categorias de trabalhadores: colonos, camaradas, empreiteiros, artistas etc. Menções limitadas a colônias específicas: Saltinho. Período: de fevereiro de 1910 a agosto de 1912.","(1) Seal of ""Antiga Papelaria Pauperio […] Cardozo, Filho & Co […] São Paulo"" in the cover sheet. (2) There were two pieces of paper in the back cover, possibly used as bookmarks, one of them containing arithmetic operations.","(1)  Selo da ""Antiga Papelaria Pauperio […] Cardozo, Filho & Co […] São Paulo"" na folha de rosto. (2) Na contracapa, dois pedaços de papel, possivelmente usados como marca-páginas, um deles contendo operações aritméticas.",coffee plantation workers |~| checking accounts |~| agricultural laborers |~| farm shops |~| farm management |~| records and correspondence,First Brazilian Republic (1889-1930),Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0041_contacorrente_trabalhadores_1911_1913.pdf,ark:/21198/z15t5c4z,ark:/21198/z1cc2sbv,2,Completed,Work,Livro 0041 |~| Ledger 0041,Contas correntes dos trabalhadores. Livro #41 (1911-1913),Workers' checking accounts. Ledger #41 (1911-1913),,"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1911-1913),From October 1911 to December 1913,1911-10/1913-12,por,text,ledgers (account books),508 pages,43 x 27 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,"Workers' checking accounts. Various labor categories: colonists (colonos), daily & piece rate laborers (camaradas e empreiteiros), skilled laborers/artisans (artistas) etc. Limited mentioning of a specific colony: Saltinho. Period: from October 1911 to December 1913.","Conta corrente de trabalhadores. Diversas categorias de trabalhadores: colonos, camaradas, empreiteiros, artistas etc. Menções limitadas a colônias específicas: Saltinho. Período: de outubro de 1911 a dezembro de 1913.","(1) Seal of  typography ""Augusto Siqueira & Comp."" in the cover sheet.","(1)  Selo de ""Augusto Siqueira & Comp."" na folha de rosto.",coffee plantation workers |~| checking accounts |~| agricultural laborers |~| farm shops |~| farm management |~| records and correspondence,First Brazilian Republic (1889-1930),Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0042_contacorrente_fazenda_1911_1915.pdf,ark:/21198/z15t5c4z,ark:/21198/z17q0r1v,2,Completed,Work,Livro 0042 |~| Ledger 0042,Conta corrente da fazenda Ibicaba (Conta dos correspondentes). Livro #42 (1911-1915),Current account of Ibicaba farm (Accounting book of customers and commercial partners). Ledger #42 (1911-1915),Livro de Credores No. 6 / Princípio de 1911 a 30 de Junho de 1915,"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1911-1915),From June 1911 to July 1915,1911-06/1915-07,por,text,ledgers (account books),308 pages,33 x 23 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,"Current account of farm's administration (equivalent to an accounting book of farm's customers and commercial partners). Various categories of commercial partners, service providers, creditors, and debtors. Under headings corresponding to a private individual or a legal person, there is a list of credit/debt transactions. Period: from June 1911 to December 1915.","Conta corrente da fazenda (equivalente: ""Conta dos correspondentes""). Diversas categorias de parceiros comerciais, fornecedores de serviços, credores e devedores. Sob o cabeçalho de cada pessoa física ou jurídica, listagem do crédito ou débito das transações correspondentes. Período: de junho de 1911 a dezembro de 1915.","(1) In the cover sheet, newspaper scrap with information about rural implements from firm Barros & Borges. (2) Seal of typography ""Grande Typographia movida à tracção electrica Espindola & Comp."" in the cover sheet. (3) The 5 bills of sale from firm ""Casa Nova"" were originally put together in the back cover of the book.","(1) Recorte de jornal sobre implementos rurais da empresa Barros & Borges na folha de rosto. (2) Selo da ""Grande Typographia movida à tracção electrica Espindola & Comp."" na folha de rosto. (3) As 5 notas da empresa ""Casa Nova"" encontravam-se na contracapa do livro.",accounts current |~| balance of trade |~| commercial documents |~| farm management |~| records and correspondence |~| coffee--industry--Brazil,First Brazilian Republic (1889-1930),Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0044_cafe_colheita_beneficio_1912_1930.pdf,ark:/21198/z15t5c4z,ark:/21198/z13z0082,2,Completed,Work,Livro 0044 |~| Ledger 0044,"Livro de colheita, beneficiamento e expedição de café da fazenda Ibicaba. Livro #44 (1912-1930)","Ledger with harvesting, processing, and shipping of coffee production from Ibicaba farm. Ledger #22 (1900-1911)",Registro do café colhido em 1912,"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1912-1930),From June 1912 to September 1930,1912-06/1930-07,por,text,ledgers (account books),204 pages,32.5 x 11.5 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,"Book registering the production and commercialization of coffee from Ibicaba. The book includes data on coffee beans harvested per day, blooming dates of the coffee trees, information on the proceesing by type of beans, and the shipping to the market.","Livro de produção e comercialização de café de Ibicaba. O livro traz dados sobre a colheita por dia, data de florada dos cafezais, informações sobre o beneficiamento de grãos por tipo e expedição para o mercado.","The book was written in both directions. From the beginning to the end, the entries refer mainly to harvest and the blooming dates; from the end to the beginning, the entries refer mainly to the processing and details about shipping. To facilitate the reading, the upside down pages were inverted in the PDF, but the original pagination was maintained.","O livro foi utilizado em ambas as direções. Do começo para o fim registram-se colheitas e floradas; do fim para o começo registram-se principalmente beneficiamento e detalhes de expedição. Para facilitar a leitura, as páginas de ponta cabeça foram invertidas no PDF, sem alterar, contudo, a ordem original.",coffee plantations |~| coffee growers |~| coffee--harvesting |~| coffee--processing |~| farm management |~| records and correspondence |~| coffee--industry--Brazil,First Brazilian Republic (1889-1930),Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0046_borrador_acougue_1913_1915.pdf,ark:/21198/z15t5c4z,ark:/21198/z10597hn,2,Completed,Work,Livro 0046 |~| Ledger 0046,Livro borrador do açougue da fazenda Ibicaba. Livro #46 (1913-1915),Daybook of Ibicaba's butchery. Ledger #46 (1913-1915),,"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1913-1915),From February 1913 to February 1915,1913-02/1915-02,por,text,ledgers (account books),204 pages,32.5 x 11.5 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,"Daybook of Ibicaba's butchery. Slaughter of bovines and swines sold to the workers/colonists (farm residents). Information on date of the slaughter, quantity sold (in kg), and list of buyers.","Livro borrador do açougue da fazenda Ibicaba. Abate de bovinos e suínos vendidos a trabalhadores/colonos. Registro da data do abate, quantidade (em kg) e lista de compradores.","(1) Seal of ""Typographia Siqueira, Nagel & Comp."" in the cover sheet. (2) Individual entries in the daybook ticked by the farm's administration. (3) Register in the last page of the coffe sold in 1913.","(1) Selo da ""Typographia Siqueira [...] Augusto Siqueira & C."" na folha de rosto. (2) Entradas individuais no borrador conferidas pela administração da fazenda. (3) Lançamento na última página o café vendido em 1913",slaughtering and slaughter-shops |~| butcher shops |~| coffee plantation workers |~| records and correspondence,First Brazilian Republic (1889-1930),Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0047_contacorrente_trabalhadores_1913_1914.pdf,ark:/21198/z15t5c4z,ark:/21198/z1vd8r0x,2,Completed,Work,Livro 0047 |~| Ledger 0047,Contas correntes dos trabalhadores. Livro #47 (1913-1914),Workers' checking accounts. Ledger #47 (1913-1914),,"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1913-1914),From March 1913 to December 1914,1913-03/1914-12,por,text,ledgers (account books),408 pages,46 x 30 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,"Workers' checking accounts. Various labor categories: colonists (colonos), daily & piece rate laborers (camaradas e empreiteiros), skilled laborers/artisans (artistas) etc. Limited mentioning of a specific colony: Saltinho. Period: from March 1913 to December 1914.","Contas correntes dos trabalhadores. Diversas categorias de trabalhadores: colonos, camaradas, empreiteiros, artistas etc. Menções limitadas a colônia específica: Saltinho. Período: de março de 1913 a dezembro de 1914.","(1) Seal of typography ""Siqueira, Nagel & Comp."" in the cover sheet. (2) Relatively new piece of paper boomarking pages 234-235.","(1)  Selo da tipografia ""Siqueira, Nagel & Comp."" na folha de rosto. (2) Folha de papel relativamente nova marcando as pp. 234-235.",coffee plantation workers |~| checking accounts |~| agricultural laborers |~| farm shops |~| farm management |~| records and correspondence,First Brazilian Republic (1889-1930),Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0048_contacorrente_trabalhadores_1914_1915.pdf,ark:/21198/z15t5c4z,ark:/21198/z1qn80bg,2,Completed,Work,Livro 0048 |~| Ledger 0048,Contas correntes dos trabalhadores. Livro #48 (1914-1915),Workers' checking accounts. Ledger #48 (1914-1915),,"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1914-1915),From May 1914 to December 1915,1914-05/1915-12,por,text,ledgers (account books),408 pages,47.5 x 31 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,"Workers' checking accounts. Various labor categories: colonists (colonos), daily & piece-rate laborers (camaradas e empreiteiros), skilled laborers/artisans (artistas) etc. Limited mentioning of a specific colony: Saltinho. Period: from March 1914 to December 1915.","Contas correntes dos trabalhadores. Diversas categorias de trabalhadores: colonos, camaradas, empreiteiros, artistas etc. Menções limitadas a colônia específica: Saltinho. Período: de maio de 1914 a dezembro de 1915.",(1) No typographical seal.,(1) Sem selo da tipografia de origem.,coffee plantation workers |~| checking accounts |~| agricultural laborers |~| farm shops |~| farm management |~| records and correspondence,First Brazilian Republic (1889-1930),Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0049_livroponto_1914_1918.pdf,ark:/21198/z15t5c4z,ark:/21198/z1kw77n6,2,Completed,Work,Livro 0049 |~| Ledger 0049,Livro ponto de trabalhadores. Livro #49 (1914-1918),Daily workers' timesheet. Ledger #49 (1914-1918),Livro Ponto dos Camaradas 1914. Livro Ponto 1914-1918,"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1914-1918),From June 1914 to June 1918,1914-06/1918-06,por,text,ledgers (account books),298 pages,33 x 22.5 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,"Timesheet of daily workers (i.e. ""camaradas"" [also per piece rate]) and other types of laborers. Various labor categories: daily & piece rate laborers (camaradas), monthly workers, skilled laborers/artisans (artistas) etc. Limited mentioning to a specific colony: Saltinho. Period: from June 1914 to June 1918. Detailed information about laborers' names, professions, number of worked days per month (from 1st to 31st), daily remuneration (""ordenado""), total labor income, and observations.","Livro de ponto dos camaradas e outros trabalhadores. Diversas categorias de trabalhadores: camaradas, trabalhadores mensais, artesãos etc. Menções limitadas à colônia Saltinho. Período: de junho de 1914 a junho de 1918. Detalhamento por nome, profissão, dias trabalhados por mês (de 1 a 31), remuneração diária (""ordenado""), renda total do trabalho e observações.",(1) Death certificate of Mr. Nicolau de Lima glued to the internal cover. (2) General entries in the timesheets ticked by the farm's administration with red and blue pencils.,(1) Atestado de óbito do Sr. Nicolau de Lima colado à capa. (2) Entradas gerais no livro ponto conferidas pela administração da fazenda a lápis vermelho e azul.,coffee plantation workers |~| agricultural laborers |~| farm management |~| records and correspondence,First Brazilian Republic (1889-1930),Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0050_contacorrente_fazenda_1914_1920.pdf,ark:/21198/z15t5c4z,ark:/21198/z1g46gxs,2,Completed,Work,Livro 0050 |~| Ledger 0050,Conta corrente da fazenda Ibicaba (Conta dos correspondentes). Livro #50 (1915-1916),Current account of Ibicaba farm (Accounting book of customers and commercial partners). Ledger #50 (1915-1916),,"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1914-1920),From October 1914 to January 1920,1914-10/1920-01,por,text,ledgers (account books),406 pages,33 x 23 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,"Current account of farm's administration (equivalent to an accounting book of farm's customers and commercial partners). Various categories of commercial partners, service providers, creditors, and debtors. Under headings corresponding to a private individual or a legal person, there is a list of credit/debt transactions. Period: from October 1914 to January 1920.","Conta corrente da fazenda (equivalente: ""Conta dos correspondentes""). Diversas categorias de parceiros comerciais, fornecedores de serviços, credores e devedores. Sob o cabeçalho de cada pessoa física ou jurídica, listagem do crédito ou débito das transações correspondentes. Período: de outubro de 1914 a janeiro de 1920.",(1) No typographical seal. (2) Pages 48-49 are missing.,(1) Sem selo da tipografia de origem. (2) Faltam as páginas 48-49.,accounts current |~| balance of trade |~| commercial documents |~| farm management |~| records and correspondence |~| coffee--industry--Brazil,First Brazilian Republic (1889-1930),Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0051_contacorrente_trabalhadores_1915_1916.pdf,ark:/21198/z15t5c4z,ark:/21198/z1bg4fms,2,Completed,Work,Livro 0051 |~| Ledger 0051,Contas correntes dos trabalhadores. Livro #51 (1915-1916),Workers' checking accounts. Ledger #51 (1915-1916),,"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1915-1916),From May 1915 to September 1916,1915-05/1916-09,por,text,ledgers (account books),310 pages,39.5 x 27 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,"Workers' checking accounts. Various labor categories: colonists (colonos), daily & piece rate laborers (camaradas e empreiteiros), skilled laborers/artisans (artistas) etc. Period: from May 1915 to September 1916.","Contas correntes dos trabalhadores. Diversas categorias de trabalhadores: colonos, camaradas, empreiteiros, artistas etc. Período: de maio de 1915 a setembro de 1916.","(1) Imprint of typography ""Oliveira Scartezini & Cia. Limeira"" in the cover sheet.","(1) Carimbo da tipografia ""Oliveira Scartezini & Cia. Limeira"" na folha de rosto.",coffee plantation workers |~| checking accounts |~| agricultural laborers |~| farm shops |~| farm management |~| records and correspondence,First Brazilian Republic (1889-1930),Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0052_contacorrente_trabalhadores_1915_1918.pdf,ark:/21198/z15t5c4z,ark:/21198/z16q3pt5,2,Completed,Work,Livro 0052 |~| Ledger 0052,Contas correntes dos trabalhadores. Livro #52 (1915-1918),Workers' checking accounts. Ledger #52 (1915-1918),,"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1915-1918),From December 1915 to March 1918,1915-12/1918-03,por,text,ledgers (account books),608 pages,46.5 x 30 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,Workers' checking accounts. No specification for the laborers' categories. Period: from December 1915 to March 1918.,Contas correntes dos trabalhadores. Sem especificação das categorias dos trabalhadores. Período: de dezembro de 1915 a março de 1918.,,,coffee plantation workers |~| checking accounts |~| agricultural laborers |~| farm shops |~| farm management |~| records and correspondence,First Brazilian Republic (1889-1930),Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0053_contacorrente_trabalhadores_1917_1918.pdf,ark:/21198/z15t5c4z,ark:/21198/z12z2z2d,2,Completed,Work,Livro 0053 |~| Ledger 0053,Contas correntes dos trabalhadores. Livro #53 (1917-1918),Workers' checking accounts. Ledger #53 (1917-1918),2 Conta Corrente 1917-1918,"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1917-1918),From May 1917 to September 1918,1917-05/1918-09,por,text,ledgers (account books),608 pages,36.5 x 25 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,Workers' checking accounts. No specification of categories of laborers. Period: from May 1917 to September 1918.,Contas correntes dos trabalhadores. Sem especificação das categorias dos trabalhadores. Período: de maio de 1917 a setembro de 1918.,"(1) The alternative title refers to that on the ledger's spine. (2) Illegible penciled note in the cover page. (3) Imprint of typography or bookstore on the cover page: ""A Propagandista / Levy Sobrinho & Coruja / Limeira"".","(1)  O título alternativo refere-se à lombada do livro. (2) Nota a lápis ilegível no verso da capa. (3) Carimbo na contracapa da tipografia ou livraria: ""A Propagandista / Levy Sobrinho & Coruja / Limeira"".",coffee plantation workers |~| checking accounts |~| agricultural laborers |~| farm shops |~| farm management |~| records and correspondence,First Brazilian Republic (1889-1930),Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0054_colonias_pgtotrabalhadores_1917_1921.pdf,ark:/21198/z15t5c4z,ark:/21198/z1z62fkd,2,Completed,Work,Livro 0054 |~| Ledger 0054,Folhas de pagamento dos trabalhadores e lista de famílias nas colônias de Ibicaba. Livro #54 (1917-1921),Laborers' payroll and list of households in the colonies of Ibicaba. Ledger #54 (1917-1921),Fazenda Ibicaba. Folha do pagamento e Estatistica das casas. Paroquia de Cascalho Folha No. 7,"Fazenda Ibicaba (Cordeirópolis, SP)",Administration of Ibicaba farm (1917-1921),From April 1917 to March 1921,1917-04/1921-03,por,text,ledgers (account books),208 pages,39.5 x 27 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,"This book is composed by three parts, each with a different theme. (1) List of households residing in Ibicaba farm, including number of coffee trees they cultivated and number of rooms in each house. Localities mentioned: Section Colônia Grande; houses outside the colonies; Saltinho; Section Grama Larga (Coloninha, Morro Alto, Thecteia e Lage) (pages 1-5). (2) Statement about the split of the parish of Cascalho from the parish of Cordeiro (pages 7-8). (3) Laborers ‘payrolls in the farm divided by categories and tasks: weeding/hoeing, harvesting, and other activities of the colonists (“colonos”); periodical payments to farm laborers (“camaradas”) and ordinary laborers. Period: from April 1917 to March 1921 (pages 11-200).","Este livro inclui três partes com conteúdos diferentes. (1) Lista das famílias residentes na fazenda Ibicaba, com número de cafezais tratados e cômodos das residências. Localidades mencionadas: Seção Colônia Grande; casas fora da colônia; Saltinho; Seção Grama Larga (Coloninha, Morro Alto, Thecteia e Lage) (páginas 1-5). (2) Termo de separação da Paróquia de Cascalho da Paróquia de Cordeiro (páginas 7-8). (3) Folhas de pagamento dos trabalhadores da fazenda, discriminados por categorias e atividades: carpas, colheitas e atividades extras dos colonos; pagamentos periódicos a camaradas e empregados ordinários. Período: de abril de 1917 a março de 1921 (páginas 11-200).","(1) Imprint of typography ""Oliveira Scartezini & Cia. Limeira"" in the cover sheet. (2) Extra sheet with the payroll of laborers per piece rate (“empreiteiro”) for the harvesting of sugarcane in Saltinho (1919), put originally in page 154. (3) Fragment with the summary of payments for the 5th weeding/hoeing (undated).","(1) Carimbo da tipografia ""Oliveira Scartezini & Cia. Limeira"" na folha de rosto. (2) Folha extra de pagamento aos empreiteiros do corte de cana em Saltinho (1919), originalmente na página 154. (3) Fragmento com resumo do pagamento da 5a carpa (sem data).",parish houses |~| church committees |~| coffee plantation workers |~| payrolls |~| wages--accounting |~| labor costs |~| agricultural laborers |~| farm management |~| records and correspondence,First Brazilian Republic (1889-1930),Ibicaba Farm Records,-22.502147,-47.472253
ibicaba_0058_goyapa_inventario_diario_1919_1926.pdf,ark:/21198/z15t5c4z,ark:/21198/z1tf1pw4,2,Completed,Work,Livro 0058 |~| Ledger 0058,Inventário resumido e diário da fazenda Goyapá. Livro #58 (1919-1926),Summarized inventory and general journal accounting of Goyapá farm. Ledger #58 (1919-1926),Lançamento da Fazenda Goyapá,Fazenda Goyapá (Rio Claro - SP),"Administration of Goyapá farm (1919-1926) |~| Levy, Flaminio |~| de Souza Pinto, José",From May 1919 to April 1926,1919-05/1926-04,por,text,ledgers (account books),208 pages,33 x 23 cm,"Fazenda Ibicaba (Cordeirópolis, SP)",public domain,unpublished,Proprietors of Ibicaba farm: please refer to Mr. Theodoro Hayden Carvalhaes: Telephones 0055 19 3546 1012 or 0055 19 99825 6466; fazendaibicaba@fazendaibicaba.com.br,"Ledger book referring to Goyapá farm, located at the time in the county of Rio Claro. According to information attached to the inner cover and written in the cover sheet, the farm was bought by Colonel José Levy in 1919 and sold to Mr. José de Souza Pinto in 1926. This book is composed by two interconnected parts. (1) Summarized inventory of the agricultural capital, real estate, livestock, and goods of Goyapá farm and its farmhouse (pages 1-6). (2) General journal (accounting) of Goyapá farm between 1919 and 1926 (pages 7-30). The remaining pages are blank.","Livro de contabilidade referente à fazenda Goyapá, localizada então no município de Rio Claro. Conforme informações coladas à capa e escritas na folha de rosto, a fazenda foi adquirida pelo Coronel José Levy em 1919 e vendida ao Sr. José de Souza Pinto em 1926. Este livro inclui duas partes correlatas. (1) Inventário resumido do capital agrícola, imóveis, semoventes e bens da fazenda Goyapá e sua sede (páginas 1-6). (2) Livro diário da administração da fazenda Goyapá entre 1919 e 1926 (páginas 7-30). As demais páginas estão em branco.","(1) Newspaper’s fragment about the buying of Goyapá farm in 1919 attached to the ledger’s inner cover. (2) Data on the shipping of coffee production to Santos contained in a request from Mr. Flaminio Levy and Colonel José Levy to the Companhia Paulista de Estradas de Ferro attached to the ledger’s inner cover. (3) The cover sheet includes a short summary of goods and livestock existent in Goyapá farm as it was acquired by Mr. José de Souza Pinto in 1926. (4) There is a number of loose sheets originally put in the back cover of the book: (4.1) Two accounting notes on production under the letterhead of “Huberto Levy”; (4.2) Summary of an annual balance (undated); (4.3.) Typewritten letter from “Sociedade Anonyma Levy” to Colonel José Levy (1926); (4.4) Three fragments of accounting information; (4.5) Family letter from Santos to Colonel Levy (1926); (4.6) Two handwritten reports of Mr. Flaminio Levy about farm Goyapá (1925); (4.7) Two typewritten reports about farm Goyapá; (4.8) Four municipal notes and receipts of tax payment for number of coffee trees, paid by Mr. Flaminio Levy (1919 and 1920).","(1) Fragmento de jornal sobre a aquisição da fazenda Goyapá em 1919 colada na capa interna do livro de contabilidade. (2) Informações sobre o envio da produção cafeeira para Santos contida em um requerimento do Sr. Flaminio Levy e do Coronel José Levy para a Companhia Paulista de Estradas de Ferro colada na capa interna do livro de contabilidade. (3) A folha de rosto inclui um curto resumo dos bens e semoventes da fazenda Goyapá quando de sua aquisição pelo Sr. José de Souza Pinto em 1926. (4) Há várias folhas extras originalmente colocadas na contracapa do livro: (4.1) Duas notas contábeis de produção em folha timbrada de “Huberto Levy”; (4.2.) Resumo de um balanço contábil anual (sem data); (4.3) Carta datilografada da “Sociedade Anonyma Levy” ao Coronel José Levy (1926); (4.4) Três fragmentos de informações contábeis; (4.5) Carta familiar enviada de Santos ao Coronel José Levy (1926); (4.6) Dois relatórios manuscritos do Sr. Flaminio Levy sobre a fazenda Goyapá (1925); (4.7) Dois relatórios datilografados sobre a fazenda Goyapá; (4.8) Quatro notas e recibos municipais do pagamento de impostos por pés de café, pagos pelo Sr. Flaminio Levy (1919 e 1920).",bookkeeping |~| balance of trade |~| commercial documents |~| farm management |~| records and correspondence |~| coffee--industry--Brazil,First Brazilian Republic (1889-1930),Ibicaba Farm Records,-22.502147,-47.472253
