File Name,Title,Object Type,Parent ARK,Item ARK,Item Sequence,AltIdentifier.local,Type.typeOfResource,Date.creation,Date.normalized,Name.creator,Summary,Description.note,Language,Rights.copyrightStatus,Rights.statementLocal,Rights.,Rights.rightsHolderContact,Type.genre,Provenance,Name.repository,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Masters/othermasters/dl_quinn/ATQ_1_05_ATQMilitaryPlane_022.tif,Alfred Thomas Quinn in front of WWII Plane ,Work,ark:/21198/z1c83tvb,ark:/21198/z12v40pm,,ATQ_1_05_ATQMilitaryPlane_022,still image,undated,1939/1945,,,Silhouette of two soldiers in front of an WWII Era Avro Lancaster plane.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5871,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12v40pm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12v40pm/manifest
Masters/othermasters/dl_quinn/ATQ_1_05_Marcus_015.tif,Letter of reference for Alfred Thomas Quinn from Marcus O. Tucker M.D.,Work,ark:/21198/z1c83tvb,ark:/21198/z1z33h8j,,ATQ_1_05_Marcus_015,text,1942,1942,"Marcus Tucker, M.D. ",,"Letter of recommendation for Alfred Thomas Quinn from Marcus O. Tucker, M.D on office letterhead dated 24 August 1942. 424 Pico Boulevard, Santa Monica, Calif, Office 63303 Residence:5-3433. Text: To Whom it may concern: This is to certify that I have known Alfred T. Quinn Jr. for six years and during that time, he has been a young man of excellent habits, and a character above reproach. He is a worthy and deserving young man.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5864,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z33h8j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z33h8j/manifest
Masters/othermasters/dl_quinn/ATQ_1_05_Military_019.tif,Alfred Thomas Quinn in Formal Military Dress,Work,ark:/21198/z1c83tvb,ark:/21198/z1tb2rhc,,ATQ_1_05_Military_019,still image,undated,1939/1945,,,Alfred Thomas Quinn outdoors in Italy during World War II,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5865,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tb2rhc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tb2rhc/manifest
Masters/othermasters/dl_quinn/ATQ_1_05_Military_023.tif,Alfred Thomas Quinn with fellow soldiers during World War II,Work,ark:/21198/z1c83tvb,ark:/21198/z1pk20pp,,ATQ_1_05_Military_23,still image,undated,1939/1945,,,Alfred Thomas Quinn (center) with fellow World War II soldiers.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5866,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pk20pp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pk20pp/manifest
Masters/othermasters/dl_quinn/ATQ_1_05_MilitaryLesiure_018.tif,Alfred Thomas Quinn Posing in Italy during World War II,Work,ark:/21198/z1c83tvb,ark:/21198/z1jt180t,,ATQ_1_05_MilitaryLeisure_018,still image,undated,1939/1945,United States,,Photograph of Alfred Thomas Quinn wearing Army attire. He is sitting on a fence with a large church-like landmark in the background.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5867,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jt180t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jt180t/manifest
Masters/othermasters/dl_quinn/ATQ_1_05_MilitaryPor_016.tif,Alfred Thomas Quinn Portrait in Formal Military Dress,Work,ark:/21198/z1c83tvb,ark:/21198/z1f496p5,,ATQ_1_05_MilitaryPor_016,still image,undated,1939/1945,,,"Photograph of Alfred Thomas Quinn in formal military attire. Inscription reads, ""To the sweetest girl I have ever known and one I will always love. Alfred T. Quinn Jr.""",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5869,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f496p5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f496p5/manifest
Masters/othermasters/dl_quinn/ATQ_1_05_MilitaryPor_017.tif,Alfred Thomas Quinn Military Portrait ,Work,ark:/21198/z1c83tvb,ark:/21198/z19c8g09,,ATQ_1_05_MiltaryPor_017,still image,undated,1939/1945,,,Photograph of Alfred Thomas Quinn in Military attire. ,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5872,black-and-white photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8g09,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19c8g09/manifest
Masters/othermasters/dl_quinn/ATQ_1_10_ActToBeTake_027.tif,"Alfred Thomas Quinn Lecture Outline, ""Actions to be Taken""",Work,ark:/21198/z1c83tvb,ark:/21198/z15m7q91,,ATQ_1_10_ActToBeTake_027,text,undated,,Alfred Thomas Quinn,,"Lecture notes, ""Actions to be Taken"": Ecological Changes, Modernization as a Source of Conflict, The Role of Religion, Scientific View of the Future, Strive For:, Live For:, Can Be Free If:. Notes end, ""Pastor Davis, what is our truth?""",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5876,lecture notes,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15m7q91,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15m7q91/manifest
Masters/othermasters/dl_quinn/ATQ_1_10_CurrInAct_024.tif,"Santa Monica Schools staff newsletter, Curriculum in Action Vol. 2 No 1 (1970)",Work,ark:/21198/z1c83tvb,ark:/21198/z11v6zk9,,ATQ_1_10_CurrInAct_024,still image,1970,1970,Santa Monica Schools,,"Curriculum in Action, Volume 2 no. 1 November 1970. The Minority Student in California. Cover Photo and Caption: Discussing new materials on minority groups for possible integration into the curriculum are: From left: Dr. Alfred Artuso, superintendent; Fred Beteta, co-chairman of the Committee of 14; William Jones, district consultant; Dr. Moulton Johnson, president of the SMJCD Board of Education; Raymond Acevedo, Mexican-American coordinator, and [Alfred Thomas Quinn] college community relations coordinator.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5873,newsletters,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11v6zk9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11v6zk9/manifest
Masters/othermasters/dl_quinn/ATQ_1_10_EthnicCon_026.tif,Note on Revival of Ethnic Consciousness- Cultural Diversity USA 1991,Work,ark:/21198/z1c83tvb,ark:/21198/z1x36g28,,ATQ_1_10_EthnicCon_026,text,1991,1991,Alfred Thomas Quinn,,"Memorandum on letterhead. Alfred Thomas Quinn, 1957 19th Street, #3, Santa Monica, California, 90404 (213) 450-1457. Revival of Ethnic Consciousness- Cultural Diversity USA 1991. A revival of ethnic consciousness in American came from within the Black community in the turmoil of the 1960's. Who needs homogenous culture? Is cultural diversity good for America? Is racial oppression declining in America? By the beginning of the twentieth century the plight of American Blacks was the worst it had been since the days of slavery. Today new barriers create hardships for Blacks. The process of industrialization has significantly altered the pattern of racial integration giving rise to manifestations of racial antagonism.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5875,lecture notes,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x36g28,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x36g28/manifest
Masters/othermasters/dl_quinn/ATQ_1_10_Soci1972_025.tif,Notes for Sociology Lecture on Revolutionary Change,Work,ark:/21198/z1c83tvb,ark:/21198/z1sb5q8n,,ATQ_1_10_Soci1972_025,text,1972,1972,Alfred Thomas Quinn,,"Alfred Thomas Quinn lecture notes, Jill, his daughter was present during the lecture. Lecture discussion notes on racism, ethnocentrism, and various aspects of ""revolutionary change."" ",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5874,lecture notes,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sb5q8n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sb5q8n/manifest
Masters/othermasters/dl_quinn/ATQ_1_11_RetireParty_030.tif,Alfred Thomas Quinn Retirement Party (Photo 3),Work,ark:/21198/z1c83tvb,ark:/21198/z1nk4zkc,,ATQ_1_11_RetireParty_030,still image,1988,1988,Santa Monica Schools,,Alfred Thomas Quinn at one of his Retirement Party at Filmland Corporate Center in Culver City.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5879,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nk4zkc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nk4zkc/manifest
Masters/othermasters/dl_quinn/ATQ_1_11_RetirePartyBand_029.tif,"Alfred Thomas Quinn Retirement Party (Photo 2), with band",Work,ark:/21198/z1c83tvb,ark:/21198/z1hx2x6g,,ATQ_1_11_RetirePartyBand_029,still image,1988,1988,Santa Monica Schools,,Alfred Thomas Quinn at one of his Retirement Parties (white jacket) standing with the Band.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5878,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hx2x6g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hx2x6g/manifest
Masters/othermasters/dl_quinn/ATQ_1_11_RetirePartyWhite_28.tif,Alfred Thomas Quinn Retirement Party (Photo 1),Work,ark:/21198/z1c83tvb,ark:/21198/z1d525hw,,ATQ_1_11_RetirePartyWhite_28,still image,1988,1988,Santa Monica Schools,,"Alfred Thomas Quinn (standing, white jacket) at one of his Retirement Parties with guests seated near him.",eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5877,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d525hw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1d525hw/manifest
Masters/othermasters/dl_quinn/ATQ_1_13_ATQCer_049.tif,Dr. Alfred Thomas Quinn Retirement Dinner Photo - Alfred Thomas Quinn with Certificates,Work,ark:/21198/z1c83tvb,ark:/21198/z1mp6mtv,,ATQ_1_13_ATQCer_049,still image,1988,1988,,,Alfred Thomas Quinn poses in front of Certificates at Retirement Party at Filmland Corporate Center in Culver City.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5890,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mp6mtv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mp6mtv/manifest
Masters/othermasters/dl_quinn/ATQ_1_13_ATQDinnerResCard_042.tif,Dr. Alfred Thomas Quinn Retirement Dinner Reservation Card,Work,ark:/21198/z1c83tvb,ark:/21198/z1gx5w40,,ATQ_1_13_ATQDinnerResCard_042,text,1988,1988,,,Retirement Dinner Reservation Card at Filmland Center in Culver CIty with options to donate to the Alfred T. Quinn Scholarship Fund.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5891,printed ephemera,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gx5w40,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gx5w40/manifest
Masters/othermasters/dl_quinn/ATQ_1_13_ATQDottie_048.tif,Dr. Alfred Thomas Quinn Retirement Dinner Photo - Alfred Thomas Quinn & Dottie,Work,ark:/21198/z1c83tvb,ark:/21198/z1c554fd,,ATQ_1_13_ATQDottie_048,still image,1988,1988,,,Alfred Thomas Quinn and Dorothy 'Dottie' Quinn (wife) at Retirement Party at Filmland Corporate Center in Culver City.,eng,copyrighted,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,Carolyne Payne Edwards,librarian@bunche.ucla.edu or 310-825-5892,color photographs,Gift of Carolyne and WIlliam Edwards,The Ralph J. Bunche Center for African American Studies,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c554fd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c554fd/manifest
