Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,viewingHint,Visibility,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.other,Name.creator,Language,Subject,Rights.permission,Subject.geographicPlace,Name.author,Name.cartographer,Name.repository,Name.subject,Title,Date.publication,Coverage.geographiccoordinates,Publisher.publisherName,Description.note,Publisher.placeOfOrigin,Format.extent,Coverage.geographic,Alt ID.oclc,Alt ID.callNo,Alt ID.catalogRecordNumber,Alt ID.OPAC,Coverage.geoscale,AltTitle,Alt ID.local,Publisher.edition,Date.creation,Date.normalized,Alt ID.lccn,Description.abstract
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz00294ksq,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz00294ksq_1969046_master.tif,,,,,,,cartographic,map,unknown,,,"California Lands, Inc.",eng,Agriculture--California--Maps,,California--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Map of California,c1939,,California Lands Inc.,"Not drawn to scale|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6640722"">UCLA Catalog Record</a>","San Francisco, [Calif.]",1 map : col. ; 21 x 86 cm.,California,380487842,G4361 .J1 CLI 1939,,6640722,,,,,,c1939,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz00294kw8,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz00294kw8_1969103_master.tif,,,,,,,cartographic,map|~|Topographic maps.,pd,,,Geological Survey of California.,eng,Contra Costa County (Calif.)--Maps|~|Geology--California--Maps,Y,Contra Costa County (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Geological map of the vicinity of Mount Diablo,1863,,,"by the State Geological Survey ; drawn by C.F. Hoffmann.|~|Scale [ca. 1:63,360].|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1505667"">UCLA Catalog Record</a>","[Sacramento, Calif.?]",1 map : photocopy ; 47 x 30 cm.,Contra Costa County (Calif.),26644143,G4363 .Contra Costa 63 SGS 1863,,1505667,,,,,,1863,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz00294m09,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz00294m09_1969147_master.tif,,,,,,,cartographic,map,pd_usfed,,California State Mining Bureau.,"Waring, C. A. (Clarence Almon).",eng,Geology--California--Inyo County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Geological map of Inyo County, California",1917,,State Mining Bureau,"<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=806677"">UCLA Catalog Record</a>",cau|~|[S.l.],1 map : col. ; 81 x 123 cm.,California|~|Inyo County,21747971,G4363 Inyo C5 253 SMB 1917,,806677,253440,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz00297jdw,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz00297jdw_1976457_master.tif,,,,,,,cartographic,map,pd_usfed,,,California State Mining Bureau.,eng,Oil City (Calif.)--Maps|~|Petroleum--California,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Oil City oil field, Fresno Co., California",1899?],,,"Contour intervals 20 ft.|~|Scale about 1500 ft. to the inch.|~|issued by the State Mining Bureau.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=686899"">UCLA Catalog Record</a>",[Sacramento|~|cau,map 53 x 41 cm. folded to 21 x 14 cm.,California|~|Oil City (Calif.),06175932,G4363 .Fresno Co. 18 SMB 1899,,686899,,,,,,,gs 07000036,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz00297jhf,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz00297jhf_1976474_master.tif,,,,,,,cartographic,map,pd_usfed,,Alameda County (Calif.). County Surveyor.,"Boggs, Wallace B.",eng,Roads--California--Alameda County--Maps,,Alameda County (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Highways of Alameda County, California",[ca. 1947],,County Surveyor,"Shows roads, township and section lines, townships, railroads, canals, rivers and creeks.|~|""Barker""--lower right corner.|~|Wallace B. Boggs, County Surveyor.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6650604"">UCLA Catalog Record</a>","cau|~|[Oakland, Calif]",1 map ; 19 x 31 cm.,California|~|Alameda County (Calif.),710835920,G4363 Alameda Co. .P2 ca.300 WBB,,6650604,300000,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz00297jjz,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz00297jjz_1976477_master.tif,,,,,,,cartographic,map,pd|~|Y,,"Alameda County Historical Society.|~|Becker, Robert H.|~|Bowman, J. N. (Jacob Neibert). 1875-1968.","Von Schmidt, A. W. (Allexey Waldemar). b. 1823?.",eng,Rancho San Antonio (Alameda County|~|Maps—Facsimiles,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Plan of Rancho de-San-Antonio claimed by Vincinte,1967?],northernmost:N0375200|~|westernmost:W1221600|~|southernmost:N0375200|~|easternmost:W1221600,Alameda County Historical Society,"""Permission to reproduce granted by Dr. Dudley W. Bennett.""|~|Shows drainage, settlements, acreages, buildings, etc.|~|surveyed by A.W. Von Schmidt, U.S. Deputy Surveyor.|~|""Size of original: 40 x 28 inches.""|~|""A true copy of the original 1852 map, presented to charter members of the Alameda County Historical Society. 410 copies.""|~|Relief represented by shading.|~|Facsim. of ms. map: [1852].|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3551942"">UCLA Catalog Record</a>","cau|~|[Oakland, Calif.?",1 map : col. ; 30 x 43 cm.,"Rancho San Antonio (Alameda County, Calif.)",26788727,G4363 .Alameda Co. ns 1852,,3551942,70500,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz00297jkg,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz00297jkg_1976480_master.tif,,,,,,,cartographic,map,pd_usfed,,,,eng,,,Humboldt County (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Traffic Map All types of Vehicles Humboldt County California,1937,,,"<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7138736"">UCLA Catalog Record</a>",,,Humboldt County (Calif.),,G4363.P1 63 USDA 1937,,,,,,,,1937,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz00297jm0,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz00297jm0_1976483_master.tif,,,,,,,cartographic,map,pd,,,Handy and Wallace.,eng,Copper mines and mining--California--Calaveras County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Map of the copper mines of Calaveras County,1864,,A. Gensoul,"Includes ""Sectional view of the Reed Lode.""|~|Oriented with north toward the upper left.|~|surveyed and drawn by Handy & Wallace.|~|Negative.|~|Relief represented by hachures.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1571848"">UCLA Catalog Record</a>",cau|~|San Francisco,1 map : photocopy ; 25 x 43 cm.,Calaveras County|~|California,26644116,G4363 .Calaveras Co H2 A6 1864,,1571848,825000,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz00297jnh,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz00297jnh_1976486_master.tif,,,,,,,cartographic,map,pd_usfed,,"Posey, George A.",Alameda County (Calif.). County Surveyor.,eng,Alameda County (Calif.)--Road maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Highways Alameda County, California",]1933],,County Surveyor,"Relief represented by hachures.|~|George A. Posey, County Surveyor.|~|Annotated in 1933 to show roads suitable for inclusion in the State Highway System.|~|Blueline.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=483996"">UCLA Catalog Record</a>",cau|~|[S.l.],1 map : photo reprod. ; 64 x 91 cm.,Alameda County (Calif.),21746021,G4363 .Alameda 95 1930,,483996,90000,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz00297jsk,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz00297jsk_1976507_master.tif,,,,,,,cartographic,map,pd_usfed,,,California. Division of Forestry.,eng,El Dorado County (Calif.)--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Western El Dorado County, 1935",1935,,The Division,"At head of title: State of California, Department of Natural Resources, Division of Forestry.|~|compiled in the Office of the State Forester at Sacramento by F.H. Raymond.|~|Relief represented by hachures.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=797062"">UCLA Catalog Record</a>",cau|~|Sacramento,1 map ; 53 x 64 cm.,El Dorado County (Calif.),23001799,G4363 .El Dorado 126 DNR 1935,,797062,130000,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz00297jt3,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz00297jt3_1976510_master.tif,,,,,,,cartographic,map,pd_usfed,,,United States. Forest Service.,eng,Del Norte County (Calif.)--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Photo spot index aerial photographic project CDF 2 (1948),1949|~|[1949],,U.S. Forest Service,"""1927 North American datum.""|~|Index map of a photographic survey conducted by U.S. Forest Service.|~|Blue line print.|~|Includes townships and sections.|~|Relief represented by hachures.|~|""Original sheets prepared by the Department of Public Works, Division of Highways in cooperation with the U.S. Department of Agriculture, Bureau of Public Roads. Original data obtained from State-wide Highway Planning Survey, 1937. Original sheets assembled with alterations and additions required by the Department of Natural Resources, Division of Forestry, 1941.""|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6649381"">UCLA Catalog Record</a>",cau|~|San Francisco,1 map : photocopy ; 66 x 53 cm.,Del Norte County (Calif.),710060709,G4363 Del Norte Co .A3 125 USFS 1942,,6649381,130000,"Del Norte County, Humboldt Meridian,1942",,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz00297pkd,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz00297pkd_1976921_master.tif,,,,,,,cartographic,map,pd_usfed,,,California State Mining Bureau.,eng,Inyo County (Calif.)--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of Inyo County, California.",190u|~|[190-?],,State Mining Bureau,"<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=806680"">UCLA Catalog Record</a>",San Francisco|~|cau,1 map : col. ; on sheet 72 x 112 cm.,Inyo County (Calif.),24961594,G4363 Inyo 316 SMB 1900?,,806680,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz00297pmx,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz00297pmx_1976924_master.tif,,,,,,,cartographic,map,pd_usfed,,"Tucker, W. B.|~|California. Division of Mines.","Sampson, R. J.",eng,Mines and mineral resources--California--Imperial County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Map of Imperial County showing locations of principal mineral deposits,1942,,"Dept. of Natural Resources, Division of Mines","by R.J. Sampson and W.B. Tucker.|~|Index map and index of mines on sheet.|~|Accompanying State Mineralogist's report xxxviii, April 1942.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3007995"">UCLA Catalog Record</a>","[Sacramento, CA]|~|cau",1 map ; 53 x 31 cm.,Imperial County|~|California,09488041,G4363 Imperial H1 500 CDM 1942,,3007995,250000,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz00297psh,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz00297psh_1976959_master.tif,,,,,,,cartographic,map,pd_usfed,,"Naramore, Charles. 1879-1961.",California State Mining Bureau.,eng,Butte County (Calif.)--Maps|~|Mines and mineral resources--California--Lake County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of Butte County, California",1904,westernmost:W1220500|~|northernmost:N0401000|~|easternmost:W1210400|~|southernmost:N0391700,State Mining Bureau,"Shows township and section lines, creeks and rivers, lakes, canals and points of interest.|~|""January, 1904.""|~|compiled and issued by the State Mining Bureau ; Lewis E. Aubury, State Mineralogist ; W.E. Thorne, Field Assistant for Butte County ; drawn by C. Naramore.|~|Locations of mines and mineral deposits are numbered but not named on map.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6648633"">UCLA Catalog Record</a>",San Francisco|~|cau,1 map : col. ; on sheet 85 x 71 cm.,Butte County (Calif.)|~|California|~|Lake County,,G4363 Butte Co. H1 SMB 1904,,6648633,130000,"Butte County, California",,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz00297pt1,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz00297pt1_1976962_master.tif,,,,,,,cartographic,map,pd_usfed,,,California State Mining Bureau.,eng,Amador County (Calif.)--Maps|~|Mines and mineral resources--California--Amador County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of Amador County, California",1903,easternmost:W1200400|~|southernmost:N0381300|~|westernmost:W1210200|~|northernmost:N0384300,State Mining Bureau,"Relief represented by hachures.|~|Locations of mines and mineral deposits are numbered but not named on map.|~|issued by the State Mining Bureau ; Lewis E. Aubury, State Mineralogist ; John B. Tregloan, Field Assistant for Amador County.|~|Shows township and section lines, ranchos, creeks and rivers, ridges, lakes, canals, and power lines.|~|""August, 1903.""|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6645098"">UCLA Catalog Record</a>",San Francisco|~|cau,1 map : col. ; on sheet 71 x 111 cm.,Amador County|~|Amador County (Calif.)|~|California,22974748,G4363 Amador Co. .H1 SMB 1903,,6645098,96000,"Amador County, California",,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0f95,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0f95_1977299_master.tif,,,,,,,cartographic,map,pd_usfed,,"California. Division of Mines.|~|Sampson, R. J.","Tucker, W. B.",eng,Mines and mineral resources--California--Inyo County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of Inyo County, California",1938|~|[1938],easternmost:W1140700|~|southernmost:N0323200|~|westernmost:W1242500|~|northernmost:N0420000,Division of Mines,"Includes indexes of mines and mineral monuments.|~|accompanying Report on Mines and Mineral Resources of Inyo County by W.B. Tucker and R.J. Sampson, 1938.|~|""Mineralogist's Report XXXIV. October 1938.""|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6648645"">UCLA Catalog Record</a>",cau|~|[Sacramento],1 map ; 55 x 79 cm.,Inyo County|~|California,84669360,G4363 Inyo Co. 380 CDM 1938,,6648645,375000,"Map of Inyo County, California: showing locations of principal mines",,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0fc6,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0fc6_1977333_master.tif,,,,,,,cartographic,map,pd_usfed,,"Hobson, J. B.",California State Mining Bureau.,eng,Geology--California--Nevada County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Geological map of Nevada County,[19--?]|~|1963|~|1900,,California State Mining Bureau,"Relief represented by hachures.|~|by J.B. Hobson, Assistant in the Field.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=806678"">UCLA Catalog Record</a>","[San Francisco, Calif.?|~|cau",1 map : col. ; 22 x 35 cm.,Nevada County|~|California,25420908,G4363 Nevada Co. .C5 350 CSMB,,806678,350000,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0fdq,ark:/21198/zz0028tr8x,7,Needs Review,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0fdq_1977347_master.tif,,,,,,,cartographic,map,,,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Burney Quadrangle (needs attention),,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0fgr,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0fgr_1977363_master.tif,,,,,,,cartographic,map,pd_usfed,,,Geological Survey (U.S.).,eng,Mines and mineral resources--California--Nevada County--Maps|~|Mines and mineral resources--California--Grass Valley Region--Maps|~|Grass Valley Region (Calif.)--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"California (Nevada Co.), Grass Valley special map.",1909,westernmost:W1210505|~|southernmost:N0391022|~|northernmost:N0391350|~|easternmost:W1210135,U.S. Geological Survey,Surveyed in 1891.|~|Contour interval 20 feet.|~|Shows mines and placer diggings.,[Washington]|~|dcu,1 map : col. ; 45 x 35 cm.,California|~|Grass Valley Region (Calif.)|~|Nevada County,46642913,G4363 Nevada Co.--Grass Valley .H2 14.4 USGS 1901/1909,,6647512,14400,Grass Valley|~|Grass Valley special map,,"Ed. of Mar. 1901, repr. Feb. 1909.",,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0hqb,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0hqb_1977483_master.tif,,,,,,,cartographic,map,pd_usfed,,,,eng,,,Monterey County (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,General Highway Map Monterey County California,,,,"<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7150415"">UCLA Catalog Record</a>",,,Monterey County (Calif.),,G4363.P2 160 DPW 1937,,,,,,,1937,1937,,
