Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,viewingHint,Visibility,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.other,Name.creator,Language,Subject,Rights.permission,Subject.geographicPlace,Name.author,Name.cartographer,Name.repository,Name.subject,Title,Date.publication,Coverage.geographiccoordinates,Publisher.publisherName,Description.note,Publisher.placeOfOrigin,Format.extent,Coverage.geographic,Alt ID.oclc,Alt ID.callNo,Alt ID.catalogRecordNumber,Alt ID.OPAC,Coverage.geoscale,AltTitle,Alt ID.local,Publisher.edition,Date.creation,Date.normalized,Alt ID.lccn,Description.abstract
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c257k,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer26_folder3/G4364_LA_UnionTerminal_P3_600_ED_1938.tif,,,,,,,cartographic,map|~|Road maps.,unknown|~|public domain,unknown,Farmers and Merchants National Bank of Los Angeles.,"Hill, E. F.",eng,Roads--California--Los Angeles--Maps|~|Street-railroads--California--Los Angeles--Maps|~|Bus lines--California--Los Angeles--Maps,,Los Angeles (Calif.)--Maps|~|Los Angeles Metropolitan Area (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of Los Angeles, California",c1938,,E.F. Hill,"Includes index and list of local motor coach lines.|~|On verso: Highway map of California, Nevada -- Map of San Fernando Valley addition to the city of Los Angeles. Scales differ.|~|""Presented with the compliments of the Farmers and Merchants National Bank of Los Angeles.""","cau|~|[Los Angeles, Calif.?]","1 map : col. ; 54 x 84 cm., on sheet 71 x 99 cm., folded to 18 x 13 cm.",Los Angeles (Calif.)|~|California|~|Los Angeles Metropolitan Area (Calif.),793301374,G4364 Los Angeles .P1 ca.41 FMNB 1938,,6937488,41000,Map of Los Angeles with California motor highways,G4364_LA_UnionTerminal_P3_600_ED_1938,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c2583,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer26_folder3/G4364_LA_Westwood_G47_JIC_1929.tif,,,,,,,cartographic,map,unknown,unknown,,,eng,,,Westwood (Calif.)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Westwood Village Tracts No. 9650, 9768, 10600, and 10690",1929,,,,,,Westwood (Calif.),,G4364 Los Angeles - Westwood .G47 JIC [1929],,,,,G4364_LA_Westwood_G47_JIC_1929,,,1929,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c259m,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer26_folder3/G4364_P1_1932.tif,,,,,,,cartographic,map|~|Road maps.,unknown,unknown,,,eng,Street-railroads--California--Los Angeles Metropolitan Area--Maps|~|Roads--California--Los Angeles--Maps|~|Street-railroads--California--Los Angeles County--Maps,,Los Angeles (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Street Car & Motor Coach Routes of Los Angeles Railway Corp. and Motor Coach Routes of Los Angeles Motor Coach Co. as of July 7th 1932,1932,,,,,,Los Angeles (Calif.),,,,,,,G4364_P1_1932,,,1932,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c25cn,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer26_folder3/G4364_P1_1941_text.tif,,,,,,,cartographic,text|~|map,unknown,unknown,,,eng,"Los Angeles (Calif.)--Maps, Manuscript--Facsimiles|~|Los Angeles (Calif.)--Road maps",,Los Angeles (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Letter From the Downtown Business Men's Association on The Off-Street Parking Situation in Downtown Los Angeles,1945,,,,,,Los Angeles (Calif.),,,,,,,G4364_P1_1941_text,,,1945,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c25fp,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer26_folder3/G4364_P1_NoScale_1924.tif,,,,,,,cartographic,map,copyrighted,unknown,,"Whitlock, Laura L.",eng,Street-railroads--California--Los Angeles--Maps,,Los Angeles (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Official transportation and city map of Los Angeles, California, and suburbs",1924|~|c1924,,Wolfer Print Co.,"""Official maps.""|~|Includes 3 insets.|~|Relief represented by spot heights.","Los Angeles, Cal|~|cau",1 map : col. ; 111 x 82 cm.,California|~|Los Angeles (Calif.),25234571,G4364.P1 no scale 1924,,3582684,,,G4364_P1_NoScale_1924,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c25g6,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer26_folder3/G4364_P1_VAR_CMDI_1932.tif,,,,,,,cartographic,map,,unknown,,"Central Manufacturing District (Chicago, Ill.).",eng,"Railroads--California, Southern--Maps",,Los Angeles (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Central Manufacturing District and Los Angeles Junction Railway, Los Angeles California, showing rail and harbor connections, traffic roads, residential and industrial areas",[1932],,"Central Manufacturing District, Inc.?","""85/H-8.""|~|Inset map indexed.|~|Includes location map.|~|""Frick, 1932.""","[Los Angeles, Cal.?]|~|cau",1 map ; 31 x 44 cm.,,24775990,G4364 Los Angeles .M1 c.24 CMDI [1932?],,974774,24000,,G4364_P1_VAR_CMDI_1932,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c25hq,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer26_folder3/G4364_P3_63_LARlwy_1943.tif,,,,,,,cartographic,map,copyrighted,unknown,,Los Angeles Railway.,eng,Street-railroads--California--Los Angeles Metropolitan Area--Maps|~|Bus lines--California--Los Angeles Metropolitan Area--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Route map, Los Angeles and vicinity",1943|~|[1943],,Los Angeles Railway,"""DWG. #5770 ROLL.""|~|Indexed.","cau|~|[Los Angeles, Calif.?]",1 map ; 42 x 55 cm.,California|~|Los Angeles Metropolitan Area,25126813,G4363 (.50) L.A. Co. .P33 63 LAR [1943],,2244594,63360,,G4364_P3_63_LARlwy_1943,Rev. as of 5-9-1943.,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c25j7,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer26_folder3/G4364_S635_G46_19_S26.tif,,,,,,,cartographic,map,pd,unknown,,,eng,,,San Marino (Calif.)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of the City of San Marino, Los Angeles County California",191?,,,,,,,42902914,G4364.S635G46 191- .S26,,4304279,,,G4364_S635_G46_19_S26,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c25kr,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer26_folder3/G4364_Santa_Monica_P3_OCE.tif,,,,,,,cartographic,map,unknown,unknown,,Pacific Electric Railway Company.,eng,,,Los Angeles (Calif.)--Maps|~|Santa Monica (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Right Way and Track Map Santa Monica Branch Clement JCT to Port Los Angeles,[192-?],,,,,,Santa Monica (Calif.)|~|Los Angeles (Calif.),,,,,,,G4364_Santa_Monica_P3_OCE,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c25m8,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer26_folder3/G4364_Santa_Monica_P55_NS_CS_1892.tif,,,,,,,cartographic|~|map,map,pd,unknown,,,eng,,,Santa Monica Bay (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Profile of Santa Monica Wharf,1892,,,,,,Santa Monica Bay (Calif.),,G4364 Santa Monica .P55 NS CS 1892,,,,,G4364_Santa_Monica_P55_NS_CS_1892,,,1892,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c2cd2,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz002c2cd2_2036919_master.tif,,,,,,,cartographic,map,,,,,eng,Irrigation--United States--Maps,,United States -- Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Irrigation map of the United States TEST,[193-?],,,,,,United States,,G3701.J4 11.8m USNRB  ND,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c2cfk,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz002c2cfk_2036922_master.tif,,,,,,,cartographic,map,,,,,eng,Mines and mineral resources--United States--Maps,,United States -- Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Barytes deposits from mineral resources of the United States, 1915 TEST",1940,,,,,,United States,,G3701.H5 17m USGS 1940,,,,,,,,1940,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c2cg3,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz002c2cg3_2036925_master.tif,,,,,,,cartographic,map,,,,,eng,Agriculture--United States--Maps,,United States -- Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Percent of total area in all crops 1925 (harvested and failure) TEST,1925,,,,,,United States,,,,G3701.J6 4.5m RMcN 1925,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c2cm5,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz002c2cm5_2036940_master.tif,,,,,,,cartographic,map,,,,,eng,Soil erosion--United States--Maps,,United States -- Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,General distribution of erosion TEST,[193-?],,,,,,United States,,G3701.J4 NS USSES 19,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c2cnp,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz002c2cnp_2036943_master.tif,,,,,,,cartographic,map,,,,,eng,Soils--United States--Maps,,United States -- Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Soil conservation districts laws and organized districts TEST,1939,,,,,,United States,,G3701.J4 20m SCS 1939,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c2cp6,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz002c2cp6_2036946_master.tif,,,,,,,cartographic,map,,,,,eng,,,Europe--Maps|~|France--Maps|~|Germany--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Walla Walla Union Bulletin TEST,1939,,,,,,Europe,,G5702.R1 700 WWUB CA 1939,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c2cqq,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz002c2cqq_2036949_master.tif,,,,,,,cartographic,ger|~|map,,,,,,,,Europe--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Die Donaustaaten TEST,1931,,,,,,Europe,,G5702 2.5M FB 1931,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c2cr7,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz002c2cr7_2036952_master.tif,,,,,,,cartographic,map,,,,,eng,,,Europe--Maps|~|France--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Map of Eastern and Western Europe TEST,1943,,,,,,Europe,,G5702.P2 1M CGSS 1943,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c2ds7,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz002c2ds7_2036988_master.tif,,,,,,,cartographic,map,,,,,eng,Poland--Statistics,,Europe--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Political map of Central Europe TEST,1938/1939,,,,,,Europe,,G5702.F2 6M 1938/39,,,,Some facts about Poland,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c2dtr,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz002c2dtr_2036991_master.tif,,,,,,,cartographic,ger|~|map,,,,,,"Germany--Boundaries--History|~|German language--Europe, German-speaking",,Europe--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Der Deutsche volks - und kulturboden in Mittel - und Osteuropa TEST,[1930s],,,,,,Europe,,G5702.E1 16M W+D [1930s],,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c2dv8,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz002c2dv8_2036994_master.tif,,,,,,,cartographic,map,,,,,eng,,,Europe--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Europe 1937 TEST,1937,,,,,,Europe,,G5702.A1 16.8M DS [1937],,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c2dws,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz002c2dws_2037000_master.tif,,,,,,,cartographic,map,,,,,eng,"United States. Army--History--World War, 1939-1945--Maps",,Europe--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Advance of the XV Corps of the Third, First and Seventh United States Armies from Normandy to Central Europe 31 July 1944 to 11 May 1945 TEST",[1945?],,,,,,Europe,,G5702.S7 2M ETC [1945?],,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c2f3c,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz002c2f3c_2037005_master.tif,,,,,,,cartographic,ger|~|map,,,,,,Germany--History--1933-1945--Maps,,Europe--Maps|~|France--Maps|~|Germany--Maps|~|Switzerland--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Kulturkarte des Deutschen Westens TEST,1940,,,,,,Europe,,G5702.E1 NS VDA 1940,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c2f6x,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz002c2f6x_2037014_master.tif,,,,,,,still image|~|cartographic,map|~|Physical maps.,,,,,eng,,,Europe--Maps|~|Turkey--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Turkey TEST,ca. 1750,,,,,,Europe,,G5702.6.5M N.P. C.1750,,,,,,,,,,
