Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,viewingHint,Visibility,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.other,Name.creator,Language,Subject,Rights.permission,Subject.geographicPlace,Name.author,Name.cartographer,Name.repository,Name.subject,Title,Date.publication,Coverage.geographiccoordinates,Publisher.publisherName,Description.note,Publisher.placeOfOrigin,Format.extent,Coverage.geographic,Alt ID.oclc,Alt ID.callNo,Alt ID.catalogRecordNumber,Alt ID.OPAC,Coverage.geoscale,AltTitle,Alt ID.local,Publisher.edition,Date.creation,Date.normalized,Alt ID.lccn,Description.abstract
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz3fc,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR1130F4/G6030s_576_Scheda_No13.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G6030s_576_Scheda_No13,,,,,,,,,,,,,,G6030s_576_Scheda_No13|~|DR1130F4,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz3gw,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR1130F4/G6030s_576_Scheda_No14.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G6030s_576_Scheda_No14,,,,,,,,,,,,,,G6030s_576_Scheda_No14|~|DR1130F4,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz3hd,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR1130F4/G6030s_576_Scheda_No15.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G6030s_576_Scheda_No15,,,,,,,,,,,,,,G6030s_576_Scheda_No15|~|DR1130F4,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz3jx,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR1130F4/G6030s_576_Scheda_No16.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G6030s_576_Scheda_No16,,,,,,,,,,,,,,G6030s_576_Scheda_No16|~|DR1130F4,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz3kf,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR1130F4/G6030s_576_Scheda_No18.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G6030s_576_Scheda_No18,,,,,,,,,,,,,,G6030s_576_Scheda_No18|~|DR1130F4,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz3mz,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR1130F4/G6030s_576_Scheda_No19.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G6030s_576_Scheda_No19,,,,,,,,,,,,,,G6030s_576_Scheda_No19|~|DR1130F4,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz3ng,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR1130F4/G6030s_576_Scheda_No22.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G6030s_576_Scheda_No22,,,,,,,,,,,,,,G6030s_576_Scheda_No22|~|DR1130F4,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz3p0,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR1130F4/G6030s_576_Scheda_No25.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G6030s_576_Scheda_No25,,,,,,,,,,,,,,G6030s_576_Scheda_No25|~|DR1130F4,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz3qh,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR1130F4/G6030s_576_Scheda_No5.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G6030s_576_Scheda_No5,,,,,,,,,,,,,,G6030s_576_Scheda_No5|~|DR1130F4,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz3r1,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR1130F4/G6030s_576_Scheda_No6.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G6030s_576_Scheda_No6,,,,,,,,,,,,,,G6030s_576_Scheda_No6|~|DR1130F4,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz3sj,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR1130F4/G6030s_576_Scheda_No7.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G6030s_576_Scheda_No7,,,,,,,,,,,,,,G6030s_576_Scheda_No7|~|DR1130F4,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz3t2,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR1130F4/G6030s_576_Scheda_No8.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G6030s_576_Scheda_No8,,,,,,,,,,,,,,G6030s_576_Scheda_No8|~|DR1130F4,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz3vk,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR709F1/5834_Paris_JR_1847.tif,,,,,,,cartographic,map,pd,unknown,,,eng,,,Paris (France)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Paris, 1847",1847,,,,,,Paris (France),,5834 Paris JR 1847,,,,,5834_Paris_JR_1847|~|DR709F1,,,1847,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz3xm,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR709F1/G5834_Paris_100_CT_1925.tif,,,,,,,cartographic,map|~|Road maps.,unknown,unknown,,,fre,Roads--France--Maps,,Paris (France)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Carte Taride - Environs de Paris 50 kil - Routière,1925,,,,,,Paris (France),,,,,,Map Tarride - Around Paris 50 kil - Road,G5834_Paris_100_CT_1925|~|DR709F1,,,1925,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz3z4,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR709F1/G5834_Paris_10_7_Patte_1765.tif,,,,,,,cartographic,map,unknown,unknown,,,fre,City planning--France--Paris--Maps.|~|France--Maps--Early works to 1800,,Paris (France)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Partie du Plan Général de Paris, ou l'on a Tracé les Differences Emplacemens qui ont été choisis pour Placer la Statue Equestre du Roi.",[1765],,,,,,Paris (France),,,,,,Part of the General Plan of Paris.,G5834_Paris_10_7_Patte_1765|~|DR709F1,,,1765,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz404,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR709F1/G5834_Paris_10_HUP_1754_1970.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5834_Paris_10_HUP_1754_1970,,,,,,,,,,,,,,G5834_Paris_10_HUP_1754_1970|~|DR709F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz41n,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR709F1/G5834_Paris_1575.tif,,,,,,,cartographic,map,unknown,unknown,,,lat,Early maps|~|France--Maps--Early works to 1800,,Paris (France)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Lvtetia Vulgo Paris Anno 1575,1575,,,,,,Paris (France),,,,,,,G5834_Paris_1575|~|DR709F1,,,1575,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz425,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR709F1/G5834_Paris_1618.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Plan de Paris en 1618 par Visscher,,,,,,,,,G5834 .Paris 1618,,3739562,,,G5834_Paris_1618|~|DR709F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz43p,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR709F1/G5834_Paris_16_LG_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,fre,City planning--France--Paris--Maps.,,Paris (France)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Plan de Paris Divisé En 20 Arrondis Sements,,,,,,,Paris (France),,,,,,,G5834_Paris_16_LG_ND|~|DR709F1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz446,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR709F1/G5834_PARIS_1754.tif,,,,,,,cartographic,map,unknown,unknown,,,eng|~|fre,City planning--France--Paris--Maps.,,Paris (France)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,A Plan of Paris. This Survey has been Reduced to the Same Scale as that of London,1754,,,,,,Paris (France),,,,,,,G5834_PARIS_1754|~|DR709F1,,,1754,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002cz467,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR709F1/G5834_Paris_30_1815.tif,,,,,,,cartographic,map,public domain,,,,fre,Military maps,,Paris (France)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Carte Militaire des Environs de Paris Relative aux Travaux de Défense éxécutés Projetés en 1813,1815,,,,,,Paris (France),,,,,,Military Map of surroundings Paris Relative to work executed yet Projected Defense in 1813,G5834_Paris_30_1815|~|DR709F1,,,1815,,
