Title,Project Name,Item ARK,Parent ARK,Object Type,viewingHint,Visibility,File Name,Thumbnail,Item Sequence,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Name.repository,Name.illuminator,Language,Author,Scribe,AltTitle.other,Description.note,Date.creation,Date.normalized,Summary,Representative image,Masthead,Description.contents,Condition note,Illustrations note,Description.colophon,Description.history,Binding note,Format.extent,Alt ID.local,Format.dimensions,Relation.isPartOf,AltTitle.uniform,Place of origin,IIIF Access URL,IIIF Manifest URL
Manuscript No. 50,Armenian Manuscripts,ark:/21198/zz002gxc7x,ark:/21198/zz0009gx2d,Work,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gzs0j/full/full/0/default.jpg,,text,Manuscripts,pd,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4954","University of California, Los Angeles. Library. Department of Special Collections",,arm,,,,,,,,,,,,,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gxc7x/manifest
Manuscript No. 52,Armenian Manuscripts,ark:/21198/zz0026w2zp,ark:/21198/zz0009gx2d,Work,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wj6w/full/full/0/default.jpg,,text,Manuscripts,pd,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4953","University of California, Los Angeles. Library. Department of Special Collections",,arm,,,,,,,,,,,,,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w2zp/manifest
Manuscript No. 53,Armenian Manuscripts,ark:/21198/zz0026w30p,ark:/21198/zz0009gx2d,Work,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028wzds/full/full/0/default.jpg,,text,Manuscripts,pd,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4952","University of California, Los Angeles. Library. Department of Special Collections",,arm,,,,,,,,,,,,,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w30p/manifest
"Manuscript No. 56: Miscellany, A.D. 1662",Armenian Manuscripts,ark:/21198/zz0026w316,ark:/21198/zz0009gx2d,Work,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028xb8g/full/full/0/default.jpg,,text,Manuscripts,pd,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4951","University of California, Los Angeles. Library. Department of Special Collections",,arm,,,,,1662,1662,,,,"The codex is a Miscellany containing the following texts: Fols. 1-94. I. The Story of the Seven Sages. According to the colophon at the end of the text on folio 94v, this work was translated from Latin into Armenian at the city of Zamość in Poland in A.D. 1614 by the priest Yokob T'oxat'c'i (1563-1657/63?). For a study of the work see Nersēs Akinian, ""Patmut'iwn Evt'n Imastasirac' Hay Grakanut'ean mēĵ,"" Handes Amsōreay nos. 9-10 (1921): 472-485. This Armenian version , with certain variations, went through six printings during the years, 1696-1796. (see pg.234-235, Medieval Armenian Manuscripts at the University of California, Los Angeles.)|~|Fols. 94-95. Colophons dated A.D. 1614 and 1662.|~|Fols. 95-102. II. The Story of the Young Man Who Sold His Father and His Mother.|~|Fols. 102v-118v. III Ode and Story of King Joasaph.Fols. 119-119v. Blank with scribbles.|~|Fol. 120 (A stray page from a ""Divan"": text in Armeno-Turkish.)Fol. 120. Notes on commercial transactions.|~|Fol. 121 Inscriptions, dated A.D. 1667, 1682, and 1687.Fol. 121v. Inscription.",,,,,,,,,,,"Zamość, Poland",,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w316/manifest
Manuscript No. 58,Armenian Manuscripts,ark:/21198/zz002bcc8m,ark:/21198/zz0009gx2d,Work,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcc94/full/full/0/default.jpg,,text,Manuscripts,pd,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4950","University of California, Los Angeles. Library. Department of Special Collections",,arm,,,,,,,,,,,,,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcc8m/manifest
Manuscript No. 61,Armenian Manuscripts,ark:/21198/zz0026w32q,ark:/21198/zz0009gx2d,Work,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028xmq2/full/full/0/default.jpg,,text,Manuscripts,pd,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4949","University of California, Los Angeles. Library. Department of Special Collections",,arm,,,,,,,,,,,,,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w32q/manifest
Manuscript No. 62,Armenian Manuscripts,ark:/21198/zz0026w337,ark:/21198/zz0009gx2d,Work,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028z66z/full/full/0/default.jpg,,text,Manuscripts,pd,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4948","University of California, Los Angeles. Library. Department of Special Collections",,arm,,,,,,,,,,,,,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w337/manifest
Manuscript No. 63,Armenian Manuscripts,ark:/21198/zz0026w34r,ark:/21198/zz0009gx2d,Work,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zfwp/full/full/0/default.jpg,,text,Manuscripts,pd,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4947","University of California, Los Angeles. Library. Department of Special Collections",,arm,,,,,,,,,,,,,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w34r/manifest
Manuscript No. 64,Armenian Manuscripts,ark:/21198/zz0026w358,ark:/21198/zz0009gx2d,Work,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zkfw/full/full/0/default.jpg,,text,Manuscripts,pd,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4946","University of California, Los Angeles. Library. Department of Special Collections",,arm,,,,,,,,,,,,,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w358/manifest
Manuscript No. 68,Armenian Manuscripts,ark:/21198/zz002gxcbg,ark:/21198/zz0009gx2d,Work,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h0w0v/full/full/0/default.jpg,,text,Manuscripts,pd,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4945","University of California, Los Angeles. Library. Department of Special Collections",,arm,,,,,,,,,,,,,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gxcbg/manifest
Manuscript No. 69,Armenian Manuscripts,ark:/21198/zz0026w36s,ark:/21198/zz0009gx2d,Work,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zq24/full/full/0/default.jpg,,text,Manuscripts,pd,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4944","University of California, Los Angeles. Library. Department of Special Collections",,arm,,,,,,,,,,,,,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w36s/manifest
Manuscript No. 72,Armenian Manuscripts,ark:/21198/zz0026w379,ark:/21198/zz0009gx2d,Work,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028zsrf/full/full/0/default.jpg,,text,Manuscripts,pd,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4943","University of California, Los Angeles. Library. Department of Special Collections",,arm,,,,,,,,,,,,,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w379/manifest
Manuscript No. 74,Armenian Manuscripts,ark:/21198/zz0026w38t,ark:/21198/zz0009gx2d,Work,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00290sb3/full/full/0/default.jpg,,text,Manuscripts,pd,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4942","University of California, Los Angeles. Library. Department of Special Collections",,arm,,,,,,,,,,,,,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w38t/manifest
"Manuscript No. 75 Simēon Jułayec'i's Summa of Logic, 17th/18th Century",Armenian Manuscripts,ark:/21198/zz001dzvdh,ark:/21198/zz0009gx2d,Work,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dzvf1/full/full/0/default.jpg,,text,Manuscripts,pd,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4941","University of California, Los Angeles. Library. Department of Special Collections",,arm,"Jułayec'i, Simēon","Jułayec'i, Ōgostinos",Hamaṛōt hawak'umn tramabanut'ean,"See Sanjian, Avedis K. Medieval Armenian Manuscripts at the University of California, Los Angeles. Berkeley : University of California Press, 1999.",c. 17th-18th century,1600/1799,,,,"Pages 563-762 of an unidentified codex, probably a miscellany. The surviving portion of the codex contains a copy of the ""Summa of Logic"" by Simēon Jułayec'i (d. 1657), which was published at Constantinople in 1728 and 1794. The work is divided into Part I: On Concepts (fols. 1-38v); Part II: On Propositions (fols. 39-54v); and Part III: On Syllogism (fols. 54v-100). (Sanjian, p. 291.)","Fairly good state of preservation. Some leaves are insect damaged. The scribe has misnumbered the pages following page 706, which should have been 707 and not 708.",,"Inscription on fol. 38v/page 638 by scribe Ōgostinos Jułayec'i, son of Petros and Bet'xahēm, and brother of Sełbestros and Step'annos, asking reader to pray for him. (Sanjian, p. 291.)","In the surviving fragments there are no colophons indicating date of execution or provenance. The paleography suggests that the codex was probably written in the 17th or 18th century. (Sanjian, p. 291.)","19th century dark brown half calf with marbled paper-covered pasteboards. No tooling. Paper pastedowns. Pink and white endbands with bead on edge. Edges lighly sprinkled pink. Sewn on three cords; no notches. Many gutter reparis on conjugate pages, inidicating that the manuscript was rebound.",1 volume (100 fols.),,17 x 10 cm (written surface area 14 x 7.5 cm),,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dzvdh/manifest
Manuscript No. 76 Hamaṛōtutʻiwn čartasanut'ean,Armenian Manuscripts,ark:/21198/zz001gqf7t,ark:/21198/zz0009gx2d,Work,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqfbc/full/full/0/default.jpg,,text,Manuscripts,pd,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4940","University of California, Los Angeles. Library. Department of Special Collections",,arm,"Mechitar, 1676-1749",,"Mxit'ar Sebastac'i's Concise Book of Rhetoric, A.D. 1758","See Sanjian, Avedis K. Medieval Armenian Manuscripts at the University of California, Los Angeles. Berkeley : University of California Press, 1999.",1758,1758,,,,"The codex is a copy of the ""Concise Book of Rhetoric"" authored by Abbot Mxit'ar Sebastac'i (1676-1749) at Venice in 1733. This unpublished work was designed as a textbook, and it consists of six books divided into 35 chapters. The principal divisions of the codex are as follows: Book 1) On the Art of Rhetoric, fols. 2-10v; Book 2) On Invention/Discovery, fols. 10v-58v; Book 3) On Disposition, fols. 58v-73v; Book 4) On Elocution, fols. 73v-111v; Book 5) On Memory, fols. 111v-116; Book 6) On Utterance, fols. 116-127v. (Sanjian, p. 293.)",,,"Two colophons on fols. 127v-128v written by the scribe Yakob. The first states that the writing of the book was completed on June 8, in the year 1207 of the Armenian Era (i.e. AD 1758). The second, dated October 1, 1208 (i.e. AD 1759) states that the scribe was from the village of Yewk'aria, near Kayseri in Anatolia. He wrote the book as a memorial to himself and his late wife, Kilistē, but later offered it to the vardapet Yovanēs at the monastery of Lim. (Sanjian, p. 292.)",,,1 volume (128 fols.),,15 x 9.5 cm (written surface area 11 x 6.5 cm),,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001gqf7t/manifest
Manuscript No. 77,Armenian Manuscripts,ark:/21198/zz0026w39b,ark:/21198/zz0009gx2d,Work,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291cmw/full/full/0/default.jpg,,text,Manuscripts,pd,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4939","University of California, Los Angeles. Library. Department of Special Collections",,arm,,,,,,,,,,,,,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w39b/manifest
Manuscript No. 80,Armenian Manuscripts,ark:/21198/zz0026w3bv,ark:/21198/zz0009gx2d,Work,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291dfs/full/full/0/default.jpg,,text,Manuscripts,pd,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4938","University of California, Los Angeles. Library. Department of Special Collections",,arm,,,,,,,,,,,,,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w3bv/manifest
Manuscript No. 81,Armenian Manuscripts,ark:/21198/zz0026w3cc,ark:/21198/zz0009gx2d,Work,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291f4m/full/full/0/default.jpg,,text,Manuscripts,pd,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4937","University of California, Los Angeles. Library. Department of Special Collections",,arm,,,,,,,,,,,,,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w3cc/manifest
Manuscript No. 82,Armenian Manuscripts,ark:/21198/zz0026w3dw,ark:/21198/zz0009gx2d,Work,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291z5c/full/full/0/default.jpg,,text,Manuscripts,pd,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4936","University of California, Los Angeles. Library. Department of Special Collections",,arm,,,,,,,,,,,,,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w3dw/manifest
Manuscript No. 83,Armenian Manuscripts,ark:/21198/zz002gxcc0,ark:/21198/zz0009gx2d,Work,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h1p3z/full/full/0/default.jpg,,text,Manuscripts,pd,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4935","University of California, Los Angeles. Library. Department of Special Collections",,arm,,,,,,,,,,,,,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gxcc0/manifest
Manuscript No. 84 Collection of Poems 1896- 1927,Armenian Manuscripts,ark:/21198/zz002gxcdh,ark:/21198/zz0009gx2d,Work,paged,,,"https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h1zx7/full/600,/0/default.jpg",,text,Manuscripts,pd,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4934","University of California, Los Angeles. Library. Department of Special Collections",,arm,,,,"Paper; 74 folios, plus unnumbered folios with text in front; 27x21 cm. (written surface area: 23x17 cm.).  Text in modern šełagir, written in one column of 26 lines. Notebook composed of sheets of ""David Bros. & Co."" loose-leaf paper bound together.Contents: The codex is a ""Collection of Poems,"" composed mostly by G. M. George in Armenian, Persian, and English. Many of these poems deal with the theme of love and are addressed to his wife, Aruseak; some are vulgar and even obscene. Additionally, there are lyrics composed by Persian-Armenian minstrels, Łul Yovhannēs and Amir Ōłli, whose poems are reproduced in this codex from other, unnamed sources.",,,,,,,,,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gxcdh/manifest
Manuscript No. 86: Commentary on the Gospel of Matthew (Fragments) 19th Century,Armenian Manuscripts,ark:/21198/zz0026w2s3,ark:/21198/zz0009gx2d,Work,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wn1x/full/full/0/default.jpg,,text,Manuscripts|~|Illuminations,pd,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4933","University of California, Los Angeles. Library. Department of Special Collections",,arm,,,,"Text in modern sheghagir, written in two columns of 39-40 lines each. Spiritual citations commented on are written in red sheghagir. Initials throughout in red, blue, or black erkat’agir. Headings of chapters 3 and 4 of the codex in blue erkat’agir. Only two complete quires of the codex have survived, both with gatherings of 12 leaves each. Of the remaining quire, only 6 leaves have survived.",19th century,1801/1900,,,,"Fragmetns from a “Commentary on the Gospel of Marrthew.” The surviving folios deal with Matthew 2:1-23, 3:1-17, 4:1-5, 5 we are unable to determine  the identity of the commentary’s author.","Despite the defective binding, the MS is in a good state of preservation. Some leaves have suffered damage from dampness and there are lacunae between fols. 24 and 25.","The illuminations of these fragments consist of one decorative design, a floral spray making a division between chapters (Fol. 21v), and three initials of which one is floral (fol. 13) and two are bird-form.Like MS 85, this codex is copied in a hurried hand, squeezed into two columns on paper that has not even been ruled horizontally. It is strange, then, to encounter even the perfunctory illumination. The inks of the text – black for commentary, red for citations from Matthew, blue for margin rulings – suffice for the illuminations as well.The floral spray on fol. 21v combines traditional Armenian forms (five-lobed buds and volute-edged leaves) with an open composition of freely meandering vine forms showing a more Western sensibility.",,"There are no colophons in the codex; hence its date of execution and provenance are unknown. The paleography suggests that the book to which the fragments belonged was probably written in the 19th century, in all likelihood at New Julfa in Isfahan.There are no inscriptions indicating the later history of the codex. The inside front cover hears the signature of Aris Martirosian, accompanied by a statement dated 1906 that he had received a certain amount of money from Abgar P. Abgarian. The inside back cover has the signature of “Harkey” written in English in the upper left corner, below which we find the signature of Mirza Mandali Movst’eti. In the center of the inside back cover appeas the signature of K.V. Ter Kirakosian, who must be the same priest who wrote MS 85 (Menologium fragments). There is no indication that any of these individuals actually owned the book.We have no information as to when and from whom Dr. Minasian acquired the fragments.","None. Unbound, unsewn quires and detached sheets. There are no holes or notches in the folds of the quires, indicating that these quires were never sewn. However, the quires and sheets are now placed between two pasteboards from a detached binding, half floth and covered with balck and white mottled paper. These boards have white paper pastedowns and were originally sewn on three linen tapes. Watermark is the same as MS 85: “LESCHALLAS 1888.” We also see large countermark on conjugate leaf: “PRO BONO PUBLICO,” an “S”, and “UNIVERSAL FOOLSCAP.”",28 folios,,32x20.5 cm.,,Meknut’iwn Srboy Avetaranin Matt'eosi,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w2s3/manifest
Manuscript No. 87,Armenian Manuscripts,ark:/21198/zz0026w3fd,ark:/21198/zz0009gx2d,Work,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291zfh/full/full/0/default.jpg,,text,Manuscripts,pd,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4932","University of California, Los Angeles. Library. Department of Special Collections",,arm,,,,,,,,,,,,,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w3fd/manifest
Manuscript No. 89,Armenian Manuscripts,ark:/21198/zz002gxcf1,ark:/21198/zz0009gx2d,Work,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2556/full/full/0/default.jpg,,text,Manuscripts,pd,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4931","University of California, Los Angeles. Library. Department of Special Collections",,arm,,,,,,,,,,,,,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002gxcf1/manifest
Manuscript No. 91,Armenian Manuscripts,ark:/21198/zz0026w3gx,ark:/21198/zz0009gx2d,Work,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00291znm/full/full/0/default.jpg,,text,Manuscripts,pd,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4930","University of California, Los Angeles. Library. Department of Special Collections",,arm,,,,,,,,,,,,,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026w3gx/manifest
Manuscript No. 170/766 Gospel of the Myrruhbearer,Armenian Manuscripts,ark:/21198/zz002hkc49,ark:/21198/zz0009gx2d,Work,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hkccx/full/full/0/default.jpg,,text,Manuscripts|~|Illuminations,pd,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4929","University of California, Los Angeles. Library. Department of Special Collections",,arm,,,,,,,,,,,,,,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hkc49/manifest
Manuscript No. 7,Armenian Manuscripts,ark:/21198/zz0025q165,ark:/21198/zz0009gx2d,Work,paged,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026zfs9/full/full/0/default.jpg,,text,Manuscripts,pd,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4928","University of California, Los Angeles. Library. Department of Special Collections",,arm,,,Commentary on the Cantica Canticorum by Cornelius a Lapide,"The codex is a copy of the Armenian translation of teh ""Commentary on the Cantica Canticorum"" by Cornelius a Lapide ( 1567-1637), also known as Cornelius Cornelissen van den Steen, Flemish exegete.  The book also contains another commentary on the Song of Songs by an unknown author.Cornelius a Lapide was born at Bocholt near Liege, and was educated at the Jesuit colleges of Maastricht and Cologne. IN 1592 he entered the Jesuit order, and became professor of exegesis at Louvain in 1596. In 1616 he was called to Rome, where he taught the same subject and completed his celebrated commentaries, comprising all the Canonical Books except Job and the Psalms. “His works, which have enjoyed enduring popularity, are characterized by their clarity, deep spirituality, and allegorical and mystical exegesis”; his wide erudition enabled him to draw extensively on the Church Fathers and on medieval theologians.",A.D. 1650,1650,,,,"The principal divisions of the codex are as follows:I. Commentary on the Song of Songs by Cornelius a LapidePage 1. Introduction to the Song of Songs.Pages 2-13. Chapters I-IV. (On the author, purpose, form and style, and divisions of the Song og Songs.)Pages 13-17. Canons that kindle the torches and present the Song of Songs.Pages 17-19. Comentators on the Song of Songs.Pages 21-1022. Text of the commentary in eight chapters. (Other copies of the Armenian version of Cornelius a Lapide's commentary on the Song of Songs will be found in Jerusalem MSS 51, 142, 162, 384, and 643.)Pages 1023-1069. II Commentary on the Song og Songs by an unknown wuthor, in eight chapters.Page 1070. Blank.","The first two leavse in fron are detached, and the lower right corners of pages 1069-1070 are torn off; otherwise, the codex is in a fairly good state of preservation.",,,"There are no colophons in the codex; hence its date of execution and provenance are known. However, the title page (page 1) provides the following information: “Authored by the most venerable author, Father Cornelius Cornelian of Lapida, member of the Jesuit holy fathers, formerly of Louvain and later of Rome, augmented by necessary indexes. At the city of Ant’uperia (Antwerp?), by the printer Meyursius Jacobus, us the year of the Lord 1650, by the order of the emperor and the king of Spain.”The commentary on Cantica Canticorum by Corneliys a Lapide (1567-1637) was first published in 1638. The present codex, which represents its translation into Armenian, may have been done after 1650.Because there are no inscriptions in the book, its later history is unknown.  A notation on the inside front cover indicates  that Dr. Minassian purchased it on March 3, 1957, from a certain Mr. Amjad, who had brought the codex from Tehran to Isfahan. Another notation, written on the inside back cover, provides the same date of purchase and the purchase price of 3000 rials.","Dark brown blind-tooled damaged leather over pasteboard, with paper pastedowns. Blind-tooling is the same for both boards. Outer border consists of triple fillets, filled with a foliated tool. Inner rectangle has similar border, and its interior consists of three squares, of which the first and third include triple intersecting diagonal lines. Spine has five raised bands, and horizontal triple fillet lines. Red and white silk endbands with bead on the edge evident at tail only. Sewn over cords with fine blue silk thread, no notches. Edges uncolored. Some detached leaves. Not a traditional Armenian binding.",1070 pages,,32X21.5 cm.,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025q165/manifest
