"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","Rights.copyrightStatus","Rights.notice","Rights.countryCreation","Rights.creatorCorporate","Name.creator","Subject.descriptiveTopic","Type.typeOfResource","Type.genre","Name.repository","Name.performer","Name.composer","Rights.generalNote","Rights.servicesContact","Description.note","Title","AltIdentifier.local","Date.creation","Format.dimensions","Format.medium","Relation.isPartOf","Date.digitized","Format.extent","Description.tableOfContents","Description.abstract","Waveform","media.width","media.height","media.duration","media.format","IIIF Manifest URL"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00095sgn","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00095sgn-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/5s/gn/21198=zz00095sgn/ark%2B=21198=zz00095sgn.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performers: L. V. Conerly; David Evans|~|Recorded by: David Evans|~|Title from tape: Holts - Conerly - Evans - Holmes - Speck - Ryan - Varnardo - Crossley","When I Left Home this Morning","clym200203wsde020-65_side2-07","1965-09-03","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","02m 24s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00095sgn%2Faudiowaveform.dat","","","144.725333","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00095sgn/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00095sh5","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00095sh5-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/5s/h5/21198=zz00095sh5/ark%2B=21198=zz00095sh5.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performers: Henry R. Crossley; L. V. Conerly; David Evans|~|Title from tape: Holts - Conerly - Evans - Holmes - Speck - Ryan - Varnardo - Crossley|~|Recorded by: David Evans","Come Back, Baby","clym200203wsde020-65_side2-08","1965-09-03","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","03m 46s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00095sh5%2Faudiowaveform.dat","","","226.304","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00095sh5/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00095thn","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00095thn-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/5t/hn/21198=zz00095thn/ark%2B=21198=zz00095thn.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performers: Henry R. Crossley; Speck; L. V. Conerly; David Evans|~|Recorded by: David Evans|~|Title from tape: Holts - Conerly - Evans - Holmes - Speck - Ryan - Varnardo - Crossley","Farther Along","clym200203wsde020-65_side2-09","1965-09-03","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","02m 16s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00095thn%2Faudiowaveform.dat","","","136.533333","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00095thn/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00095tj5","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00095tj5-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/5t/j5/21198=zz00095tj5/ark%2B=21198=zz00095tj5.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performer: Roosevelt Holts|~|Recorded by: David Evans|~|Title from tape: Holts - Conerly - Evans - Holmes - Speck - Ryan - Varnardo - Crossley","Canned Heat Blues","clym200203wsde020-65_side2-10","1965-09-03","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","02m 29s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00095tj5%2Faudiowaveform.dat","","","149.162667","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00095tj5/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00095tm6","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00095tm6-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/5t/m6/21198=zz00095tm6/ark%2B=21198=zz00095tm6.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performer: Roosevelt Holts|~|Title from tape: Holts - Conerly - Evans - Holmes - Speck - Ryan - Varnardo - Crossley|~|Recorded by: David Evans","(Instrumental)","clym200203wsde020-65_side2-11","1965-09-03","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","00m 50s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00095tm6%2Faudiowaveform.dat","","","50.346667","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00095tm6/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00095tnq","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00095tnq-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/5t/nq/21198=zz00095tnq/ark%2B=21198=zz00095tnq.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performer: Roosevelt Holts|~|Recorded by: David Evans|~|Title from tape: Holts - Conerly - Evans - Holmes - Speck - Ryan - Varnardo - Crossley","Canned Heat Blues","clym200203wsde020-65_side2-12","1965-09-03","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","01m 02s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00095tnq%2Faudiowaveform.dat","","","62.122667","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00095tnq/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00095tp7","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00095tp7-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/5t/p7/21198=zz00095tp7/ark%2B=21198=zz00095tp7.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performer: Roosevelt Holts|~|Title from tape: Holts - Conerly - Evans - Holmes - Speck - Ryan - Varnardo - Crossley|~|Recorded by: David Evans","Prison Bound Blues","clym200203wsde020-65_side2-13","1965-09-03","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","03m 17s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00095tp7%2Faudiowaveform.dat","","","197.290667","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00095tp7/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00095tqr","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00095tqr-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/5t/qr/21198=zz00095tqr/ark%2B=21198=zz00095tqr.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performer: Roosevelt Holts|~|Title from tape: Holts - Conerly - Evans - Holmes - Speck - Ryan - Varnardo - Crossley|~|Recorded by: David Evans","Meet Me in the Bottom","clym200203wsde020-65_side2-14","1965-09-03","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","02m 28s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00095tqr%2Faudiowaveform.dat","","","148.309333","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00095tqr/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00095tr8","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00095tr8-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/5t/r8/21198=zz00095tr8/ark%2B=21198=zz00095tr8.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Title from tape: Holts - Crossley - Holmes - Conerly - Evans - Reel #3|~|Recorded by: David Evans|~|Performers: Henry R. Crossley; Roosevelt Holts","Hobo Blues","clym200203wsde021-65_side1-01","1965-09-03","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","00m 37s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00095tr8%2Faudiowaveform.dat","","","37.205333","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00095tr8/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00095tss","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00095tss-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/5t/ss/21198=zz00095tss/ark%2B=21198=zz00095tss.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Title from tape: Holts - Crossley - Holmes - Conerly - Evans - Reel #3|~|Performer: Roosevelt Holts|~|Recorded by: David Evans","Coal Black Pony","clym200203wsde021-65_side1-02","1965-09-03","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","02m 37s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00095tss%2Faudiowaveform.dat","","","157.013333","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00095tss/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00095tt9","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00095tt9-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/5t/t9/21198=zz00095tt9/ark%2B=21198=zz00095tt9.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Title from tape: Holts - Crossley - Holmes - Conerly - Evans - Reel #3|~|Recorded by: David Evans|~|Performer: Myrt Holmes","What's the Matter Now","clym200203wsde021-65_side1-03","1965-09-03","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","02m 13s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00095tt9%2Faudiowaveform.dat","","","133.973333","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00095tt9/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00095tvt","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00095tvt-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/5t/vt/21198=zz00095tvt/ark%2B=21198=zz00095tvt.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: David Evans|~|Performers: Henry R. Crossley; L. V. Conerly|~|Title from tape: Holts - Crossley - Holmes - Conerly - Evans - Reel #3","Boogie Chillun","clym200203wsde021-65_side1-04","1965-09-03","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","03m 53s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00095tvt%2Faudiowaveform.dat","","","233.472","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00095tvt/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00095twb","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00095twb-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/5t/wb/21198=zz00095twb/ark%2B=21198=zz00095twb.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performers: Henry R. Crossley; L. V. Conerly|~|Recorded by: David Evans|~|Title from tape: Holts - Crossley - Holmes - Conerly - Evans - Reel #3","Come On Baby","clym200203wsde021-65_side1-05","1965-09-03","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","02m 36s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00095twb%2Faudiowaveform.dat","","","156.842667","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00095twb/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00095txv","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00095txv-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/5t/xv/21198=zz00095txv/ark%2B=21198=zz00095txv.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performers: Henry R. Crossley; L. V. Conerly|~|Recorded by: David Evans|~|Title from tape: Holts - Crossley - Holmes - Conerly - Evans - Reel #3","Come Back Baby","clym200203wsde021-65_side1-06","1965-09-03","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","02m 29s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00095txv%2Faudiowaveform.dat","","","149.504","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00095txv/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00095tzc","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00095tzc-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/5t/zc/21198=zz00095tzc/ark%2B=21198=zz00095tzc.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Title from tape: Holts - Crossley - Holmes - Conerly - Evans - Reel #3|~|Performers: Henry R. Crossley; L. V. Conerly|~|Recorded by: David Evans","Stand by Me","clym200203wsde021-65_side1-07","1965-09-03","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","05m 15s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00095tzc%2Faudiowaveform.dat","","","315.733333","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00095tzc/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00095v0c","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00095v0c-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/5v/0c/21198=zz00095v0c/ark%2B=21198=zz00095v0c.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Title from tape: Holts - Crossley - Holmes - Conerly - Evans - Reel #3","clym200203wsde021-65_side1-08","clym200203wsde021-65_side1-08","","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","00m 16s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00095v0c%2Faudiowaveform.dat","","","16.384","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00095v0c/manifest"
