Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Visibility,Delete in Title,Type.genre,Type.typeOfResource,Subject.descriptiveTopic,Rights.copyrightStatus,Rights.statementLocal,Rights.publicationStatus,Name.subject,Name.landscapeArchitect,Name.illustrator,Rights.countryCreation,Rights.rightsHolderContact,Rights.servicesContact,Name.architect,Language,Subject.conceptTopic,Name.repository,Name.photographer,Name.artist,Name.creator,Name.designer,Rights.permission,Subject topic,Name.engineer,Relation.isPartOf,Description.caption,Description.note,AltTitle.other,Relation.relatedTo,Coverage.geographic,Date.normalized,Format.dimensions,Date.creation,Description.fundingNote,Format.extent,Title,Alt ID.local,Description.latitude,Description.longitude,AltTitle.uniform,Format.medium,Description.contents,Description.adminnote,Opac url,Description.abstract,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz0025dwhv,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/21198-zz0025dwhv_1685831_master.tif,80,,,,landscaping plans,still image,"gardens|~|fountains |~|boulevards|~|roadside improvement|~|paths|~|Santa Monica Boulevard (Beverly Hills, Calif.)|~|Wilshire Boulevard (Beverly Hills, Calif.)",copyrighted,Rights owned by the Regents of the University of California,,,"Cornell, Ralph D.|~|Cook, Wilbur David, $d b. 1869|~|Hall, George Duffield, $d 1877–1961|~|Cook, Hall and Cornell, Landscape Architects",,,,,,,landscape architecture,,,,"Cornell, Ralph D.",,N,Government|~|Business,,,"Beverly Hills Parkway; Cook, Hall & Cornell, Landscape Architects - City Planners. 3723 Wilshire Blvd. Los Angeles; May 15, 1930|~|Labels on plan: Carmellite Ave, Approximate Cross-section, Wilshire Boulevard, Scale of Plan. 1""=20'0"", Santa Monica Boulevard, Walden Drive","Zones like this one were created to separate the residential district from the Boulevard and included pedestrian paths and gardens. The electric bronze fountain illuminated by colored lights was installed at the corner of Wilshire and Santa Monica in 1930. Plan has an aerial view of the zone, a side view (cross-section) of the fountain, and a detailed perspective sketch of the fountain. 'Carmellite Ave' is actually Carmelita Ave",,,,1930-05-13,8 x 10 inches,"May 15, 1930",Access to this collection is generously supported by Arcadia funds.,1 photographic print,"Sketch of Beverly Hills Parkway development, Beverly Hills, 1930",Box 87,34.06732959552743,-118.41044068336487,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dwhv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025dwhv/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz0025dwjc,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/21198-zz0025dwjc_1685844_master.tif,81,,,,black-and-white photographs|~|landscaping plans|~|cellulose nitrate film,still image,trees|~|groves (plant communities)|~|picnic areas|~|roads|~|footbridges|~|parking lots|~|steps|~|overlooks|~|cuts (earthworks)|~|fill (leveling material)|~|bridle paths|~|Torrey Pines State Reserve (Calif.)|~|tarns|~|Torrey pine|~|trails (recreation areas)|~|lodges (caretakers' houses)|~|median strips|~|catch basins|~|bird sanctuaries|~|marshes|~|El Camino Real (Calif.)|~|Pacific Ocean|~|hitching posts|~|ramps|~|shrubs,copyrighted,Rights owned by the Regents of the University of California,,,"Cornell, Ralph D.|~|Cook, Wilbur David, $d b. 1869|~|Hall, George Duffield, $d 1877–1961|~|Cook, Hall and Cornell, Landscape Architects",,,,,,,landscape architecture,"Scripps, Ellen Browning, $d 1836-1932",,,,,N,Government|~|Environment,"Jaeger, Karl F.|~|Fleming Park (Colton, Calif.)","Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Topographic data by Karl F. Jaeger, civil engineer, & Guy L. Fleming, custodian.|~|Torrey Pines Preserve, San Diego County, California, improvement map|~|Plan: 592-1|~|By: Ralph D. Cornell, April 1931|~|Scale: 1 inch equals 200 feet|~|Labels on plan: bird refuge, marshland, hitching rack, open concrete drain to carry into tidal basin, flow line, painted gorge, open concrete drains, lodge, parking, lion's den, picnic, ramps, steps, grove, scenic point, autos, Old Torrey Pines Road, surfaced, bridge, bridle trails, rail road, existing dirt road, old route of El Camino Real, new highway, Pacific Ocean|~|Cook, Hall & Cornell, Landscape Architects and City Planners, Los Angeles, California","Plan includes contour lines and elevation measurements|~|Key & Legend includes specific planting and grading instructions for each area on plan, mentioning trees, shrubs, and Torrey pines",Torrey Pines Preserve,ark:/21198/zz002b62j5 (print)|~|ark:/21198/zz002b62hn  (negatrive)|~|ark:/21198/zz0025dwjc (master),California--San Diego County,1931-04,,April 1931,Access to this collection is generously supported by Arcadia funds.,,"Improvement map for Torrey Pines Preserve, San Diego County, 1931",Box 88,32.92855318991631,-117.25738048553467,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025dwjc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025dwjc/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b5v96,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0001.tif,82,,,,black-and-white photographs|~|landscaping plans|~|cellulose nitrate film,still image,terraces (landscaped-site elements)|~|softball fields|~|parking lots|~|lawns (landscaped grass)|~|stables (animal housing)|~|baseball fields|~|grandstands|~|administration buildings|~|fences|~|corrals|~|water features,copyrighted,Rights owned by the Regents of the University of California,,Palm Springs Field Club,"Cornell, Ralph D.",,,,,"Harry J. Williams & Associates, Architects",eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections",,,,,N,Lifestyle|~|Business,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Labels on plan: future parking 650 cars, limits of present project, future stables, future trailer parking, property line, center line of future road, service yard, lawn, softball, hardball, fence, grand stands, curb, feed supply, officals [sic], concession toilets, paddock, corrals, tables, trailer parking, arena, equipment, groom, existing fence, existing house, space available for court games, existing soft ball, existing pavement, special parking, water, terrace, administration and recreation existing, parking, parking - 700 cars, scale 1""=50', existing trees, proposed trees, Baristo Road, Ramon Road, Sunrise Way, N [north arrow]|~|Palm Springs Field Club; Site Plan, Sept. 1949; Ralph D. Cornell F.A.S.L.A. Landscape Architect, Harry J. Williams & Associates, Architects","Location is now called Sunrise Park (2011). The baseball field is now Angels Stadium and the park is also home to the Palm Springs Parks & Recreation Department, the Palm Springs Public Library, the Palm Springs Swim Center and Mizell Senior Center",Palm Springs Field Club,ark:/21198/zz002b5vc7 (print),California--Palm Springs,1949-09,8 x 10 inches,September 1949,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Plan for Palm Springs Field Club, Palm Springs, 1949",1|~|uclamss_1411_0001,33.81774321376977,-116.52589917182922,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b5v96,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b5v96/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b5vbq,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0002.tif,83,,,,bird's-eye views|~|black-and-white photographs|~|renderings (drawings)|~|cellulose nitrate film,still image,,copyrighted,Rights owned by the Regents of the University of California,,Palm Springs Field Club,"Cornell, Ralph D.","Abbott, Allan, $d fl. 1946-1952",,,,"Harry J. Williams & Associates, Architects",eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections",,,,,N,Lifestyle|~|Arts|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Palm Springs Field Club|~|Ralph D. Cornell, F.A.S.L.A. landscape architect|~|Harry J. Williams & Associates, architects|~|Signed: Allan Abbott","Bird's-eye view drawing of Palm Springs Field Club, in 3-dimensional style|~|Location is now called Sunrise Park (2011). The baseball field is now Angels Stadium and the park is also home to the Palm Springs Parks & Recreation Department, the Palm Springs Public Library, the Palm Springs Swim Center and Mizell Senior Center",Palm Springs Field Club,,California--Palm Springs,1949,8 x 10 inches,[1949?],Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Rendering of Palm Springs Field Club, Palm Springs, [1949?]",0002|~|uclamss_1411_0002,33.81774321376977,-116.52589917182922,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b5vbq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b5vbq/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b5vc7,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0003.tif,84,,,,black-and-white photographs|~|landscaping plans,still image,terraces (landscaped-site elements)|~|softball fields|~|parking lots|~|lawns (landscaped grass)|~|stables (animal housing)|~|baseball fields|~|grandstands|~|administration buildings|~|fences|~|corrals|~|water features,copyrighted,Rights owned by the Regents of the University of California,,Palm Springs Field Club,"Cornell, Ralph D.",,,,,"Harry J. Williams & Associates, Architects",eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections",,,,,N,Lifestyle|~|Business|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Labels on plan: future parking 650 cars, limits of present project, future stables, future trailer parking, property line, center line of future road, service yard, lawn, softball, hardball, fence, grand stands, curb, feed supply, officals [sic], concession toilets, paddock, corrals, tables, trailer parking, arena, equipment, groom, existing fence, existing house, space available for court games, existing soft ball, existing pavement, special parking, water, terrace, administration and recreation existing, parking, parking - 700 cars, scale 1""=50', existing trees, proposed trees, Baristo Road, Ramon Road, Sunrise Way, N [north arrow]|~|Palm Springs Field Club; Site Plan, Sept. 1949; Ralph D. Cornell F.A.S.L.A. Landscape Architect, Harry J. Williams & Associates, Architects","Location is now called Sunrise Park (2011). The baseball field is now Angels Stadium and the park is also home to the Palm Springs Parks & Recreation Department, the Palm Springs Public Library, the Palm Springs Swim Center and Mizell Senior Center",Palm Springs Field Club,ark:/21198/zz002b5v96 (negative),California--Palm Springs,1949-09,8 x 10 inches,September 1949,Access to this collection is generously supported by Arcadia funds.,1 photographic print,"Plan for Palm Springs Field Club, Palm Springs, 1949",3|~|uclamss_1411_0003,33.81774321376977,-116.52589917182922,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b5vc7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b5vc7/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b5vdr,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0004.tif,85,,,,black-and-white photographs,still image,Palms|~|courtyards,copyrighted,Rights owned by the Regents of the University of California,,,"Cornell, Ralph D.",,,,,,eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections","Cornell, Ralph D.",,,,N,Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"5 palm trees in 2 groups in cement courtyard between two wings of low building, with mountains in background",Palm trees in courtyard,,,,8 x 10 inches,,Access to this collection is generously supported by Arcadia funds.,1 photographic print,Palm trees in courtyard,0004|~|uclamss_1411_0004,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b5vdr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b5vdr/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b5vf8,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0005.tif,86,,,,black-and-white photographs|~|landscaping plans|~|cellulose nitrate film,still image,groves (plant communities)|~|picnic areas|~|parking lots|~|lawns (landscaped grass)|~|parks ,copyrighted,Rights owned by the Regents of the University of California,,,"Cornell, Ralph D.",,,,,,eng,"landscape architecture|~|Northend Park (Palm Springs, Calif.)","University of California, Los Angeles. $b Library Special Collections",,,,,N,Culture|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Labels on plan: picnic grove, lawn, field sports, parking area, service, Via Miraleste, Tamarisk Avenue, Avenida Caballeros, north [north arrow]|~|Palm Springs Northend Park. Ralph D. Cornell F.A.S.L.A. landscape architect.","The caption on another plan for Northend Park identifies Williams, Williams & Williams as the architectural firm for the project. The firm was created by Harry J. Williams and his sons E. Stewart Williams and Roger Williams in 1946.|~|Ruth Hardy Park is currently at this location (2011).",Northend Park,ark: 21198/zz002b5vkb (print)|~|ark: 21198/zz002b5vh9 (print)|~|ark: 21198/zz002b5vnc (print)|~|ark: 21198/zz002b5vjt (print),California--Palm Springs,1946/1952,8 x 10 inches,[1946-1952?],Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Plan for Palm Springs Northend Park, Palm Springs, 1946-1952?",uclamss_1411_0005,33.83499829415701,-116.53897762298584,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b5vf8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b5vf8/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b5vgs,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0006.tif,87,,,,black-and-white photographs|~|landscaping plans|~|cellulose nitrate film,still image,"groves (plant communities)|~|picnic areas|~|football fields|~|softball fields|~|parking lots|~|lawns (landscaped grass)|~|swimming pools |~|Northend Park (Palm Springs, Calif.)|~|bandstands",copyrighted,Rights owned by the Regents of the University of California,,,"Cornell, Ralph D.",,,,,"Williams, Williams, & Williams",eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections",,,,,N,Government|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Palm Springs Northend Park. Williams, Williams & Williams, architects, A.I.A. Ralph D. Cornell F.A.S.L.A. landscape architect.|~|Labels on plan: barbeque, football field, softball field, parking area, band, pool, lockers, club house, Tamarisk Avenue, scale 1""=50'-0"", [north arrow]","Ruth Hardy Park is currently at this location (2011).|~|The Williams, Williams & Williams architectural firm was created by Harry J. Williams and his sons E. Stewart Williams and Roger Williams in 1946.",Northend Park,ark:/21198/zz002b5vmv (print)|~|ark:/21198/zz002b5vpw (negative),California--Palm Springs,1946/1952,8 x 10 inches,[1946-1951?],Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Plan for Palm Springs Northend Park, Palm Springs, 1946-1952?",uclamss_1411_0006,33.83499829415701,-116.53897762298584,,b&w nitrate negative,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b5vgs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b5vgs/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b5vh9,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0007.tif,88,,,,black-and-white photographs|~|landscaping plans,still image,"groves (plant communities)|~|picnic areas|~|parking lots|~|lawns (landscaped grass)|~|parks |~|Northend Park (Palm Springs, Calif.)",copyrighted,Rights owned by the Regents of the University of California,,,"Cornell, Ralph D.",,,,,,eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections",,,,,N,Government|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Palm Springs Northend Park. Ralph D. Cornell F.A.S.L.A. landscape architect.|~|Labels on plan: picnic grove, lawn, field sports, parking area, service, Via Miraleste, Tamarisk Avenue, Avenida Caballeros, north [north arrow]","The caption on another plan for Northend Park identifies Williams, Williams & Williams as the architectural firm for the project. The firm was created by Harry J. Williams and his sons E. Stewart Williams and Roger Williams in 1946.|~|Ruth Hardy Park is currently at this location (2011).",Northend Park,ark: 21198/zz002b5vf8 (negative)|~|ark: 21198/zz002b5vnc (print)|~|ark: 21198/zz002b5vjt (print)|~|ark: 21198/zz002b5vkb (print),California--Palm Springs,1946/1952,8 x 10 inches,[1946-1952?],Access to this collection is generously supported by Arcadia funds.,1 photographic print,"Plan for Palm Springs Northend Park, Palm Springs, 1946-1952?",7|~|uclamss_1411_0007,33.83499829415701,-116.53897762298584,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b5vh9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b5vh9/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b5vjt,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0008.tif,89,,,,black-and-white photographs|~|landscaping plans,still image,groves (plant communities)|~|picnic areas|~|parking lots|~|lawns (landscaped grass)|~|parks ,copyrighted,Rights owned by the Regents of the University of California,,,"Cornell, Ralph D.",,,,,,eng,"landscape architecture|~|Northend Park (Palm Springs, Calif.)","University of California, Los Angeles. $b Library Special Collections",,,,,N,Government|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Palm Springs Northend Park. Ralph D. Cornell F.A.S.L.A. landscape architect.|~|Labels on plan: picnic grove, lawn, field sports, parking area, service, Via Miraleste, Tamarisk Avenue, Avenida Caballeros, north [north arrow]","Ruth Hardy Park is currently at this location (2011).|~|The caption on another plan for Northend Park identifies Williams, Williams & Williams as the architectural firm for the project. The firm was created by Harry J. Williams and his sons E. Stewart Williams and Roger Williams in 1946.",Northend Park,ark: 21198/zz002b5vf8 (negative)|~|ark: 21198/zz002b5vnc (print)|~|ark: 21198/zz002b5vkb (print)|~|ark: 21198/zz002b5vh9 (print),California--Palm Springs,1946/1952,8 x 10 inches,[1946-1952?],Access to this collection is generously supported by Arcadia funds.,1 photographic print,"Plan for Palm Springs Northend Park, Palm Springs, 1946-1952?",8|~|uclamss_1411_0008,33.83499829415701,-116.53897762298584,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b5vjt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b5vjt/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b5vkb,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0009.tif,90,,,,black-and-white photographs|~|landscaping plans,still image,groves (plant communities)|~|picnic areas|~|parking lots|~|lawns (landscaped grass)|~|parks ,copyrighted,Rights owned by the Regents of the University of California,,,"Cornell, Ralph D.",,,,,,eng,"landscape architecture|~|Northend Park (Palm Springs, Calif.)","University of California, Los Angeles. $b Library Special Collections",,,,,N,Government|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Labels on plan: picnic grove, lawn, field sports, parking area, service, Via Miraleste, Tamarisk Avenue, Avenida Caballeros, north [north arrow]|~|Palm Springs Northend Park. Ralph D. Cornell F.A.S.L.A. landscape architect.","The caption on another plan for Northend Park identifies Williams, Williams & Williams as the architectural firm for the project. This firm began in 1946. The Williams, Williams & Williams architectural firm began in 1946. The firm was created by Harry J. Williams and his sons E. Stewart Williams and Roger Williams|~|Ruth Hardy Park is currently at this location (2011).",Northend Park,ark: 21198/zz002b5vf8 (negative)|~|ark: 21198/zz002b5vnc (print)|~|ark: 21198/zz002b5vjt (print)|~|ark: 21198/zz002b5vh9 (print),California--Palm Springs,1946/1952,8 x 10 inches,[1946-1952?],Access to this collection is generously supported by Arcadia funds.,1 photographic print,"Plan for Palm Springs Northend Park, Palm Springs, 1946-1952?",9|~|uclamss_1411_0009,33.83499829415701,-116.53897762298584,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b5vkb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b5vkb/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b5vmv,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0010.tif,91,,,,black-and-white photographs|~|landscaping plans,still image,"groves (plant communities)|~|picnic areas|~|football fields|~|softball fields|~|parking lots|~|lawns (landscaped grass)|~|swimming pools |~|Northend Park (Palm Springs, Calif.)|~|bandstands",copyrighted,Rights owned by the Regents of the University of California,,,"Cornell, Ralph D.",,,,,"Williams, Williams, & Williams",eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections",,,,,N,Culture|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Palm Springs Northend Park. Williams, Williams & Williams, architects, A.I.A. Ralph D. Cornell F.A.S.L.A. landscape architect.|~|Labels on plan: barbeque, football field, softball field, parking area, band, pool, lockers, club house, Tamarisk Avenue, scale 1""=50'-0"", [north arrow]","Ruth Hardy Park is currently at this location (2011).|~|The Williams, Williams & Williams architectural firm began in 1946. The firm was created by Harry J. Williams and his sons E. Stewart Williams and Roger Williams.",Northend Park,ark: 21198/zz002b5vgs (negative)|~|ark: 21198/zz002b5vpw (negative),California--Palm Springs,1946/1952,,[1946-1952?],Access to this collection is generously supported by Arcadia funds.,1 photographic print,"Plan for Palm Springs Northend Park, Palm Springs, 1946-1952?",10|~|uclamss_1411_0010,33.83499829415701,-116.53897762298584,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b5vmv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b5vmv/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b5vnc,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0011.tif,92,,,,black-and-white photographs|~|landscaping plans,still image,"groves (plant communities)|~|picnic areas|~|parking lots|~|lawns (landscaped grass)|~|parks |~|Northend Park (Palm Springs, Calif.)",copyrighted,Rights owned by the Regents of the University of California,,,"Cornell, Ralph D.",,,,,,eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections",,,,,N,Government|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Labels on plan: picnic grove, lawn, field sports, parking area, service, Via Miraleste, Tamarisk Avenue, Avenida Caballeros, north [north arrow]|~|Palm Springs Northend Park. Ralph D. Cornell F.A.S.L.A. landscape architect.","Ruth Hardy Park is currently at this location (2011).|~|The caption on another plan for Northend Park identifies Williams, Williams & Williams as the architectural firm for the project. The firm was created by Harry J. Williams and his sons E. Stewart Williams and Roger Williams in 1946.",Northend Park,ark: 21198/zz002b5vjt (print)|~|ark: 21198/zz002b5vf8 (negative)|~|ark: 21198/zz002b5vkb (print)|~|ark: 21198/zz002b5vh9 (print),California--Palm Springs,1946/1952,8 x 10 inches,[1946-1952?],Access to this collection is generously supported by Arcadia funds.,1 photographic print,"Plan for Palm Springs Northend Park, Palm Springs, 1946-1952?",uclamss_1411_0011,33.83499829415701,-116.53897762298584,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b5vnc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b5vnc/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b5vpw,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0012.tif,93,,,,black-and-white photographs|~|landscaping plans,still image,"groves (plant communities)|~|picnic areas|~|football fields|~|softball fields|~|parking lots|~|lawns (landscaped grass)|~|swimming pools |~|Northend Park (Palm Springs, Calif.)|~|bandstands",copyrighted,Rights owned by the Regents of the University of California,,,"Cornell, Ralph D.",,,,,"Williams, Williams, & Williams",eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections",,,,,N,Government|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Labels on plan: barbeque, football field, softball field, parking area, band, pool, lockers, club house, Tamarisk Avenue, scale 1""=50'-0"", [north arrow]|~|Palm Springs Northend Park. Williams, Williams & Williams, architects, A.I.A. Ralph D. Cornell F.A.S.L.A. landscape architect.","The Williams, Williams & Williams architectural firm was created by Harry J. Williams and his sons E. Stewart Williams and Roger Williams in 1946.|~|Ruth Hardy Park is currently at this location (2011).",Northend Park,ark:/21198/zz002b5vmv (print)|~|ark:/21198/zz002b5vgs (negative),California--Palm Springs,1946/1952,8 x 10 inches,[1946-1952?],Access to this collection is generously supported by Arcadia funds.,1 photographic negative,"Plan for Palm Springs Northend Park, Palm Springs, 1946-1952?",12|~|uclamss_1411_0012,33.83499829415701,-116.53897762298584,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b5vpw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b5vpw/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b5vqd,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0013.tif,94,,,,black-and-white photographs|~|renderings (drawings)|~|landscaping plans,still image,trees|~|hedges|~|garden seats |~|lawns (landscaped grass)|~|gardens|~|garden walks,copyrighted,Rights owned by the Regents of the University of California,,J. R. DeWitt Residence (Calif.),"Cornell, Ralph D.",,,,,,eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections",,,,,N,Arts|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","Garden sketch for Mrs. J.R. DeWitt; Ralph D. Cornell, F.A.S.L.A., landscape architect; Plan 643-4",Plan is a three dimensional sketch of the garden.,Mrs. J.R. DeWitt residence,,California,1922/1952,8 x 10 inches,[1922-1952?],Access to this collection is generously supported by Arcadia funds.,1 photographic negative,Garden sketch for Mrs. J. R. DeWitt,uclamss_1411_0013,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b5vqd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b5vqd/manifest
Cornell (Ralph D.) Papers.  Collection 1411,ark:/21198/zz002b5vrx,ark:/21198/zz0008c7sv,2,Completed,Work,cornell/masters/uclamss_1411_0014.tif,95,,,,black-and-white photographs,still image,hedges|~|gardens|~|statues|~|formal gardens|~|garden walks|~|Lilies|~|Italian cypress,copyrighted,Rights owned by the Regents of the University of California,,J. R. DeWitt Residence (Calif.),"Cornell, Ralph D.",,,,,,eng,landscape architecture,"University of California, Los Angeles. $b Library Special Collections",,,,,N,People|~|Environment,,"Ralph D. Cornell Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"View of formal garden, with walkways, hedges, lilies, Italian cypress trees, and statue",Mrs. J.R. DeWitt residence,,California,1922/1952,8 x 10 inches,[1922-1952?],Access to this collection is generously supported by Arcadia funds.,1 photographic print,"Mrs. J.R. DeWitt residence, garden",0014|~|uclamss_1411_0014,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b5vrx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b5vrx/manifest
