"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","iiif_access_url","Type.typeOfResource","Type.genre","Subject","Name.subject","Name.repository","Rights.generalNote","Rights.creatorNote","Rights.copyrightStatus","Name.creator","Rights.notice","Title","Alt ID.local","Description.note","Coverage.geographic","Alt ID.collection","Date.creation","Coverage.temporal","Format.dimensions","Format.medium","Bucketeer State","IIIF Access URL"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kbdt","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kbdt_1700308_master.tif","11","","still image","","","","","","","","","","[Untitled]","ph_00383-3","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kbdt"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kbfb","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kbfb_1700311_master.tif","12","","still image","","","","","","","","","","[Untitled]","ph_00383-4","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kbfb"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kbgv","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kbgv_1700315_master.tif","13","","still image","","","","","","","","","","[Untitled]","ph_00383-5","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kbgv"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kbhc","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kbhc_1700320_master.tif","14","","still image","","","","","","","","","","[Untitled]","ph_01365-2","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kbhc"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kbjw","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kbjw_1700326_master.tif","15","","still image","","","","","","","","","","[Untitled]","ph_01368-2","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kbjw"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kbmx","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kbmx_1700332_master.tif","17","","still image","","","","","","","","","","[Untitled]","ph_02170","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kbmx"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kbpz","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kbpz_1700341_master.tif","19","","still image","","","Hood, Mantle","","","","","","","Mantle Hood and photography equipment","ph_00573","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kbpz"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kbsh","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kbsh_1700350_master.tif","22","","still image","","","","","","","","","","Ramayana dance with six females and two males","ph_00768","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kbsh"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kbxk","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kbxk_1700357_master.tif","26","","still image","","","","","","","","","","Robert Ayitee with drums at the Institute of Ethn","ph_00653","Robert Ayitee with drums at the Institute of Ethnomusicology at UCLA","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kbxk"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kbz3","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kbz3_1700362_master.tif","27","","still image","","","","","","","","","","""Teponaztli"" or ""drum of the sun""","ph_01228","'Teponaztli' or 'drum of the sun.' It is richly ornamented with various reliefs. Mixteca culture, state of Oaxaca. It has a relief of the disc of the sun with a person in the center.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kbz3"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kc3n","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kc3n_1700369_master.tif","31","","still image","","","","","","","","","","12 images showing men harvesting a field with machetes, and a man playing a gonje or goge, a one-string fiddle","ph_00265","Proof sheet. Several images are similar to scenes in Mantle Hood’s documentary Atumpan.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kc3n"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kcd9","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kcd9_1700389_master.tif","40","","still image","","","","","","","","","","2 female dancers","ph_01195","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kcd9"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kcft","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kcft_1700392_master.tif","41","","still image","","","","","","","","","","2 female dancers perform in the Ramayana","ph_01214","Dancers play the roles of Rama and Sita.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kcft"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kcgb","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kcgb_1700413_master.tif","42","","still image","","","","","","","","","","2 female dancers performing the Ramayana","ph_01200","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kcgb"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kchv","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kchv_1700416_master.tif","43","","still image","","","","","","","","","","2 female dancers performing the Ramayana","ph_01203","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kchv"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kckw","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kckw_1700419_master.tif","45","","still image","","","","","","","","","","2 pre-Columbian flutes","ph_01246","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kckw"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kcqz","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kcqz_1700428_master.tif","49","","still image","","","","","","","","","","2 vase whistles","ph_01226","Vase whistle made up of a [sic] earthen pot and a warrior or diety holding an atlatl. It is multi-colored, Mixteca culture, made of clay. Mixteca culture, state of Oaxaca.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kcqz"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kcrg","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kcrg_1700434_master.tif","50","","still image","","","","","","","","","","2 vase whistles","ph_01227","Mixteca culture, state of Oaxaca. Clay.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kcrg"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kcs0","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kcs0_1700437_master.tif","51","","still image","","","","","","","","","","3 carved stone or clay objects","ph_01251","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kcs0"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kfjb","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kfjb_1700441_master.tif","52","","still image","","","","","","","","","","3 clay aerophones","ph_01245","Left with an animal figure on it, right with a flared bell end.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kfjb"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kfkv","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kfkv_1700446_master.tif","53","","still image","","","","","","","","","","3 dancers","ph_01196","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kfkv"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kfmc","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kfmc_1700449_master.tif","54","","still image","","","","","","","","","","3 dancers perform the Ramayana","ph_01211","Dancers play the roles of Rama, Sita, Laksmana.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kfmc"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kfnw","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kfnw_1700452_master.tif","55","","still image","","","","","","","","","","3 dancers, Rawana carries off Sita as Djatayu dies","ph_01198","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kfnw"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kfpd","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kfpd_1700455_master.tif","56","","still image","","","","","","","","","","3 female dancers performing the Ramayana","ph_01213","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kfpd"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kfqx","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kfqx_1700458_master.tif","57","","still image","","","","","","","","","","3 female dancers performing the Ramayana","ph_01204","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kfqx"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kfrf","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kfrf_1700461_master.tif","58","","still image","","","","","","","","","","3 female dancers performing the Ramayana","ph_01206","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kfrf"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kfsz","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kfsz_1700464_master.tif","59","","still image","","","","","","","","","","3 female dancers","ph_01190","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kfsz"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kfx1","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kfx1_1700467_master.tif","63","","still image","","","","","","","","","","3 pre-columbian aerophones","ph_01219","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kfx1"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kg12","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kg12_1700470_master.tif","66","","still image","","","","","","","","","","36 holes are made around the circumference of the drumhead","ph_01471","Dyck, Gerald P. 1975. “Lung Noi Na Kampam Makes a Drumhead for a northern Thai Long Drum. A Photographic Documentary.” In Selected Reports in Ethnomusicology 2(2): 183-203.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kg12"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kg2k","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kg2k_1700473_master.tif","67","","still image","","","","","","","","","","4 female Croatian dancers","ph_00184","from Remets in Yugoslavia. mounted with PH0179-184","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kg2k"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kg33","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kg33_1700476_master.tif","68","","still image","","","","","","","","","","4 female dancers and gamelan","ph_01192","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kg33"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kg4m","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kg4m_1700479_master.tif","69","","still image","","","","","","","","","","4 female dancers performing the Ramayana","ph_01201","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kg4m"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kg54","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kg54_1700482_master.tif","70","","still image","","","","","","","","","","4 female dancers performing the Ramayana","ph_01207","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kg54"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kg6n","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kg6n_1700485_master.tif","71","","still image","","","","","","","","","","4 Musicians playing two different drums and two chirimias","ph_01258","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kg6n"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kgpw","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kgpw_1700488_master.tif","85","","still image","","","","","","","","","","5 bells on a string","ph_01249","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kgpw"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kgqd","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kgqd_1700491_master.tif","86","","still image","","","","","","","","","","6 female dancers","ph_01189","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kgqd"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kh1j","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kh1j_1701848_master.tif","95","","still image","","","","","","","","","","A bundle of panpies arranged in two rows photographed against a dark background","ph_01385","13 panpipes bound together by a decorated ribbon and black thread.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kh1j"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kh22","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kh22_1701851_master.tif","96","","still image","","","","","","","","","","A Burmese harp displayed","ph_01439","Archive # 1439 used in; Williamson, Muriel C. 1975. “A Supplement to the Construction and Decoration of one Burmese Harp.” In Selected Reports in Ethnomusicology 2(2):111-115.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kh22"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kh3k","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kh3k_1701854_master.tif","97","","still image","","","","","","","","","","A Croatian tambura orchestra","ph_00188","from Tomasica, distr. Garesnica, in Yugoslavia. Mounted with PH0185-190.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kh3k"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kh43","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kh43_1701857_master.tif","98","","still image","","","","","","","","","","A dance at a Balinese temple","ph_00034","Group of eight female dancers outside temple gate dancing at night. Mounted with PH0032-35.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kh43"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kh5m","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kh5m_1701860_master.tif","99","","still image","","","","","","","","","","A famous Sundanese gamelan at the Regency of Sumedang","ph_00385","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kh5m"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kh64","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kh64_1701863_master.tif","100","","still image","","","","","","","","","","A final stretch is given to the drum before completion.","ph_01483","Dyck, Gerald P. 1975. “Lung Noi Na Kampam Makes a Drumhead for a northern Thai Long Drum. A Photographic Documentary.” In Selected Reports in Ethnomusicology 2(2): 183-203.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kh64"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kh7n","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kh7n_1701866_master.tif","101","","still image","","","","","","","","","","A full-length shot of a young man dancing in costume","ph_00386","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kh7n"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kh85","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kh85_1701869_master.tif","102","","still image","","","","","","","","","","A full-length shot of a young woman dancing in costume","ph_00384","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kh85"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025khb6","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025khb6_1701873_master.tif","104","","still image","","","","","","","","","","A harp-lute photographed against a dark background","ph_01375","Donated by Mr. & Mrs. Sheldon Ginsburg","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025khb6"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025khcq","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025khcq_1701878_master.tif","105","","still image","","","","","","","","","","A horn photographed against a lavender-color background","ph_01386","Horn made of copper with decorative touches in brass.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025khcq"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025khd7","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025khd7_1701881_master.tif","106","","still image","","","","","","","","","","A landscape of Bali by the artist Walter Spies","ph_00033","Reproduction of a painting showing terraced rice fields. Mounted with PH0032-35.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025khd7"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025khfr","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025khfr_1701884_master.tif","107","","still image","","","","","","","","","","A line of costumed dancers","ph_00209","(male and female) performing kolo dance (?) in Nis, Serbia. Mounted with PH0207-212.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025khfr"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025khg8","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025khg8_1701887_master.tif","108","","still image","","","","","","","","","","A line of Macedonian dancers","ph_00222","in Vetrins, Delcevo district. Mounted with PH0217-222.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025khg8"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025khj9","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025khj9_1701891_master.tif","110","","still image","","","","","","","","","","A male Balinese baris dancer in costume","ph_00400","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025khj9"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025khkt","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025khkt_1701896_master.tif","111","","still image","","","","","","","","","","A male musician playing a lamellaphone","ph_01437","Archive #s 1436-37 used in; Toth, Andrew F. 1975. “The Gamelan Luang of Tangkas, Bali.” In Selected reports in Ethnomusicology 2(2):65-79.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025khkt"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025khnv","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025khnv_1701899_master.tif","113","","still image","","","","","","","","","","A male playing a bowed fiddle","ph_01447","Archive #s 1447-50 used in; Sheppard, Tan Sri Dato Mubin. 1975. “Traditional Musical Instruments of Malaysia.” In Selected Reports in Ethnomusicology 2(2):171-181.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025khnv"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025khpc","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025khpc_1701902_master.tif","114","","still image","","","","","","","","","","A man playing dragspel, a Swedish accordion","ph_00074","Swedish accordion. Typescript paragraph on paper attached to verso describing instrument and history.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025khpc"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025khsx","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025khsx_1701905_master.tif","117","","still image","","","","","","","","","","A man playing the hosszu furulya","ph_00083","Long flute of Hungary. (Text on back spells it hosszi furugla).","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025khsx"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025khtf","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025khtf_1701908_master.tif","118","","still image","","","","","","","","","","A man playing the trompong","ph_00426","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025khtf"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025khwg","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025khwg_1701911_master.tif","120","","still image","","","","","","","","","","A pot which is joined to another smaller vase","ph_01229","It has a multi-colored decoration in orange, bright sepia and white representing feathers in The neck and, in the body, 4 groups of eagles with the symbol on them. Mixteca-Puebla culture, clay. On the side of the neck an animal skin was placed and it was used in the manner of a drum.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025khwg"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025khx0","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025khx0_1701914_master.tif","121","","still image","","","","","","","","","","A religious ceremony in South India with musicians","ph_00160","A religious ceremony in South India with musicians. Five men sit at a shrine playing instruments. Visible in photo are horns (one musician is blowing two at once), a small hand drum and cymbals. Possibly taken for the 1968 Spring Festival. Mounted with PH0158-161.","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025khx0"
"Ethnomusicology Archive: Photographic collection","ark:/21198/zz0025kjqc","ark:/21198/zz0025k1q4","1","In progress","Work","ethnophotos/image/21198-zz0025kjqc_1701917_master.tif","122","","still image","","","","","","","","","","A row of 13 gongs laid in an ornamented shaft perpendicular to its base, photographed against a black background","ph_01369","Previous record for instrument name reads, ""Khqng Wong Mqn Yai"". Collected by David Morton. Institute of Ethnomusicology, Accession # 604009203","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kjqc"
