Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Subject,Type.typeOfResource,Type.genre,Name.subject,Rights.copyrightStatus,Rights.rightsHolderContact,Coverage.geographic,Coverage.spatialLatitude,Name.fashionDesigner,Coverage.spatialLongitude,Name.photographer,Name.repository,Name.artist,Name.architect,Name.compiler,Rights.countryCreation,Rights.servicesContact,Language,Relation.hasVersion,Rights.permission,Publisher.publisherName,Relation.isPartOf,Name.illustrator,Alternate Identifier.local,Title,Description.caption,Date.creation,Format.extent,Format.medium,Format.dimensions,Date.normalized,Description.longitude,Description.latitude,Description.note,Description.adminnote,Description.contents,Description.abstract,Description.fundingNote,Alternate Identifier.OPAC,Alternate Identifier.url,Alternate Identifier.oclc,Bucketeer State,IIIF Access URL
Los Angeles Times Photographic Archive,ark:/21198/zz0002sm68,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326391a.tif,,,,"Trials (Child sexual abuse)--California--Los Angeles|~|McMartin Preschool Abuse Trial, Los Angeles, Calif., 1987-1990|~|People|~|Legal",still image,news photographs,"McMartin, Virginia, 1907-1995--Trials, litigation, etc.",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"Melcon, Mel",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b2011_300752,"Virginia McMartin at preliminary hearing of McMartin Preschool molestation case in Los Angeles, Calif., 1984","McMartin trial--Virginia McMartin, top, founder of McMartin Pre-School in Manhattan Beach, and grand-daughter Peggy Ann Buckley in Los Angeles courtroom, where they appeared with five other defendants for a preliminary hearing in child-molestation case. Municipal Judge Aviva K. Bobb rejected continuance motions.","August 18, 1984",1 photograph,b&w negative,35 mm.,1984-08-18,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002sm68
Los Angeles Times Photographic Archive,ark:/21198/zz0002sm7s,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326392a.tif,,,,Korean Americans--California--Los Angeles County|~|Football players--California--Los Angeles County|~|College athletes--California--Los Angeles County|~|Placekickers (Football)|~|Sports|~|People,still image,news photographs,UCLA Bruins (Football team),copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"Kamin, Jayne",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b2011_300754,"John Lee and other UCLA football players on sideline after win, 1984","John Lee, the NCAA's new No. 1 kicker of field goals","August 18, 1984",1 photograph,b&w negative,35 mm.,1984-08-18,-118.4466686,34.0687274,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002sm7s
Los Angeles Times Photographic Archive,ark:/21198/zz0002sm89,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326393a.tif,,,,African American musicians|~|Musicians--United States|~|Film composers--California--Los Angeles|~|People|~|Arts,still image,news photographs|~|Portrait photographs,"Parker, Ray, 1954-",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,"Share, Jeff",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b2011_300757,"Musician Ray Parker Jr., seated at piano, 1984","Ray Parker Jr., at the piano with stuffed friend Ralph, on ""Ghostbusters"": ""I was the last resort. I really didn't think I could do it.""","August 19, 1984",1 photograph,b&w negative,35 mm.,1984-08-19,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002sm89
Los Angeles Times Photographic Archive,ark:/21198/zz0002sm9t,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326394a.tif,,,,Observatories $z California $z Los Angeles County|~|Science|~|Environment,still image,news photographs,Mount Wilson and Palomar Observatories,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Mount Wilson (Calif.),,,,"Galvez, Jose",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b2011_300759,"Mount Wilson Observatory complex in Los Angeles, Calif., 1984","A view from atop Mt. Wilson complex and from afar, below. Its telescopes are 65 to 80 years old.","August 19, 1984",1 photograph,b&w negative,35 mm.,1984-08-19,-118.057150840759,34.2258903025752,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002sm9t
Los Angeles Times Photographic Archive,ark:/21198/zz0002smbb,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00326248a.tif,,,,Traffic congestion $z California $z Los Angeles|~|City & town life--California--Los Angeles|~|Strikes and lockouts--Transport workers--California--Los Angeles|~|Activism|~|Lifestyle|~|Environment,still image,news photographs,Los Angeles Metropolitan Transit Authority,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","Los Angeles (Calif.)--Buildings, structures, etc.",,,,"Oliver, R. L.",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b529_224596,"City street scene at Broadway and 2nd Street during transit strike in downtown Los Angeles, Calif., 1964",,"June 15, 1964",1 photograph,b&w negative,35 mm.,1964-06-15,-118.246656954288,34.0524083041992,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002smbb
Los Angeles Times Photographic Archive,ark:/21198/zz0002smcv,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00167884a.tif,,,,"Navies $x Officers|~|World War, 1939-1945--Naval operations, Japanese|~|International|~|People|~|War",still image,news photographs,"Nakijima, Goro",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b529_224618,"Naval captain Goro Nakijima, at wheel of Japanese freighter Daiwa Maru, 1964","DESTROYER OFFICER-Capt. Goro Nakijima, at wheel of Japanese freighter Daiwa Maru, was navigator aboard destroyer that sank John F. Kennedy's PT-109 in Solomon Islands during World War II.","June 17, 1964",1 photograph,b&w negative,5 x 5 cm.,1964-06-17,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002smcv
Los Angeles Times Photographic Archive,ark:/21198/zz0002smdc,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00167885a.tif,,,,Religious tolerance--United States|~|People|~|Religion,still image,news photographs,"Rowan, Carl Thomas",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b529_224620,"Carl T. Rowan and Dr. Lewis Webster Jones at the National Conference of Christians and Jews, 1964","AT BROTHERHOOD DINNER-U.S. Information Director Carl T. Rowan, left, chats with Dr. Lewis Webster Jones, national president of the National Conference of Christians and Jews, at annual dinner.","June 17, 1964",1 photograph,b&w negative,5 x 5 cm.,1964-06-17,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002smdc
Los Angeles Times Photographic Archive,ark:/21198/zz0002smfw,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00167886a.tif,,,,Child actors--United States|~|Television actors and actresses--California--Los Angeles|~|Child labor $x Law and legislation $z California $z Los Angeles|~|Entertainment|~|People|~|Arts,still image,news photographs,"Payton Place (Television program)|~|Farrow, Mia, 1945- --Childhood and youth",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Santa Monica (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b529_224622,"17 year old Mia Farrow holding Peyton Place newspaper as she waits for contract approval in Santa Monica courthouse, 1964","CONTRACT APPROVED-Mia Farrow, 17, daughter of Maureen O'Sullivan, appears at Santa Monica Superior Court to have 20th Century -Fox contract for TV series based on ""Peyton Place"" approved.","June 17, 1964",1 photograph,b&w negative,5 x 5 cm.,1964-06-17,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002smfw
Los Angeles Times Photographic Archive,ark:/21198/zz0002smgd,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00167887a.tif,,,,High school graduates--California--Los Angeles County|~|Fathers and daughters|~|Adult students--California--Los Angeles County|~|People|~|Education,still image,news photographs,"Elmore, Daniel, 1891-1976",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b529_224638,"72 year-old handyman Daniel Elmore being hugged by daughters after his graduation from Jordan High School in Los Angeles, Calif., 1964","FATHER CONGRATULATED-Daniel Elmore, 72-year-old handyman, is congratulated by two daughters, Miss Joyce Elmore, left, and Mrs. Clara Sanderson, two of nine living children, on graduation from Jordan High School. He saw to it that all 10 of children got college degrees. Now he will get one for himself.","June 18, 1964",1 photograph,b&w negative,5 x 5 cm.,1964-06-18,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002smgd
Los Angeles Times Photographic Archive,ark:/21198/zz0002smhx,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00167888a.tif,,,,Beauty culture--California--Los Angeles County|~|Beauty operators--Training of|~|High school students--California--Los Angeles County|~|Women--Vocational education--California--Los Angeles County|~|Vocational school students--California--Los Angeles County|~|Youth|~|Education,still image,news photographs,"Glendale High School (Glendale, Calif.)--Students",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Glendale (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b529_224644,"Two female students in cosmetology class at Glendale High School, Calif., 1964","TRYING OUT NEW STYLES-Mary Cox gives Frances Jacobson a permanent as Phyllis Lupica, right, works on tinting Carol Strickland's hair. The hair stylists are students in the Cosmetology Department at Glendale High School. They are preparing for career in the field during the three-year program.","June 16, 1964",1 photograph,b&w negative,5 x 5 cm.,1964-06-16,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002smhx
Los Angeles Times Photographic Archive,ark:/21198/zz0002smjf,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00167889a.tif,,,,"Korean American children--California--Anaheim|~|Interracial adoption--California, Southern|~|Family--California, Southern|~|Intercountry adoption--California, Southern|~|Lifestyle|~|People",still image,news photographs,"Sauder, Ora",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Anaheim (Calif.),,,,"Reams, Maxine",,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b529_224669,"Ora Sauder with her two adopted Korean children, Anaheim, Calif., 1964","NEW ARRIVALS-Mrs. Ora Sauder, Anaheim is shown with her two youngsters, Mary and Randy, brother and sister, who arrived in the United States in April of this year.","June 21, 1964",1 photograph,b&w negative,5 x 5 cm.,1964-06-21,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002smjf
Los Angeles Times Photographic Archive,ark:/21198/zz0002smkz,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00167890a.tif,,,,Seashore--California--Los Angeles County|~|Beaches--California--Los Angeles County|~|Children--California--Los Angeles County|~|Lifestyle|~|Environment,still image,news photographs,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","San Pedro (Los Angeles, Calif.)",,,,,"University of California, Los Angeles. $b Library Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b529_224673,"Children searching for sea shells along shoreline of Cabrillo Beach in San Pedro, Calif., 1964","MASS SEARCH-Youngsters visiting Cabrillo Beach in San Pedro string out along the shoreline to dig for sea shells. Cabrillo Beach is considered excellent hunting ground for interesting, colorful sea shells.","June 21, 1964",1 photograph,b&w negative,5 x 5 cm.,1964-06-21,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002smkz
Los Angeles Times Photographic Archive,ark:/21198/zz0002smmg,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/clusc_8_1_00167891a.tif,,,,Interior design $z California $z Los Angeles|~|Office furniture--Exhibitions|~|Office furniture--Design--1960-1970|~|Lifestyle|~|Arts,still image,news photographs,"International Design Center (Los Angeles, Calif.)",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,,,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalat_1429_b529_224715,"Exhibit of 1960s outer space influenced office furniture at International Design Center, Los Angeles, 1964",OFFICE FOR OUTER SPACE features chairs with push-button comfort control and walnut-topped desk which is anchored to the floor.,"June 22, 1964",1 photograph,b&w negative,5 x 5 cm.,1964-06-22,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002smmg
