"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Name.repository","Title","Alt ID.local","Description.note"
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nnq","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0091.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0091","uclalsc_2995564_0091",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0np7","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0092.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0092","uclalsc_2995564_0092",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nqr","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0093.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0093","uclalsc_2995564_0093",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nr8","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0094.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0094","uclalsc_2995564_0094",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nss","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0095.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0095","uclalsc_2995564_0095",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nt9","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0096.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0096","uclalsc_2995564_0096",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nvt","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0097.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0097","uclalsc_2995564_0097",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nwb","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0098.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0098","uclalsc_2995564_0098",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nxv","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0099.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0099","uclalsc_2995564_0099",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0nzc","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0100.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0100","uclalsc_2995564_0100",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p0c","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0101.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0101","uclalsc_2995564_0101",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p1w","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0102.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0102","uclalsc_2995564_0102",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p2d","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0103.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0103","uclalsc_2995564_0103",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p3x","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0104.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0104","uclalsc_2995564_0104",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p4f","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0105.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0105","uclalsc_2995564_0105",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p5z","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0106.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0106","uclalsc_2995564_0106",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p6g","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0107.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0107","uclalsc_2995564_0107",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p70","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0108.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0108","uclalsc_2995564_0108",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p8h","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0109.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0109","uclalsc_2995564_0109",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0p91","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0110.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0110","uclalsc_2995564_0110",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pbj","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0111.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0111","uclalsc_2995564_0111",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pc2","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0112.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0112","uclalsc_2995564_0112",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pdk","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0113.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0113","uclalsc_2995564_0113",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pf3","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0114.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0114","uclalsc_2995564_0114",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pgm","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0115.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0115","uclalsc_2995564_0115",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0ph4","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0116.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0116","uclalsc_2995564_0116",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pjn","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0117.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0117","uclalsc_2995564_0117",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pk5","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0118.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0118","uclalsc_2995564_0118",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pmp","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0119.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0119","uclalsc_2995564_0119",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pn6","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0120.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0120","uclalsc_2995564_0120",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0ppq","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0121.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0121","uclalsc_2995564_0121",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pq7","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0122.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0122","uclalsc_2995564_0122",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0prr","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0123.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0123","uclalsc_2995564_0123",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0ps8","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0124.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0124","uclalsc_2995564_0124",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pts","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0125.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0125","uclalsc_2995564_0125",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pv9","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0126.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0126","uclalsc_2995564_0126",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pwt","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0127.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0127","uclalsc_2995564_0127",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pxb","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0128.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0128","uclalsc_2995564_0128",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0pzv","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0129.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0129","uclalsc_2995564_0129",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0q0v","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0130.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0130","uclalsc_2995564_0130",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0q1c","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0131.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0131","uclalsc_2995564_0131",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0q2w","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0132.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0132","uclalsc_2995564_0132",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0q3d","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0133.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0133","uclalsc_2995564_0133",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0q4x","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0134.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0134","uclalsc_2995564_0134",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0q5f","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0135.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0135","uclalsc_2995564_0135",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0q6z","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0136.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0136","uclalsc_2995564_0136",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0q7g","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0137.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0137","uclalsc_2995564_0137",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0q80","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0138.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0138","uclalsc_2995564_0138",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0q9h","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0139.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0139","uclalsc_2995564_0139",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0qb1","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0140.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0140","uclalsc_2995564_0140",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0qcj","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0141.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0141","uclalsc_2995564_0141",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0qd2","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0142.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0142","uclalsc_2995564_0142",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0qfk","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0143.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0143","uclalsc_2995564_0143",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0qg3","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0144.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0144","uclalsc_2995564_0144",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0qhm","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0145.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0145","uclalsc_2995564_0145",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0qj4","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0146.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0146","uclalsc_2995564_0146",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0qkn","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0147.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0147","uclalsc_2995564_0147",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0qm5","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0148.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0148","uclalsc_2995564_0148",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0qnp","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0149.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0149","uclalsc_2995564_0149",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0qp6","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0150.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0150","uclalsc_2995564_0150",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0qqq","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0151.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0151","uclalsc_2995564_0151",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0qr7","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0152.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0152","uclalsc_2995564_0152",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0qsr","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0153.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0153","uclalsc_2995564_0153",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0qt8","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0154.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0154","uclalsc_2995564_0154",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0qvs","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0155.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0155","uclalsc_2995564_0155",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0qw9","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0156.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0156","uclalsc_2995564_0156",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0qxt","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0157.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0157","uclalsc_2995564_0157",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0qzb","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0158.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0158","uclalsc_2995564_0158",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0r0b","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0159.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0159","uclalsc_2995564_0159",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0r1v","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0160.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0160","uclalsc_2995564_0160",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0r2c","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0161.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0161","uclalsc_2995564_0161",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0r3w","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0162.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0162","uclalsc_2995564_0162",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0r4d","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0163.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0163","uclalsc_2995564_0163",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0r5x","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0164.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0164","uclalsc_2995564_0164",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0r6f","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0165.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0165","uclalsc_2995564_0165",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0r7z","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0166.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0166","uclalsc_2995564_0166",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0r8g","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0167.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0167","uclalsc_2995564_0167",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0r90","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0168.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0168","uclalsc_2995564_0168",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0rbh","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0169.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0169","uclalsc_2995564_0169",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0rc1","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0170.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0170","uclalsc_2995564_0170",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0rdj","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0171.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0171","uclalsc_2995564_0171",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0rf2","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0172.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0172","uclalsc_2995564_0172",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0rgk","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0173.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0173","uclalsc_2995564_0173",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0rh3","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0174.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0174","uclalsc_2995564_0174",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0rjm","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0175.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0175","uclalsc_2995564_0175",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0rk4","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0176.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0176","uclalsc_2995564_0176",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0rmn","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0177.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0177","uclalsc_2995564_0177",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0rn5","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0178.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0178","uclalsc_2995564_0178",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0rpp","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0179.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0179","uclalsc_2995564_0179",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0rq6","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0180.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0180","uclalsc_2995564_0180",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0rrq","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0181.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0181","uclalsc_2995564_0181",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0rs7","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0182.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0182","uclalsc_2995564_0182",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0rtr","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0183.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0183","uclalsc_2995564_0183",""
"Report on Fieldwork with the Rainbow Bridge","ark:/21198/zz002j0rv8","ark:/21198/zz002j0bvg","10","Completed with minimal metadata","Work","fowler_rainbow_bridge/image/uclalsc_2995564_0184.tif","","","","still image","Fowler Museum at UCLA","uclalsc_2995564_0184","uclalsc_2995564_0184",""
