Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Subject.descriptiveTopic,Name.repository,Rights.permission,Relation.isPartOf,Name.subject,Subject.uniformTitle,Subject.conceptTopic,Name.producer,Name.photographer,Name.creator,Name.director,Title,Alt ID.local,Format.extent,Format.dimensions,Format.medium,Description.note,Description.longitude,Description.latitude,Description.caption,Date.created,Coverage.geographic,Date.normalized,Description.fundingNote,Alt ID.collection,AltTitle.other,Description.abstract,Finding Aid URL,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Rotha (Paul) Papers,ark:/21198/zz002bz3fz,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0030.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Contact (Motion picture: 1933)|~|Handley Page H.P. 42 (Transport plane),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",Hanno (Transport plane)|~|Imperial Airways,,Documentary films,,,,,"Imperial Airways plane Hanno on the ground during the filming of Contact, Karachi or Gwadar, 1932",0030|~|uclamss_2001_0030,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"""Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel is opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens|~|The ""Hanno"" H.P. 42 was a four-engine long-range biplane designed for Imperial Airways by Handley Page. The H.P. 42's were intended for long-range, Eastern routes.|~|Imperial Airways plane Hanno on dirt field during filming of ""Contact,"" with 5 men, all with backs to camera: 3 in pith helmets, 1 with camera on tripod; 2 in turbans, 1 on ladder, 1 at base of ladder, near plane",,,"Text from nitrate negative sleeve: Rotha.  Karachi, Gwadar, etc.  3.  Printed",November 1932-December 1932,Pakistan--Karachi or Gwadar,1932-11/1932-12,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz3fz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz3fz/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz3gg,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0031.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Motion picture cameras|~|Contact (Motion picture: 1933),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,,,,,"Filmmakers and camera near tower or tank during the filming of Contact, Karachi or Gwadar, 1932",uclamss_2001_0031,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"Two men, 1 in pith helmet and jacket kneeling with a Parvo (""Debrie"") motion picture camera on a tripod in foreground, 1 standing on dirt road near tower or tank with scaffolding, with small buildings in background, during filming of ""Contact""|~|""Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel is opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens",,,"Text from nitrate negative sleeve: Rotha.  Karachi, Gwadar, etc.  3.  Printed",November 1932-December 1932,Pakistan--Karachi or Gwadar,1932-11/1932-12,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz3gg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz3gg/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz3h0,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0032.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Contact (Motion picture: 1933)|~|Ugandans|~|Dwellings $z Uganda,"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films|~|Children $z Uganda,,,,,"Ugandan children and woman photographed during the journey of filmmaker Paul Rotha and party to Murchison Falls, Uganda, 1933",uclamss_2001_0032,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"Ugandan children and woman photographed during the journey of filmmaker Paul Rotha and party to Murchison Falls, near Lake Albert, during the filming of ""Contact."" Six children are seated in front of a mud and reed dwelling with a woman standing in the background.|~|“Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel was opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens.",,,"Text from negative sleeve: Rotha, Kampala - Murchison Falls, 13, Printed",January 1933,Uganda,1933-01,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz3h0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz3h0/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz3jh,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0033.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Motion picture cameras|~|Contact (Motion picture: 1933)|~|Guides & scouts $z Uganda|~|Victoria Nile River (Uganda),"University of California, Los Angeles. $b Library Special Collections|~|Rotha, Margaret Louise, $d 1909-1962",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.","Wheddon, Horace, $d 1891-1958",,Documentary films,,"Rotha, Paul, $d 1907-1984",,,"Margaret Rotha, Horace Wheddon and guides at a Victoria Nile River cascade during a journey to Murchison Falls, Uganda, 1933",uclamss_2001_0033,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"Margaret Rotha, looking through a Newman-Sinclair motion picture camera, guide Captain Drysdale with white towel on his head, cameraman Horace Wheddon standing with a cane, and two Ugandan guides next to a cascade of the Victoria Nile River (possibly Murchison Falls) during the filming of ""Contact"".|~|“Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel was opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens.",31.683347,2.277314,"Text from negative sleeve: Rotha, Kampala - Murchison Falls, 13, Printed",January 1933,Uganda,1933-01,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz3jh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz3jh/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz3k1,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0034.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,"Contact (Motion picture: 1933)|~|Albert, Lake (Congo and Uganda)|~|Tugboats $z Uganda","University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.","Rotha, Margaret Louise, $d 1909-1962",,Documentary films,,,,,"Margaret Rotha seated aboard the tugboat S.S. Livingston, Lake Albert, during a journey to Murchison Falls, Uganda, 1933",uclamss_2001_0034,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"“Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel was opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens.|~|Margaret Rotha seated aboard the tugboat S.S. Livingston on Lake Albert, Uganda, during a journey to Murchison Falls during the filming of ""Contact."" Cameraman Horace Wheddon  is visible behind her operating a Parvo (""Debrie"") motion picture camera.",,,"Text from negative sleeve: Rotha, Kampala - Murchison Falls, 13, Printed",January 1933,Uganda,1933-01,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz3k1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz3k1/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz3mj,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0035.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Motion picture cameras|~|Contact (Motion picture: 1933)|~|Victoria Nile River (Uganda),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.","Rotha, Paul, $d 1907-1984",,Documentary films,,,,,"Paul Rotha on the bank of the Victoria Nile River lying looking through a camera during a journey to Murchison Falls, Uganda, 1933",uclamss_2001_0035,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"“Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel was opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens.|~|Paul Rotha lying on the ground next to a cascade of the Victoria Nile River (not visible) and looking through a Newman-Sinclair motion picture camera during the filming of ""Contact""",,,"Text from negative sleeve: Rotha, Kampala - Murchison Falls, 13, Printed",January 1933,,1933-01,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz3mj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz3mj/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz3n2,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0036.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Motion picture cameras|~|Contact (Motion picture: 1933)|~|Guides & scouts $z Uganda|~|Victoria Nile River (Uganda),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.","Rotha, Paul, $d 1907-1984|~|Rotha, Margaret Louise, $d 1909-1962",,Documentary films,,,,,"Filmmaker Paul Rotha, Margaret Rotha and a guide on the bank of the Victoria Nile River during a journey to Murchison Falls, Uganda, 1933",uclamss_2001_0036,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"Paul Rotha with a Newman-Sinclair motion picture camera on the bank of the Victoria Nile River near Murchison Falls in Uganda, during the filming of ""Contact."" Margaret Rotha and their guide, Captain Drysdale,  wearing a towel on his head, are behind him. The river and a hill are beyond.|~|“Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel was opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens.",31.683347,2.277314,"Text from negative sleeve: Rotha, Kampala - Murchison Falls, 13, Printed",January 1933,Uganda,1933-01,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz3n2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz3n2/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz3pk,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0037.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Drums (Musical instruments) $x Ugandan $z Uganda|~|Dwellings $z Uganda|~|Tribal chiefs $z Uganda,"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,,,,,,"Tribal chief regally seated in the doorway of a traditional round dwelling with guard and drummers, Uganda, 1933",uclamss_2001_0037,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"“Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel was opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens.|~|View of a Ugandan tribal chief seated in the open entrance of a traditional round dwelling of grass-thatched wattle and daub on a raised chair covered by a large leopard skin which covers the ground across the opening. A long elephant tusk on the ground in front of  the leader. He is wearing a fez hat and a full length embroidered gown and holding up a fly wisk as a symbol of authority and he is flanked by a standing guard with a tall spear and three drummers, one with an engalabi drum and the others with engoma (ngoma) drums. Photograph taken on a journey of filmmaker Paul Rotha and his party to Murchison Falls during the filming of ""Contact.""",,,"Text from negative sleeve: Rotha, Kampala - Murchison Falls, 13, Printed",January 1933,Uganda,1933-01,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz3pk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz3pk/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz3q3,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0038.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,"Contact (Motion picture: 1933)|~|Albert, Lake (Congo and Uganda)|~|Whaleboats $z Uganda","University of California, Los Angeles. $b Library Special Collections|~|Rotha, Margaret Louise, $d 1909-1962",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,,,,,"Ugandan workers rowing a whale boat transporting Paul Rotha and party on Lake Albert on a journey to Murchison Falls, Uganda, 1933",uclamss_2001_0038,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"Ugandan workers rowing a whale boat transporting Paul Rotha and party on Lake Albert on a journey to Murchison Falls, during the filming of ""Contact."" Margaret Rotha is at the back of the boat on the left. The tugboat S.S. Livingston is partially visible in the distance behind Margaret Rotha.|~|“Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel was opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens.",,,"Text from negative sleeve: Rotha, Kampala - Murchison Falls, 13, Printed",January 1933,Uganda,,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz3q3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz3q3/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz3rm,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0039.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,"Contact (Motion picture: 1933)|~|Albert, Lake (Congo and Uganda)|~|Whaleboats $z Uganda|~|Guides & scouts $z Uganda|~|Victoria Nile River (Uganda)","University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.","Rotha, Paul, $d 1907-1984|~|Rotha, Margaret Louise, $d 1909-1962|~|Wheddon, Horace, $d 1891-1958",,Documentary films,,,,,"Guide Captain Drysdale helps filmmaker Paul Rotha party board a boat during a journey to Murchison Falls, Uganda, 1933",uclamss_2001_0039,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"“Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel was opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens.|~|During a journey to Murchison Falls, on the shore of the Victoria Nile River or Albert Lake in Uganda, Margaret Rotha stands in a whaleboat as guide Captain Drysdale helps filmmaker Paul Rotha to board with cameraman Horace Wheddon following during the filming of ""Contact."".",,,"Text from negative sleeve: Rotha, Kampala - Murchison Falls, 13, Printed",January 1933,Uganda,1933-01,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz3rm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz3rm/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz3s4,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0040.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Contact (Motion picture: 1933)|~|Dwellings $z Uganda|~|Tribal chiefs $z Uganda,"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,,,,,"Filmmaker Paul Rotha and cameraman Horace Wheddon filming a tribal chief seated at the entrance of his dwelling, Uganda, 1933",uclamss_2001_0040,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"View of Paul Rotha and Horade Wheddon (probably) from the back filming a Ugandan leader (tribal chief?) seated in the open entrance of a traditional round dwelling of grass-thatched wattle and daub on a raised chair covered by a large leopard skin which covers the ground across the opening. A long elephant tusk on on the ground in front of  the leader. He is wearing a fez hat and a full length embroidered gown and holding up a fly wisk as a symbol of authority and a guard with a tall spear stands on the left. Photograph taken on a journey of filmmaker Paul Rotha and his party to Murchison Falls during the filming of ""Contact.""|~|“Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel was opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens.",,,"Text from negative sleeve: Rotha, Kampala - Murchison Falls, 13, Printed",January 1933,Uganda,1933-01,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz3s4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz3s4/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz3tn,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0041.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Motion picture cameras|~|Contact (Motion picture: 1933)|~|Victoria Nile River (Uganda),"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.","Rotha, Paul, $d 1907-1984|~|Rotha, Margaret Louise, $d 1909-1962",,Documentary films,,,,,"Margaret Rotha photographing Paul Rotha during a journey to Murchison Falls, Uganda, 1933",uclamss_2001_0041,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"“Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel was opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens.|~|On a journey to Murchison Falls in Uganda,  Margaret Rotha (left) photographing Paul Rotha near the bank of the Victoria Nile River (not visible) with a the Parvo (""Debrie"") motion picture camera in the foreground and a Ugandan man in the background, during the filming of ""Contact""",,,"Text from negative sleeve: Rotha, Kampala - Murchison Falls, 13, Printed",January 1933,Uganda,1933-01,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz3tn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz3tn/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz3v5,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0042.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,"Motion picture cameras|~|Contact (Motion picture: 1933)|~|Albert, Lake (Congo and Uganda)|~|Tugboats $z Uganda",,N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.","Rotha, Paul, $d 1907-1984",,Documentary films,,,,,"Filmmaker Paul Rotha seated aboard the tugboat S.S. Livingston on Lake Albert during a journey to Murchison Falls, Uganda, 1933",uclamss_2001_0042,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"“Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel was opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens.|~|Paul Rotha seated aboard the tugboat S.S. Livingston on Lake Albert, Uganda, during a journey to Murchison Falls during the filming of ""Contact."" A Parvo (""Debrie"") motion picture camera is visible behind him, above his head",,,"Text from negative sleeve: Rotha, Kampala - Murchison Falls, 13, Printed",January 1933,Uganda,1933-01,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz3v5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz3v5/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz3wp,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0043.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,"Contact (Motion picture: 1933)|~|Albert, Lake (Congo and Uganda)|~|Tugboats $z Uganda","University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,,,,,"Ugandan workers aboard the tugboat S.S. Livingston on Lake Albert, during the journey of Filmmaker Paul Rotha and his party to Murchison Falls, Uganda, 1933",uclamss_2001_0043,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"Ugandan workers aboard the tugboat S.S. Livingston on Lake Albert in Uganda during the journey of Paul Rotha and party to Murchison Falls during the filming of ""contact""|~|“Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel was opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens.",,,"Text from negative sleeve: Rotha, Kampala - Murchison Falls, 13, Printed",January 1933,Uganda,1933-01,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz3wp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz3wp/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz3x6,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0044.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,"Contact (Motion picture: 1933)|~|Albert, Lake (Congo and Uganda)|~|Tugboats $z Uganda","University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,,,,,"Ugandan workers aboard the tugboat S.S. Livingston on Lake Albert, during the journey of Filmmaker Paul Rotha and his party to Murchison Falls, Uganda, 1933",uclamss_2001_0044,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"“Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel was opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens.|~|Ugandan workers aboard the tugboat S.S. Livingston on Lake Albert in Uganda during the journey of Paul Rotha and party to Murchison Falls during the filming of ""contact""",,,"Text from negative sleeve: Rotha, Kampala - Murchison Falls, 13, Printed",January 1933,Uganda,1933-01,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz3x6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz3x6/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz3zq,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0045.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Contact (Motion picture: 1933)|~|Dogs $z Iraq $z Baghdad,"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.","Rotha, Margaret Louise, $d 1909-1962",,Documentary films,,,,,"Margaret Rotha with 2 dogs during the filming of Contact, Baghdad, 1932",uclamss_2001_0045,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"Margaret Rotha seated on a veranda petting  2 dogs, during the filming of ""Contact.""|~|""Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel was opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens.",,,"Text from negative sleeve: Rotha, Baghdad, 4 printed",[November 1932-December 1932],Iraq--Baghdad,1932-11/1932-12,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz3zq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz3zq/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz40q,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0046.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|group portraits|~|cellulose nitrate film,,Contact (Motion picture: 1933)|~|Iraqis,"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,,,,,"Portrait Iraqi of men and children, Baghdad, 1932",uclamss_2001_0046,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"""Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel was opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens.|~|Close-up group portrait of 12 Iraqi men and boys, some wearing keffiyeh headscarves, taken during the filming of ""Contact.""",,,"Text from negative sleeve: Rotha, Baghdad, 4 printed",November 1932-December 1932,Iraq--Baghdad,1932-11/1932-12,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz40q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz40q/manifest
Rotha (Paul) Papers,ark:/21198/zz002bz417,ark:/21198/zz002bz2bx,2,Completed,Work,rotha/image/uclamss_2001_0047.tif,,,,,private,still image,copyrighted,Black-and-white photographs|~|cellulose nitrate film,,Motion picture cameras|~|Contact (Motion picture: 1933)|~|City walls $z Iraq $z Baghdad,"University of California, Los Angeles. $b Library Special Collections",N,"Paul Rotha Papers (Collection 2001). UCLA Library Special Collections, Charles E. Young Research Library.",,,Documentary films,,,,,"Filmmaker Paul Rotha, with Margaret Rotha and local men, filming next to an ancient wall, Baghdad, 1932",uclamss_2001_0047,1 photographic negative,"greater than 35mm, but less than 4 x 5 inches",b&w nitrate negative,"Filmmaker Paul Rotha, with Margaret Rotha and local people, filming with a motion picture camera on a tripod next to an ancient wall with exposed brick and fissures.|~|""Contact"" (1933) is a documentary film by Paul Rotha. Made for Imperial Airways and sponsored by Shell-Mex and BP Ltd, ""Contact"" shows the construction of an airplane and how air travel was opening up the world. It was filmed in England and along air routes in the Middle East, Africa and Athens.",,,"Text from negative sleeve: Rotha, Baghdad, 4 printed",November 1932-December 1932,Iraq--Baghdad,1932-11/1932-12,Access to this collection is generously supported by Arcadia funds.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bz417,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bz417/manifest
