"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Subject.descriptiveTopic","Type.typeOfResource","Subject.conceptTopic","Rights.copyrightStatus","Language","Coverage.geographic","Rights.publicationStatus","Name.repository","Publisher.publisherName","Subject.corporateName","Type.genre","Name.manufacturer","Name.subject","Name.printer","Name.retailer","Name.designer","Rights.rightsHolderContact","Name.artist","Name.creator","Name.sponsor","AltTitle.uniform","Title","Format.dimensions","Description.caption","Publisher.placeOfOrigin","Date.normalized","Date.creation","Description.note","AltTitle.other","Format.extent","AltTitle.descriptive","Alternate Title.former","AltTitle.translated","Opac url","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Patent Medicine Cards","ark:/21198/zz0002hh3p/dj38vx4w","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2Fdj38vx4w",""
"Patent Medicine Cards","ark:/21198/zz0002hh3p/dv58m503","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-17-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2Fdv58m503",""
"Patent Medicine Cards","ark:/21198/zz0002hh3p/f219dx7z","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-18-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2Ff219dx7z",""
"Patent Medicine Cards","ark:/21198/zz0002hh3p/mt41wt1t","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-4-master.tif","15","","","","","","","","","","","","","","","","","","","","","","","","","Page 15","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2Fmt41wt1t",""
"Patent Medicine Cards","ark:/21198/zz0002hh3p/pf69j67d","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-10-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2Fpf69j67d",""
"Patent Medicine Cards","ark:/21198/zz0002hh3p/pv17t387","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-12-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2Fpv17t387",""
"Patent Medicine Cards","ark:/21198/zz0002hh3p/px805124","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-9-master.tif","20","","","","","","","","","","","","","","","","","","","","","","","","","Page 20","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2Fpx805124",""
"Patent Medicine Cards","ark:/21198/zz0002hh3p/tp41gq6t","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-13-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2Ftp41gq6t",""
"Patent Medicine Cards","ark:/21198/zz0002hh3p/wc73921q","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-11-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2Fwc73921q",""
"Patent Medicine Cards","ark:/21198/zz0002hh3p/xq773c8x","ark:/21198/zz0002hh3p","","","Page","patentmedcards/masters/21198-zz0002hh3p-20-master.tif","13","","","","","","","","","","","","","","","","","","","","","","","","","Page 13","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hh3p%2Fxq773c8x",""
